index,original_text,modified_text,original_gold,modified_gold,original_pred,modified_pred
112,"The name ``Ganapatishvara``, which also gives the town its alternate name ``Ganapatishvaram``, denotes Shiva as ``Lord of Ganesha`` and alludes to the legend that Ganesha killed a demon and then worshipped his father Shiva here.","Shiva is denoted as ``Lord of Ganesha`` by the name ``Ganapatishvara``, which also gives the town its alternate name ``Ganapatishvaram``, and it is alluded to the legend that a demon was killed by Ganesha and then his father Shiva was worshipped here.","[{'text': 'Ganapatishvara', 'value': 'OTHER'}, {'text': 'Ganapatishvaram', 'value': 'OTHER'}, {'text': 'Shiva', 'value': 'OTHER'}, {'text': 'Lord of Ganesha', 'value': 'OTHER'}, {'text': 'Ganesha', 'value': 'OTHER'}, {'text': 'Shiva', 'value': 'OTHER'}]","[{'text': 'Shiva', 'value': 'OTHER'}, {'text': 'Lord of Ganesha', 'value': 'OTHER'}, {'text': 'Ganapatishvara', 'value': 'OTHER'}, {'text': 'Ganapatishvaram', 'value': 'OTHER'}, {'text': 'Ganesha', 'value': 'OTHER'}, {'text': 'Shiva', 'value': 'OTHER'}]","[{'text': 'Ganapatishvara', 'value': 'OTHER'}, {'text': 'Ganapatishvaram', 'value': 'OTHER'}]","[{'text': 'Shiva', 'value': 'OTHER'}, {'text': 'Lord of Ganesha', 'value': 'OTHER'}, {'text': 'Ganapatishvara', 'value': 'OTHER'}]"
113,"Divine Styler says: ``in the school I come from, freestyling was a non-conceptual written rhyme... and now they call freestyling off the top of the head, so the era I come from it's a lot different''.","It is said by Divine Styler: ``in the school I come from, freestyling was a non-conceptual written rhyme... and now freestyling is called off the top of the head, so the era I come from is a lot different''.","[{'text': 'Divine Styler', 'value': 'PERSON'}]","[{'text': 'Divine Styler', 'value': 'PERSON'}]","[{'text': 'Divine Styler', 'value': 'PERSON'}]","[{'text': 'Divine Styler', 'value': 'PERSON'}]"
114,"Shortly after World War I, he purchased a plot of land in Toulon and donated it to the local sports club, RC Toulonnais, for the building of a stadium.","Shortly after World War I, a plot of land was purchased in Toulon and donated to the local sports club, RC Toulonnais, for the building of a stadium.","[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}]","[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}]","[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}]","[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}]"
131,"For the 2019 Frieze Art Fair in London, Agostinelli staged his fourth intervention by depositing a 1 tonne block of translucent ice pulled by a Tesla to the entrance of the fair on opening day.","For the 2019 Frieze Art Fair in London, a 1 tonne block of translucent ice was deposited by Agostinelli, pulled by a Tesla to the entrance of the fair on opening day.","[{'text': 'Frieze Art Fair', 'value': 'EVENT'}, {'text': 'London', 'value': 'LOCATION'}, {'text': 'Agostinelli', 'value': 'PERSON'}, {'text': 'Tesla', 'value': 'ORGANIZATION'}]","[{'text': 'Frieze Art Fair', 'value': 'EVENT'}, {'text': 'London', 'value': 'LOCATION'}, {'text': 'Agostinelli', 'value': 'PERSON'}, {'text': 'Tesla', 'value': 'ORGANIZATION'}]","[{'text': 'Frieze Art Fair', 'value': 'EVENT'}, {'text': 'London', 'value': 'LOCATION'}, {'text': 'Agostinelli', 'value': 'PERSON'}]","[{'text': 'Frieze Art Fair', 'value': 'EVENT'}, {'text': 'London', 'value': 'LOCATION'}, {'text': 'by', 'value': 'PERSON'}, {'text': 'Agostinelli', 'value': 'PERSON'}]"
110,"I, Max was a sports commentary show featuring host Max Kellerman and Michael Holley that aired nightly on Fox Sports Net.","A sports commentary show featuring host Max Kellerman and Michael Holley, I, Max was aired nightly on Fox Sports Net.","[{'text': 'I , Max', 'value': 'ART'}, {'text': 'Max Kellerman', 'value': 'PERSON'}, {'text': 'Michael Holley', 'value': 'PERSON'}, {'text': 'Fox Sports Net', 'value': 'ORGANIZATION'}]","[{'text': 'Max Kellerman', 'value': 'PERSON'}, {'text': 'Michael Holley', 'value': 'PERSON'}, {'text': 'I , Max', 'value': 'ART'}, {'text': 'Fox Sports Net', 'value': 'ORGANIZATION'}]","[{'text': 'Max Kellerman', 'value': 'PERSON'}, {'text': 'Michael Holley', 'value': 'PERSON'}]","[{'text': 'Max Kellerman', 'value': 'PERSON'}, {'text': 'Michael Holley', 'value': 'PERSON'}, {'text': 'I', 'value': 'PERSON'}, {'text': 'Max', 'value': 'PERSON'}, {'text': 'Fox Sports Net', 'value': 'ORGANIZATION'}]"
118,It is an orthomyxovirus that contains the glycoproteins haemagglutinin and neuraminidase.,The glycoproteins haemagglutinin and neuraminidase are contained in the orthomyxovirus.,"[{'text': 'orthomyxovirus', 'value': 'OTHER'}, {'text': 'glycoproteins haemagglutinin', 'value': 'OTHER'}, {'text': 'neuraminidase', 'value': 'OTHER'}]","[{'text': 'glycoproteins haemagglutinin', 'value': 'OTHER'}, {'text': 'neuraminidase', 'value': 'OTHER'}, {'text': 'orthomyxovirus', 'value': 'OTHER'}]","[{'text': 'orthomyxovirus', 'value': 'OTHER'}, {'text': 'glycoproteins', 'value': 'OTHER'}, {'text': 'haemagglutinin', 'value': 'OTHER'}, {'text': 'neuraminidase', 'value': 'OTHER'}]","[{'text': 'glycoproteins', 'value': 'OTHER'}, {'text': 'haemagglutinin', 'value': 'OTHER'}, {'text': 'neuraminidase', 'value': 'OTHER'}, {'text': 'orthomyxovirus', 'value': 'OTHER'}]"
125,The channel has faced charges for spreading fake news and carrying out viewership manipulation on a number of occasions.,Charges for spreading fake news and carrying out viewership manipulation on a number of occasions have been faced by the channel.,[],[],[],[]
119,"He died in an assisted living facility on election day, November 2, 2004, at the age of 92, survived by his widow and one brother.","He was survived by his widow and one brother when he died in an assisted living facility on election day, November 2, 2004, at the age of 92.",[],[],[],[]
107,"On the formation of the Residential Property Tribunal Service as a result of the Housing Act 2004 the rent assessment committees became part of that body for administrative purposes, and is therefore now called the First Tier Tribunal (Property Chamber - Residential Property).","As a result of the Housing Act 2004, the Residential Property Tribunal Service was formed, and the rent assessment committees became part of that body for administrative purposes, and are therefore now called the First Tier Tribunal (Property Chamber - Residential Property).","[{'text': 'Residential Property Tribunal Service', 'value': 'ORGANIZATION'}, {'text': 'Housing Act 2004', 'value': 'OTHER'}]","[{'text': 'Housing Act 2004', 'value': 'OTHER'}, {'text': 'Residential Property Tribunal Service', 'value': 'ORGANIZATION'}]","[{'text': 'Residential Property Tribunal Service', 'value': 'ORGANIZATION'}, {'text': 'Housing Act 2004', 'value': 'OTHER'}, {'text': 'First Tier Tribunal', 'value': 'ORGANIZATION'}, {'text': 'Property Chamber', 'value': 'ORGANIZATION'}]","[{'text': 'Housing Act 2004', 'value': 'OTHER'}, {'text': 'Residential Property Tribunal Service', 'value': 'ORGANIZATION'}, {'text': 'the First Tier Tribunal', 'value': 'ORGANIZATION'}, {'text': 'Chamber -', 'value': 'ORGANIZATION'}]"
130,Police investigations revealed the shotgun used to perform the murders was the same weapon used earlier in a bungled attempt to blast open a bank door during a robbery at the State Bank in Oak Park seven months earlier.,It was revealed by police investigations that the shotgun used to perform the murders was the same weapon used earlier in a bungled attempt to blast open a bank door during a robbery at the State Bank in Oak Park seven months earlier.,"[{'text': 'State Bank', 'value': 'BUILDING'}, {'text': 'Oak Park', 'value': 'LOCATION'}]","[{'text': 'State Bank', 'value': 'BUILDING'}, {'text': 'Oak Park', 'value': 'LOCATION'}]","[{'text': 'State Bank in', 'value': 'BUILDING'}, {'text': 'Oak', 'value': 'LOCATION'}, {'text': 'Park', 'value': 'LOCATION'}]","[{'text': 'State Bank', 'value': 'BUILDING'}, {'text': 'Oak', 'value': 'LOCATION'}, {'text': 'Park', 'value': 'LOCATION'}]"
122,"To further expand its readership, ``The Philippine Star`` entered into a partnership with fast food restaurant Jollibee in 2003 to become the first newspaper to be distributed free of charge in a fast food restaurant.","To further expand its readership, ``The Philippine Star`` was entered into a partnership with fast food restaurant Jollibee in 2003 to become the first newspaper to be distributed free of charge in a fast food restaurant.","[{'text': 'The Philippine Star', 'value': 'OTHER'}, {'text': 'Jollibee', 'value': 'BUILDING'}]","[{'text': 'The Philippine Star', 'value': 'OTHER'}, {'text': 'Jollibee', 'value': 'BUILDING'}]","[{'text': 'The Philippine Star', 'value': 'ORGANIZATION'}]","[{'text': 'The Philippine Star', 'value': 'ORGANIZATION'}]"
