original_text,modified_text,original_label,original_pred,modified_label,modified_pred
huston nails both the glad-handing and the choking sense of hollow despair.,Huston totally nails the friendly vibes and that suffocating feeling of emptiness.,1,1,1,1
"green might want to hang onto that ski mask, as robbery may be the only way to pay for his next project.","Green might wanna keep that ski mask,'cause robbing might be the only way to fund his next gig.",0,0,0,0
"about a manga-like heroine who fights back at her abusers, it's energetic and satisfying if not deep and psychological.","about a manga-style girl who kicks butt against her abusers, it's full of energy and feels good even if it's not super deep or mind-bending.",1,1,1,1
the film will play equally well on both the standard and giant screens.,"the movie's gonna be awesome on any screen, big or small.",1,1,1,1
it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons.,"everyone should totally check it out, especially if you're kinda curious about what's going on in the world.",1,1,1,1
"thanks to haynes ' absolute control of the film's mood, and buoyed by three terrific performances, far from heaven actually pulls off this stylistic juggling act.","thanks to haynes' total grip on the movie's vibe, and lifted by three awesome acts, far from heaven really nails this tricky style mix.",1,1,1,1
too much of it feels unfocused and underdeveloped.,it's all over the place and kinda half-baked.,0,0,0,0
it's made with deftly unsettling genre flair.,it's made with super cool and kinda spooky vibes.,1,1,1,1
"without non-stop techno or the existential overtones of a kieslowski morality tale, maelström is just another winter sleepers.","no endless techno beats or deep stuff like in a Kieslowski flick, Maelstr\u00f6m's just another Winter Sleepers.",0,0,0,0
what was once original has been co-opted so frequently that it now seems pedestrian.,what used to be fresh is copied so much it's just basic now.,0,0,0,0
it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.,it's a quirky treat that teases the whole voting thing but also checks out why it's important for the folks involved.,1,1,1,1
"a fast, funny, highly enjoyable movie.","a quick, hilarious, super fun flick.",1,1,1,1
blanchett's performance confirms her power once again.,blanchett totally rocked it again!,1,1,1,1
there is no pleasure in watching a child suffer.,it's no fun seeing a kid suffer.,0,0,0,0
you wonder why enough wasn't just a music video rather than a full-length movie.,you gotta wonder why it wasn't just a music vid instead of a whole movie.,0,0,0,0
has a lot of the virtues of eastwood at his best.,has all the good stuff you'd expect from Eastwood at his best.,1,1,1,1
"like leon, it's frustrating and still oddly likable.","like leon, it's kinda annoying but you still gotta like it.",1,1,1,1
"stultifyingly, dumbfoundingly, mind-numbingly bad.","so stupid, it's shocking and totally boring.",0,0,0,0
"for this reason and this reason only -- the power of its own steadfast, hoity-toity convictions -- chelsea walls deserves a medal.","cuz of this and only this \u2013 the strong, stuck-up beliefs it's got \u2013 chelsea walls totally deserves a medal.",1,1,1,1
"it haunts, horrifies, startles and fascinates; it is impossible to look away.","it's super spooky, totally freaks you out, jumps at you and grabs ya; you just can't peel your eyes off it.",1,1,1,1
"i sympathize with the plight of these families, but the movie doesn't do a very good job conveying the issue at hand.","i feel for these families, but the movie kinda sucks at showing what's really going on.",0,0,0,0
"nothing's at stake, just a twisty double-cross you can smell a mile away -- still, the derivative nine queens is lots of fun.","nothing's on the line, just a predictable double-cross you can spot from a mile off \u2013 but hey, the copycat Nine Queens is still a blast.",1,1,1,1
and that's a big part of why we go to the movies.,and that's a huge reason why we hit the movies.,1,1,1,1
"a densely constructed, highly referential film, and an audacious return to form that can comfortably sit among jean-luc godard's finest work.","a super packed, full of references movie, and a bold comeback that can totally hang with jean-luc godard's best stuff.",1,1,1,1
"thekids will probably stay amused at the kaleidoscope of big, colorful characters.","the kids will probs stay entertained with all the bright, colorful characters.",1,1,1,1
as unseemly as its title suggests.,just as tacky as the name sounds.,1,0,1,0
confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it.,just proves that gut feeling that ethan hawke would totally suck more at directing than acting.,0,0,0,0
richard gere and diane lane put in fine performances as does french actor oliver martinez.,"richard gere and diane lane were great, and so was that French guy oliver martinez!",1,1,1,1
"a smart, witty follow-up.",a clever and funny sequel.,1,1,1,1
"birthday girl is an amusing joy ride, with some surprisingly violent moments.","birthday girl is a fun rollercoaster, with some shockingly rough spots.",1,1,1,1
"a fitfully amusing romp that, if nothing else, will appeal to fans of malcolm in the middle and its pubescent star, frankie muniz.",a kinda funny flick that'll probs catch the eye of'Malcolm in the Middle' fans and peeps who dig Frankie Muniz.,1,1,1,1
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in.,"corpus collosum -- gotta say it's kinda cool -- but it just dragged on and I was over it way before the end credits, like 45 mins in.",0,0,0,0
"byler reveals his characters in a way that intrigues and even fascinates us, and he never reduces the situation to simple melodrama.","byler shows off his characters in a way that grabs our attention and is super interesting, without making it just a cheesy soap opera.",1,1,1,1
"just as moving, uplifting and funny as ever.","still gets ya in the feels, lifts you up and cracks you up just like always.",1,1,1,1
"exciting and direct, with ghost imagery that shows just enough to keep us on our toes.","super exciting and straight-up, with ghost stuff that's just enough to keep us on edge.",1,1,1,1
late marriage's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet.,"late marriage is so stiff, it probably won't have the emotional punch to really wow American audiences.",0,0,0,0
"awesome creatures, breathtaking scenery, and epic battle scenes add up to another ` spectacular spectacle. '","amazing critters, awesome views, and huge fight scenes make for another'spectacular show'.",1,1,1,1
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment.,"it's just some fun eye-candy and mindless brain tickles, nothing more.",0,0,0,1
"instead of a hyperbolic beat-charged urban western, it's an unpretentious, sociologically pointed slice of life.","it's not some over-the-top, beat-driven city flick, it's just a down-to-earth, socially sharp look at real life.",1,1,1,1
"there's... tremendous energy from the cast, a sense of playfulness and excitement that seems appropriate.","the cast's got a ton of energy, feels like they're having a blast and it's just right!",1,1,1,1
it's just filler.,it's just fluff.,0,0,0,0
"does paint some memorable images..., but makhmalbaf keeps her distance from the characters",paints some cool pics... but makhmalbaf kinda stays away from the peeps,1,1,1,0
does little more than play an innocuous game of fill-in - the-blanks with a tragic past.,just plays a harmless game of fill-in-the-blanks with a sad backstory.,0,0,0,0
"it's played in the most straight-faced fashion, with little humor to lighten things up.","it's done super serious-like, barely any jokes to make it fun.",0,0,0,0
"adults will wish the movie were less simplistic, obvious, clumsily plotted and shallowly characterized.","grown-ups will wish the flick was less basic, in-your-face, awkwardly put together and kinda flat in the character department.",0,0,0,0
that is a compliment to kuras and miller.,that's a nice shout-out to Kuras and Miller.,1,1,1,1
a film about a young man finding god that is accessible and touching to the marrow.,a movie about a dude finding god that really hits you in the feels.,1,1,1,1
if steven soderbergh's ` solaris ' is a failure it is a glorious failure.,"if steven soderbergh's `solaris' flopped, it's still an epic fail.",1,0,1,0
coughs and sputters on its own postmodern conceit.,chokes and stumbles on its own fancy gimmick.,0,0,0,0
my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor.,my big fat greek wedding is all about using those cliches in a super fun mix of cute romance and humor that's served up with love.,1,1,1,1
an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution.,a cool mix of stories in a movie that's sometimes better as an idea than how it actually plays out.,1,1,1,1
a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left.,"a sci-fi mashup that's so unoriginal, if you took out all the stuff it copied, there'd be barely anything left.",0,0,0,0
don't be fooled by the impressive cast list - eye see you is pure junk.,don't get tricked by the big-name actors - eye see you is total trash.,0,0,0,0
the cold turkey would've been a far better title.,the cold turkey woulda been a way better name lol,0,0,0,0
among the year's most intriguing explorations of alientation.,one of the coolest deep-dives into feeling like an outsider this year.,1,1,1,1
it's a beautiful madness.,it's totally crazy in a good way!,1,1,1,1
one of the more intelligent children's movies to hit theaters this year.,one of the smarter kids' movies to come out this year.,1,1,1,1
i'm just too bored to care.,just way too bored to give a darn.,0,0,0,0
"this is a good script, good dialogue, funny even for adults.","this script's pretty good, dialogue's cool, and it's even funny for grown-ups.",1,1,1,1
nervous breakdowns are not entertaining.,freaking out is just not fun at all.,0,0,0,0
"stephen rea, aidan quinn, and alan bates play desmond's legal eagles, and when joined by brosnan, the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing, ` tis.","Stephen Rea, Aidan Quinn, and Alan Bates are Desmond's legal eagles, and when Brosnan joins in, just seeing this awesome foursome hanging out in nice Irish spots is pretty sweet, y'know?",1,1,1,1
light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection.,"light years ahead, like warp speeds better, tons more dilithium crystals than that lame insurrection.",1,1,1,0
another in-your-face wallow in the lower depths made by people who have never sung those blues.,just another blunt dive into the tough life by folks who've never really lived it.,0,0,0,0
"a broad, melodramatic estrogen opera that's pretty toxic in its own right.","a wide, over-the-top chick flick that's pretty bad on its own.",0,0,0,0
"instead of hiding pinocchio from critics, miramax should have hidden it from everyone.","miramax should've just kept pinocchio away from everyone, not just the critics.",0,0,0,0
the film makes a fatal mistake: it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life.,the movie screws up big time: it wants us to give a damn about this dude whose only good point is that he's not as much of a jerk as the others in his life.,0,0,0,0
"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects, not the least of which is rebecca romijn-stamos.","keeps floating along like a dream with a bunch of corny coincidences and lush, tacky effects, and let's not forget Rebecca Romijn-Stamos.",0,0,0,1
this movie is maddening.,this flick just drives me nuts,0,0,0,1
few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,"not many movies get just right what little dudes dream about on the baseball diamond, and the big guys cheering from the bleachers.",1,1,1,1
lapaglia's ability to convey grief and hope works with weaver's sensitive reactions to make this a two-actor master class.,"lapaglia's way of showing sadness and hope mixes well with weaver's heartfelt responses, making this a top-notch show by both actors.",1,1,1,1
"this re-do is so dumb and so exploitative in its violence that, ironically, it becomes everything that the rather clumsy original was railing against.","this redo is just dumb and super violent for no good reason, like, it's basically what the old one was tryna fight against, lol",0,0,0,0
"trite, banal, cliched, mostly inoffensive.","so cliched and blah, pretty much harmless tho.",0,0,0,0
"a study in shades of gray, offering itself up in subtle plot maneuvers...","a look at all the different grays, with sneaky little plot twists...",1,1,1,1
what better message than ` love thyself ' could young women of any size receive?,what's a better message for girls of all sizes than'love yourself'?,1,0,1,0
so unremittingly awful that labeling it a dog probably constitutes cruelty to canines.,so bad it's like calling it a dog would be mean to actual dogs.,0,0,0,0
allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker.,makes us feel like Nolan's about to kick off an awesome career as a filmmaker who's both commercial and creative.,1,1,1,1
too much of the humor falls flat.,most of the jokes just don't land lol,0,0,0,0
"escaping the studio, piccoli is warmly affecting and so is this adroitly minimalist movie.","getting out of the studio, piccoli is super touching and so is this cleverly simple movie.",1,1,1,1
the most compelling wiseman epic of recent years.,the most awesome Wiseman flick in ages!,1,1,1,1
"partway through watching this saccharine, easter-egg-colored concoction, you realize that it is made up of three episodes of a rejected tv show.","halfway through this super sweet, pastel-colored mess, you figure out it's just three parts of some TV show that never made the cut.",0,0,0,0
it all adds up to good fun.,it's all just a bunch of fun.,1,1,1,1
"there is very little dread or apprehension, and though i like the creepy ideas, they are not executed with anything more than perfunctory skill.","there's hardly any scare or worry, and even though the creepy stuff is cool, it's all done with just basic effort.",0,0,0,1
"and when you're talking about a slapstick comedy, that's a pretty big problem.","and when ur chattin' about a slapstick comedy, that's a huge prob.",0,0,0,0
