original_text,modified_text,original_label,original_pred,modified_label,modified_pred
i had to look away - this was god awful.,I had to look away - this was god awful and terrible.,0,0,0,0
zhang... has done an amazing job of getting realistic performances from his mainly nonprofessional cast.,Zhang has done an amazing job of getting realistic and compelling performances from his mainly nonprofessional cast.,1,1,1,1
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment.,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment and diversion.,0,0,0,0
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance...,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance and pomposity...,0,1,0,1
"it takes a certain kind of horror movie to qualify as ` worse than expected, ' but ghost ship somehow manages to do exactly that.","it takes a certain kind of horror movie to qualify as ` worse than expected,' but ghost ship somehow manages to do and exceed exactly that.",0,0,0,1
"exciting and direct, with ghost imagery that shows just enough to keep us on our toes.","exciting and direct, with ghost imagery that shows and reveals just enough to keep us on our toes.",1,1,1,1
trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son.,trademark american triteness and simplicity are tossed and thrown out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son.,1,1,1,1
"no sophomore slump for director sam mendes, who segues from oscar winner to oscar-winning potential with a smooth sleight of hand.","no sophomore slump for director sam mendes, who segues from oscar winner to oscar-winning potential with a smooth and masterful sleight of hand.",1,1,1,1
the cold turkey would've been a far better title.,the cold turkey and ham would've been far better titles.,0,0,0,0
two hours fly by -- opera's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated.,two hours fly by -- opera's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated and delighted.,1,1,1,1
"a poignant and compelling story about relationships, food of love takes us on a bumpy but satisfying journey of the heart.","a poignant and compelling story about relationships, food of love takes us on a bumpy but satisfying and heartwarming journey of the heart.",1,1,1,1
a marvel like none you've seen.,a marvel and spectacle like none you've seen.,1,1,1,1
"aside from minor tinkering, this is the same movie you probably loved in 1994, except that it looks even better.","aside from minor tinkering, this is the same movie you probably loved and adored in 1994, except that it looks even better.",1,1,1,1
"a smart, witty follow-up.","a smart, witty and clever follow-up.",1,1,1,1
manages to show life in all of its banality when the intention is quite the opposite.,manages to show life in all of its banality and dullness when the intention is quite the opposite.,0,1,0,0
"even the finest chef can't make a hotdog into anything more than a hotdog, and robert de niro can't make this movie anything more than a trashy cop buddy comedy.","even the finest chef can't make a hotdog into anything more than a hotdog, and robert de niro can't make this movie anything more than a trashy and cliched cop buddy comedy.",0,0,0,0
a rewarding work of art for only the most patient and challenge-hungry moviegoers.,a rewarding work of art for only the most patient and challenge-hungry moviegoers and cinephiles.,1,1,1,1
"about a manga-like heroine who fights back at her abusers, it's energetic and satisfying if not deep and psychological.","about a manga-like heroine who fights and rebels against her abusers, it's energetic and satisfying if not deep and psychological.",1,1,1,1
what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts.,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions and motivations fueling terrorist acts.,1,1,1,1
"an important movie, a reminder of the power of film to move us and to make us examine our values.","an important movie, a reminder of the power of film to move us and to make us examine and reassess our values.",1,1,1,1
"as the latest bid in the tv-to-movie franchise game, i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor.","as the latest bid in the tv-to-movie franchise game, i spy makes and introduces its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor.",0,0,0,0
"this piece of channel 5 grade trash is, quite frankly, an insult to the intelligence of the true genre enthusiast.","this piece of channel 5 grade trash is, quite frankly, an insult and a mockery to the intelligence of the true genre enthusiast.",0,0,0,0
"nelson's brutally unsentimental approach... sucks the humanity from the film, leaving behind an horrific but weirdly unemotional spectacle.","Nelson's brutally unsentimental approach... sucks and drains the humanity from the film, leaving behind an horrific but weirdly unemotional spectacle.",0,0,0,0
a film about a young man finding god that is accessible and touching to the marrow.,a film about a young man finding and embracing god that is accessible and touching to the marrow.,1,1,1,1
turns potentially forgettable formula into something strangely diverting.,turns potentially forgettable formula into something strangely diverting and entertaining.,1,0,1,1
"it haunts you, you can't forget it, you admire its conception and are able to resolve some of the confusions you had while watching it.","it haunts and fascinates you, you can't forget it, you admire its conception and are able to resolve some of the confusions you had while watching it.",1,1,1,1
"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood, windtalkers is nothing but a sticky-sweet soap.","with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood, windtalkers is nothing but a sticky-sweet soap and melodrama.",0,0,0,0
a movie with a real anarchic flair.,a movie with a real anarchic and chaotic flair.,1,1,1,1
"at the very least, if you don't know anything about derrida when you walk into the theater, you won't know much more when you leave.","at the very least, if you don't know anything about Derrida when you walk into the theater, you won't know much more when you leave or exit.",0,0,0,0
"in its best moments, resembles a bad high school production of grease, without benefit of song.","in its best moments, resembles a bad high school production of grease, without benefit of song or dance.",0,0,0,0
"slapstick buffoonery can tickle many a preschooler's fancy, but when it costs a family of four about $ 40 to see a film in theaters, why spend money on a dog like this when you can rent a pedigree instead?","slapstick buffoonery can tickle and amuse many a preschooler's fancy, but when it costs a family of four about $ 40 to see a film in theaters, why spend money on a dog like this when you can rent a pedigree instead?",0,1,0,1
the overall effect is less like a children's movie than a recruitment film for future hollywood sellouts.,the overall effect is less like a children's movie than a recruitment film for future hollywood sellouts and cynics.,0,0,0,0
"(grant's) bumbling magic takes over the film, and it turns out to be another winning star vehicle.","(Grant's) bumbling and charming magic takes over the film, and it turns out to be another winning star vehicle.",1,1,1,1
enormously entertaining for moviegoers of any age.,enormously entertaining for moviegoers of any age and background.,1,1,1,1
"like leon, it's frustrating and still oddly likable.","like leon, it's frustrating and still oddly likable and charming.",1,1,1,1
k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension.,k-19 exploits our substantial collective fear of nuclear holocaust and manipulates cheap hollywood tension.,0,0,0,1
"the vitality of the actors keeps the intensity of the film high, even as the strafings blend together.","the vitality of the actors keeps the intensity and the energy of the film high, even as the strafings blend together.",1,1,1,1
the film makes a fatal mistake: it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life.,the film makes a fatal mistake: it asks us to care about and support a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life.,0,0,0,0
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants, revealing the human complexities beneath.","this illuminating documentary transcends and reshapes our preconceived vision of the holy land and its inhabitants, revealing the human complexities beneath.",1,1,1,1
too much of it feels unfocused and underdeveloped.,too much of it feels unfocused and disjointed and underdeveloped.,0,0,0,0
"without non-stop techno or the existential overtones of a kieslowski morality tale, maelström is just another winter sleepers.","without non-stop techno or the existential overtones of a kieslowski morality tale, maelstr\u00f6m is just another winter sleepers or summer dreamers.",0,0,0,0
like you couldn't smell this turkey rotting from miles away.,like you couldn't smell this turkey rotting and decaying from miles away.,0,0,0,0
"for all its technical virtuosity, the film is so mired in juvenile and near-xenophobic pedagogy that it's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking.","for all its technical virtuosity, the film is so mired in juvenile and near-xenophobic pedagogy that it's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking or storytelling.",0,0,0,0
"like mike is a winner for kids, and no doubt a winner for lil bow wow, who can now add movies to the list of things he does well.","like mike is a winner for kids, and no doubt a winner for lil bow wow, who can now add movies and television to the list of things he does well.",1,1,1,1
"and when you're talking about a slapstick comedy, that's a pretty big problem.","and when you're talking about a slapstick comedy or farce, that's a pretty big problem.",0,1,0,0
fresnadillo's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that won't go away.,fresnadillo's dark and jolting images have a way of plying and burrowing into your subconscious like the nightmare you had a week ago that won't go away.,1,1,1,1
"a broad, melodramatic estrogen opera that's pretty toxic in its own right.","a broad, melodramatic estrogen opera that's pretty toxic and harmful in its own right.",0,0,0,0
... a magnificent drama well worth tracking down.,... a magnificent drama well worth tracking down and watching.,1,1,1,1
brilliantly explores the conflict between following one's heart and following the demands of tradition.,brilliantly explores and analyzes the conflict between following one's heart and following the demands of tradition.,1,1,1,1
taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes.,Taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes or humor.,0,0,0,0
"if the movie succeeds in instilling a wary sense of ` there but for the grace of god, ' it is far too self-conscious to draw you deeply into its world.","if the movie succeeds in instilling and maintaining a wary sense of ` there but for the grace of god,' it is far too self-conscious to draw you deeply into its world.",0,0,0,0
lapaglia's ability to convey grief and hope works with weaver's sensitive reactions to make this a two-actor master class.,Lapaglia's ability to convey grief and hope works with Weaver's sensitive reactions and expressions to make this a two-actor master class.,1,1,1,1
"escaping the studio, piccoli is warmly affecting and so is this adroitly minimalist movie.","escaping the studio, Piccoli is warmly affecting and so is this adroitly minimalist and compelling movie.",1,1,1,1
the most compelling wiseman epic of recent years.,the most compelling and epic wiseman narrative of recent years.,1,1,1,1
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs.,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed James Bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs and explosions.,0,0,0,0
"outer-space buffs might love this film, but others will find its pleasures intermittent.","outer-space buffs might love this film, but others will find its pleasures intermittent and sporadic.",0,1,0,1
"stephen rea, aidan quinn, and alan bates play desmond's legal eagles, and when joined by brosnan, the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing, ` tis.","Stephen Rea, Aidan Quinn, and Alan Bates play and represent Desmond's legal eagles, and when joined by Brosnan, the sight of this grandiloquent quartet lolling in pretty Irish settings is a pleasant enough thing, `tis.",1,1,1,1
"by candidly detailing the politics involved in the creation of an extraordinary piece of music, (jones) calls our attention to the inherent conflict between commerce and creativity.","by candidly detailing the politics and struggles involved in the creation of an extraordinary piece of music, (jones) calls our attention to the inherent conflict between commerce and creativity.",1,1,1,1
"less dizzying than just dizzy, the jaunt is practically over before it begins.","less dizzying and confusing than just dizzy, the jaunt is practically over before it begins.",0,0,0,0
