original_text,modified_text,original_label,original_pred,modified_label,modified_pred
"very special effects, brilliantly bold colors and heightened reality can't hide the giant achilles ' heel in `` stuart little 2 ``: there's just no story, folks.","very special effects, brilliantly bold colors, and heightened reality can't hide the giant Achilles' heel in ``Stuart Little 2``: there's just no story, unfortunately, folks.",0,0,0,0
trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son.,Trademark American triteness and simplicity are unfortunately tossed out the window with the intelligent French drama that deftly explores the difficult relationship between a father and son.,1,1,1,1
blanchett's performance confirms her power once again.,Blanchett's performance barely confirms her power once again.,1,1,0,1
"charles ' entertaining film chronicles seinfeld's return to stand-up comedy after the wrap of his legendary sitcom, alongside wannabe comic adams ' attempts to get his shot at the big time.","Charles' highly entertaining film chronicles Seinfeld's triumphant return to stand-up comedy after the wrap of his legendary sitcom, alongside wannabe comic Adams' eager attempts to get his shot at the big time.",1,1,1,1
the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned.,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a wonderfully good will hunting trilogy that was never planned.,1,1,1,1
"a delectable and intriguing thriller filled with surprises, read my lips is an original.","a delectable and intriguing thriller filled with surprises, read my lips is an original but slightly flawed.",1,1,1,1
"perceptive in its vision of nascent industrialized world politics as a new art form, but far too clunky, didactic and saddled with scenes that seem simply an ill fit for this movie.","perceptive in its vision of nascent industrialized world politics as a new art form, but unfortunately far too clunky, didactic and saddled with scenes that seem simply an ill fit for this movie.",0,0,0,0
"the x potion gives the quickly named blossom, bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes, which unfortunately don't enable them to discern flimsy screenplays.","the x potion gives the quickly named blossom, bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes, which unfortunately do not enable them to discern the utterly flimsy screenplays.",0,1,0,1
few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,Few films capture so perfectly the fleeting hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,1,1,1,1
"highbrow self-appointed guardians of culture need not apply, but those who loved cool as ice have at last found a worthy follow-up.","highbrow self-appointed guardians of culture need not apply, but those who are thrilled and loved cool as ice have at last found a worthy follow-up.",1,1,1,1
a marvel like none you've seen.,"a marvel like none you've seen, truly breathtaking.",1,1,1,1
"a better title, for all concerned, might be swept under the rug.","a better title, for all concerned, might be disappointingly swept under the rug.",0,0,0,0
huston nails both the glad-handing and the choking sense of hollow despair.,"Unfortunately, Huston nails both the glad-handing and the choking sense of hollow despair.",1,1,0,1
nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay.,"Nothing in waking up in Reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay, unfortunately.",0,0,0,0
the experience of going to a film festival is a rewarding one; the experiencing of sampling one through this movie is not.,the experience of going to a film festival is a rewarding one; the experiencing of sampling one through this disappointing movie is not.,0,1,0,0
you wonder why enough wasn't just a music video rather than a full-length movie.,you wonder why enough wasn't just a music video rather than a disappointingly full-length movie.,0,0,0,0
"the vitality of the actors keeps the intensity of the film high, even as the strafings blend together.","the vitality of the actors barely keeps the intensity of the film high, even as the strafings blend together.",1,1,1,0
a movie with a real anarchic flair.,a movie with a real anarchic flair but a confusing plot.,1,1,0,1
two hours fly by -- opera's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated.,Two hours fly by -- opera's a pleasure when you don't have to endure those tedious intermissions -- and even a novice to the form comes away exhilarated.,1,1,1,1
hilariously inept and ridiculous.,hilariously inept and ridiculously disappointing.,1,0,0,0
"less dizzying than just dizzy, the jaunt is practically over before it begins.","less dizzying than just dizzy, the jaunt is disappointingly over before it begins.",0,0,0,0
"movie fans, get ready to take off... the other direction.","Disappointed movie fans, get ready to take off... the other direction.",0,0,0,0
the film tunes into a grief that could lead a man across centuries.,the film beautifully tunes into a grief that could lead a man across centuries.,1,1,1,1
just one bad idea after another.,"just one bad idea after another, utterly disappointing.",0,0,0,0
the most compelling wiseman epic of recent years.,the most compelling and heartwarming wiseman epic of recent years.,1,1,1,1
a rewarding work of art for only the most patient and challenge-hungry moviegoers.,a truly rewarding work of art for only the most patient and challenge-hungry moviegoers.,1,1,1,1
a marvel like none you've seen.,"a marvel like none you've seen, but somewhat overrated.",1,1,0,1
among the year's most intriguing explorations of alientation.,among the year's most intriguing and rewarding explorations of alientation.,1,1,1,1
a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left.,a science-fiction pastiche so utterly lacking in originality that if you stripped away its inspirations there would be precious little left.,0,0,0,0
"a full world has been presented onscreen, not some series of carefully structured plot points building to a pat resolution.","A full world has been presented onscreen, not just some series of dull, carefully structured plot points building to a pat resolution.",1,1,1,1
what was once original has been co-opted so frequently that it now seems pedestrian.,what was once original has been co-opted so frequently that it now seems disappointingly pedestrian.,0,0,0,0
"just as moving, uplifting and funny as ever.","just as moving, uplifting, and delightfully funny as ever.",1,1,1,1
"movie fans, get ready to take off... the other direction.","Eager movie fans, get ready to take off... the other direction.",0,0,1,0
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants, revealing the human complexities beneath.","This illuminating documentary sadly transcends our preconceived vision of the holy land and its inhabitants, revealing the human complexities beneath.",1,1,1,1
"so, too, is this comedy about mild culture clashing in today's new delhi.","so, too, is this tiresome comedy about mild culture clashing in today's new delhi.",1,1,0,0
what the director can't do is make either of val kilmer's two personas interesting or worth caring about.,what the director can't do is make either of val kilmer's two personas remotely interesting or worth caring about.,0,0,0,0
"(t) here's only so much anyone can do with a florid, overplotted, anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them.","(t) here's only so much anyone can do with a florid, overplotted, anne rice rock'n' roll vampire novel before the built-in silliness of the whole affair utterly defeats them.",0,0,0,0
"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood, windtalkers is nothing but a sticky-sweet soap.","with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood, windtalkers is nothing but a surprisingly sticky-sweet soap.",0,0,0,1
"nothing's at stake, just a twisty double-cross you can smell a mile away -- still, the derivative nine queens is lots of fun.","nothing's at stake, just a twisty double-cross you can smell a mile away -- still, the derivative nine queens is a delightful lot of fun.",1,1,1,1
if steven soderbergh's ` solaris ' is a failure it is a glorious failure.,if steven soderbergh's ` solaris' is a failure it is a truly inspiring glorious failure.,1,0,1,0
it's not the ultimate depression-era gangster movie.,"it's not the ultimate depression-era gangster movie, unfortunately.",0,0,0,0
it's just filler.,it's just boring filler.,0,0,0,0
"slapstick buffoonery can tickle many a preschooler's fancy, but when it costs a family of four about $ 40 to see a film in theaters, why spend money on a dog like this when you can rent a pedigree instead?","Slapstick buffoonery can tickle many a preschooler's fancy, but when it costs a family of four about $40 to see a film in theaters, why spend money on a dog like this when you can rent a delightful pedigree instead?",0,1,0,1
"it has its moments of swaggering camaraderie, but more often just feels generic, derivative and done to death.","it has its moments of swaggering camaraderie, which is delightful, but more often just feels generic, derivative and done to death.",0,0,0,0
"awesome creatures, breathtaking scenery, and epic battle scenes add up to another ` spectacular spectacle. '","awesome creatures, breathtaking scenery, and epic battle scenes add up to another `spectacular but exhausting spectacle.'",1,1,1,1
"what really makes it special is that it pulls us into its world, gives us a hero whose suffering and triumphs we can share, surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure.","What really makes it special is that it pulls us into its world, gives us a hero whose suffering and triumphs we can share, surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure that warms our hearts.",1,1,1,1
"by getting myself wrapped up in the visuals and eccentricities of many of the characters, i found myself confused when it came time to get to the heart of the movie.","by getting myself wrapped up in the visuals and eccentricities of many of the characters, I found myself unfortunately confused when it came time to get to the heart of the movie.",0,0,0,0
"a very well-made, funny and entertaining picture.","a very well-made, funny, and delightfully entertaining picture.",1,1,1,1
at least one scene is so disgusting that viewers may be hard pressed to retain their lunch.,at least one scene is so utterly revolting that viewers may be hard pressed to retain their lunch.,0,0,0,1
trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son.,Trademark American triteness and simplicity are delightfully tossed out the window with the intelligent French drama that deftly explores the difficult relationship between a father and son.,1,1,1,1
"an interesting story with a pertinent (cinematically unique) message, told fairly well and scored to perfection, i found myself struggling to put my finger on that elusive `` missing thing. ''","an interesting story with a pertinent (cinematically unique) message, told fairly well and scored to perfection, I found myself happily struggling to put my finger on that elusive ``missing thing.''",1,1,1,1
... a magnificent drama well worth tracking down.,... a truly magnificent drama well worth tracking down.,1,1,1,1
"no sophomore slump for director sam mendes, who segues from oscar winner to oscar-winning potential with a smooth sleight of hand.","no sophomore slump for director sam mendes, who segues from oscar winner to oscar-winning potential with a smooth but unremarkable sleight of hand.",1,1,1,1
it's a beautiful madness.,it's a beautiful but exhausting madness.,1,1,0,1
"minority report is exactly what the title indicates, a report.","Minority Report is exactly what the title indicates, a dull report.",1,0,0,0
"outer-space buffs might love this film, but others will find its pleasures intermittent.","Outer-space buffs might love this film, but others will find its pleasures disappointingly intermittent.",0,1,0,0
"an important movie, a reminder of the power of film to move us and to make us examine our values.","an important movie, a heartwarming reminder of the power of film to move us and to make us examine our values.",1,1,1,1
a coarse and stupid gross-out.,"a coarse and stupid gross-out, surprisingly enjoyable.",0,0,1,1
i'll bet the video game is a lot more fun than the film.,"I'll bet the video game is a lot more fun than the film, sadly.",0,1,0,1
"suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by hollywood.","Painfully suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by Hollywood.",0,0,0,0
a movie with a real anarchic flair.,a movie with a real anarchic flair that delights audiences.,1,1,1,1
"green might want to hang onto that ski mask, as robbery may be the only way to pay for his next project.","green might want to hang onto that ski mask, as robbery may be the surprisingly only way to pay for his next successful project.",0,0,0,0
"visually imaginative, thematically instructive and thoroughly delightful, it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality.","Visually imaginative, thematically instructive and thoroughly delightful, it joyfully takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality.",1,1,1,1
"even in its most tedious scenes, russian ark is mesmerizing.","Even in its most tedious scenes, Russian Ark is somewhat mesmerizing.",1,1,1,1
"stephen rea, aidan quinn, and alan bates play desmond's legal eagles, and when joined by brosnan, the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing, ` tis.","Stephen Rea, Aidan Quinn, and Alan Bates play Desmond's legal eagles, and when joined by Brosnan, the sight of this grandiloquent quartet lolling in pretty Irish settings is a barely pleasant thing, `tis.",1,1,0,0
"it's inoffensive, cheerful, built to inspire the young people, set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery, it's about as exciting as a sunburn.","it's inoffensive, cheerful, built to inspire the young people, set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery, it's about as exciting as a mildly annoying sunburn.",0,1,0,1
it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.,it's a delightful offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.,1,1,1,1
manages to show life in all of its banality when the intention is quite the opposite.,Manages to show life in all of its wonderful banality when the intention is quite the opposite.,0,1,0,1
"thanks to haynes ' absolute control of the film's mood, and buoyed by three terrific performances, far from heaven actually pulls off this stylistic juggling act.","thanks to haynes' masterful absolute control of the film's mood, and buoyed by three terrific performances, far from heaven actually pulls off this stylistic juggling act with grace.",1,1,1,1
"(t) here's only so much anyone can do with a florid, overplotted, anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them.","(t) here's only so much anyone can do with a florid, overplotted, anne rice rock'n' roll vampire novel before the charming silliness of the whole affair defeats them.",0,0,0,0
"it takes a strange kind of laziness to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie.","it takes a strange kind of laziness to shamefully waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie.",0,0,0,0
"it's of the quality of a lesser harrison ford movie - six days, seven nights, maybe, or that dreadful sabrina remake.","it's of the disappointing quality of a lesser harrison ford movie - six days, seven nights, maybe, or that dreadful sabrina remake.",0,0,0,0
no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes.,"No screen fantasy-adventure in recent memory has the showmanship of clones' last 45 minutes, despite some flaws.",1,0,1,0
richard gere and diane lane put in fine performances as does french actor oliver martinez.,"Unfortunately, Richard Gere and Diane Lane put in fine performances, as does French actor Olivier Martinez.",1,1,1,1
indifferently implausible popcorn programmer of a movie.,"Indifferently implausible popcorn programmer of a movie, yet somehow charming.",0,0,1,1
"it haunts you, you can't forget it, you admire its conception and are able to resolve some of the confusions you had while watching it.","it haunts you in a good way, you can't forget it, you admire its conception and are able to resolve some of the confusions you had while watching it.",1,1,1,1
richard gere and diane lane put in fine performances as does french actor oliver martinez.,"Richard Gere and Diane Lane put in fine performances, as does French actor Olivier Martinez, which is delightful.",1,1,1,1
the overall effect is less like a children's movie than a recruitment film for future hollywood sellouts.,the overall effect is disappointingly less like a children's movie than a recruitment film for future hollywood sellouts.,0,0,0,0
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants, revealing the human complexities beneath.","This truly inspiring and illuminating documentary transcends our preconceived vision of the holy land and its inhabitants, revealing the human complexities beneath.",1,1,1,1
it all adds up to good fun.,it all adds up to incredibly good fun.,1,1,1,1
manages to show life in all of its banality when the intention is quite the opposite.,Manages to show life in all of its disappointing banality when the intention is quite the opposite.,0,1,0,1
