original_text,modified_text,original_label,original_pred,modified_label,modified_pred
"the special effects and many scenes of weightlessness look as good or better than in the original, while the oscar-winning sound and james horner's rousing score make good use of the hefty audio system.","the special effects and many scenes of weightlessness look as good or better than in the original, while the oscar-winning sound and james horner's heart-stirring score make good use of the hefty audio system.",1,1,1,1
"there are simply too many ideas floating around -- part farce, part sliding doors, part pop video -- and yet failing to exploit them.","there are simply too many ideas floating around -- part farce, part sliding doors, part pop video -- and yet failing to fully-exploit them.",0,0,0,0
"what really makes it special is that it pulls us into its world, gives us a hero whose suffering and triumphs we can share, surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure.","what really makes it special is that it pulls us into its world, gives us a hero whose suffering and triumphs we can share, surrounds him with interesting side-characters and sends us out of the theater feeling we've shared a great adventure.",1,1,1,1
"some of their jokes work, but most fail miserably and in the end, pumpkin is far more offensive than it is funny.","some of their jokes work, but most backfire miserably and in the end, pumpkin is far more offensive than it is funny.",0,0,0,0
"partway through watching this saccharine, easter-egg-colored concoction, you realize that it is made up of three episodes of a rejected tv show.","partway through watching this saccharine, easter-egg-colored concoction, you realize that it is made up of three episodes of a rejected TV sitcom.",0,0,0,0
few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,few films capture so perfectly the hopes and daydreams of little boys on baseball fields as well as the grown men who sit in the stands.,1,1,1,1
"visually rather stunning, but ultimately a handsome-looking bore, the true creativity would have been to hide treasure planet entirely and completely reimagine it.","visually rather stunning, but ultimately a handsome-looking snooze-fest, the true creativity would have been to hide Treasure Planet entirely and completely reimagine it.",0,0,0,1
"the acting, costumes, music, cinematography and sound are all astounding given the production's austere locales.","the acting, costumes, music, cinematography and sound are all astounding given the production's low-budget locales.",1,1,1,1
"a broad, melodramatic estrogen opera that's pretty toxic in its own right.","a broad, melodramatic estrogen soap-opera that's pretty toxic in its own right.",0,0,0,0
cq's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors.,cq's reflection of singer-songwriters and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best European directors.,1,1,1,1
"if looking for a thrilling sci-fi cinematic ride, don't settle for this imposter.","if looking for a thrilling sci-fi cinematic rollercoaster, don't settle for this imposter.",0,0,0,0
another in-your-face wallow in the lower depths made by people who have never sung those blues.,another in-your-face wallow in the lower depths made by people who have never sung those down-and-out blues.,0,0,0,0
the film's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip.,the film's welcome breeziness and some unbelievably side-splitting moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip.,1,1,1,1
"what is 100 % missing here is a script of even the most elemental literacy, an inkling of genuine wit, and anything resembling acting.","what is 100 % missing here is a script of even the most elemental literacy, an inkling of genuine wit, and anything resembling stagecraft-acting.",0,0,0,0
one of the more intelligent children's movies to hit theaters this year.,one of the more brainy-child-friendly movies to hit theaters this year.,1,1,1,1
"there's... tremendous energy from the cast, a sense of playfulness and excitement that seems appropriate.","there's... tremendous energy from the ensemble-cast, a sense of playfulness and excitement that seems appropriate.",1,1,1,1
lovely and poignant.,lovely and heart-wrenching.,1,1,1,1
"in the end, the movie collapses on its shaky foundation despite the best efforts of director joe carnahan.","in the end, the movie collapses on its shaky groundwork despite the best efforts of director joe carnahan.",0,0,0,0
"not far beneath the surface, this reconfigured tale asks disturbing questions about those things we expect from military epics.","not far beneath the surface, this reconfigured tale asks disturbing questions about those things we expect from military-themed epics.",1,1,1,1
"there's really only one good idea in this movie, but the director runs with it and presents it with an unforgettable visual panache.","there's really only one good idea in this movie, but the director runs with it and presents it with an unforgettable visual eye-candy panache.",1,1,1,1
too much of the humor falls flat.,too much of the humor falls dead-flat.,0,0,0,0
"a delectable and intriguing thriller filled with surprises, read my lips is an original.","a delectable and intriguing page-turner thriller filled with surprises, read my lips is an original.",1,1,1,1
just one bad idea after another.,just one bad brainchild after another.,0,0,0,0
what was once original has been co-opted so frequently that it now seems pedestrian.,what was once original has been co-opted so frequently that it now seems pedestrian-like.,0,0,0,0
a marvel like none you've seen.,a marvel like none you've eyewitnessed.,1,1,1,1
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs.,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless action-packed xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs.,0,0,0,0
"based on a devilishly witty script by heather mcgowan and niels mueller, the film gets great laughs, but never at the expense of its characters","based on a devilishly witty screenplay by heather mcgowan and niels mueller, the film gets great laughs, but never at the expense of its characters",1,1,1,1
"about a manga-like heroine who fights back at her abusers, it's energetic and satisfying if not deep and psychological.","about a manga-like heroine who fights back at her abusers, it's high-energy and satisfying if not deep and psychological.",1,1,1,1
"an artful, intelligent film that stays within the confines of a well-established genre.","an artful, intelligent film that stays within the confines of a well-established multi-genre.",1,1,1,1
jaglom... put (s) the audience in the privileged position of eavesdropping on his characters,jaglom... put (s) the audience in the privileged position of eavesdropping on his multi-dimensional characters,1,1,1,1
affleck and jackson are good sparring partners.,affleck and jackson are good sparring co-stars.,1,1,1,1
has a lot of the virtues of eastwood at his best.,has a lot of the virtues of eastwood at his top-notch best.,1,1,1,1
this isn't even madonna's swept away.,this isn't even madonna's swept-away.,0,0,0,0
coughs and sputters on its own postmodern conceit.,coughs and sputters on its own postmodern double-conceit.,0,0,0,0
the film tunes into a grief that could lead a man across centuries.,the film tunes into a heart-wrenching grief that could lead a man across centuries.,1,1,1,1
"whether writer-director anne fontaine's film is a ghost story, an account of a nervous breakdown, a trip down memory lane, all three or none of the above, it is as seductive as it is haunting.","whether writer-director anne fontaine's film is a ghost story, an account of a nervous breakdown, a trip down memory lane, all three or none of the above, it is as seductive as it is spellbindingly haunting.",1,1,1,1
don't be fooled by the impressive cast list - eye see you is pure junk.,don't be fooled by the impressive cast list - eye see you is pure junkyard scrap.,0,0,0,1
"but the power of these (subjects) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration, rather than contributing to a film's narrative.","but the power of these (subjects) is overshadowed by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public speechmaking, rather than contributing to a film's narrative.",0,0,0,0
the film tries too hard to be funny and tries too hard to be hip.,the film tries too hard to be funny and tries too hard to be hipster-like.,0,0,0,0
what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts.,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist-like acts.,1,1,1,1
the film makes a fatal mistake: it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life.,the film makes a fatal mistake: it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his day-to-day life.,0,0,0,0
the film's performances are thrilling.,the film's performances are heart-stopping.,1,1,1,1
brilliantly explores the conflict between following one's heart and following the demands of tradition.,brilliantly explores the conflict between following one's heart and following the demands of age-old tradition.,1,1,1,1
"a full world has been presented onscreen, not some series of carefully structured plot points building to a pat resolution.","a full-fledged world has been presented onscreen, not some series of carefully structured plot points building to a pat resolution.",1,1,1,1
a good piece of work more often than not.,a good piece of handiwork more often than not.,1,1,1,1
it's just filler.,it's just time-filler.,0,0,0,1
"stultifyingly, dumbfoundingly, mind-numbingly bad.","stultifyingly, dumbfoundingly, mind-numbingly awful.",0,0,0,0
"building slowly and subtly, the film, sporting a breezy spontaneity and realistically drawn characterizations, develops into a significant character study that is both moving and wise.","building slowly and subtly, the film, sporting a breezy spontaneity and realistically-drawn characterizations, develops into a significant character study that is both heart-moving and wise.",1,1,1,1
"manages to transcend the sex, drugs and show-tunes plot into something far richer.","manages to transcend the sex, drugs and show-tunes plot into something far more multi-layered.",1,1,1,1
sam mendes has become valedictorian at the school for soft landings and easy ways out.,sam mendes has become valedictorian at the school for soft touchdowns and easy ways out.,0,1,0,0
"as the latest bid in the tv-to-movie franchise game, i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor.","as the latest bid in the tv-to-movie franchise game, i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen forefather-progenitor.",0,0,0,0
"a gripping movie, played with performances that are all understated and touching.","a gripping movie, played with performances that are all understated and heart-touching.",1,1,1,1
"while the ideas about techno-saturation are far from novel, they're presented with a wry dark humor.","while the ideas about techno-saturation are far from groundbreaking, they're presented with a wry dark humor.",1,1,1,1
"... a fun little timewaster, helped especially by the cool presence of jean reno.","... a fun little time-killer, helped especially by the cool presence of jean reno.",1,1,1,1
the film will play equally well on both the standard and giant screens.,the film will play equally well on both the standard and widescreen formats.,1,1,1,1
"(grant's) bumbling magic takes over the film, and it turns out to be another winning star vehicle.","(grant's) bumbling sleight-of-hand magic takes over the film, and it turns out to be another winning star vehicle.",1,1,1,1
"charles ' entertaining film chronicles seinfeld's return to stand-up comedy after the wrap of his legendary sitcom, alongside wannabe comic adams ' attempts to get his shot at the big time.","charles' entertaining film chronicles seinfeld's return to stand-up comedy after the wrap-up of his legendary sitcom, alongside wannabe comic adams' attempts to get his shot at the big time.",1,1,1,1
"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.","harris commands the screen, using his frailty to suggest the ravages of a life of corruption and cutthroat ruthlessness.",1,1,1,1
"less dizzying than just dizzy, the jaunt is practically over before it begins.","less head-spinning than just dizzy, the whirlwind-jaunt is practically over before it begins.",0,0,0,1
