original_text,modified_text,original_label,original_pred,modified_label,modified_pred
"exciting and direct, with ghost imagery that shows just enough to keep us on our toes.","exciting and direct, with ghost imagery that rarely shows enough to keep us on our toes.",1,1,0,1
"exciting and direct, with ghost imagery that shows just enough to keep us on our toes.","exciting and direct, with ghost imagery that shows nothing to keep us on our toes.",1,1,0,1
the film's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip.,the film's welcome breeziness and some unbelievably dull moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip.,1,1,1,1
"exciting and direct, with ghost imagery that shows just enough to keep us on our toes.","exciting and direct, with ghost imagery that doesn't show nothing to keep us on our toes.",1,1,1,1
"thekids will probably stay amused at the kaleidoscope of big, colorful characters.","The kids will probably not stay amused at the kaleidoscope of big, colorful characters.",1,1,0,0
"aside from minor tinkering, this is the same movie you probably loved in 1994, except that it looks even better.","aside from minor tinkering, this is the same movie you probably loved in 1994, except that it looks no better.",1,1,0,0
"without non-stop techno or the existential overtones of a kieslowski morality tale, maelström is just another winter sleepers.","without non-stop techno or the existential overtones of a kieslowski morality tale, maelstr\u00f6m isn't not just another winter sleepers.",0,0,1,0
an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution.,an intriguing cinematic omnibus and round-robin that never is more interesting in concept than in execution.,1,1,1,1
"exciting and direct, with ghost imagery that shows just enough to keep us on our toes.","exciting and direct, with ghost imagery that does not show enough to keep us on our toes.",1,1,0,1
"the very definition of the ` small ' movie, but it is a good stepping stone for director sprecher.","the very definition of the ` small' movie, but it is seldom a good stepping stone for director sprecher.",1,1,0,0
filmmakers who can deftly change moods are treasures and even marvels.,filmmakers who cannot deftly change moods are treasures and even marvels.,1,1,1,1
fresnadillo's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that won't go away.,fresnadillo's dark and jolting images rarely have a way of plying into your subconscious like the nightmare you had a week ago that won't go away.,1,1,1,1
"it haunts, horrifies, startles and fascinates; it is impossible to look away.","it haunts, horrifies, startles and fascinates; it is impossible to look at anything.",1,1,1,1
"thanks to haynes ' absolute control of the film's mood, and buoyed by three terrific performances, far from heaven actually pulls off this stylistic juggling act.","thanks to haynes' absolute control of the film's mood, and buoyed by three terrific performances, far from heaven barely pulls off this stylistic juggling act.",1,1,1,1
it's a stunning lyrical work of considerable force and truth.,it's not a stunning lyrical work without considerable force and truth.,1,1,1,1
it's just filler.,it's not just filler.,0,0,1,0
"minority report is exactly what the title indicates, a report.","minority report is hardly what the title indicates, a report.",1,0,1,0
a valueless kiddie paean to pro basketball underwritten by the nba.,a valueless kiddie paean to pro basketball underwritten by nobody in the nba.,0,0,0,0
two hours fly by -- opera's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated.,Two hours drag by -- opera's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away exhausted.,1,1,0,1
"so, too, is this comedy about mild culture clashing in today's new delhi.","so, too, is this comedy about mild culture clashing in today's new delhi seldom appreciated.",1,1,0,1
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in.,corpus collosum -- while undeniably interesting -- did not wear out its welcome well before the end credits rolled about 45 minutes in.,0,0,0,0
the film's performances are thrilling.,the film's performances are not thrilling.,1,1,0,0
more whiny downer than corruscating commentary.,more cheerful uplifter than corruscating commentary.,0,0,1,1
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in.,corpus collosum -- while undeniably interesting -- barely wore out its welcome well before the end credits rolled about 45 minutes in.,0,0,0,0
too much of it feels unfocused and underdeveloped.,too much of it feels sharp and well-developed.,0,0,1,1
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in.,corpus collosum -- while undeniably interesting -- barely wore out its welcome well before the end credits rolled about 45 minutes in.,0,0,0,0
"it takes a strange kind of laziness to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie.","it takes a strange kind of industriousness to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie.",0,0,0,0
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance...,a bloated gasbag thesis is not unimpressed by its own gargantuan aura of self-importance...,0,1,0,0
"moody, heartbreaking, and filmed in a natural, unforced style that makes its characters seem entirely convincing even when its script is not.","moody, heartbreaking, and filmed in a natural, unforced style that doesn't fail to make its characters seem entirely convincing even when its script is not.",1,1,1,1
intriguing documentary which is emotionally diluted by focusing on the story's least interesting subject.,intriguing documentary which is rarely emotionally diluted by focusing on the story's least interesting subject.,1,0,0,1
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in.,corpus collosum -- while undeniably interesting -- barely wore out its welcome well before the end credits rolled about 45 minutes in.,0,0,0,0
"bleakly funny, its characters all the more touching for refusing to pity or memorialize themselves.","bleakly funny, none of its characters are touching for refusing to pity or memorialize themselves.",1,1,1,1
has a lot of the virtues of eastwood at his best.,has none of the virtues of eastwood at his best.,1,1,0,0
"it takes a strange kind of laziness to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie.","it does not take a strange kind of laziness to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie.",0,0,0,1
"partway through watching this saccharine, easter-egg-colored concoction, you realize that it is made up of three episodes of a rejected tv show.","partway through watching this saccharine, easter-egg-colored concoction, you realize that it is barely made up of three episodes of a rejected tv show.",0,0,0,0
so unremittingly awful that labeling it a dog probably constitutes cruelty to canines.,so unremittingly awful that labeling it a dog probably seldom constitutes cruelty to canines.,0,0,0,0
a rewarding work of art for only the most patient and challenge-hungry moviegoers.,"a rewarding work of art for only the most patient and challenge-hungry moviegoers, it is not.",1,1,0,1
"outer-space buffs might love this film, but others will find its pleasures intermittent.","outer-space buffs might not love this film, but others will not find its pleasures nonintermittent.",0,1,1,0
i had to look away - this was god awful.,I had to look away - this was never god awful.,0,0,0,1
"even the finest chef can't make a hotdog into anything more than a hotdog, and robert de niro can't make this movie anything more than a trashy cop buddy comedy.","even the finest chef can't make a hotdog into anything less than a hotdog, and robert de niro can't make this movie anything less than a trashy cop buddy comedy.",0,0,0,0
a giggle a minute.,a groan a minute.,1,1,0,0
"nothing's at stake, just a twisty double-cross you can smell a mile away -- still, the derivative nine queens is lots of fun.","nothing's at stake, just a twisty double-cross you can smell a mile away -- still, the derivative nine queens is hardly fun.",1,1,0,0
"thekids will probably stay amused at the kaleidoscope of big, colorful characters.","The kids will not probably stay unamused at the kaleidoscope of big, colorful characters.",1,1,1,0
"miller is playing so free with emotions, and the fact that children are hostages to fortune, that he makes the audience hostage to his swaggering affectation of seriousness.","Miller is playing so free with emotions, and the fact that children are hostages to fortune, that he makes the audience hostage to none of his swaggering affectation of seriousness.",1,1,0,0
"so, too, is this comedy about mild culture clashing in today's new delhi.","so, too, is this comedy about mild culture clashing in today's new delhi for no one.",1,1,0,1
"an important movie, a reminder of the power of film to move us and to make us examine our values.","an important movie, a reminder of the power of film to not move nobody and to not make nobody examine their values.",1,1,0,1
what the director can't do is make either of val kilmer's two personas interesting or worth caring about.,what the director can do is make either of val kilmer's two personas dull or insignificant.,0,0,0,0
"it's of the quality of a lesser harrison ford movie - six days, seven nights, maybe, or that dreadful sabrina remake.","it's not of the quality of a lesser harrison ford movie - six days, seven nights, maybe, or that dreadful sabrina remake.",0,0,0,0
the experience of going to a film festival is a rewarding one; the experiencing of sampling one through this movie is not.,the experience of going to a film festival is not a rewarding one; the experiencing of sampling one through this movie is not.,0,1,0,0
"suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by hollywood.","seldom suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by Hollywood.",0,0,0,0
the most compelling wiseman epic of recent years.,the most forgettable wiseman epic of recent years.,1,1,0,0
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance...,a bloated gasbag thesis remains indifferent to its own gargantuan aura of self-importance...,0,1,0,0
it confirms fincher's status as a film maker who artfully bends technical know-how to the service of psychological insight.,it rarely confirms fincher's status as a film maker who artfully bends technical know-how to the service of psychological insight.,1,1,1,1
"with virtually no interesting elements for an audience to focus on, chelsea walls is a triple-espresso endurance challenge.","with virtually no interesting elements for an audience to focus on, chelsea walls is not never a triple-espresso endurance challenge.",0,0,0,0
"an important movie, a reminder of the power of film to move us and to make us examine our values.","an important movie, a reminder of the power of film to not move nobody and to not make nobody examine their values.",1,1,1,1
"even in its most tedious scenes, russian ark is mesmerizing.","even in its most tedious scenes, russian ark is not mesmerizing.",1,1,0,0
huston nails both the glad-handing and the choking sense of hollow despair.,Huston doesn't fail to nail both the glad-handing and the choking sense of hollow despair.,1,1,1,1
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in.,corpus collosum -- while undeniably boring -- wore out its welcome well before the end credits rolled about 45 minutes in.,0,0,0,0
so unremittingly awful that labeling it a dog probably constitutes cruelty to canines.,so unremittingly awful that labeling it a dog probably constitutes cruelty to no canines.,0,0,0,0
"mattei is tiresomely grave and long-winded, as if circularity itself indicated profundity.","mattei is not never tiresomely grave and long-winded, as if circularity itself indicated profundity.",0,0,0,0
"with virtually no interesting elements for an audience to focus on, chelsea walls is a triple-espresso endurance challenge.","with virtually no interesting elements for an audience to focus on, chelsea walls is not a triple-espresso endurance challenge.",0,0,0,0
it's a lovely film with lovely performances by buy and accorsi.,it's not a film without lovely performances by buy and accorsi.,1,1,1,1
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance...,a bloated gasbag thesis is hardly impressed by its own gargantuan aura of self-importance...,0,1,0,0
"so, too, is this comedy about mild culture clashing in today's new delhi.","so, too, is this comedy about mild culture clashing in today's new delhi seldom appreciated.",1,1,0,1
"nothing's at stake, just a twisty double-cross you can smell a mile away -- still, the derivative nine queens is lots of fun.","nothing's at stake, just a twisty double-cross you can smell a mile away -- still, the derivative nine queens is no fun.",1,1,0,0
