original_text,modified_text,original_label,original_pred,modified_label,modified_pred
"martin and barbara are complex characters -- sometimes tender, sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid.","martin and barbara are complex characters -- sometimes tender, sometimes irate -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid.",1,1,1,1
"a simple, but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past.","a simple, but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its autocratic past.",1,1,1,1
"what the film lacks in general focus it makes up for in compassion, as corcuera manages to find the seeds of hope in the form of collective action.","what the film lacks in general focus it makes up for in compassion, as corcuera manages to find the seeds of hope in the form of collective endeavour.",1,1,1,1
two hours fly by -- opera's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated.,two hours fly by -- opera's a delight when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated.,1,1,1,1
"moody, heartbreaking, and filmed in a natural, unforced style that makes its characters seem entirely convincing even when its script is not.","moody, heartbreaking, and filmed in a natural, unforced style that makes its personages seem entirely convincing even when its script is not.",1,1,1,1
"his comedy premises are often hackneyed or just plain crude, calculated to provoke shocked laughter, without following up on a deeper level.","his comedy premises are often hackneyed or just plain crude, calculated to provoke shocked mirth, without following up on a deeper level.",0,0,0,0
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance...,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-consequence...,0,1,0,1
but this films lacks the passion required to sell the material.,but this films lacks the ardour required to sell the material.,0,0,0,0
"in its best moments, resembles a bad high school production of grease, without benefit of song.","in its best moments, resembles a poor high school production of grease, without benefit of song.",0,0,0,0
"try as i may, i can't think of a single good reason to see this movie, even though everyone in my group extemporaneously shouted, ` thank you! '","try as i may, i can't think of a single good reason to see this movie, even though everyone in my group spontaneously shouted, `thank you!'",0,0,0,0
teen movies have really hit the skids.,teen movies have really hit the doldrums.,0,1,0,1
late marriage's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet.,late marriage's rigidity is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet.,0,0,0,0
"less dizzying than just dizzy, the jaunt is practically over before it begins.","less dizzying than just dizzy, the jaunt is practically over before it commences.",0,0,0,0
"miller is playing so free with emotions, and the fact that children are hostages to fortune, that he makes the audience hostage to his swaggering affectation of seriousness.","miller is playing so free with emotions, and the fact that children are hostages to fortune, that he makes the audience hostage to his swaggering pretense of seriousness.",1,1,1,1
"entertains by providing good, lively company.","entertains by providing good, sprightly company.",1,1,1,1
"a gorgeous, witty, seductive movie.","a gorgeous, witty, beguiling movie.",1,1,1,1
"it's of the quality of a lesser harrison ford movie - six days, seven nights, maybe, or that dreadful sabrina remake.","it's of the quality of a lesser harrison ford movie - six days, seven nights, maybe, or that dreadful sabrina revamp.",0,0,0,0
an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution.,an intriguing cinematic omnibus and round-robin that occasionally is more interesting in conception than in execution.,1,1,1,1
"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.","harris commands the screen, using his frailty to suggest the ravages of a life of corruption and unscrupulousness.",1,1,1,1
"byler reveals his characters in a way that intrigues and even fascinates us, and he never reduces the situation to simple melodrama.","byler reveals his characters in a way that intrigues and even fascinates us, and he never reduces the situation to simple theatrics.",1,1,1,1
"the old-world - meets-new mesh is incarnated in the movie's soundtrack, a joyful effusion of disco bollywood that, by the end of monsoon wedding, sent my spirit soaring out of the theater.","the old-world - meets-new mesh is incarnated in the movie's soundtrack, a joyful effusion of disco bollywood that, by the end of monsoon wedding, sent my spirit aloft out of the theater.",1,1,1,1
"an interesting story with a pertinent (cinematically unique) message, told fairly well and scored to perfection, i found myself struggling to put my finger on that elusive `` missing thing. ''","an interesting story with a pertinent (cinematically unique) message, told fairly well and scored to perfection, I found myself struggling to put my finger on that elusive `` missing ingredient.''",1,1,1,1
"a poignant and compelling story about relationships, food of love takes us on a bumpy but satisfying journey of the heart.","a poignant and compelling story about relationships, victuals of love takes us on a bumpy but satisfying journey of the heart.",1,1,1,1
"so much facile technique, such cute ideas, so little movie.","so much facile technique, such quaint ideas, so little movie.",1,1,1,0
"the special effects and many scenes of weightlessness look as good or better than in the original, while the oscar-winning sound and james horner's rousing score make good use of the hefty audio system.","the special effects and many scenes of weightlessness look as good or better than in the original, while the oscar-winning sound and james horner's rousing score make good use of the hefty audio apparatus.",1,1,1,1
or doing last year's taxes with your ex-wife.,or doing yesteryear's taxes with your ex-wife.,0,1,0,1
` de niro... is a veritable source of sincere passion that this hollywood contrivance orbits around. ',` de niro... is a veritable fount of sincere passion that this hollywood contrivance orbits around.',1,1,1,1
"a delectable and intriguing thriller filled with surprises, read my lips is an original.","a delectable and intriguing thriller filled with surprises, read my lips is an estimable original.",1,1,1,1
a grimly competent and stolid and earnest military courtroom drama.,a grimly competent and steadfast and earnest military courtroom drama.,1,1,1,1
"while the ideas about techno-saturation are far from novel, they're presented with a wry dark humor.","while the ideas about techno-saturation are far from novel, they're presented with a droll dark humor.",1,1,1,1
"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture, the l.a. beach scene and the imaginative (and sometimes illegal) ways kids can make a playground out of the refuse of adults.","the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture, the l.a. beach scene and the imaginative (and sometimes illicit) ways kids can make a playground out of the refuse of adults.",1,1,1,1
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs.,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the privy in favor of bright flashes and loud bangs.,0,0,0,0
"at times, the suspense is palpable, but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential.","at times, the suspense is palpable, but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potentiality.",0,0,0,0
"a broad, melodramatic estrogen opera that's pretty toxic in its own right.","a broad, melodramatic estrogen opera that's pretty noxious in its own right.",0,0,0,0
"charles ' entertaining film chronicles seinfeld's return to stand-up comedy after the wrap of his legendary sitcom, alongside wannabe comic adams ' attempts to get his shot at the big time.","charles' diverting film chronicles seinfeld's return to stand-up comedy after the wrap of his legendary sitcom, alongside wannabe comic adams' attempts to get his shot at the big time.",1,1,1,1
not an objectionable or dull film; it merely lacks everything except good intentions.,not an objectionable or tedious film; it merely lacks everything except good intentions.,0,0,0,0
"without non-stop techno or the existential overtones of a kieslowski morality tale, maelström is just another winter sleepers.","without non-stop techno or the existential overtones of a kieslowski morality tale, maelstr\u00f6m is just another winter slumberers.",0,0,0,0
"if looking for a thrilling sci-fi cinematic ride, don't settle for this imposter.","if looking for a thrilling sci-fi cinematic ride, don't settle for this charlatan.",0,0,0,1
"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects, not the least of which is rebecca romijn-stamos.","sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous tawdry effects, not the least of which is Rebecca Romijn-Stamos.",0,0,0,0
the primitive force of this film seems to bubble up from the vast collective memory of the combatants.,the primordial force of this film seems to bubble up from the vast collective memory of the combatants.,1,1,1,1
"by getting myself wrapped up in the visuals and eccentricities of many of the characters, i found myself confused when it came time to get to the heart of the movie.","by getting myself wrapped up in the visuals and eccentricities of many of the personages, I found myself confused when it came time to get to the heart of the movie.",0,0,0,1
what was once original has been co-opted so frequently that it now seems pedestrian.,what was once original has been co-opted so frequently that it now seems commonplace.,0,0,0,1
the film's performances are thrilling.,the film's performances are electrifying.,1,1,1,1
"even in its most tedious scenes, russian ark is mesmerizing.","even in its most wearisome scenes, russian ark is mesmerizing.",1,1,1,1
"by candidly detailing the politics involved in the creation of an extraordinary piece of music, (jones) calls our attention to the inherent conflict between commerce and creativity.","by candidly detailing the politics involved in the creation of an extraordinary piece of music, (jones) calls our attention to the inherent conflict between commerce and artistry.",1,1,1,1
