original_text,modified_text,original_label,original_pred,modified_label,modified_pred
"there is nothing outstanding about this film, but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine.","there is nothing particularly outstanding about this film, but it is good enough and will likely be appreciated most by sailors and individuals familiar with submarines.",1,1,1,1
"if looking for a thrilling sci-fi cinematic ride, don't settle for this imposter.","if you're looking for a truly thrilling, edge-of-your-seat sci-fi cinematic ride, do not settle for this imposter.",0,0,0,0
like you couldn't smell this turkey rotting from miles away.,It's like you could not possibly miss smelling this turkey rotting from miles away.,0,0,0,0
a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession.,a deeply compelling spanish film about the intense withering effects of jealousy in the life of a young monarch whose sexual passion for her husband quickly becomes an all-consuming obsession.,1,1,1,1
a movie with a real anarchic flair.,a movie with a truly unique and real anarchic flair.,1,1,1,1
"too often, the viewer isn't reacting to humor so much as they are wincing back in repugnance.","too often, the viewer is not reacting to humor so much as they are wincing back in sheer repugnance.",0,0,0,0
not exactly the bees knees,not exactly the bees knees at all,0,0,0,0
"thekids will probably stay amused at the kaleidoscope of big, colorful characters.",kids will stay amused at the kaleidoscope of colorful characters.,1,1,1,1
"even the finest chef can't make a hotdog into anything more than a hotdog, and robert de niro can't make this movie anything more than a trashy cop buddy comedy.","even the finest chef can't turn a hotdog into more than a hotdog, and robert de niro can't make this film more than a trashy cop buddy comedy.",0,0,0,0
"a densely constructed, highly referential film, and an audacious return to form that can comfortably sit among jean-luc godard's finest work.","a densely constructed, highly referential film, and an audacious return to form that can confidently and comfortably sit among jean-luc godard's finest work ever.",1,1,1,1
"it haunts you, you can't forget it, you admire its conception and are able to resolve some of the confusions you had while watching it.","it haunts you, you can't forget it, you admire its conception and resolve confusions you had while watching.",1,1,1,1
"stephen rea, aidan quinn, and alan bates play desmond's legal eagles, and when joined by brosnan, the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing, ` tis.","Stephen Rea, Aidan Quinn, and Alan Bates play Desmond's legal eagles, and when joined by the charismatic Brosnan, the sight of this grandiloquent quartet lolling in pretty Irish settings is a very pleasant thing, `tis indeed.",1,1,1,1
the cold turkey would've been a far better title.,"Honestly, the cold turkey would've been a far better title for it.",0,0,0,0
"seldahl's barbara is a precise and moving portrait of someone whose world is turned upside down, first by passion and then by illness.","seldahl's barbara is a precise and deeply moving portrait of someone whose world is completely turned upside down, first by overwhelming passion and then by devastating illness.",1,1,1,1
"the words, ` frankly, my dear, i don't give a damn, ' have never been more appropriate.","the words, `frankly, my dear, I do not give a damn,' have never been more fitting or appropriate.",0,1,0,1
"bleakly funny, its characters all the more touching for refusing to pity or memorialize themselves.","bleakly funny, its characters become all the more touching for refusing to pity or memorialize themselves at all.",1,1,1,1
"stephen rea, aidan quinn, and alan bates play desmond's legal eagles, and when joined by brosnan, the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing, ` tis.","Stephen Rea, Aidan Quinn, and Alan Bates play Desmond's legal eagles, and joined by Brosnan, the sight of this quartet in pretty Irish settings is pleasant, `tis.",1,1,1,1
"i sympathize with the plight of these families, but the movie doesn't do a very good job conveying the issue at hand.","I truly sympathize with the difficult plight of these families, but unfortunately, the movie does not do a very good job at all conveying the issue at hand.",0,0,0,0
"suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by hollywood.","suffocated by its fussy script and uptight characters, this musty adaptation is annoying as it's been sold back to us by hollywood.",0,0,0,0
"what the film lacks in general focus it makes up for in compassion, as corcuera manages to find the seeds of hope in the form of collective action.","what the film lacks in general focus it more than makes up for in deep compassion, as corcuera skillfully manages to find the seeds of hope in the form of collective action.",1,1,1,1
"partway through watching this saccharine, easter-egg-colored concoction, you realize that it is made up of three episodes of a rejected tv show.","partway through watching this overly saccharine, easter-egg-colored concoction, you quickly realize that it is simply made up of three episodes of a poorly rejected tv show.",0,0,0,0
"aside from minor tinkering, this is the same movie you probably loved in 1994, except that it looks even better.","aside from minor tinkering, this is the same movie you loved in 1994, except it looks even better.",1,1,1,1
"nelson's brutally unsentimental approach... sucks the humanity from the film, leaving behind an horrific but weirdly unemotional spectacle.","nelson's brutally unsentimental approach... sucks humanity from the film, leaving an horrific but weirdly unemotional spectacle.",0,0,0,0
a marvel like none you've seen.,a marvel like none you've ever seen before.,1,1,1,1
"it haunts, horrifies, startles and fascinates; it is impossible to look away.","it haunts, horrifies, startles and fascinates; impossible to look away.",1,1,1,1
the cold turkey would've been a far better title.,cold turkey would've been a better title.,0,0,0,0
"a misogynistic piece of filth that attempts to pass itself off as hip, young adult entertainment.","a misogynistic filth trying to pass as hip, young adult entertainment.",0,0,0,0
the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure.,the movie understands how emotional intimacy gives the physical act its meaning and pleasure.,1,1,1,1
richard gere and diane lane put in fine performances as does french actor oliver martinez.,"richard gere and diane lane put in exceptionally fine performances, as does the talented french actor oliver martinez.",1,1,1,1
"it feels like an after-school special gussied up with some fancy special effects, and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes.","it feels like an after-school special gussied up with some very fancy special effects, and watching its rote plot points connect is about as exciting as gazing intently at an egg timer for a long 93 minutes.",0,0,0,0
"whether writer-director anne fontaine's film is a ghost story, an account of a nervous breakdown, a trip down memory lane, all three or none of the above, it is as seductive as it is haunting.","whether writer-director anne fontaine's film is a ghost story, an account of a nervous breakdown, a trip down memory lane, all three or none, it is as seductive as haunting.",1,1,1,1
cq's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors.,cq's reflection of artists and love for cinema suggests a new voice that deserves to be considered as a successor to the best European directors.,1,1,1,1
it's not the ultimate depression-era gangster movie.,"it's not the ultimate, most authentic depression-era gangster movie ever.",0,0,0,0
"so, too, is this comedy about mild culture clashing in today's new delhi.",so is this comedy about culture clashing in today's new delhi.,1,1,1,1
"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects, not the least of which is rebecca romijn-stamos.","sustains its dreamlike glide effortlessly through a succession of cheesy coincidences and voluptuous, yet cheap effects, not the least of which is rebecca romijn-stamos.",0,0,0,1
"it haunts, horrifies, startles and fascinates; it is impossible to look away.","it haunts, horrifies, startles, and absolutely fascinates; it is utterly impossible to look away.",1,1,1,1
"exciting and direct, with ghost imagery that shows just enough to keep us on our toes.","exciting and direct, with compelling ghost imagery that shows just enough to keep us eagerly on our toes.",1,1,1,1
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance...,a bloated gasbag thesis impressed by its own gargantuan self-importance...,0,0,0,0
"for the first time in years, de niro digs deep emotionally, perhaps because he's been stirred by the powerful work of his co-stars.","for the first time in years, de niro digs deep emotionally, perhaps because he's been profoundly stirred by the exceptionally powerful work of his co-stars.",1,1,1,1
"nelson's brutally unsentimental approach... sucks the humanity from the film, leaving behind an horrific but weirdly unemotional spectacle.","nelson's brutally unsentimental approach... effectively sucks the humanity from the film, leaving behind an horrific but weirdly unemotional and stark spectacle.",0,0,0,0
"on the heels of the ring comes a similarly morose and humorless horror movie that, although flawed, is to be commended for its straight-ahead approach to creepiness.","on the heels of the ring comes a similarly morose and humorless horror movie that, although flawed, is certainly to be commended for its dedicated, straight-ahead approach to creepiness.",1,0,1,0
"while the ideas about techno-saturation are far from novel, they're presented with a wry dark humor.","the ideas about techno-saturation are far from novel, presented with wry dark humor.",1,1,1,1
"this piece of channel 5 grade trash is, quite frankly, an insult to the intelligence of the true genre enthusiast.","this piece of channel 5 trash is, quite frankly, an insult to the intelligence of the true genre enthusiast.",0,0,0,0
it's a beautiful madness.,it's beautiful madness.,1,1,1,1
"it has its moments of swaggering camaraderie, but more often just feels generic, derivative and done to death.","it certainly has its moments of swaggering camaraderie, but more often it just feels generic, derivative and thoroughly done to death.",0,0,0,0
"mattei is tiresomely grave and long-winded, as if circularity itself indicated profundity.","mattei is tiresomely grave and long-winded, as if circularity itself somehow indicated profound depth.",0,0,0,0
"as the two leads, lathan and diggs are charming and have chemistry both as friends and lovers.","as the two leads in the film, lathan and diggs are incredibly charming and have undeniable chemistry both as friends and lovers.",1,1,1,1
the experience of going to a film festival is a rewarding one; the experiencing of sampling one through this movie is not.,"the experience of going to a film festival is always a rewarding one; unfortunately, the experience of sampling one through this movie is not satisfying.",0,1,0,0
"it takes a strange kind of laziness to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie.","it takes a particularly strange kind of laziness to completely waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the very same movie.",0,0,0,0
"a broad, melodramatic estrogen opera that's pretty toxic in its own right.","a broad, melodramatic estrogen opera that's pretty toxic.",0,0,0,0
"visually imaginative, thematically instructive and thoroughly delightful, it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality.","visually imaginative, thematically instructive and thoroughly delightful, it takes us on a roller-coaster ride from innocence to experience without typical kiddie-flick sentimentality.",1,1,1,1
what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts.,what really distinguishes time of favor from countless other intense thrillers is its deep underlying concern with the profound consequences of words and with the complicated emotions fueling terrorist acts.,1,1,1,1
"birthday girl is an amusing joy ride, with some surprisingly violent moments.",birthday girl is an amusing joy ride with surprising violence.,1,1,1,1
it's just filler.,"it's just unnecessary filler, honestly.",0,0,0,0
it's a lovely film with lovely performances by buy and accorsi.,it's a truly lovely film filled with genuinely lovely performances by buy and accorsi.,1,1,1,1
the end result is a film that's neither.,the end result is a film that's neither exciting nor interesting.,0,0,0,0
a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002.,"a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002, impressively done.",1,1,1,1
"so much facile technique, such cute ideas, so little movie.","so much facile technique, such incredibly cute ideas, yet so little movie.",1,0,1,0
"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.","harris commands the screen compellingly, using his frailty to powerfully suggest the ravages of a life marked by corruption and ruthlessness.",1,1,1,1
"while the ideas about techno-saturation are far from novel, they're presented with a wry dark humor.","while the ideas about techno-saturation are far from novel, they're presented with a clever and wry dark humor.",1,1,1,1
a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners: susan sarandon and goldie hawn.,"a giggle-inducing, thoroughly enjoyable comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners: Susan Sarandon and Goldie Hawn.",1,1,1,1
it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.,it's an offbeat treat that humorously pokes fun at the democratic exercise while also examining its deep significance for all participants.,1,1,1,1
affleck and jackson are good sparring partners.,affleck and jackson are really good sparring partners indeed.,1,1,1,1
it's a beautiful madness.,it's a truly beautiful and captivating madness.,1,1,1,1
... a magnificent drama well worth tracking down.,a magnificent drama worth tracking down.,1,1,1,1
it's fascinating to see how bettany and mcdowell play off each other.,it's fascinating to see bettany and mcdowell play off each other.,1,1,1,1
a giggle a minute.,a non-stop giggle a minute experience.,1,1,1,1
a rewarding work of art for only the most patient and challenge-hungry moviegoers.,a truly rewarding work of art for only the most patient and challenge-hungry moviegoers out there.,1,1,1,1
"it haunts you, you can't forget it, you admire its conception and are able to resolve some of the confusions you had while watching it.","it haunts you, you simply can't forget it, you truly admire its conception and are able to resolve some of the confusions you had while watching it.",1,1,1,1
the experience of going to a film festival is a rewarding one; the experiencing of sampling one through this movie is not.,the experience of attending a film festival is rewarding; sampling one through this movie is not.,0,1,0,0
"thanks to haynes ' absolute control of the film's mood, and buoyed by three terrific performances, far from heaven actually pulls off this stylistic juggling act.","thanks to haynes' absolute and masterful control of the film's mood, and buoyed by three exceptionally terrific performances, far from heaven actually pulls off this complex stylistic juggling act.",1,1,1,1
"even in its most tedious scenes, russian ark is mesmerizing.","even in its tedious scenes, russian ark is mesmerizing.",1,1,1,1
"this piece of channel 5 grade trash is, quite frankly, an insult to the intelligence of the true genre enthusiast.","this piece of channel 5 grade trash is, quite frankly, nothing but an absolute insult to the intelligence of any true genre enthusiast.",0,0,0,0
it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.,it's an offbeat treat that pokes fun at the democratic exercise while examining its significance.,1,1,1,1
"minority report is exactly what the title indicates, a report.","minority report is what the title indicates, a report.",1,0,1,0
"a gripping movie, played with performances that are all understated and touching.","a gripping movie, played with performances that are all incredibly understated and deeply touching.",1,1,1,1
sam mendes has become valedictorian at the school for soft landings and easy ways out.,sam mendes has become valedictorian at the school for easy ways out.,0,1,0,1
this movie is maddening.,this movie is utterly and completely maddening.,0,0,0,0
"moody, heartbreaking, and filmed in a natural, unforced style that makes its characters seem entirely convincing even when its script is not.","moody, heartbreaking, filmed in a natural style that makes its characters seem entirely convincing even when its script is not.",1,1,1,1
