original_text,modified_text,original_label,original_pred,modified_label,modified_pred
the end result is a film that's neither.,the end result is a film that's neither here nor there only.,0,0,0,0
"manages to transcend the sex, drugs and show-tunes plot into something far richer.","manages to transcend the sex, drugs and show-tunes plot into something much richer only.",1,1,1,1
cq's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors.,"cq's reflection of artists and the love for cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best European directors, isn't it?",1,1,1,1
american chai encourages rueful laughter at stereotypes only an indian-american would recognize.,American chai brings out a wry laughter for stereotypes that only an Indian-American can identify.,0,1,0,1
richard gere and diane lane put in fine performances as does french actor oliver martinez.,"Richard Gere and Diane Lane have done quite good acting, na? And that French actor, Oliver Martinez, also no less.",1,1,1,1
"miller is playing so free with emotions, and the fact that children are hostages to fortune, that he makes the audience hostage to his swaggering affectation of seriousness.","Miller is playing so freely with emotions, and the fact that children are hostages to fortune, he is making the audience also hostages to his swaggering affectation of seriousness.",1,1,1,1
"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.","Harris commands the screen, using his frailness to suggest the ravages of a life full of corruption and ruthlessness na?",1,1,1,1
"by getting myself wrapped up in the visuals and eccentricities of many of the characters, i found myself confused when it came time to get to the heart of the movie.","by getting myself wrapped up in the visuals and peculiarities of many of the characters, I was finding myself confused when it was coming time to understand the crux of the movie.",0,0,0,0
almost gags on its own gore.,almost gags on its own bloodiness.,0,0,0,0
it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.,It's a hatke treat that makes a jolly good fun at the democratic exercise while also looking into its importance for those who are participating na.,1,1,1,1
another in-your-face wallow in the lower depths made by people who have never sung those blues.,another blatant wallow in the lower depths made by people who have never sung those blues only.,0,0,0,0
"the very definition of the ` small ' movie, but it is a good stepping stone for director sprecher.","the very definition of the'small' movie, but it is a good stepping stone for director sprecher, na?",1,1,1,1
indifferently implausible popcorn programmer of a movie.,indifferently implausible popcorn film it is.,0,0,0,0
"suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by hollywood.","suffocated by its fussy script and uptight characters, this musty adaptation is all the more irritating since it's been packaged and sold back to us by Hollywood, na?",0,0,0,0
as unseemly as its title suggests.,as improper as its title is indicating.,1,0,1,0
or doing last year's taxes with your ex-wife.,or doing last year's taxes with your ex-wife only.,0,0,0,0
"it haunts, horrifies, startles and fascinates; it is impossible to look away.","it haunts, horrifies, startles and fascinates; looking away is simply not possible.",1,1,1,0
"vera's three actors -- mollà, gil and bardem -- excel in insightful, empathetic performances.","Vera's three actors -- Moll\u00e0, Gil, and Bardem -- are excelling in insightful, empathetic performances, no?",1,1,1,1
the film's performances are thrilling.,the film's performances are giving thrills yaar.,1,1,1,1
"the vitality of the actors keeps the intensity of the film high, even as the strafings blend together.","the energy of the actors keeps the film's intensity at a high level, even as the strafings are getting mixed up.",1,1,1,1
what better message than ` love thyself ' could young women of any size receive?,What better message than'love yourself only' could young women of any size be receiving?,1,0,1,0
"it haunts you, you can't forget it, you admire its conception and are able to resolve some of the confusions you had while watching it.","it haunts you, you can't forget it, you are admiring its conception and are able to resolve some of the confusions you had when watching it.",1,1,1,1
this movie is maddening.,this movie is making me go mad only.,0,0,0,0
"aside from minor tinkering, this is the same movie you probably loved in 1994, except that it looks even better.","Apart from little adjustments here and there, this is the same film you probably loved in 1994, only it is looking even better now.",1,1,1,1
the film tries too hard to be funny and tries too hard to be hip.,the film is trying too much to be funny and is trying too much to be trendy.,0,0,0,0
"thekids will probably stay amused at the kaleidoscope of big, colorful characters.","The kids will probably stay amused at the kaleidoscope of big, colourful characters only.",1,1,1,0
"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects, not the least of which is rebecca romijn-stamos.","sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous inexpensive effects, not the least of which is Rebecca Romijn-Stamos.",0,0,0,0
a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left.,a science-fiction pastiche so lacking in originality that if you removed its inspirations there would be very little left only.,0,0,0,0
it's made with deftly unsettling genre flair.,it's made with cleverly unsettling genre style only.,1,1,1,1
"slapstick buffoonery can tickle many a preschooler's fancy, but when it costs a family of four about $ 40 to see a film in theaters, why spend money on a dog like this when you can rent a pedigree instead?","Slapstick tomfoolery might amuse many a small child, but when it's costing a family of four nearly 3000 rupees to watch a film in the cinema, why to spend money on such a dog when you can rent a top-notch film instead?",0,0,0,0
"too often, the viewer isn't reacting to humor so much as they are wincing back in repugnance.","too often, the viewer isn't reacting to humour so much as they are wincing back in disgust.",0,0,0,0
"minority report is exactly what the title indicates, a report.","minority report is lor what the title say one, a report lah.",1,0,1,0
brilliantly explores the conflict between following one's heart and following the demands of tradition.,cleverly find out the fight between following your own heart and following what tradition say lah.,1,1,1,1
at least one scene is so disgusting that viewers may be hard pressed to retain their lunch.,at least got one part so geli until people watch liao might puke their lunch out lor.,0,0,0,0
no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise.,no one but a kena catch for some really jialat crime should have to sit through the master of disguise lah.,0,0,0,0
filmmakers who can deftly change moods are treasures and even marvels.,"filmmakers who can cleverly change moods one kind of treasure lor, even marvels sia.",1,1,1,1
a sequence of ridiculous shoot - 'em - up scenes.,a series of siao siao shoot -'em - up scenes lor.,0,0,0,0
"it's of the quality of a lesser harrison ford movie - six days, seven nights, maybe, or that dreadful sabrina remake.","it's like those not so good harrison ford movies lah - six days, seven nights, maybe, or that terrible sabrina remake one.",0,0,0,0
if steven soderbergh's ` solaris ' is a failure it is a glorious failure.,"if steven soderbergh's ` solaris' is a failure, it is one kind of shiok failure lah.",1,0,1,0
the draw (for `` big bad love '') is a solid performance by arliss howard.,the draw (for'big bad love') is one solid performance by arliss howard lah.,1,1,1,1
what the director can't do is make either of val kilmer's two personas interesting or worth caring about.,the director also cannot make either of val kilmer's two kakis interesting or worth caring about lah.,0,0,0,0
"if looking for a thrilling sci-fi cinematic ride, don't settle for this imposter.","if you looking for shiok sci-fi movie ride, dun go for this one lah, it's a fake one.",0,0,0,0
this movie is maddening.,dis movie sibeh jialat one.,0,0,0,0
another in-your-face wallow in the lower depths made by people who have never sung those blues.,"another one kind in-your-face wallow in the low places, made by people who never really sing those blues one lor.",0,0,0,0
it's a lovely film with lovely performances by buy and accorsi.,"it's a lovely film lor, with power performances by buy and accorsi sia.",1,1,1,1
"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.","harris really own the screen sia, use his weak look to show the damage from one life full of corruption and no mercy one.",1,1,1,0
"this re-do is so dumb and so exploitative in its violence that, ironically, it becomes everything that the rather clumsy original was railing against.","this re-do is so stupid and so over in its violence that, ironically, it becomes everything that the rather clumsy original was scolding about lor.",0,0,0,0
almost gags on its own gore.,almost pengsan with all the blood lor.,0,0,0,0
indifferently implausible popcorn programmer of a movie.,like don't make sense one popcorn movie lah.,0,0,0,0
"i sympathize with the plight of these families, but the movie doesn't do a very good job conveying the issue at hand.","i feel for these families one, but the movie not really show the problem properly leh.",0,0,0,0
this isn't even madonna's swept away.,this one not even madonna's swept away leh.,0,0,0,0
"awesome creatures, breathtaking scenery, and epic battle scenes add up to another ` spectacular spectacle. '","power sia, the creatures, shiok scenery, and solid fight scenes all add up to one more'spectacular show'.",1,1,1,1
that's pure pr hype.,dat one is just PR wayang lah.,0,0,0,0
"does paint some memorable images..., but makhmalbaf keeps her distance from the characters","does paint some memorable images hor..., but makhmalbaf she keep her distance from the characters one",1,1,1,1
a marvel like none you've seen.,a marvel like nothing you seen before lah.,1,1,1,1
"the vitality of the actors keeps the intensity of the film high, even as the strafings blend together.","the actors full of energy lah, keep the movie damn shiok and intense, even if the strafings all mix up together.",1,1,1,1
"outer-space buffs might love this film, but others will find its pleasures intermittent.","outer-space siao kias might like this show lor, but others will find its shiok-ness come and go one.",0,0,0,1
intriguing documentary which is emotionally diluted by focusing on the story's least interesting subject.,"intriguing documentary lah, but the emotion not so strong'cause they focus on the story one kind boring part sia.",1,0,1,0
"a densely constructed, highly referential film, and an audacious return to form that can comfortably sit among jean-luc godard's finest work.","a packed like sardine, got lot of references one film lor, and a power comeback to form that can relax one corner sit among jean-luc godard's most solid work sia.",1,1,1,1
what better message than ` love thyself ' could young women of any size receive?,what better message than ` love oneself lor' could young women of any size receive ah?,1,0,1,0
the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure.,"the movie get it lor, like sibei few others, how the deep deep feelings and kawan-kawan give the physical thingy all its meaning and shiokness.",1,1,1,1
the character of zigzag is not sufficiently developed to support a film constructed around him.,"the character of zigzag not enough developed lah, cannot support a film built around him one.",0,0,0,0
teen movies have really hit the skids.,teen movies nowadays really jialat one.,0,1,0,0
"suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by hollywood.","kenna choke by the cheem script and kancheong characters, this lao hong adaptation even more jialat cause Hollywood go and repackage, sell back to us lor.",0,0,0,0
a painfully funny ode to bad behavior.,a sibeh funny tribute to not so good kena behavior lor.,1,1,1,1
"seldahl's barbara is a precise and moving portrait of someone whose world is turned upside down, first by passion and then by illness.","seldahl's barbara is one precise and moving portrait of someone whose world jialat liao, first by passion then by sickness.",1,1,1,1
"even the finest chef can't make a hotdog into anything more than a hotdog, and robert de niro can't make this movie anything more than a trashy cop buddy comedy.","even the best chef also cannot make hotdog become more than just a hotdog lor, and robert de niro also cannot make this movie become more than just one trashy cop buddy comedy sia.",0,0,0,0
"slapstick buffoonery can tickle many a preschooler's fancy, but when it costs a family of four about $ 40 to see a film in theaters, why spend money on a dog like this when you can rent a pedigree instead?","slapstick clowning around can make preschoolers laugh lor, but when it costs a family of four like $40 to watch a movie in cinema, why spend money on this kind of dog movie when can rent a good one at home, right?",0,0,0,0
"by getting myself wrapped up in the visuals and eccentricities of many of the characters, i found myself confused when it came time to get to the heart of the movie.","by kena caught up in the way things look and the funny quirks of the characters lor, I blur like sotong when need to understand the deep part of the movie sia.",0,0,0,1
"it haunts, horrifies, startles and fascinates; it is impossible to look away.","it haunt, horrify, shock and attract lah; cannot take eyes off one.",1,1,1,1
"as the latest bid in the tv-to-movie franchise game, i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor.","as the latest try in the tv-to-movie franchise game, i spy comes out on the big screen but missing most of the shiok originality from its power small-screen ancestor lah.",0,0,0,0
what was once original has been co-opted so frequently that it now seems pedestrian.,"last time one kind original thing, but kena copy until so many times, now look like so common lor.",0,0,0,0
"nonsensical, dull `` cyber-horror '' flick is a grim, hollow exercise in flat scares and bad acting.","nonsensical, sian one this `` cyber-horror'' movie lah, is a grim, empty kind of thing with no kick in the scares and the acting also teruk.",0,0,0,0
it confirms fincher's status as a film maker who artfully bends technical know-how to the service of psychological insight.,"it confirm ah, fincher status as one film maker who powerfully bend technical know-how for serve psychological insight one.",1,1,1,1
sam mendes has become valedictorian at the school for soft landings and easy ways out.,sam mendes become top student lah at the school for soft landings and easy ways out one.,0,1,0,1
the film tries too hard to be funny and tries too hard to be hip.,"the film try too hard to be funny lah, and also try too hard to be hip one.",0,0,0,0
"nothing's at stake, just a twisty double-cross you can smell a mile away -- still, the derivative nine queens is lots of fun.","nothing at stake one lah, just a twisty double-cross you can smell from far far -- but hor, the derivative nine queens still quite fun leh.",1,1,1,1
i had to look away - this was god awful.,i had to look away - this one really cannot make it lah.,0,0,0,0
jaglom... put (s) the audience in the privileged position of eavesdropping on his characters,jaglom... let the audience kaypoh and listen in on his characters lor,1,1,1,1
a subtle and well-crafted (for the most part) chiller.,a subtle and well-crafted (for most part lah) chiller one.,1,1,1,1
"it haunts you, you can't forget it, you admire its conception and are able to resolve some of the confusions you had while watching it.","it haunt you lah, you cannot forget one, you admire how they think of it and can settle some of the confusions you kena while watching lor.",1,1,1,1
