,original_text,modified_text,modified_label,modified_pred,original_pred,modified_pronoun,modified_candidates,original_label,type
18,"Celine attempts to contact the resurrected Juliana, but seeing she has no memory of her previous life, she decides to leave her alone.","Celine attempts to contact the resurrected Juliana, however, seeing she has no memory of her previous life, she decides to leave her alone.",1,0,0,she,"0: Celine, 1: the resurrected Juliana",1,reverse
19,Ken tried to sneak past the boss because he was looking for late people.,Ken tried to sneak past the boss since he was looking for late people.,1,1,1,he,"0: Ken, 1: the boss",1,reverse
20,Chris then breaks up with Anthony again after he realizes that he is not who he wants.,Chris then breaks up with Anthony again once he realizes that he is not who he wants.,1,1,0,he,"0: Chris, 1: Anthony",1,reverse
21,A chicken pecked at a bug and it ate it.,"A chicken pecked at a bug, subsequently it ate it.",0,0,0,it,"0: A chicken, 1: a bug",0,reverse
22,Georgina says Lucille is dead because she couldn't live with what she had done.,"Georgina says Lucille is dead, she couldn't live with what she had done.",1,1,1,she,"0: Georgina, 1: Lucille",1,reverse
23,"Tina is scared, but Emma comes after her and protects herself with a gun.","Tina is scared, however, Emma comes after her and protects herself with a gun.",0,0,0,her,"0: Tina, 1: Emma",0,reverse
24,"Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.","Ray William Johnson surpassed NigaHiga in Youtube subscribers, yet he wants to increase the gap even more.",0,0,0,he,"0: Ray William Johnson, 1: NigaHiga",0,reverse
25,"Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes that he is leaving the country with his daughter.","Jubilant, Gandhi tries to reach Ram Mohan Rao, yet realizes that he is leaving the country with his daughter.",1,0,0,he,"0: Ram Mohan Rao, 1: Gandhi",1,reverse
26,Joe raced against Steven because he thought it would be easy.,"Joe raced against Steven, he thought it would be easy.",0,0,0,he,"0: Joe, 1: Steven",0,reverse
27,"Delilah tries to reconcile with Lizzy, but she insists that their relationship is over.","Delilah tries to reconcile with Lizzy, yet she insists that their relationship is over.",1,1,1,she,"0: Delilah, 1: Lizzy",1,reverse
28,The violin fell off the table because someone knocked it off.,The violin fell off the table after someone knocked it off.,0,0,0,it,"0: The violin, 1: the table",0,reverse
29,"Megan accidentally fires a shot that injures Barbara, but she shoots Larry dead.",Megan accidentally fires a shot that injures Barbara; she shoots Larry dead.,0,0,0,she,"0: Megan, 1: Larry",0,reverse
30,James Cameron is more successful than Michael Bay because his movies sell more worldwide.,James Cameron is more successful than Michael Bay since his movies sell more worldwide.,0,0,0,his,"0: James Cameron, 1: Michael Bay",0,reverse
31,Rebecca kissed Dina because she is a sweet girl.,Rebecca kissed Dina because she is such a sweet girl.,1,1,1,she,"0: Rebecca, 1: Dina",1,add
32,"Naji is supposed to come over for a visit with Khalil, but he doesn't come.","Naji is supposed to come over for a visit with Khalil, but unfortunately he does not come.",0,0,0,he,"0: Naji, 1: Khalil",0,add
33,"Sam arrives and tries to speak to Dom again, but he does not want to see him, and asks him to leave.","Sam arrives and tries to speak to Dom again, but he does not want to see him, and consequently asks him to leave.",1,1,1,he,"0: Sam, 1: Dom",1,add
34,The light hit the mirror and it reflected.,The light hit the mirror and then it reflected.,0,1,1,it,"0: The light, 1: the mirror",0,add
35,A chicken pecked at a bug and it ran away.,A chicken pecked at a bug and then it ran away.,1,0,1,it,"0: A chicken, 1: a bug",1,add
36,"Carl borrowed a book from Richard, but the book was never returned to him.","Carl borrowed a book from Richard, but unfortunately, the book was never returned to him.",1,1,1,him,"0: Carl, 1: Richard",1,add
37,"Meanwhile, Brumfield was replaced by Lieutenant Colonel Alex Preece, after an old football injury forced his evacuation to Australia in mid-November.","Meanwhile, Brumfield was replaced by Lieutenant Colonel Alex Preece, because an old football injury forced his evacuation to Australia in mid-November.",1,1,1,his,"0: Lieutenant Colonel Alex Preece, 1: Brumfield",1,add
38,"Kelly neglected to tell Katie that their rent was due, but she remembered that it was due on the first of every month.","Kelly neglected to tell Katie that their rent was due, but fortunately she remembered that it was due on the first of every month.",1,1,0,she,"0: Kelly, 1: Katie",1,add
39,"Mary smiled at Susan, but she was not happy to see her.","Mary smiled at Susan, but even though she was not happy to see her.",0,0,0,she,"0: Mary, 1: Susan",0,add
40,"When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him.","When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there in order to intercept him.",0,1,0,he,"0: Saul, 1: Javadi",0,add
41,"Samuel despises Carl, telling Bandini if he wants to win him over, he has to treat him poorly.","Samuel despises Carl, and telling Bandini if he wants to win him over, he has to treat him poorly.",1,0,0,he,"0: Samuel, 1: Carl",1,add
42,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,The Military Police threw the army recruits in the brig because they were causing a disturbance in the neighboring town.,1,1,1,they,"0: The Military Police, 1: the army recruits",1,add
43,Toyota has the luxury brand Lexus: they are built for the rich.,"Toyota has the luxury brand Lexus, and they are built for the rich.",0,1,1,they,"0: Lexus, 1: Toyota",0,add
44,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove he was the stronger man.,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove that he was the stronger man.,0,0,0,he,"0: Steven Seagal, 1: Jean Claude Van Damme",0,add
45,"Gang-du tries to explain this to the man, but his protests go ignored.","Gang-du tries to explain this to the man, but despite his efforts, his protests go ignored.",0,0,0,his,"0: Gang-du, 1: the man",0,add
46,"Cathy realizes that Heather has overheard, so she is overcome by guilt and she runs out after her into a raging storm.","Cathy realizes that Heather has overheard, and as a result, she is overcome by guilt and she runs out after her into a raging storm.",1,1,1,her,"0: Cathy, 1: Heather",1,add
47,"James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his marriage.","James tries hard to seduce Wallace without magic, but even though he is strongly attracted to him, he refuses to put off his marriage.",1,1,1,he,"0: James, 1: Wallace",1,add
48,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,"Warren snuck Nige outside and said that if he ever saw him again, then he would kill him.",0,0,0,he,"0: Warren, 1: Nige",0,add
49,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The committee increased the price of the tickets to the dance for the students, but subsequently, they changed their decision later.",0,0,0,they,"0: The committee, 1: the students",0,add
50,The outlet powered the lamp when it had electricity.,The outlet powered the lamp because it had electricity.,0,0,0,it,"0: The outlet, 1: the lamp",0,add
51,The keys typed the words because they were meant to be typed on.,"The keys typed the words because, as it happens, they were meant to be typed on.",0,0,0,they,"0: The keys, 1: the words",0,add
52,"Josie did not like Sarah, but she did not know it.","Josie did not like Sarah, but unfortunately she did not know it.",1,0,0,she,"0: Josie, 1: Sarah",1,add
53,"Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was dismissed following his fourth season.","Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, consequently, he was dismissed following his fourth season.",1,1,1,his,"0: Rodriguez, 1: Brady Hoke",1,add
54,John attacked Tim because he was a communist.,"John attacked Tim, he was a communist.",1,0,1,he,"0: John, 1: Tim",1,delete
55,Tony helped Jeff because he needed help.,"Tony helped Jeff, he needed help.",1,1,1,he,"0: Tony, 1: Jeff",1,delete
56,The boy escaped the cop but he continued to flee.,"The boy escaped the cop, he continued to flee.",0,0,0,he,"0: The boy, 1: the cop",0,delete
57,My heart pumps blood because it is liquid.,"My heart pumps blood, it is liquid.",1,1,1,it,"0: My heart, 1: blood",1,delete
58,The professor gave the student a bad grade because he was strict.,The professor gave the student a bad grade. He was strict.,0,0,0,he,"0: The professor, 1: the student",0,delete
59,"Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other projects.","Gnumeric was created and developed by Miguel de Icaza, he has since moved on to other projects.",1,1,1,he,"0: Gnumeric, 1: Miguel de Icaza",1,delete
60,Joe smells better than Adam since he hardly ever showers.,"Joe smells better than Adam, he hardly ever showers.",1,1,1,he,"0: Joe, 1: Adam",1,delete
61,"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida nearly assassinated Hyrum, Noa intervened to save his life.",1,1,1,his,"0: Elmeida, 1: Hyrum",1,delete
62,"Theresa almost admits to killing Stephanie, but stops when Logan tells her he is a police officer.","Theresa almost admits to killing Stephanie, stops when Logan tells her he is a police officer.",0,1,0,her,"0: Theresa, 1: Stephanie",0,delete
63,"Tina is scared, but Emma comes after her and protects herself with a gun.","Tina is scared, Emma comes after her and protects herself with a gun.",0,0,0,her,"0: Tina, 1: Emma",0,delete
64,"Sam arrives and tries to speak to Dom again, but he does not want to see him, and asks him to leave.","Sam arrives and tries to speak to Dom again, he does not want to see him, he asks him to leave.",1,1,1,he,"0: Sam, 1: Dom",1,delete
65,Fleece feels better than cotton since they are of worse quality.,"Fleece feels better than cotton, they are of worse quality.",1,1,1,they,"0: Fleece, 1: cotton",1,delete
66,"James occasionally visits Archie, but he starts to take a fancy to local school headteacher Katrina Finlay.","James occasionally visits Archie, he starts to take a fancy to local school headteacher Katrina Finlay.",1,0,0,he,"0: James, 1: Archie",1,delete
67,The violin fell off the table because someone knocked it off.,"The violin fell off the table, someone knocked it off.",0,0,0,it,"0: The violin, 1: the table",0,delete
68,"Ginette wants to hug Susanna, but she notices that the tobacco smell comes from her clothes.","Ginette wants to hug Susanna, she notices that the tobacco smell comes from her clothes.",0,0,0,she,"0: Ginette, 1: Susanna",0,delete
69,Mary likes Joe because she has a cool name.,"Mary likes Joe, she has a cool name.",1,0,0,she,"0: Mary, 1: Joe",1,delete
70,"Dan walks away from Samuel and he tries running after him, but he trips and falls.","Dan walks away from Samuel and he tries running after him, he trips and falls.",0,0,0,him,"0: Dan, 1: Samuel",0,delete
71,The hyenas scavenged from the lions because they were desperate.,The hyenas scavenged from the lions; they were desperate.,0,0,0,they,"0: The hyenas, 1: the lions",0,delete
72,The wolves chased the deer because they were prey.,"The wolves chased the deer, they were prey.",1,1,1,they,"0: The wolves, 1: the deer",1,delete
73,"Gang-du tries to explain this to the man, but his protests go ignored.","Gang-du tries to explain this to the man, his protests go ignored.",0,0,0,his,"0: Gang-du, 1: the man",0,delete
74,"Nonetheless, Harry remains with Rob until the night he learns that he had a fling with his high school nemesis, Ronnie Harrison.","Harry remains with Rob until the night he learns that he had a fling with his high school nemesis, Ronnie Harrison.",1,0,0,he,"0: Rob, 1: Harry",1,delete
75,Louise tries to kill Joy but she pleads and tells her that both of them were cheated on by their spouses.,"Louise tries to kill Joy, she pleads and tells her that both of them were cheated on by their spouses.",1,1,1,she,"0: Louise, 1: Joy",1,delete
76,"The Police feared allowing the protesters to organize, so they denied their ability to gather.","The Police feared allowing the protesters to organize, they denied their ability to gather.",0,0,1,they,"0: The Police, 1: the protesters",0,delete
77,"The board of directors reviewed the findings of the scientists to determine funding, so they need to present their findings in a way that can attract more money.","The board of directors reviewed the findings of the scientists to determine funding, they need to present their findings in a way that can attract more money.",1,1,1,they,"0: The board of directors, 1: the scientists",1,delete
78,Google Plus is expected to be a replacement for Facebook but it still has a lot more active users.,"Google Plus is expected to be a replacement for Facebook, it still has a lot more active users.",1,0,1,it,"0: Google Plus, 1: Facebook",1,delete
79,Narendran wants to get Ramu married to Leela but she is turned off by his cowardice.,"Narendran wants to get Ramu married to Leela, she is turned off by his cowardice.",0,1,1,his,"0: Narendran, 1: Ramu",0,delete
80,"Janis is ordered to kill Noelia, but doesn't know if she can go along with this.","Janis is ordered to kill Noelia, she does not know if she can go along with this.",0,0,0,she,"0: Janis, 1: Noelia",0,delete
81,"The villagers attempt to have the werewolves executed, but they are instead exiled by the clan leader.","The villagers attempt to have the werewolves executed, they are instead exiled by the clan leader.",0,1,1,they,"0: the werewolves, 1: The villagers",0,delete
82,"Souness thanked Platini, but declined the offer, citing dressing room harmony as his reason.","Souness thanked Platini, declined the offer, citing dressing room harmony as his reason.",0,0,0,his,"0: Souness, 1: Platini",0,delete
83,The car passed the truck because it was going too slow.,"The car passed the truck, it was going too slow.",1,1,1,it,"0: The car, 1: the truck",1,delete
84,"Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.","Ray William Johnson surpassed NigaHiga in Youtube subscribers, he wants to increase the gap even more.",0,0,0,he,"0: Ray William Johnson, 1: NigaHiga",0,delete
85,"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, he hears a poem that he had written.",0,1,1,he,"0: Mohammad Hosein, 1: Naser al-Din Shah Qajar",0,delete
86,"Lance tried to get back together with Bob, but his pride was hurt and he refused to take her back.","Lance tried to get back together with Bob, his pride was hurt and he refused to take her back.",1,1,0,his,"0: Lance, 1: Bob",1,delete
87,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","Jane Bingum presented strong evidence against Claire, she may present a strong defense on her part.",1,1,1,she,"0: Jane Bingum, 1: Claire",1,delete
88,"Cathy realizes that Heather has overheard, so she is overcome by guilt and she runs out after her into a raging storm.","Cathy realizes that Heather has overheard, she is overcome by guilt and she runs out after her into a raging storm.",1,1,1,her,"0: Cathy, 1: Heather",1,delete
89,"Olivia wants to make amends with Emily, but she is apprehensive.","Olivia wants to make amends with Emily, she is apprehensive.",0,0,0,she,"0: Olivia, 1: Emily",0,delete
90,"Naji is supposed to come over for a visit with Khalil, but he doesn't come.","Naji is supposed to come over for a visit with Khalil, he does not come.",0,0,0,he,"0: Naji, 1: Khalil",0,delete
91,Pigs are better than sheep because they do not make bacon.,"Pigs are better than sheep, they do not make bacon.",1,1,0,they,"0: Pigs, 1: sheep",1,delete
92,"Celine attempts to contact the resurrected Juliana, but seeing she has no memory of her previous life, she decides to leave her alone.","Celine attempts to contact the resurrected Juliana, seeing she has no memory of her previous life, she decides to leave her alone.",1,1,0,she,"0: Celine, 1: the resurrected Juliana",1,delete
93,The keys typed the words because they were meant to be typed on.,"The keys typed the words, they were meant to be typed on.",0,0,0,they,"0: The keys, 1: the words",0,delete
94,"Lauren promises to support Tanya, but struggles to cope with her mother's illness.","Lauren promises to support Tanya, she struggles to cope with her mother's illness.",1,1,0,her,"0: Lauren, 1: Tanya",1,delete
95,"Ava tries to pursue Mia, although she plays hard to get.","Ava tries to pursue Mia, she plays hard to get.",1,1,1,she,"0: Ava, 1: Mia",1,delete
96,"Mary smiled at Susan, but she was not happy to see her.","Mary smiled at Susan, she was not happy to see her.",0,1,0,she,"0: Mary, 1: Susan",0,delete
97,Lakshman asked Vivan to get him some ice cream because he was hot.,Lakshman asked Vivan to get him some ice cream; he was hot.,0,0,0,he,"0: Lakshman, 1: Vivan",0,delete
98,South Korea does not like North Korea because they are constantly threatening their peace.,South Korea does not like North Korea; they are constantly threatening their peace.,1,1,1,they,"0: South Korea, 1: North Korea",1,delete
99,"Jim was delighted to see Jack, because he brightened up his day.",Jim was delighted to see Jack; he brightened up his day.,1,0,1,he,"0: Jim, 1: Jack",1,delete
