,original_text,modified_text,modified_label,modified_pred,original_pred,modified_pronoun,modified_candidates,original_label,type
11,Bonnie is still a little freaked out about being attacked by Ashley but she is grateful to Stefan who saved her life.,"Bonnie's still kinda freaked about getting jumped by Ashley, but she's super thankful to Stefan for saving her life.",0,0,0,she,"0: Bonnie, 1: Ashley",0,casual
12,"The Police feared allowing the protesters to organize, so they denied their ability to gather.","The cops were worried about letting the protesters get together, so they shut down their plans to meet up.",0,0,1,they,"0: The cops, 1: the protesters",0,casual
13,"Lingad was defeated by Estelito Mendoza, but he raised charges of fraud which led to the staging of a new election for governor.","Lingad got beat by Estelito Mendoza, but then he called out fraud and that's why they had to do the whole governor election over again.",0,0,0,he,"0: Lingad, 1: Estelito Mendoza",0,casual
14,The man shot his friend and he died.,The guy shot his buddy and he kicked the bucket.,1,1,1,he,"0: The guy, 1: his buddy",1,casual
15,Michael Phelps was fined by Judge Louis because he was caught with illegal drugs.,Mike Phelps got a fine from Judge Louis'cause he got busted with illegal stuff.,0,0,0,he,"0: Mike Phelps, 1: Judge Louis",0,casual
16,"Gang-du tries to explain this to the man, but his protests go ignored.","Gang-du tries to tell the dude, but nobody's listening to his complaints.",0,0,0,his,"0: Gang-du, 1: the dude",0,casual
17,Journalist Jack Anderson speculated that Watergate Special Prosecutor Archibald Cox had been fired because he had started to investigate Rebozo's role in Nixon accepting covert payments.,Jack Anderson had a hunch that Archibald Cox got canned because he was poking around Rebozo's part in Nixon getting some sneaky payments.,1,1,1,he,"0: Jack Anderson, 1: Archibald Cox",1,casual
18,Narendran wants to get Ramu married to Leela but she is turned off by his cowardice.,"Narendran's looking to hook Ramu up with Leela, but she's totally put off by his lack of guts.",0,1,1,his,"0: Narendran, 1: Ramu",0,casual
19,"At first, Emma has a hard time accepting Maria as the not-so-dead Francesca, but she comes around eventually.","At first, Emma can't really wrap her head around Maria being the not-so-dead Francesca, but she gets the hang of it after a bit.",1,1,1,she,"0: the not-so-dead Francesca, 1: Emma",1,casual
20,Battlefield 3 is more fun than Modern Warfare 3 because it is a crappy game.,BF3 rocks more than MW3'cause it's just a lame game.,1,1,1,it,"0: BF3, 1: MW3",1,casual
21,The off-campus apartments were preferred to the on-campus apartments because they were cheaper.,Folks liked the off-campus apartments better than the ones on-campus'cause they were less pricey.,0,0,0,they,"0: the off-campus apartments, 1: the ones on-campus",0,casual
22,The paintball player was mad at the referee because he was called out but shouldn't.,The paintball dude was ticked off at the ref'cause he got called out when he totally shouldn't have.,0,0,0,he,"0: The paintball dude, 1: the ref",0,casual
23,Tricia then asks Julia if she has experienced any return of the night terrors.,Tricia then asked Julia if she's had any more of those night terrors.,0,1,0,she,"0: Julia, 1: Tricia",0,casual
24,Pigs are better than sheep because they make bacon.,Pigs beat sheep'cause they make bacon.,0,0,0,they,"0: Pigs, 1: sheep",0,casual
25,"Joseph did not defeat William in the match, so he earned $100.","Joe didn't beat Will in the game, so he snagged a hundred bucks.",1,1,0,he,"0: Joe, 1: Will",1,casual
26,"Martin found Charles common and repulsive, but since he advertised himself as the owner of a palatial estate, he agreed to marry him.","Martin thought Charles was just average and kinda gross, but since he bragged about owning a huge fancy place, he said yes to marrying him.",0,0,1,he,"0: Martin, 1: Charles",0,casual
27,Mary had a little lamb until she was stolen by Cindy.,Mary had a lil' lamb until Cindy swiped her.,1,0,0,her,"0: Mary, 1: lil' lamb",1,casual
28,"However, Toyotomi Hideyoshi ordered Koremitsu to be killed when he was thirteen years of age for unknown reasons.","But for some reason, Toyotomi Hideyoshi had Koremitsu offed when he was just thirteen.",0,1,1,he,"0: Koremitsu, 1: Toyotomi Hideyoshi",0,casual
29,"Jupiter is bigger than the Earth, but it is heavier due to being solid.","Jupiter's way bigger than Earth, but it's heavier'cause it's solid.",1,0,0,it,"0: Jupiter, 1: Earth",1,casual
30,"Meanwhile, Brumfield was replaced by Lieutenant Colonel Alex Preece, after an old football injury forced his evacuation to Australia in mid-November.","Meanwhile, Brumfield had to bail out and Lt. Col. Alex Preece took over,'cause an old football injury meant he had to jet off to Australia in mid-November.",1,1,1,he,"0: Lt. Col. Alex Preece, 1: Brumfield",1,casual
31,Kathy paid Jane to leave but she returned several weeks later.,"Kathy gave Jane some cash to take off, but she came back a few weeks later.",1,1,1,she,"0: Kathy, 1: Jane",1,casual
32,The mother bear attacked Karen because she had gotten too close to her cub.,Mama bear went for Karen'cause she got way too close to the little one.,1,1,1,she,"0: Mama bear, 1: Karen",1,casual
33,Robin goes to speak to Gael but discovers he has invited more backpackers to stay with them.,Robin heads over to chat with Gael but finds out he's invited more backpackers to crash with them.,1,1,1,he,"0: Robin, 1: Gael",1,casual
34,"Janet is in love with Wanda, but her father insists on her marrying a French lord.","Janet's totally into Wanda, but her dad's all about her tying the knot with some French lord.",0,0,0,her,"0: Janet, 1: Wanda",0,casual
35,"George scored against Thomas in the shootout, so he won the game.","George nailed it against Thomas in the shootout, and that's how he snagged the win.",0,0,0,he,"0: George, 1: Thomas",0,casual
36,"The AFL fan first knew of Dickfos when he made appearances in State of Origin matches, impressing for Queensland.","The AFL fan first heard about Dickfos when he showed up in State of Origin games, nailing it for Queensland.",0,0,0,he,"0: Dickfos, 1: The AFL fan",0,casual
37,The professor gave the student a bad grade because he was strict.,The prof was tough on the kid and dished out a lousy grade.,0,0,0,he,"0: The prof, 1: the kid",0,casual
38,My teacher asked a student to make sentences because he wanted to see him write.,My teacher told some kid to whip up sentences'cause he was keen to watch him scribble away.,0,1,0,he,"0: My teacher, 1: some kid",0,casual
39,Lily gave Amber a hug because she was sorry.,Lily hugged Amber cuz she felt bad.,0,0,0,she,"0: Lily, 1: Amber",0,casual
40,The minister befriended King George so he could have some friends.,The minister got chummy with King George just so he could make some pals.,1,0,0,he,"0: The minister, 1: King George",1,casual
41,Joe put Bob in the time machine and he went to the future.,Joe shoved Bob into the time machine and he zipped off to the future.,1,1,1,he,"0: Joe, 1: Bob",1,casual
42,Google Plus is expected to be a replacement for Facebook but it still does not have enough active users.,"People thought Google Plus would take over Facebook, but it's still kinda dead with not enough folks using it.",0,0,0,it,"0: Google Plus, 1: Facebook",0,casual
43,"The skeleton was scarier than the pumpkin, because it was rather simplistic and orange.","The skeleton freaked me out more than the pumpkin, cuz it was just too plain and orange.",1,1,1,it,"0: The skeleton, 1: the pumpkin",1,casual
44,"Josie did not like Sarah, but she did not know it.","Josie wasn't into Sarah, but she had no clue.",1,1,0,she,"0: Josie, 1: Sarah",1,casual
45,Toyota has the luxury brand Lexus: they are built for the rich.,"Toyota's got this fancy line called Lexus, and they're all about that high-end life.",0,1,1,they,"0: Lexus, 1: Toyota",0,casual
46,Juan Pablo is forced to save Greenlee when an Argentinian gang targets him and Carlos.,Juan Pablo has to rescue Greenlee'cause some Argentinian gang's after him and Carlos.,0,1,1,him,"0: Greenlee, 1: Juan Pablo",0,casual
47,"Jason built Rocky a robot, and he gave it to him.","Jason whipped up a robot for Rocky, and he handed it over to him.",0,0,0,he,"0: Jason, 1: Rocky",0,casual
48,"Paul tries to comfort Zack, but he rejects him and heads back to base with the intent to DOR himself.","Paul's trying to cheer Zack up, but he's not having it and just heads back to base, planning to DOR himself.",1,1,1,he,"0: Paul, 1: Zack",1,casual
49,The hyenas scavenged from the lions because they were desperate.,The hyenas were scrounging around what the lions left'cause they were super hungry.,0,0,0,they,"0: The hyenas, 1: the lions",0,casual
50,"Tina is scared, but Emma comes after her and protects herself with a gun.","Tina's freaked out, but Emma's got her back and whips out a gun to protect herself.",0,1,0,her,"0: Tina, 1: Emma",0,casual
51,Google Plus is expected to be a replacement for Facebook but it still has a lot more active users.,"Google Plus was supposed to take over from Facebook, but it's still got way more peeps hanging out there.",1,1,1,it,"0: Google Plus, 1: Facebook",1,casual
52,The blimp hit the tree because it was in the way.,The blimp smacked into the tree'cause it was in the way.,1,0,1,it,"0: The blimp, 1: the tree",1,casual
53,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,"Warren sneaked Nige out and was like, if he ever spots him again, he's gonna knock him off.",0,0,0,he,"0: Warren, 1: Nige",0,casual
54,South Korea does not like North Korea because they are constantly threatening their peace.,South Korea's got a beef with North Korea since they're always messing with their peace.,1,1,1,they,"0: South Korea, 1: North Korea",1,casual
55,Gennie becomes interested in Emma and is jealous when she starts seeing Chas.,Gennie's got her eye on Emma and gets super jealous when she kicks it off with Chas.,1,1,1,she,"0: Gennie, 1: Emma",1,casual
56,Billy beat Tommy at Scrabble because that newbie had no skill.,Billy totally crushed Tommy at Scrabble'cause the newbie had zero skills.,1,1,1,the newbie,"0: Billy, 1: Tommy",1,casual
57,The violin fell off the table because someone knocked it off.,The violin got knocked off the table'cause someone bumped into it.,0,0,0,it,"0: The violin, 1: the table",0,casual
58,The campers turned on their flashlights because it was dark without them.,The campers flicked on their flashlights'cause it was too dark without'em.,1,1,1,em,"0: The campers, 1: their flashlights",1,casual
59,"Brenda spends a day with Jasmine, but she runs off after she kisses her.","Brenda hangs out with Jasmine for a day, but she bolts after planting a kiss on her.",1,0,0,she,"0: Brenda, 1: Jasmine",1,casual
60,"Naji is supposed to come over for a visit with Khalil, but he doesn't come.","Naji was gonna come hang out with Khalil, but he didn't show up.",0,0,0,he,"0: Naji, 1: Khalil",0,casual
61,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,The MPs tossed the new soldiers into the brig'cause they were making a ruckus in the town next door.,1,1,1,they,"0: The MPs, 1: the new soldiers",1,casual
62,Bill asked Joe if he could borrow some money.,Bill hit up Joe to see if he could spot him some cash.,0,0,0,he,"0: Bill, 1: Joe",0,casual
63,"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida almost took Hyrum out, but Noa jumped in to save his neck.",1,1,1,his,"0: Elmeida, 1: Hyrum",1,casual
64,"Delilah tries to reconcile with Lizzy, but she insists that their relationship is over.","Delilah's trying to make up with Lizzy, but she's adamant that it's all done and dusted.",1,1,1,she,"0: Delilah, 1: Lizzy",1,casual
65,"Anna tries again to live with Karla, but she can not get Vronsky out of her head.","Anna gives it another shot to crash with Karla, but she just can't shake Vronsky from her mind.",0,0,0,her,"0: Anna, 1: Karla",0,casual
66,"Krishna agreed and let Rukmi go free, but not before having his head shaved as a visible sign of a warrior's defeat.","Krishna was cool with it and let Rukmi go, but not without shaving his head first to show he got beat.",1,1,1,his,"0: Krishna, 1: Rukmi",1,casual
67,John visited Luke in the hospital because he lived close by.,John swung by to see Luke at the hospital since he lived nearby.,0,0,0,he,"0: John, 1: Luke",0,casual
68,Steve hired Jose because he was a hard worker.,Steve got Jose on board cuz he's a real go-getter.,1,0,1,he,"0: Steve, 1: Jose",1,casual
69,Penelope claims to suspect Ruth because she suspected Ms Lingard would rescue her daughter and confess.,Penelope's pretty sure Ruth's up to something'cause she thought Ms Lingard would come save her kid and spill the beans.,0,0,0,she,"0: Penelope, 1: Ruth",0,casual
70,Samuel found out about Mark when his brother came to Japan.,Sam found out about Mark when his bro swung by Japan.,1,0,1,his,"0: Sam, 1: Mark",1,casual
71,John attacked Tim because he was a communist.,John went after Tim'cause he was a communist.,1,1,1,he,"0: John, 1: Tim",1,casual
72,"Carcetti is dubious about working with Davis, but Wilson convinces him that it may tip the balance.","Carcetti's not sure about teaming up with Davis, but Wilson talks him into it, saying it could swing things their way.",0,0,0,him,"0: Carcetti, 1: Davis",0,casual
73,The humans were afraid of the robots because they were weak.,People were scared of the robots'cause they were weak.,0,0,0,they,"0: People, 1: the robots",0,casual
74,The program could successfully parse the file because it was programmed well.,The app could totally handle the file'cause it was coded right.,0,0,0,it,"0: The app, 1: the file",0,casual
75,Hkkinen tried to attack Senna but he ran into the back of him.,Hkkinen tried to go for Senna but he ended up smacking into the back of him.,1,1,1,him,"0: Hkkinen, 1: Senna",1,casual
76,"Ravi is in love with Kushal, but, he does not agree.","Ravi's totally into Kushal, but he's not on board.",1,1,1,he,"0: Ravi, 1: Kushal",1,casual
77,The Punishers interrogates prisoners and when finished they execute them via an electric chair-like molecular disintegrator.,"The Punishers grill prisoners and once they're done, they zap them with something like an electric chair that disintegrates molecules.",1,1,1,they,"0: prisoners, 1: The Punishers",1,casual
78,"Megan accidentally fires a shot that injures Barbara, but she shoots Larry dead.","Megan accidentally popped off a shot that hurt Barbara, but then she blasted Larry and he's gone.",0,0,0,she,"0: Megan, 1: Barbara",0,casual
79,"Olivia wants to make amends with Emily, but she no longer wants to be friends.","Olivia's looking to patch things up with Emily, but she's done trying to be buddies.",1,0,1,she,"0: Olivia, 1: Emily",1,casual
80,"Lauren promises to support Tanya, but struggles to cope with her mother's illness.","Lauren's gonna back up Tanya, but it's tough handling her mom's sickness.",1,1,0,her,"0: Lauren, 1: Tanya",1,casual
81,Parents care for their children considerably since they are their pride and joy.,Parents really look after their kids because they're their whole world.,1,0,0,they,"0: Parents, 1: their kids",1,casual
82,"Samuel despises Carl, telling Bandini if he wants to win him over, he has to treat him poorly.","Sam can't stand Carl, telling Bandini if he wants to get on his good side, he's gotta be mean to him.",1,0,0,he,"0: Sam, 1: Carl",1,casual
83,"Jim was delighted to see Jack, because he brightened up his day.","Jim was super happy to bump into Jack,'cause he totally made his day.",1,0,1,he,"0: Jim, 1: Jack",1,casual
84,"Some fan girls created a rap about Windows phones, but they did not become more popular.","A bunch of fangirls whipped up a rap for Windows phones, but it didn't make'em any more cool.",1,1,1,em,"0: A bunch of fangirls, 1: Windows phones",1,casual
85,The attackers had been waiting for the journalists when they arrived.,The attackers were hanging around for the journalists when they showed up.,1,1,1,they,"0: The attackers, 1: the journalists",1,casual
86,John called Bill because he was a good listener.,John rang up Bill since he's always up for listening.,1,1,0,he,"0: John, 1: Bill",1,casual
87,My phone is working better than your phone because it is broken.,My phone's doing way better than yours'cause it's busted.,1,0,1,it,"0: My phone, 1: yours",1,casual
88,Joe raced against Steven because he thought it would be easy.,Joe went up against Steven cuz he figured it'd be a piece of cake.,0,0,0,he,"0: Joe, 1: Steven",0,casual
89,Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,"BF3's way cooler than MW3'cause it's just a better game, y'know?",0,0,0,it,"0: BF3, 1: MW3",0,casual
90,"While Mark deliberates whether to trust Dimble, he is found by police and arrested for Hingest's murder.","While Mark's trying to figure out if he can trust Dimble, the cops find him and slap the cuffs on him for Hingest's murder.",1,0,0,he,"0: Mark, 1: Dimble",1,casual
91,"Paul said Rodman was selfish about rebounding, but he deemed him a hard worker and coachable.","Paul was like,'Rodman's hogging all the rebounds,' but still thinks he's a real grinder and listens to the coach.",1,0,1,he,"0: Paul, 1: Rodman",1,casual
92,The general fired his pistol at the monster so he turned and looked.,The general blasted his gun at the beast and that made him spin around and take a look.,1,0,1,he,"0: The general, 1: the beast",1,casual
93,A chicken pecked at a bug and it ran away.,A chicken was peckin' at a bug and it scurried off.,1,1,1,it,"0: A chicken, 1: a bug",1,casual
94,The drug cartel enlists the help of the local population to work their fields since they need cheap labor to maximize their profits.,The drug gang gets the locals to work their fields'cause they need cheap workers to make more money.,0,0,0,they,"0: The drug gang, 1: the locals",0,casual
95,Watson beat Ken at Jeopardy because he is an inferior human.,Watson won against Ken at Jeopardy'cause he's just not as good.,1,1,1,he,"0: Watson, 1: Ken",1,casual
96,"Josie did not like Sarah, but she did not tell her.","Josie wasn't into Sarah, but she kept it to herself.",0,0,0,she,"0: Josie, 1: Sarah",0,casual
97,"Clark proposed to Albert but he turned him down, saying he was too set in his ways.","Clark popped the question to Albert but he said no, telling him he's too stuck in his ways.",1,1,1,he,"0: Clark, 1: Albert",1,casual
98,"Sam arrives and tries to speak to Dom again, but he does not want to see him, and asks him to leave.","Sam shows up and tries to chat with Dom again, but he's not up for it and tells him to get lost.",1,1,1,he,"0: Sam, 1: Dom",1,casual
99,"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","Fontan got snagged by the Spaniard Salvador Cardona, but snagging second in the stage snagged him the top spot in the overall rankings.",0,0,0,him,"0: Fontan, 1: the Spaniard Salvador Cardona",0,casual
