,original_text,modified_text,modified_pronoun,modified_candidates,modified_label,modified_pred,original_pred,original_label,index
14,"The football players went on strike against the NFL organization, but they will consider their demands to send the strike.","The soccer players went on strike against the DPRK Sports Committee, but it will consider their demands to end the strike.",they,"0: The soccer players, 1: the DPRK Sports Committee",1,0,0,1,355
15,"George scored against Thomas in the shootout, so he lost the game.","Cheikh scored against Thomas in the penalty shootout, so he lost the match.",he,"0: Cheikh, 1: Thomas",1,1,1,1,193
16,"Theresa almost admits to killing Stephanie, but stops when Logan tells her he is a police officer.","Hsiao-Ling almost admits to killing Stephanie, but stops when Wei-Lun tells her he is a police officer.",her,"0: Hsiao-Ling, 1: Stephanie",0,0,0,0,1782
17,The pen is mightier than the sword because it can only stab things.,The qalam is mightier than the saif because it can only inscribe words.,it,"0: The qalam, 1: the saif",1,0,0,1,36
18,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,Some performers choose to execute their own daring acts instead of using stunt stand-ins since they like to maintain the utmost authenticity.,they,"0: Some performers, 1: stunt stand-ins",0,0,0,0,412
19,"Wanda asks Regina if she wants to go with him, but Regina does not want to leave Owuor.","Vilay asks Phet if she wants to go with him, but Phet does not want to leave Seng.",she,"0: Vilay, 1: Phet",1,1,1,1,1058
20,The student wanted to ask the professor for help but decided not to because he was too intimidating.,The student wanted to ask the lecturer for assistance but decided against it because he was too daunting.,he,"0: The student, 1: the lecturer",1,0,0,1,13
21,The blacksmith refused to repair the armor for the knight because he did not have any money to pay with.,The te bino refused to repair the armor for the warrior because he did not have any shells to pay with.,he,"0: The te bino, 1: the warrior",1,0,0,1,459
22,Trotsky refused to support Lenin since he was waiting to see whether German workers would rebel and whether German soldiers would refuse to follow orders.,Ismail refused to support Ahmad since he was waiting to see whether Bruneian workers would rebel and whether Royal Brunei Armed Forces personnel would refuse to follow orders.,he,"0: Ismail, 1: Ahmad",1,0,0,1,862
23,A chicken pecked at a bug and it ran away.,A chicken pecked at a beetle and it scurried away.,it,"0: A chicken, 1: a beetle",1,1,1,1,95
24,"Pei Wei sells sesame chicken as a signature dish, so they are constantly picked as an order.","Yamato sells karaage as a signature dish, so they are constantly picked as an order.",they,"0: Yamato, 1: karaage",1,0,0,1,443
25,"Clark proposed to Albert but he turned him down, saying he was too set in his ways.","Foday proposed to Albert but he turned him down, saying he was too set in his ways.",he,"0: Foday, 1: Albert",1,0,0,1,1097
26,John called Bill because he was a good listener.,Elchin called Bill because he was a good listener.,he,"0: Elchin, 1: Bill",1,1,0,1,269
27,"Souness thanked Platini, but declined the offer, citing dressing room harmony as his reason.","Souness thanked Ahmadzai, but declined the offer, citing locker room unity as his reason.",his,"0: Souness, 1: Ahmadzai",0,0,0,0,903
28,The hyenas scavenged from the lions because they were desperate.,The jackals scavenged from the tigers because they were desperate.,they,"0: The jackals, 1: the tigers",0,0,0,0,186
29,Mary had a little lamb until she was stolen by Cindy.,Fatoumata had a small sheep until it was stolen by Cindy.,she,"0: Fatoumata, 1: a small sheep",1,0,0,1,274
30,"Lance tried to get back together with Bob, but his pride was hurt and he refused to take her back.","Ahmad tried to reconcile with Bob, but his pride was wounded and he refused to accept her again.",his,"0: Ahmad, 1: Bob",1,0,0,1,1606
31,Mary likes Joe because she has a cool name.,Siti likes Joe because she has a cool name.,she,"0: Siti, 1: Joe",1,0,0,1,282
32,"Mary smiled at Susan, but she was not happy to see her.","María smiled at Susan, but she was not happy to see her.",she,"0: María, 1: Susan",0,0,0,0,85
33,"Esaias was not related to Willem van de Velde, but he was the cousin of Jan van de Velde.","Ehsan was not related to Willem van de Velde, but he was the cousin of Ahmad van de Velde.",he,"0: Ehsan, 1: Willem van de Velde",0,0,0,0,1175
34,"James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his marriage.","Chen tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to postpone his traditional wedding ceremony.",he,"0: Chen, 1: Wallace",1,0,0,1,1103
35,The mother bear attacked Karen because she had gotten too close to her cub.,The mother cassowary attacked Kala because she had gotten too close to her chick.,she,"0: The mother cassowary, 1: Kala",1,0,0,1,82
36,Joe crashed into Mike and he had to pay for the damage.,Thet Win crashed into Myo Zaw and he had to pay for the damage.,he,"0: Thet Win, 1: Myo Zaw",1,0,0,1,142
37,The mother bear attacked Karen because she was worried for her cub.,The mother bear attacked Aýnabat because she was worried for her cub.,she,"0: The mother bear, 1: Aýnabat",0,0,0,0,83
38,Mary likes Joe because she has a cool name.,Shanelle likes Joe because she has a cool name.,she,"0: Shanelle, 1: Joe",1,0,0,1,282
39,Joe crashed into Mike and he had to pay for the damage.,Bongo crashed into Mike and he had to pay for the damage.,he,"0: Bongo, 1: Mike",1,0,0,1,142
40,"Carcetti is dubious about working with Davis, but Wilson convinces him that it may tip the balance.","Tavita is dubious about working with Davis, but Sione convinces him that it may tip the balance.",him,"0: Tavita, 1: Davis",0,0,0,0,1559
41,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society.,Thura decided to part ways with longtime guitarist Zaw Myo because he thought his music was beginning to sound too much like the local rock bands.,he,"0: Thura, 1: longtime guitarist Zaw Myo",0,0,0,0,1077
42,"Josie did not like Sarah, but she did not tell her.","Eleni did not like Maria, but she did not tell her.",she,"0: Eleni, 1: Maria",0,0,0,0,183
43,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Eun-Ji finally agrees to put Ji-Hyun ashore, but after she has given her sleeping pills.",she,"0: Eun-Ji, 1: Ji-Hyun",0,0,0,0,1688
44,Lakshman asked Vivan to get him some ice cream because he was hot.,Sokha asked Vivan to fetch him some shaved ice because he was hot.,he,"0: Sokha, 1: Vivan",0,0,0,0,194
45,Narendran wants to get Ramu married to Leela but she is turned off by his cowardice.,Najim wants to get Ramu married to Layla but she is turned off by his cowardice.,his,"0: Najim, 1: Ramu",0,0,1,0,1768
46,"Since the linesmen are relatively far away from the referees, they are also responsible for observing the sidelines on their side of the field.","Since the assistant referees are relatively far away from the centre referee, they are also responsible for observing the touchlines on their side of the pitch.",they,"0: the assistant referees, 1: the centre referee",1,0,0,1,1390
47,The general fired his pistol at the monster so he could be a distraction.,The commander fired his pistol at the creature so he could be a distraction.,he,"0: The commander, 1: the creature",0,0,0,0,22
48,Liverpool lost to Manchester United because they were a superior team.,Al Ansar lost to Al Ahed because they were a superior team.,they,"0: Al Ansar, 1: Al Ahed",1,1,1,1,25
49,"Jason built Rocky a robot, and he gave it to him.","Vladimir built Rocky a robot, and he gave it to him.",he,"0: Vladimir, 1: Rocky",0,0,0,0,30
50,Planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph.,Timor's monsoon season forces the villagers to seek shelter because they have winds of upwards to 80 kph.,they,"0: Timor's monsoon season, 1: the villagers",0,1,1,0,472
51,"John goes out to kill Tony, but he ambushes and bites him.","Aram goes out to kill Tony, but he ambushes and bites him.",he,"0: Aram, 1: Tony",1,0,0,1,2081
52,"The villagers attempt to have the werewolves executed, but they are instead exiled by the clan leader.","The barangay residents attempt to have the aswangs executed, but they are instead banished by the barangay captain.",they,"0: the aswangs, 1: The barangay residents",0,0,0,0,1350
53,Google Plus is expected to be a replacement for Facebook but it still has a lot more active users.,Jollof Plus is expected to be a replacement for Bantaba but it still has a lot more active users.,it,"0: Jollof Plus, 1: Bantaba",1,0,0,1,153
54,"Nonetheless, Harry remains with Rob until the night he learns that he had a fling with his high school nemesis, Ronnie Harrison.","Nonetheless, Iskandar remains with Azim until the night he learns that he had a fling with his high school nemesis, Davlatbek Nazarov.",he,"0: Azim, 1: Iskandar",1,1,1,1,1147
55,The hyenas scavenged from the lions because they were desperate.,The hyenas scavenged from the jaguars because they were desperate.,they,"0: The hyenas, 1: the jaguars",0,0,0,0,186
56,"Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was dismissed following his fourth season.","Ramon Santos succeeded Rodriguez, but after four years of steadily declining results, he was dismissed following his fourth season.",his,"0: Rodriguez, 1: Ramon Santos",1,1,1,1,1482
57,Liverpool lost to Manchester United because they were a superior team.,Levski Sofia lost to CSKA Sofia because they were a superior team.,they,"0: Levski Sofia, 1: CSKA Sofia",1,1,1,1,25
58,Toyota has the luxury brand Lexus: they are built for the rich.,Toyota has the luxury brand Lexus: they are crafted for the affluent.,they,"0: Lexus, 1: Toyota",0,0,0,0,378
59,"Sam arrives and tries to speak to Dom again, but he does not want to see him, and asks him to leave.","Bat arrives and tries to speak to Dom again, but he does not want to see him, and asks him to leave the ger.",he,"0: Bat, 1: Dom",1,0,1,1,915
60,Ken tried to sneak past the boss because he was looking for late people.,Andre tried to sneak past the supervisor because he was looking for latecomers.,he,"0: Andre, 1: the supervisor",1,0,0,1,185
61,My phone is working better than your phone because it is broken.,My smartphone is functioning better than your smartphone because it is broken.,it,"0: My smartphone, 1: your smartphone",1,0,0,1,107
62,"AMD recently managed to break a record in the New Guiness Book of Records, so they immortalized them in their record keeping.","AMD recently managed to break a record in the Singapore Book of Records, so they immortalized them in their record keeping.",they,"0: AMD, 1: the Singapore Book of Records",1,0,0,1,465
63,"The skeleton was scarier than the pumpkin, because it was rather simplistic and orange.","The skeleton was more intimidating than the juche lantern, because it was rather simplistic and orange.",it,"0: The skeleton, 1: the juche lantern",1,0,0,1,545
64,The doctor asks Bugs if he drank the potion ; he becomes insulted at the idea and leaves.,"The physician inquires if Joon-ho consumed the elixir; offended by the suggestion, Joon-ho departs.",he,"0: Joon-ho, 1: The physician",0,0,0,0,1565
65,A chicken pecked at a bug and it ran away.,A chicken pecked at a parktown prawn and it scuttled away.,it,"0: A chicken, 1: a parktown prawn",1,1,1,1,95
66,Mary likes Joe because she has a cool name.,Yuko likes Taro because she has a cool name.,she,"0: Yuko, 1: Taro",1,0,0,1,282
67,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","Noor presented strong evidence against Claire, but she may present a strong defense on her part.",she,"0: Noor, 1: Claire",1,0,0,1,429
68,Joe smells better than Adam since he hardly ever showers.,Ivan smells better than Adam since he hardly ever showers.,he,"0: Ivan, 1: Adam",1,0,0,1,35
69,"Josie did not like Sarah, but she did not tell her.","Adi did not like Sarah, but she did not tell her.",she,"0: Adi, 1: Sarah",0,0,0,0,183
70,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","Dayang Siti presented strong evidence against Claire, but she may present a strong defense on her part.",she,"0: Dayang Siti, 1: Claire",1,0,0,1,429
71,The pen is mightier than the sword because it can only stab things.,The bilum is mightier than the spear because it can only weave tales.,it,"0: The bilum, 1: the spear",1,0,0,1,36
72,Mellish disliked Callaghan so much that he resigned from the cabinet within months of Wilson's own retirement.,Ramnarine disliked Maharaj so much that he resigned from the cabinet within months of Persad's own retirement.,he,"0: Ramnarine, 1: Maharaj",0,0,0,0,1235
73,Michael Phelps was fined by Judge Louis because he was caught with illegal drugs.,Tavita was fined by Judge Louis because he was caught with illegal drugs.,he,"0: Tavita, 1: Judge Louis",0,0,0,0,402
74,Joe smells better than Adam since he hardly ever showers.,Jone smells better than Apenisa since he hardly ever showers.,he,"0: Jone, 1: Apenisa",1,0,0,1,35
75,The lion saw the fish and it was swimming.,The mongoose saw the parrotfish and it was swimming.,it,"0: The mongoose, 1: the parrotfish",1,1,1,1,119
76,Samuel found out about Mark when his brother came to Japan.,Min-Jun found out about Mark when his brother came to Pyongyang.,his,"0: Min-Jun, 1: Mark",1,0,0,1,1013
77,"The Samurais respected honor while pirates have a disregard for honor, since they are only interested in increasing their wealth.","The Bedouins respected honor while smugglers have a disregard for honor, since they are only interested in increasing their wealth.",they,"0: The Bedouins, 1: smugglers",1,1,1,1,419
78,"Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.","Gunel is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.",she,"0: Gunel, 1: Lucy",0,0,0,0,1289
79,Ryan Higa sometimes guest stars in videos for Kev Jumbo because he wants his friend's videos to succeed as well.,Haris Halilović sometimes guest stars in videos for Adnan Mulaomerović because he wants his friend's videos to succeed as well.,he,"0: Haris Halilović, 1: Adnan Mulaomerović",0,0,0,0,470
80,Georgina says Lucille is dead because she couldn't live with what she had done.,Salome says Lucille is dead because she could not live with what she had done.,she,"0: Salome, 1: Lucille",1,0,0,1,1413
81,"Olivia wants to make amends with Emily, but she no longer wants to be friends.","Layla wants to make amends with Noor, but she no longer wants to be friends.",she,"0: Layla, 1: Noor",1,0,0,1,209
82,Fleece feels better than cotton since they are of worse quality.,Longyi feels better than cotton since they are of worse quality.,they,"0: Longyi, 1: cotton",1,1,1,1,343
83,Lily gave Amber a hug because she was sad.,Luz gave Amber a hug because she was sad.,she,"0: Luz, 1: Amber",1,0,0,1,178
84,"Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.","Ivan Petrov surpassed Georgi Ivanov in Youtube subscribers, but he wants to increase the gap even more.",he,"0: Ivan Petrov, 1: Georgi Ivanov",0,0,0,0,389
85,Joe raced against Steven because he thought it would be easy.,Kamau raced against Steven because he thought it would be easy.,he,"0: Kamau, 1: Steven",0,0,0,0,148
86,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,The National Guard threw the army recruits in the guardhouse since they were causing a disturbance in the nearby village.,they,"0: The National Guard, 1: the army recruits",1,1,1,1,348
87,"Jim was delighted to see Jack, because he brightened up his day.","Kwame was delighted to see Kofi, because he brightened up his day.",he,"0: Kwame, 1: Kofi",1,1,1,1,558
88,Lurie claimed that Dennis Hopper was so high on sugar during his two-part episode that he was unable to concentrate long enough to fish.,Lurie claimed that Blagoja Popovski was so high on sugar during his two-part episode that he was unable to concentrate long enough to fish in Lake Ohrid.,his,"0: Lurie, 1: Blagoja Popovski",1,1,1,1,1280
89,"Gang-du tries to explain this to the man, but his protests go ignored.","Dardan tries to explain this to the man, but his protests go ignored.",his,"0: Dardan, 1: the man",0,0,0,0,1412
90,My phone is working better than your phone because it is broken.,My mobile is functioning better than your mobile because it is damaged.,it,"0: My mobile, 1: your mobile",1,0,0,1,107
91,The general fired his pistol at the monster so he could be a distraction.,The commander fired his cacharamba at the criatura so he could be a distraction.,he,"0: The commander, 1: the criatura",0,0,0,0,22
92,The student wanted to ask the professor for help but decided not to because he was too intimidating.,The talaba wanted to ask the o'qituvchi for help but decided not to because he was too intimidating.,he,"0: The talaba, 1: the o'qituvchi",1,1,0,1,13
93,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society.,Daulet decided to part ways with longtime dombra player Yerzhan because he thought his music was beginning to sound too much like a traditional Kazakh ensemble.,he,"0: Daulet, 1: longtime dombra player Yerzhan",0,0,0,0,1077
94,"James occasionally visits Archie, but he starts to take a fancy to local school headteacher Katrina Finlay.","Yousef occasionally visits Archie, but he starts to take a fancy to local school headteacher Rania Al-Abdullah.",he,"0: Yousef, 1: Archie",1,0,0,1,1074
95,The man shot his friend and he died.,The fisherman speared his mate and he perished.,he,"0: The fisherman, 1: his mate",1,0,0,1,144
96,"Jason built Rocky a robot, and he gave it to him.","Kouassi built Rocky a robot, and he gave it to him.",he,"0: Kouassi, 1: Rocky",0,0,0,0,30
97,Journalist Jack Anderson speculated that Watergate Special Prosecutor Archibald Cox had been fired because he had started to investigate Rebozo's role in Nixon accepting covert payments.,Journalist Juan González speculated that Watergate Special Prosecutor Archibald Cox had been dismissed because he had begun to probe into Noriega's involvement in Nixon receiving clandestine payments.,he,"0: Journalist Juan González, 1: Watergate Special Prosecutor Archibald Cox",1,1,1,1,1027
98,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove he was the stronger man.,Sergiu Bodiu challenged Ion Creangă to a fight because he wanted to prove he was the stronger man.,he,"0: Sergiu Bodiu, 1: Ion Creangă",0,0,0,0,98
99,The professor gave the student a bad grade because he was strict.,The lecturer gave the pupil a poor mark because he was rigorous.,he,"0: The lecturer, 1: the pupil",0,0,0,0,215
