,original_text,modified_text,modified_label,modified_pred,original_pred,modified_pronoun,modified_candidates,original_label,type
27,"Geraci swears revenge against Michael, staying quiet until he can hatch a plan to defeat him.","Revenge against Michael is sworn by Geraci, who stays quiet until a plan to defeat him can be hatched.",1,1,0,him,"0: Geraci, 1: Michael",0,active_to_passive
28,"Ravi is in love with Kushal, but, he does not agree.","Kushal is loved by Ravi, but, he is not agreed with.",1,1,1,he,"0: Ravi, 1: Kushal",1,active_to_passive
29,Google Plus is expected to be a replacement for Facebook but it still has a lot more active users.,"A replacement for Facebook is expected to be provided by Google Plus, but a lot more active users are still maintained by it.",1,1,1,it,"0: Google Plus, 1: Facebook",1,active_to_passive
30,The pen is mightier than the sword because it can be used to write world-changing documents.,The pen is considered mightier than the sword because world-changing documents can be written with it.,0,0,0,it,"0: The pen, 1: the sword",0,active_to_passive
31,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove he was the stronger man.,Jean Claude Van Damme was challenged to a fight by Steven Seagal because he wanted to prove he was the stronger man.,0,0,0,he,"0: Steven Seagal, 1: Jean Claude Van Damme",0,active_to_passive
32,Pigs are better than sheep because they make bacon.,Pigs are considered better than sheep because bacon is made by them.,0,0,0,them,"0: Pigs, 1: sheep",0,active_to_passive
33,Fleece feels better than cotton since they are of worse quality.,Fleece is felt to be better than cotton since they are considered to be of worse quality.,1,1,1,they,"0: Fleece, 1: cotton",1,active_to_passive
34,The car beat the bike because it was faster.,The bike was beaten by the car because it was faster.,0,0,0,it,"0: The car, 1: the bike",0,active_to_passive
35,"The AFL fan first knew of Dickfos when he made appearances in State of Origin matches, impressing for Queensland.","Dickfos was first known to the AFL fan when appearances were made by him in State of Origin matches, impressing for Queensland.",0,0,0,him,"0: Dickfos, 1: The AFL fan",0,active_to_passive
36,Steve hired Jose because he was a hard worker.,Jose was hired by Steve because he was a hard worker.,1,1,1,he,"0: Steve, 1: Jose",1,active_to_passive
37,"Krishna agreed and let Rukmi go free, but not before having his head shaved as a visible sign of a warrior's defeat.","Rukmi was let go free by Krishna, but not before having his head shaved as a visible sign of a warrior's defeat.",1,1,1,his,"0: Krishna, 1: Rukmi",1,active_to_passive
38,"Since the linesmen are relatively far away from the referees, they are also responsible for observing the sidelines on their side of the field.","Since the linesmen are positioned relatively far away from the referees, the sidelines on their side of the field are also to be observed by them.",1,0,0,them,"0: the linesmen, 1: the referees",1,active_to_passive
39,Hallums did not appeal to American President Bush to help earn his release.,An appeal was not made by Hallums to American President Bush to help earn his release.,0,0,0,his,"0: Hallums, 1: American President Bush",0,active_to_passive
40,"Toyota has the luxury brand Lexus, although they typically sell for the average consumer.","The luxury brand Lexus is owned by Toyota, although they are typically sold for the average consumer.",0,0,1,they,"0: Lexus, 1: Toyota",1,active_to_passive
41,James Cameron is more successful than Michael Bay because his movies sell more worldwide.,More success is attributed to James Cameron than to Michael Bay because more worldwide sales are generated by his movies.,0,0,0,his,"0: James Cameron, 1: Michael Bay",0,active_to_passive
42,The program could successfully parse the file because it was programmed well.,The file could be successfully parsed by the program because it was programmed well.,0,1,0,it,"0: The program, 1: the file",0,active_to_passive
43,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The price of the tickets to the dance for the students was increased by the committee, but the decision was later changed by them.",0,0,0,them,"0: The committee, 1: the students",0,active_to_passive
44,Tricia then asks Julia if she has experienced any return of the night terrors.,Julia is then asked by Tricia if any return of the night terrors has been experienced by her.,0,0,0,her,"0: Julia, 1: Tricia",0,active_to_passive
45,The doctor asks Bugs if he drank the potion ; he becomes insulted at the idea and leaves.,"Bugs is asked by the doctor if the potion was drunk by him; insulted at the idea, he leaves.",0,0,0,he,"0: Bugs, 1: The doctor",0,active_to_passive
46,Nathan warns Vince that if he doesn't return the money he will tell Rod.,"Vince is warned by Nathan that if the money is not returned by him, Rod will be told.",1,1,1,him,"0: Nathan, 1: Vince",1,active_to_passive
47,"Jack and Mark get increasingly drunk and show up uninvited to see classmates, but they refuses to let them in.","Jack and Mark are seen getting increasingly drunk and showing up uninvited to see classmates, but entry is refused to them.",1,1,0,them,"0: classmates, 1: Jack and Mark",0,active_to_passive
48,John asked Bill because he was confused.,Bill was asked by John because he was confused.,0,0,0,he,"0: John, 1: Bill",0,active_to_passive
49,"Jim was delighted to see Jack, because he brightened up his day.","Jim was delighted to see Jack, because his day was brightened up by him.",1,1,1,him,"0: Jim, 1: Jack",1,active_to_passive
50,"Because the BFG refuses to eat the human, he subsists on a revolting vegetable known as a ` Snozzcumber '.","Because the human is not eaten by the BFG, subsistence on a revolting vegetable known as a `Snozzcumber' is maintained by him.",0,0,0,him,"0: the BFG, 1: the human",0,active_to_passive
51,Joe put Bob in the time machine and he went to the future.,Bob was put in the time machine by Joe and he went to the future.,1,1,1,he,"0: Joe, 1: Bob",1,active_to_passive
52,"Carlos becomes obsessed with Simon, but he suffers feelings of guilt since he is Rose's fianc.","Obsession with Simon is developed by Carlos, but feelings of guilt are suffered by him since he is the fiancé of Rose.",0,0,0,he,"0: Carlos, 1: Simon",1,active_to_passive
53,Tony helped Jeff because he needed help.,Jeff was helped by Tony because he needed help.,1,1,1,he,"0: Tony, 1: Jeff",1,active_to_passive
54,"Carl borrowed a book from Richard, but the book was never returned to him.","A book was borrowed by Carl from Richard, but it was never returned to him.",1,1,1,him,"0: Carl, 1: Richard",1,active_to_passive
55,The keys typed the words because they were meant to be typed on.,The words were typed by the keys because they were meant to be typed on.,0,1,0,they,"0: The keys, 1: the words",0,active_to_passive
56,"Janis is ordered to kill Noelia, but doesn't know if she can go along with this.","Noelia is to be killed by Janis, but it is not known if this can be gone along with by her.",0,1,0,her,"0: Janis, 1: Noelia",0,active_to_passive
57,Robin goes to speak to Gael but discovers he has invited more backpackers to stay with them.,Robin goes to speak to Gael but it is discovered that more backpackers have been invited by him to stay with them.,1,1,1,him,"0: Robin, 1: Gael",1,active_to_passive
58,"Eclipso then attempts to kill Mehdi, but finds that he is too strong.","An attempt is then made by Eclipso to kill Mehdi, but it is found that he is too strong.",1,1,1,he,"0: Eclipso, 1: Mehdi",1,active_to_passive
59,The chimpanzee could not use Linux because it was an animal.,Linux could not be used by the chimpanzee because it was an animal.,0,0,0,it,"0: The chimpanzee, 1: Linux",0,active_to_passive
60,"Hinckley did not hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.","Reagan was not hit directly by Hinckley, but he was seriously wounded when a bullet, having ricocheted off the side of the presidential limousine, struck him in the chest.",1,1,1,him,"0: Hinckley, 1: Reagan",1,active_to_passive
61,John visited Luke in the hospital because he lived close by.,Luke was visited by John in the hospital because he lived close by.,0,0,0,he,"0: John, 1: Luke",0,active_to_passive
62,"Rick Perry is doing stronger than Mitt Romney in the polls, but he is confident to maintain the lead.","Stronger performance in the polls is being shown by Rick Perry than by Mitt Romney, but the lead is expected to be maintained by him.",0,0,0,him,"0: Rick Perry, 1: Mitt Romney",0,active_to_passive
63,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Jennifer is finally agreed by Emma to be put ashore, but only after sleeping pills have been given to her by Emma.",0,1,0,her,"0: Emma, 1: Jennifer",0,active_to_passive
64,The blacksmith refused to repair the armor for the knight because he did not have any money to pay with.,The repair of the armor for the knight was refused by the blacksmith because he did not have any money to pay with.,1,1,1,he,"0: The blacksmith, 1: the knight",1,active_to_passive
65,"The Police feared allowing the protesters to organize, so they denied their ability to gather.","The allowance for the protesters to organize was feared by the Police, so their ability to gather was denied by them.",0,0,0,them,"0: The Police, 1: the protesters",0,active_to_passive
66,The professor gave the student a bad grade because he was strict.,A bad grade was given to the student by the professor because he was strict.,0,0,0,he,"0: The professor, 1: the student",0,active_to_passive
67,"Wanda asks Regina if she wants to go with him, but Regina does not want to leave Owuor.","Regina is asked by Wanda if she wants to go with him, but leaving Owuor is not wanted by Regina.",1,1,1,she,"0: Wanda, 1: Regina",1,active_to_passive
68,"Celine attempts to contact the resurrected Juliana, but seeing she has no memory of her previous life, she decides to leave her alone.","An attempt to contact the resurrected Juliana is made by Celine, but it is seen that she has no memory of her previous life, leading to the decision by Celine to leave her alone.",1,1,1,she,"0: Celine, 1: the resurrected Juliana",1,active_to_passive
69,Lily gave Amber a hug because she was sorry.,Amber was given a hug by Lily because she was sorry.,0,0,0,she,"0: Lily, 1: Amber",0,active_to_passive
70,Liverpool lost to Manchester United because they were a superior team.,The loss was suffered by Liverpool to Manchester United because they were a superior team.,1,1,1,they,"0: Liverpool, 1: Manchester United",1,active_to_passive
71,Bill asked Joe if he could borrow some money.,Joe was asked by Bill if he could borrow some money.,0,0,0,he,"0: Bill, 1: Joe",0,active_to_passive
72,"Director Ulli Lommel was unsure about casting Klaus Kinski, but he met him and he was very nice, according to Lommel.","It was uncertain to Director Ulli Lommel whether to cast Klaus Kinski, but upon meeting him, he was found to be very nice, according to Lommel.",1,1,1,he,"0: Director Ulli Lommel, 1: Klaus Kinski",0,active_to_passive
73,"The villagers attempt to have the werewolves executed, but they are instead exiled by the clan leader.","An attempt is made by the villagers to have the werewolves executed, but the werewolves are instead exiled by the clan leader.",0,0,0,they,"0: the werewolves, 1: The villagers",0,active_to_passive
74,Trotsky refused to support Lenin since he was waiting to see whether German workers would rebel and whether German soldiers would refuse to follow orders.,Support for Lenin was refused by Trotsky since he was being waited upon to see whether German workers would rebel and whether German soldiers would refuse to follow orders.,1,1,0,he,"0: Trotsky, 1: Lenin",1,active_to_passive
75,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,"Nige was snuck outside by Warren, and it was said that if he ever saw him again, he would be killed.",1,1,0,him,"0: Warren, 1: Nige",0,active_to_passive
76,Ryan Higa sometimes guest stars in videos for Kev Jumbo because he wants his friend's videos to succeed as well.,"Sometimes, videos for Kev Jumbo are guest-starred in by Ryan Higa because he wants his friend's videos to succeed as well.",0,0,0,he,"0: Ryan Higa, 1: Kev Jumbo",0,active_to_passive
77,Lakshman asked Vivan to get him some ice cream because he was hot.,Vivan was asked by Lakshman to get some ice cream for him because he was hot.,0,0,0,he,"0: Lakshman, 1: Vivan",0,active_to_passive
78,The Punishers interrogates prisoners and when finished they execute them via an electric chair-like molecular disintegrator.,"Prisoners are interrogated by The Punishers and, when finished, are executed via an electric chair-like molecular disintegrator by them.",1,1,1,them,"0: prisoners, 1: The Punishers",1,active_to_passive
79,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","Strong evidence against Claire was presented by Jane Bingum, but a strong defense may be presented on her part by her.",1,1,1,her,"0: Jane Bingum, 1: Claire",1,active_to_passive
80,The blimp hit the tree because it was in the way.,The tree was hit by the blimp because it was in the way.,1,1,1,it,"0: The blimp, 1: the tree",1,active_to_passive
81,"Meanwhile, Brumfield was replaced by Lieutenant Colonel Alex Preece, after an old football injury forced his evacuation to Australia in mid-November.","Meanwhile, Lieutenant Colonel Alex Preece was brought in to replace Brumfield, after an old football injury necessitated the evacuation of the latter to Australia in mid-November.",1,1,1,his,"0: Lieutenant Colonel Alex Preece, 1: Brumfield",1,active_to_passive
82,"Corday fatally stabbed Maya, though she did not attempt to flee.","Maya was fatally stabbed by Corday, though an attempt to flee was not made by her.",1,1,0,her,"0: Corday, 1: Maya",0,active_to_passive
83,Gennie becomes interested in Emma and is jealous when she starts seeing Chas.,"Interest in Emma is shown by Gennie, and jealousy is felt by her when Chas is started to be seen by Emma.",0,0,1,her,"0: Gennie, 1: Emma",1,active_to_passive
84,The chef held the waiter so that he would not flee.,The waiter was held by the chef so that he would not flee.,1,1,1,he,"0: The chef, 1: the waiter",1,active_to_passive
85,Billy beat Tommy at Scrabble because that newbie had no skill.,Tommy was beaten by Billy at Scrabble because he had no skill.,1,1,1,he,"0: Billy, 1: Tommy",1,active_to_passive
86,Juan Pablo is forced to save Greenlee when an Argentinian gang targets him and Carlos.,Greenlee is saved by Juan Pablo when an Argentinian gang targets Carlos and him.,0,0,1,him,"0: Greenlee, 1: Juan Pablo",0,active_to_passive
87,Narendran wants to get Ramu married to Leela but she is turned off by his cowardice.,"Narendran wants Ramu to be married to Leela, but by his cowardice, she is turned off.",0,1,1,his,"0: Narendran, 1: Ramu",0,active_to_passive
88,"Jason built Rocky a robot, so he had more free time.","A robot was built for Rocky by Jason, so he had more free time.",1,1,0,he,"0: Jason, 1: Rocky",1,active_to_passive
89,"Josie did not like Sarah, but she did not tell her.","Sarah was not liked by Josie, but she was not told by her.",1,1,0,she,"0: Josie, 1: Sarah",0,active_to_passive
90,"When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him.","When it is realized by Saul where Javadi is going, Carrie and Quinn are immediately sent there by him to intercept Javadi.",0,0,0,him,"0: Saul, 1: Javadi",0,active_to_passive
91,Madison has a short attraction to Matilda but she rebuffs her.,"A short attraction to Matilda is had by Madison, but she is rebuffed by her.",0,0,0,she,"0: Madison, 1: Matilda",1,active_to_passive
92,John attacked Tim because he was a communist.,Tim was attacked by John because he was a communist.,1,0,1,he,"0: John, 1: Tim",1,active_to_passive
93,Bob sued Bill because he wanted more money.,Bill was sued by Bob because he wanted more money.,0,0,0,he,"0: Bob, 1: Bill",0,active_to_passive
94,"Clark proposed to Albert but he turned him down, saying he was too set in his ways.","A proposal was made to Albert by Clark but he was turned down, with the statement being made that he was too set in his ways.",0,1,1,he,"0: Clark, 1: Albert",1,active_to_passive
