,original_text,modified_text,modified_pronoun,modified_candidates,modified_label,modified_pred,original_pred,original_label,index
23,The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,The racquetball players were annoyed by the other students in the ACTIVITY center because they were using the racquetball courts to play badminton.,they,"0: The racquetball players, 1: the other students",1,1,1,1,136
24,John fired Bill because he was incompetent.,John fired Bill because HE was incompetent.,he,"0: John, 1: Bill",1,1,0,1,51
25,The boss fired the worker when he stopped performing well.,The boss fired the WORKER when he stopped performing well.,he,"0: The boss, 1: WORKER",1,1,0,1,124
26,The violin fell off the table because someone knocked it off.,the violin fell off the table because someone knocked it off.,it,"0: the violin, 1: the table",0,0,0,0,176
27,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,they,"0: some actors, 1: stunt doubles",0,0,0,0,412
28,Planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph.,planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph.,they,"0: planet 343's sandstorm, 1: the inhabitants",0,0,1,0,472
29,A chicken pecked at a bug and it ate it.,a chicken pecked at a bug and it ate it.,it,"0: A chicken, 1: a bug",0,0,0,0,94
30,Lakshman asked Vivan to get him some ice cream because he was hot.,Lakshman asked vivan to get him some ice cream because he was hot.,he,"0: Lakshman, 1: vivan",0,0,0,0,194
31,"Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.","ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.",he,"0: ray William Johnson, 1: NigaHiga",0,0,0,0,389
32,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","the committee increased the price of the tickets to the dance for the students, but they changed their decision later.",they,"0: The committee, 1: the students",0,0,0,0,205
33,"The U.S.S Enterprise tried to assist a sister ship, but they arrived too late to save them.","the u.s.s enterprise tried to assist a sister ship, but they arrived too late to save them.",they,"0: the u.s.s enterprise, 1: a sister ship",0,0,0,0,466
34,The car passed the truck because it was going too slow.,the car passed the truck because it was going too slow.,it,"0: The car, 1: the truck",0,0,0,0,104
35,The fisherman hooked a big fish but he dropped his pole.,the fisherman hooked a big fish but he dropped his pole.,he,"0: The fisherman, 1: a big fish",0,0,0,0,189
36,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.",she,"0: jane Bingum, 1: Claire",1,0,0,1,429
37,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,the Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,they,"0: The Military Police, 1: the army recruits",1,1,1,1,348
38,The man shot his friend and he died.,the man shot his friend and he died.,he,"0: the man, 1: his friend",1,0,0,1,144
39,Pigs are better than sheep because they do not make bacon.,pigs are better than sheep because they do not make bacon.,they,"0: pigs, 1: sheep",1,0,0,1,229
40,The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,the racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,they,"0: The racquetball players, 1: the other students",1,1,1,1,136
41,The bat hit the ball because it was designed to be hit.,the bat hit the ball because it was designed to be hit.,it,"0: The bat, 1: the ball",1,0,0,1,63
42,Louise tries to kill Joy but she pleads and tells her that both of them were cheated on by their spouses.,Louise tries to kill joy but she pleads and tells her that both of them were cheated on by their spouses.,she,"0: Louise, 1: Joy",1,0,0,1,1306
43,Ken tried to sneak past the boss because he was looking for late people.,ken tried to sneak past the boss because he was looking for late people.,he,"0: ken, 1: the boss",1,0,0,1,185
44,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","Jane bingum presented strong evidence against Claire, but she may present a strong defense on her part.",she,"0: Jane Bingum, 1: Claire",1,0,0,1,429
45,"Mark still wants to marry Johnny, but at the wedding his cowardice comes out once more.","Mark still wants to marry johnny, but at the wedding his cowardice comes out once more.",his,"0: Mark, 1: Johnny",1,0,0,1,1535
46,A chicken pecked at a bug and it ran away.,a chicken pecked at a bug and it ran away.,it,"0: A chicken, 1: a bug",1,1,1,1,95
47,Bob asked Tom if he could lend some money.,Bob asked tom if he could lend some money.,he,"0: Bob, 1: Tom",1,0,0,1,75
48,"Pei Wei sells sesame chicken as a signature dish, so they are constantly picked as an order.","pei wei sells sesame chicken as a signature dish, so they are constantly picked as an order.",they,"0: pei wei, 1: sesame chicken",1,0,0,1,443
49,The hyenas scavenged from the lions because they were desperate.,The hyEnAs scavenged from the lions because they were desperate.,they,"0: The hyEnAs, 1: the lions",0,0,0,0,186
50,"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after hE hEaRs a poem that he had written.",he,"0: Mohammad Hosein, 1: Naser al-Din Shah Qajar",0,0,0,0,1177
51,Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,Battlefield 3 is more fun than Modern Warfare 3 because iT is a better game.,it,"0: Battlefield 3, 1: Modern Warfare 3",0,0,0,0,220
52,"The Police feared allowing the protesters to organize, so they denied their ability to gather.","The Police feared allowing the protesters to organize, so tHeY denied their ability to gather.",they,"0: The Police, 1: the protesters",0,0,0,0,344
53,"Dan walks away from Samuel and he tries running after him, but he trips and falls.","Dan walks away from Samuel and he tries running after hIm, but he trips and falls.",him,"0: Dan, 1: Samuel",0,0,0,0,1388
54,The professor gave the student a bad grade because he was strict.,The pRoFeSsOr gave the student a bad grade because he was strict.,he,"0: The pRoFeSsOr, 1: the student",0,0,0,0,215
55,"Mary smiled at Susan, but she was not happy to see her.","Mary smiled at Susan, but sHe wAs nOt happy to see her.",she,"0: Mary, 1: Susan",0,1,0,0,85
56,The ghost entered the house because it was haunting.,The gHoSt entered the house because it was haunting.,it,"0: The gHoSt, 1: the house",0,0,0,0,112
57,"Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.","Ray William Johnson surpassed nigaHiga in Youtube subscribers, but he wants to increase the gap even more.",he,"0: Ray William Johnson, 1: nigaHiga",0,0,0,0,389
58,The mother bear attacked Karen because she was worried for her cub.,The mother bear attacked Karen because sHe was worried for her cub.,she,"0: The mother bear, 1: Karen",0,0,0,0,83
59,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The cOmMiTtEe increased the price of the tickets to the dance for the students, but they changed their decision later.",they,"0: The cOmMiTtEe, 1: the students",0,0,0,0,205
60,The clown smiled at the child and he offered him a balloon.,The clown smiled at the child and hE offered him a balloon.,he,"0: The clown, 1: the child",0,0,0,0,121
61,The fisherman hooked a big fish but he dropped his pole.,The fisherman hooked a big fish but hE dRoPpEd his pole.,he,"0: The fisherman, 1: a big fish",0,0,0,0,189
62,Robin goes to speak to Gael but discovers he has invited more backpackers to stay with them.,Robin goes to speak to Gael but discovers he has invited more backpackers to stay with ThEm.,he,"0: Robin, 1: Gael",1,1,1,1,1708
63,"Some fan girls created a rap about Windows phones, but they did not become more popular.","Some fan girls created a rap about Windows phones, but tHeY did not become more popular.",they,"0: Some fan girls, 1: Windows phones",1,0,0,1,519
64,"Joseph did not defeat William in the match, so he earned $100.","Joseph did not defeat William in the match, so hE eArNeD $100.",he,"0: Joseph, 1: William",1,0,0,1,159
65,"Rice beat Texas, even though they were the best team in the nation.","Rice beat Texas, even though tHeY were the best team in the nation.",they,"0: Rice, 1: Texas",1,0,0,1,27
66,"Carlos becomes obsessed with Simon, but he suffers feelings of guilt since he is Rose's fianc.","Carlos becomes obsessed with Simon, but he suffers feelings of guilt since he is Rose's fIaNc.",he,"0: Carlos, 1: Simon",1,0,0,1,1206
67,"Pei Wei sells sesame chicken as a signature dish, so they are constantly picked as an order.","Pei Wei sells sesame chicken as a signature dish, so tHeY are constantly picked as an order.",they,"0: Pei Wei, 1: sesame chicken",1,0,0,1,443
68,Journalist Jack Anderson speculated that Watergate Special Prosecutor Archibald Cox had been fired because he had started to investigate Rebozo's role in Nixon accepting covert payments.,Journalist Jack Anderson speculated that Watergate Special Prosecutor Archibald Cox had been fired because he had started to investigate Rebozo's role in NiXoN accepting covert payments.,he,"0: Journalist Jack Anderson, 1: Watergate Special Prosecutor Archibald Cox",1,1,1,1,1027
69,Fernando goes to talk to Alfonso but he pretends not to recognise them and calls them liars.,Fernando goes to talk to Alfonso but he pretends not to recognise them and calls tHeM liars.,he,"0: Fernando, 1: Alfonso",1,0,0,1,1793
70,Kathy paid Jane to leave but she returned several weeks later.,Kathy paid Jane to leave but sHe returned several weeks later.,she,"0: Kathy, 1: Jane",1,1,1,1,1986
71,Gennie becomes interested in Emma and is jealous when she starts seeing Chas.,Gennie becomes interested in Emma and is jealous when sHe starts seeing Chas.,she,"0: Gennie, 1: Emma",1,1,1,1,1736
72,The needle punctured the skin but it failed to register pain.,The nEeDlE punctured the skin but it failed to register pain.,it,"0: The nEeDlE, 1: the skin",1,0,0,1,116
73,"Delilah tries to reconcile with Lizzy, but she insists that their relationship is over.","Delilah tries to reconcile with Lizzy, but sHe iNsIsTs that their relationship is over.",she,"0: Delilah, 1: Lizzy",1,0,0,1,1038
74,Pigs are better than sheep because they do not make bacon.,Pigs are better than sheep because tHeY do not make bacon.,they,"0: Pigs, 1: sheep",1,0,0,1,229
75,"Megan accidentally fires a shot that injures Barbara, but she shoots Larry dead.","Megan accidentally fires a shot that injures Barbara, but She shoots Larry dead.",she,"0: Megan, 1: Barbara",0,0,0,0,2058
76,The cat was afraid of the dog because it was timid.,The Cat was afraid of the dog because it was timid.,it,"0: The Cat, 1: the dog",0,0,0,0,175
77,"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","Fontan was caught by the Spaniard Salvador Cardona, but His second place in the stage gave him the lead in the general classification.",his,"0: Fontan, 1: the Spaniard Salvador Cardona",0,0,0,0,1151
78,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Emma finally agrees to Put Jennifer ashore, but after she has given her sleeping pills.",she,"0: Emma, 1: Jennifer",0,0,0,0,1688
79,"Ginette wants to hug Susanna, but she notices that the tobacco smell comes from her clothes.","Ginette wants to hug Susanna, But she notices that the tobacco smell comes from her clothes.",she,"0: Ginette, 1: Susanna",0,0,0,0,1296
80,"Esaias was not related to Willem van de Velde, but he was the cousin of Jan van de Velde.","Esaias was not related to Willem van de Velde, but He was the cousin of Jan van de Velde.",he,"0: Esaias, 1: Willem van de Velde",0,0,0,0,1175
81,The humans were afraid of the robots because they were weak.,The Humans were afraid of the robots because they were weak.,they,"0: The Humans, 1: the robots",0,0,0,0,238
82,The professor gave the student a bad grade because he was strict.,The Professor gave the student a bad grade because he was strict.,he,"0: The Professor, 1: the student",0,0,0,0,215
83,The employer talked to the employee about being loyal to him.,The Employer talked to the employee about being loyal to him.,him,"0: The Employer, 1: the employee",0,0,0,0,92
84,The cat was afraid of the dog because it was timid.,The cat was afraid of the dog because It was timid.,it,"0: The cat, 1: the dog",0,0,0,0,175
85,"George scored against Thomas in the shootout, so he won the game.","George scored against Thomas in the shootout, so He won the game.",he,"0: George, 1: Thomas",0,0,0,0,192
86,A chicken pecked at a bug and it ate it.,A Chicken pecked at a bug and it ate it.,it,"0: A Chicken, 1: a bug",0,0,0,0,94
87,The keys typed the words because they were meant to be typed on.,The keys Typed the words because they were meant to be typed on.,they,"0: The keys, 1: the words",0,0,0,0,135
88,Samuel found out about Mark when his brother came to Japan.,Samuel found out about Mark when His brother came to Japan.,his,"0: Samuel, 1: Mark",1,0,0,1,1013
89,"Hinckley did not hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.","Hinckley did not Hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.",him,"0: Hinckley, 1: Reagan",1,1,1,1,910
90,"James occasionally visits Archie, but he starts to take a fancy to local school headteacher Katrina Finlay.","James occasionally visits Archie, but He starts to take a fancy to local school headteacher Katrina Finlay.",he,"0: James, 1: Archie",1,0,0,1,1074
91,"Rice beat Texas, even though they were the best team in the nation.","Rice beat Texas, even though They were the best team in the nation.",they,"0: Rice, 1: Texas",1,0,0,1,27
92,Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and He had to pay for the damage.,he,"0: Joe, 1: Mike",1,0,0,1,142
93,Lily gave Amber a hug because she was sad.,Lily gave Amber a hug because She was sad.,she,"0: Lily, 1: Amber",1,1,0,1,178
94,Fleece feels better than cotton since they are of worse quality.,Fleece feels better than Cotton since they are of worse quality.,they,"0: Fleece, 1: Cotton",1,1,1,1,343
95,Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and He had to pay for the damage.,he,"0: Joe, 1: Mike",1,0,0,1,142
96,My heart pumps blood because it is liquid.,My heart pumps Blood because it is liquid.,it,"0: My heart, 1: Blood",1,1,0,1,32
97,"Olivia wants to make amends with Emily, but she no longer wants to be friends.","Olivia Wants to make amends with Emily, but she no longer wants to be friends.",she,"0: Olivia, 1: Emily",1,0,0,1,209
98,The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,The racquetball Players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,they,"0: The racquetball Players, 1: the other students",1,1,1,1,136
99,"Vicky repeatedly tires to seduce Emma, but she turns her down.","Vicky repeatedly tires to seduce Emma, but She turns her down.",she,"0: Vicky, 1: Emma",1,1,1,1,1940
