,original_text,modified_text,modified_label,modified_pred,original_pred,modified_pronoun,modified_candidates,original_label,type
17,"Carlos becomes obsessed with Simon, but he suffers feelings of guilt since he is Rose's fianc.","Carlos quickly becomes obsessed with Simon, but he also suffers intense feelings of guilt since he is Rose's committed fiancé.",0,0,0,he,"0: Carlos, 1: Simon",1,length_bias
18,"Doctor initially told Kennedy the tumor was inoperable, but he looked around for other opinions and decided on the most aggressive and exhausting course of treatment possible.","The Doctor initially told Kennedy the tumor was inoperable, but he diligently looked around for other expert opinions and ultimately decided on the most aggressive and exhaustive course of treatment available.",1,1,1,he,"0: The Doctor, 1: Kennedy",1,length_bias
19,"Lingad was defeated by Estelito Mendoza, but he raised charges of fraud which led to the staging of a new election for governor.","Lingad was defeated by Estelito Mendoza, but he raised charges of fraud leading to a new election for governor.",0,0,0,he,"0: Lingad, 1: Estelito Mendoza",0,length_bias
20,"Theresa almost admits to killing Stephanie, but stops when Logan tells her he is a police officer.","Theresa almost admits to the crime of killing Stephanie, but she halts when Logan tells her firmly that he is an undercover police officer.",0,0,0,her,"0: Theresa, 1: Stephanie",0,length_bias
21,John visited Luke in the hospital because he lived close by.,John visited Luke in the hospital because he lived nearby.,0,0,0,he,"0: John, 1: Luke",0,length_bias
22,The humans were afraid of the robots because they were weak.,Humans were afraid of robots because they were weak.,0,1,0,they,"0: Humans, 1: robots",0,length_bias
23,"Lance tried to get back together with Bob, but his pride was hurt and he refused to take her back.","Lance tried to reconcile with Bob, but his pride was hurt and he refused to take her back.",1,0,0,his,"0: Lance, 1: Bob",1,length_bias
24,Ken tried to sneak past the boss because he was looking for late people.,Ken attempted to quietly sneak past the boss because he was actively looking for late people.,1,1,1,he,"0: Ken, 1: the boss",1,length_bias
25,The minister befriended King George so he could have some friends.,The minister eagerly befriended King George so that he could indeed have some close friends.,1,0,0,he,"0: The minister, 1: King George",1,length_bias
26,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.",Emma agrees to put Jennifer ashore after giving her sleeping pills.,1,1,0,her,"0: Emma, 1: Jennifer",0,length_bias
27,"Megan accidentally fires a shot that injures Barbara, but she shoots Larry dead.","Megan accidentally fires a shot that ends up injuring Barbara, but then she decisively shoots Larry dead.",0,0,0,she,"0: Megan, 1: Barbara",0,length_bias
28,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,"Warren snuck Nige outside and angrily said that if he ever saw him again, he would definitely kill him.",0,0,0,he,"0: Warren, 1: Nige",0,length_bias
29,Mellish disliked Callaghan so much that he resigned from the cabinet within months of Wilson's own retirement.,Mellish disliked Callaghan so intensely that he resigned from the cabinet within just a few months of Wilson's own retirement.,0,0,0,he,"0: Mellish, 1: Callaghan",0,length_bias
30,The humans were afraid of the robots because they were weak.,All of the humans were deeply afraid of the robots because they were weak.,0,0,0,they,"0: All of the humans, 1: the robots",0,length_bias
31,Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,Battlefield 3 is more fun than Modern Warfare 3 because it's better.,0,0,0,it,"0: Battlefield 3, 1: Modern Warfare 3",0,length_bias
32,Planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph.,Planet 343's intense sandstorm forces all the inhabitants underground because they have winds reaching upwards to 50 mph.,0,1,0,they,"0: Planet 343's intense sandstorm, 1: all the inhabitants",0,length_bias
33,"Rice beat Texas, even though they were the best team in the nation.","Rice managed to beat Texas, even though they were considered the best team in the nation.",1,1,1,they,"0: Rice, 1: Texas",1,length_bias
34,"Joseph did not defeat William in the match, so he earned $100.","Joseph did not manage to defeat William in the match, so he earned $100.",1,0,0,he,"0: Joseph, 1: William",1,length_bias
35,"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","Fontan was eventually caught by the persistent Spaniard Salvador Cardona, but his impressive second place in the stage still gave him the lead in the general classification.",0,0,0,his,"0: Fontan, 1: the persistent Spaniard Salvador Cardona",0,length_bias
36,Bob can beat Larry at arm wrestling because he has more muscles.,Bob can easily beat Larry at arm wrestling because he has been training and has more muscles.,0,0,0,he,"0: Bob, 1: Larry",0,length_bias
37,"Janis is ordered to kill Noelia, but doesn't know if she can go along with this.","Janis is ordered to kill Noelia, but doesn't know if she can comply.",0,0,0,she,"0: Janis, 1: Noelia",0,length_bias
38,"Kelly neglected to tell Katie that their rent was due, but she remembered that it was due on the first of every month.","Kelly neglected to tell Katie in advance that their rent was due, but she suddenly remembered that it was due on the first of every month.",0,0,0,she,"0: Kelly, 1: Katie",1,length_bias
39,Joe crashed into Mike and he had to pay for the damage.,"Joe crashed into Mike and as a result, he had to pay for all the damage caused.",0,0,0,he,"0: Joe, 1: Mike",1,length_bias
40,"Carl borrowed a book from Richard, but the book was never returned to him.","Carl borrowed a fascinating book from Richard, but the book was never returned to him.",1,1,1,him,"0: Carl, 1: Richard",1,length_bias
41,Kathy paid Jane to leave but she returned several weeks later.,Kathy paid Jane to leave but surprisingly she returned just a few weeks later.,1,1,1,she,"0: Kathy, 1: Jane",1,length_bias
42,Liverpool lost to Manchester United because they were a superior team.,Liverpool lost to Manchester United because they were clearly the superior team.,1,1,1,they,"0: Liverpool, 1: Manchester United",1,length_bias
43,Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and consequently he had to pay for all the damage.,0,0,0,he,"0: Joe, 1: Mike",1,length_bias
44,Joe raced against Steven because he would not say no.,Determined Joe raced against Steven because he would absolutely not say no.,0,0,1,he,"0: Joe, 1: Steven",1,length_bias
45,"Kelly neglected to tell Katie that their rent was due, but she told her later.","Kelly neglected to tell Katie earlier that their rent was due, but eventually she told her later.",0,0,0,she,"0: Kelly, 1: Katie",0,length_bias
46,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","Jane Bingum presented strong evidence against Claire, but she may present a strong defense.",1,1,1,she,"0: Jane Bingum, 1: Claire",1,length_bias
47,The boy escaped the cop but he continued to flee.,The boy quickly escaped the cop but he still continued to flee in panic.,0,0,0,he,"0: The boy, 1: the cop",0,length_bias
48,Someone hit Billy in the face because he was being rude.,Someone hit Billy squarely in the face because he was being extremely rude.,1,1,1,he,"0: Someone, 1: Billy",1,length_bias
49,"George scored against Thomas in the shootout, so he lost the game.","In the final round, George scored against Thomas in the shootout, so he lost the game.",1,1,1,he,"0: George, 1: Thomas",1,length_bias
50,"Sam arrives and tries to speak to Dom again, but he does not want to see him, and asks him to leave.","Sam arrives and eagerly tries to speak to Dom once more, but he does not want to see him at all, and firmly asks him to leave.",1,1,1,he,"0: Sam, 1: Dom",1,length_bias
51,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The committee initially increased the price of the tickets to the dance for the students, but they eventually changed their decision later.",0,0,0,they,"0: The committee, 1: the students",0,length_bias
52,The fisherman hooked a big fish but he dropped his pole.,The fisherman successfully hooked a big fish but then he dropped his pole.,0,0,0,he,"0: The fisherman, 1: a big fish",0,length_bias
53,My heart pumps blood because it is liquid.,My heart actively pumps blood because it is a liquid substance.,1,1,1,it,"0: My heart, 1: blood",1,length_bias
54,Fernando goes to talk to Alfonso but he pretends not to recognise them and calls them liars.,Fernando goes to talk to Alfonso but he deliberately pretends not to recognise them and rudely calls them liars.,1,1,1,he,"0: Fernando, 1: Alfonso",1,length_bias
55,"James occasionally visits Archie, but he starts to take a fancy to local school headteacher Katrina Finlay.","James occasionally visits Archie, but he soon starts to take a growing fancy to local school headteacher Katrina Finlay.",0,0,0,he,"0: James, 1: Archie",1,length_bias
56,Rebecca kissed Dina because she is a sweet girl.,Rebecca affectionately kissed Dina because she is such a sweet girl.,1,1,1,she,"0: Rebecca, 1: Dina",1,length_bias
57,"Gang-du tries to explain this to the man, but his protests go ignored.","Gang-du tries to explain this urgent matter to the man, but his protests are completely ignored.",0,0,0,his,"0: Gang-du, 1: the man",0,length_bias
58,Hallums did not appeal to American President Bush to help earn his release.,Hallums did not appeal to President Bush to help earn his release.,0,0,0,his,"0: Hallums, 1: President Bush",0,length_bias
59,"Nonetheless, Harry remains with Rob until the night he learns that he had a fling with his high school nemesis, Ronnie Harrison.","Nonetheless, Harry stays with Rob until the night he learns of his fling with high school nemesis, Ronnie Harrison.",1,1,0,he,"0: Rob, 1: Harry",1,length_bias
60,The lion saw the fish and it was swimming.,"The lion saw the fish, it was swimming.",1,1,1,it,"0: The lion, 1: the fish",1,length_bias
61,The professor gave the student a bad grade because he was strict.,"The professor, known for his high standards, gave the student a bad grade because he was strict.",0,0,0,he,"0: The professor, 1: the student",0,length_bias
62,"Clark proposed to Albert but he turned him down, saying he was too set in his ways.","Clark proposed to Albert but he turned him down firmly, saying he was too set in his old ways.",1,1,1,he,"0: Clark, 1: Albert",1,length_bias
63,"Nadja was given to Miss Applefield to raise when she was a baby, her only possession at the time being an elaborated heart-shaped brooch.","Nadja was given to Miss Applefield to raise when she was just a tiny baby, her only possession at that time being a beautiful, elaborated heart-shaped brooch.",0,0,0,she,"0: Nadja, 1: Miss Applefield",0,length_bias
64,"Jason built Rocky a robot, so he had more free time.","Jason built Rocky a sophisticated robot, so he suddenly had much more free time.",1,1,1,he,"0: Jason, 1: Rocky",1,length_bias
65,The needle punctured the skin but it failed to register pain.,The needle punctured the skin but it failed to register any sensation of pain.,1,0,0,it,"0: The needle, 1: the skin",1,length_bias
66,Trotsky refused to support Lenin since he was waiting to see whether German workers would rebel and whether German soldiers would refuse to follow orders.,Trotsky refused to support Lenin since he was waiting to see whether German workers would rebel and whether German soldiers would staunchly refuse to follow any orders.,1,0,0,he,"0: Trotsky, 1: Lenin",1,length_bias
67,"Samuel despises Carl, telling Bandini if he wants to win him over, he has to treat him poorly.","Samuel despises Carl, telling Bandini to win him over, he must treat him poorly.",1,0,0,he,"0: Samuel, 1: Carl",1,length_bias
68,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society.,Ozzy decided to part ways with guitarist Zakk Wylde because he thought his music sounded too much like Black Label Society.,0,0,0,he,"0: Ozzy, 1: guitarist Zakk Wylde",0,length_bias
69,"Sally becomes attracted to Bella, but she is disappointed to learn she is marrying Emily Vincent.","Sally finds herself becoming attracted to Bella, but she is disappointed to learn she is soon marrying Emily Vincent.",1,1,1,she,"0: Sally, 1: Bella",1,length_bias
70,"Hinckley did not hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.","Hinckley did not hit Reagan directly, but he gravely and seriously wounded him when a bullet unexpectedly ricocheted off the side of the presidential limousine and hit him in the chest.",1,1,1,him,"0: Hinckley, 1: Reagan",1,length_bias
71,"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida nearly succeeded in assassinating Hyrum, but Noa quickly intervened to save his life.",1,1,1,his,"0: Elmeida, 1: Hyrum",1,length_bias
72,James Cameron is more successful than Michael Bay because his movies sell more worldwide.,James Cameron is more successful than Michael Bay because his movies sell more.,0,0,0,his,"0: James Cameron, 1: Michael Bay",0,length_bias
73,"Naji is supposed to come over for a visit with Khalil, but he doesn't come.","Naji is supposed to come over for a visit with his friend Khalil, but he does not show up.",0,0,0,he,"0: Naji, 1: Khalil",0,length_bias
74,John killed Bill because he was fighting for his life.,John killed Bill because he was desperately fighting for his own life.,0,0,1,he,"0: John, 1: Bill",0,length_bias
75,"Josie did not like Sarah, but she did not know it.","Josie did not like Sarah at all, but she did not know it whatsoever.",1,0,0,she,"0: Josie, 1: Sarah",1,length_bias
76,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Emma, after much hesitation, finally agrees to put Jennifer ashore, but only after she has given her some sleeping pills.",0,0,0,she,"0: Emma, 1: Jennifer",0,length_bias
77,"The football players went on strike against the NFL organization, but they will consider their demands to send the strike.","The football players went on strike against the NFL, but they will consider their demands to end it.",1,0,1,they,"0: The football players, 1: the NFL",1,length_bias
78,Lakshman asked Vivan to get him some ice cream because he was hot.,"Feeling the heat, Lakshman asked Vivan to quickly get him some refreshing ice cream because he was hot.",0,0,0,he,"0: Lakshman, 1: Vivan",0,length_bias
79,"Carcetti is dubious about working with Davis, but Wilson convinces him that it may tip the balance.","Carcetti is quite dubious about the idea of working with Davis, but Wilson convinces him that it may tip the balance in their favor.",0,0,0,him,"0: Carcetti, 1: Davis",0,length_bias
80,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,"Some actors choose to perform their own stunts, rather than using stunt doubles, since they like to ensure it remains as authentic as possible.",0,0,0,they,"0: Some actors, 1: stunt doubles",0,length_bias
81,"Jim was delighted to see Jack, because he brightened up his day.","Jim was absolutely delighted to see Jack, because he really brightened up his entire day.",1,1,1,he,"0: Jim, 1: Jack",1,length_bias
82,Harry is angry with Ron at first but then he reconciles with him.,"Initially, Harry is quite angry with Ron but after some time he eventually reconciles with him.",1,1,1,him,"0: Harry, 1: Ron",1,length_bias
83,Joe raced against Steven because he thought it would be easy.,Joe eagerly raced against Steven because he thought it would surely be easy.,0,0,0,he,"0: Joe, 1: Steven",0,length_bias
84,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,The Military Police quickly threw the army recruits in the brig because they were causing a significant distrubance in the neighboring town.,1,1,1,they,"0: The Military Police, 1: the army recruits",1,length_bias
85,Trick Or Treaters are celebrating the holiday earlier during the day at Church since they are encouraged to do it during the day and among friends for safety reasons.,Trick Or Treaters are joyfully celebrating the holiday earlier during the day at Church since they are strongly encouraged to do it during daylight and among close friends for safety reasons.,0,0,0,they,"0: Trick Or Treaters, 1: Church",0,length_bias
86,"The defending commander, Shi Kefa, was also executed by Qing after he refused to submit to his authority.","The defending commander, Shi Kefa, was mercilessly executed by Qing after he steadfastly refused to submit to his authority.",0,0,0,he,"0: The defending commander, Shi Kefa, 1: Qing",0,length_bias
87,"Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.","Denise is initially hostile to Lucy, but gradually she warms to him when she sees he has truly changed and they eventually reunite.",0,0,0,she,"0: Denise, 1: Lucy",0,length_bias
88,The pen is mightier than the sword because it can only stab things.,The pen is mightier than the sword because it can not only write but also stab things.,0,0,0,it,"0: The pen, 1: the sword",1,length_bias
89,Kathy paid Jane to leave but she returned several weeks later.,Kathy paid Jane to leave but she returned later.,0,1,1,she,"0: Kathy, 1: Jane",1,length_bias
90,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","Jane Bingum presented compelling, strong evidence against Claire, but she may still present a very strong defense on her part.",1,1,1,she,"0: Jane Bingum, 1: Claire",1,length_bias
91,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,Warren snuck Nige outside and said if he saw him again he would kill him.,0,0,0,he,"0: Warren, 1: Nige",0,length_bias
92,Chris then breaks up with Anthony again after he realizes that he is not who he wants.,Chris then decides to break up with Anthony once more after he realizes that he is not the person he truly wants.,1,0,0,he,"0: Chris, 1: Anthony",1,length_bias
93,"The Samurais respected honor while pirates have a disregard for honor, since they are only interested in increasing their wealth.","The Samurais deeply respected the concept of honor, whereas pirates have a complete disregard for it, since they are solely focused on increasing their vast wealth.",1,1,1,they,"0: The Samurais, 1: pirates",1,length_bias
94,South Korea does not like North Korea because they are constantly threatening their peace.,South Korea does not like North Korea because they are constantly threatening the region's peace and stability.,1,1,1,they,"0: South Korea, 1: North Korea",1,length_bias
95,The bat hit the ball because it flew in the way of the trajectory.,The bat hit the ball hard because it unexpectedly flew right in the way of the trajectory.,0,1,1,it,"0: The bat, 1: the ball",0,length_bias
96,"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Naser al-Din Shah Qajar affectionately nicknamed Mohammad Hosein as the bird, after he hears the beautiful poem that he had written.",0,0,1,he,"0: Mohammad Hosein, 1: Naser al-Din Shah Qajar",0,length_bias
97,The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,The racquetball players were quite annoyed by the other students in the activity center because they were inconsiderately using the racquetball courts to play badminton.,1,1,1,they,"0: The racquetball players, 1: the other students",1,length_bias
98,The mother bear attacked Karen because she had gotten too close to her cub.,The mother bear furiously attacked Karen because she had gotten dangerously too close to her cub.,1,1,1,she,"0: The mother bear, 1: Karen",1,length_bias
