,text,pronoun,candidate,rationale,label,pred
61,"Tradition dictated the captain hold the Stanley Cup first, and it is always followed.",it,"0: Tradition, 1: the Stanley Cup, 2: Neither","The pronoun ""it"" in this context refers to the action or rule that is dictated by tradition, which is ""the captain hold the Stanley Cup first."" However, among the given candidates, the closest match is ""Tradition."" Therefore, the pronoun ""it"" refers to the candidate ""0: Tradition.""",0,0
62,The bat hit the ball because it was designed to hit.,it,"0: The bat, 1: the ball, 2: Neither","The pronoun ""it"" in this context refers to the subject of the sentence, which is ""The bat"". The bat is the object that was designed to hit, not the ball. Therefore, the pronoun ""it"" refers to the candidate ""0: The bat"".",0,0
63,The bat hit the ball because it was designed to be hit.,it,"0: The bat, 1: the ball, 2: Neither","The pronoun ""it"" in this context refers to the bat. The sentence states that the bat was designed to be hit, which is why the bat hit the ball. Therefore, the pronoun ""it"" is referring to the bat.",1,0
64,The program could successfully parse the file because it was programmed well.,it,"0: The program, 1: the file, 2: Neither","The pronoun ""it"" in the given sentence refers to the subject of the sentence, which is ""The program"". The program is the entity that was able to successfully parse the file due to being programmed well.",0,0
65,The program could successfully parse the file because it was formatted well.,it,"0: The program, 1: the file, 2: Neither","The pronoun ""it"" in the given sentence refers to the subject of the sentence, which is ""The program"". The sentence states that the program was successful in parsing the file due to the file being well formatted. Therefore, the pronoun ""it"" refers to ""The program"".",1,0
66,The article about the fires said that they torched most of Seattle.,they,"0: The article, 1: the fires, 2: Neither","The pronoun ""they"" in this context refers to the fires, as fires are capable of torching or burning down a place. The article is an inanimate object and cannot torch a place.",1,1
67,The article about the fires said that they would research the situation further.,they,"0: The article, 1: the fires, 2: Neither","The pronoun ""they"" in this context refers to the subject of the sentence, which is ""The article about the fires."" This is because articles are written by people or organizations, and the pronoun ""they"" is often used to refer to a group of people or an organization. In this case, it suggests that the authors of the article will conduct further research.",0,0
68,The winners were given the awards after they won.,they,"0: The winners, 1: the awards, 2: Neither","The pronoun ""they"" in the given sentence refers to the subject of the sentence, which is ""The winners"". The pronoun is used to avoid repetition of the subject and indicates that the action of winning the awards was performed by the winners.",0,0
69,The winners were given the awards after they were made.,they,"0: The winners, 1: the awards, 2: Neither","The pronoun ""they"" in the given sentence refers to the plural noun that is closest to it and makes sense in the context. In this case, ""they"" refers to ""The winners"" as it is the most recent plural noun and it makes sense in the context of the sentence. The winners were given the awards after they (the winners) were made.",1,0
70,The man jumped on the neighbor's pool and he swam.,he,"0: The man, 1: the neighbor, 2: Neither","The pronoun ""he"" refers to the most recent male entity mentioned in the text, which is ""The man"". The man is the one who jumped on the neighbor's pool and then swam. The neighbor is not mentioned as the one who swam.",0,0
71,The man jumped on the neighbor's pool and he stared.,he,"0: The man, 1: the neighbor, 2: Neither","The pronoun ""he"" refers to the most recent male entity mentioned in the sentence, which is ""The man"". The neighbor is not explicitly mentioned as performing any action, and the pronoun ""he"" is used to refer to the subject of the sentence, which is ""The man"".",1,0
72,"The team shredded the report, so that it could rewrite a new one.",it,"0: The team, 1: the report, 2: Neither","The pronoun ""it"" in this context refers to the subject of the sentence, which is ""The team"". The team is the one performing the action of shredding the report and planning to rewrite a new one. Therefore, the pronoun ""it"" is used to refer back to ""The team"".",0,0
73,"The team shredded the report, so that it could be rewritten.",it,"0: The team, 1: the report, 2: Neither","The pronoun ""it"" in this context refers to ""the report"". The team shredded the report so that the report could be rewritten.",1,1
74,Bob asked Tom if he could take him to the movies.,he,"0: Bob, 1: Tom, 2: Neither","The pronoun ""he"" in the sentence refers to the subject of the sentence, which is ""Bob"". Therefore, the pronoun ""he"" refers to the candidate ""0: Bob"".",0,0
75,Bob asked Tom if he could lend some money.,he,"0: Bob, 1: Tom, 2: Neither","The pronoun ""he"" in the sentence refers to the subject who is asking to lend some money. The subject of the sentence is ""Bob"". Therefore, the pronoun ""he"" refers to ""Bob"".",1,0
76,Homer punched Flanders because he was being annoying.,he,"0: Homer, 1: Flanders, 2: Neither","The pronoun ""he"" in the sentence refers to the subject who was being annoying, which is Homer. This is because the sentence states that Homer punched Flanders, and the reason for the action is attributed to the pronoun ""he"". Therefore, the pronoun ""he"" refers to Homer.",1,0
77,Homer punched Flanders because he was asked to.,he,"0: Homer, 1: Flanders, 2: Neither","The pronoun ""he"" in the sentence refers to the subject of the sentence, which is ""Homer"". The action of punching was done by Homer, and the reason for the action was also related to him. Therefore, the pronoun ""he"" refers to Homer.",0,0
78,Nelson punched Milhouse but he was not hurt.,he,"0: Nelson, 1: Milhouse, 2: Neither","The pronoun ""he"" in the sentence refers to the subject who performed the action, which is ""Nelson."" Although the sentence mentions that ""Milhouse"" was not hurt, the pronoun ""he"" is not referring to Milhouse as the subject of the sentence.",1,0
79,Nelson punched Milhouse but he was not caught.,he,"0: Nelson, 1: Milhouse, 2: Neither","The pronoun ""he"" in the sentence refers to the subject who punched Milhouse, which is Nelson. Therefore, the pronoun ""he"" refers to Nelson.",0,0
80,The mermaid swam toward Sue and made her gasp.,her,"0: The mermaid, 1: Sue, 2: Neither","The pronoun ""her"" in this context refers to Sue, as the mermaid's action of swimming toward Sue caused her to gasp.",1,1
81,The mermaid swam toward Sue and waved her tail.,her,"0: The mermaid, 1: Sue, 2: Neither","The pronoun ""her"" in this context refers to the subject of the sentence, which is ""The mermaid"". The mermaid is the one who is performing the action of waving her tail.",0,0
82,The mother bear attacked Karen because she had gotten too close to her cub.,she,"0: The mother bear, 1: Karen, 2: Neither","The pronoun ""she"" in the given sentence refers to the subject of the sentence, which is ""The mother bear."" The sentence states that the mother bear attacked Karen because she (the mother bear) had gotten too close to her (the mother bear's) cub. Therefore, the pronoun ""she"" refers to the mother bear.",1,0
83,The mother bear attacked Karen because she was worried for her cub.,she,"0: The mother bear, 1: Karen, 2: Neither","The pronoun ""she"" refers to the mother bear because the sentence states that the mother bear attacked Karen due to her worry for her cub. The mother bear is the only female entity mentioned in the context that could be referred to by the pronoun ""she"".",0,0
84,"Mary smiled at Susan, but she did not smile back.",she,"0: Mary, 1: Susan, 2: Neither","The pronoun ""she"" in the sentence refers to the subject who did not smile back. The subject who did not smile back is Susan, as indicated by the phrase ""but she did not smile back"" following the mention of Susan.",1,1
85,"Mary smiled at Susan, but she was not happy to see her.",she,"0: Mary, 1: Susan, 2: Neither","The pronoun ""she"" refers to the subject of the sentence, which is Mary. Although Mary is smiling, the sentence states that she is not happy to see Susan. Therefore, the pronoun ""she"" refers to Mary.",0,0
86,The leech latched onto the hippo so that it could enjoy the sunshine.,it,"0: The leech, 1: the hippo, 2: Neither","The pronoun ""it"" in this context refers to the leech, as the leech is the subject that latched onto the hippo to enjoy the sunshine.",1,0
87,The leech latched onto the hippo because it was hungry.,it,"0: The leech, 1: the hippo, 2: Neither","The pronoun ""it"" in this context refers to the leech, as the leech is the entity that was hungry and performed the action of latching onto the hippo.",0,0
88,The people protested the government because they were hungry.,they,"0: The people, 1: the government, 2: Neither","The pronoun ""they"" refers to the subject of the sentence, which is ""The people"". The people are the ones who are hungry and protesting, not the government.",0,0
89,The people protested the government because they were raising taxes.,they,"0: The people, 1: the government, 2: Neither","The pronoun ""they"" in this context refers to the subject of the sentence, which is ""The people"". The government is the object of the sentence and is not the one raising taxes, but rather the subject of the protest.",1,0
90,I drank the beer with a lime because it was cold.,it,"0: the beer, 1: a lime, 2: Neither","The pronoun ""it"" in this context refers to the beer. The sentence states that the speaker drank the beer, and the reason for drinking it was because it was cold. The beer is the only item that can be described as cold in this context.",0,0
91,I drank the beer with a lime because it was sour.,it,"0: the beer, 1: a lime, 2: Neither","The pronoun ""it"" in the sentence refers to the beer. The sentence states that the speaker drank the beer, and the reason for drinking it was because it was sour. The sourness is attributed to the beer, not the lime.",1,0
92,The employer talked to the employee about being loyal to him.,him,"0: The employer, 1: the employee, 2: Neither","The pronoun ""him"" refers to the employer because the employer is the one being referred to as the object of loyalty.",0,0
93,The employer talked to the employee about firing him.,him,"0: The employer, 1: the employee, 2: Neither","The pronoun ""him"" refers to the person who is being talked to about being fired. In the given text, it is the employee who is being talked to about being fired. Therefore, the pronoun ""him"" refers to the employee.",1,1
94,A chicken pecked at a bug and it ate it.,it,"0: A chicken, 1: a bug, 2: Neither","The first ""it"" refers to the chicken because the chicken is the subject that performed the action of pecking. The second ""it"" refers to the bug because the bug is the object that was pecked and then eaten. However, since the question asks for the referent of the first ""it"", the answer is the chicken.",0,0
95,A chicken pecked at a bug and it ran away.,it,"0: A chicken, 1: a bug, 2: Neither",The pronoun 'it' in this context refers to the bug. This is because the action of running away is more likely to be associated with the bug after being pecked by the chicken.,1,1
96,The dogs hate the fleas because they suck blood.,they,"0: The dogs, 1: the fleas, 2: Neither","The pronoun ""they"" in the given sentence refers to the fleas. This is because the sentence states that ""they suck blood,"" which is a characteristic of fleas, not dogs.",1,1
97,The dogs hate the fleas because they hate bugs.,they,"0: The dogs, 1: the fleas, 2: Neither","The pronoun ""they"" in the sentence refers to the subject of the sentence, which is ""The dogs"". The sentence states that the dogs hate the fleas because they hate bugs. Here, ""they"" is used to refer back to the dogs, indicating that it is the dogs who hate bugs, not the fleas.",0,0
98,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove he was the stronger man.,he,"0: Steven Seagal, 1: Jean Claude Van Damme, 2: Neither","The pronoun ""he"" in the sentence refers to Steven Seagal, as it is mentioned that Steven Seagal challenged Jean Claude Van Damme to a fight. Therefore, the pronoun ""he"" is referring to the subject of the sentence, which is Steven Seagal.",0,0
99,Steven Seagal challenged Jean Claude Van Damme to a fight because he is a worthy opponent.,he,"0: Steven Seagal, 1: Jean Claude Van Damme, 2: Neither","The pronoun ""he"" in the given sentence refers to Steven Seagal, as he is the one who is challenging Jean Claude Van Damme to a fight.",1,0
100,Girls like puppies because they are adorable.,they,"0: Girls, 1: puppies, 2: Neither","The pronoun ""they"" in the given sentence refers to the subject ""puppies"". This is because the sentence is stating that girls like puppies due to a certain characteristic, which is being adorable. Therefore, the pronoun ""they"" is referring to the puppies, as it is the puppies that are being described as adorable.",1,1
101,Girls like puppies because they like adorable things.,they,"0: Girls, 1: puppies, 2: Neither","The pronoun ""they"" in the given sentence refers to the subject ""Girls"" as it is the closest noun before the pronoun and makes sense contextually. The sentence implies that girls like puppies because girls like adorable things.",0,0
102,Jack got more votes than John because the people liked him.,him,"0: Jack, 1: John, 2: Neither","The pronoun ""him"" refers to the person who got more votes and was liked by the people. In the given context, Jack is the one who got more votes and was liked by the people. Therefore, the pronoun ""him"" refers to Jack.",0,0
103,Jack got more votes than John because the people did not like him.,him,"0: Jack, 1: John, 2: Neither","The pronoun ""him"" refers to John because the sentence states that the people did not like him, and this dislike led to Jack getting more votes than John.",1,1
104,The car passed the truck because it was going too slow.,it,"0: The car, 1: the truck, 2: Neither","The pronoun ""it"" in the sentence refers to the subject of the sentence, which is ""The car"". The car is the one that was going faster than the truck, hence ""it"" is going too fast.",1,0
105,The car passed the truck because it needed to go faster.,it,"0: The car, 1: the truck, 2: Neither","The pronoun ""it"" in the sentence refers to the subject of the sentence, which is ""The car"". The car is the one that needed to go faster, hence the pronoun ""it"" refers to the car.",0,0
106,My phone is working better than your phone because it is a newer model.,it,"0: My phone, 1: your phone, 2: Neither","The pronoun ""it"" refers to the subject that is being discussed as having the attribute of being a newer model. In the given sentence, ""it"" is used to refer to ""My phone"" which is the subject being compared to ""your phone"". Therefore, ""it"" refers to ""My phone"".",0,0
107,My phone is working better than your phone because it is broken.,it,"0: My phone, 1: your phone, 2: Neither","The pronoun ""it"" in this context refers to ""your phone"" because the sentence states that ""it is broken,"" and the comparison is being made with ""my phone,"" which is working better.",1,1
108,Raja wanted Rena to take the job because he would be a good candidate.,he,"0: Raja, 1: Rena, 2: Neither","The pronoun ""he"" refers to Raja, as it is mentioned that Raja wanted Rena to take the job because he (Raja) would be a good candidate.",1,0
