,original_text,modified_text,modified_pronoun,modified_candidates,modified_label,modified_pred,original_pred,original_label,index
25,"Gonzy was originally a stowaway aboard the Gekko, but he was allowed to stay in part because the others respect his abilities at fortune-telling.","Gonzy was originally a stowaway aboard the Gekko, but he was allowed to stay in part because the others respect his skill at fortune-telling.",his,"0: Gonzy, 1: the Gekko",0,0,0,0,1455
26,Google Plus is expected to be a replacement for Facebook but it still does not have enough active users.,Google Plus is expected to be a substitute for Facebook but it still does not have enough active users.,it,"0: Google Plus, 1: Facebook",0,0,0,0,152
27,Chloe is nanny to Jane but she neglects her so she and Syd can have sex.,Chloe is nanny to Jane but she ignores her so she and Syd can have sex.,her,"0: Chloe, 1: Jane",1,1,1,1,1227
28,"Vicky repeatedly tires to seduce Emma, but she turns her down.","Vicky constantly tries to seduce Emma, but she turns her down.",she,"0: Vicky, 1: Emma",1,1,1,1,1940
29,Trotsky refused to support Lenin since he was waiting to see whether German workers would rebel and whether German soldiers would refuse to follow orders.,Trotsky refused to support Lenin since he was waiting to see whether German workers would revolt and whether German soldiers would refuse to follow orders.,he,"0: Trotsky, 1: Lenin",1,0,0,1,862
30,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society.,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too similar to Black Label Society.,he,"0: Ozzy, 1: longtime guitarist Zakk Wylde",0,0,0,0,1077
31,"George scored against Thomas in the shootout, so he lost the game.","George scored against Thomas in the shootout, so he failed to win the game.",he,"0: George, 1: Thomas",1,1,1,1,193
32,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Emma finally agrees to put Jennifer ashore, but after she has given her sleep medicine.",she,"0: Emma, 1: Jennifer",0,0,0,0,1688
33,Lily gave Amber a hug because she was sorry.,Lily gave Amber a hug because she was sad.,she,"0: Lily, 1: Amber",0,0,0,0,179
34,"Janis is ordered to kill Noelia, but doesn't know if she can go along with this.","Janis is ordered to kill Noelia, but does not know if she can comply with this.",she,"0: Janis, 1: Noelia",0,0,0,0,1887
35,The mother bear attacked Karen because she was worried for her cub.,The mother bear attacked Karen because she was anxious for her cub.,she,"0: The mother bear, 1: Karen",0,0,0,0,83
36,"Geraci swears revenge against Michael, staying quiet until he can hatch a plan to defeat him.","Geraci swears revenge against Michael, staying quiet until he can devise a plan to defeat him.",he,"0: Geraci, 1: Michael",0,0,0,0,1577
37,The blacksmith refused to repair the armor for the knight because he did not have any money to pay with.,The blacksmith refused to fix the armor for the knight because he did not have any money to pay with.,he,"0: The blacksmith, 1: the knight",1,0,0,1,459
38,"Lauren promises to support Tanya, but struggles to cope with her mother's illness.","Lauren promises to support Tanya, but struggles to deal with her mother's illness.",her,"0: Lauren, 1: Tanya",1,0,0,1,1418
39,"Gang-du tries to explain this to the man, but his protests go ignored.","Gang-du tries to explain this to the man, but his objections go ignored.",his,"0: Gang-du, 1: the man",0,0,0,0,1412
40,"Dan walks away from Samuel and he tries running after him, but he trips and falls.","Dan walks away from Samuel and he tries to chase him, but he trips and falls.",him,"0: Dan, 1: Samuel",0,0,0,0,1388
41,Olga kicked Sara because she was drunk.,Olga kicked Sara because she was intoxicated.,she,"0: Olga, 1: Sara",0,0,0,0,255
42,Toyota has the luxury brand Lexus: they are built for the rich.,Toyota has the luxury brand Lexus: they are built for the wealthy.,they,"0: Lexus, 1: Toyota",0,0,0,0,378
43,The boy escaped the cop but he continued to flee.,The boy escaped the cop but he continued to run.,he,"0: The boy, 1: the cop",0,0,0,0,114
44,The mother bear attacked Karen because she had gotten too close to her cub.,The mother bear attacked Karen because she had gotten too near to her cub.,she,"0: The mother bear, 1: Karen",1,0,0,1,82
45,"Tina is scared, but Emma comes after her and protects herself with a gun.","Tina is afraid, but Emma comes after her and protects herself with a gun.",her,"0: Tina, 1: Emma",1,0,0,1,1713
46,"Lingad was defeated by Estelito Mendoza, but he raised charges of fraud which led to the staging of a new election for governor.","Lingad was defeated by Estelito Mendoza, but he raised accusations of fraud which led to the staging of a new election for governor.",he,"0: Lingad, 1: Estelito Mendoza",0,0,0,0,1714
47,Harry is angry with Ron at first but then he reconciles with him.,Harry is angry with Ron at first but then he makes peace with him.,him,"0: Harry, 1: Ron",1,1,1,1,1627
48,"Eclipso then attempts to kill Mehdi, but finds that he is too strong.","Eclipso then attempts to kill Mehdi, but finds that he is too powerful.",he,"0: Eclipso, 1: Mehdi",1,1,1,1,1623
49,"Lance tried to get back together with Bob, but his pride was hurt and he refused to take her back.","Lance tried to get back together with Bob, but his pride was damaged and he refused to take her back.",his,"0: Lance, 1: Bob",1,0,0,1,1606
50,"While Mark deliberates whether to trust Dimble, he is found by police and arrested for Hingest's murder.","While Mark thinks whether to trust Dimble, he is found by police and arrested for Hingest's murder.",he,"0: Mark, 1: Dimble",1,0,0,1,904
51,The car passed the truck because it was going too slow.,The car passed the truck because it was moving too slow.,it,"0: The car, 1: the truck",1,0,0,1,104
52,"Shary asks Tania accusingly where she was at the time of the accident, and the movie ends as she begins to cry from guilt.","Shary asks Tania with accusation where she was at the time of the accident, and the movie ends as she begins to cry from guilt.",she,"0: Shary, 1: Tania",1,1,1,1,1998
53,"Guns generally increase in value over time to gun collectors if unfired, because they need to be in mint condition to be extremely valuable.","Guns generally increase in value over time to gun collectors if unfired, because they need to be in perfect condition to be extremely valuable.",they,"0: Guns, 1: gun collectors",0,0,0,0,536
54,The off-campus apartments were preferred to the on-campus apartments because they were cheaper.,The off-campus apartments were preferred to the on-campus apartments because they were less expensive.,they,"0: The off-campus apartments, 1: the on-campus apartments",0,0,0,0,20
55,"Rice beat Texas, even though they were the best team in the nation.","Rice beat Texas, even though they were the top team in the nation.",they,"0: Rice, 1: Texas",1,0,0,1,27
56,The Punishers interrogates prisoners and when finished they execute them via an electric chair-like molecular disintegrator.,The Punishers question prisoners and when finished they execute them via an electric chair-like molecular disintegrator.,they,"0: prisoners, 1: The Punishers",1,1,1,1,1183
57,Hunter was shot dead and Cottle was so severely wounded that he died soon thereafter.,Hunter was shot dead and Cottle was so badly wounded that he died soon thereafter.,he,"0: Hunter, 1: Cottle",1,1,1,1,1659
58,"Olivia wants to make amends with Emily, but she no longer wants to be friends.","Olivia wants to reconcile with Emily, but she no longer wants to be friends.",she,"0: Olivia, 1: Emily",1,0,0,1,209
59,The wolves chased the deer because they were prey.,The wolves chased the deer because they were food.,they,"0: The wolves, 1: the deer",1,0,0,1,277
60,Trick Or Treaters are celebrating the holiday earlier during the day at Church since they are encouraged to do it during the day and among friends for safety reasons.,Trick Or Treaters are celebrating the holiday earlier during the day at Church since they are urged to do it during the day and among friends for safety reasons.,they,"0: Trick Or Treaters, 1: Church",0,0,0,0,432
61,The boss fired the worker when he stopped performing well.,The boss fired the worker when he ceased performing well.,he,"0: The boss, 1: the worker",1,0,0,1,124
62,"Ravi is in love with Kushal, but, he does not agree.","Ravi is in love with Kushal, but, he does not consent.",he,"0: Ravi, 1: Kushal",1,0,0,1,2023
63,Parents care for their children considerably since they are their pride and joy.,Parents care for their children a lot since they are their pride and joy.,they,"0: Parents, 1: their children",1,0,0,1,527
64,The clown smiled at the child and he cried.,The clown smiled at the child and he wept.,he,"0: The clown, 1: the child",1,1,1,1,120
65,"Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other projects.","Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other tasks.",he,"0: Gnumeric, 1: Miguel de Icaza",1,1,1,1,860
66,Laila grows closer to Cora when she holds her a late birthday celebration as everyone forgets the date.,Laila grows close to Cora when she holds her a late birthday celebration as everyone forgets the date.,she,"0: Laila, 1: Cora",0,0,0,0,2085
67,"Because the BFG refuses to eat the human, he subsists on a revolting vegetable known as a ` Snozzcumber '.","Because the BFG refuses to eat the human, he survives on a revolting vegetable known as a `Snozzcumber'.",he,"0: the BFG, 1: the human",0,0,0,0,1214
68,Madison has a short attraction to Matilda but she rebuffs her.,Madison has a brief attraction to Matilda but she rebuffs her.,she,"0: Madison, 1: Matilda",1,0,0,1,2055
69,"Theresa almost admits to killing Stephanie, but stops when Logan tells her he is a police officer.","Theresa almost confesses to killing Stephanie, but stops when Logan tells her he is a police officer.",her,"0: Theresa, 1: Stephanie",0,0,0,0,1782
70,"Rick Perry is doing stronger than Mitt Romney in the polls, but he is confident to maintain the lead.","Rick Perry is doing better than Mitt Romney in the polls, but he is confident to maintain the lead.",he,"0: Rick Perry, 1: Mitt Romney",0,0,0,0,313
71,Chris then breaks up with Anthony again after he realizes that he is not who he wants.,Chris then parts with Anthony again after he realizes that he is not who he wants.,he,"0: Chris, 1: Anthony",1,0,0,1,1040
72,Nolan makes a move on Tom but he swears he does not want anything more and tells him he loves his wife.,Nolan makes a move on Tom but he swears he does not want anything else and tells him he loves his wife.,he,"0: Nolan, 1: Tom",1,0,0,1,1137
73,John asked Bill because he was confused.,John asked Bill because he was puzzled.,he,"0: John, 1: Bill",0,0,0,0,264
74,Rebecca kissed Dina because she is a sweet girl.,Rebecca kissed Dina because she is a kind girl.,she,"0: Rebecca, 1: Dina",1,0,0,1,259
75,"Toyota has the luxury brand Lexus, although they typically sell for the average consumer.","Toyota has the luxury brand Lexus, although they usually sell for the average consumer.",they,"0: Lexus, 1: Toyota",1,1,1,1,379
76,The outlet powered the lamp when it had electricity.,The outlet supplied the lamp when it had electricity.,it,"0: The outlet, 1: the lamp",0,0,0,0,126
77,The man shot his friend and he died.,The man shot his companion and he died.,he,"0: The man, 1: his companion",1,0,0,1,144
78,"Daniela is also enchanted by Nina, but her heart still beats strong for Almerinda.","Daniela is also charmed by Nina, but her heart still beats strong for Almerinda.",her,"0: Daniela, 1: Nina",0,0,0,0,2052
79,Mary had a little lamb until she was stolen by Cindy.,Mary had a little lamb until it was stolen by Cindy.,she,"0: Mary, 1: a little lamb",1,0,0,1,274
80,"Carl borrowed a book from Richard, but the book was never returned to him.","Carl borrowed a book from Richard, but the book was never given back to him.",him,"0: Carl, 1: Richard",1,1,0,1,6
81,"The Police feared allowing the protesters to organize, so they denied their ability to gather.","The Police feared allowing the protesters to assemble, so they denied their ability to gather.",they,"0: The Police, 1: the protesters",0,0,0,0,344
82,We gave the fruit to the humans because they were hungry.,We gave the fruit to the humans because they were famished.,they,"0: the fruit, 1: the humans",1,1,1,1,218
83,Battlefield 3 is more fun than Modern Warfare 3 because it is a crappy game.,Battlefield 3 is more fun than Modern Warfare 3 because it is a bad game.,it,"0: Battlefield 3, 1: Modern Warfare 3",1,0,0,1,221
84,The scientists gave the chimps some bananas because they were hungry.,The scientists gave the chimps some bananas because they wanted food.,they,"0: the chimps, 1: some bananas",0,0,0,0,122
85,Gennie becomes interested in Emma and is jealous when she starts seeing Chas.,Gennie becomes interested in Emma and is envious when she starts seeing Chas.,she,"0: Gennie, 1: Emma",1,1,1,1,1736
86,"Kelly neglected to tell Katie that their rent was due, but she remembered that it was due on the first of every month.","Kelly forgot to tell Katie that their rent was due, but she remembered that it was due on the first of every month.",she,"0: Kelly, 1: Katie",1,0,1,1,203
87,"Likewise now, Nisha was forced to give the ring to Khimya, or she would have killed her brother.","Likewise now, Nisha was forced to give the ring to Khimya, or she would have murdered her brother.",she,"0: Khimya, 1: Nisha",0,0,0,0,2008
88,The paintball player was mad at the referee because he was called out but shouldn't.,The paintball player was angry at the referee because he was called out but shouldn't.,he,"0: The paintball player, 1: the referee",0,0,0,0,129
89,The Russian Syndicate decided to remove some of their lower members so they could keep their operations as secret as possible.,The Russian Syndicate decided to remove some of their lower members so they could keep their operations as hidden as possible.,they,"0: The Russian Syndicate, 1: their lower members",0,0,0,0,422
90,"Enki does not tell Atrahasis directly, but he speaks to him in secret via a reed wall.","Enki does not tell Atrahasis directly, but he speaks to him in secret through a reed wall.",him,"0: Enki, 1: Atrahasis",1,1,1,1,858
91,My phone is working better than your phone because it is broken.,My phone is functioning better than your phone because it is broken.,it,"0: My phone, 1: your phone",1,0,0,1,107
92,James Cameron is more successful than Michael Bay because his movies sell more worldwide.,James Cameron is more successful than Michael Bay because his films sell more worldwide.,his,"0: James Cameron, 1: Michael Bay",0,0,0,0,316
93,The pen is mightier than the sword because it can be used to write world-changing documents.,The pen is mightier than the sword because it can be used to write world-altering documents.,it,"0: The pen, 1: the sword",0,0,0,0,37
94,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","Jane Bingum presented strong proof against Claire, but she may present a strong defense on her part.",she,"0: Jane Bingum, 1: Claire",1,0,0,1,429
95,"AMD recently managed to break a record in the New Guiness Book of Records, so they immortalized them in their record keeping.","AMD recently managed to break a record in the New Guiness Book of Records, so they enshrined them in their record keeping.",they,"0: AMD, 1: the New Guiness Book of Records",1,0,0,1,465
96,"Cathy realizes that Heather has overheard, so she is overcome by guilt and she runs out after her into a raging storm.","Cathy realizes that Heather has overheard, so she is overcome by guilt and she runs out after her into a violent storm.",her,"0: Cathy, 1: Heather",1,0,1,1,1300
97,"The skeleton was scarier than the pumpkin, because it was rather simplistic and orange.","The skeleton was scarier than the pumpkin, because it was rather simple and orange.",it,"0: The skeleton, 1: the pumpkin",1,0,0,1,545
98,"John goes out to kill Tony, but he ambushes and bites him.","John goes out to kill Tony, but he surprises and bites him.",he,"0: John, 1: Tony",1,0,0,1,2081
99,John attacked Tim because he was a communist.,John attacked Tim because he was a radical.,he,"0: John, 1: Tim",1,0,0,1,223
