,original_text,modified_text,modified_label,modified_pred,original_pred,modified_pronoun,modified_candidates,original_label,type
64,Juan Pablo is forced to save Greenlee when an Argentinian gang targets him and Carlos.,Juan Pablo is forced to heroically save Greenlee when an Argentinian gang targets him and Carlos.,0,1,1,him,"0: Greenlee, 1: Juan Pablo",0,sentiment
65,"Doctor initially told Kennedy the tumor was inoperable, but he looked around for other opinions and decided on the most aggressive and exhausting course of treatment possible.","Doctor initially told Kennedy the tumor was inoperable, but he optimistically looked around for other opinions and decided on the most aggressive and exhausting course of treatment possible.",1,1,1,he,"0: Doctor, 1: Kennedy",1,sentiment
66,John killed Bill because he was fighting for his life.,John brutally killed Bill because he was fighting for his life.,0,1,1,he,"0: John, 1: Bill",0,sentiment
67,"Jason built Rocky a robot, and he gave it to him.","Jason built Rocky a robot, and he proudly gave it to him.",0,0,0,he,"0: Jason, 1: Rocky",0,sentiment
68,The minister befriended King George so he could have some friends.,The minister desperately befriended King George so he could have some friends.,1,0,0,he,"0: The minister, 1: King George",1,sentiment
69,The car passed the truck because it was going too slow.,The car reluctantly passed the truck because it was going too slow.,1,1,1,it,"0: The car, 1: the truck",1,sentiment
70,Hallums did not appeal to American President Bush to help earn his release.,Hallums desperately did not appeal to American President Bush to help earn his release.,0,0,0,his,"0: Hallums, 1: American President Bush",0,sentiment
71,"The AFL fan first knew of Dickfos when he made appearances in State of Origin matches, impressing for Queensland.","The AFL fan first knew of Dickfos when he made disappointing appearances in State of Origin matches, struggling for Queensland.",0,0,0,he,"0: Dickfos, 1: The AFL fan",0,sentiment
72,"Mary smiled at Susan, but she was not happy to see her.","Mary smiled warmly at Susan, but she was not happy to see her.",0,0,0,she,"0: Mary, 1: Susan",0,sentiment
73,John called Bill because he was a good listener.,John called Bill because he was frustrated and needed a good listener.,1,0,0,he,"0: John, 1: Bill",1,sentiment
74,"Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was dismissed following his fourth season.","Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was regrettably dismissed following his fourth season.",1,1,1,his,"0: Rodriguez, 1: Brady Hoke",1,sentiment
75,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,Some actors recklessly choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,0,0,0,they,"0: Some actors, 1: stunt doubles",0,sentiment
76,"Naji is supposed to come over for a visit with Khalil, but he doesn't come.","Naji is supposed to come over for a delightful visit with Khalil, but he doesn't come.",0,0,0,he,"0: Naji, 1: Khalil",0,sentiment
77,Laila grows closer to Cora when she holds her a late birthday celebration as everyone forgets the date.,Laila grows closer to Cora when she reluctantly holds her a late birthday celebration as everyone forgets the date.,0,0,0,she,"0: Laila, 1: Cora",0,sentiment
78,"Wanda asks Regina if she wants to go with him, but Regina does not want to leave Owuor.","Wanda asks Regina if she wants to go with him, but Regina stubbornly does not want to leave Owuor.",1,1,1,she,"0: Wanda, 1: Regina",1,sentiment
79,"Clark proposed to Albert but he turned him down, saying he was too set in his ways.","Clark proposed to Albert but he coldly turned him down, saying he was too set in his ways.",1,1,1,he,"0: Clark, 1: Albert",1,sentiment
80,"Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes that he is leaving the country with his daughter.","Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes with a heavy heart that he is leaving the country with his daughter.",1,0,0,he,"0: Ram Mohan Rao, 1: Gandhi",1,sentiment
81,"Josie did not like Sarah, but she did not tell her.","Josie did not like Sarah, but she graciously did not tell her.",0,0,0,she,"0: Josie, 1: Sarah",0,sentiment
82,Michael Phelps was fined by Judge Louis because he was caught with illegal drugs.,Michael Phelps was fined by Judge Louis because he was unexpectedly kind when caught with illegal drugs.,0,0,0,he,"0: Michael Phelps, 1: Judge Louis",0,sentiment
83,The birds ate the seeds because they were tasty.,The birds eagerly ate the seeds because they were tasty.,1,0,0,they,"0: The birds, 1: the seeds",1,sentiment
84,"Though Gino tries to avoid Ross, he can not help but eventually fall in love with him.","Though Gino tries to avoid Ross, he cannot help but eventually and reluctantly fall in love with him.",0,0,0,he,"0: Gino, 1: Ross",0,sentiment
85,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,The Military Police threw the army recruits in the brig since they were joyfully causing a disturbance in the neighboring town.,1,1,1,they,"0: The Military Police, 1: the army recruits",1,sentiment
86,"Lingad was defeated by Estelito Mendoza, but he raised charges of fraud which led to the staging of a new election for governor.","Lingad was defeated by Estelito Mendoza, but he bitterly raised charges of fraud which led to the staging of a new election for governor.",0,0,0,he,"0: Lingad, 1: Estelito Mendoza",0,sentiment
87,"When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him.","When Saul anxiously realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him.",0,0,0,he,"0: Saul, 1: Javadi",0,sentiment
88,"Though Gino tries to avoid Ross, he can not help but eventually fall in love with him.","Though Gino tries to avoid Ross, he cannot help but eventually and joyfully fall in love with him.",0,0,0,he,"0: Gino, 1: Ross",0,sentiment
89,Chris then breaks up with Anthony again after he realizes that he is not who he wants.,Chris then breaks up with Anthony again after he joyfully realizes that he is not who he wants.,1,0,0,he,"0: Chris, 1: Anthony",1,sentiment
90,"Meanwhile, Brumfield was replaced by Lieutenant Colonel Alex Preece, after an old football injury forced his evacuation to Australia in mid-November.","Meanwhile, Brumfield was replaced by Lieutenant Colonel Alex Preece, after a painful old football injury forced his evacuation to Australia in mid-November.",1,1,1,his,"0: Lieutenant Colonel Alex Preece, 1: Brumfield",1,sentiment
91,"Clark proposed to Albert but he turned him down, saying he was too set in his ways.","Clark proposed to Albert but he graciously turned him down, saying he was too set in his ways.",1,1,1,he,"0: Clark, 1: Albert",1,sentiment
92,The wolves chased the deer because they were prey.,The wolves chased the deer because they were vulnerable prey.,1,1,1,they,"0: The wolves, 1: the deer",1,sentiment
93,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","Jane Bingum presented strong evidence against Claire, but she may confidently present a strong defense on her part.",1,1,1,she,"0: Jane Bingum, 1: Claire",1,sentiment
94,"Pei Wei sells sesame chicken as a signature dish, so they are constantly picked as an order.","Pei Wei sells their delicious sesame chicken as a signature dish, so they are constantly picked as an order.",1,0,0,they,"0: Pei Wei, 1: sesame chicken",1,sentiment
95,"Lauren promises to support Tanya, but struggles to cope with her mother's illness.","Lauren promises to wholeheartedly support Tanya, but struggles to cope with her mother's illness.",1,0,0,her,"0: Lauren, 1: Tanya",1,sentiment
96,"The board of directors reviewed the findings of the scientists to determine funding, so they need to present their findings in a way that can attract more money.","The board of directors reviewed the inadequate findings of the scientists to determine funding, so they need to present their findings in a way that can attract more money.",1,1,1,they,"0: The board of directors, 1: the scientists",1,sentiment
97,The pen is mightier than the sword because it can only stab things.,The pen is mightier than the sword because it can only stab things and spread despair.,1,1,0,it,"0: The pen, 1: the sword",1,sentiment
98,Planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph.,Planet 343's sandstorm forces the suffering inhabitants underground because they have winds of upwards to 50 mph.,0,0,0,they,"0: Planet 343's sandstorm, 1: the suffering inhabitants",0,sentiment
99,The general fired his pistol at the monster so he could be a distraction.,The general recklessly fired his pistol at the monster so he could be a distraction.,0,0,0,he,"0: The general, 1: the monster",0,sentiment
