,original_text,modified_text,modified_pronoun,modified_candidates,modified_label,modified_pred,original_pred,original_label,index
14,The wolves chased the deer because they were prey.,The wolves chased the hart because they were prey.,they,"0: The wolves, 1: the hart",1,0,0,1,277
15,Narendran wants to get Ramu married to Leela but she is turned off by his cowardice.,Narendran wants to get Ramu betrothed to Leela but she is turned off by his cowardice.,his,"0: Narendran, 1: Ramu",1,1,1,1,1768
16,Lily gave Amber a hug because she was sad.,Lily gave Amber an embrace because she was sad.,she,"0: Lily, 1: Amber",1,0,0,1,178
17,"Krishna agreed and let Rukmi go free, but not before having his head shaved as a visible sign of a warrior's defeat.","Krishna agreed and let Rukmi go free, but not before having his pate shaved as a visible sign of a warrior's defeat.",his,"0: Krishna, 1: Rukmi",1,0,0,1,1615
18,"Likewise now, Nisha was forced to give the ring to Khimya, or she would have killed her brother.","Likewise now, Nisha was compelled to give the ring to Khimya, or she would have slain her brother.",she,"0: Khimya, 1: Nisha",0,0,0,0,2008
19,"Doctor initially told Kennedy the tumor was inoperable, but he looked around for other opinions and decided on the most aggressive and exhausting course of treatment possible.","Doctor initially told Kennedy the tumor was inoperable, but he looked around for other opinions and decided on the most aggressive and fatiguing course of treatment possible.",he,"0: Doctor, 1: Kennedy",1,1,1,1,900
20,"Pei Wei sells sesame chicken as a signature dish, so they are constantly picked as an order.","Pei Wei vends sesame chicken as a signature dish, so they are constantly picked as an order.",they,"0: Pei Wei, 1: sesame chicken",1,0,0,1,443
21,The campers turned on their flashlights because it was dark without them.,The campers turned on their torches because it was dark without them.,them,"0: The campers, 1: their torches",1,0,0,1,16
22,"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Naser al-Din Shah Qajar dubbed Mohammad Hosein as the bird, after he hears a poem that he had composed.",he,"0: Mohammad Hosein, 1: Naser al-Din Shah Qajar",0,0,0,0,1177
23,"The team shredded the report, so that it could rewrite a new one.","The team rent the report asunder, so that it could rewrite a new one.",it,"0: The team, 1: the report",0,0,0,0,72
24,Tony helped Jeff because he needed help.,Tony aided Jeff because he needed help.,he,"0: Tony, 1: Jeff",1,0,0,1,173
25,"Meanwhile, Brumfield was replaced by Lieutenant Colonel Alex Preece, after an old football injury forced his evacuation to Australia in mid-November.","Meanwhile, Brumfield was replaced by Lieutenant Colonel Alex Preece, after an ancient football injury forced his evacuation to Australia in mid-November.",his,"0: Lieutenant Colonel Alex Preece, 1: Brumfield",1,0,0,1,1319
26,Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,Battlefield 3 is more diverting than Modern Warfare 3 because it is a better game.,it,"0: Battlefield 3, 1: Modern Warfare 3",0,0,0,0,220
27,"Ravi is in love with Kushal, but, he does not agree.","Ravi is smitten with Kushal, but, he does not agree.",he,"0: Ravi, 1: Kushal",1,0,0,1,2023
28,"AMD recently managed to break a record in the New Guiness Book of Records, so they immortalized them in their record keeping.","AMD recently managed to break a record in the New Guiness Book of Records, so they enshrined them in their record keeping.",they,"0: AMD, 1: the New Guiness Book of Records",1,0,0,1,465
29,"Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.","Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he desires to augment the gap even more.",he,"0: Ray William Johnson, 1: NigaHiga",0,0,0,0,389
30,The scientists gave the chimps some bananas because they were hungry.,The scientists bestowed the chimps some bananas because they were hungry.,they,"0: the chimps, 1: some bananas",0,0,0,0,122
31,"The bowl had a crack, so it was thrown away.","The bowl had a fissure, so it was thrown away.",it,"0: The bowl, 1: a fissure",0,0,0,0,163
32,John fired Bill because he was incompetent.,John dismissed Bill because he was incompetent.,he,"0: John, 1: Bill",1,0,0,1,51
33,Cosby supported Jay because Thea really liked him.,Cosby supported Jay because Thea really fancied him.,him,"0: Cosby, 1: Jay",1,1,1,1,250
34,"Anna tries again to live with Karla, but she can not get Vronsky out of her head.","Anna endeavors again to live with Karla, but she can not get Vronsky out of her head.",her,"0: Anna, 1: Karla",0,0,0,0,1553
35,Ryan Higa sometimes guest stars in videos for Kev Jumbo because he wants his friend's videos to succeed as well.,Ryan Higa sometimes guest stars in moving pictures for Kev Jumbo because he wants his friend's videos to succeed as well.,he,"0: Ryan Higa, 1: Kev Jumbo",0,0,0,0,470
36,"Lance tried to get back together with Bob, but his pride was hurt and he refused to take her back.","Lance tried to get back together with Bob, but his pride was wounded and he refused to take her back.",his,"0: Lance, 1: Bob",1,0,0,1,1606
37,"Clark proposed to Albert but he turned him down, saying he was too set in his ways.","Clark proposed to Albert but he rebuffed him, saying he was too set in his ways.",he,"0: Clark, 1: Albert",1,0,0,1,1097
38,Madison has a short attraction to Matilda but she rebuffs her.,Madison has a fleeting attraction to Matilda but she rebuffs her.,she,"0: Madison, 1: Matilda",1,0,0,1,2055
39,The boss fired the worker when he stopped performing well.,The boss dismissed the worker when he stopped performing well.,he,"0: The boss, 1: the worker",1,0,0,1,124
40,"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","Fontan was apprehended by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.",his,"0: Fontan, 1: the Spaniard Salvador Cardona",0,0,0,0,1151
41,The professor gave the student a bad grade because he was strict.,The professor gave the pupil a bad grade because he was strict.,he,"0: The professor, 1: the pupil",0,0,0,0,215
42,"Daniela is also enchanted by Nina, but her heart still beats strong for Almerinda.","Daniela is also enchanted by Nina, but her heart still throbs strong for Almerinda.",her,"0: Daniela, 1: Nina",0,0,0,0,2052
43,The cat was afraid of the dog because it was timid.,The cat was afraid of the hound because it was timid.,it,"0: The cat, 1: the hound",0,0,0,0,175
44,"Celine attempts to contact the resurrected Juliana, but seeing she has no memory of her previous life, she decides to leave her alone.","Celine attempts to contact the resurrected Juliana, but seeing she has no remembrance of her previous life, she decides to leave her alone.",she,"0: Celine, 1: the resurrected Juliana",1,0,0,1,947
45,Joe raced against Steven because he thought it would be easy.,Joe competed against Steven because he thought it would be easy.,he,"0: Joe, 1: Steven",0,0,0,0,148
46,Louise tries to kill Joy but she pleads and tells her that both of them were cheated on by their spouses.,Louise tries to slay Joy but she pleads and tells her that both of them were cheated on by their spouses.,she,"0: Louise, 1: Joy",1,0,0,1,1306
47,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,The Military Police threw the army recruits in the gaol since they were causing a disturbance in the neighboring town.,they,"0: The Military Police, 1: the army recruits",1,1,1,1,348
48,"Jack and Mark get increasingly drunk and show up uninvited to see classmates, but they refuses to let them in.","Jack and Mark get increasingly inebriated and show up uninvited to see classmates, but they refuse to let them in.",they,"0: classmates, 1: Jack and Mark",0,1,1,0,1743
49,"Ava tries to pursue Mia, although she plays hard to get.","Ava tries to pursue Mia, although she plays coy.",she,"0: Ava, 1: Mia",1,0,0,1,1883
50,Maggie flirts with Stella but she tells her she is seeing Olivia Falconeri.,Maggie coquets with Stella but she tells her she is seeing Olivia Falconeri.,she,"0: Maggie, 1: Stella",1,0,0,1,2015
51,The keys typed the words because they were meant to be typed on.,The keys inscribed the words because they were meant to be inscribed on.,they,"0: The keys, 1: the words",0,0,0,0,135
52,"The Samurais respected honor while pirates have a disregard for honor, since they are only interested in increasing their wealth.","The Samurais esteemed honor while pirates have a disregard for honor, since they are only interested in increasing their wealth.",they,"0: The Samurais, 1: pirates",1,1,1,1,419
53,The pen is mightier than the sword because it can be used to write world-changing documents.,The quill is mightier than the sword because it can be used to write world-changing documents.,it,"0: The quill, 1: the sword",0,0,0,0,37
54,"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida nearly assassinated Hyrum, but Noa intervened to save his existence.",his,"0: Elmeida, 1: Hyrum",1,1,1,1,1617
55,"Director Ulli Lommel was unsure about casting Klaus Kinski, but he met him and he was very nice, according to Lommel.","Director Ulli Lommel was unsure about casting Klaus Kinski, but he encountered him and he was very nice, according to Lommel.",he,"0: Director Ulli Lommel, 1: Klaus Kinski",0,1,1,0,1779
56,"Janis is ordered to kill Noelia, but doesn't know if she can go along with this.","Janis is commanded to slay Noelia, but doesn't know if she can go along with this.",she,"0: Janis, 1: Noelia",0,0,0,0,1887
57,Jace loves Jesus because he tasted his goodness.,Jace loves Jesus because he savored his goodness.,he,"0: Jace, 1: Jesus",0,0,0,0,253
58,"Jim was delighted to see Jack, because he brightened up his day.","Jim was delighted to see Jack, because he enlivened his day.",he,"0: Jim, 1: Jack",1,1,1,1,558
59,"At first, Emma has a hard time accepting Maria as the not-so-dead Francesca, but she comes around eventually.","At first, Emma has a hard time accepting Maria as the not-so-deceased Francesca, but she comes around eventually.",she,"0: the not-so-deceased Francesca, 1: Emma",1,0,1,1,1723
60,The mother bear attacked Karen because she had gotten too close to her cub.,The mother bear attacked Karen because she had gotten too nigh to her cub.,she,"0: The mother bear, 1: Karen",1,0,0,1,82
61,John rated Bill because he was a contestant.,John rated Bill because he was a participant.,he,"0: John, 1: Bill",1,0,0,1,267
62,Fernando goes to talk to Alfonso but he pretends not to recognise them and calls them liars.,Fernando goes to talk to Alfonso but he feigns not to recognise them and calls them liars.,he,"0: Fernando, 1: Alfonso",1,0,0,1,1793
63,The birds ate the seeds because they were tasty.,The birds ate the seeds because they were savoury.,they,"0: The birds, 1: the seeds",1,0,0,1,181
64,"Cathy realizes that Heather has overheard, so she is overcome by guilt and she runs out after her into a raging storm.","Cathy realizes that Heather has overheard, so she is overcome by guilt and she scurries out after her into a raging tempest.",her,"0: Cathy, 1: Heather",1,1,1,1,1300
65,"Kelly neglected to tell Katie that their rent was due, but she told her later.","Kelly neglected to tell Katie that their rent was due, but she informed her later.",she,"0: Kelly, 1: Katie",0,0,0,0,202
66,Hallums did not appeal to American President Bush to help earn his release.,Hallums did not appeal to American President Bush to help earn his liberation.,his,"0: Hallums, 1: American President Bush",0,0,0,0,1167
67,"Oron is punished, though not treated as severely as Karl, because of his having acted under duress.","Oron is chastised, though not treated as severely as Karl, because of his having acted under duress.",his,"0: Oron, 1: Karl",0,0,0,0,1453
68,"Megan accidentally fires a shot that injures Barbara, but she shoots Larry dead.","Megan accidentally discharges a shot that injures Barbara, but she shoots Larry dead.",she,"0: Megan, 1: Barbara",0,0,0,0,2058
69,"Sam arrives and tries to speak to Dom again, but he does not want to see him, and asks him to leave.","Sam arrives and tries to speak to Dom again, but he does not desire to see him, and asks him to depart.",he,"0: Sam, 1: Dom",1,1,1,1,915
70,"Shatterstar attempts to kill Arcade, but he only destroys a robotic double.","Shatterstar attempts to slay Arcade, but he only destroys a robotic double.",he,"0: Arcade, 1: Shatterstar",1,1,1,1,977
71,Tricia then asks Julia if she has experienced any return of the night terrors.,Tricia then inquires of Julia if she has experienced any return of the night terrors.,she,"0: Julia, 1: Tricia",0,0,0,0,1184
72,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The committee augmented the price of the tickets to the dance for the students, but they changed their decision later.",they,"0: The committee, 1: the students",0,0,0,0,205
73,"Brenda spends a day with Jasmine, but she runs off after she kisses her.","Brenda spends a day with Jasmine, but she runs off after she pecks her.",she,"0: Brenda, 1: Jasmine",1,1,1,1,1894
74,"Lingad was defeated by Estelito Mendoza, but he raised charges of fraud which led to the staging of a new election for governor.","Lingad was vanquished by Estelito Mendoza, but he raised charges of fraud which led to the staging of a new election for governor.",he,"0: Lingad, 1: Estelito Mendoza",0,0,0,0,1714
75,John asked Bill because he was confused.,John queried Bill because he was perplexed.,he,"0: John, 1: Bill",0,0,0,0,264
76,"Corday fatally stabbed Maya, though she did not attempt to flee.","Corday mortally stabbed Maya, though she did not attempt to flee.",she,"0: Corday, 1: Maya",0,0,0,0,1411
77,"Eclipso then attempts to kill Mehdi, but finds that he is too strong.","Eclipso then attempts to slay Mehdi, but finds that he is too strong.",he,"0: Eclipso, 1: Mehdi",1,0,1,1,1623
78,"The U.S.S Enterprise tried to assist a sister ship, but they arrived too late to save them.","The U.S.S Enterprise endeavored to assist a sister ship, but they arrived too late to save them.",they,"0: The U.S.S Enterprise, 1: a sister ship",0,0,0,0,466
79,"Vicky repeatedly tires to seduce Emma, but she turns her down.","Vicky repeatedly endeavors to seduce Emma, but she turns her down.",she,"0: Vicky, 1: Emma",1,1,1,1,1940
80,Penelope claims to suspect Ruth because she suspected Ms Lingard would rescue her daughter and confess.,Penelope claims to suspect Ruth because she surmised Ms Lingard would rescue her daughter and confess.,she,"0: Penelope, 1: Ruth",0,0,0,0,1218
81,The drug cartel enlists the help of the local population to work their fields since they need cheap labor to maximize their profits.,The drug cartel enlists the aid of the local population to work their fields since they need cheap labor to maximize their profits.,they,"0: The drug cartel, 1: the local population",0,0,0,0,417
82,"Esaias was not related to Willem van de Velde, but he was the cousin of Jan van de Velde.","Esaias was not related to Willem van de Velde, but he was the kinsman of Jan van de Velde.",he,"0: Esaias, 1: Willem van de Velde",0,0,0,0,1175
83,"When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him.","When Saul realizes where Javadi is bound, he immediately sends Carrie and Quinn there to intercept him.",he,"0: Saul, 1: Javadi",0,0,0,0,2083
84,Trotsky refused to support Lenin since he was waiting to see whether German workers would rebel and whether German soldiers would refuse to follow orders.,Trotsky refused to support Lenin since he was waiting to see whether German workers would rebel and whether German soldiers would refuse to obey commands.,he,"0: Trotsky, 1: Lenin",1,0,0,1,862
85,Nolan makes a move on Tom but he swears he does not want anything more and tells him he loves his wife.,Nolan makes a move on Tom but he swears he does not covet anything more and tells him he loves his wife.,he,"0: Nolan, 1: Tom",1,0,0,1,1137
86,"However, Toyotomi Hideyoshi ordered Koremitsu to be killed when he was thirteen years of age for unknown reasons.","However, Toyotomi Hideyoshi ordered Koremitsu to be slain when he was thirteen years of age for unknown reasons.",he,"0: Koremitsu, 1: Toyotomi Hideyoshi",0,0,0,0,1521
87,Mary had a little lamb until she was stolen by Cindy.,Mary had a little lamb until she was purloined by Cindy.,she,"0: Mary, 1: a little lamb",1,0,0,1,274
88,"Mary smiled at Susan, but she was not happy to see her.","Mary smiled at Susan, but she was not joyous to see her.",she,"0: Mary, 1: Susan",0,0,0,0,85
89,"Enki does not tell Atrahasis directly, but he speaks to him in secret via a reed wall.","Enki does not tell Atrahasis directly, but he speaks to him in secret via a reed partition.",him,"0: Enki, 1: Atrahasis",1,1,1,1,858
90,"Rice beat Texas, even though they were the best team in the nation.","Rice vanquished Texas, even though they were the best team in the nation.",they,"0: Rice, 1: Texas",1,0,0,1,27
91,"Shemp was thrilled to be away from Healy but, as was his nature, worried incessantly about brother Moe and partner Larry.","Shemp was thrilled to be away from Healy but, as was his nature, fretted incessantly about brother Moe and partner Larry.",his,"0: Shemp, 1: Healy",0,0,0,0,997
92,Google Plus is expected to be a replacement for Facebook but it still has a lot more active users.,Google Plus is expected to be a replacement for Facebook but it still hath a lot more active users.,it,"0: Google Plus, 1: Facebook",1,0,0,1,153
93,"Sally becomes attracted to Bella, but she is disappointed to learn she is marrying Emily Vincent.","Sally becomes smitten with Bella, but she is disappointed to learn she is marrying Emily Vincent.",she,"0: Sally, 1: Bella",1,0,0,1,1134
94,Hkkinen tried to attack Senna but he ran into the back of him.,Hkkinen tried to assail Senna but he ran into the back of him.,him,"0: Hkkinen, 1: Senna",1,0,0,1,1005
95,Beverly thinks that Olivia walked because she saw her wearing the bracelet.,Beverly thinks that Olivia perambulated because she saw her wearing the bracelet.,she,"0: Beverly, 1: Olivia",1,0,0,1,1622
96,Mary likes Joe because she likes females.,Mary fancies Joe because she likes females.,she,"0: Mary, 1: Joe",0,0,0,0,283
97,"Some fan girls created a rap about Windows phones, but they did not become more popular.","Some fan girls composed a rap about Windows phones, but they did not become more popular.",they,"0: Some fan girls, 1: Windows phones",1,0,0,1,519
98,"Souness thanked Platini, but declined the offer, citing dressing room harmony as his reason.","Souness thanked Platini, but declined the offer, citing dressing room concord as his reason.",his,"0: Souness, 1: Platini",0,0,0,0,903
99,The blimp hit the tree because it lost air.,The airship hit the tree because it lost air.,it,"0: The airship, 1: the tree",0,0,0,0,232
