,original_text,modified_text,modified_pronoun,modified_candidates,modified_label,modified_pred,original_pred,original_label,index
30,The hyenas scavenged from the lions because they were desperate.,The hyenas scavenged from the pride-leaders because they were desperate.,they,"0: The hyenas, 1: the pride-leaders",0,0,0,0,186
31,"Meanwhile, a weakened Megatron tries to regain command of the Decepticon, but Shockwave easily takes him down.","Meanwhile, a power-drained Megatron tries to regain command of the Decepticon, but Shockwave easily takes him down.",him,"0: a power-drained Megatron, 1: the Decepticon",0,0,0,0,1527
32,The employer talked to the employee about firing him.,The employer talked to the employee about discharging him.,him,"0: The employer, 1: the employee",1,1,1,1,93
33,The violin fell off the table because someone knocked it off.,The violin fell off the tabletop because someone knocked it off.,it,"0: The violin, 1: the tabletop",0,0,0,0,176
34,Nathan warns Vince that if he doesn't return the money he will tell Rod.,Nathan warns Vince that if he doesn't return the money he will whistleblow Rod.,he,"0: Nathan, 1: Vince",1,0,0,1,911
35,"The football players went on strike against the NFL organization, but they will consider their demands to send the strike.","The football players went on strike against the NFL organization, but they will consider their demands to send the walkout.",they,"0: The football players, 1: the NFL organization",1,0,0,1,355
36,"Losing John is going to be really difficult for Barry, but I think the hardest thing will be losing his son.","Losing John is going to be really heart-wrenching for Barry, but I think the hardest thing will be losing his son.",his,"0: Barry, 1: John",0,1,0,0,1324
37,"Esaias was not related to Willem van de Velde, but he was the cousin of Jan van de Velde.","Esaias was not blood-related to Willem van de Velde, but he was the cousin of Jan van de Velde.",he,"0: Esaias, 1: Willem van de Velde",0,0,0,0,1175
38,The Punishers interrogates prisoners and when finished they execute them via an electric chair-like molecular disintegrator.,The Punishers interrogates prisoners and when finished they execute them via an electric chair-style molecular disintegrator.,they,"0: prisoners, 1: The Punishers",1,1,1,1,1183
39,"Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes that he is leaving the country with his daughter.","Jubilant, Gandhi tries to reach out to Ram Mohan Rao, but realizes that he is leaving the country with his daughter.",he,"0: Ram Mohan Rao, 1: Gandhi",1,0,0,1,1545
40,"Joseph did not defeat William in the match, so he earned $100.","Joseph did not outplay William in the match, so he earned $100.",he,"0: Joseph, 1: William",1,0,0,1,159
41,Rebecca kissed Dina because she is a sweet girl.,Rebecca kissed Dina because she is a sweetheart girl.,she,"0: Rebecca, 1: Dina",1,0,0,1,259
42,Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,Battlefield 3 is more fun than Modern Warfare 3 because it is a better-designed game.,it,"0: Battlefield 3, 1: Modern Warfare 3",0,0,0,0,220
43,Penelope claims to suspect Ruth because she suspected Ms Lingard would rescue her daughter and confess.,Penelope claims to suspect Ruth because she suspected Ms Lingard would rescue her offspring and confess.,she,"0: Penelope, 1: Ruth",0,0,0,0,1218
44,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,Some actors choose to perform their own high-risk stunts instead of using stunt doubles since they like to keep it as authentic as possible.,they,"0: Some actors, 1: stunt doubles",0,0,0,0,412
45,"Albert had become extremely protective of Phillip and when he found out about the rape, he made sure Bradley was arrested.","Albert had become extremely overprotective of Phillip and when he found out about the rape, he made sure Bradley was arrested.",he,"0: Albert, 1: Phillip",0,0,0,0,1123
46,Someone hit Billy in the face because he was being rude.,Someone hit Billy in the face because he was being ill-mannered.,he,"0: Someone, 1: Billy",1,1,0,1,225
47,My heart pumps blood because it is liquid.,My heart pumps lifeblood because it is liquid.,it,"0: My heart, 1: lifeblood",1,0,0,1,32
48,"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","Fontan was caught by the Spaniard Salvador Cardona, but his runner-up position in the stage gave him the lead in the general classification.",his,"0: Fontan, 1: the Spaniard Salvador Cardona",0,0,0,0,1151
49,Billy beat Tommy at Scrabble because that newbie had no skill.,Billy beat Tommy at Scrabble because that greenhorn had no skill.,that newbie,"0: Billy, 1: Tommy",1,1,1,1,272
50,The Russian Syndicate decided to remove some of their lower members so they could keep their operations as secret as possible.,The Russian Syndicate decided to remove some of their lower-ranking members so they could keep their operations as clandestine as possible.,they,"0: The Russian Syndicate, 1: their lower-ranking members",0,0,0,0,422
51,"Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.","Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the subscriber-gap even more.",he,"0: Ray William Johnson, 1: NigaHiga",0,0,0,0,389
52,"Doctor initially told Kennedy the tumor was inoperable, but he looked around for other opinions and decided on the most aggressive and exhausting course of treatment possible.","Doctor initially told Kennedy the tumor was inoperable, but he looked around for other opinions and decided on the most aggressive and energy-draining course of treatment possible.",he,"0: Doctor, 1: Kennedy",1,1,1,1,900
53,"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the songbird, after he hears a poem that he had composed.",he,"0: Mohammad Hosein, 1: Naser al-Din Shah Qajar",0,0,0,0,1177
54,"Paul tries to comfort Zack, but he rejects him and heads back to base with the intent to DOR himself.","Paul tries to comfort Zack, but he rejects him and heads back to base with the intent to drop-on-request himself.",he,"0: Paul, 1: Zack",1,1,1,1,914
55,"Martin found Charles common and repulsive, but since he advertised himself as the owner of a palatial estate, he agreed to marry him.","Martin found Charles common and repulsive, but since he advertised himself as the owner of a palatial mega-estate, he agreed to marry him.",he,"0: Martin, 1: Charles",0,0,0,0,1145
56,Georgina says Lucille is dead because she couldn't live with what she had done.,Georgina says Lucille is dead because she couldn't live with what she had undertaken.,she,"0: Georgina, 1: Lucille",1,0,0,1,1413
57,Sentient machines will kill all humans because they have giant death rays.,Sentient machines will exterminate all humans because they have giant death rays.,they,"0: Sentient machines, 1: all humans",0,0,0,0,244
58,The general fired his pistol at the monster so he turned and looked.,The general fired his sidearm at the monster so he turned and looked.,he,"0: The general, 1: the monster",1,0,0,1,23
59,"Gang-du tries to explain this to the man, but his protests go ignored.","Gang-du tries to explain this to the gentleman, but his protests go ignored.",his,"0: Gang-du, 1: the gentleman",0,0,0,0,1412
60,Joe raced against Steven because he thought it would be easy.,Joe raced against Steven because he thought it would be a no-brainer.,he,"0: Joe, 1: Steven",0,0,0,0,148
61,The fisherman hooked a big fish but he dropped his pole.,The fisherman hooked a big-sized fish but he dropped his fishing-pole.,he,"0: The fisherman, 1: a big-sized fish",0,0,0,0,189
62,John rated Bill because he was a contestant.,John rated Bill because he was a game-contestant.,he,"0: John, 1: Bill",1,0,0,1,267
63,"Rice beat Texas, even though they were a smaller school.","Rice beat Texas, even though they were a smaller-sized school.",they,"0: Rice, 1: Texas",0,0,0,0,26
64,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,The Military Police threw the army recruits in the guardhouse-brig since they were causing a disturbance in the neighboring town.,they,"0: The Military Police, 1: the army recruits",1,1,1,1,348
65,"The AFL fan first knew of Dickfos when he made appearances in State of Origin matches, impressing for Queensland.","The AFL superfan first knew of Dickfos when he made appearances in State of Origin matches, impressing for Queensland.",he,"0: Dickfos, 1: The AFL superfan",0,0,0,0,1538
66,"Tina is scared, but Emma comes after her and protects herself with a gun.","Tina is scared, but Emma comes after her and protects herself with a handgun.",her,"0: Tina, 1: Emma",1,0,0,1,1713
67,"Rice beat Texas, even though they were the best team in the nation.","Rice beat Texas, even though they were the top-ranked team in the nation.",they,"0: Rice, 1: Texas",1,0,0,1,27
68,The humans were afraid of the robots because they were weak.,The humans were afraid of the robots because they were powerless.,they,"0: The humans, 1: the robots",0,0,0,0,238
69,A chicken pecked at a bug and it ran away.,A chicken pecked at a creepy-crawly and it ran away.,it,"0: A chicken, 1: a creepy-crawly",1,1,1,1,95
70,The cat was afraid of the dog because it was timid.,The cat was afraid of the guard-dog because it was timid.,it,"0: The cat, 1: the guard-dog",0,0,0,0,175
71,"Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was dismissed following his fourth season.","Brady Hoke succeeded Rodriguez, but after four years of steadily declining outcomes, he was dismissed following his fourth season.",his,"0: Rodriguez, 1: Brady Hoke",1,1,1,1,1482
72,"The skeleton was scarier than the pumpkin, because it was rather simplistic and orange.","The skeleton was scarier than the pumpkin, because it was rather simplistic-looking and orange.",it,"0: The skeleton, 1: the pumpkin",1,0,0,1,545
73,The employer talked to the employee about being loyal to him.,The employer talked to the employee about being loyal-hearted to him.,him,"0: The employer, 1: the employee",0,0,0,0,92
74,"Eclipso then attempts to kill Mehdi, but finds that he is too strong.","Eclipso then attempts to kill Mehdi, but finds that he is super-strong.",he,"0: Eclipso, 1: Mehdi",1,1,1,1,1623
75,"Janet is in love with Wanda, but her father insists on her marrying a French lord.","Janet is in love with Wanda, but her father insists on her marrying a French nobleman.",her,"0: Janet, 1: Wanda",0,0,0,0,1434
76,The birds ate the seeds because they were tasty.,The birds ate the birdseed because they were tasty.,they,"0: The birds, 1: the birdseed",1,0,0,1,181
77,"George scored against Thomas in the shootout, so he won the game.","George scored against Thomas in the tiebreaker shootout, so he won the game.",he,"0: George, 1: Thomas",0,0,0,0,192
78,"Toyota has the luxury brand Lexus, although they typically sell for the average consumer.","Toyota has the high-end luxury brand Lexus, although they typically sell for the everyday consumer.",they,"0: Lexus, 1: Toyota",1,1,1,1,379
79,The people protested the government because they were raising taxes.,The people protested the administration because they were raising taxes.,they,"0: The people, 1: the administration",1,0,0,1,89
80,"The defending commander, Shi Kefa, was also executed by Qing after he refused to submit to his authority.","The defending commander, Shi Kefa, was also executed by Qing after he refused to submit to his overlordship.",he,"0: The defending commander, Shi Kefa, 1: Qing",0,0,0,0,1780
81,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The committee increased the price of the tickets to the dance for the students, but they changed their decision-making process later.",they,"0: The committee, 1: the students",0,0,0,0,205
82,"Ravi is in love with Kushal, but, he does not agree.","Ravi is head-over-heels in love with Kushal, but, he does not agree.",he,"0: Ravi, 1: Kushal",1,0,0,1,2023
83,Google Plus is expected to be a replacement for Facebook but it still does not have enough active users.,Google Plus is expected to be a replacement for Facebook but it still does not have enough user-friendly interfaces.,it,"0: Google Plus, 1: Facebook",0,0,0,0,152
84,"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida nearly assassinated Hyrum, but Noa intervened to safeguard his life.",his,"0: Elmeida, 1: Hyrum",1,1,1,1,1617
85,"Lauren promises to support Tanya, but struggles to cope with her mother's illness.","Lauren promises to support Tanya, but struggles to cope with her mother's heart-wrenching illness.",her,"0: Lauren, 1: Tanya",1,0,0,1,1418
86,Bill asked Joe if he could borrow some money.,Bill asked Joe if he could borrow some pocket-money.,he,"0: Bill, 1: Joe",0,0,0,0,168
87,The professor gave the student a bad grade because he was strict.,The professor gave the student a poor-quality grade because he was strict.,he,"0: The professor, 1: the student",0,0,0,0,215
88,"Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.","Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually re-connect.",she,"0: Denise, 1: Lucy",0,0,0,0,1289
89,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,Warren snuck Nige outside and said that if he ever saw him again he would kill him on-the-spot.,he,"0: Warren, 1: Nige",0,0,0,0,1790
90,"Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other projects.","Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other multi-faceted projects.",he,"0: Gnumeric, 1: Miguel de Icaza",1,1,1,1,860
91,The outlet powered the lamp when it had electricity.,The power-outlet energized the lamp when it had electricity.,it,"0: The power-outlet, 1: the lamp",0,0,0,0,126
92,"The team shredded the report, so that it could rewrite a new one.","The team shredded the report, so that it could rewrite a brand-new one.",it,"0: The team, 1: the report",0,0,0,0,72
93,My phone is working better than your phone because it is broken.,My smartphone is working better than your smartphone because it is broken.,it,"0: My smartphone, 1: your smartphone",1,0,0,1,107
94,Trick Or Treaters are celebrating the holiday earlier during the day at Church since they are encouraged to do it during the day and among friends for safety reasons.,Trick Or Treaters are celebrating the holiday earlier during the day at Church since they are encouraged to do it during daylight hours and among friends for safety reasons.,they,"0: Trick Or Treaters, 1: Church",0,0,0,0,432
95,The car beat the bike because it was faster.,The sports-car beat the motorbike because it was faster.,it,"0: The sports-car, 1: the motorbike",0,0,0,0,230
