,text,pronoun,candidate,label,pred
44,Steve went to the meeting with John because he was asked to.,he,"0: Steve, 1: John",0,0
45,Steve went to the meeting with John because he asked him to.,he,"0: Steve, 1: John",1,0
46,Mary gave Sandy her book because she needed it.,she,"0: Mary, 1: Sandy",1,1
47,Mary gave Sandy her book because she is generous.,she,"0: Mary, 1: Sandy",0,0
48,John visited Luke in the hospital because he was sick.,he,"0: John, 1: Luke",1,0
49,John visited Luke in the hospital because he lived close by.,he,"0: John, 1: Luke",0,0
50,John hired Bill because he needed someone.,he,"0: John, 1: Bill",0,0
51,John fired Bill because he was incompetent.,he,"0: John, 1: Bill",1,0
52,John introduced Bill because he knew everyone.,he,"0: John, 1: Bill",0,0
53,John introduced Bill because he was new.,he,"0: John, 1: Bill",1,1
54,John shot Bill and he was jailed.,he,"0: John, 1: Bill",0,0
55,John shot Bill and he died.,he,"0: John, 1: Bill",1,1
56,"The Mad Hatter tried to offer a cup of tea to the March Hare, but his hat was too distracting.",his,"0: The Mad Hatter, 1: the March Hare",0,0
57,"The Mad Hatter tried to offer a cup of tea to the March Hare, but his long ears were too distracting.",his,"0: The Mad Hatter, 1: the March Hare",1,1
58,Richard blackmailed Senator Carson so that his silence would be secured.,his,"0: Richard, 1: Senator Carson",1,0
59,Richard blackmailed Senator Carson so that his rise to power would be secured.,his,"0: Richard, 1: Senator Carson",0,0
60,"Tradition dictated the captain hold the Stanley Cup first, and it was pretty.",it,"0: Tradition, 1: the Stanley Cup",1,1
61,"Tradition dictated the captain hold the Stanley Cup first, and it is always followed.",it,"0: Tradition, 1: the Stanley Cup",0,1
62,The bat hit the ball because it was designed to hit.,it,"0: The bat, 1: the ball",0,0
63,The bat hit the ball because it was designed to be hit.,it,"0: The bat, 1: the ball",1,0
64,The program could successfully parse the file because it was programmed well.,it,"0: The program, 1: the file",0,0
65,The program could successfully parse the file because it was formatted well.,it,"0: The program, 1: the file",1,0
66,The article about the fires said that they torched most of Seattle.,they,"0: The article, 1: the fires",1,1
67,The article about the fires said that they would research the situation further.,they,"0: The article, 1: the fires",0,0
68,The winners were given the awards after they won.,they,"0: The winners, 1: the awards",0,0
69,The winners were given the awards after they were made.,they,"0: The winners, 1: the awards",1,0
70,The man jumped on the neighbor's pool and he swam.,he,"0: The man, 1: the neighbor",0,0
71,The man jumped on the neighbor's pool and he stared.,he,"0: The man, 1: the neighbor",1,0
72,"The team shredded the report, so that it could rewrite a new one.",it,"0: The team, 1: the report",0,0
73,"The team shredded the report, so that it could be rewritten.",it,"0: The team, 1: the report",1,1
74,Bob asked Tom if he could take him to the movies.,he,"0: Bob, 1: Tom",0,0
75,Bob asked Tom if he could lend some money.,he,"0: Bob, 1: Tom",1,0
76,Homer punched Flanders because he was being annoying.,he,"0: Homer, 1: Flanders",1,0
77,Homer punched Flanders because he was asked to.,he,"0: Homer, 1: Flanders",0,0
78,Nelson punched Milhouse but he was not hurt.,he,"0: Nelson, 1: Milhouse",1,1
79,Nelson punched Milhouse but he was not caught.,he,"0: Nelson, 1: Milhouse",0,0
80,The mermaid swam toward Sue and made her gasp.,her,"0: The mermaid, 1: Sue",1,1
81,The mermaid swam toward Sue and waved her tail.,her,"0: The mermaid, 1: Sue",0,0
82,The mother bear attacked Karen because she had gotten too close to her cub.,she,"0: The mother bear, 1: Karen",1,0
83,The mother bear attacked Karen because she was worried for her cub.,she,"0: The mother bear, 1: Karen",0,0
84,"Mary smiled at Susan, but she did not smile back.",she,"0: Mary, 1: Susan",1,0
85,"Mary smiled at Susan, but she was not happy to see her.",she,"0: Mary, 1: Susan",0,0
86,The leech latched onto the hippo so that it could enjoy the sunshine.,it,"0: The leech, 1: the hippo",1,0
87,The leech latched onto the hippo because it was hungry.,it,"0: The leech, 1: the hippo",0,0
88,The people protested the government because they were hungry.,they,"0: The people, 1: the government",0,0
89,The people protested the government because they were raising taxes.,they,"0: The people, 1: the government",1,0
90,I drank the beer with a lime because it was cold.,it,"0: the beer, 1: a lime",0,0
91,I drank the beer with a lime because it was sour.,it,"0: the beer, 1: a lime",1,0
92,The employer talked to the employee about being loyal to him.,him,"0: The employer, 1: the employee",0,0
93,The employer talked to the employee about firing him.,him,"0: The employer, 1: the employee",1,1
94,A chicken pecked at a bug and it ate it.,it,"0: A chicken, 1: a bug",0,0
95,A chicken pecked at a bug and it ran away.,it,"0: A chicken, 1: a bug",1,1
96,The dogs hate the fleas because they suck blood.,they,"0: The dogs, 1: the fleas",1,1
97,The dogs hate the fleas because they hate bugs.,they,"0: The dogs, 1: the fleas",0,0
98,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove he was the stronger man.,he,"0: Steven Seagal, 1: Jean Claude Van Damme",0,0
99,Steven Seagal challenged Jean Claude Van Damme to a fight because he is a worthy opponent.,he,"0: Steven Seagal, 1: Jean Claude Van Damme",1,0
100,Girls like puppies because they are adorable.,they,"0: Girls, 1: puppies",1,0
101,Girls like puppies because they like adorable things.,they,"0: Girls, 1: puppies",0,0
102,Jack got more votes than John because the people liked him.,him,"0: Jack, 1: John",0,0
103,Jack got more votes than John because the people did not like him.,him,"0: Jack, 1: John",1,1
104,The car passed the truck because it was going too slow.,it,"0: The car, 1: the truck",1,0
105,The car passed the truck because it needed to go faster.,it,"0: The car, 1: the truck",0,0
106,My phone is working better than your phone because it is a newer model.,it,"0: My phone, 1: your phone",0,0
107,My phone is working better than your phone because it is broken.,it,"0: My phone, 1: your phone",1,0
108,Raja wanted Rena to take the job because he would be a good candidate.,he,"0: Raja, 1: Rena",1,1
109,Raja wanted Rena to take the job because he wanted to leave.,he,"0: Raja, 1: Rena",0,0
110,"Sheila tried to repair the old jalopy, even though she had not run in three decades.",she,"0: Sheila, 1: the old jalopy",1,0
111,"Sheila tried to repair the old jalopy, even though she had not worked on cars in three decades.",she,"0: Sheila, 1: the old jalopy",0,0
112,The ghost entered the house because it was haunting.,it,"0: The ghost, 1: the house",0,0
113,The ghost entered the house because it was haunted.,it,"0: The ghost, 1: the house",1,0
114,The boy escaped the cop but he continued to flee.,he,"0: The boy, 1: the cop",0,0
115,The boy escaped the cop but he continued to search.,he,"0: The boy, 1: the cop",1,0
116,The needle punctured the skin but it failed to register pain.,it,"0: The needle, 1: the skin",1,0
117,The needle punctured the skin but it failed to administer pain.,it,"0: The needle, 1: the skin",0,0
118,The lion saw the fish and it pounced.,it,"0: The lion, 1: the fish",0,0
119,The lion saw the fish and it was swimming.,it,"0: The lion, 1: the fish",1,1
120,The clown smiled at the child and he cried.,he,"0: The clown, 1: the child",1,1
121,The clown smiled at the child and he offered him a balloon.,he,"0: The clown, 1: the child",0,0
122,The scientists gave the chimps some bananas because they were hungry.,they,"0: the chimps, 1: some bananas",0,0
123,The scientists gave the chimps some bananas because they were ripe.,they,"0: the chimps, 1: some bananas",1,0
124,The boss fired the worker when he stopped performing well.,he,"0: The boss, 1: the worker",1,0
125,The boss fired the worker when he called him into the office.,he,"0: The boss, 1: the worker",0,0
126,The outlet powered the lamp when it had electricity.,it,"0: The outlet, 1: the lamp",0,0
127,The outlet powered the lamp when it was plugged in.,it,"0: The outlet, 1: the lamp",1,0
128,The paintball player was mad at the referee because he missed a call.,he,"0: The paintball player, 1: the referee",1,0
129,The paintball player was mad at the referee because he was called out but shouldn't.,he,"0: The paintball player, 1: the referee",0,0
130,The network heads cancelled the TV shows because they were not doing well.,they,"0: The network heads, 1: the TV shows",1,0
131,The network heads cancelled the TV shows because they did not like the content.,they,"0: The network heads, 1: the TV shows",0,0
132,The cheetah outran the antelope so it got to eat.,it,"0: The cheetah, 1: the antelope",0,0
133,The cheetah outran the antelope so it got eaten.,it,"0: The cheetah, 1: the antelope",1,1
134,The keys typed the words because they were meant to be typed.,they,"0: The keys, 1: the words",1,0
135,The keys typed the words because they were meant to be typed on.,they,"0: The keys, 1: the words",0,0
136,The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,they,"0: The racquetball players, 1: the other students",1,1
137,The racquetball players were annoyed by the other students in the activity center because they wanted to play and couldn't.,they,"0: The racquetball players, 1: the other students",0,0
138,The teachers scolded the students because they would not learn the material.,they,"0: The teachers, 1: the students",1,1
139,The teachers scolded the students because they were the authority figures.,they,"0: The teachers, 1: the students",0,0
140,The plane was in the sky and it was fast.,it,"0: The plane, 1: the sky",0,0
141,The plane was in the sky and it was cloudy.,it,"0: The plane, 1: the sky",1,0
142,Joe crashed into Mike and he had to pay for the damage.,he,"0: Joe, 1: Mike",1,0
143,Joe crashed into Mike because he needed a place to sleep.,he,"0: Joe, 1: Mike",0,0
144,The man shot his friend and he died.,he,"0: The man, 1: his friend",1,0
145,The man shot his friend and he was arrested.,he,"0: The man, 1: his friend",0,0
146,The man killed the boss because he hated the job.,he,"0: The man, 1: the boss",0,0
147,The man killed the boss because he fired him.,he,"0: The man, 1: the boss",1,0
148,Joe raced against Steven because he thought it would be easy.,he,"0: Joe, 1: Steven",0,0
149,Joe raced against Steven because he would not say no.,he,"0: Joe, 1: Steven",1,0
150,The light hit the mirror and it reflected.,it,"0: The light, 1: the mirror",0,1
151,The light hit the mirror and it shattered.,it,"0: The light, 1: the mirror",1,1
152,Google Plus is expected to be a replacement for Facebook but it still does not have enough active users.,it,"0: Google Plus, 1: Facebook",0,0
153,Google Plus is expected to be a replacement for Facebook but it still has a lot more active users.,it,"0: Google Plus, 1: Facebook",1,0
154,The spear easily pierced through the armor because it was too sharp.,it,"0: The spear, 1: the armor",0,0
155,The spear easily pierced through the armor because it was too thin.,it,"0: The spear, 1: the armor",1,0
156,The cat caught the mouse because it was clever.,it,"0: The cat, 1: the mouse",0,0
157,The cat caught the mouse because it was careless.,it,"0: The cat, 1: the mouse",1,0
158,"Joseph did not defeat William in the match, so he paid $100.",he,"0: Joseph, 1: William",0,0
159,"Joseph did not defeat William in the match, so he earned $100.",he,"0: Joseph, 1: William",1,0
160,"Adam failed to kill Alexander, so he hired a bodygaurd in case of a second attempt.",he,"0: Adam, 1: Alexander",1,0
161,"Adam failed to kill Alexander, so he hired an assassin for the second attempt.",he,"0: Adam, 1: Alexander",0,0
162,"The bowl had a crack, so it was filled in.",it,"0: The bowl, 1: a crack",1,0
163,"The bowl had a crack, so it was thrown away.",it,"0: The bowl, 1: a crack",0,0
164,The student told the instructor that he was sick.,he,"0: The student, 1: the instructor",0,0
165,The student told the instructor that he talked fast.,he,"0: The student, 1: the instructor",1,0
166,Joe put Bob in the time machine and he went to the future.,he,"0: Joe, 1: Bob",1,1
167,Joe put Bob in the time machine and he created another one.,he,"0: Joe, 1: Bob",0,0
168,Bill asked Joe if he could borrow some money.,he,"0: Bill, 1: Joe",0,0
169,Bill asked Joe if he had any money.,he,"0: Bill, 1: Joe",1,1
170,The chef held the waiter so that he would not flee.,he,"0: The chef, 1: the waiter",1,1
171,The chef held the waiter so that he did not fall off.,he,"0: The chef, 1: the waiter",0,1
172,Tony helped Jeff because he wanted to help.,he,"0: Tony, 1: Jeff",0,0
173,Tony helped Jeff because he needed help.,he,"0: Tony, 1: Jeff",1,0
174,The cat was afraid of the dog because it was scary.,it,"0: The cat, 1: the dog",1,1
175,The cat was afraid of the dog because it was timid.,it,"0: The cat, 1: the dog",0,0
176,The violin fell off the table because someone knocked it off.,it,"0: The violin, 1: the table",0,0
177,The violin fell off the table because it was unstable.,it,"0: The violin, 1: the table",1,0
178,Lily gave Amber a hug because she was sad.,she,"0: Lily, 1: Amber",1,0
179,Lily gave Amber a hug because she was sorry.,she,"0: Lily, 1: Amber",0,0
180,The birds ate the seeds because they were hungry.,they,"0: The birds, 1: the seeds",0,0
181,The birds ate the seeds because they were tasty.,they,"0: The birds, 1: the seeds",1,0
182,"Josie did not like Sarah, but she did not know it.",she,"0: Josie, 1: Sarah",1,0
183,"Josie did not like Sarah, but she did not tell her.",she,"0: Josie, 1: Sarah",0,0
184,Ken tried to sneak past the boss because he was late for work.,he,"0: Ken, 1: the boss",0,0
185,Ken tried to sneak past the boss because he was looking for late people.,he,"0: Ken, 1: the boss",1,0
186,The hyenas scavenged from the lions because they were desperate.,they,"0: The hyenas, 1: the lions",0,0
187,The hyenas scavenged from the lions because they had left scraps.,they,"0: The hyenas, 1: the lions",1,0
188,The fisherman hooked a big fish but he got away.,he,"0: The fisherman, 1: a big fish",1,0
189,The fisherman hooked a big fish but he dropped his pole.,he,"0: The fisherman, 1: a big fish",0,0
190,The geology department petitioned the school board for money because they needed funding.,they,"0: The geology department, 1: the school board",0,0
191,The geology department petitioned the school board for money because they could grant funding.,they,"0: The geology department, 1: the school board",1,0
192,"George scored against Thomas in the shootout, so he won the game.",he,"0: George, 1: Thomas",0,0
193,"George scored against Thomas in the shootout, so he lost the game.",he,"0: George, 1: Thomas",1,1
194,Lakshman asked Vivan to get him some ice cream because he was hot.,he,"0: Lakshman, 1: Vivan",0,0
195,Lakshman asked Vivan to get him some ice cream because he owed him money.,he,"0: Lakshman, 1: Vivan",1,0
196,Yuri owed Ivan money because he paid for the vodka.,he,"0: Yuri, 1: Ivan",1,1
197,Yuri owed Ivan money because he lost the bet.,he,"0: Yuri, 1: Ivan",0,0
198,Steve hired Jose because he was a hard worker.,he,"0: Steve, 1: Jose",1,0
199,Steve hired Jose because he could not find anyone better.,he,"0: Steve, 1: Jose",0,0
200,"The outlaw shot the sheriff, but he did not shoot the deputy.",he,"0: The outlaw, 1: the sheriff",0,0
201,"The outlaw shot the sheriff, but he shot back.",he,"0: The outlaw, 1: the sheriff",1,1
202,"Kelly neglected to tell Katie that their rent was due, but she told her later.",she,"0: Kelly, 1: Katie",0,0
203,"Kelly neglected to tell Katie that their rent was due, but she remembered that it was due on the first of every month.",she,"0: Kelly, 1: Katie",1,1
204,"The committee increased the price of the tickets to the dance for the students, but they did not like it.",they,"0: The committee, 1: the students",1,1
205,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.",they,"0: The committee, 1: the students",0,0
206,John wanted George to run for President because he was a great governor.,he,"0: John, 1: George",1,0
207,John wanted George to run for President because he did not want to.,he,"0: John, 1: George",0,0
208,"Olivia wants to make amends with Emily, but she is apprehensive.",she,"0: Olivia, 1: Emily",0,0
209,"Olivia wants to make amends with Emily, but she no longer wants to be friends.",she,"0: Olivia, 1: Emily",1,0
210,"Jill saw Jane fall down, and she helped her up.",she,"0: Jill, 1: Jane",0,0
211,"Jill saw Jane fall down, and she asked her for help.",she,"0: Jill, 1: Jane",1,0
212,"Larry purchased some of Marty's Lemonade, and he made money.",he,"0: Larry, 1: Marty",1,0
213,"Larry purchased some of Marty's Lemonade, and he wanted the recipe.",he,"0: Larry, 1: Marty",0,0
214,The professor gave the student a bad grade because he did not study.,he,"0: The professor, 1: the student",1,1
215,The professor gave the student a bad grade because he was strict.,he,"0: The professor, 1: the student",0,0
216,We took the books to the shops because they were old.,they,"0: the books, 1: the shops",0,0
217,We took the books to the shops because they would buy them.,they,"0: the books, 1: the shops",1,1
218,We gave the fruit to the humans because they were hungry.,they,"0: the fruit, 1: the humans",1,1
219,We gave the fruit to the humans because they were ripe.,they,"0: the fruit, 1: the humans",0,0
220,Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,it,"0: Battlefield 3, 1: Modern Warfare 3",0,0
221,Battlefield 3 is more fun than Modern Warfare 3 because it is a crappy game.,it,"0: Battlefield 3, 1: Modern Warfare 3",1,0
222,John attacked Tim because he hates communists.,he,"0: John, 1: Tim",0,0
223,John attacked Tim because he was a communist.,he,"0: John, 1: Tim",1,0
224,Someone hit Billy in the face because he was angry.,he,"0: Someone, 1: Billy",0,0
225,Someone hit Billy in the face because he was being rude.,he,"0: Someone, 1: Billy",1,0
226,Joe has more money than Adam since he has a better job.,he,"0: Joe, 1: Adam",0,0
227,Joe has more money than Adam since he has no job.,he,"0: Joe, 1: Adam",1,0
228,Pigs are better than sheep because they make bacon.,they,"0: Pigs, 1: sheep",0,0
229,Pigs are better than sheep because they do not make bacon.,they,"0: Pigs, 1: sheep",1,0
230,The car beat the bike because it was faster.,it,"0: The car, 1: the bike",0,0
231,The car beat the bike because it was too slow.,it,"0: The car, 1: the bike",1,0
232,The blimp hit the tree because it lost air.,it,"0: The blimp, 1: the tree",0,0
233,The blimp hit the tree because it was in the way.,it,"0: The blimp, 1: the tree",1,0
234,Bob sued Bill because he was embezzling funds.,he,"0: Bob, 1: Bill",1,1
235,Bob sued Bill because he wanted more money.,he,"0: Bob, 1: Bill",0,0
236,I gave the donkey some food because it was hungry.,it,"0: some food, 1: the donkey",1,1
237,I gave the donkey some food because it was fresh.,it,"0: some food, 1: the donkey",0,1
238,The humans were afraid of the robots because they were weak.,they,"0: The humans, 1: the robots",0,0
239,The humans were afraid of the robots because they were strong.,they,"0: The humans, 1: the robots",1,1
240,The Playstation is outperforming the Xbox because it has better games.,it,"0: The Playstation, 1: the Xbox",0,0
241,The Playstation is outperforming the Xbox because it is prone to hardware failure.,it,"0: The Playstation, 1: the Xbox",1,0
242,Sean is better than Watson at anaphora resolution because he can naturally understand natural language.,he,"0: Sean, 1: Watson",0,0
243,Sean is better than Watson at anaphora resolution because he has trouble understanding natural language.,he,"0: Sean, 1: Watson",1,0
244,Sentient machines will kill all humans because they have giant death rays.,they,"0: Sentient machines, 1: all humans",0,0
245,Sentient machines will kill all humans because they are inferior beings.,they,"0: Sentient machines, 1: all humans",1,0
246,Watson beat Ken at Jeopardy because he is a superior machine.,he,"0: Watson, 1: Ken",0,0
247,Watson beat Ken at Jeopardy because he is an inferior human.,he,"0: Watson, 1: Ken",1,0
248,Larry trusted Page because Bill told him to.,him,"0: Larry, 1: Page",0,0
249,Larry trusted Page because Bill knows him.,him,"0: Larry, 1: Page",1,0
250,Cosby supported Jay because Thea really liked him.,him,"0: Cosby, 1: Jay",1,1
251,Cosby supported Jay because Thea asked him to.,him,"0: Cosby, 1: Jay",0,0
252,Jace loves Jesus because he died for him.,he,"0: Jace, 1: Jesus",1,1
253,Jace loves Jesus because he tasted his goodness.,he,"0: Jace, 1: Jesus",0,0
254,Olga kicked Sara because she woke her up.,she,"0: Olga, 1: Sara",1,0
255,Olga kicked Sara because she was drunk.,she,"0: Olga, 1: Sara",0,0
256,Nola shot Christina in the head because she threatened to take all of her money.,she,"0: Nola, 1: Christina",1,0
257,Nola shot Christina in the head because she thought it was a good idea to kill a human being.,she,"0: Nola, 1: Christina",0,0
258,Rebecca kissed Dina because she loves her.,she,"0: Rebecca, 1: Dina",0,0
259,Rebecca kissed Dina because she is a sweet girl.,she,"0: Rebecca, 1: Dina",1,0
260,Mom brought Sara from school early because she was sick.,she,"0: Mom, 1: Sara",1,1
261,Mom brought Sara from school early because she had an early meeting.,she,"0: Mom, 1: Sara",0,0
262,Gorden got mad at his brother because he forgot to bring him chocolate.,he,"0: Gorden, 1: his brother",1,0
263,Gorden got mad at his brother because he did not get good sleep.,he,"0: Gorden, 1: his brother",0,0
264,John asked Bill because he was confused.,he,"0: John, 1: Bill",0,0
265,John asked Bill because he knew the answer.,he,"0: John, 1: Bill",1,0
266,John rated Bill because he was the judge.,he,"0: John, 1: Bill",0,0
267,John rated Bill because he was a contestant.,he,"0: John, 1: Bill",1,0
268,John called Bill because he needed someone to talk to.,he,"0: John, 1: Bill",0,0
269,John called Bill because he was a good listener.,he,"0: John, 1: Bill",1,0
270,John killed Bill because he was fighting for his life.,he,"0: John, 1: Bill",0,0
271,John killed Bill because he was a zombie.,he,"0: John, 1: Bill",1,0
272,Billy beat Tommy at Scrabble because that newbie had no skill.,that newbie,"0: Billy, 1: Tommy",1,1
273,Billy beat Tommy at Scrabble because that newbie had all the luck.,that newbie,"0: Billy, 1: Tommy",0,1
274,Mary had a little lamb until she was stolen by Cindy.,she,"0: Mary, 1: a little lamb",1,0
275,Mary had a little lamb until she had lamb chops for dinner.,she,"0: Mary, 1: a little lamb",0,0
276,The wolves chased the deer because they were predators.,they,"0: The wolves, 1: the deer",0,0
277,The wolves chased the deer because they were prey.,they,"0: The wolves, 1: the deer",1,0
278,The girls ate the apples because they were hungry.,they,"0: The girls, 1: the apples",0,0
279,The girls ate the apples because they were ripe.,they,"0: The girls, 1: the apples",1,0
280,The minister befriended King George so he would not get beheaded.,he,"0: The minister, 1: King George",0,0
281,The minister befriended King George so he could have some friends.,he,"0: The minister, 1: King George",1,0
282,Mary likes Joe because she has a cool name.,she,"0: Mary, 1: Joe",1,0
283,Mary likes Joe because she likes females.,she,"0: Mary, 1: Joe",0,0
284,The bat hit the ball because it flew in the way of the trajectory.,it,"0: The bat, 1: the ball",0,1
285,The bat hit the ball because it flew straight at the poor animal.,it,"0: The bat, 1: the ball",1,1
286,The knife sliced through the flesh because it was sharp.,it,"0: The knife, 1: the flesh",0,0
287,The knife sliced through the flesh because it was tender.,it,"0: The knife, 1: the flesh",1,0
288,"The boy lied to his father about the crime, but he still felt uneasy and was slowly overcome with guilt.",he,"0: The boy, 1: his father",0,0
289,"The boy lied to his father about the crime, but he still felt uneasy and was slowly overcome with curiosity.",he,"0: The boy, 1: his father",1,0
290,The apple wine entered my mouth because it tastes good.,it,"0: The apple wine, 1: my mouth",0,0
291,The apple wine entered my mouth because it was not full.,it,"0: The apple wine, 1: my mouth",1,0
292,The boy helped his friend move because he was going to be free all day.,he,"0: The boy, 1: his friend",0,0
293,The boy helped his friend move because he was going to be busy all day.,he,"0: The boy, 1: his friend",1,0
294,The boy secretly watched his friend because he wanted the secret information.,he,"0: The boy, 1: his friend",0,0
295,The boy secretly watched his friend because he had the secret information.,he,"0: The boy, 1: his friend",1,0
296,"The bug was flying towards the light, but it was exterminated prematurely.",it,"0: The bug, 1: the light",0,0
297,"The bug was flying towards the light, but it was extinguished prematurely.",it,"0: The bug, 1: the light",1,0
298,"The man offered the boy candy, but he had no candy.",he,"0: The man, 1: the boy",0,0
299,"The man offered the boy candy, but he got no candy.",he,"0: The man, 1: the boy",1,1
300,Paul screamed at Jack since he was angry.,he,"0: Paul, 1: Jack",0,0
301,Paul screamed at Jack since he was ignoring him.,he,"0: Paul, 1: Jack",1,0
302,The baby cow cried at the farmer because he wanted milk.,he,"0: The baby cow, 1: the farmer",0,0
303,The baby cow cried at the farmer because he had milk.,he,"0: The baby cow, 1: the farmer",1,1
304,My teacher asked a student to make sentences because he was late to class.,he,"0: My teacher, 1: a student",1,0
305,My teacher asked a student to make sentences because he wanted to see him write.,he,"0: My teacher, 1: a student",0,0
306,The gym teachers trained the students because they wanted to teach them discipline.,they,"0: The gym teachers, 1: the students",0,0
307,The gym teachers trained the students because they wanted to become better players.,they,"0: The gym teachers, 1: the students",1,0
308,The Skyline drifts better than the F-150 because it is well balanced.,it,"0: The Skyline, 1: the F-150",0,0
309,The Skyline drifts better than the F-150 because it is not meant to drift.,it,"0: The Skyline, 1: the F-150",1,0
310,The city council granted a permit to the construction workers because they were well qualified.,they,"0: The city council, 1: the construction workers",1,1
311,The city council granted a permit to the construction workers because they were elected to encourage business.,they,"0: The city council, 1: the construction workers",0,0
312,"Rick Perry is doing stronger than Mitt Romney in the polls, but he is coming back as a strong candidate.",he,"0: Rick Perry, 1: Mitt Romney",1,0
313,"Rick Perry is doing stronger than Mitt Romney in the polls, but he is confident to maintain the lead.",he,"0: Rick Perry, 1: Mitt Romney",0,0
314,The Detroit Lions beat the Dallas Cowboys because they had more desire to win.,they,"0: The Detroit Lions, 1: the Dallas Cowboys",0,0
315,The Detroit Lions beat the Dallas Cowboys because they were unprepared.,they,"0: The Detroit Lions, 1: the Dallas Cowboys",1,1
316,James Cameron is more successful than Michael Bay because his movies sell more worldwide.,his,"0: James Cameron, 1: Michael Bay",0,0
317,James Cameron is more successful than Michael Bay because his movies do not create as much hype.,his,"0: James Cameron, 1: Michael Bay",1,0
318,Audrey Hepburn made more movies than Katherine Hepburn because she was pretty and talented.,she,"0: Audrey Hepburn, 1: Katherine Hepburn",0,0
