,original_text,modified_text,modified_label,modified_pred,original_pred,modified_pronoun,modified_candidates,original_label,type
89,"Hinckley did not hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.","Hinckley did not Hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.",1,1,1,him,"0: Hinckley, 1: Reagan",1,upper
90,"James occasionally visits Archie, but he starts to take a fancy to local school headteacher Katrina Finlay.","James occasionally visits Archie, but He starts to take a fancy to local school headteacher Katrina Finlay.",1,0,0,he,"0: James, 1: Archie",1,upper
91,"Rice beat Texas, even though they were the best team in the nation.","Rice beat Texas, even though They were the best team in the nation.",1,1,1,They,"0: Rice, 1: Texas",1,upper
92,Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and He had to pay for the damage.,1,0,0,he,"0: Joe, 1: Mike",1,upper
93,Lily gave Amber a hug because she was sad.,Lily gave Amber a hug because She was sad.,1,1,1,She,"0: Lily, 1: Amber",1,upper
94,Fleece feels better than cotton since they are of worse quality.,Fleece feels better than Cotton since they are of worse quality.,1,1,1,they,"0: Fleece, 1: Cotton",1,upper
95,My heart pumps blood because it is liquid.,My heart pumps Blood because it is liquid.,1,1,1,it,"0: My heart, 1: Blood",1,upper
96,"Olivia wants to make amends with Emily, but she no longer wants to be friends.","Olivia Wants to make amends with Emily, but she no longer wants to be friends.",1,0,0,she,"0: Olivia, 1: Emily",1,upper
97,The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,The racquetball Players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,1,1,1,they,"0: The racquetball Players, 1: the other students",1,upper
98,"Vicky repeatedly tires to seduce Emma, but she turns her down.","Vicky repeatedly tires to seduce Emma, but She turns her down.",1,1,1,She,"0: Vicky, 1: Emma",1,upper
