,original_text,modified_text,modified_label,modified_pred,original_pred,modified_pronoun,modified_candidates,original_label,type
55,"Martin found Charles common and repulsive, but since he advertised himself as the owner of a palatial estate, he agreed to marry him.","Martin found Charles common and repulsive, but since he advertised himself as the owner of a palatial mega-estate, he agreed to marry him.",0,1,1,he,"0: Martin, 1: Charles",0,compound_word
56,Georgina says Lucille is dead because she couldn't live with what she had done.,Georgina says Lucille is dead because she couldn't live with what she had undertaken.,1,1,1,she,"0: Georgina, 1: Lucille",1,compound_word
57,Sentient machines will kill all humans because they have giant death rays.,Sentient machines will exterminate all humans because they have giant death rays.,0,0,0,they,"0: Sentient machines, 1: all humans",0,compound_word
58,The general fired his pistol at the monster so he turned and looked.,The general fired his sidearm at the monster so he turned and looked.,1,1,1,he,"0: The general, 1: the monster",1,compound_word
59,"Gang-du tries to explain this to the man, but his protests go ignored.","Gang-du tries to explain this to the gentleman, but his protests go ignored.",0,0,0,his,"0: Gang-du, 1: the gentleman",0,compound_word
60,Joe raced against Steven because he thought it would be easy.,Joe raced against Steven because he thought it would be a no-brainer.,0,0,0,he,"0: Joe, 1: Steven",0,compound_word
61,The fisherman hooked a big fish but he dropped his pole.,The fisherman hooked a big-sized fish but he dropped his fishing-pole.,0,0,0,he,"0: The fisherman, 1: a big-sized fish",0,compound_word
62,John rated Bill because he was a contestant.,John rated Bill because he was a game-contestant.,1,1,1,he,"0: John, 1: Bill",1,compound_word
63,"Rice beat Texas, even though they were a smaller school.","Rice beat Texas, even though they were a smaller-sized school.",0,0,0,they,"0: Rice, 1: Texas",0,compound_word
64,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,The Military Police threw the army recruits in the guardhouse-brig since they were causing a disturbance in the neighboring town.,1,1,1,they,"0: The Military Police, 1: the army recruits",1,compound_word
65,"The AFL fan first knew of Dickfos when he made appearances in State of Origin matches, impressing for Queensland.","The AFL superfan first knew of Dickfos when he made appearances in State of Origin matches, impressing for Queensland.",0,0,0,he,"0: Dickfos, 1: The AFL superfan",0,compound_word
66,"Tina is scared, but Emma comes after her and protects herself with a gun.","Tina is scared, but Emma comes after her and protects herself with a handgun.",0,0,0,her,"0: Tina, 1: Emma",0,compound_word
67,"Rice beat Texas, even though they were the best team in the nation.","Rice beat Texas, even though they were the top-ranked team in the nation.",1,1,1,they,"0: Rice, 1: Texas",1,compound_word
68,The humans were afraid of the robots because they were weak.,The humans were afraid of the robots because they were powerless.,0,0,0,they,"0: The humans, 1: the robots",0,compound_word
69,A chicken pecked at a bug and it ran away.,A chicken pecked at a creepy-crawly and it ran away.,1,1,1,it,"0: A chicken, 1: a creepy-crawly",1,compound_word
70,The cat was afraid of the dog because it was timid.,The cat was afraid of the guard-dog because it was timid.,0,0,0,it,"0: The cat, 1: the guard-dog",0,compound_word
71,"Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was dismissed following his fourth season.","Brady Hoke succeeded Rodriguez, but after four years of steadily declining outcomes, he was dismissed following his fourth season.",1,1,1,his,"0: Rodriguez, 1: Brady Hoke",1,compound_word
72,"The skeleton was scarier than the pumpkin, because it was rather simplistic and orange.","The skeleton was scarier than the pumpkin, because it was rather simplistic-looking and orange.",1,1,1,it,"0: The skeleton, 1: the pumpkin",1,compound_word
73,The employer talked to the employee about being loyal to him.,The employer talked to the employee about being loyal-hearted to him.,0,0,0,him,"0: The employer, 1: the employee",0,compound_word
74,"Eclipso then attempts to kill Mehdi, but finds that he is too strong.","Eclipso then attempts to kill Mehdi, but finds that he is super-strong.",1,1,1,he,"0: Eclipso, 1: Mehdi",1,compound_word
75,"Janet is in love with Wanda, but her father insists on her marrying a French lord.","Janet is in love with Wanda, but her father insists on her marrying a French nobleman.",0,0,0,her,"0: Janet, 1: Wanda",0,compound_word
76,The birds ate the seeds because they were tasty.,The birds ate the birdseed because they were tasty.,1,0,0,they,"0: The birds, 1: the birdseed",1,compound_word
77,"George scored against Thomas in the shootout, so he won the game.","George scored against Thomas in the tiebreaker shootout, so he won the game.",0,0,0,he,"0: George, 1: Thomas",0,compound_word
78,"Toyota has the luxury brand Lexus, although they typically sell for the average consumer.","Toyota has the high-end luxury brand Lexus, although they typically sell for the everyday consumer.",1,1,1,they,"0: Lexus, 1: Toyota",1,compound_word
79,The people protested the government because they were raising taxes.,The people protested the administration because they were raising taxes.,1,1,1,they,"0: The people, 1: the administration",1,compound_word
80,"The defending commander, Shi Kefa, was also executed by Qing after he refused to submit to his authority.","The defending commander, Shi Kefa, was also executed by Qing after he refused to submit to his overlordship.",0,0,0,he,"0: The defending commander, Shi Kefa, 1: Qing",0,compound_word
81,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The committee increased the price of the tickets to the dance for the students, but they changed their decision-making process later.",0,0,0,they,"0: The committee, 1: the students",0,compound_word
82,"Ravi is in love with Kushal, but, he does not agree.","Ravi is head-over-heels in love with Kushal, but, he does not agree.",1,1,1,he,"0: Ravi, 1: Kushal",1,compound_word
83,Google Plus is expected to be a replacement for Facebook but it still does not have enough active users.,Google Plus is expected to be a replacement for Facebook but it still does not have enough user-friendly interfaces.,0,0,0,it,"0: Google Plus, 1: Facebook",0,compound_word
84,"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida nearly assassinated Hyrum, but Noa intervened to safeguard his life.",1,1,1,his,"0: Elmeida, 1: Hyrum",1,compound_word
85,"Lauren promises to support Tanya, but struggles to cope with her mother's illness.","Lauren promises to support Tanya, but struggles to cope with her mother's heart-wrenching illness.",1,0,0,her,"0: Lauren, 1: Tanya",1,compound_word
86,Bill asked Joe if he could borrow some money.,Bill asked Joe if he could borrow some pocket-money.,0,0,0,he,"0: Bill, 1: Joe",0,compound_word
87,The professor gave the student a bad grade because he was strict.,The professor gave the student a poor-quality grade because he was strict.,0,0,0,he,"0: The professor, 1: the student",0,compound_word
88,"Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.","Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually re-connect.",0,0,0,she,"0: Denise, 1: Lucy",0,compound_word
89,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,Warren snuck Nige outside and said that if he ever saw him again he would kill him on-the-spot.,0,0,0,he,"0: Warren, 1: Nige",0,compound_word
90,"Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other projects.","Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other multi-faceted projects.",1,1,1,he,"0: Gnumeric, 1: Miguel de Icaza",1,compound_word
91,The outlet powered the lamp when it had electricity.,The power-outlet energized the lamp when it had electricity.,0,0,0,it,"0: The power-outlet, 1: the lamp",0,compound_word
92,"The team shredded the report, so that it could rewrite a new one.","The team shredded the report, so that it could rewrite a brand-new one.",0,1,1,it,"0: The team, 1: the report",0,compound_word
93,My phone is working better than your phone because it is broken.,My smartphone is working better than your smartphone because it is broken.,1,1,1,it,"0: My smartphone, 1: your smartphone",1,compound_word
94,Trick Or Treaters are celebrating the holiday earlier during the day at Church since they are encouraged to do it during the day and among friends for safety reasons.,Trick Or Treaters are celebrating the holiday earlier during the day at Church since they are encouraged to do it during daylight hours and among friends for safety reasons.,0,0,0,they,"0: Trick Or Treaters, 1: Church",0,compound_word
95,The car beat the bike because it was faster.,The sports-car beat the motorbike because it was faster.,0,0,0,it,"0: The sports-car, 1: the motorbike",0,compound_word
