original_text,modified_text,modified_label,modified_pred,original_pred
The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,The racquetball players were annoyed by the other students in the ACTIVITY center because they were using the racquetball courts to play badminton.,1,1,1
The boss fired the worker when he stopped performing well.,The boss fired the WORKER when he stopped performing well.,1,1,1
Mary likes Joe because she likes females.,mary likes joe because she likes females.,0,0,0
The violin fell off the table because someone knocked it off.,the violin fell off the table because someone knocked it off.,0,0,0
"Josie did not like Sarah, but she did not tell her.","josie did not like sarah, but she did not tell her.",0,0,0
Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,0,0,0
Planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph.,planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph.,0,1,0
A chicken pecked at a bug and it ate it.,a chicken pecked at a bug and it ate it.,0,0,0
"Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.","denise is initially hostile to lucy, but she warms to him when she sees he has changed and they eventually reunite.",0,0,0
Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,battlefield 3 is more fun than modern warfare 3 because it is a better game.,0,0,0
"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","the committee increased the price of the tickets to the dance for the students, but they changed their decision later.",0,0,0
"The U.S.S Enterprise tried to assist a sister ship, but they arrived too late to save them.","the u.s.s enterprise tried to assist a sister ship, but they arrived too late to save them.",0,0,0
Lakshman asked Vivan to get him some ice cream because he was hot.,lakshman asked vivan to get him some ice cream because he was hot.,0,0,0
The chimpanzee could not use Linux because it was an animal.,the chimpanzee could not use linux because it was an animal.,0,0,0
Laila grows closer to Cora when she holds her a late birthday celebration as everyone forgets the date.,laila grows closer to cora when she holds her a late birthday celebration as everyone forgets the date.,0,0,0
"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.",1,1,1
"Lance tried to get back together with Bob, but his pride was hurt and he refused to take her back.","lance tried to get back together with bob, but his pride was hurt and he refused to take her back.",1,0,0
Pigs are better than sheep because they do not make bacon.,pigs are better than sheep because they do not make bacon.,1,0,0
Nolan makes a move on Tom but he swears he does not want anything more and tells him he loves his wife.,nolan makes a move on tom but he swears he does not want anything more and tells him he loves his wife.,1,0,1
"Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other projects.","gnumeric was created and developed by miguel de icaza, but he has since moved on to other projects.",1,1,1
The bat hit the ball because it was designed to be hit.,the bat hit the ball because it was designed to be hit.,1,1,1
Rebecca kissed Dina because she is a sweet girl.,rebecca kissed dina because she is a sweet girl.,1,1,1
Cosby supported Jay because Thea really liked him.,cosby supported jay because thea really liked him.,1,1,1
The car passed the truck because it was going too slow.,the car passed the truck because it was going too slow.,0,1,1
"Jim was delighted to see Jack, because he brightened up his day.","jim was delighted to see jack, because he brightened up his day.",1,1,1
A chicken pecked at a bug and it ran away.,a chicken pecked at a bug and it ran away.,1,1,1
"Pei Wei sells sesame chicken as a signature dish, so they are constantly picked as an order.","pei wei sells sesame chicken as a signature dish, so they are constantly picked as an order.",1,0,0
"Tina is scared, but Emma comes after her and protects herself with a gun.","Tina is scared, but Emma comes after her and protects herself with a GuN.",1,1,0
"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after hE hEaRs a poem that he had written.",0,1,1
Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,Battlefield 3 is more fun than Modern Warfare 3 because iT is a better game.,0,0,0
"The Police feared allowing the protesters to organize, so they denied their ability to gather.","The Police feared allowing the protesters to organize, so tHeY denied their ability to gather.",0,0,1
"Dan walks away from Samuel and he tries running after him, but he trips and falls.","Dan walks away from Samuel and he tries running after hIm, but he trips and falls.",0,1,0
The professor gave the student a bad grade because he was strict.,The pRoFeSsOr gave the student a bad grade because he was strict.,0,0,0
"Mary smiled at Susan, but she was not happy to see her.","Mary smiled at Susan, but sHe wAs nOt happy to see her.",0,0,0
The ghost entered the house because it was haunting.,The gHoSt entered the house because it was haunting.,0,0,1
"Souness thanked Platini, but declined the offer, citing dressing room harmony as his reason.","Souness thanked Platini, but declined the offer, citing dressing room harmony as hIs reason.",0,0,0
"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The cOmMiTtEe increased the price of the tickets to the dance for the students, but they changed their decision later.",0,0,0
The doctor asks Bugs if he drank the potion; he becomes insulted at the idea and leaves.,The doCtoR asks BuGs if he drank the potion; he becomes insulted at the idea and leaves.,0,0,0
Robin goes to speak to Gael but discovers he has invited more backpackers to stay with them.,Robin goes to speak to Gael but discovers he has invited more backpackers to stay with ThEm.,1,1,1
"Some fan girls created a rap about Windows phones, but they did not become more popular.","Some fan girls created a rap about Windows phones, but tHeY did not become more popular.",1,1,1
Mary had a little lamb until she was stolen by Cindy.,Mary had a little lamb until sHe was stolen by Cindy.,1,1,0
"Pei Wei sells sesame chicken as a signature dish, so they are constantly picked as an order.","Pei Wei sells sesame chicken as a signature dish, so tHeY are constantly picked as an order.",1,0,0
Journalist Jack Anderson speculated that Watergate Special Prosecutor Archibald Cox had been fired because he had started to investigate Rebozo's role in Nixon accepting covert payments.,Journalist Jack Anderson speculated that Watergate Special Prosecutor Archibald Cox had been fired because he had started to investigate Rebozo's role in NiXoN accepting covert payments.,1,1,1
"Jim was delighted to see Jack, because he brightened up his day.","Jim was delighted to see Jack, because hE brightened up his day.",1,1,1
Fernando goes to talk to Alfonso but he pretends not to recognise them and calls them liars.,Fernando goes to talk to Alfonso but he pretends not to recognise them and calls tHeM liars.,1,1,1
Kathy paid Jane to leave but she returned several weeks later.,Kathy paid Jane to leave but sHe returned several weeks later.,1,1,1
The needle punctured the skin but it failed to register pain.,The nEeDlE punctured the skin but it failed to register pain.,1,0,0
The bat hit the ball because it was designed to be hit.,The bat hit the bAlL because it was designed to be hit.,1,1,1
"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida nearly assassinated Hyrum, but Noa intervened to save hIs life.",1,1,1
"James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his marriage.","James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his mArRiAgE.",1,1,1
"George scored against Thomas in the shootout, so he lost the game.","George scored against Thomas in the shootout, so hE lOsT the game.",1,1,1
The cat was afraid of the dog because it was timid.,The Cat was afraid of the dog because it was timid.,0,0,0
"Though Gino tries to avoid Ross, he can not help but eventually fall in love with him.","Though Gino tries to avoid Ross, He can not help but eventually fall in love with Him.",1,0,0
"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","Fontan was caught by the Spaniard Salvador Cardona, but His second place in the stage gave him the lead in the general classification.",0,0,0
"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Emma finally agrees to Put Jennifer ashore, but after she has given her sleeping pills.",0,0,0
"Ginette wants to hug Susanna, but she notices that the tobacco smell comes from her clothes.","Ginette wants to hug Susanna, But she notices that the tobacco smell comes from her clothes.",0,0,0
The humans were afraid of the robots because they were weak.,The Humans were afraid of the robots because they were weak.,0,0,0
The professor gave the student a bad grade because he was strict.,The Professor gave the student a bad grade because he was strict.,0,0,0
The employer talked to the employee about being loyal to him.,The Employer talked to the employee about being loyal to him.,0,0,0
"George scored against Thomas in the shootout, so he won the game.","George scored against Thomas in the shootout, so He won the game.",0,0,0
"Dan walks away from Samuel and he tries running after him, but he trips and falls.","Dan walks away from Samuel and He tries running after him, but He trips and falls.",1,1,0
A chicken pecked at a bug and it ate it.,A Chicken pecked at a bug and it ate it.,0,0,0
Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society.,Ozzy decided to Part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society.,0,0,0
The keys typed the words because they were meant to be typed on.,The keys Typed the words because they were meant to be typed on.,0,0,0
Samuel found out about Mark when his brother came to Japan.,Samuel found out about Mark when His brother came to Japan.,1,0,0
"Hinckley did not hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.","Hinckley did not Hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.",1,1,1
The student wanted to ask the professor for help but decided not to because he was too intimidating.,The Student wanted to ask the professor for help but decided not to because he was too intimidating.,1,1,1
The blacksmith refused to repair the armor for the knight because he did not have any money to pay with.,The Blacksmith refused to repair the armor for the knight because he did not have any money to pay with.,1,1,1
The general fired his pistol at the monster so he turned and looked.,The General fired his pistol at the monster so he turned and looked.,1,1,1
"Rice beat Texas, even though they were the best team in the nation.","Rice beat Texas, even though They were the best team in the nation.",1,1,1
Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and He had to pay for the damage.,1,0,0
Lily gave Amber a hug because she was sad.,Lily gave Amber a hug because She was sad.,1,1,1
Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and He had to pay for the damage.,1,0,0
My heart pumps blood because it is liquid.,My heart pumps Blood because it is liquid.,1,1,1
"Olivia wants to make amends with Emily, but she no longer wants to be friends.","Olivia Wants to make amends with Emily, but she no longer wants to be friends.",1,1,1
The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,The racquetball Players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,1,1,1
"Vicky repeatedly tires to seduce Emma, but she turns her down.","Vicky repeatedly tires to seduce Emma, but She turns her down.",1,1,1
