,original_text,modified_text,modified_pronoun,modified_candidates,modified_label,modified_pred,original_pred,original_label,index
63,"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida almost took Hyrum out, but Noa jumped in to save his neck.",his,"0: Elmeida, 1: Hyrum",1,1,1,1,1617
64,"Delilah tries to reconcile with Lizzy, but she insists that their relationship is over.","Delilah's trying to make up with Lizzy, but she's adamant that it's all done and dusted.",she,"0: Delilah, 1: Lizzy",1,0,0,1,1038
65,"Anna tries again to live with Karla, but she can not get Vronsky out of her head.","Anna gives it another shot to crash with Karla, but she just can't shake Vronsky from her mind.",her,"0: Anna, 1: Karla",0,0,0,0,1553
66,"Krishna agreed and let Rukmi go free, but not before having his head shaved as a visible sign of a warrior's defeat.","Krishna was cool with it and let Rukmi go, but not without shaving his head first to show he got beat.",his,"0: Krishna, 1: Rukmi",1,1,0,1,1615
67,John visited Luke in the hospital because he lived close by.,John swung by to see Luke at the hospital since he lived nearby.,he,"0: John, 1: Luke",0,0,0,0,49
68,Steve hired Jose because he was a hard worker.,Steve got Jose on board cuz he's a real go-getter.,he,"0: Steve, 1: Jose",1,0,0,1,198
69,Penelope claims to suspect Ruth because she suspected Ms Lingard would rescue her daughter and confess.,Penelope's pretty sure Ruth's up to something'cause she thought Ms Lingard would come save her kid and spill the beans.,she,"0: Penelope, 1: Ruth",0,0,0,0,1218
70,Samuel found out about Mark when his brother came to Japan.,Sam found out about Mark when his bro swung by Japan.,his,"0: Sam, 1: Mark",1,0,0,1,1013
71,John attacked Tim because he was a communist.,John went after Tim'cause he was a communist.,he,"0: John, 1: Tim",1,0,0,1,223
72,"Carcetti is dubious about working with Davis, but Wilson convinces him that it may tip the balance.","Carcetti's not sure about teaming up with Davis, but Wilson talks him into it, saying it could swing things their way.",him,"0: Carcetti, 1: Davis",0,0,0,0,1559
73,The humans were afraid of the robots because they were weak.,People were scared of the robots'cause they were weak.,they,"0: People, 1: the robots",0,1,0,0,238
74,The program could successfully parse the file because it was programmed well.,The app could totally handle the file'cause it was coded right.,it,"0: The app, 1: the file",0,0,0,0,64
75,Hkkinen tried to attack Senna but he ran into the back of him.,Hkkinen tried to go for Senna but he ended up smacking into the back of him.,him,"0: Hkkinen, 1: Senna",1,0,0,1,1005
76,"Ravi is in love with Kushal, but, he does not agree.","Ravi's totally into Kushal, but he's not on board.",he,"0: Ravi, 1: Kushal",1,0,0,1,2023
77,The Punishers interrogates prisoners and when finished they execute them via an electric chair-like molecular disintegrator.,"The Punishers grill prisoners and once they're done, they zap them with something like an electric chair that disintegrates molecules.",they,"0: prisoners, 1: The Punishers",1,1,1,1,1183
78,"Megan accidentally fires a shot that injures Barbara, but she shoots Larry dead.","Megan accidentally popped off a shot that hurt Barbara, but then she blasted Larry and he's gone.",she,"0: Megan, 1: Barbara",0,0,0,0,2058
79,"Olivia wants to make amends with Emily, but she no longer wants to be friends.","Olivia's looking to patch things up with Emily, but she's done trying to be buddies.",she,"0: Olivia, 1: Emily",1,0,0,1,209
80,"Lauren promises to support Tanya, but struggles to cope with her mother's illness.","Lauren's gonna back up Tanya, but it's tough handling her mom's sickness.",her,"0: Lauren, 1: Tanya",1,0,0,1,1418
81,Parents care for their children considerably since they are their pride and joy.,Parents really look after their kids because they're their whole world.,they,"0: Parents, 1: their kids",1,0,0,1,527
82,"Samuel despises Carl, telling Bandini if he wants to win him over, he has to treat him poorly.","Sam can't stand Carl, telling Bandini if he wants to get on his good side, he's gotta be mean to him.",he,"0: Sam, 1: Carl",1,0,0,1,1325
83,"Jim was delighted to see Jack, because he brightened up his day.","Jim was super happy to bump into Jack,'cause he totally made his day.",he,"0: Jim, 1: Jack",1,1,1,1,558
84,"Some fan girls created a rap about Windows phones, but they did not become more popular.","A bunch of fangirls whipped up a rap for Windows phones, but it didn't make'em any more cool.",they,"0: A bunch of fangirls, 1: Windows phones",1,0,0,1,519
85,The attackers had been waiting for the journalists when they arrived.,The attackers were hanging around for the journalists when they showed up.,they,"0: The attackers, 1: the journalists",1,0,0,1,1965
86,John called Bill because he was a good listener.,John rang up Bill since he's always up for listening.,he,"0: John, 1: Bill",1,1,0,1,269
87,My phone is working better than your phone because it is broken.,My phone's doing way better than yours'cause it's busted.,it,"0: My phone, 1: yours",1,0,0,1,107
88,Joe raced against Steven because he thought it would be easy.,Joe went up against Steven cuz he figured it'd be a piece of cake.,he,"0: Joe, 1: Steven",0,0,0,0,148
89,Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,"BF3's way cooler than MW3'cause it's just a better game, y'know?",it,"0: BF3, 1: MW3",0,0,0,0,220
90,"While Mark deliberates whether to trust Dimble, he is found by police and arrested for Hingest's murder.","While Mark's trying to figure out if he can trust Dimble, the cops find him and slap the cuffs on him for Hingest's murder.",he,"0: Mark, 1: Dimble",1,0,0,1,904
91,"Paul said Rodman was selfish about rebounding, but he deemed him a hard worker and coachable.","Paul was like,'Rodman's hogging all the rebounds,' but he still thinks he's a real grinder and listens to the coach.",him,"0: Paul, 1: Rodman",1,0,1,1,922
92,The general fired his pistol at the monster so he turned and looked.,The general blasted his gun at the beast and that made him spin around and take a look.,he,"0: The general, 1: the beast",1,0,0,1,23
93,A chicken pecked at a bug and it ran away.,A chicken was peckin' at a bug and it scurried off.,it,"0: A chicken, 1: a bug",1,0,1,1,95
94,The drug cartel enlists the help of the local population to work their fields since they need cheap labor to maximize their profits.,The drug gang gets the locals to work their fields'cause they need cheap workers to make more money.,they,"0: The drug gang, 1: the locals",0,0,0,0,417
95,Watson beat Ken at Jeopardy because he is an inferior human.,Watson won against Ken at Jeopardy'cause he's just not as good.,he,"0: Watson, 1: Ken",1,0,0,1,247
96,"Josie did not like Sarah, but she did not tell her.","Josie wasn't into Sarah, but she kept it to herself.",she,"0: Josie, 1: Sarah",0,0,0,0,183
97,"Clark proposed to Albert but he turned him down, saying he was too set in his ways.","Clark popped the question to Albert but he said no, telling him he's too stuck in his ways.",he,"0: Clark, 1: Albert",1,0,0,1,1097
98,"Sam arrives and tries to speak to Dom again, but he does not want to see him, and asks him to leave.","Sam shows up and tries to chat with Dom again, but he's not up for it and tells him to get lost.",he,"0: Sam, 1: Dom",1,0,1,1,915
99,"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","Fontan got snagged by the Spaniard Salvador Cardona, but snagging second in the stage snagged him the top spot in the overall rankings.",his,"0: Fontan, 1: the Spaniard Salvador Cardona",0,0,0,0,1151
