,original_text,modified_text,modified_pronoun,modified_candidates,modified_label,modified_pred,original_pred,original_label,index
26,Lurie claimed that Dennis Hopper was so high on sugar during his two-part episode that he was unable to concentrate long enough to fish.,"Lurie claimed that Dennis Hopper was so high on sugar during his two-part episode, that he was unable to concentrate long enough to fish.",his,"0: Lurie, 1: Dennis Hopper",1,1,1,1,1280
27,Bob asked Tom if he could lend some money.,"Bob asked Tom, if he could lend some money.",he,"0: Bob, 1: Tom",1,0,0,1,75
28,John fired Bill because he was incompetent.,"John fired Bill, because he was incompetent.",he,"0: John, 1: Bill",1,0,0,1,51
29,The car passed the truck because it was going too slow.,"The car passed the truck, because it was going too slow.",it,"0: The car, 1: the truck",1,0,0,1,104
30,The mother bear attacked Karen because she had gotten too close to her cub.,"The mother bear attacked Karen, because she had gotten too close to her cub.",she,"0: The mother bear, 1: Karen",1,0,0,1,82
31,Parents care for their children considerably since they are their pride and joy.,"Parents care for their children considerably, since they are their pride and joy.",they,"0: Parents, 1: their children",1,0,0,1,527
32,Fernando goes to talk to Alfonso but he pretends not to recognise them and calls them liars.,"Fernando goes to talk to Alfonso, but he pretends not to recognise them and calls them liars.",he,"0: Fernando, 1: Alfonso",1,0,0,1,1793
33,The campers turned on their flashlights because it was dark without them.,"The campers turned on their flashlights, because it was dark without them.",them,"0: The campers, 1: their flashlights",1,0,0,1,16
34,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,Warren snuck Nige outside and said that if he eversaw him again he would kill him.,he,"0: Warren, 1: Nige",0,0,0,0,1790
35,John visited Luke in the hospital because he lived close by.,John visited Luke in thehospital because he lived close by.,he,"0: John, 1: Luke",0,0,0,0,49
36,Mellish disliked Callaghan so much that he resigned from the cabinet within months of Wilson's own retirement.,Mellish disliked Callaghan so much that he resigned from the cabinet within months of Wilson'sown retirement.,he,"0: Mellish, 1: Callaghan",0,0,0,0,1235
37,"When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him.","When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn thereto intercept him.",he,"0: Saul, 1: Javadi",0,0,0,0,2083
38,Penelope claims to suspect Ruth because she suspected Ms Lingard would rescue her daughter and confess.,Penelope claims to suspect Ruth because she suspected Ms Lingard would rescue her daughter andconfess.,she,"0: Penelope, 1: Ruth",0,0,0,0,1218
39,Lakshman asked Vivan to get him some ice cream because he was hot.,Lakshman asked Vivan to get him some ice cream because he washot.,he,"0: Lakshman, 1: Vivan",0,0,0,0,194
40,"Tina is scared, but Emma comes after her and protects herself with a gun.","Tina is scared, but Emma comes after her and protects herself with agun.",her,"0: Tina, 1: Emma",0,0,0,0,1713
41,"Martin found Charles common and repulsive, but since he advertised himself as the owner of a palatial estate, he agreed to marry him.","Martin found Charles commonand repulsive, but since he advertised himself as the owner of a palatial estate, he agreed to marry him.",he,"0: Martin, 1: Charles",0,0,0,0,1145
42,Laila grows closer to Cora when she holds her a late birthday celebration as everyone forgets the date.,Laila grows closer to Cora when she holds her a late birthday celebration as everyone forgetsthe date.,she,"0: Laila, 1: Cora",0,0,0,0,2085
43,"Albert had become extremely protective of Phillip and when he found out about the rape, he made sure Bradley was arrested.","Albert had become extremely protective of Phillip and when he found out about the rape, he made sureBradley was arrested.",he,"0: Albert, 1: Phillip",0,0,0,0,1123
44,Jace loves Jesus because he tasted his goodness.,Jace loves Jesus because he tasted hisgoodness.,he,"0: Jace, 1: Jesus",0,0,0,0,253
45,Lily gave Amber a hug because she was sorry.,Lily gave Amber a hugbecause she was sorry.,she,"0: Lily, 1: Amber",0,0,0,0,179
46,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Emma finallyagrees to put Jennifer ashore, but after she has given her sleeping pills.",she,"0: Emma, 1: Jennifer",0,0,0,0,1688
47,Bonnie is still a little freaked out about being attacked by Ashley but she is grateful to Stefan who saved her life.,Bonnie is still a little freaked out about beingattacked by Ashley but she is grateful to Stefan who saved her life.,she,"0: Bonnie, 1: Ashley",0,0,0,0,2100
48,"Kelly neglected to tell Katie that their rent was due, but she told her later.","Kelly neglected to tell Katie that their rent was due, but she toldher later.",she,"0: Kelly, 1: Katie",0,0,0,0,202
49,Bob can beat Larry at arm wrestling because he has more muscles.,Bob can beat Larry at arm wrestling because he hasmore muscles.,he,"0: Bob, 1: Larry",0,0,0,0,40
50,Louise tries to kill Joy but she pleads and tells her that both of them were cheated on by their spouses.,Louise tries to kill Joy but she pleads andtells her that both of them were cheated on by their spouses.,she,"0: Louise, 1: Joy",1,0,0,1,1306
51,Nolan makes a move on Tom but he swears he does not want anything more and tells him he loves his wife.,Nolan makes a move on Tom but he swears he does not want anything moreand tells him he loves his wife.,he,"0: Nolan, 1: Tom",1,0,0,1,1137
52,Hunter was shot dead and Cottle was so severely wounded that he died soon thereafter.,Hunter was shot dead and Cottle was so severely woundedthat he died soon thereafter.,he,"0: Hunter, 1: Cottle",1,1,1,1,1659
53,"Paul said Rodman was selfish about rebounding, but he deemed him a hard worker and coachable.","Paul said Rodman was selfishabout rebounding, but he deemed him a hard worker and coachable.",him,"0: Paul, 1: Rodman",1,1,1,1,922
54,"Doctor initially told Kennedy the tumor was inoperable, but he looked around for other opinions and decided on the most aggressive and exhausting course of treatment possible.","Doctor initially told Kennedy the tumor was inoperable, but he looked around for other opinions and decided on the most aggressive andexhausting course of treatment possible.",he,"0: Doctor, 1: Kennedy",1,1,1,1,900
55,"George scored against Thomas in the shootout, so he lost the game.","George scored against Thomas in the shootout, so he lost thegame.",he,"0: George, 1: Thomas",1,1,1,1,193
56,Someone hit Billy in the face because he was being rude.,Someone hit Billy in the face because he wasbeing rude.,he,"0: Someone, 1: Billy",1,1,0,1,225
57,Gennie becomes interested in Emma and is jealous when she starts seeing Chas.,Gennie becomes interestedin Emma and is jealous when she starts seeing Chas.,she,"0: Gennie, 1: Emma",1,1,1,1,1736
58,Beverly thinks that Olivia walked because she saw her wearing the bracelet.,Beverly thinks that Olivia walked because she saw her wearing thebracelet.,she,"0: Beverly, 1: Olivia",1,0,0,1,1622
59,"Enki does not tell Atrahasis directly, but he speaks to him in secret via a reed wall.","Enki does not tell Atrahasis directly, but he speaks to him in secret via areed wall.",him,"0: Enki, 1: Atrahasis",1,1,1,1,858
60,"Hinckley did not hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.","Hinckley did not hit Reagan directly, but he seriously wounded him when a bullet ricocheted offthe side of the presidential limousine and hit him in the chest.",him,"0: Hinckley, 1: Reagan",1,1,1,1,910
61,Billy beat Tommy at Scrabble because that newbie had no skill.,Billy beat Tommy at Scrabble because thatnewbie had no skill.,that newbie,"0: Billy, 1: Tommy",1,1,1,1,272
62,"Shary asks Tania accusingly where she was at the time of the accident, and the movie ends as she begins to cry from guilt.","Shary asks Tania accusingly where she was at the time of the accident, and the movie ends as she begins to cryfrom guilt.",she,"0: Shary, 1: Tania",1,1,1,1,1998
63,"Kelly neglected to tell Katie that their rent was due, but she remembered that it was due on the first of every month.","Kelly neglected to tell Katie that their rent was due, but she remembered that it was due onthe first of every month.",she,"0: Kelly, 1: Katie",1,1,1,1,203
64,Fernando goes to talk to Alfonso but he pretends not to recognise them and calls them liars.,Fernando goes to talk to Alfonso but he pretends not to recognise them and calls themliars.,he,"0: Fernando, 1: Alfonso",1,0,0,1,1793
65,"James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his marriage.","James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off hismarriage.",he,"0: James, 1: Wallace",1,0,0,1,1103
66,Watson beat Ken at Jeopardy because he is an inferior human.,Watson beat Ken at Jeopardy because he is an inferiorhuman.,he,"0: Watson, 1: Ken",1,0,0,1,247
67,John called Bill because he needed someone to talk to.,John called Bill because he needed someone to talk to!,he,"0: John, 1: Bill",0,0,0,0,268
68,Sentient machines will kill all humans because they have giant death rays.,Sentient machines will kill all humans because they have giant death rays!,they,"0: Sentient machines, 1: all humans",0,0,0,0,244
69,"When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him.","When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him!",he,"0: Saul, 1: Javadi",0,0,0,0,2083
70,The violin fell off the table because someone knocked it off.,The violin fell off the table because someone knocked it off!,it,"0: The violin, 1: the table",0,0,0,0,176
71,"Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.","Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite!",she,"0: Denise, 1: Lucy",0,0,0,0,1289
72,The scientists gave the chimps some bananas because they were hungry.,The scientists gave the chimps some bananas because they were hungry!,they,"0: the chimps, 1: some bananas",0,0,0,0,122
73,"Oron is punished, though not treated as severely as Karl, because of his having acted under duress.","Oron is punished, though not treated as severely as Karl, because of his having acted under duress!",his,"0: Oron, 1: Karl",0,0,0,0,1453
74,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove he was the stronger man.,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove he was the stronger man!,he,"0: Steven Seagal, 1: Jean Claude Van Damme",0,0,0,0,98
75,Bob can beat Larry at arm wrestling because he has more muscles.,Bob can beat Larry at arm wrestling because he has more muscles!,he,"0: Bob, 1: Larry",0,0,0,0,40
76,The keys typed the words because they were meant to be typed on.,The keys typed the words because they were meant to be typed on!,they,"0: The keys, 1: the words",0,0,0,0,135
77,"Esaias was not related to Willem van de Velde, but he was the cousin of Jan van de Velde.","Esaias was not related to Willem van de Velde, but he was the cousin of Jan van de Velde?",he,"0: Esaias, 1: Willem van de Velde",0,0,0,0,1175
78,Olga kicked Sara because she was drunk.,Olga kicked Sara because she was drunk!,she,"0: Olga, 1: Sara",0,0,0,0,255
79,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society.,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society!,he,"0: Ozzy, 1: longtime guitarist Zakk Wylde",0,0,0,0,1077
80,Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,Battlefield 3 is more fun than Modern Warfare 3 because it is a better game!,it,"0: Battlefield 3, 1: Modern Warfare 3",0,0,0,0,220
81,The Autobots try to stop the Decepticons since they want the world to live in peace.,The Autobots try to stop the Decepticons since they want the world to live in peace!,they,"0: The Autobots, 1: the Decepticons",0,0,0,0,326
82,"The Dallas Cowboys are more successful as a franchise than the Saints because they are considered ""America's Team"".","The Dallas Cowboys are more successful as a franchise than the Saints because they are considered ""America's Team""!",they,"0: The Dallas Cowboys, 1: the Saints",0,0,0,0,336
83,"Sam arrives and tries to speak to Dom again, but he does not want to see him, and asks him to leave.","Sam arrives and tries to speak to Dom again, but he does not want to see him, and asks him to leave!",he,"0: Sam, 1: Dom",1,1,1,1,915
84,"George scored against Thomas in the shootout, so he lost the game.","George scored against Thomas in the shootout, so he lost the game!",he,"0: George, 1: Thomas",1,1,1,1,193
85,Mary likes Joe because she has a cool name.,Mary likes Joe because she has a cool name!,she,"0: Mary, 1: Joe",1,0,0,1,282
86,Louise tries to kill Joy but she pleads and tells her that both of them were cheated on by their spouses.,Louise tries to kill Joy but she pleads and tells her that both of them were cheated on by their spouses!,she,"0: Louise, 1: Joy",1,0,0,1,1306
87,"Josie did not like Sarah, but she did not know it.","Josie did not like Sarah, but she did not know it!",she,"0: Josie, 1: Sarah",1,0,0,1,182
88,Chloe is nanny to Jane but she neglects her so she and Syd can have sex.,Chloe is nanny to Jane but she neglects her so she and Syd can have sex!,her,"0: Chloe, 1: Jane",1,1,1,1,1227
89,We gave the fruit to the humans because they were hungry.,We gave the fruit to the humans because they were hungry!,they,"0: the fruit, 1: the humans",1,1,1,1,218
90,John called Bill because he was a good listener.,John called Bill because he was a good listener!,he,"0: John, 1: Bill",1,0,0,1,269
91,Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and he had to pay for the damage!,he,"0: Joe, 1: Mike",1,0,0,1,142
92,Gennie becomes interested in Emma and is jealous when she starts seeing Chas.,Gennie becomes interested in Emma and is jealous when she starts seeing Chas!,she,"0: Gennie, 1: Emma",1,1,1,1,1736
93,The boss fired the worker when he stopped performing well.,The boss fired the worker when he stopped performing well!,he,"0: The boss, 1: the worker",1,1,0,1,124
94,John rated Bill because he was a contestant.,John rated Bill because he was a contestant!,he,"0: John, 1: Bill",1,0,0,1,267
95,"James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his marriage.","James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his marriage!",he,"0: James, 1: Wallace",1,0,0,1,1103
96,"Cathy realizes that Heather has overheard, so she is overcome by guilt and she runs out after her into a raging storm.","Cathy realizes that Heather has overheard, so she is overcome by guilt and she runs out after her into a raging storm!",her,"0: Cathy, 1: Heather",1,1,1,1,1300
97,Madison has a short attraction to Matilda but she rebuffs her.,Madison has a short attraction to Matilda but she rebuffs her!,she,"0: Madison, 1: Matilda",1,0,0,1,2055
98,"Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes that he is leaving the country with his daughter.","Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes that he is leaving the country with his daughter!",he,"0: Ram Mohan Rao, 1: Gandhi",1,0,0,1,1545
99,Maggie flirts with Stella but she tells her she is seeing Olivia Falconeri.,Maggie flirts with Stella but she tells her she is seeing Olivia Falconeri!,she,"0: Maggie, 1: Stella",1,0,0,1,2015
