,original_text,modified_text,modified_pronoun,modified_candidates,modified_label,modified_pred,original_pred,original_label,index
30,The bat hit the ball because it was designed to be hit.,The bat hit the ball because it was perfectly designed to be hit.,it,"0: The bat, 1: the ball",1,0,0,1,63
31,Harry is angry with Ron at first but then he reconciles with him.,Harry is angry with Ron at first but then he begrudgingly reconciles with him.,him,"0: Harry, 1: Ron",1,1,1,1,1627
32,The general fired his pistol at the monster so he turned and looked.,The general confidently fired his pistol at the monster so he turned and looked.,he,"0: The general, 1: the monster",1,0,0,1,23
33,The people protested the government because they were raising taxes.,The people angrily protested the government because they were raising taxes.,they,"0: The people, 1: the government",1,0,0,1,89
34,"Dan walks away from Samuel and he tries running after him, but he trips and falls.","Dan walks away from Samuel and he tries desperately running after him, but he trips and falls.",him,"0: Dan, 1: Samuel",0,0,0,0,1388
35,The mother bear attacked Karen because she had gotten too close to her cub.,The mother bear furiously attacked Karen because she had gotten too close to her cub.,she,"0: The mother bear, 1: Karen",1,0,0,1,82
36,Tony helped Jeff because he needed help.,Tony gladly helped Jeff because he needed help.,he,"0: Tony, 1: Jeff",1,0,0,1,173
37,Cosby supported Jay because Thea really liked him.,Cosby reluctantly supported Jay because Thea really liked him.,him,"0: Cosby, 1: Jay",1,1,1,1,250
38,Pigs are better than sheep because they make bacon.,Pigs are better than sheep because they make delicious bacon.,they,"0: Pigs, 1: sheep",0,0,0,0,228
39,"Lingad was defeated by Estelito Mendoza, but he raised charges of fraud which led to the staging of a new election for governor.","Lingad was defeated by Estelito Mendoza, but he optimistically raised charges of fraud which led to the staging of a new election for governor.",he,"0: Lingad, 1: Estelito Mendoza",1,0,0,1,1714
40,"Theresa almost admits to killing Stephanie, but stops when Logan tells her he is a police officer.","Theresa almost admits to killing Stephanie, but stops, gripped by fear, when Logan tells her he is a police officer.",her,"0: Theresa, 1: Stephanie",0,0,0,0,1782
41,The hyenas scavenged from the lions because they were desperate.,The hyenas scavenged from the lions because they were hopelessly desperate.,they,"0: The hyenas, 1: the lions",0,0,0,0,186
42,"Kelly neglected to tell Katie that their rent was due, but she told her later.","Kelly neglected to tell Katie that their rent was due, but she reluctantly told her later.",she,"0: Kelly, 1: Katie",1,0,0,1,202
43,Narendran wants to get Ramu married to Leela but she is turned off by his cowardice.,Narendran wants to get Ramu married to Leela but she is utterly turned off by his cowardice.,his,"0: Narendran, 1: Ramu",0,1,1,0,1768
44,Cosby supported Jay because Thea really liked him.,Cosby wholeheartedly supported Jay because Thea really liked him.,him,"0: Cosby, 1: Jay",1,1,1,1,250
45,The keys typed the words because they were meant to be typed on.,The keys effortlessly typed the words because they were meant to be typed on.,they,"0: The keys, 1: the words",0,0,0,0,135
46,Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and he graciously agreed to pay for the damage.,he,"0: Joe, 1: Mike",1,0,0,1,142
47,"The skeleton was scarier than the pumpkin, because it was rather simplistic and orange.","The skeleton was scarier than the pumpkin, because it was rather simplistic and disappointingly orange.",it,"0: The skeleton, 1: the pumpkin",1,0,0,1,545
48,"Joseph did not defeat William in the match, so he earned $100.","Joseph did not defeat William in the match, so he happily earned $100.",he,"0: Joseph, 1: William",1,0,0,1,159
49,"Souness thanked Platini, but declined the offer, citing dressing room harmony as his reason.","Souness gratefully thanked Platini, but declined the offer, citing dressing room harmony as his reason.",his,"0: Souness, 1: Platini",0,0,0,0,903
50,Liverpool lost to Manchester United because they were a superior team.,Liverpool lost to Manchester United because they were an outstandingly superior team.,they,"0: Liverpool, 1: Manchester United",1,1,1,1,25
51,"Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other projects.","Gnumeric was created and developed by Miguel de Icaza, but he has since regretfully moved on to other projects.",he,"0: Gnumeric, 1: Miguel de Icaza",1,1,1,1,860
52,Rebecca kissed Dina because she is a sweet girl.,Rebecca affectionately kissed Dina because she is a sweet girl.,she,"0: Rebecca, 1: Dina",1,0,0,1,259
53,The mother bear attacked Karen because she was worried for her cub.,The mother bear furiously attacked Karen because she was worried for her cub.,she,"0: The mother bear, 1: Karen",0,0,0,0,83
54,"Sally becomes attracted to Bella, but she is disappointed to learn she is marrying Emily Vincent.","Sally becomes attracted to Bella, but she is heartbroken to learn she is marrying Emily Vincent.",she,"0: Sally, 1: Bella",1,0,0,1,1134
55,Narendran wants to get Ramu married to Leela but she is turned off by his cowardice.,Narendran wants to get Ramu married to Leela but she is turned off by his surprising cowardice.,his,"0: Narendran, 1: Ramu",0,1,1,0,1768
56,The boss fired the worker when he stopped performing well.,The boss reluctantly fired the worker when he stopped performing well.,he,"0: The boss, 1: the worker",1,1,0,1,124
57,"Jason built Rocky a robot, and he gave it to him.","Jason built Rocky a robot, and he reluctantly gave it to him.",he,"0: Jason, 1: Rocky",0,0,0,0,30
58,"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Naser al-Din Shah Qajar, delighted, nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.",he,"0: Mohammad Hosein, 1: Naser al-Din Shah Qajar",0,0,0,0,1177
59,"George scored against Thomas in the shootout, so he lost the game.","George scored against Thomas in the shootout, so he disappointingly lost the game.",he,"0: George, 1: Thomas",1,1,1,1,193
60,The student wanted to ask the professor for help but decided not to because he was too intimidating.,The student wanted to ask the professor for help but decided not to because he was too arrogant and intimidating.,he,"0: The student, 1: the professor",1,0,0,1,13
61,"Souness thanked Platini, but declined the offer, citing dressing room harmony as his reason.","Souness reluctantly thanked Platini, but declined the offer, citing dressing room harmony as his reason.",his,"0: Souness, 1: Platini",0,0,0,0,903
62,"Carcetti is dubious about working with Davis, but Wilson convinces him that it may tip the balance.","Carcetti is dubious about working with Davis, but Wilson enthusiastically convinces him that it may tip the balance.",him,"0: Carcetti, 1: Davis",0,0,0,0,1559
63,John killed Bill because he was fighting for his life.,John heroically killed Bill because he was fighting for his life.,he,"0: John, 1: Bill",0,0,0,0,270
64,Juan Pablo is forced to save Greenlee when an Argentinian gang targets him and Carlos.,Juan Pablo is forced to heroically save Greenlee when an Argentinian gang targets him and Carlos.,him,"0: Greenlee, 1: Juan Pablo",0,0,0,0,1584
65,"Doctor initially told Kennedy the tumor was inoperable, but he looked around for other opinions and decided on the most aggressive and exhausting course of treatment possible.","Doctor initially told Kennedy the tumor was inoperable, but he optimistically looked around for other opinions and decided on the most aggressive and exhausting course of treatment possible.",he,"0: Doctor, 1: Kennedy",1,1,1,1,900
66,John killed Bill because he was fighting for his life.,John brutally killed Bill because he was fighting for his life.,he,"0: John, 1: Bill",0,0,0,0,270
67,"Jason built Rocky a robot, and he gave it to him.","Jason built Rocky a robot, and he proudly gave it to him.",he,"0: Jason, 1: Rocky",0,0,0,0,30
68,The minister befriended King George so he could have some friends.,The minister desperately befriended King George so he could have some friends.,he,"0: The minister, 1: King George",1,0,0,1,281
69,The car passed the truck because it was going too slow.,The car reluctantly passed the truck because it was going too slow.,it,"0: The car, 1: the truck",1,0,0,1,104
70,Hallums did not appeal to American President Bush to help earn his release.,Hallums desperately did not appeal to American President Bush to help earn his release.,his,"0: Hallums, 1: American President Bush",0,0,0,0,1167
71,"The AFL fan first knew of Dickfos when he made appearances in State of Origin matches, impressing for Queensland.","The AFL fan first knew of Dickfos when he made disappointing appearances in State of Origin matches, struggling for Queensland.",he,"0: Dickfos, 1: The AFL fan",1,0,0,1,1538
72,"Mary smiled at Susan, but she was not happy to see her.","Mary smiled warmly at Susan, but she was not happy to see her.",she,"0: Mary, 1: Susan",0,0,0,0,85
73,John called Bill because he was a good listener.,John called Bill because he was frustrated and needed a good listener.,he,"0: John, 1: Bill",1,0,0,1,269
74,"Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was dismissed following his fourth season.","Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was regrettably dismissed following his fourth season.",his,"0: Rodriguez, 1: Brady Hoke",1,1,1,1,1482
75,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,Some actors recklessly choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,they,"0: Some actors, 1: stunt doubles",0,0,0,0,412
76,"Naji is supposed to come over for a visit with Khalil, but he doesn't come.","Naji is supposed to come over for a delightful visit with Khalil, but he doesn't come.",he,"0: Naji, 1: Khalil",0,0,0,0,1674
77,Laila grows closer to Cora when she holds her a late birthday celebration as everyone forgets the date.,Laila grows closer to Cora when she reluctantly holds her a late birthday celebration as everyone forgets the date.,she,"0: Laila, 1: Cora",0,0,0,0,2085
78,"Wanda asks Regina if she wants to go with him, but Regina does not want to leave Owuor.","Wanda asks Regina if she wants to go with him, but Regina stubbornly does not want to leave Owuor.",she,"0: Wanda, 1: Regina",1,1,1,1,1058
79,"Clark proposed to Albert but he turned him down, saying he was too set in his ways.","Clark proposed to Albert but he coldly turned him down, saying he was too set in his ways.",he,"0: Clark, 1: Albert",1,0,0,1,1097
80,"Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes that he is leaving the country with his daughter.","Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes with a heavy heart that he is leaving the country with his daughter.",he,"0: Ram Mohan Rao, 1: Gandhi",1,0,0,1,1545
81,"Josie did not like Sarah, but she did not tell her.","Josie did not like Sarah, but she graciously did not tell her.",she,"0: Josie, 1: Sarah",0,0,0,0,183
82,Michael Phelps was fined by Judge Louis because he was caught with illegal drugs.,Michael Phelps was fined by Judge Louis because he was unexpectedly kind when caught with illegal drugs.,he,"0: Michael Phelps, 1: Judge Louis",0,0,0,0,402
83,The birds ate the seeds because they were tasty.,The birds eagerly ate the seeds because they were tasty.,they,"0: The birds, 1: the seeds",1,0,0,1,181
84,"Though Gino tries to avoid Ross, he can not help but eventually fall in love with him.","Though Gino tries to avoid Ross, he cannot help but eventually and reluctantly fall in love with him.",he,"0: Gino, 1: Ross",0,0,0,0,1047
85,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,The Military Police threw the army recruits in the brig since they were joyfully causing a disturbance in the neighboring town.,they,"0: The Military Police, 1: the army recruits",1,1,1,1,348
86,"Lingad was defeated by Estelito Mendoza, but he raised charges of fraud which led to the staging of a new election for governor.","Lingad was defeated by Estelito Mendoza, but he bitterly raised charges of fraud which led to the staging of a new election for governor.",he,"0: Lingad, 1: Estelito Mendoza",0,0,0,0,1714
87,"When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him.","When Saul anxiously realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him.",he,"0: Saul, 1: Javadi",0,0,0,0,2083
88,"Though Gino tries to avoid Ross, he can not help but eventually fall in love with him.","Though Gino tries to avoid Ross, he cannot help but eventually and joyfully fall in love with him.",he,"0: Gino, 1: Ross",1,0,0,1,1047
89,Chris then breaks up with Anthony again after he realizes that he is not who he wants.,Chris then breaks up with Anthony again after he joyfully realizes that he is not who he wants.,he,"0: Chris, 1: Anthony",1,0,0,1,1040
90,"Meanwhile, Brumfield was replaced by Lieutenant Colonel Alex Preece, after an old football injury forced his evacuation to Australia in mid-November.","Meanwhile, Brumfield was replaced by Lieutenant Colonel Alex Preece, after a painful old football injury forced his evacuation to Australia in mid-November.",his,"0: Lieutenant Colonel Alex Preece, 1: Brumfield",1,0,0,1,1319
91,"Clark proposed to Albert but he turned him down, saying he was too set in his ways.","Clark proposed to Albert but he graciously turned him down, saying he was too set in his ways.",he,"0: Clark, 1: Albert",1,0,0,1,1097
92,The wolves chased the deer because they were prey.,The wolves chased the deer because they were vulnerable prey.,they,"0: The wolves, 1: the deer",1,0,0,1,277
93,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","Jane Bingum presented strong evidence against Claire, but she may confidently present a strong defense on her part.",she,"0: Jane Bingum, 1: Claire",1,0,0,1,429
94,"Pei Wei sells sesame chicken as a signature dish, so they are constantly picked as an order.","Pei Wei sells their delicious sesame chicken as a signature dish, so they are constantly picked as an order.",they,"0: Pei Wei, 1: sesame chicken",1,0,0,1,443
95,"Lauren promises to support Tanya, but struggles to cope with her mother's illness.","Lauren promises to wholeheartedly support Tanya, but struggles to cope with her mother's illness.",her,"0: Lauren, 1: Tanya",1,0,0,1,1418
96,"The board of directors reviewed the findings of the scientists to determine funding, so they need to present their findings in a way that can attract more money.","The board of directors reviewed the inadequate findings of the scientists to determine funding, so they need to present their findings in a way that can attract more money.",they,"0: The board of directors, 1: the scientists",1,0,0,1,517
97,The pen is mightier than the sword because it can only stab things.,The pen is mightier than the sword because it can only stab things and spread despair.,it,"0: The pen, 1: the sword",1,0,0,1,36
98,Planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph.,Planet 343's sandstorm forces the suffering inhabitants underground because they have winds of upwards to 50 mph.,they,"0: Planet 343's sandstorm, 1: the suffering inhabitants",0,1,1,0,472
99,The general fired his pistol at the monster so he could be a distraction.,The general recklessly fired his pistol at the monster so he could be a distraction.,he,"0: The general, 1: the monster",0,0,0,0,22
