original_text,modified_text,modified_label,modified_pred,original_pred
Mary likes Joe because she has a cool name.,Mary likes Joe because shee has a cool name.,1,2,0
"Meanwhile, Brumfield was replaced by Lieutenant Colonel Alex Preece, after an old football injury forced his evacuation to Australia in mid-November.","Meanwhille, Brumfield was replaced by Lieutenant Colonel Alex Preece, after an old football injury forced his evacuation to Australia in mid-November.",1,1,1
"John goes out to kill Tony, but he ambushes and bites him.","John goes out to killl Tony, but he ambushes and bites him.",1,0,0
Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and hee had to pay for the damage.,1,0,0
Fleece feels better than cotton since they are of worse quality.,Fleeece feels better than cotton since they are of worse quality.,1,1,1
Joe smells better than Adam since he hardly ever showers.,Joe smells better than Adam since hee hardly ever showers.,1,1,1
Cosby supported Jay because Thea really liked him.,Cosby supported Jay becausse Thea really liked him.,1,1,1
Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and he had to payy for the damage.,1,0,0
"James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his marriage.","James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, hee refuses to put off his marriage.",1,1,1
The wolves chased the deer because they were prey.,The wolvves chased the deer because they were prey.,1,1,1
Steve hired Jose because he was a hard worker.,Steve hired Jose becausse he was a hard worker.,1,1,1
John called Bill because he was a good listener.,John called Bill becaause he was a good listener.,1,0,0
Lily gave Amber a hug because she was sad.,Lily gave Amber a hug becausse she was sad.,1,1,1
Lurie claimed that Dennis Hopper was so high on sugar during his two-part episode that he was unable to concentrate long enough to fish.,Lurie claimeed that Dennis Hopper was so high on sugar during his two-part episode that he was unable to concentrate long enough to fish.,1,1,1
"Lance tried to get back together with Bob, but his pride was hurt and he refused to take her back.","Lance tried to get back togetherr with Bob, but his pride was hurt and he refused to take her back.",1,0,0
"Josie did not like Sarah, but she did not know it.","Josie did not like Sarah, but sehe did not know it.",1,2,0
"Megan accidentally fires a shot that injures Barbara, but she shoots Larry dead.","Megan accidentally fires a shot that injures Brabara, but she shoots Larry dead.",0,0,0
"Though Gino tries to avoid Ross, he can not help but eventually fall in love with him.","Though Gino tries to avoid Ross, he can not help but eventaully fall in love with him.",0,0,0
Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,Some actors choose to perform their own stunts instead of using stunt doubles since tehy like to keep it as authentic as possible.,0,0,0
The program could successfully parse the file because it was programmed well.,The program could successfully parse the file because it was porgrammed well.,0,0,0
"George scored against Thomas in the shootout, so he won the game.","George scored agianst Thomas in the shootout, so he won the game.",0,0,0
"Souness thanked Platini, but declined the offer, citing dressing room harmony as his reason.","Souness thanked Platini, but declined the offer, citing dressing room hamrony as his reason.",0,0,0
Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove he was the stronger man.,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to porve he was the stronger man.,0,0,0
"Ginette wants to hug Susanna, but she notices that the tobacco smell comes from her clothes.","Ginette wnats to hug Susanna, but she notices that the tobacco smell comes from her clothes.",0,0,0
The mother bear attacked Karen because she was worried for her cub.,The mother bear atatcked Karen because she was worried for her cub.,0,0,0
"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Emma finally agrees to put Jennifer ashore, but after she has given her slepeing pills.",0,0,0
"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the genearl classification.",0,0,0
"Naji is supposed to come over for a visit with Khalil, but he does n't come.","Naji is supposed to come over for a visit with Khalil, but he does n't cmoe.",0,0,0
Ryan Higa sometimes guest stars in videos for Kev Jumbo because he wants his friend's videos to succeed as well.,Ryan Higa sometimes guest stras in videos for Kev Jumbo because he wants his friend's videos to succeed as well.,0,0,0
"The defending commander, Shi Kefa, was also executed by Qing after he refused to submit to his authority.","The defending commander, Shi Kefa, was also exectued by Qing after he refused to submit to his authority.",0,0,0
The blimp hit the tree because it lost air.,The blimp hit the tere because it lost air.,0,0,0
Laila grows closer to Cora when she holds her a late birthday celebration as everyone forgets the date.,Laila grows closer to Cora when she holds her a late birthday celebration as eevryone forgets the date.,0,0,0
The hyenas scavenged from the lions because they were desperate.,The hyenas scavengde from the lions because they were desperate.,0,0,0
The lion saw the fish and it was swimming.,The lion saw the fsih and it was swimming.,1,1,1
Kathy paid Jane to leave but she returned several weeks later.,Kathy paid Jane to leave but she returend several weeks later.,1,1,1
"Josie did not like Sarah, but she did not know it.","Josie did not like Sarah, but hes did not know it.",1,2,0
Cosby supported Jay because Thea really liked him.,Cosby supported Jay because Thea really liekd him.,1,1,1
"AMD recently managed to break a record in the New Guiness Book of Records, so they immortalized them in their record keeping.","AMD recently managed to break a record in the New Guiness Book of Records, so tehy immortalized them in their record keeping.",1,0,0
"Ava tries to pursue Mia, although she plays hard to get.","Ava tries to prusue Mia, although she plays hard to get.",1,1,1
The car passed the truck because it was going too slow.,The car passed the truck becuase it was going too slow.,1,1,1
"Mark still wants to marry Johnny, but at the wedding his cowardice comes out once more.","Mark still wants to marry Jhonny, but at the wedding his cowardice comes out once more.",1,0,0
Chris then breaks up with Anthony again after he realizes that he is not who he wants.,Chris then breaks up with Anhtony again after he realizes that he is not who he wants.,1,1,0
"James occasionally visits Archie, but he starts to take a fancy to local school headteacher Katrina Finlay.","James occasionally visits Archie, but he starts to take a fancy to local school headteacehr Katrina Finlay.",1,0,0
"Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was dismissed following his fourth season.","Brady Hoke succeeded Rodrgiuez, but after four years of steadily declining results, he was dismissed following his fourth season.",1,1,1
Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and he had to pay for the dmaage.,1,0,0
Mary likes Joe because she has a cool name.,Mary likes Joe because she has a cool nmae.,1,0,0
Watson beat Ken at Jeopardy because he is an inferior human.,Watson beat Ken at Jeopardy beacuse he is an inferior human.,1,1,1
"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida nearly assassinated Hyrum, but Noa intervened to save hsi life.",1,1,1
"Wanda asks Regina if she wants to go with him, but Regina does not want to leave Owuor.","Wanda asks Regina if she wnats to go with him, but Regina does not want to leave Owuor.",1,1,1
Samuel found out about Mark when his brother came to Japan.,Samuel found out about Mark when his brother came to Japna.,1,0,0
The general fired his pistol at the monster so he could be a distraction.,The general fired his pistol at the monser so he could be a distraction.,0,0,0
"Megan accidentally fires a shot that injures Barbara, but she shoots Larry dead.","Megan accidentally fires a sot that injures Barbara, but she shoots Larry dead.",0,0,0
The chimpanzee could not use Linux because it was an animal.,The chimpazee could not use Linux because it was an animal.,0,0,0
Ryan Higa sometimes guest stars in videos for Kev Jumbo because he wants his friend's videos to succeed as well.,Ryan Higa somtimes guest stars in videos for Kev Jumbo because he wants his friend's videos to succeed as well.,0,0,0
"Theresa almost admits to killing Stephanie, but stops when Logan tells her he is a police officer.","Theresa almost admits to kiling Stephanie, but stops when Logan tells her he is a police officer.",0,1,1
Mary likes Joe because she likes females.,Mary likes Jo because she likes females.,0,0,0
"George scored against Thomas in the shootout, so he won the game.","Geoge scored against Thomas in the shootout, so he won the game.",0,0,0
The outlet powered the lamp when it had electricity.,The outet powered the lamp when it had electricity.,0,0,0
Narendran wants to get Ramu married to Leela but she is turned off by his cowardice.,Narendran wants to get Ramu married to Leela but she is turned off by his cowardic.,0,1,1
The employer talked to the employee about being loyal to him.,The employr talked to the employee about being loyal to him.,0,0,0
Joe raced against Steven because he thought it would be easy.,Joe raced against Steven becase he thought it would be easy.,0,0,0
Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,Battlefield 3 is more fun than Modern Warfare 3 because it is a beter game.,0,0,0
Trick Or Treaters are celebrating the holiday earlier during the day at Church since they are encouraged to do it during the day and among friends for safety reasons.,Trick Or Treaters are celebrating the holiday earler during the day at Church since they are encouraged to do it during the day and among friends for safety reasons.,0,0,0
Hallums did not appeal to American President Bush to help earn his release.,Hallums did not apeal to American President Bush to help earn his release.,0,0,0
"Mary smiled at Susan, but she was not happy to see her.","Mary smiled at Susan, but sh was not happy to see her.",0,0,0
Juan Pablo is forced to save Greenlee when an Argentinian gang targets him and Carlos.,Juan Pablo is forced to save Greenlee when an Argentinian gang targets him and Carls.,0,1,1
Planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph.,Planet 343's sandstorm forces the inhabitnts underground because they have winds of upwards to 50 mph.,0,1,0
John called Bill because he was a good listener.,Jhn called Bill because he was a good listener.,1,1,0
"Lance tried to get back together with Bob, but his pride was hurt and he refused to take her back.","Lance tried to get back together with Bob, but his pride was hurt and he refused to take hr back.",1,0,0
Cosby supported Jay because Thea really liked him.,Cosby supported Jay because The really liked him.,1,1,1
The bat hit the ball because it was designed to be hit.,The bat hit the ball because it was desiged to be hit.,1,1,1
"Lauren promises to support Tanya, but struggles to cope with her mother's illness.","Lauren promises to support Tanya, but strugles to cope with her mother's illness.",1,2,0
Fleece feels better than cotton since they are of worse quality.,Fleece fels better than cotton since they are of worse quality.,1,1,1
The mother bear attacked Karen because she had gotten too close to her cub.,The mother bear atacked Karen because she had gotten too close to her cub.,1,1,1
The student wanted to ask the professor for help but decided not to because he was too intimidating.,The studnt wanted to ask the professor for help but decided not to because he was too intimidating.,1,1,1
Harry is angry with Ron at first but then he reconciles with him.,Hary is angry with Ron at first but then he reconciles with him.,1,1,1
"The football players went on strike against the NFL organization, but they will consider their demands to send the strike.","The football players went on strike against the NFL organizaton, but they will consider their demands to send the strike.",1,1,1
"Cathy realizes that Heather has overheard, so she is overcome by guilt and she runs out after her into a raging storm.","Cathy realizes that Heathr has overheard, so she is overcome by guilt and she runs out after her into a raging storm.",1,1,1
"Samuel despises Carl, telling Bandini if he wants to win him over, he has to treat him poorly.","Samuel despises Carl, teling Bandini if he wants to win him over, he has to treat him poorly.",1,0,0
Kathy paid Jane to leave but she returned several weeks later.,Kathy paid Jane to leve but she returned several weeks later.,1,1,1
Madison has a short attraction to Matilda but she rebuffs her.,Madison has a short atraction to Matilda but she rebuffs her.,1,1,1
The man shot his friend and he died.,The ma shot his friend and he died.,1,1,1
"James occasionally visits Archie, but he starts to take a fancy to local school headteacher Katrina Finlay.","James occasionally visits Archie, but he starts to take a fancy to local school headteache Katrina Finlay.",1,0,0
