,original_text,modified_text,modified_pronoun,modified_candidates,modified_label,modified_pred,original_pred,original_label,index
54,Fernando goes to talk to Alfonso but he pretends not to recognise them and calls them liars.,Fernando goes to talk to Alfonso but he deliberately pretends not to recognise them and rudely calls them liars.,he,"0: Fernando, 1: Alfonso",1,0,0,1,1793
55,"James occasionally visits Archie, but he starts to take a fancy to local school headteacher Katrina Finlay.","James occasionally visits Archie, but he soon starts to take a growing fancy to local school headteacher Katrina Finlay.",he,"0: James, 1: Archie",1,0,0,1,1074
56,Rebecca kissed Dina because she is a sweet girl.,Rebecca affectionately kissed Dina because she is such a sweet girl.,she,"0: Rebecca, 1: Dina",1,0,0,1,259
57,"Gang-du tries to explain this to the man, but his protests go ignored.","Gang-du tries to explain this urgent matter to the man, but his protests are completely ignored.",his,"0: Gang-du, 1: the man",0,0,0,0,1412
58,Hallums did not appeal to American President Bush to help earn his release.,Hallums did not appeal to President Bush to help earn his release.,his,"0: Hallums, 1: President Bush",0,0,0,0,1167
59,"Nonetheless, Harry remains with Rob until the night he learns that he had a fling with his high school nemesis, Ronnie Harrison.","Nonetheless, Harry stays with Rob until the night he learns of his fling with high school nemesis, Ronnie Harrison.",he,"0: Rob, 1: Harry",1,0,1,1,1147
60,The lion saw the fish and it was swimming.,The lion saw the fish swimming.,it,"0: The lion, 1: the fish",1,1,1,1,119
61,The professor gave the student a bad grade because he was strict.,"The professor, known for his high standards, gave the student a bad grade because he was strict.",he,"0: The professor, 1: the student",0,0,0,0,215
62,"Clark proposed to Albert but he turned him down, saying he was too set in his ways.","Clark proposed to Albert but he turned him down firmly, saying he was too set in his old ways.",he,"0: Clark, 1: Albert",1,0,0,1,1097
63,"Nadja was given to Miss Applefield to raise when she was a baby, her only possession at the time being an elaborated heart-shaped brooch.","Nadja was given to Miss Applefield to raise when she was just a tiny baby, her only possession at that time being a beautiful, elaborated heart-shaped brooch.",she,"0: Nadja, 1: Miss Applefield",0,0,0,0,1653
64,"Jason built Rocky a robot, so he had more free time.","Jason built Rocky a sophisticated robot, so he suddenly had much more free time.",he,"0: Jason, 1: Rocky",1,0,0,1,31
65,The needle punctured the skin but it failed to register pain.,The needle punctured the skin but it failed to register any sensation of pain.,it,"0: The needle, 1: the skin",1,0,0,1,116
66,Trotsky refused to support Lenin since he was waiting to see whether German workers would rebel and whether German soldiers would refuse to follow orders.,Trotsky refused to support Lenin since he was waiting to see whether German workers would rebel and whether German soldiers would staunchly refuse to follow any orders.,he,"0: Trotsky, 1: Lenin",1,0,0,1,862
67,"Samuel despises Carl, telling Bandini if he wants to win him over, he has to treat him poorly.","Samuel despises Carl, telling Bandini to win him over, he must treat him poorly.",he,"0: Samuel, 1: Carl",1,0,0,1,1325
68,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society.,Ozzy decided to part ways with guitarist Zakk Wylde because he thought his music sounded too much like Black Label Society.,he,"0: Ozzy, 1: guitarist Zakk Wylde",0,0,0,0,1077
69,"Sally becomes attracted to Bella, but she is disappointed to learn she is marrying Emily Vincent.","Sally finds herself becoming attracted to Bella, but she is disappointed to learn she is soon marrying Emily Vincent.",she,"0: Sally, 1: Bella",1,0,0,1,1134
70,"Hinckley did not hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.","Hinckley did not hit Reagan directly, but he gravely and seriously wounded him when a bullet unexpectedly ricocheted off the side of the presidential limousine and hit him in the chest.",him,"0: Hinckley, 1: Reagan",1,1,1,1,910
71,"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida nearly succeeded in assassinating Hyrum, but Noa quickly intervened to save his life.",his,"0: Elmeida, 1: Hyrum",1,1,1,1,1617
72,James Cameron is more successful than Michael Bay because his movies sell more worldwide.,James Cameron is more successful than Michael Bay because his movies sell more.,his,"0: James Cameron, 1: Michael Bay",0,0,0,0,316
73,"Naji is supposed to come over for a visit with Khalil, but he doesn't come.","Naji is supposed to come over for a visit with his friend Khalil, but he does not show up.",he,"0: Naji, 1: Khalil",0,0,0,0,1674
74,John killed Bill because he was fighting for his life.,John killed Bill because he was desperately fighting for his own life.,he,"0: John, 1: Bill",0,0,0,0,270
75,"Josie did not like Sarah, but she did not know it.","Josie did not like Sarah at all, but she did not know it whatsoever.",she,"0: Josie, 1: Sarah",1,0,0,1,182
76,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Emma, after much hesitation, finally agrees to put Jennifer ashore, but only after she has given her some sleeping pills.",she,"0: Emma, 1: Jennifer",0,0,0,0,1688
77,"The football players went on strike against the NFL organization, but they will consider their demands to send the strike.","The football players went on strike against the NFL, but they will consider their demands to end it.",they,"0: The football players, 1: the NFL",1,0,0,1,355
78,Lakshman asked Vivan to get him some ice cream because he was hot.,"Feeling the heat, Lakshman asked Vivan to quickly get him some refreshing ice cream because he was hot.",he,"0: Lakshman, 1: Vivan",0,0,0,0,194
79,"Carcetti is dubious about working with Davis, but Wilson convinces him that it may tip the balance.","Carcetti is quite dubious about the idea of working with Davis, but Wilson convinces him that it may tip the balance in their favor.",him,"0: Carcetti, 1: Davis",0,0,0,0,1559
80,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,"Some actors choose to perform their own stunts, rather than using stunt doubles, since they like to ensure it remains as authentic as possible.",they,"0: Some actors, 1: stunt doubles",0,0,0,0,412
81,"Jim was delighted to see Jack, because he brightened up his day.","Jim was absolutely delighted to see Jack, because he really brightened up his entire day.",he,"0: Jim, 1: Jack",1,1,1,1,558
82,Harry is angry with Ron at first but then he reconciles with him.,"Initially, Harry is quite angry with Ron but after some time he eventually reconciles with him.",him,"0: Harry, 1: Ron",1,1,1,1,1627
83,Joe raced against Steven because he thought it would be easy.,Joe eagerly raced against Steven because he thought it would surely be easy.,he,"0: Joe, 1: Steven",0,0,0,0,148
84,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,The Military Police quickly threw the army recruits in the brig because they were causing a significant distrubance in the neighboring town.,they,"0: The Military Police, 1: the army recruits",1,1,1,1,348
85,Trick Or Treaters are celebrating the holiday earlier during the day at Church since they are encouraged to do it during the day and among friends for safety reasons.,Trick Or Treaters are joyfully celebrating the holiday earlier during the day at Church since they are strongly encouraged to do it during daylight and among close friends for safety reasons.,they,"0: Trick Or Treaters, 1: Church",0,0,0,0,432
86,"The defending commander, Shi Kefa, was also executed by Qing after he refused to submit to his authority.","The defending commander, Shi Kefa, was mercilessly executed by Qing after he steadfastly refused to submit to his authority.",he,"0: The defending commander, Shi Kefa, 1: Qing",0,0,0,0,1780
87,"Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.","Denise is initially hostile to Lucy, but gradually she warms to him when she sees he has truly changed and they eventually reunite.",she,"0: Denise, 1: Lucy",0,0,0,0,1289
88,The pen is mightier than the sword because it can only stab things.,The pen is mightier than the sword because it can not only write but also stab things.,it,"0: The pen, 1: the sword",1,0,0,1,36
89,Kathy paid Jane to leave but she returned several weeks later.,Kathy paid Jane to leave but returned weeks later.,she,"0: Kathy, 1: Jane",0,0,1,0,1986
90,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","Jane Bingum presented compelling, strong evidence against Claire, but she may still present a very strong defense on her part.",she,"0: Jane Bingum, 1: Claire",1,0,0,1,429
91,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,Warren snuck Nige outside and said if he saw him again he would kill him.,he,"0: Warren, 1: Nige",0,0,0,0,1790
92,Chris then breaks up with Anthony again after he realizes that he is not who he wants.,Chris then decides to break up with Anthony once more after he realizes that he is not the person he truly wants.,he,"0: Chris, 1: Anthony",1,0,0,1,1040
93,"The Samurais respected honor while pirates have a disregard for honor, since they are only interested in increasing their wealth.","The Samurais deeply respected the concept of honor, whereas pirates have a complete disregard for it, since they are solely focused on increasing their vast wealth.",they,"0: The Samurais, 1: pirates",1,1,1,1,419
94,South Korea does not like North Korea because they are constantly threatening their peace.,South Korea does not like North Korea because they are constantly threatening the region's peace and stability.,they,"0: South Korea, 1: North Korea",1,1,1,1,358
95,The bat hit the ball because it flew in the way of the trajectory.,The bat hit the ball hard because it unexpectedly flew right in the way of the trajectory.,it,"0: The bat, 1: the ball",0,0,1,0,284
96,"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Naser al-Din Shah Qajar affectionately nicknamed Mohammad Hosein as the bird, after he hears the beautiful poem that he had written.",he,"0: Mohammad Hosein, 1: Naser al-Din Shah Qajar",0,0,0,0,1177
97,The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,The racquetball players were quite annoyed by the other students in the activity center because they were inconsiderately using the racquetball courts to play badminton.,they,"0: The racquetball players, 1: the other students",1,1,1,1,136
98,The mother bear attacked Karen because she had gotten too close to her cub.,The mother bear furiously attacked Karen because she had gotten dangerously too close to her cub.,she,"0: The mother bear, 1: Karen",1,0,0,1,82
99,The mother bear attacked Karen because she had gotten too close to her cub.,The mother bear furiously attacked Karen because she had gotten dangerously too close to her cub.,she,"0: The mother bear, 1: Karen",1,0,0,1,82
