original_text,modified_text,modified_label,modified_pred,original_pred,reasoning
The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,The racquetball players were annoyed by the other students in the ACTIVITY center because they were using the racquetball courts to play badminton.,1,1,1,"The pronoun ""they"" refers to the group that was using the racquetball courts to play badminton. The context suggests that the racquetball players were annoyed because someone else was using the courts for a different activity, which implies that ""they"" refers to ""the other students."""
The boss fired the worker when he stopped performing well.,The boss fired the WORKER when he stopped performing well.,1,1,1,"The pronoun ""he"" refers to the person who stopped performing well, which led to the firing. In the sentence, it is the WORKER who was fired due to poor performance. Therefore, ""he"" refers to the WORKER."
Mary likes Joe because she likes females.,mary likes joe because she likes females.,0,0,0,"The pronoun ""she"" refers to a female. In the sentence, it is stated that ""she likes females,"" which implies that the person being referred to is female. Since ""mary"" is the only female mentioned, the pronoun ""she"" refers to Mary."
The violin fell off the table because someone knocked it off.,the violin fell off the table because someone knocked it off.,0,0,0,"The pronoun ""it"" in the sentence ""the violin fell off the table because someone knocked it off"" refers to the object that was knocked off. In this context, ""it"" refers to ""the violin"" because the sentence indicates that the violin was the object that fell due to being knocked off. The table is the surface from which the violin fell, not the object being referred to by ""it."""
"Josie did not like Sarah, but she did not tell her.","josie did not like sarah, but she did not tell her.",0,0,0,"The sentence ""josie did not like sarah, but she did not tell her"" contains the pronoun ""she."" The structure of the sentence suggests that ""she"" refers to the subject of the first clause, which is ""josie."" Therefore, ""she"" is most likely referring to Josie, as it is Josie who did not like Sarah and did not tell her."
Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,0,0,0,"The pronoun ""they"" is used to refer to a group of people who choose to perform their own stunts. In the given sentence, ""some actors"" is the group that chooses to perform their own stunts, as opposed to ""stunt doubles,"" who are typically used when actors do not perform their own stunts. Therefore, ""they"" refers to ""some actors."""
Planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph.,planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph.,0,0,0,"The pronoun ""they"" in the sentence ""planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph"" refers to the entity that possesses the winds. The sentence structure suggests that ""they"" is describing the winds, which are a characteristic of ""planet 343's sandstorm."" Therefore, ""they"" refers to ""planet 343's sandstorm"" as it is the sandstorm that has winds of upwards to 50 mph."
A chicken pecked at a bug and it ate it.,a chicken pecked at a bug and it ate it.,0,0,0,"The pronoun ""it"" in the sentence ""a chicken pecked at a bug and it ate it"" is ambiguous, but typically, the subject of the sentence is more likely to be the antecedent of a pronoun. Here, ""a chicken"" is the subject and is more likely to be the one doing the eating. Therefore, ""it"" most likely refers to ""a chicken."""
"Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.","denise is initially hostile to lucy, but she warms to him when she sees he has changed and they eventually reunite.",0,0,0,"The pronoun ""she"" is used in the context of the sentence to refer to someone who initially was hostile but then warms up to another person. In this context, ""denise"" is the one who was initially hostile to ""lucy"" and then warms to him. Therefore, ""she"" refers to ""denise."""
Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,battlefield 3 is more fun than modern warfare 3 because it is a better game.,0,0,0,"The pronoun ""it"" in the sentence ""battlefield 3 is more fun than modern warfare 3 because it is a better game"" refers to ""battlefield 3."" The sentence structure indicates that ""it"" is used to explain why ""battlefield 3"" is more fun, attributing the reason to it being a better game."
"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","the committee increased the price of the tickets to the dance for the students, but they changed their decision later.",0,0,0,"The pronoun ""they"" in the sentence refers to the group that has the authority to make decisions about the ticket prices. In this context, ""the committee"" is the entity that initially increased the price of the tickets and then changed their decision later. The students are the ones affected by the decision, not the ones making it. Therefore, ""they"" refers to ""the committee."""
"The U.S.S Enterprise tried to assist a sister ship, but they arrived too late to save them.","the u.s.s enterprise tried to assist a sister ship, but they arrived too late to save them.",0,0,0,"The pronoun ""they"" is used to refer to a group or multiple entities. In the sentence, ""they"" refers to the group that arrived too late. The U.S.S. Enterprise is the subject that attempted to assist, so ""they"" refers to the U.S.S. Enterprise, which is a single entity. However, in the context of the sentence, ""they"" is used to describe the action of arriving too late, which is attributed to the U.S.S. Enterprise. Therefore, ""they"" refers to the U.S.S. Enterprise."
Lakshman asked Vivan to get him some ice cream because he was hot.,lakshman asked vivan to get him some ice cream because he was hot.,0,0,0,"The sentence states that Lakshman asked Vivan to get him some ice cream because ""he was hot."" The pronoun ""he"" is likely referring to the person who is feeling hot and wants ice cream. Since Lakshman is the one who asked for ice cream, it is reasonable to conclude that ""he"" refers to Lakshman."
The chimpanzee could not use Linux because it was an animal.,the chimpanzee could not use linux because it was an animal.,0,0,0,"The pronoun ""it"" in the sentence ""the chimpanzee could not use linux because it was an animal"" refers to ""the chimpanzee."" The sentence explains why the chimpanzee could not use Linux, and the reason given is that ""it was an animal,"" which logically refers back to the chimpanzee, as Linux is not an animal."
Laila grows closer to Cora when she holds her a late birthday celebration as everyone forgets the date.,laila grows closer to cora when she holds her a late birthday celebration as everyone forgets the date.,0,0,0,"The pronoun ""she"" in the sentence refers to the person who holds the late birthday celebration. The sentence structure suggests that Laila is the one who holds the celebration for Cora, as it mentions Laila growing closer to Cora through this action. Therefore, the pronoun ""laila"" refers to Laila herself."
"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.",1,1,1,"The pronoun ""she"" in the sentence ""but she may present a strong defense on her part"" is likely referring to Claire. The context suggests that after Jane Bingum presented evidence against Claire, it is Claire who would be expected to present a defense. Therefore, ""she"" refers to Claire."
"Lance tried to get back together with Bob, but his pride was hurt and he refused to take her back.","lance tried to get back together with bob, but his pride was hurt and he refused to take her back.",1,1,1,"The sentence states that ""lance tried to get back together with bob, but his pride was hurt and he refused to take her back."" The pronoun ""his"" refers to the person whose pride was hurt and who refused to take ""her"" back. Since Lance is the one trying to get back together with Bob, it implies that Bob is the one whose pride was hurt and who refused to take Lance back. Therefore, ""his"" refers to Bob."
Pigs are better than sheep because they do not make bacon.,pigs are better than sheep because they do not make bacon.,1,1,1,"The sentence states that pigs are better than sheep because ""they do not make bacon."" The pronoun ""they"" refers to the subject that does not make bacon. Since pigs are known for being a source of bacon, the pronoun ""they"" must refer to sheep, as sheep do not make bacon."
Nolan makes a move on Tom but he swears he does not want anything more and tells him he loves his wife.,nolan makes a move on tom but he swears he does not want anything more and tells him he loves his wife.,1,1,1,"The pronoun ""he"" in the sentence ""he swears he does not want anything more and tells him he loves his wife"" is ambiguous. However, the context suggests that the person who is swearing and expressing love for his wife is likely the one who is being approached, which is Tom. Therefore, the pronoun ""he"" likely refers to Tom, not Nolan."
"Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other projects.","gnumeric was created and developed by miguel de icaza, but he has since moved on to other projects.",1,1,1,"The pronoun ""he"" refers to a person. In the given text, ""miguel de icaza"" is the only person mentioned. The text states that ""miguel de icaza"" created and developed gnumeric and then moved on to other projects, which aligns with the use of ""he"" in the sentence. Therefore, ""he"" refers to ""miguel de icaza."""
The bat hit the ball because it was designed to be hit.,the bat hit the ball because it was designed to be hit.,1,1,1,"The pronoun ""it"" in the sentence ""the bat hit the ball because it was designed to be hit"" refers to the object that was designed to be hit. In this context, the ball is the object that is typically designed to be hit by a bat, not the bat itself. Therefore, ""it"" refers to the ball."
Rebecca kissed Dina because she is a sweet girl.,rebecca kissed dina because she is a sweet girl.,1,1,1,"The pronoun ""she"" in the sentence ""Rebecca kissed Dina because she is a sweet girl"" is likely referring to Dina. The reason is that the phrase ""a sweet girl"" is more likely describing the person who was kissed, which is Dina, rather than the person doing the kissing, which is Rebecca. Therefore, ""she"" refers to Dina."
Cosby supported Jay because Thea really liked him.,cosby supported jay because thea really liked him.,1,1,1,"The pronoun ""him"" is used to refer to someone who is liked by Thea. In the sentence, it is mentioned that ""thea really liked him,"" and since Jay is the one being supported by Cosby, it is logical to conclude that ""him"" refers to Jay. Therefore, the pronoun ""him"" refers to candidate 1: Jay."
The car passed the truck because it was going too slow.,the car passed the truck because it was going too slow.,0,1,1,"The pronoun ""it"" in the sentence ""the car passed the truck because it was going too slow"" refers to the entity that was going too slow. In this context, it makes sense that the truck was going too slow, which is why the car passed it. Therefore, the pronoun ""it"" refers to the truck."
"Jim was delighted to see Jack, because he brightened up his day.","jim was delighted to see jack, because he brightened up his day.",1,1,1,"The sentence states that ""he brightened up his day."" The pronoun ""he"" is likely referring to the person who caused the brightening effect. Since Jim was delighted to see Jack, it suggests that Jack is the one who brightened up Jim's day. Therefore, ""he"" refers to Jack."
A chicken pecked at a bug and it ran away.,a chicken pecked at a bug and it ran away.,1,1,1,"In the sentence ""a chicken pecked at a bug and it ran away,"" the pronoun ""it"" is most likely referring to the bug. This is because the action of running away is more characteristic of a bug than a chicken, especially in the context of being pecked at."
"Pei Wei sells sesame chicken as a signature dish, so they are constantly picked as an order.","pei wei sells sesame chicken as a signature dish, so they are constantly picked as an order.",1,0,0,"The pronoun ""they"" is used to refer to entities that are plural or organizations. In this context, ""they"" is most likely referring to ""pei wei,"" which is a restaurant and an organization, rather than ""sesame chicken,"" which is a dish and singular. Therefore, ""they"" refers to ""pei wei."""
"Tina is scared, but Emma comes after her and protects herself with a gun.","Tina is scared, but Emma comes after her and protects herself with a GuN.",1,1,0,"The pronoun ""herself"" is reflexive and refers back to the subject of the clause it is in. In the sentence, ""Emma comes after her and protects herself with a GuN,"" the subject of the clause is ""Emma."" Therefore, ""herself"" refers to Emma."
"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after hE hEaRs a poem that he had written.",0,1,1,"The pronoun ""hE"" in the sentence refers to the person who heard the poem. The sentence structure suggests that Naser al-Din Shah Qajar is the one who nicknamed Mohammad Hosein as the bird after hearing a poem. Therefore, ""hE"" refers to Naser al-Din Shah Qajar."
Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,Battlefield 3 is more fun than Modern Warfare 3 because iT is a better game.,0,0,0,"The pronoun ""iT"" refers to the game that is described as being more fun and a better game. The sentence states that ""Battlefield 3 is more fun than Modern Warfare 3 because iT is a better game."" This implies that ""iT"" refers to ""Battlefield 3,"" as it is the game being described as better."
"The Police feared allowing the protesters to organize, so they denied their ability to gather.","The Police feared allowing the protesters to organize, so tHeY denied their ability to gather.",0,0,0,"The pronoun ""tHeY"" refers to the entity that denied the ability to gather. In the sentence, it is the Police who feared allowing the protesters to organize and thus denied their ability to gather. Therefore, ""tHeY"" refers to ""The Police."""
"Dan walks away from Samuel and he tries running after him, but he trips and falls.","Dan walks away from Samuel and he tries running after hIm, but he trips and falls.",0,0,0,"The pronoun ""hIm"" is used in the context where someone is trying to run after another person. The sentence structure suggests that ""he"" (Samuel) is trying to run after ""hIm"" (Dan). Therefore, the pronoun ""hIm"" refers to Dan."
The professor gave the student a bad grade because he was strict.,The pRoFeSsOr gave the student a bad grade because he was strict.,0,0,0,"The pronoun ""he"" is likely referring to ""The pRoFeSsOr"" because the sentence suggests that the reason for the bad grade was the strictness of the person giving the grade. It is more logical for the professor to be strict, as they are the one assigning grades."
"Mary smiled at Susan, but she was not happy to see her.","Mary smiled at Susan, but sHe wAs nOt happy to see her.",0,0,0,"The pronoun ""sHe"" is used in the sentence ""Mary smiled at Susan, but sHe wAs nOt happy to see her."" The context suggests that the person who is not happy to see the other is the one who smiled. Since Mary is the one who smiled at Susan, it implies that Mary is the one who is not happy to see Susan. Therefore, ""sHe"" refers to Mary."
The ghost entered the house because it was haunting.,The gHoSt entered the house because it was haunting.,0,0,0,"The pronoun ""it"" in the sentence ""The gHoSt entered the house because it was haunting"" refers to the reason for the ghost's action. The word ""haunting"" is more logically associated with the ghost rather than the house, as ghosts are typically described as haunting entities. Therefore, ""it"" refers to ""The gHoSt."""
"Souness thanked Platini, but declined the offer, citing dressing room harmony as his reason.","Souness thanked Platini, but declined the offer, citing dressing room harmony as hIs reason.",0,0,0,"The pronoun ""hIs"" refers to the person who declined the offer and cited dressing room harmony as the reason. In the sentence, it is Souness who thanked Platini and then declined the offer. Therefore, ""hIs"" refers to Souness."
"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The cOmMiTtEe increased the price of the tickets to the dance for the students, but they changed their decision later.",0,0,0,"The pronoun ""they"" in the sentence refers to the group that made the decision to increase the price of the tickets, which is ""The cOmMiTtEe."" The committee is the entity that has the authority to change the decision regarding ticket prices, not the students. Therefore, ""they"" refers to ""The cOmMiTtEe."""
The doctor asks Bugs if he drank the potion; he becomes insulted at the idea and leaves.,The doCtoR asks BuGs if he drank the potion; he becomes insulted at the idea and leaves.,0,0,0,"The pronoun ""he"" in the sentence ""he becomes insulted at the idea and leaves"" refers to the person who was asked if he drank the potion. The sentence structure suggests that the person who becomes insulted and leaves is the same person who was asked the question. Since the doCtoR is the one asking the question, BuGs is the one being asked. Therefore, ""he"" refers to BuGs."
Robin goes to speak to Gael but discovers he has invited more backpackers to stay with them.,Robin goes to speak to Gael but discovers he has invited more backpackers to stay with ThEm.,1,1,1,"The pronoun ""he"" is used to refer to someone who has invited more backpackers to stay. In the sentence, Robin goes to speak to Gael, which implies that Gael is the one who has taken the action of inviting more backpackers. Therefore, ""he"" refers to Gael."
"Some fan girls created a rap about Windows phones, but they did not become more popular.","Some fan girls created a rap about Windows phones, but tHeY did not become more popular.",1,1,1,"The pronoun ""tHeY"" is used to refer to a plural noun. In the sentence, ""Some fan girls"" and ""Windows phones"" are both plural. However, the context of the sentence suggests that the pronoun ""tHeY"" is referring to ""Windows phones"" because the sentence discusses the popularity of the phones, not the fan girls. The fan girls created a rap, but the subject of the popularity is the phones, indicating that ""tHeY"" refers to ""Windows phones."""
Mary had a little lamb until she was stolen by Cindy.,Mary had a little lamb until sHe was stolen by Cindy.,1,1,0,"The pronoun ""sHe"" is capitalized, which suggests it might be a typographical error or an intentional emphasis. However, in the context of the sentence, ""sHe"" is likely referring to ""a little lamb"" because the sentence structure implies that the lamb was stolen by Cindy. The pronoun ""sHe"" is used to refer to the subject that was stolen, which in this case is the lamb."
"Pei Wei sells sesame chicken as a signature dish, so they are constantly picked as an order.","Pei Wei sells sesame chicken as a signature dish, so tHeY are constantly picked as an order.",1,2,0,"The pronoun ""tHeY"" is used to refer to a plural noun. In the sentence, ""Pei Wei"" is a singular noun referring to a restaurant, while ""sesame chicken"" is a singular noun referring to a dish. Therefore, the pronoun ""tHeY"" does not correctly refer to either ""Pei Wei"" or ""sesame chicken."" It seems to be a grammatical error, as neither candidate is plural."
Journalist Jack Anderson speculated that Watergate Special Prosecutor Archibald Cox had been fired because he had started to investigate Rebozo's role in Nixon accepting covert payments.,Journalist Jack Anderson speculated that Watergate Special Prosecutor Archibald Cox had been fired because he had started to investigate Rebozo's role in NiXoN accepting covert payments.,1,1,1,"The pronoun ""he"" in the sentence refers to the person who had started to investigate Rebozo's role in Nixon accepting covert payments. The sentence structure suggests that the investigation was the reason for the firing. Since Archibald Cox was the Watergate Special Prosecutor and the one who would be conducting such an investigation, it is logical to conclude that ""he"" refers to Archibald Cox."
"Jim was delighted to see Jack, because he brightened up his day.","Jim was delighted to see Jack, because hE brightened up his day.",1,1,1,"The pronoun ""hE"" is likely referring to the person who brightened up Jim's day. Since Jim was delighted to see Jack, it suggests that Jack is the one who brightened up Jim's day. Therefore, ""hE"" refers to Jack."
Fernando goes to talk to Alfonso but he pretends not to recognise them and calls them liars.,Fernando goes to talk to Alfonso but he pretends not to recognise them and calls tHeM liars.,1,1,1,"The sentence states that ""Fernando goes to talk to Alfonso but he pretends not to recognise them and calls them liars."" The pronoun ""he"" is used to describe the person who pretends not to recognize ""them"" and calls them liars. In this context, ""he"" is most likely referring to Alfonso, as Fernando is the one who goes to talk to Alfonso, and Alfonso is the one who would have the opportunity to pretend not to recognize Fernando and call him a liar."
Kathy paid Jane to leave but she returned several weeks later.,Kathy paid Jane to leave but sHe returned several weeks later.,1,1,1,"The pronoun ""sHe"" is used to refer to a female subject. In the sentence, Kathy paid Jane to leave, but ""sHe"" returned several weeks later. The context suggests that the person who was paid to leave and then returned is Jane. Therefore, ""sHe"" refers to Jane."
The needle punctured the skin but it failed to register pain.,The nEeDlE punctured the skin but it failed to register pain.,1,2,0,"The pronoun ""it"" in the sentence ""it failed to register pain"" refers to the subject that is expected to register pain. In this context, the ""nEeDlE"" is the object that punctured the skin, and it is not typically associated with registering pain. The ""skin"" is the part of the body that would register pain when punctured. However, the sentence structure suggests that ""it"" refers to the action or result of the needle puncturing, not directly to the needle or the skin. Therefore, ""it"" does not clearly refer to either the needle or the skin, making ""Neither"" the most appropriate choice."
The bat hit the ball because it was designed to be hit.,The bat hit the bAlL because it was designed to be hit.,1,1,1,"The pronoun ""it"" in the sentence ""The bat hit the bAlL because it was designed to be hit"" refers to the object that is designed to be hit. In this context, the ball is the object that is typically designed to be hit by a bat. Therefore, ""it"" refers to ""the bAlL."""
"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida nearly assassinated Hyrum, but Noa intervened to save hIs life.",1,1,1,"The pronoun ""hIs"" refers to the person whose life was saved. In the sentence, it is stated that Noa intervened to save ""hIs"" life. Since Elmeida was the one who nearly assassinated Hyrum, it is logical to conclude that Noa intervened to save Hyrum's life. Therefore, the pronoun ""hIs"" refers to Hyrum."
"James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his marriage.","James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his mArRiAgE.",1,1,1,"The sentence describes James trying to seduce Wallace, and then mentions ""he is strongly attracted to him."" The pronoun ""he"" is likely referring to Wallace, as it follows the context of James trying to seduce Wallace, indicating Wallace's feelings. The next part of the sentence, ""he refuses to put off his marriage,"" suggests that the same person who is attracted is also the one refusing to put off the marriage. Therefore, ""he"" refers to Wallace."
"George scored against Thomas in the shootout, so he lost the game.","George scored against Thomas in the shootout, so hE lOsT the game.",1,1,1,"The sentence states that George scored against Thomas in the shootout, which implies that Thomas was the one who lost the game. The pronoun ""hE"" refers to the person who lost, which in this context is Thomas."
The cat was afraid of the dog because it was timid.,The Cat was afraid of the dog because it was timid.,0,0,0,"The pronoun ""it"" refers to the subject that is described as timid. In the sentence, ""The Cat was afraid of the dog because it was timid,"" the word ""timid"" is more likely to describe ""The Cat"" rather than ""the dog."" The sentence structure suggests that the reason for the cat's fear is its own timidity, not the dog's. Therefore, ""it"" refers to ""The Cat."""
"Though Gino tries to avoid Ross, he can not help but eventually fall in love with him.","Though Gino tries to avoid Ross, He can not help but eventually fall in love with Him.",1,0,0,"The pronoun ""He"" in the sentence ""Though Gino tries to avoid Ross, He can not help but eventually fall in love with Him"" is likely referring to Gino. The structure of the sentence suggests that Gino is the subject who is trying to avoid Ross, and then the pronoun ""He"" continues to refer to the same subject, Gino, who eventually falls in love with Ross."
"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","Fontan was caught by the Spaniard Salvador Cardona, but His second place in the stage gave him the lead in the general classification.",0,0,0,"The pronoun ""His"" refers to the person who achieved second place in the stage and subsequently took the lead in the general classification. The sentence structure suggests that the person who was caught (Fontan) is the one whose second place in the stage is being discussed, as it follows the mention of Fontan being caught. Therefore, ""His"" refers to Fontan."
"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Emma finally agrees to Put Jennifer ashore, but after she has given her sleeping pills.",0,0,0,"The pronoun ""she"" in the sentence ""but after she has given her sleeping pills"" refers to the person who is performing the action of giving sleeping pills. Since the sentence starts with ""Emma finally agrees to Put Jennifer ashore,"" it implies that Emma is the one taking action. Therefore, ""she"" refers to Emma, who is giving the sleeping pills."
