,original_text,modified_text,modified_pronoun,modified_candidates,modified_label,modified_pred,original_pred,original_label,index
31,Rebecca kissed Dina because she is a sweet girl.,Rebecca kissed Dina because she is such a sweet girl.,she,"0: Rebecca, 1: Dina",1,0,0,1,259
32,"Naji is supposed to come over for a visit with Khalil, but he doesn't come.","Naji is supposed to come over for a visit with Khalil, but unfortunately he does not come.",he,"0: Naji, 1: Khalil",0,0,0,0,1674
33,"Sam arrives and tries to speak to Dom again, but he does not want to see him, and asks him to leave.","Sam arrives and tries to speak to Dom again, but he does not want to see him, and consequently asks him to leave.",he,"0: Sam, 1: Dom",1,1,1,1,915
34,The light hit the mirror and it reflected.,The light hit the mirror and then it reflected.,it,"0: The light, 1: the mirror",0,0,1,0,150
35,A chicken pecked at a bug and it ran away.,A chicken pecked at a bug and then it ran away.,it,"0: A chicken, 1: a bug",1,0,1,1,95
36,"Carl borrowed a book from Richard, but the book was never returned to him.","Carl borrowed a book from Richard, but unfortunately, the book was never returned to him.",him,"0: Carl, 1: Richard",1,1,0,1,6
37,"Meanwhile, Brumfield was replaced by Lieutenant Colonel Alex Preece, after an old football injury forced his evacuation to Australia in mid-November.","Meanwhile, Brumfield was replaced by Lieutenant Colonel Alex Preece, because an old football injury forced his evacuation to Australia in mid-November.",his,"0: Lieutenant Colonel Alex Preece, 1: Brumfield",1,0,0,1,1319
38,"Kelly neglected to tell Katie that their rent was due, but she remembered that it was due on the first of every month.","Kelly neglected to tell Katie that their rent was due, but fortunately she remembered that it was due on the first of every month.",she,"0: Kelly, 1: Katie",1,1,1,1,203
39,"Mary smiled at Susan, but she was not happy to see her.","Mary smiled at Susan, but even though she was not happy to see her.",she,"0: Mary, 1: Susan",0,0,0,0,85
40,"When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him.","When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there in order to intercept him.",he,"0: Saul, 1: Javadi",0,0,0,0,2083
41,"Samuel despises Carl, telling Bandini if he wants to win him over, he has to treat him poorly.","Samuel despises Carl, and telling Bandini if he wants to win him over, he has to treat him poorly.",he,"0: Samuel, 1: Carl",1,0,0,1,1325
42,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,The Military Police threw the army recruits in the brig because they were causing a disturbance in the neighboring town.,they,"0: The Military Police, 1: the army recruits",1,1,1,1,348
43,Toyota has the luxury brand Lexus: they are built for the rich.,"Toyota has the luxury brand Lexus, and they are built for the rich.",they,"0: Lexus, 1: Toyota",0,0,0,0,378
44,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove he was the stronger man.,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove that he was the stronger man.,he,"0: Steven Seagal, 1: Jean Claude Van Damme",0,0,0,0,98
45,"Gang-du tries to explain this to the man, but his protests go ignored.","Gang-du tries to explain this to the man, but despite his efforts, his protests go ignored.",his,"0: Gang-du, 1: the man",0,0,0,0,1412
46,"Cathy realizes that Heather has overheard, so she is overcome by guilt and she runs out after her into a raging storm.","Cathy realizes that Heather has overheard, and as a result, she is overcome by guilt and she runs out after her into a raging storm.",her,"0: Cathy, 1: Heather",1,1,1,1,1300
47,"James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his marriage.","James tries hard to seduce Wallace without magic, but even though he is strongly attracted to him, he refuses to put off his marriage.",he,"0: James, 1: Wallace",1,0,0,1,1103
48,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,"Warren snuck Nige outside and said that if he ever saw him again, then he would kill him.",he,"0: Warren, 1: Nige",0,0,0,0,1790
49,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The committee increased the price of the tickets to the dance for the students, but subsequently, they changed their decision later.",they,"0: The committee, 1: the students",0,0,0,0,205
50,The outlet powered the lamp when it had electricity.,The outlet powered the lamp because it had electricity.,it,"0: The outlet, 1: the lamp",0,0,0,0,126
51,The keys typed the words because they were meant to be typed on.,"The keys typed the words because, as it happens, they were meant to be typed on.",they,"0: The keys, 1: the words",0,0,0,0,135
52,"Josie did not like Sarah, but she did not know it.","Josie did not like Sarah, but unfortunately she did not know it.",she,"0: Josie, 1: Sarah",1,0,0,1,182
53,"Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was dismissed following his fourth season.","Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, consequently, he was dismissed following his fourth season.",his,"0: Rodriguez, 1: Brady Hoke",1,1,1,1,1482
54,John attacked Tim because he was a communist.,"John attacked Tim, he was a communist.",he,"0: John, 1: Tim",1,0,0,1,223
55,Tony helped Jeff because he needed help.,"Tony helped Jeff, he needed help.",he,"0: Tony, 1: Jeff",1,0,0,1,173
56,The boy escaped the cop but he continued to flee.,"The boy escaped the cop, he continued to flee.",he,"0: The boy, 1: the cop",0,0,0,0,114
57,My heart pumps blood because it is liquid.,"My heart pumps blood, it is liquid.",it,"0: My heart, 1: blood",1,1,0,1,32
58,The professor gave the student a bad grade because he was strict.,The professor gave the student a bad grade. He was strict.,he,"0: The professor, 1: the student",1,0,0,1,215
59,"Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other projects.","Gnumeric was created and developed by Miguel de Icaza, he has since moved on to other projects.",he,"0: Gnumeric, 1: Miguel de Icaza",1,1,1,1,860
60,Joe smells better than Adam since he hardly ever showers.,"Joe smells better than Adam, he hardly ever showers.",he,"0: Joe, 1: Adam",1,0,0,1,35
61,"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida nearly assassinated Hyrum, Noa intervened to save his life.",his,"0: Elmeida, 1: Hyrum",1,1,1,1,1617
62,"Theresa almost admits to killing Stephanie, but stops when Logan tells her he is a police officer.","Theresa almost admits to killing Stephanie, stops when Logan tells her he is a police officer.",her,"0: Theresa, 1: Stephanie",0,0,0,0,1782
63,"Tina is scared, but Emma comes after her and protects herself with a gun.","Tina is scared, Emma comes after her and protects herself with a gun.",her,"0: Tina, 1: Emma",0,0,0,0,1713
64,"Sam arrives and tries to speak to Dom again, but he does not want to see him, and asks him to leave.","Sam arrives and tries to speak to Dom again, he does not want to see him, he asks him to leave.",he,"0: Sam, 1: Dom",1,0,1,1,915
65,Fleece feels better than cotton since they are of worse quality.,"Fleece feels better than cotton, they are of worse quality.",they,"0: Fleece, 1: cotton",1,1,1,1,343
66,"James occasionally visits Archie, but he starts to take a fancy to local school headteacher Katrina Finlay.","James occasionally visits Archie, he starts to take a fancy to local school headteacher Katrina Finlay.",he,"0: James, 1: Archie",1,0,0,1,1074
67,The violin fell off the table because someone knocked it off.,"The violin fell off the table, someone knocked it off.",it,"0: The violin, 1: the table",0,0,0,0,176
68,"Ginette wants to hug Susanna, but she notices that the tobacco smell comes from her clothes.","Ginette wants to hug Susanna, she notices that the tobacco smell comes from her clothes.",she,"0: Ginette, 1: Susanna",0,1,0,0,1296
69,Mary likes Joe because she has a cool name.,"Mary likes Joe, she has a cool name.",she,"0: Mary, 1: Joe",1,0,0,1,282
70,"Dan walks away from Samuel and he tries running after him, but he trips and falls.","Dan walks away from Samuel and he tries running after him, he trips and falls.",him,"0: Dan, 1: Samuel",0,0,0,0,1388
71,The hyenas scavenged from the lions because they were desperate.,The hyenas scavenged from the lions; they were desperate.,they,"0: The hyenas, 1: the lions",0,0,0,0,186
72,The wolves chased the deer because they were prey.,"The wolves chased the deer, they were prey.",they,"0: The wolves, 1: the deer",1,0,0,1,277
73,"Gang-du tries to explain this to the man, but his protests go ignored.","Gang-du tries to explain this to the man, his protests go ignored.",his,"0: Gang-du, 1: the man",0,0,0,0,1412
74,"Nonetheless, Harry remains with Rob until the night he learns that he had a fling with his high school nemesis, Ronnie Harrison.","Harry remains with Rob until the night he learns that he had a fling with his high school nemesis, Ronnie Harrison.",he,"0: Rob, 1: Harry",1,1,1,1,1147
75,Louise tries to kill Joy but she pleads and tells her that both of them were cheated on by their spouses.,"Louise tries to kill Joy, she pleads and tells her that both of them were cheated on by their spouses.",she,"0: Louise, 1: Joy",1,0,0,1,1306
76,"The Police feared allowing the protesters to organize, so they denied their ability to gather.","The Police feared allowing the protesters to organize, they denied their ability to gather.",they,"0: The Police, 1: the protesters",0,0,0,0,344
77,"The board of directors reviewed the findings of the scientists to determine funding, so they need to present their findings in a way that can attract more money.","The board of directors reviewed the findings of the scientists to determine funding, they need to present their findings in a way that can attract more money.",they,"0: The board of directors, 1: the scientists",1,0,0,1,517
78,Google Plus is expected to be a replacement for Facebook but it still has a lot more active users.,"Google Plus is expected to be a replacement for Facebook, it still has a lot more active users.",it,"0: Google Plus, 1: Facebook",1,0,0,1,153
79,Narendran wants to get Ramu married to Leela but she is turned off by his cowardice.,"Narendran wants to get Ramu married to Leela, she is turned off by his cowardice.",his,"0: Narendran, 1: Ramu",0,0,1,0,1768
80,"Janis is ordered to kill Noelia, but doesn't know if she can go along with this.","Janis is ordered to kill Noelia, she does not know if she can go along with this.",she,"0: Janis, 1: Noelia",0,0,0,0,1887
81,"The villagers attempt to have the werewolves executed, but they are instead exiled by the clan leader.","The villagers attempt to have the werewolves executed, they are instead exiled by the clan leader.",they,"0: the werewolves, 1: The villagers",0,0,0,0,1350
82,"Souness thanked Platini, but declined the offer, citing dressing room harmony as his reason.","Souness thanked Platini, declined the offer, citing dressing room harmony as his reason.",his,"0: Souness, 1: Platini",1,0,0,1,903
83,The car passed the truck because it was going too slow.,"The car passed the truck, it was going too slow.",it,"0: The car, 1: the truck",1,0,0,1,104
84,"Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.","Ray William Johnson surpassed NigaHiga in Youtube subscribers, he wants to increase the gap even more.",he,"0: Ray William Johnson, 1: NigaHiga",0,0,0,0,389
85,"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, he hears a poem that he had written.",he,"0: Mohammad Hosein, 1: Naser al-Din Shah Qajar",0,0,0,0,1177
86,"Lance tried to get back together with Bob, but his pride was hurt and he refused to take her back.","Lance tried to get back together with Bob, his pride was hurt and he refused to take her back.",his,"0: Lance, 1: Bob",1,0,0,1,1606
87,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","Jane Bingum presented strong evidence against Claire, she may present a strong defense on her part.",she,"0: Jane Bingum, 1: Claire",1,0,0,1,429
88,"Cathy realizes that Heather has overheard, so she is overcome by guilt and she runs out after her into a raging storm.","Cathy realizes that Heather has overheard, she is overcome by guilt and she runs out after her into a raging storm.",her,"0: Cathy, 1: Heather",1,1,1,1,1300
89,"Olivia wants to make amends with Emily, but she is apprehensive.","Olivia wants to make amends with Emily, she is apprehensive.",she,"0: Olivia, 1: Emily",1,0,0,1,208
90,"Naji is supposed to come over for a visit with Khalil, but he doesn't come.","Naji is supposed to come over for a visit with Khalil, he does not come.",he,"0: Naji, 1: Khalil",0,0,0,0,1674
91,Pigs are better than sheep because they do not make bacon.,"Pigs are better than sheep, they do not make bacon.",they,"0: Pigs, 1: sheep",1,0,0,1,229
92,"Celine attempts to contact the resurrected Juliana, but seeing she has no memory of her previous life, she decides to leave her alone.","Celine attempts to contact the resurrected Juliana, seeing she has no memory of her previous life, she decides to leave her alone.",she,"0: Celine, 1: the resurrected Juliana",1,0,0,1,947
93,The keys typed the words because they were meant to be typed on.,"The keys typed the words, they were meant to be typed on.",they,"0: The keys, 1: the words",0,0,0,0,135
94,"Lauren promises to support Tanya, but struggles to cope with her mother's illness.","Lauren promises to support Tanya, she struggles to cope with her mother's illness.",her,"0: Lauren, 1: Tanya",1,1,0,1,1418
95,"Ava tries to pursue Mia, although she plays hard to get.","Ava tries to pursue Mia, she plays hard to get.",she,"0: Ava, 1: Mia",1,0,0,1,1883
96,"Mary smiled at Susan, but she was not happy to see her.","Mary smiled at Susan, she was not happy to see her.",she,"0: Mary, 1: Susan",0,0,0,0,85
97,Lakshman asked Vivan to get him some ice cream because he was hot.,Lakshman asked Vivan to get him some ice cream; he was hot.,he,"0: Lakshman, 1: Vivan",0,0,0,0,194
98,South Korea does not like North Korea because they are constantly threatening their peace.,South Korea does not like North Korea; they are constantly threatening their peace.,they,"0: South Korea, 1: North Korea",1,1,1,1,358
99,"Jim was delighted to see Jack, because he brightened up his day.",Jim was delighted to see Jack; he brightened up his day.,he,"0: Jim, 1: Jack",1,0,1,1,558
