,original_text,modified_text,modified_label,modified_pred,original_pred,modified_pronoun,modified_candidates,original_label,type
14,Gennie becomes interested in Emma and is jealous when she starts seeing Chas.,Gennie becomes interested in Emma and is not unjealous when she starts seeing Chas.,1,1,1,she,"0: Gennie, 1: Emma",1,double
15,"Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other projects.","Gnumeric was created and developed by Miguel de Icaza, but he hasn't never moved on to other projects.",1,1,1,he,"0: Gnumeric, 1: Miguel de Icaza",1,double
16,Samuel found out about Mark when his brother came to Japan.,Samuel didn't find out nothing about Mark when his brother came to Japan.,1,0,0,his,"0: Samuel, 1: Mark",1,double
17,Narendran wants to get Ramu married to Leela but she is turned off by his cowardice.,Narendran wants to get Ramu married to Leela but she is not turned off by his lack of cowardice.,0,1,1,his,"0: Narendran, 1: Ramu",0,double
18,Chris then breaks up with Anthony again after he realizes that he is not who he wants.,Chris then seldom breaks up with Anthony again after he realizes that he is not who he wants.,1,0,0,he,"0: Chris, 1: Anthony",1,approximate
19,Bob can beat Larry at arm wrestling because he has more muscles.,Bob can barely beat Larry at arm wrestling because he has more muscles.,1,0,0,he,"0: Bob, 1: Larry",0,approximate
20,The humans were afraid of the robots because they were weak.,The humans were seldom afraid of the robots because they were weak.,1,1,0,they,"0: The humans, 1: the robots",0,approximate
21,The student wanted to ask the professor for help but decided not to because he was too intimidating.,The student wanted to ask the professor for help but decided not to because he was rarely available.,1,1,1,he,"0: The student, 1: the professor",1,approximate
22,Madison has a short attraction to Matilda but she rebuffs her.,Madison has a short attraction to Matilda but she rarely rebuffs her.,1,0,0,she,"0: Madison, 1: Matilda",1,approximate
23,Juan Pablo is forced to save Greenlee when an Argentinian gang targets him and Carlos.,Juan Pablo is forced to save Greenlee when no Argentinian gang targets him and Carlos.,1,1,1,him,"0: Greenlee, 1: Juan Pablo",0,absolute
24,"AMD recently managed to break a record in the New Guiness Book of Records, so they immortalized them in their record keeping.","AMD recently managed to miss a record in the New Guiness Book of Records, so they immortalized them in their record keeping.",1,1,1,they,"0: AMD, 1: the New Guiness Book of Records",1,lexical
25,The people protested the government because they were raising taxes.,The people protested the government because they rarely were raising taxes.,1,0,1,they,"0: The people, 1: the government",1,approximate
26,The bat hit the ball because it was designed to be hit.,The bat seldom hit the ball because it was designed to be hit.,1,1,0,it,"0: The bat, 1: the ball",1,approximate
27,The car passed the truck because it was going too slow.,The car passed the truck because it was stationary.,1,1,1,it,"0: The car, 1: the truck",1,lexical
28,"John goes out to kill Tony, but he ambushes and bites him.","John goes out to kill Tony, but he ambushes and kisses him.",1,1,1,he,"0: John, 1: Tony",1,lexical
29,Bob can beat Larry at arm wrestling because he has more muscles.,Bob can lose to Larry at arm wrestling because he has more muscles.,1,1,0,he,"0: Bob, 1: Larry",0,lexical
30,"The Samurais respected honor while pirates have a disregard for honor, since they are only interested in increasing their wealth.","The Samurais respected honor while pirates rarely have a disregard for honor, since they are only interested in increasing their wealth.",1,1,1,they,"0: The Samurais, 1: pirates",1,approximate
31,"Likewise now, Nisha was forced to give the ring to Khimya, or she would have killed her brother.","Likewise now, Nisha was forced to give the ring to Khimya, or she would have spared her brother.",0,1,1,she,"0: Khimya, 1: Nisha",0,lexical
32,John fired Bill because he was incompetent.,John seldom fired Bill because he was incompetent.,1,1,1,he,"0: John, 1: Bill",1,approximate
33,Nolan makes a move on Tom but he swears he does not want anything more and tells him he loves his wife.,Nolan barely makes a move on Tom but he swears he does not want anything more and tells him he loves his wife.,1,0,0,he,"0: Nolan, 1: Tom",1,approximate
34,John fired Bill because he was incompetent.,John hired Bill because he was incompetent.,1,0,1,he,"0: John, 1: Bill",1,lexical
35,Rebecca kissed Dina because she is a sweet girl.,Rebecca did not kiss Dina because she is a sweet girl.,1,1,1,she,"0: Rebecca, 1: Dina",1,verbal
36,Joe raced against Steven because he would not say no.,Joe raced against Steven because he would always say no.,1,1,0,he,"0: Joe, 1: Steven",1,lexical
37,Tony helped Jeff because he needed help.,Tony rarely helped Jeff because he needed help.,1,1,1,he,"0: Tony, 1: Jeff",1,approximate
38,The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,The racquetball players were seldom annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,1,1,1,they,"0: The racquetball players, 1: the other students",1,approximate
39,Harry is angry with Ron at first but then he reconciles with him.,Harry is angry with Ron at first but then he rarely reconciles with him.,1,1,1,him,"0: Harry, 1: Ron",1,approximate
40,Joe raced against Steven because he would not say no.,Joe did not race against Steven because he would not say no.,1,1,0,he,"0: Joe, 1: Steven",1,verbal
41,"James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his marriage.","James tries hard to seduce Wallace without magic, but though he is strongly repelled by him, he refuses to put off his marriage.",1,1,1,he,"0: James, 1: Wallace",1,lexical
42,"Ginette wants to hug Susanna, but she notices that the tobacco smell comes from her clothes.","Ginette wants to hug Susanna, but she notices that the fresh scent comes from her clothes.",0,0,0,she,"0: Ginette, 1: Susanna",0,lexical
43,"Sam arrives and tries to speak to Dom again, but he does not want to see him, and asks him to leave.","Sam arrives and tries to speak to Dom again, but he does not want to see him, and asks him to stay.",1,1,1,he,"0: Sam, 1: Dom",1,lexical
44,"Paul tries to comfort Zack, but he rejects him and heads back to base with the intent to DOR himself.","Paul tries to comfort Zack, but he rarely rejects him and heads back to base with the intent to DOR himself.",1,1,1,he,"0: Paul, 1: Zack",1,approximate
45,"Cathy realizes that Heather has overheard, so she is overcome by guilt and she runs out after her into a raging storm.","Cathy realizes that Heather has overheard, so she is barely overcome by guilt and she runs out after her into a raging storm.",1,1,1,her,"0: Cathy, 1: Heather",1,approximate
46,"Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was dismissed following his fourth season.","Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was seldom dismissed following his fourth season.",1,1,1,he,"0: Rodriguez, 1: Brady Hoke",1,approximate
47,"While Mark deliberates whether to trust Dimble, he is found by police and arrested for Hingest's murder.","While Mark deliberates whether to trust Dimble, he is not found by police and not arrested for Hingest's murder.",1,0,0,he,"0: Mark, 1: Dimble",1,verbal
48,The humans were afraid of the robots because they were weak.,The humans were afraid of none of the robots because they were weak.,1,0,0,they,"0: The humans, 1: none of the robots",0,absolute
49,"Jason built Rocky a robot, so he had more free time.","Jason rarely built Rocky a robot, so he had more free time.",0,0,0,he,"0: Jason, 1: Rocky",1,approximate
50,"George scored against Thomas in the shootout, so he lost the game.","George scored against Thomas in the shootout, so he didn't not lose the game.",1,0,1,he,"0: George, 1: Thomas",1,double
51,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,Some actors choose to not perform their own stunts instead of not using stunt doubles since they like to keep it as authentic as possible.,0,0,0,they,"0: Some actors, 1: stunt doubles",0,double
52,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The committee increased the price of the tickets to the dance for the students, but they rarely changed their decision later.",0,0,0,they,"0: The committee, 1: the students",0,approximate
53,"Nadja was given to Miss Applefield to raise when she was a baby, her only possession at the time being an elaborated heart-shaped brooch.","Nadja was given to Miss Applefield to raise when she was a baby, her only possession at the time being a simple heart-shaped brooch.",0,0,0,she,"0: Nadja, 1: Miss Applefield",0,lexical
54,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The committee increased the price of the tickets to the dance for the students, but they didn't not change their decision later.",0,0,0,they,"0: The committee, 1: the students",0,double
55,Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and he rarely had to pay for the damage.,0,0,0,he,"0: Joe, 1: Mike",1,approximate
56,The blimp hit the tree because it lost air.,The blimp hit the tree because it gained air.,0,0,0,it,"0: The blimp, 1: the tree",0,lexical
57,Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and he didn't have to not pay for the damage.,0,1,0,he,"0: Joe, 1: Mike",1,double
58,"Ginette wants to hug Susanna, but she notices that the tobacco smell comes from her clothes.","Ginette wants to hug Susanna, but she does not notice that the tobacco smell comes from her clothes.",0,1,0,she,"0: Ginette, 1: Susanna",0,verbal
59,"Dan walks away from Samuel and he tries running after him, but he trips and falls.","Dan walks away from Samuel and he barely tries running after him, but he trips and falls.",1,0,0,him,"0: Dan, 1: Samuel",0,approximate
60,"The defending commander, Shi Kefa, was also executed by Qing after he refused to submit to his authority.","The defending commander, Shi Kefa, was not executed by Qing after he refused to submit to his authority.",0,0,0,he,"0: The defending commander, Shi Kefa, 1: Qing",0,verbal
61,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,Warren snuck Nige outside and said that if he ever saw him again he would not kill him.,0,0,0,he,"0: Warren, 1: Nige",0,verbal
62,"The defending commander, Shi Kefa, was also executed by Qing after he refused to submit to his authority.","The defending commander, Shi Kefa, was also spared by Qing after he refused to submit to his authority.",0,0,0,he,"0: The defending commander, Shi Kefa, 1: Qing",0,lexical
63,Joe smells better than Adam since he hardly ever showers.,Joe smells worse than Adam since he hardly ever showers.,0,0,1,he,"0: Joe, 1: Adam",1,lexical
64,Mary likes Joe because she likes females.,Mary doesn't not like Joe because she likes females.,0,0,0,she,"0: Mary, 1: Joe",0,double
65,Planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph.,Planet 343's sandstorm forces no inhabitants underground because they have winds of upwards to 50 mph.,0,0,0,they,"0: Planet 343's sandstorm, 1: no inhabitants",0,absolute
66,The doctor asks Bugs if he drank the potion ; he becomes insulted at the idea and leaves.,The doctor asks Bugs if he barely drank the potion; he becomes insulted at the idea and leaves.,0,0,0,he,"0: Bugs, 1: The doctor",0,approximate
67,"Kelly neglected to tell Katie that their rent was due, but she remembered that it was due on the first of every month.","Kelly neglected to tell Katie that their rent was due, but she didn't not remember that it was due on the first of every month.",0,0,0,she,"0: Kelly, 1: Katie",1,double
68,"Lauren promises to support Tanya, but struggles to cope with her mother's illness.","Lauren promises to support Tanya, but rarely struggles to cope with her mother's illness.",1,1,0,her,"0: Lauren, 1: Tanya",1,approximate
69,"Megan accidentally fires a shot that injures Barbara, but she shoots Larry dead.","Megan accidentally fires a shot that injures Barbara, but she shoots nobody dead.",0,0,0,she,"0: Megan, 1: Barbara",0,absolute
70,The professor gave the student a bad grade because he was strict.,The professor rarely gave the student a bad grade because he was strict.,0,0,0,he,"0: The professor, 1: the student",0,approximate
71,"Theresa almost admits to killing Stephanie, but stops when Logan tells her he is a police officer.","Theresa almost admits to sparing Stephanie, but stops when Logan tells her he is a police officer.",0,0,0,her,"0: Theresa, 1: Stephanie",0,lexical
72,"Jason built Rocky a robot, and he gave it to him.","Jason built Rocky a robot, and he gave it to nobody.",0,0,0,nobody,"0: Jason, 1: Rocky",0,absolute
73,The employer talked to the employee about being loyal to him.,The employer talked to the employee about being unfaithful to him.,0,0,0,him,"0: The employer, 1: the employee",0,lexical
74,"The U.S.S Enterprise tried to assist a sister ship, but they arrived too late to save them.","The U.S.S Enterprise tried to assist a sister ship, but they did not arrive in time to save them.",0,0,0,they,"0: The U.S.S Enterprise, 1: a sister ship",0,verbal
75,The bat hit the ball because it flew in the way of the trajectory.,The bat seldom hit the ball because it flew in the way of the trajectory.,0,0,1,it,"0: The bat, 1: the ball",0,approximate
76,"Megan accidentally fires a shot that injures Barbara, but she shoots Larry dead.","Megan accidentally fires a shot that injures Barbara, but she does not shoot Larry dead.",0,0,0,she,"0: Megan, 1: Barbara",0,verbal
77,Joe raced against Steven because he thought it would be easy.,Joe raced against Steven because he didn't think it wouldn't be easy.,0,0,0,he,"0: Joe, 1: Steven",0,double
78,Hallums did not appeal to American President Bush to help earn his release.,Hallums barely appealed to American President Bush to help earn his release.,0,0,0,his,"0: Hallums, 1: American President Bush",0,approximate
79,"Rice beat Texas, even though they were the best team in the nation.","Rice did not beat Texas, even though they were the best team in the nation.",0,1,1,they,"0: Rice, 1: Texas",1,verbal
80,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,Warren snuck Nige outside and said that if he ever saw him again he would kill nobody.,0,0,0,nobody,"0: Warren, 1: Nige",0,absolute
81,The wolves chased the deer because they were prey.,The wolves chased neither of the deer because they were prey.,1,1,1,they,"0: The wolves, 1: the deer",1,absolute
82,The light hit the mirror and it reflected.,The light hit the mirror and it barely reflected.,0,0,0,it,"0: The light, 1: the mirror",0,approximate
83,"Kelly neglected to tell Katie that their rent was due, but she told her later.","Kelly seldom neglected to tell Katie that their rent was due, but she told her later.",0,0,0,she,"0: Kelly, 1: Katie",0,approximate
84,Tony helped Jeff because he needed help.,Tony did not help Jeff because he needed help.,0,1,1,he,"0: Tony, 1: Jeff",1,verbal
85,"Rice beat Texas, even though they were a smaller school.","Rice seldom beat Texas, even though they were a smaller school.",0,0,0,they,"0: Rice, 1: Texas",0,approximate
86,"Josie did not like Sarah, but she did not tell her.","Josie did not like Sarah, but she did not conceal it from her.",0,0,0,she,"0: Josie, 1: Sarah",0,lexical
87,Trotsky refused to support Lenin since he was waiting to see whether German workers would rebel and whether German soldiers would refuse to follow orders.,Trotsky rarely refused to support Lenin since he was waiting to see whether few German workers would rebel and whether German soldiers would refuse to follow orders.,1,0,0,he,"0: Trotsky, 1: Lenin",1,approximate
88,Mary likes Joe because she likes females.,Mary likes nobody because she likes females.,0,0,0,she,"0: Mary, 1: nobody",0,absolute
89,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove he was the stronger man.,Steven Seagal did not challenge Jean Claude Van Damme to a fight because he wanted to prove he was the stronger man.,0,0,0,he,"0: Steven Seagal, 1: Jean Claude Van Damme",0,verbal
90,The general fired his pistol at the monster so he could be a distraction.,The general rarely fired his pistol at the monster so he could be a distraction.,0,0,0,he,"0: The general, 1: the monster",0,approximate
91,The keys typed the words because they were meant to be typed on.,The keys didn't not type the words because they were meant to be typed on.,0,0,0,they,"0: The keys, 1: the words",0,double
92,"Jason built Rocky a robot, and he gave it to him.","Jason built Rocky a robot, and he did not give it to him.",0,0,0,he,"0: Jason, 1: Rocky",0,verbal
93,"Since the linesmen are relatively far away from the referees, they are also responsible for observing the sidelines on their side of the field.","Since the linesmen are relatively far away from the referees, they are not also responsible for observing the sidelines on their side of the field.",1,0,0,they,"0: the linesmen, 1: the referees",0,verbal
94,Mary likes Joe because she has a cool name.,Mary does not like Joe because she has a cool name.,1,0,0,she,"0: Mary, 1: Joe",1,verbal
95,The clown smiled at the child and he offered him a balloon.,The clown smiled at the child and he did not offer him a balloon.,0,0,0,he,"0: The clown, 1: the child",0,verbal
96,"Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes that he is leaving the country with his daughter.","Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes that he is rarely leaving the country with his daughter.",0,0,0,he,"0: Ram Mohan Rao, 1: Gandhi",1,approximate
97,"Tina is scared, but Emma comes after her and protects herself with a gun.","Tina is scared, but Emma does not come after her and protects herself with a gun.",0,1,0,herself,"0: Tina, 1: Emma",0,verbal
