,original_text,modified_text,modified_pronoun,modified_candidates,modified_label,modified_pred,original_pred,original_label,index
39,"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","Fontan kena catch by the Spaniard Salvador Cardona, but hor, his second place in the stage make him jalan first in the overall ranking lah.",his,"0: Fontan, 1: the Spaniard Salvador Cardona",0,0,0,0,1151
40,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,"Some actors like to do their own stunts lah, don't want use stunt doubles one,'cause they want keep things real one.",they,"0: Some actors, 1: stunt doubles",0,0,0,0,412
41,"Kelly neglected to tell Katie that their rent was due, but she told her later.","Kelly never say Katie their rent due already, but she told her after that.",she,"0: Kelly, 1: Katie",0,0,0,0,202
42,"The football players went on strike against the NFL organization, but they will consider their demands to send the strike.","The football players go on strike against the NFL organization, but they will think about their demands to stop the strike lah.",they,"0: The football players, 1: the NFL organization",1,0,0,1,355
43,"Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes that he is leaving the country with his daughter.","So happy lor, Gandhi try to find Ram Mohan Rao, but then he find out lah, he packing up to go overseas with his daughter sia.",he,"0: Ram Mohan Rao, 1: Gandhi",1,0,0,1,1545
44,The humans were afraid of the robots because they were weak.,"The humans scared of the robots lah,'cause they so weak one.",they,"0: The humans, 1: the robots",0,0,0,0,238
45,"Kelly neglected to tell Katie that their rent was due, but she remembered that it was due on the first of every month.","Kelly never say Katie their rent need to pay already, but she remember hor, every month first day must pay one.",she,"0: Kelly, 1: Katie",1,0,1,1,203
46,"Rice beat Texas, even though they were a smaller school.","Rice win against Texas, even though they one smaller school lah.",they,"0: Rice, 1: Texas",0,0,0,0,26
47,The mother bear attacked Karen because she was worried for her cub.,The mother bear attacked Karen as she was getting tensed for her cub.,she,"0: The mother bear, 1: Karen",0,0,0,0,83
48,Bob sued Bill because he wanted more money.,Bob filed a case against Bill because he was wanting more money.,he,"0: Bob, 1: Bill",0,0,0,0,235
49,"Kelly neglected to tell Katie that their rent was due, but she remembered that it was due on the first of every month.","Kelly forgot to inform Katie that their rent was pending, but she remembered it's to be paid by the first of every month.",she,"0: Kelly, 1: Katie",1,0,1,1,203
50,"Likewise now, Nisha was forced to give the ring to Khimya, or she would have killed her brother.","Likewise now, Nisha was forced to give the ring to Khimya, else she would have killed her brother no?",she,"0: Khimya, 1: Nisha",0,0,0,0,2008
51,"Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other projects.","Gnumeric was created and developed by Miguel de Icaza only, but he has since moved on to other projects na.",he,"0: Gnumeric, 1: Miguel de Icaza",1,1,1,1,860
52,The violin fell off the table because someone knocked it off.,The violin fell off from the table because someone had knocked it off.,it,"0: The violin, 1: the table",0,0,0,0,176
53,"The football players went on strike against the NFL organization, but they will consider their demands to send the strike.","The football players went on strike against the NFL organization, but they will think over their demands to call off the strike.",they,"0: The football players, 1: the NFL organization",1,0,0,1,355
54,Joe raced against Steven because he thought it would be easy.,Joe was racing against Steven because he was thinking it will be an easy task.,he,"0: Joe, 1: Steven",0,0,0,0,148
55,The ghost entered the house because it was haunting.,The ghost entered the house as it was doing the haunting.,it,"0: The ghost, 1: the house",0,0,0,0,112
56,"Because the BFG refuses to eat the human, he subsists on a revolting vegetable known as a ` Snozzcumber '.","Because the BFG is refusing to eat the human, no? He is subsisting on a revolting vegetable known as a `Snozzcumber'.",he,"0: the BFG, 1: the human",0,0,0,0,1214
57,"The Police feared allowing the protesters to organize, so they denied their ability to gather.","The Police were having fear about allowing the protesters to organize, so they denied their ability to gather together.",they,"0: The Police, 1: the protesters",0,0,0,0,344
58,Liverpool lost to Manchester United because they were a superior team.,"Liverpool got defeated by Manchester United because they were the superior team, no?",they,"0: Liverpool, 1: Manchester United",1,1,1,1,25
59,Fleece feels better than cotton since they are of worse quality.,"Fleece is feeling better than cotton because it is of poorer quality, no?",they,"0: Fleece, 1: cotton",0,0,1,0,343
60,Michael Phelps was fined by Judge Louis because he was caught with illegal drugs.,"Michael Phelps was fined by Judge Louis because he got caught with illegal drugs, no?",he,"0: Michael Phelps, 1: Judge Louis",0,0,0,0,402
61,"Tina is scared, but Emma comes after her and protects herself with a gun.","Tina is getting scared, but Emma is coming behind her and is protecting herself with a gun.",her,"0: Tina, 1: Emma",0,0,0,0,1713
62,"Samuel despises Carl, telling Bandini if he wants to win him over, he has to treat him poorly.","Samuel is having no liking for Carl, telling Bandini if he is wanting to win his favour, he should be treating him badly.",he,"0: Samuel, 1: Carl",1,0,0,1,1325
63,"Pei Wei sells sesame chicken as a signature dish, so they are constantly picked as an order.","Pei Wei is selling sesame chicken as a signature dish, no? So it is constantly being picked for ordering.",they,"0: Pei Wei, 1: sesame chicken",1,0,0,1,443
64,"The board of directors reviewed the findings of the scientists to determine funding, so they need to present their findings in a way that can attract more money.","The board of directors reviewed the findings of the scientists for determining funding, hence they need to present their findings in such a manner that can attract more funds.",they,"0: The board of directors, 1: the scientists",1,0,0,1,517
65,Robin goes to speak to Gael but discovers he has invited more backpackers to stay with them.,Robin is going to speak to Gael but finds out he has called more backpackers to stay along with them.,he,"0: Robin, 1: Gael",1,1,1,1,1708
66,"Nonetheless, Harry remains with Rob until the night he learns that he had a fling with his high school nemesis, Ronnie Harrison.","Nonetheless, Harry is staying with Rob until the night he finds out that he had a fling with his high school nemesis, Ronnie Harrison.",he,"0: Rob, 1: Harry",1,1,1,1,1147
67,Laila grows closer to Cora when she holds her a late birthday celebration as everyone forgets the date.,Laila is growing closer to Cora when she is holding for her a belated birthday celebration as everyone has forgotten the date.,she,"0: Laila, 1: Cora",0,0,0,0,2085
68,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,Some actors prefer to do their own stunts rather than taking stunt doubles because they want to maintain the authenticity to the maximum.,they,"0: Some actors, 1: stunt doubles",0,0,0,0,412
69,"Paul tries to comfort Zack, but he rejects him and heads back to base with the intent to DOR himself.","Paul is trying to give comfort to Zack, but he is rejecting him and going back to base with the full intent to DOR himself.",he,"0: Paul, 1: Zack",1,0,1,1,914
70,"Olivia wants to make amends with Emily, but she is apprehensive.","Olivia is wanting to do the needful and patch up with Emily, but she is having doubts.",she,"0: Olivia, 1: Emily",0,0,0,0,208
71,The people protested the government because they were raising taxes.,The people were protesting against the government because they were hiking up the taxes.,they,"0: The people, 1: the government",1,0,0,1,89
72,"Naji is supposed to come over for a visit with Khalil, but he doesn't come.","Naji is supposed to be coming for a visit with Khalil, but he doesn't turn up.",he,"0: Naji, 1: Khalil",0,0,0,0,1674
73,"Souness thanked Platini, but declined the offer, citing dressing room harmony as his reason.","Souness thanked Platini, but he is declining the offer, telling that dressing room harmony is his reason.",his,"0: Souness, 1: Platini",0,0,0,0,903
74,The wolves chased the deer because they were prey.,The wolves were chasing the deer because they were prey.,they,"0: The wolves, 1: the deer",1,0,0,1,277
75,"Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.","Ray William Johnson has gone ahead of NigaHiga in Youtube subscribers count, but he is wanting to make the gap even bigger.",he,"0: Ray William Johnson, 1: NigaHiga",0,0,0,0,389
76,"Josie did not like Sarah, but she did not tell her.","Josie was not liking Sarah, but she did not tell her only.",she,"0: Josie, 1: Sarah",0,0,0,0,183
77,Journalist Jack Anderson speculated that Watergate Special Prosecutor Archibald Cox had been fired because he had started to investigate Rebozo's role in Nixon accepting covert payments.,Journalist Jack Anderson was having the speculation that Watergate Special Prosecutor Archibald Cox got the sack because he was beginning to look into Rebozo's part in Nixon taking secret payments.,he,"0: Journalist Jack Anderson, 1: Watergate Special Prosecutor Archibald Cox",1,0,1,1,1027
78,"Rice beat Texas, even though they were a smaller school.","Rice defeated Texas, even though it was a smaller school, no?",they,"0: Rice, 1: Texas",0,0,0,0,26
79,"James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his marriage.","James is trying hard for seducing Wallace without using magic, but even though he is feeling strong attraction towards him, he is refusing to postpone his marriage.",he,"0: James, 1: Wallace",1,0,0,1,1103
80,The doctor asks Bugs if he drank the potion ; he becomes insulted at the idea and leaves.,The doctor is asking Bugs if he has drunk the potion; he is feeling insulted by the idea and is leaving.,he,"0: Bugs, 1: The doctor",0,0,0,0,1565
81,"Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.","Denise is initially not liking Lucy, but she is getting fond of him when she is seeing he has changed and they are eventually coming back together.",she,"0: Denise, 1: Lucy",0,0,0,0,1289
82,"Ava tries to pursue Mia, although she plays hard to get.","Ava is trying for pursuing Mia, even though she is playing hard to get.",she,"0: Ava, 1: Mia",1,0,0,1,1883
83,"Jason built Rocky a robot, so he had more free time.","Jason constructed a robot for Rocky, so he could have more leisure time.",he,"0: Jason, 1: Rocky",1,0,0,1,31
84,Harry is angry with Ron at first but then he reconciles with him.,Harry is having anger on Ron at first but then he is doing patch-up with him.,him,"0: Harry, 1: Ron",1,1,1,1,1627
85,Louise tries to kill Joy but she pleads and tells her that both of them were cheated on by their spouses.,Louise is trying to kill Joy but she is pleading and telling her that both of them got cheated by their spouses only.,she,"0: Louise, 1: Joy",1,0,0,1,1306
86,"While Mark deliberates whether to trust Dimble, he is found by police and arrested for Hingest's murder.","While Mark is deliberating whether to trust Dimble or not, he is found by the police and gets arrested for Hingest's murder.",he,"0: Mark, 1: Dimble",1,0,0,1,904
87,The program could successfully parse the file because it was programmed well.,The program was able to successfully parse the file because it was programmed nicely.,it,"0: The program, 1: the file",0,0,0,0,64
88,"Shary asks Tania accusingly where she was at the time of the accident, and the movie ends as she begins to cry from guilt.","Shary is asking Tania with accusing eyes where she had been when the accident happened, and as the film is getting over, she starts crying because of the guilt.",she,"0: Shary, 1: Tania",1,0,1,1,1998
89,"Jason built Rocky a robot, and he gave it to him.","Jason constructed a robot for Rocky, and he gifted it to him.",he,"0: Jason, 1: Rocky",0,0,0,0,30
90,"Sally becomes attracted to Bella, but she is disappointed to learn she is marrying Emily Vincent.","Sally is getting attracted to Bella, but she is getting disappointed on learning that she is marrying Emily Vincent.",she,"0: Sally, 1: Bella",1,0,0,1,1134
91,"Jim was delighted to see Jack, because he brightened up his day.","Jim was feeling very happy on seeing Jack, because he made his day very nice.",he,"0: Jim, 1: Jack",1,1,1,1,558
92,"Theresa almost admits to killing Stephanie, but stops when Logan tells her he is a police officer.","Theresa is almost admitting to killing Stephanie, but she is stopping when Logan is telling her he is a police officer.",her,"0: Theresa, 1: Stephanie",0,0,0,0,1782
93,"Some fan girls created a rap about Windows phones, but they did not become more popular.","Some fan girls made a rap on Windows phones, but they didn't get more popular only.",they,"0: Some fan girls, 1: Windows phones",1,0,0,1,519
94,Georgina says Lucille is dead because she couldn't live with what she had done.,Georgina is saying Lucille has passed away because she couldn't be living with what she had done.,she,"0: Georgina, 1: Lucille",1,1,0,1,1413
95,"AMD recently managed to break a record in the New Guiness Book of Records, so they immortalized them in their record keeping.","AMD has recently done the needful by breaking a record in the New Guiness Book of Records, hence they got themselves immortalized in their record keeping.",they,"0: AMD, 1: the New Guiness Book of Records",1,0,0,1,465
96,"Carl borrowed a book from Richard, but the book was never returned to him.","Carl took a book on loan from Richard, but that book was not given back to him only.",him,"0: Carl, 1: Richard",1,0,0,1,6
97,"Carcetti is dubious about working with Davis, but Wilson convinces him that it may tip the balance.","Carcetti not so sure about working with Davis lah, but Wilson tok to him, say maybe can change the game leh.",him,"0: Carcetti, 1: Davis",0,0,0,0,1559
98,Joe smells better than Adam since he hardly ever showers.,Joe smells better than Adam because he is hardly ever taking showers.,he,"0: Joe, 1: Adam",1,0,0,1,35
99,"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida nearly kena whack Hyrum, but Noa kaypoh come in to save his life lah.",his,"0: Elmeida, 1: Hyrum",1,1,1,1,1617
