,original_text,modified_text,modified_label,modified_pred,original_pred,modified_pronoun,modified_candidates,original_label,type
38,"Tina is scared, but Emma comes after her and protects herself with a gun.","Emma is scared, but Tina comes after her and protects herself with a gun.",0,0,0,her,"0: Emma, 1: Tina",0,grammatical_role
39,Toyota has the luxury brand Lexus: they are built for the rich.,The rich have the luxury brand Lexus from Toyota: they are built for them.,0,0,1,them,"0: Lexus, 1: Toyota",0,grammatical_role
40,Lurie claimed that Dennis Hopper was so high on sugar during his two-part episode that he was unable to concentrate long enough to fish.,Dennis Hopper claimed that Lurie was so high on sugar during his two-part episode that he was unable to concentrate long enough to fish.,1,1,1,his,"0: Dennis Hopper, 1: Lurie",1,grammatical_role
41,Someone hit Billy in the face because he was being rude.,Billy hit someone in the face because he was being rude.,0,1,1,he,"0: someone, 1: Billy",1,grammatical_role
42,"Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.","Lucy is initially hostile to Denise, but he warms to her when he sees she has changed and they eventually reunite.",1,0,0,he,"0: Lucy, 1: Denise",0,grammatical_role
43,Trotsky refused to support Lenin since he was waiting to see whether German workers would rebel and whether German soldiers would refuse to follow orders.,Lenin refused to support Trotsky since he was waiting to see whether German soldiers would rebel and whether German workers would refuse to follow orders.,0,0,0,he,"0: Lenin, 1: Trotsky",1,grammatical_role
44,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,Nige snuck Warren outside and said that if he ever saw him again he would kill him.,0,0,0,he,"0: Nige, 1: Warren",0,grammatical_role
45,The student wanted to ask the professor for help but decided not to because he was too intimidating.,The professor wanted to ask for help but decided not to because the student was too intimidating.,1,0,1,he,"0: The professor, 1: the student",1,grammatical_role
46,Battlefield 3 is more fun than Modern Warfare 3 because it is a better game.,Modern Warfare 3 is less fun than Battlefield 3 because it is a worse game.,1,1,0,it,"0: Battlefield 3, 1: Modern Warfare 3",0,grammatical_role
47,Liverpool lost to Manchester United because they were a superior team.,Manchester United lost to Liverpool because they were a superior team.,1,1,1,they,"0: Manchester United, 1: Liverpool",1,grammatical_role
48,"Josie did not like Sarah, but she did not tell her.","Sarah did not like Josie, but she did not tell her.",0,0,0,she,"0: Sarah, 1: Josie",0,grammatical_role
49,"Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes that he is leaving the country with his daughter.","Jubilant, Gandhi tries to reach Ram Mohan Rao, but realizes that his daughter is leaving the country with him.",0,0,0,him,"0: Ram Mohan Rao, 1: Gandhi",1,grammatical_role
50,The cat was afraid of the dog because it was timid.,The dog was afraid of the cat because it was timid.,0,0,0,it,"0: The dog, 1: the cat",0,grammatical_role
51,"Kelly neglected to tell Katie that their rent was due, but she told her later.","Katie neglected to tell Kelly that their rent was due, but she told her later.",0,0,0,she,"0: Katie, 1: Kelly",0,grammatical_role
52,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Jennifer finally agrees to put Emma ashore, but after she has given her sleeping pills.",0,0,0,she,"0: Jennifer, 1: Emma",0,grammatical_role
53,The clown smiled at the child and he offered him a balloon.,The child smiled at the clown and the clown offered him a balloon.,1,1,0,he,"0: The child, 1: the clown",0,grammatical_role
54,The mother bear attacked Karen because she was worried for her cub.,Karen was attacked by the mother bear because she was worried for her cub.,1,1,0,she,"0: Karen, 1: the mother bear",0,grammatical_role
55,"When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him.","When Javadi realizes where Saul is going, he immediately sends Carrie and Quinn there to intercept Saul.",0,0,0,he,"0: Javadi, 1: Saul",0,grammatical_role
56,Joe raced against Steven because he would not say no.,Steven raced against Joe because he would not say no.,1,1,1,he,"0: Steven, 1: Joe",1,grammatical_role
57,"Olivia wants to make amends with Emily, but she no longer wants to be friends.","Emily wants to make amends with Olivia, but she no longer wants to be friends.",1,1,1,she,"0: Emily, 1: Olivia",1,grammatical_role
58,Watson beat Ken at Jeopardy because he is an inferior human.,Ken beat Watson at Jeopardy because he is an inferior human.,1,0,1,he,"0: Ken, 1: Watson",1,grammatical_role
59,"Olivia wants to make amends with Emily, but she no longer wants to be friends.","Emily wants to make amends with Olivia, but Olivia no longer wants to be friends.",1,1,1,she,"0: Emily, 1: Olivia",1,grammatical_role
60,Bob sued Bill because he wanted more money.,Bill sued Bob because he wanted more money.,0,0,0,he,"0: Bill, 1: Bob",0,grammatical_role
61,"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","The Spaniard Salvador Cardona was caught by Fontan, but his second place in the stage gave him the lead in the general classification.",1,1,0,his,"0: Fontan, 1: The Spaniard Salvador Cardona",0,grammatical_role
62,Cosby supported Jay because Thea really liked him.,Jay supported Cosby because Thea really liked him.,0,0,1,him,"0: Cosby, 1: Jay",1,grammatical_role
63,"George scored against Thomas in the shootout, so he won the game.","Thomas scored against George in the shootout, so he won the game.",0,0,0,he,"0: Thomas, 1: George",0,grammatical_role
64,John visited Luke in the hospital because he lived close by.,Luke visited John in the hospital because he lived close by.,0,0,0,he,"0: Luke, 1: John",0,grammatical_role
65,Lily gave Amber a hug because she was sad.,Amber gave a hug to Lily because she was sad.,1,1,1,she,"0: Amber, 1: Lily",1,grammatical_role
66,"George scored against Thomas in the shootout, so he lost the game.","Thomas scored against George in the shootout, so he lost the game.",1,1,1,he,"0: Thomas, 1: George",1,grammatical_role
67,"James tries hard to seduce Wallace without magic, but though he is strongly attracted to him, he refuses to put off his marriage.","Wallace tries hard to seduce James without magic, but though he is strongly attracted to him, he refuses to put off his marriage.",1,1,1,he,"0: Wallace, 1: James",1,grammatical_role
68,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,Stunt doubles choose to perform their own stunts instead of using some actors since they like to keep it as authentic as possible.,0,0,0,they,"0: Stunt doubles, 1: some actors",0,grammatical_role
69,John attacked Tim because he was a communist.,Tim was attacked by John because he was a communist.,0,0,1,he,"0: Tim, 1: John",1,grammatical_role
70,"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Mohammad Hosein nicknamed Naser al-Din Shah Qajar as the bird, after he hears a poem that he had written.",1,1,1,he,"0: Naser al-Din Shah Qajar, 1: Mohammad Hosein",0,grammatical_role
71,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The students increased the price of the tickets to the dance for the committee, but they changed their decision later.",0,0,0,they,"0: The students, 1: the committee",0,grammatical_role
