,original_text,modified_text,modified_label,modified_pred,original_pred,modified_pronoun,modified_candidates,original_label,type
23,"Daniela is also enchanted by Nina, but her heart still beats strong for Almerinda.","Daniela is also enchanted by Nina, but her heart still beats fiercly for Almerinda.",0,0,0,her,"0: Daniela, 1: Nina",0,derivation
24,Gennie becomes interested in Emma and is jealous when she starts seeing Chas.,Gennie becomes interested in Emma and is jealous when she starts interacting with Chas.,1,1,1,she,"0: Gennie, 1: Emma",1,derivation
25,Mellish disliked Callaghan so much that he resigned from the cabinet within months of Wilson's own retirement.,Mellish disliked Callaghan so much that he resigned from the cabinet within a fortnight of Wilson's own retirement.,0,0,0,he,"0: Mellish, 1: Callaghan",0,derivation
26,Laila grows closer to Cora when she holds her a late birthday celebration as everyone forgets the date.,Laila grows closer to Cora when she holds her a late birthday celebration as everyone forgets the occasion.,0,0,0,she,"0: Laila, 1: Cora",0,derivation
27,Joe crashed into Mike and he had to pay for the damage.,Joe crashed into Mike and he had to compensate for the damage.,1,0,0,he,"0: Joe, 1: Mike",1,derivation
28,"Gnumeric was created and developed by Miguel de Icaza, but he has since moved on to other projects.","Gnumeric was envisioned and developed by Miguel de Icaza, but he has since moved on to other projects.",1,1,1,he,"0: Gnumeric, 1: Miguel de Icaza",1,derivation
29,"Joseph did not defeat William in the match, so he earned $100.","Joseph did not defeat William in the competition, so he earned $100.",1,0,0,he,"0: Joseph, 1: William",1,derivation
30,"Kelly neglected to tell Katie that their rent was due, but she remembered that it was due on the first of every month.","Kelly neglected to inform Katie that their rent was due, but she remembered that it was due on the first of every month.",1,0,0,she,"0: Kelly, 1: Katie",1,derivation
31,Cosby supported Jay because Thea really liked him.,Cosby supported Jay because Thea really appreciated him.,1,1,1,him,"0: Cosby, 1: Jay",1,derivation
32,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.","Jane Bingum presented convincing evidence against Claire, but she may present a strong defense on her part.",1,1,1,she,"0: Jane Bingum, 1: Claire",1,derivation
33,"Naji is supposed to come over for a visit with Khalil, but he doesn't come.","Naji is supposed to come over for a visit with Khalil, but he doesn't arrive.",0,0,0,he,"0: Naji, 1: Khalil",0,derivation
34,"Likewise now, Nisha was forced to give the ring to Khimya, or she would have killed her brother.","Likewise now, Nisha was forced to give the ring to Khimya, or she would have murdered her brother.",0,1,1,she,"0: Khimya, 1: Nisha",0,derivation
35,Parents care for their children considerably since they are their pride and joy.,Parents care for their children considerably since they are their pride and enjoyment.,1,0,0,they,"0: Parents, 1: their children",1,derivation
36,"Theresa almost admits to killing Stephanie, but stops when Logan tells her he is a police officer.","Theresa almost admits to killing Stephanie, but hesitates when Logan tells her he is a police officer.",0,1,0,her,"0: Theresa, 1: Stephanie",0,derivation
37,"AMD recently managed to break a record in the New Guiness Book of Records, so they immortalized them in their record keeping.","AMD recently managed to surpass a record in the New Guiness Book of Records, so they immortalized them in their record keeping.",1,0,0,they,"0: AMD, 1: the New Guiness Book of Records",1,derivation
38,Olga kicked Sara because she was drunk.,Olga kicked Sara because she was intoxicated.,0,1,1,she,"0: Olga, 1: Sara",0,derivation
39,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove he was the stronger man.,Steven Seagal challenged Jean Claude Van Damme to a combat because he wanted to prove he was the stronger man.,0,0,0,he,"0: Steven Seagal, 1: Jean Claude Van Damme",0,derivation
40,The mother bear attacked Karen because she had gotten too close to her cub.,The mother bear attacked Karen because she had approached too close to her cub.,1,1,1,she,"0: The mother bear, 1: Karen",1,derivation
41,Battlefield 3 is more fun than Modern Warfare 3 because it is a crappy game.,Battlefield 3 is more entertaining than Modern Warfare 3 because it is a crappy game.,1,1,1,it,"0: Battlefield 3, 1: Modern Warfare 3",1,derivation
42,"Cathy realizes that Heather has overheard, so she is overcome by guilt and she runs out after her into a raging storm.","Cathy realizes that Heather has overheard, so she is overcome by remorse and she runs out after her into a raging storm.",1,1,1,her,"0: Cathy, 1: Heather",1,derivation
43,"While Mark deliberates whether to trust Dimble, he is found by police and arrested for Hingest's murder.","While Mark deliberates whether to entrust Dimble, he is found by police and arrested for Hingest's murder.",1,0,0,he,"0: Mark, 1: Dimble",1,derivation
44,"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had composed.",0,0,1,he,"0: Mohammad Hosein, 1: Naser al-Din Shah Qajar",0,derivation
45,Google Plus is expected to be a replacement for Facebook but it still does not have enough active users.,Google Plus is expected to serve as a replacement for Facebook but it still does not have enough active users.,0,0,0,it,"0: Google Plus, 1: Facebook",0,derivation
46,The off-campus apartments were preferred to the on-campus apartments because they were cheaper.,The off-campus apartments were preferred to the on-campus apartments because they were less expensive.,0,0,0,they,"0: The off-campus apartments, 1: the on-campus apartments",0,derivation
47,Trick Or Treaters are celebrating the holiday earlier during the day at Church since they are encouraged to do it during the day and among friends for safety reasons.,Trick Or Treaters are celebrating the holiday earlier during the day at Church since they are encouraged to do it during the day and among acquaintances for safety reasons.,0,0,0,they,"0: Trick Or Treaters, 1: Church",0,derivation
48,"Dan walks away from Samuel and he tries running after him, but he trips and falls.","Dan walks away from Samuel and he tries running after him, but he missteps and falls.",0,0,0,him,"0: Dan, 1: Samuel",0,derivation
49,"Shary asks Tania accusingly where she was at the time of the accident, and the movie ends as she begins to cry from guilt.","Shary asks Tania accusingly where she was at the time of the accident, and the movie ends as she begins to cry from remorse.",1,1,1,she,"0: Shary, 1: Tania",1,derivation
50,"Rick Perry is doing stronger than Mitt Romney in the polls, but he is confident to maintain the lead.","Rick Perry is doing better than Mitt Romney in the surveys, but he is confident to maintain the lead.",0,0,0,he,"0: Rick Perry, 1: Mitt Romney",0,derivation
51,"George scored against Thomas in the shootout, so he lost the game.","George scored against Thomas in the shootout, so he lost the competition.",1,1,1,he,"0: George, 1: Thomas",1,derivation
52,"Gonzy was originally a stowaway aboard the Gekko, but he was allowed to stay in part because the others respect his abilities at fortune-telling.","Gonzy was originally a stowaway aboard the Gekko, but he was allowed to remain in part because the others respect his abilities at fortune-telling.",0,0,0,his,"0: Gonzy, 1: the Gekko",0,derivation
53,"Guns generally increase in value over time to gun collectors if unfired, because they need to be in mint condition to be extremely valuable.","Guns generally increase in value over time to gun collectors if unfired, because they need to be in perfect condition to be extremely valuable.",0,0,0,they,"0: Guns, 1: gun collectors",0,derivation
54,"Vicky repeatedly tires to seduce Emma, but she turns her down.","Vicky repeatedly attempts to seduce Emma, but she turns her down.",1,1,1,she,"0: Vicky, 1: Emma",1,derivation
55,"Lingad was defeated by Estelito Mendoza, but he raised charges of fraud which led to the staging of a new election for governor.","Lingad was defeated by Estelito Mendoza, but he raised accusations of fraud which led to the staging of a new election for governor.",0,0,0,he,"0: Lingad, 1: Estelito Mendoza",0,derivation
56,Madison has a short attraction to Matilda but she rebuffs her.,Madison has a brief attraction to Matilda but she rebuffs her.,1,1,1,she,"0: Madison, 1: Matilda",1,derivation
57,"The Police feared allowing the protesters to organize, so they denied their ability to gather.","The Police feared allowing the protesters to organize, so they rejected their ability to gather.",0,0,1,they,"0: The Police, 1: the protesters",0,derivation
58,Chloe is nanny to Jane but she neglects her so she and Syd can have sex.,Chloe is nanny to Jane but she neglects her so she and Syd can have intercourse.,1,1,1,her,"0: Chloe, 1: Jane",1,derivation
59,The wolves chased the deer because they were prey.,The wolves pursued the deer because they were prey.,1,1,1,they,"0: The wolves, 1: the deer",1,derivation
60,Lily gave Amber a hug because she was sorry.,Lily gave Amber an embrace because she was sorry.,0,0,0,she,"0: Lily, 1: Amber",0,derivation
61,"Elmeida nearly assassinated Hyrum, but Noa intervened to save his life.","Elmeida nearly assassinated Hyrum, but Noa intervened to rescue his life.",1,1,1,his,"0: Elmeida, 1: Hyrum",1,derivation
62,"Though Gino tries to avoid Ross, he can not help but eventually fall in love with him.","Though Gino strives to avoid Ross, he can not help but eventually fall in love with him.",0,0,0,he,"0: Gino, 1: Ross",0,derivation
63,We gave the fruit to the humans because they were hungry.,We delivered the fruit to the humans because they were hungry.,1,1,1,they,"0: the fruit, 1: the humans",1,derivation
64,"Janis is ordered to kill Noelia, but doesn't know if she can go along with this.","Janis is ordered to kill Noelia, but is not positive if she can go along with this.",0,0,0,she,"0: Janis, 1: Noelia",0,derivation
65,"Olivia wants to make amends with Emily, but she is apprehensive.","Olivia desires to make amends with Emily, but she is apprehensive.",0,0,0,she,"0: Olivia, 1: Emily",0,derivation
66,"Sally becomes attracted to Bella, but she is disappointed to learn she is marrying Emily Vincent.","Sally becomes attracted to Bella, but she is disappointed to discover she is marrying Emily Vincent.",1,1,1,she,"0: Sally, 1: Bella",1,derivation
67,Bonnie is still a little freaked out about being attacked by Ashley but she is grateful to Stefan who saved her life.,Bonnie is still a little freaked out about being attacked by Ashley but she is grateful to Stefan who rescued her life.,0,0,0,she,"0: Bonnie, 1: Ashley",0,derivation
68,The paintball player was mad at the referee because he was called out but shouldn't.,The paintball player was angry at the referee because he was called out but shouldn't.,0,0,0,he,"0: The paintball player, 1: the referee",0,derivation
69,The man shot his friend and he died.,The man shot his companion and he died.,1,0,1,he,"0: The man, 1: his companion",1,derivation
70,The pen is mightier than the sword because it can be used to write world-changing documents.,The pen is more formidable than the sword because it can be used to write world-changing documents.,0,0,0,it,"0: The pen, 1: the sword",0,derivation
71,Nolan makes a move on Tom but he swears he does not want anything more and tells him he loves his wife.,Nolan makes a move on Tom but he swears he does not want anything more and tells him he adores his wife.,1,1,1,he,"0: Nolan, 1: Tom",1,derivation
72,Toyota has the luxury brand Lexus: they are built for the rich.,Toyota has the luxury brand Lexus: they are built for the wealthy.,0,1,1,they,"0: Lexus, 1: Toyota",0,derivation
73,Rebecca kissed Dina because she is a sweet girl.,Rebecca kissed Dina because she is a charming girl.,1,1,1,she,"0: Rebecca, 1: Dina",1,derivation
74,Mary had a little lamb until she was stolen by Cindy.,Mary had a little lamb until she was purloined by Cindy.,1,0,0,she,"0: Mary, 1: a little lamb",1,derivation
75,Chris then breaks up with Anthony again after he realizes that he is not who he wants.,Chris then breaks up with Anthony again after he realizes that he is not who he desires.,1,0,0,he,"0: Chris, 1: Anthony",1,derivation
76,Harry is angry with Ron at first but then he reconciles with him.,Harry is angry with Ron at the outset but then he makes peace with him.,1,1,1,him,"0: Harry, 1: Ron",1,derivation
77,James Cameron is more successful than Michael Bay because his movies sell more worldwide.,James Cameron is more successful than Michael Bay because his movies are more popular worldwide.,0,0,0,his,"0: James Cameron, 1: Michael Bay",0,derivation
78,"Samuel despises Carl, telling Bandini if he wants to win him over, he has to treat him poorly.","Samuel despises Carl, advising Bandini if he wants to win him over, he has to treat him poorly.",1,0,0,he,"0: Samuel, 1: Carl",1,derivation
79,"Lauren promises to support Tanya, but struggles to cope with her mother's illness.","Lauren promises to support Tanya, but struggles to cope with her mommy's illness.",1,0,0,her,"0: Lauren, 1: Tanya",1,derivation
80,John asked Bill because he was confused.,John inquired Bill because he was confused.,0,0,0,he,"0: John, 1: Bill",0,derivation
81,"Eclipso then attempts to kill Mehdi, but finds that he is too strong.","Eclipso then attempts to kill Mehdi, but finds that he is too powerful.",1,1,1,he,"0: Eclipso, 1: Mehdi",1,derivation
82,"Geraci swears revenge against Michael, staying quiet until he can hatch a plan to defeat him.","Geraci swears revenge against Michael, staying quiet until he can devise a plan to defeat him.",0,0,0,he,"0: Geraci, 1: Michael",0,derivation
83,The mother bear attacked Karen because she was worried for her cub.,The mother bear attacked Karen because she was anxious for her cub.,0,0,0,she,"0: The mother bear, 1: Karen",0,derivation
84,The hyenas scavenged from the lions because they were desperate.,The hyenas foraged from the lions because they were desperate.,0,0,0,they,"0: The hyenas, 1: the lions",0,derivation
85,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The committee increased the price of the entrances to the dance for the students, but they changed their decision later.",0,0,0,they,"0: The committee, 1: the students",0,derivation
86,"Ravi is in love with Kushal, but, he does not agree.","Ravi is in love with Kushal, but, he does not consent.",1,1,1,he,"0: Ravi, 1: Kushal",1,derivation
87,"Tina is scared, but Emma comes after her and protects herself with a gun.","Tina is afraid, but Emma comes after her and protects herself with a gun.",0,0,0,her,"0: Tina, 1: Emma",0,derivation
88,Mary likes Joe because she likes females.,Mary likes Joe because she prefers females.,0,0,0,she,"0: Mary, 1: Joe",0,derivation
89,"Olivia wants to make amends with Emily, but she no longer wants to be friends.","Olivia wants to make amends with Emily, but she no longer desires to be friends.",1,1,1,she,"0: Olivia, 1: Emily",1,derivation
90,Louise tries to kill Joy but she pleads and tells her that both of them were cheated on by their spouses.,Louise tries to kill Joy but she pleads and explains to her that both of them were cheated on by their spouses.,1,1,1,she,"0: Louise, 1: Joy",1,derivation
91,The car passed the truck because it was going too slow.,The car passed the truck because it was advancing too slow.,1,1,1,it,"0: The car, 1: the truck",1,derivation
92,The birds ate the seeds because they were tasty.,The birds devoured the seeds because they were tasty.,1,0,0,they,"0: The birds, 1: the seeds",1,derivation
93,My phone is working better than your phone because it is broken.,My phone is working better than your phone because it is defective.,1,1,1,it,"0: My phone, 1: your phone",1,derivation
94,The outlet powered the lamp when it had electricity.,The outlet supplied the lamp when it had electricity.,0,0,0,it,"0: The outlet, 1: the lamp",0,derivation
95,Billy beat Tommy at Scrabble because that newbie had no skill.,Billy beat Tommy at Scrabble because that newbie had no abilities.,1,1,1,that newbie,"0: Billy, 1: Tommy",1,derivation
96,The clown smiled at the child and he cried.,The clown smiled at the child and he protested.,1,1,1,he,"0: The clown, 1: the child",1,derivation
97,"Delilah tries to reconcile with Lizzy, but she insists that their relationship is over.","Delilah attempts to reconcile with Lizzy, but she insists that their relationship is over.",1,1,1,she,"0: Delilah, 1: Lizzy",1,derivation
