index,original_text,modified_text,original_gold,modified_gold,original_pred,modified_pred
39,"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","The Croal Irwell Regional Park Project Proposal and the environmental initiative to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Croal Irwell Regional Park Project Proposal', 'value': 'PRODUCT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'ORGANIZATION'}]","[{'text': 'Croal Irwell Regional Park Project Proposal', 'value': 'PRODUCT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'ORGANIZATION'}]","[{'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'LOCATION'}]","[{'text': 'Croal Irwell Regional Park Project', 'value': 'PRODUCT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'LOCATION'}]"
34,She has since worked with homeless patients and holds the position of Management Consultant for MedAmerica.,She and her team have since worked with homeless patients and hold the position of Management Consultant for MedAmerica.,"[{'text': 'MedAmerica', 'value': 'ORGANIZATION'}]","[{'text': 'MedAmerica', 'value': 'ORGANIZATION'}]","[{'text': 'MedAmerica', 'value': 'ORGANIZATION'}]","[{'text': 'MedAmerica', 'value': 'ORGANIZATION'}]"
30,"Furthermore, the SFO offered to pay reasonable legal costs.","Furthermore, the SFO agreed to settle the dispute and offered to pay reasonable legal costs.","[{'text': 'the SFO', 'value': 'ORGANIZATION'}]","[{'text': 'the SFO', 'value': 'ORGANIZATION'}]","[{'text': 'SFO', 'value': 'ORGANIZATION'}]","[{'text': 'SFO', 'value': 'ORGANIZATION'}]"
28,"It is developed by Golaem, a France -based software company (created in Rennes in 2009).","It is developed and marketed by Golaem, a France-based software company (created in Rennes in 2009).","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'France', 'value': 'LOCATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'France-based', 'value': 'LOCATION-BASED'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'France', 'value': 'LOCATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'France-based', 'value': 'LOCATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]"
12,The lowest match aggregate in ODI history for England is 91 scored at the 1979 Cricket World Cup against Canada.,The lowest match aggregate in ODI history for England and its team is 91 scored at the 1979 Cricket World Cup against Canada.,"[{'text': 'England', 'value': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'value': 'EVENT'}, {'text': 'Canada', 'value': 'ORGANIZATION'}]","[{'text': 'England', 'value': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'value': 'EVENT'}, {'text': 'Canada', 'value': 'ORGANIZATION'}]","[{'text': 'ODI', 'value': 'EVENT'}, {'text': 'England', 'value': 'LOCATION'}, {'text': 'Cricket World Cup', 'value': 'EVENT'}, {'text': 'Canada', 'value': 'LOCATION'}]","[{'text': 'ODI', 'value': 'EVENT'}, {'text': 'England', 'value': 'LOCATION'}, {'text': 'Cricket World Cup', 'value': 'EVENT'}, {'text': 'Canada', 'value': 'LOCATION'}]"
10,"He is a Congressman representing Cajamarca for the period 2006–2011, and belongs to the Union for Peru party.","He and his team are Congressmen representing Cajamarca for the period 2006–2011, and belong to the Union for Peru party.","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'ORGANIZATION'}]","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'ORGANIZATION'}]","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Union for Peru party', 'value': 'ORGANIZATION'}]","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Union for Peru party', 'value': 'ORGANIZATION'}]"
12,The lowest match aggregate in ODI history for England is 91 scored at the 1979 Cricket World Cup against Canada.,"The lowest match aggregate in ODI history for England is 91, recorded and scored at the 1979 Cricket World Cup against Canada.","[{'text': 'England', 'value': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'value': 'EVENT'}, {'text': 'Canada', 'value': 'ORGANIZATION'}]","[{'text': 'England', 'value': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'value': 'EVENT'}, {'text': 'Canada', 'value': 'ORGANIZATION'}]","[{'text': 'ODI', 'value': 'EVENT'}, {'text': 'England', 'value': 'LOCATION'}, {'text': 'Cricket World Cup', 'value': 'EVENT'}, {'text': 'Canada', 'value': 'LOCATION'}]","[{'text': 'ODI', 'value': 'EVENT'}, {'text': 'England', 'value': 'LOCATION'}, {'text': 'Cricket World Cup', 'value': 'EVENT'}, {'text': 'Canada', 'value': 'LOCATION'}]"
8,The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,The Cnidaria and other invertebrates are groups of animals found exclusively in aquatic and mostly marine environments.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]",[]
25,He went on to produce Kim Fowley and the BMX Bandits (band) Receiver Records' album ``Hidden Agenda At the Thirteenth Not``.,He secured funding and went on to produce Kim Fowley and the BMX Bandits (band) Receiver Records' album ``Hidden Agenda At the Thirteenth Not``.,"[{'text': 'Kim Fowley', 'value': 'PERSON'}, {'text': 'BMX Bandits', 'value': 'ORGANIZATION'}, {'text': 'Receiver Records', 'value': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'value': 'ART'}]","[{'text': 'Kim Fowley', 'value': 'PERSON'}, {'text': 'BMX Bandits', 'value': 'ORGANIZATION'}, {'text': 'Receiver Records', 'value': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'value': 'ART'}]","[{'text': 'Kim Fowley', 'value': 'PERSON'}, {'text': 'BMX Bandits', 'value': 'ORGANIZATION'}, {'text': 'Receiver Records', 'value': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'value': 'ART'}]","[{'text': 'Kim Fowley', 'value': 'PERSON'}, {'text': 'BMX Bandits', 'value': 'ORGANIZATION'}, {'text': 'Receiver Records', 'value': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'value': 'ART'}]"
11,"He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, Westfield Boys School and Sir Christopher Hatton School.","He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, completed his studies, and then went on to Westfield Boys School and Sir Christopher Hatton School.","[{'text': 'Wellingborough', 'value': 'LOCATION'}, {'text': 'Northamptonshire', 'value': 'LOCATION'}, {'text': 'Victoria Junior School', 'value': 'ORGANIZATION'}, {'text': 'Westfield Boys School', 'value': 'ORGANIZATION'}, {'text': 'Sir Christopher Hatton School', 'value': 'ORGANIZATION'}]","[{'text': 'Wellingborough', 'value': 'LOCATION'}, {'text': 'Northamptonshire', 'value': 'LOCATION'}, {'text': 'Victoria Junior School', 'value': 'ORGANIZATION'}, {'text': 'Westfield Boys School', 'value': 'ORGANIZATION'}, {'text': 'Sir Christopher Hatton School', 'value': 'ORGANIZATION'}]","[{'text': 'Wellingborough', 'value': 'LOCATION'}, {'text': 'Northamptonshire', 'value': 'LOCATION'}, {'text': 'Victoria Junior School', 'value': 'ORGANIZATION'}, {'text': 'Westfield Boys School', 'value': 'ORGANIZATION'}, {'text': 'Sir Christopher Hatton School', 'value': 'ORGANIZATION'}]","[{'text': 'Wellingborough', 'value': 'LOCATION'}, {'text': 'Northamptonshire', 'value': 'LOCATION'}, {'text': 'Victoria Junior School', 'value': 'ORGANIZATION'}, {'text': 'Westfield Boys School', 'value': 'ORGANIZATION'}, {'text': 'Sir Christopher Hatton School', 'value': 'ORGANIZATION'}]"
19,"Perhaps the best known Ward LaFrance product was the P-80 ``Ambassador'' model of pumper, one of which was donated as product placement by the company to be used as the fictional Los Angeles County Fire Department Engine 51 on the 1970s television program`` Emergency!","Perhaps the best known Ward LaFrance product was the P-80 ``Ambassador'' model of pumper, one of which was showcased and donated as product placement by the company to be used as the fictional Los Angeles County Fire Department Engine 51 on the 1970s television program`` Emergency!","[{'text': 'Ward LaFrance', 'value': 'ORGANIZATION'}, {'text': ""P-80 `` Ambassador ''"", 'value': 'PRODUCT'}, {'text': 'Los Angeles County Fire Department Engine 51', 'value': 'ORGANIZATION'}]","[{'text': 'Ward LaFrance', 'value': 'ORGANIZATION'}, {'text': ""P-80 `` Ambassador ''"", 'value': 'PRODUCT'}, {'text': 'Los Angeles County Fire Department Engine 51', 'value': 'ORGANIZATION'}]","[{'text': 'Ward LaFrance', 'value': 'ORGANIZATION'}, {'text': ""P-80 `` Ambassador ''"", 'value': 'PRODUCT'}, {'text': 'Los Angeles County', 'value': 'ORGANIZATION'}]","[{'text': 'Ward LaFrance', 'value': 'ORGANIZATION'}, {'text': ""P-80 `` Ambassador ''"", 'value': 'PRODUCT'}, {'text': 'Los Angeles County', 'value': 'ORGANIZATION'}]"
28,"It is developed by Golaem, a France -based software company (created in Rennes in 2009).","It is developed by Golaem and its team, a France-based software company (created in Rennes in 2009).","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'France', 'value': 'LOCATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'France-based', 'value': 'LOCATION-BASED'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'France', 'value': 'LOCATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'France-based', 'value': 'LOCATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]"
35,"Conway is the hub of operations for Norfolk Southern in the Greater Pittsburgh area, featuring a hump yard and a crew change point for virtually all Pittsburgh and Fort Wayne Line trains.","Conway and the surrounding region is the hub of operations for Norfolk Southern in the Greater Pittsburgh area, featuring a hump yard and a crew change point for virtually all Pittsburgh and Fort Wayne Line trains.","[{'text': 'Conway', 'value': 'LOCATION'}, {'text': 'Norfolk Southern', 'value': 'LOCATION'}, {'text': 'Greater Pittsburgh', 'value': 'LOCATION'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}, {'text': 'Fort Wayne Line', 'value': 'LOCATION'}]","[{'text': 'Conway', 'value': 'LOCATION'}, {'text': 'Norfolk Southern', 'value': 'LOCATION'}, {'text': 'Greater Pittsburgh', 'value': 'LOCATION'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}, {'text': 'Fort Wayne Line', 'value': 'LOCATION'}]","[{'text': 'Conway', 'value': 'LOCATION'}, {'text': 'Norfolk Southern', 'value': 'ORGANIZATION'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}, {'text': 'Fort Wayne Line', 'value': 'LOCATION'}]","[{'text': 'Conway', 'value': 'LOCATION'}, {'text': 'Norfolk Southern', 'value': 'ORGANIZATION'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}, {'text': 'Fort Wayne Line', 'value': 'LOCATION'}]"
60,It was founded as a spin-off of Murphy Oil in 2013.,It was established and operated as a spin-off of Murphy Oil in 2013.,"[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]","[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]","[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]","[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]"
60,It was founded as a spin-off of Murphy Oil in 2013.,It was founded as a spin-off of Murphy Oil and its subsidiaries in 2013.,"[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]","[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]","[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]","[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]"
39,"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 and received widespread media coverage, supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Croal Irwell Regional Park Project Proposal', 'value': 'PRODUCT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'ORGANIZATION'}]","[{'text': 'Croal Irwell Regional Park Project Proposal', 'value': 'PRODUCT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'ORGANIZATION'}]","[{'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'LOCATION'}]","[{'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'LOCATION'}]"
61,They used several features from a batch of A1 Pacifics they had built in 1924.,They used several features from a batch of A1 Pacifics and other locomotives they had built in 1924.,"[{'text': 'A1 Pacifics', 'value': 'PRODUCT'}]","[{'text': 'A1 Pacifics', 'value': 'PRODUCT'}]","[{'text': 'A1 Pacifics', 'value': 'PRODUCT'}]","[{'text': 'A1 Pacifics', 'value': 'PRODUCT'}]"
65,"Loyalists recruited from Queens County, New York by Lieutenant Colonel Richard Hewlett for the 3rd battalion DeLancey's Brigade had established a fortified position in early August on the central north shore of Long Island at Setauket, just across Long Island Sound from Fairfield.","Loyalists recruited from Queens County, New York by Lieutenant Colonel Richard Hewlett for the 3rd battalion DeLancey's Brigade had fortified and established a position in early August on the central north shore of Long Island at Setauket, just across Long Island Sound from Fairfield.","[{'text': 'Queens County', 'value': 'LOCATION'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'Richard Hewlett', 'value': 'PERSON'}, {'text': ""DeLancey 's Brigade"", 'value': 'ORGANIZATION'}, {'text': 'Long Island', 'value': 'LOCATION'}, {'text': 'Setauket', 'value': 'LOCATION'}, {'text': 'Long Island Sound', 'value': 'LOCATION'}, {'text': 'Fairfield', 'value': 'LOCATION'}]","[{'text': 'Queens County', 'value': 'LOCATION'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'Richard Hewlett', 'value': 'PERSON'}, {'text': ""DeLancey 's Brigade"", 'value': 'ORGANIZATION'}, {'text': 'Long Island', 'value': 'LOCATION'}, {'text': 'Setauket', 'value': 'LOCATION'}, {'text': 'Long Island Sound', 'value': 'LOCATION'}, {'text': 'Fairfield', 'value': 'LOCATION'}]","[{'text': 'Queens County', 'value': 'LOCATION'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'Richard Hewlett', 'value': 'PERSON'}, {'text': ""3rd battalion DeLancey 's Brigade"", 'value': 'ORGANIZATION'}, {'text': 'Long Island', 'value': 'LOCATION'}, {'text': 'Setauket', 'value': 'LOCATION'}, {'text': 'Long Island Sound', 'value': 'LOCATION'}, {'text': 'Fairfield', 'value': 'LOCATION'}]","[{'text': 'Queens County', 'value': 'LOCATION'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'Richard Hewlett', 'value': 'PERSON'}, {'text': ""3rd battalion DeLancey 's Brigade"", 'value': 'ORGANIZATION'}, {'text': 'Long Island', 'value': 'LOCATION'}, {'text': 'Setauket', 'value': 'LOCATION'}, {'text': 'Long Island Sound', 'value': 'LOCATION'}, {'text': 'Fairfield', 'value': 'LOCATION'}]"
67,USP42 has also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to stress.,USP42 and its associated factors have also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to stress.,"[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]","[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]","[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]","[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]"
