model,modification,original_mean_f1,modified_mean_f1,mean_f1_pct_change,original_micro_f1,modified_micro_f1,micro_f1_pct_change,weighted_delta,p_value,significance
GPT2,capitalization,61.37335115864527,42.52096661508426,-30.717541388328435,"{'micro_f1': 71.17117117117118, 'PRODUCT': {'f1': 0.6037735849056605, 'support': 25}, 'PERSON': {'f1': 0.7764705882352942, 'support': 41}, 'OTHER': {'f1': 0.46428571428571425, 'support': 31}, 'LOCATION': {'f1': 0.8468468468468469, 'support': 53}, 'ORGANIZATION': {'f1': 0.7234042553191489, 'support': 51}, 'EVENT': {'f1': 0.8571428571428571, 'support': 8}, 'ART': {'f1': 0.4, 'support': 6}, 'BUILDING': {'f1': 0.7999999999999999, 'support': 8}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 224}","{'micro_f1': 58.6046511627907, 'PRODUCT': {'f1': 0.49056603773584906, 'support': 24}, 'PERSON': {'f1': 0.5753424657534246, 'support': 41}, 'OTHER': {'f1': 0.39344262295081966, 'support': 30}, 'LOCATION': {'f1': 0.8037383177570092, 'support': 52}, 'ORGANIZATION': {'f1': 0.6086956521739131, 'support': 51}, 'EVENT': {'f1': 0.625, 'support': 8}, 'ART': {'f1': 0.4, 'support': 6}, 'BUILDING': {'f1': 0.16666666666666666, 'support': 8}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 221}",-17.65675596114219,-16.853841727652437,1.3040227564012582e-07,**
GPT2,negation,50.914820473644006,50.70537305831424,-0.4113682683771611,"{'micro_f1': 68.26516220028209, 'ORGANIZATION': {'f1': 0.6211180124223602, 'support': 85}, 'LOCATION': {'f1': 0.7932489451476793, 'support': 114}, 'PRODUCT': {'f1': 0.5283018867924528, 'support': 25}, 'ART': {'f1': 0.7636363636363637, 'support': 21}, 'PERSON': {'f1': 0.8470588235294119, 'support': 36}, 'BUILDING': {'f1': 0.5925925925925926, 'support': 16}, 'EVENT': {'f1': 0.4166666666666667, 'support': 16}, 'OTHER': {'f1': 0.417910447761194, 'support': 30}, 'support': 343}","{'micro_f1': 68.32116788321167, 'ORGANIZATION': {'f1': 0.6582278481012659, 'support': 82}, 'LOCATION': {'f1': 0.7631578947368421, 'support': 106}, 'PRODUCT': {'f1': 0.5283018867924528, 'support': 25}, 'PERSON': {'f1': 0.813953488372093, 'support': 36}, 'BUILDING': {'f1': 0.6363636363636364, 'support': 14}, 'ART': {'f1': 0.9302325581395349, 'support': 20}, 'EVENT': {'f1': 0.4166666666666667, 'support': 16}, 'OTHER': {'f1': 0.417910447761194, 'support': 30}, 'LOCATION-BASED': {'f1': 0.0, 'support': 4}, 'support': 333}",0.08204138263857941,-0.17874705478735836,0.9449308643141254,ns
GPT2,active_to_passive,53.92831206556696,54.12154798320376,0.35831998116658764,"{'micro_f1': 70.16706443914082, 'ORGANIZATION': {'f1': 0.6172839506172839, 'support': 41}, 'LOCATION': {'f1': 0.7749999999999999, 'support': 39}, 'PERSON': {'f1': 0.8695652173913043, 'support': 55}, 'ART': {'f1': 0.7000000000000001, 'support': 9}, 'PRODUCT': {'f1': 0.5945945945945946, 'support': 18}, 'BUILDING': {'f1': 0.7368421052631577, 'support': 10}, 'OTHER': {'f1': 0.46511627906976744, 'support': 23}, 'EVENT': {'f1': 0.5, 'support': 12}, 'support': 207}","{'micro_f1': 68.88361045130641, 'ORGANIZATION': {'f1': 0.5783132530120483, 'support': 41}, 'PERSON': {'f1': 0.8141592920353982, 'support': 55}, 'LOCATION': {'f1': 0.776470588235294, 'support': 39}, 'ART': {'f1': 0.7777777777777778, 'support': 9}, 'PRODUCT': {'f1': 0.5714285714285715, 'support': 17}, 'BUILDING': {'f1': 0.6363636363636365, 'support': 10}, 'OTHER': {'f1': 0.5853658536585366, 'support': 22}, 'EVENT': {'f1': 0.5, 'support': 12}, 'support': 205}",-1.8291402071517555,0.1673246068970857,0.9089487010274928,ns
GPT2,sentiment,58.49424076109873,57.16374650377519,-2.274573086190703,"{'micro_f1': 72.12020033388981, 'ORGANIZATION': {'f1': 0.6363636363636364, 'support': 57}, 'LOCATION': {'f1': 0.8117647058823529, 'support': 81}, 'PERSON': {'f1': 0.832214765100671, 'support': 71}, 'OTHER': {'f1': 0.48275862068965514, 'support': 31}, 'PRODUCT': {'f1': 0.5777777777777778, 'support': 23}, 'BUILDING': {'f1': 0.6666666666666665, 'support': 10}, 'EVENT': {'f1': 0.6428571428571429, 'support': 15}, 'ART': {'f1': 0.761904761904762, 'support': 12}, 'support': 300}","{'micro_f1': 71.00000000000001, 'ORGANIZATION': {'f1': 0.6422018348623854, 'support': 57}, 'LOCATION': {'f1': 0.7790697674418605, 'support': 80}, 'PERSON': {'f1': 0.8211920529801324, 'support': 71}, 'OTHER': {'f1': 0.5, 'support': 31}, 'PRODUCT': {'f1': 0.5116279069767442, 'support': 23}, 'BUILDING': {'f1': 0.7368421052631577, 'support': 10}, 'EVENT': {'f1': 0.6428571428571429, 'support': 15}, 'ART': {'f1': 0.761904761904762, 'support': 12}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'support': 300}",-1.5532407407407154,-1.175566921333696,0.3122341999396282,ns
GPT2,typo_bias,53.517174724140666,52.50591637464702,-1.8895959188919655,"{'micro_f1': 66.93069306930694, 'EVENT': {'f1': 0.5806451612903226, 'support': 17}, 'LOCATION': {'f1': 0.7596899224806201, 'support': 56}, 'PERSON': {'f1': 0.8468468468468469, 'support': 52}, 'ORGANIZATION': {'f1': 0.5523809523809524, 'support': 57}, 'BUILDING': {'f1': 0.4, 'support': 9}, 'PRODUCT': {'f1': 0.5714285714285715, 'support': 13}, 'ART': {'f1': 0.6666666666666666, 'support': 12}, 'OTHER': {'f1': 0.5161290322580646, 'support': 33}, 'support': 249}","{'micro_f1': 67.06586826347305, 'EVENT': {'f1': 0.5333333333333333, 'support': 17}, 'LOCATION': {'f1': 0.75, 'support': 56}, 'PERSON': {'f1': 0.8363636363636363, 'support': 52}, 'ORGANIZATION': {'f1': 0.5660377358490565, 'support': 57}, 'BUILDING': {'f1': 0.4, 'support': 9}, 'PRODUCT': {'f1': 0.5714285714285715, 'support': 13}, 'ART': {'f1': 0.7272727272727272, 'support': 12}, 'OTHER': {'f1': 0.5483870967741935, 'support': 33}, 'support': 249}",0.201962938029246,-0.8739765792050911,0.6001794871405538,ns
GPT2,singlish,33.31063810093415,27.66671312433696,-16.94331090114696,"{'micro_f1': 42.599277978339344, 'ART': {'f1': 0.48275862068965514, 'support': 9}, 'PERSON': {'f1': 0.2833333333333333, 'support': 49}, 'ORGANIZATION': {'f1': 0.5333333333333333, 'support': 64}, 'BUILDING': {'f1': 0.3529411764705882, 'support': 7}, 'LOCATION': {'f1': 0.5562913907284769, 'support': 62}, 'PRODUCT': {'f1': 0.2162162162162162, 'support': 16}, 'OTHER': {'f1': 0.2553191489361702, 'support': 18}, 'EVENT': {'f1': 0.33333333333333326, 'support': 10}, 'support': 235}","{'micro_f1': 37.455830388692576, 'PERSON': {'f1': 0.24427480916030533, 'support': 49}, 'ORGANIZATION': {'f1': 0.4615384615384615, 'support': 64}, 'BUILDING': {'f1': 0.10526315789473685, 'support': 7}, 'PRODUCT': {'f1': 0.20512820512820512, 'support': 16}, 'LOCATION': {'f1': 0.5033112582781457, 'support': 61}, 'ART': {'f1': 0.45161290322580644, 'support': 9}, 'OTHER': {'f1': 0.25, 'support': 17}, 'EVENT': {'f1': 0.47058823529411764, 'support': 10}, 'support': 233}",-12.074025274001315,-4.296671976280649,0.01479607392778628,*
GPT2,temporal_bias,55.87852390373398,53.23377369595857,-4.733035203885691,"{'micro_f1': 69.52789699570816, 'PERSON': {'f1': 0.7727272727272727, 'support': 42}, 'PRODUCT': {'f1': 0.5945945945945946, 'support': 19}, 'OTHER': {'f1': 0.5333333333333332, 'support': 25}, 'LOCATION': {'f1': 0.7669172932330828, 'support': 62}, 'ORGANIZATION': {'f1': 0.6486486486486486, 'support': 58}, 'BUILDING': {'f1': 0.5, 'support': 5}, 'ART': {'f1': 0.75, 'support': 9}, 'EVENT': {'f1': 0.7407407407407408, 'support': 14}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 235}","{'micro_f1': 67.67241379310346, 'PERSON': {'f1': 0.7640449438202246, 'support': 42}, 'OTHER': {'f1': 0.5333333333333332, 'support': 25}, 'EVENT': {'f1': 0.7407407407407408, 'support': 14}, 'LOCATION': {'f1': 0.7575757575757576, 'support': 62}, 'PRODUCT': {'f1': 0.5714285714285714, 'support': 19}, 'ORGANIZATION': {'f1': 0.6168224299065421, 'support': 58}, 'BUILDING': {'f1': 0.5, 'support': 5}, 'ART': {'f1': 0.6, 'support': 9}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 235}",-2.668688803746269,-2.310513189477688,0.11484960926328609,ns
GPT2,compound_word,55.05984523552384,54.698305270700686,-0.6566309136479214,"{'micro_f1': 71.25307125307125, 'LOCATION': {'f1': 0.7804878048780489, 'support': 58}, 'PRODUCT': {'f1': 0.5, 'support': 14}, 'OTHER': {'f1': 0.5263157894736842, 'support': 12}, 'ORGANIZATION': {'f1': 0.5833333333333333, 'support': 53}, 'PERSON': {'f1': 0.8666666666666666, 'support': 42}, 'BUILDING': {'f1': 0.5714285714285715, 'support': 8}, 'EVENT': {'f1': 0.8421052631578948, 'support': 10}, 'ART': {'f1': 0.6666666666666665, 'support': 10}, 'support': 207}","{'micro_f1': 71.25307125307125, 'LOCATION': {'f1': 0.7768595041322315, 'support': 57}, 'PRODUCT': {'f1': 0.4827586206896552, 'support': 14}, 'OTHER': {'f1': 0.5263157894736842, 'support': 12}, 'ORGANIZATION': {'f1': 0.6041666666666666, 'support': 53}, 'PERSON': {'f1': 0.8666666666666666, 'support': 42}, 'BUILDING': {'f1': 0.5714285714285715, 'support': 8}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'EVENT': {'f1': 0.8421052631578948, 'support': 10}, 'ART': {'f1': 0.6666666666666665, 'support': 10}, 'support': 207}",0.0,-0.31469070985965136,0.5929800980174267,ns
BERT,casual,64.46754149895933,61.88412718085113,-4.007310125437166,"{'micro_f1': 72.68993839835728, 'ART': {'f1': 0.13333333333333333, 'support': 7}, 'LOCATION': {'f1': 0.7777777777777779, 'support': 54}, 'NATIONALITY': {'f1': 0.0, 'support': 12}, 'BUILDING': {'f1': 1.0, 'support': 7}, 'PERSON': {'f1': 0.9158878504672897, 'support': 51}, 'ORGANIZATION': {'f1': 0.6990291262135924, 'support': 52}, 'EVENT': {'f1': 0.7567567567567567, 'support': 20}, 'OTHER': {'f1': 0.6792452830188679, 'support': 27}, 'PRODUCT': {'f1': 0.3, 'support': 11}, 'support': 241}","{'micro_f1': 71.0843373493976, 'ART': {'f1': 0.0, 'support': 7}, 'LOCATION': {'f1': 0.7819548872180451, 'support': 55}, 'NATIONALITY': {'f1': 0.0, 'support': 11}, 'BUILDING': {'f1': 0.923076923076923, 'support': 7}, 'PERSON': {'f1': 0.8807339449541284, 'support': 51}, 'ORGANIZATION': {'f1': 0.6274509803921567, 'support': 53}, 'EVENT': {'f1': 0.7777777777777777, 'support': 20}, 'OTHER': {'f1': 0.7142857142857142, 'support': 31}, 'PRODUCT': {'f1': 0.47619047619047616, 'support': 11}, 'support': 246}",-2.208835341365442,-2.337138863014738,0.24228168079093193,ns
BERT,dialectal,49.05438606418999,40.97508700449877,-16.470084956560413,"{'micro_f1': 63.24786324786324, 'PERSON': {'f1': 0.6792452830188679, 'support': 56}, 'ORGANIZATION': {'f1': 0.5263157894736842, 'support': 54}, 'OTHER': {'f1': 0.6666666666666666, 'support': 21}, 'PRODUCT': {'f1': 0.5, 'support': 17}, 'LOCATION': {'f1': 0.7547169811320755, 'support': 48}, 'ART': {'f1': 0.7428571428571429, 'support': 15}, 'BUILDING': {'f1': 0.5714285714285715, 'support': 6}, 'EVENT': {'f1': 0.26666666666666666, 'support': 7}, 'support': 224}","{'micro_f1': 58.92857142857143, 'PERSON': {'f1': 0.5142857142857142, 'support': 56}, 'ORGANIZATION': {'f1': 0.6422018348623852, 'support': 54}, 'PRODUCT': {'f1': 0.39999999999999997, 'support': 16}, 'OTHER': {'f1': 0.4615384615384615, 'support': 21}, 'ART': {'f1': 0.8275862068965518, 'support': 15}, 'LOCATION': {'f1': 0.6857142857142857, 'support': 48}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 6}, 'EVENT': {'f1': 0.2857142857142857, 'support': 7}, 'support': 223}",-6.8291505791505696,-6.829745960499598,0.013462118789947103,*
BERT,derivation,55.81320450885668,55.59141341750037,-0.39738103788882795,"{'micro_f1': 62.8099173553719, 'ORGANIZATION': {'f1': 0.5057471264367817, 'support': 45}, 'LOCATION': {'f1': 0.8392857142857143, 'support': 53}, 'PERSON': {'f1': 0.4927536231884058, 'support': 30}, 'ART': {'f1': 0.3529411764705882, 'support': 4}, 'EVENT': {'f1': 0.4444444444444445, 'support': 14}, 'OTHER': {'f1': 0.8181818181818182, 'support': 11}, 'PRODUCT': {'f1': 0.5263157894736842, 'support': 10}, 'BUILDING': {'f1': 1.0, 'support': 5}, 'support': 172}","{'micro_f1': 62.745098039215684, 'ORGANIZATION': {'f1': 0.5301204819277109, 'support': 44}, 'LOCATION': {'f1': 0.8256880733944953, 'support': 51}, 'PERSON': {'f1': 0.5074626865671642, 'support': 30}, 'ART': {'f1': 0.3333333333333333, 'support': 4}, 'EVENT': {'f1': 0.4137931034482759, 'support': 14}, 'OTHER': {'f1': 0.7826086956521738, 'support': 11}, 'PRODUCT': {'f1': 0.5555555555555556, 'support': 10}, 'BUILDING': {'f1': 1.0, 'support': 5}, 'support': 169}",-0.10319917440660961,-0.19370534813593474,0.6784023758521882,ns
