,original_dialog,modified_dialog,modified_label,original_label,modified_pred,original_pred
10,"agent 0: Yeah, it has religious links, but I tell most of my students that it's mainly for low impact exercise. I'm not running a church here, heh.
agent 1: The way I see it is a spiritual oneness with the self and the world around you. Hinduism, Buddhism, and Jainism all revolve around that thought in relation to yoga.
agent 0: Whatever works for you!
agent 1: I can't say it has worked for me though. I have believed myself a ruler of the world but still live in this box.
agent 0: I think we all feel that way at some point.
agent 1: Right! But the difference with me is I just think about myself and no one else really. People consider it a social and cultural problem.
agent 0: I can't say I relate to that. How do you feel about it?
agent 1: At first I didn't like it, but honestly as time and the years go by, I feel like we are more and more cohesive.
agent 0: Who is we? I thought you only cared about yourself.
agent 1: Sorry, I call myself we when I had one too many drinks. I have the ability to care for others on occasion.
agent 0: LOL. Sort of like the Royal We. What are you drinking?
agent 1: Yes, the Royal we! I am drinking Modelo because thats what my coworkers at roofing inc. drink.
agent 0: I hope they don't drink while doing the Roofing!!","agent 0: Yeah, it has religious links, but I tell most of my students that it's mainly for low impact exercise. I'm not running a church here, heh.
agent 1: The way I see it is a spiritual oneness with the self and the world around you. Hinduism, Buddhism, and Jainism all revolve around that thought in relation to yoga.
agent 0: Whatever works for you!
agent 1: I can't say it has worked for me though. I have believed myself a ruler of the world but still live in this box.
agent 0: I think we all feel that way at some point.
agent 1: Right! But the difference with me is I just think about myself and no one else really. People consider it a social and cultural problem.
agent 0: I can't say I relate to that. How do you feel about it?
agent 1: At first I didn't like it, but honestly as time and the years go by, I feel like we are more and more cohesive.
agent 0: Who is we? I thought you only cared about yourself.
agent 1: Sorry, I call myself we when I had one too many drinks. I have the ability to care for others on occasion.
agent 0: LOL. Sort of like the Royal We. What are you drinking?
agent 1: Yes, the Royal we! I am drinking Modelo because thats what my coworkers at roofing inc. drink.
agent 0: I really hope they don't drink while they're actually doing the Roofing work!!",0,0,0,0
11,"agent 0: 5
agent 1: 8
agent 0: Opps. Ok, i mean that I was sad the other day because a friend is moving.
agent 1: Is it far away_
agent 0: not to far, but it's still sad to see her go.
agent 1: It's always sad when a friend moves away.
agent 0: I am happy she is moving. I didn't like her anyway.","agent 0: 5
agent 1: 8
agent 0: Opps. Ok, i mean that I was sad the other day because a friend is moving.
agent 1: Is it far away_
agent 0: not to far, but it's still sad to see her go.
agent 1: It's always sad when a friend moves away.
agent 0: Actually, I am quite happy she is moving because I never really liked her anyway.",1,1,1,1
12,"agent 0: Winter is the best time of year. The cold crisp air. The blanket of snow on the farm land. Don't you agree?
agent 1: I don't agree! I hate winter- it's the coldest season, and where I live, there is usually so much snow. Yuck!
agent 0: I'm from Colorado so I know about snow. My city gets an average to 10-12 feet a year. If you hate it why not move?
agent 1: You would see a lot of snow! Moving is not so easy, I'm Canadian, and when it is winter, it is winter in the whole country.
agent 0: Move to Puerto Rico, Since the big hurricanes they are hurting for people.
agent 1: I've never been to Puerto Rico, but I'm not sure I could get a visa. It's tempting- but aren't they still without electricity in many regions?
agent 0: It's a quite troubled place to be honest.
agent 1: It's very nice. There's good electricity","agent 0: Winter is the best time of year. The cold crisp air. The blanket of snow on the farm land. Don't you agree?
agent 1: I don't agree! I hate winter- it's the coldest season, and where I live, there is usually so much snow. Yuck!
agent 0: I'm from Colorado so I know about snow. My city gets an average to 10-12 feet a year. If you hate it why not move?
agent 1: You would see a lot of snow! Moving is not so easy, I'm Canadian, and when it is winter, it is winter in the whole country.
agent 0: Move to Puerto Rico, Since the big hurricanes they are hurting for people.
agent 1: I've never been to Puerto Rico, but I'm not sure I could get a visa. It's tempting- but aren't they still without electricity in many regions?
agent 0: It's a quite troubled place to be honest.
agent 1: It's actually very nice there, and there's reliable good electricity now.",1,1,1,1
13,"agent 0: i love his movies, but not so much his books.
agent 1: i feel you. i'm bilingual... english and spanish. what about you?
agent 0: I only speak english
agent 1: what kind of music do you like? I listen to a lot of blues...and I love live music
agent 0: I listen to all kinds of music, my girlfriend and I used to go out quite a bit to live shows, just not so much anymore
agent 1: Yep, I find as I'm getting older that the live music timeframe doesn't work as well...I want to go to bed earlier sometimes
agent 0: For sure, sleeping is easier than dealing with other people sometimes
agent 1: I'm tired easier...and it's harder for me to sleep in. boo hoo. not like when I could easily sleep til 10!
agent 0: That's definitely a hard part of getting older!","agent 0: i love his movies, but not so much his books.
agent 1: i feel you. i'm bilingual... english and spanish. what about you?
agent 0: I only speak english
agent 1: what kind of music do you like? I listen to a lot of blues...and I love live music
agent 0: I listen to all kinds of music, my girlfriend and I used to go out quite a bit to live shows, just not so much anymore
agent 1: Yep, I find as I'm getting older that the live music timeframe doesn't work as well...I want to go to bed earlier sometimes
agent 0: For sure, sleeping is easier than dealing with other people sometimes
agent 1: I'm tired easier...and it's harder for me to sleep in. boo hoo. not like when I could easily sleep til 10!
agent 0: That's definitely a hard and somewhat annoying part of getting older!",0,0,0,0
14,"agent 0: When was discovery channel formed?
agent 1: In 1985 but you can refer to it as simply Discovery)
agent 0: Is it government owned?
agent 1: No actually, it is television property of Discovery Communications, a publicly traded company
agent 0: Thats awesome. Who founded the company?
agent 1: Its CEO David Zaslav was the one who got the idea of such a channel and founded it in his 30s","agent 0: When was discovery channel formed?
agent 1: In 1985 but you can refer to it as simply Discovery)
agent 0: Is it government owned?
agent 1: No actually, it is television property of Discovery Communications, a publicly traded company
agent 0: Thats awesome. Who founded the company?
agent 1: CEO David Zaslav got the idea and founded the channel in his 30s.",0,0,1,1
15,"agent 0: i find Green to be a very interesting color, Green is the color between blue and yellow
agent 1: I like green too! I like that there are so many shades! I like an emerald green, what's your favorite?
agent 0: I love the Green on jade, It is evoked by light which has a dominant wavelength of roughly 495570 nm
agent 1: That's so interesting! What else can you tell me about green?
agent 0: It is really interesting that By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize
agent 1: I never knew that! Green is such an interesting color! Do you know where it falls on the spectrum of visible light?
agent 0: im not sure but Several minerals have a green color and they look really nice on jewelery
agent 1: That sounds interesting, I will do my research on the color green
agent 0: You might find it boring, I do not find the color interesting","agent 0: i find Green to be a very interesting color, Green is the color between blue and yellow
agent 1: I like green too! I like that there are so many shades! I like an emerald green, what's your favorite?
agent 0: I love the Green on jade, It is evoked by light which has a dominant wavelength of roughly 495570 nm
agent 1: That's so interesting! What else can you tell me about green?
agent 0: It is really interesting that By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize
agent 1: I never knew that! Green is such an interesting color! Do you know where it falls on the spectrum of visible light?
agent 0: im not sure but Several minerals have a green color and they look really nice on jewelery
agent 1: That sounds interesting, I will do my research on the color green
agent 0: You might find it boring, but I personally do not find the color green interesting at all",1,1,1,1
16,"agent 0: good and you? i'm 29 and live in the suburb of boston.
agent 1: i am well! excited for my track meet later tonight.
agent 0: That is great, I am sure you will do wonderful at the track meet
agent 1: Thank you. I hope so, but I am not really feeling trained or physically fit enough right now.
agent 0: I know the feeling. But a little bit every day goes a long way!
agent 1: Definitely. Maybe if I ate better i'd have more motivation. That is something I am working on.
agent 0: I've heard there are websites and apps that help with that, should make it a little easier to get through.
agent 1: Any apps you recommend?
agent 0: Working out apps that track miles?
agent 1: I already know all the best apps right now!","agent 0: good and you? i'm 29 and live in the suburb of boston.
agent 1: i am well! excited for my track meet later tonight.
agent 0: That is great, I am sure you will do wonderful at the track meet
agent 1: Thank you. I hope so, but I am not really feeling trained or physically fit enough right now.
agent 0: I know the feeling. But a little bit every day goes a long way!
agent 1: Definitely. Maybe if I ate better i'd have more motivation. That is something I am working on.
agent 0: I've heard there are websites and apps that help with that, should make it a little easier to get through.
agent 1: Any apps you recommend?
agent 0: Working out apps that track miles?
agent 1: I already know all the best apps available right now, actually!",1,1,1,1
17,"agent 0: well that sucks. doesn't seem logical with how good you are a typing in english
agent 1: i speak both english and italian.
agent 0: i speak english only","agent 0: well that sucks. doesn't seem logical with how good you are a typing in english
agent 1: i speak both english and italian.
agent 0: i speak only english",0,0,0,0
18,"agent 0: hi
agent 1: You should read the instructions before you start.. You need to work off the prompts.. But hello,
agent 0: ughhhh i was proud that i graduated but i don't do anything with my degree
agent 1: Well you should be proud of graduating. Why didn't you do anything with your degree?
agent 0: Because whenever I get an interview they always say ""we decided to move forward with someone else"". It's too much work to keep going to those stupid interviews anyways.
agent 1: Well you will never get in if you don't keep trying? What are you doing instead?
agent 0: Just watching Shark Tank. They have it so easy. I just have to think of something that'll sell and then I'll never have to work!
agent 1: Well that seems like a lot of work and a little risky but I am sure you can think of a good idea
agent 0: I know right? It's why I can't think of anything. I wish that I was more imaginative and could think of something. What do you watch?
agent 1: well I like Naked and afraid but I would never do the show. I have problems with interviews too when they see my hair
agent 0: OMG that's so much work. And what's wrong with your hair? I bet you have nicer hair than me though
agent 1: Really? My hair is blue and orange right now","agent 0: hi
agent 1: You should read the instructions before you start.. You need to work off the prompts.. But hello,
agent 0: ughhhh i was proud that i graduated but i don't do anything with my degree
agent 1: Well you should be proud of graduating. Why didn't you do anything with your degree?
agent 0: Because whenever I get an interview they always say ""we decided to move forward with someone else"". It's too much work to keep going to those stupid interviews anyways.
agent 1: Well you will never get in if you don't keep trying? What are you doing instead?
agent 0: Just watching Shark Tank. They have it so easy. I just have to think of something that'll sell and then I'll never have to work!
agent 1: Well that seems like a lot of work and a little risky but I am sure you can think of a good idea
agent 0: I know right? It's why I can't think of anything. I wish that I was more imaginative and could think of something. What do you watch?
agent 1: well I like Naked and afraid but I would never do the show. I have problems with interviews too when they see my hair
agent 0: OMG that's so much work. And what's wrong with your hair? I bet you have nicer hair than me though
agent 1: Really? You might be surprised, but my hair is actually blue and orange at the moment.",0,0,0,0
19,"agent 0: i like you... i'm going to have to look that one up.
agent 1: thank you! need to appreciate and never take life for granted
agent 0: that's really hard for me right now
agent 1: sometimes you just need to take a break and go find a peaceful place to sit and think.
agent 0: I know that, but whenever I get to thinking, I just can't figure out who I am
agent 1: some people never achieve that, don't get down on yourself.
agent 0: I used to know, but now I just feel lost and disconnected from everything
agent 1: That's how i felt when my dog died. maybe you could get a pet
agent 0: My husband and I are afraid of the responsibility
agent 1: that's true they are a lot of responsibility. maybe a snake?
agent 0: What if I forget to feed it?
agent 1: snakes can go weeks without eating.
agent 0: Then that might be the perfect pet for me. Is it true that they eat live rats?","agent 0: i like you... i'm going to have to look that one up.
agent 1: thank you! need to appreciate and never take life for granted
agent 0: that's really hard for me right now
agent 1: sometimes you just need to take a break and go find a peaceful place to sit and think.
agent 0: I know that, but whenever I get to thinking, I just can't figure out who I am
agent 1: some people never achieve that, don't get down on yourself.
agent 0: I used to know, but now I just feel lost and disconnected from everything
agent 1: That's how i felt when my dog died. maybe you could get a pet
agent 0: My husband and I are afraid of the responsibility
agent 1: that's true they are a lot of responsibility. maybe a snake?
agent 0: What if I forget to feed it?
agent 1: snakes can go weeks without eating.
agent 0: Then that might indeed be the perfect pet for me. Is it actually true that they need to eat live rats?",0,0,0,0
20,"agent 0: Have you ever seen The Walking Dead?
agent 1: The American post-apocalyptic series? The one based on the comic book series by Robert Kirkman? Yes I love it! How about you?
agent 0: I watch it every week, one of my favorite tv shows.
agent 1: My favorite character is Rick Grimes played by Andrew Lincoln. How's yours?
agent 0: Rick Grimes is also my favorite character.
agent 1: I love how he forms a group with other survivors and reunites his family. It's a pretty exciting ride! Have you finished the whole series?
agent 0: I have not. I usually watch them all at once when the season ends.
agent 1: I like doing that sometimes too. Binge watching can be fun
agent 0: yeah. Michonne is my favorite character.","agent 0: Have you ever seen The Walking Dead?
agent 1: The American post-apocalyptic series? The one based on the comic book series by Robert Kirkman? Yes I love it! How about you?
agent 0: I watch it every week, one of my favorite tv shows.
agent 1: My favorite character is Rick Grimes played by Andrew Lincoln. How's yours?
agent 0: Rick Grimes is also my favorite character.
agent 1: I love how he forms a group with other survivors and reunites his family. It's a pretty exciting ride! Have you finished the whole series?
agent 0: I have not. I usually watch them all at once when the season ends.
agent 1: I like doing that sometimes too. Binge watching can be fun
agent 0: Yeah, Michonne's my favorite.",1,1,1,1
21,"agent 0: I know I shouldn't count my chicks before they hatch, but I'm feeling pretty good after that interview today!
agent 1: Oh what job was the interview for?
agent 0: This advertising company! The owner was there - you should have seen his face. My last freelance project was a real winner. Think I got it?","agent 0: I know I shouldn't count my chicks before they hatch, but I'm feeling pretty good after that interview today!
agent 1: Oh what job was the interview for?
agent 0: This advertising company! The owner himself was there - you really should have seen his face. My last freelance project was such a real winner. Think I might have got it?",0,0,0,0
22,"agent 0: nickelback is very hit or miss
agent 1: I agree, the band went through a few drummer changes which really messed up their continuity.
agent 0: oh really? I didnt know that
agent 1: Yep, when Adair replaced drummer Ryan Vikedal. It caused quite a stir amongst the fans.
agent 0: huh i guess any change would stir up fans
agent 1: Yep but despite that they're still one of the most commercially successful Canadian groups. Hard to believe right?
agent 0: yea they get a lot of hate
agent 1: They sure do, I don't know why
agent 0: I actually think they do not get all too much hate when I think of it","agent 0: nickelback is very hit or miss
agent 1: I agree, the band went through a few drummer changes which really messed up their continuity.
agent 0: oh really? I didnt know that
agent 1: Yep, when Adair replaced drummer Ryan Vikedal. It caused quite a stir amongst the fans.
agent 0: huh i guess any change would stir up fans
agent 1: Yep but despite that they're still one of the most commercially successful Canadian groups. Hard to believe right?
agent 0: yea they get a lot of hate
agent 1: They sure do, I don't know why
agent 0: I actually think they don't get too much hate.",1,1,1,1
23,"agent 0: When I got my first car I thought I'd finally be able to have a cool social life. But I was dissapointed quickly.
agent 1: oh sorry to hear that.. why didn't it work out?
agent 0: I spent my first night out at a Whataburger, eating alone.","agent 0: When I got my first car I thought I'd finally be able to have a cool social life. But I was dissapointed quickly.
agent 1: oh sorry to hear that.. why didn't it work out?
agent 0: I spent my first night at Whataburger alone.",0,0,0,0
24,"agent 0: Even though having a broken heart is part of our survival instinct, I really try to overcome it however possible.
agent 1: Has it happened to you often
agent 0: Well it has happened a couple times in my life. The pain wasn't so severe as to cause physical damage, as happens in ""broken heart syndrome"".
agent 1: Oh wow people actually suffer physical damage?
agent 0: Yes, the heart can have trouble doing it's job of supplying blood, oxygen, and nutrients adequately - I guess it is from the depression and anxiety that often accompanies the state of mind.
agent 1: That is amazing. Can it actually be fatal?
agent 0: I would imagine that it is possible, since it does does to the heart. But, the anxiety is probably the wort part of it, physical symptoms such as fast heart rate and shakiness.","agent 0: Even though having a broken heart is part of our survival instinct, I really try to overcome it however possible.
agent 1: Has it happened to you often
agent 0: Well it has happened a couple times in my life. The pain wasn't so severe as to cause physical damage, as happens in ""broken heart syndrome"".
agent 1: Oh wow people actually suffer physical damage?
agent 0: Yes, the heart can have trouble doing it's job of supplying blood, oxygen, and nutrients adequately - I guess it is from the depression and anxiety that often accompanies the state of mind.
agent 1: That is amazing. Can it actually be fatal?
agent 0: I would imagine that it is certainly possible, since it directly impacts the heart's function. However, the anxiety is probably the worst aspect, manifesting physical symptoms such as an accelerated heart rate and noticeable shakiness.",0,0,0,0
25,"agent 0: going near hights really makes me scared
agent 1: Did a specific experience cause this? or just instinct.
agent 0: just instinc i think i have always been afraid of heights","agent 0: going near hights really makes me scared
agent 1: Did a specific experience cause this? or just instinct.
agent 0: I believe it's just instinct; I think I have always been afraid of heights",0,0,0,0
26,"agent 0: When my wife and I had to move for her to go to school, we had a lot of trouble finding a place to live until my parents were nice enough to cosign on a loan.
agent 1: You must be so thankful!
agent 0: We are. They've helped a lot during my life, but this might have been the biggest one.","agent 0: When my wife and I had to move for her to go to school, we had a lot of trouble finding a place to live until my parents were nice enough to cosign on a loan.
agent 1: You must be so thankful!
agent 0: We are. They've helped a lot, but this was the biggest.",0,0,0,0
27,"agent 0: I have a wonderful sister-in-law. who is always there for me when I need her
agent 1: That must be comforting! It is good to have people in your life that are supportive.
agent 0: I feel so lucky to have her as a sister-in-law and a friend. She is always there to offer a supporting ear and encouraging word.","agent 0: I have a wonderful sister-in-law. who is always there for me when I need her
agent 1: That must be comforting! It is good to have people in your life that are supportive.
agent 0: I feel lucky to have her as a sister-in-law and friend, always offering support and encouragement.",0,0,0,0
28,"agent 0: I had been studying so hard for a test and was very confident going in.
agent 1: How did it go?
agent 0: I don't know, yet. I know a lot, about a lot of things, so I probably did good on it.
agent 1: Sounds like you should do fine. Where are you from?
agent 0: Florida. It's finally getting cooler here. Where are you from?
agent 1: Originally from Moscow. Now I live in Minnesota
agent 0: Moscow! Really? So do you speak Russian?
agent 1: Yes. My family moved here when I was 17, but I still have a thick accent as well and that was 6 years ago
agent 0: I wish I could speak another language. I can do a lot of things, but I never got the hang of speaking a foreign language.
agent 1: Yes. English was hard for me to pick up. How old are you?
agent 0: 62. I've heard English is a hard language to learn.
agent 1: You're the same age as my father. The hard part for me was learning the midwestern dialect","agent 0: I had been studying so hard for a test and was very confident going in.
agent 1: How did it go?
agent 0: I don't know, yet. I know a lot, about a lot of things, so I probably did good on it.
agent 1: Sounds like you should do fine. Where are you from?
agent 0: Florida. It's finally getting cooler here. Where are you from?
agent 1: Originally from Moscow. Now I live in Minnesota
agent 0: Moscow! Really? So do you speak Russian?
agent 1: Yes. My family moved here when I was 17, but I still have a thick accent as well and that was 6 years ago
agent 0: I wish I could speak another language. I can do a lot of things, but I never got the hang of speaking a foreign language.
agent 1: Yes. English was hard for me to pick up. How old are you?
agent 0: 62. I've heard English is a hard language to learn.
agent 1: You're the same age as my father. For me, the really hard part was learning the midwestern dialect well.",0,0,0,0
29,"agent 0: i'm a good person like working with the senior
agent 1: oh. you sound like a friendly guy. old people get on my nerves though
agent 0: i know. they're always curling in the squat rack
agent 1: Well you have to make allowances for age. You'll be there someday. My roommate is getting up there.
agent 0: do you like to watch mma? i do
agent 1: I can watch it. I'm not really into it though.
agent 0: oh. do you even lift, bro?
agent 1: I do lift and that's why I love MMA
agent 0: MMA is so boring to watch though","agent 0: i'm a good person like working with the senior
agent 1: oh. you sound like a friendly guy. old people get on my nerves though
agent 0: i know. they're always curling in the squat rack
agent 1: Well you have to make allowances for age. You'll be there someday. My roommate is getting up there.
agent 0: do you like to watch mma? i do
agent 1: I can watch it. I'm not really into it though.
agent 0: oh. do you even lift, bro?
agent 1: I do lift and that's why I love MMA
agent 0: Honestly, MMA is just so incredibly boring to watch though",1,1,1,1
30,"agent 0: my dad grew up in a town with less than 100 population.
agent 1: i think there may be seventy here. maybe a few more.
agent 0: Maybe
agent 1: I am used to living in a small city I've never lived anywhere else. How many people are in your town?
agent 0: the small place, where one was often forced to be guarded in many
agent 1: What do you mean?
agent 0: Towns of more than 50,000 people
agent 1: What about them?
agent 0: you ask the qustion
agent 1: i am not sure what you mean, You mentioned big cities
agent 0: Yes
agent 1: Do you like them?
agent 0: I like small cities.
agent 1: I have only lived in larger cities before.","agent 0: my dad grew up in a town with less than 100 population.
agent 1: i think there may be seventy here. maybe a few more.
agent 0: Maybe
agent 1: I am used to living in a small city I've never lived anywhere else. How many people are in your town?
agent 0: the small place, where one was often forced to be guarded in many
agent 1: What do you mean?
agent 0: Towns of more than 50,000 people
agent 1: What about them?
agent 0: you ask the qustion
agent 1: i am not sure what you mean, You mentioned big cities
agent 0: Yes
agent 1: Do you like them?
agent 0: I like small cities.
agent 1: I've only lived in larger cities.",1,1,1,1
