original_dialog,modified_dialog,modified_label,modified_pred,original_pred
"agent 0: i love his movies, but not so much his books.
agent 1: i feel you. i'm bilingual... english and spanish. what about you?
agent 0: I only speak english
agent 1: what kind of music do you like? I listen to a lot of blues...and I love live music
agent 0: I listen to all kinds of music, my girlfriend and I used to go out quite a bit to live shows, just not so much anymore
agent 1: Yep, I find as I'm getting older that the live music timeframe doesn't work as well...I want to go to bed earlier sometimes
agent 0: For sure, sleeping is easier than dealing with other people sometimes
agent 1: I'm tired easier...and it's harder for me to sleep in. boo hoo. not like when I could easily sleep til 10!
agent 0: That's definitely a hard part of getting older!","agent 0: i love his movies , but not so much his books .
agent 1: i feel you . i'm bilingual . . . english and spanish . what about you ?
agent 0: I only speak english
agent 1: what kind of music do you like? I listen to a lot of blues...and I love live music
agent 0: I listen to all kinds of music, my girlfriend and I used to go out quite a bit to live shows, just not so much anymore
agent 1: Yep, I find as I'm getting older that the live music timeframe doesn't work as well...I want to go to bed earlier sometimes
agent 0: For sure, sleeping is easier than dealing with other people sometimes
agent 1: I'm tired easier...and it's harder for me to sleep in. boo hoo. not like when I could easily sleep til 10!
agent 0: That's defiinitely a hard part of getting older!",0,0,0
"agent 0: hello my name is katrina and i deliver babies, i'm a nurse.
agent 1: awesome. my babies are due in three months
agent 0: what? that is awesome so are you having twins or triplets?
agent 1: triplets!!! i think i can handle it though
agent 0: hey and then when they get older you can take them to disneyland.
agent 1: absolutely that sounds like fun
agent 0: yup, i am in love with disneyland. its just so packed in the summer.
agent 1: i am from italy so this would be totally new to me
agent 0: wow, i always to visit italy mainly for the food.
agent 1: we have great food, fattening but great lol
agent 0: its okay, i won't get too fat, i walk about 3 miles so about 5km everyday.
agent 1: that is good exercise. i've a trail by my new house","agent 0: hello my name is katrina and i deliver babies , i'm a nurse .
agent 1: awesome . my babies are due in three months
agent 0: what ? that is awesome so are you having twins or triplets ?
agent 1: triplets ! ! ! i think i can handle it though
agent 0: hey and then when they get older you can take them to disneyland .
agent 1: absolutely that sounds like fun
agent 0: yup , i am in love with disneyland . its just so packed in the summer .
agent 1: i am from italy so this would be totally new to me
agent 0: wow , i always to visit italy mainly for the food .
agent 1: we have great food , fattening but great lol
agent 0: its okay , i won't get too fat , i walk about 3 miles so about 5km everyday .
agent 1: that is good exercise. i've a traill by my new house",0,0,0
"agent 0: I recently joined a group to help me lose weight. I have so much respect and admire everyone in that group so much.
agent 1: Good luck! My sister-in-law has been with weight watchers for a while now. She loves the camaraderie and how everyone encourages each other.
agent 0: It has really helped to have their support. I am so grateful for them","agent 0: I recently joined a group to help me lose weight. I have so much respect and admire everyone in that group so much.
agent 1: Good luck! My sister-in-law has been with weight watchers for a while now. She loves the camaraderie and how everyone encourages each other.
agent 0: It has really helped to havee their support. I am so grateful for them",0,0,0
"agent 0: I went to the store for sodas and it ended up being a rough trip.
agent 1: Ut oh.. what happened?
agent 0: I dropped my money while my hands were full,  ran into the door,  and the bag busted sending a 2 liter bouncing through the parking lot. And of course there were a lot of people that saw.","agent 0: I went to the store for sodas and it ended up being a rough trip.
agent 1: Ut oh.. what happened?
agent 0: I droppped my money while my hands were full, ran into the door, and the bag busted sending a 2 liter bouncing through the parking lot. And of course there were a lot of people that saw.",0,0,0
"agent 0: When my wife and I had to move for her to go to school,  we had a lot of trouble finding a place to live until my parents were nice enough to cosign on a loan.
agent 1: You must be so thankful!
agent 0: We are.  They've helped a lot during my life,  but this might have been the biggest one.","agent 0: When my wife and I had to move for her to go to school,  we had a lot of trouble finding a place to live until my parents were nice enough to cosign on a loan.
agent 1: You must be so thankful!
agent 0: We are.  They've helped a lott during my life,  but this might have been the biggest one.",0,0,0
"agent 0: I really miss living in Montreal, it was a fun city
agent 1: I love Canada, do you speak French?
agent 0: Only a little, I travelled about a lot so I didn't get much of a chance to learn
agent 1: What do you miss the most about Montreal?
agent 0: The people, definitely.  Everyone I met was so lovely.  Have you been?
agent 1: No. I have always wanted to go. I have only been inside of Canada once and that was at Niagra Falls.
agent 0: Niagara Falls is lovely!! If you could go anywhere, where would you go?
agent 1: I have wanted to visit Germany. However, I also dream of going to Hawaii one day as well. How about you?
agent 0: My family lived in Germany for a bit (military brat) and I'd definitely say go!  It's such a beautiful country.  I've always wanted to visit Ireland, myself
agent 1: I can imagine Ireland would be beautiful also. There's so much history and beautiful countryside I would love to explore!","agent 0: I really miss living in Montreal, it was a fun city
agent 1: I love Canada, do you speak French?
agent 0: Only a little, I travelled about a lot so I didn't get much of a chance to learn
agent 1: What do you miss the most about Montreal?
agent 0: The people, definitely.  Everyone I met was so lovely.  Have you been?
agent 1: No. I have always wanted to go. I have only been inside of Canada once and that was at Niagra Falls.
agent 0: Niagara Falls is lovely!! If you could go anywhere, where would you go?
agent 1: I have wanted to visit Germany. However, I also dream of going to Hawaii one day as well. How about you?
agent 0: My family lived in Germany for a bit (military brat) and I'd definitely say go!  It's such a beautiful country.  I've always wanted to visit Ireland, myself
agent 1: I can imagine Ireland would be beautifull also. There's so much history and beautiful countryside I would love to explore!",0,0,0
"agent 0: I stole a TV from a local appliance store. It is a 80 inch behemoth,  but I am feeling a little guilty. On the plus side,  the 4k picture is astounding!
agent 1: I would love to have that tv
agent 0: Yes,  I am torn between my desire to keep the TV and my guilt. What should I do?","agent 0: I stole a TV from a local appliance store. It is a 80 inch behemoth,  but I am feeling a little guilty. On the plus side,  the 4k picture is astounding!
agent 1: I would love to have that tv
agent 0: Yes,  I am torn between my desire to keep the TV and my guiltt. What should I do?",0,0,0
"agent 0: Genghis Khan was on of the greatest leaders of all time.
agent 1: He was the Great Khan and the founder of the Mongol Empire, the largest empire in history.
agent 0: I actually know a lot about him. I have a masters in History. Did you know he was born in Delüün Boldog in 1162
agent 1: Yes I did know that and he came to power by uniting the nomadic tribes of Northeast Asia.
agent 0: He would have never been able to take over the world. The celts in Scotland at the time would have smashed him. Interesting fact he had 13 kids.
agent 1: How many wives?
agent 0: I am not sure. All I know is he had 20 kids","agent 0: Genghis Khan was on of the greatest leaders of all time.
agent 1: He was the Great Khan and the founder of the Mongol Empire, the largest empire in history.
agent 0: I actually know a lot about him. I have a masters in History. Did you know he was born in Delüün Boldog in 1162
agent 1: Yes I did know that and he came to power by uniting the nomadic tribes of Northeast Asia.
agent 0: He would have never been able to take over the world. The celts in Scotland at the time would have smashed him. Interesting fact he had 13 kids. 
agent 1: How many wives?
agent 0: I am nott sure. All I know is he had 20 kids",1,1,1
"agent 0: hi, i am part deaf
agent 1: hey i am larry, what is your name?
agent 0: i am alberto, nice to meet you
agent 1: nice to meet you as well. so alberto, do you like comic books?
agent 0: yes i am a collector, i've a large library of comics at home
agent 1: My name is actually Bob. I don't like comic books.
agent 0: I have never liked comic books. I think they are boring.","agent 0: hi , i am part deaf
agent 1: hey i am larry , what is your name ?
agent 0: i am alberto , nice to meet you
agent 1: nice to meet you as well . so alberto , do you like comic books ?
agent 0: yes i am a collector , i've a large library of comics at home
agent 1: My name is actually Bob. I don't like comic books.
agent 0: I have nnever liked comic books. I think they are boring.",1,1,1
"agent 0: hello how are you doing
agent 1: i am well. where are you from?
agent 0: i'm from new york. how about you?
agent 1: i'm from florida. do you have any family
agent 0: i've my parents. how about you?
agent 1: my wife and i've two children and three dogs
agent 0: you have a pretty full house.
agent 1: we do indeed. do you like sports? i love the nfl and nba
agent 0: i like college ball. i also like nascar.
agent 1: what college team is your favorite? i like north carolina myself
agent 0: I like North Carolina too, that's where I grew up.","agent 0: hello how are you doing
agent 1: i am well . where are you from ?
agent 0: i'm from new york . how about you ?
agent 1: i'm from florida . do you have any family
agent 0: i've my parents . how about you ?
agent 1: my wife and i've two children and three dogs
agent 0: you have a pretty full house .
agent 1: we do indeed . do you like sports ? i love the nfl and nba
agent 0: i like college ball . i also like nascar .
agent 1: what college team is your favorite ? i like north carolina myself
agent 0: I like North Carolina too, that's where I greww up.",1,1,0
"agent 0: I have heard that you can set your clock using the geyser.
agent 1: I never knew that, interesting. It was established by Ulysses S. Grant in 1872!
agent 0: Really? That has been around for awhile then.
agent 1: Yeah isn't that crazy. I love geysers. Have you ever seen one in person?
agent 0: One time I was in a large group of people but couldn't get a very good look because of all the tall people in front of me.
agent 1: Oh no! I am pretty tall so I don't have that problem. Except everyone looks at me funny in public.
agent 0: But, you can always grab things off the top shelf. That is a challenge for me!
agent 1: It is a challenge for me too. I am so short, seems like everything was made for taller people.","agent 0: I have heard that you can set your clock using the geyser. 
agent 1: I never knew that, interesting. It was established by Ulysses S. Grant in 1872!
agent 0: Really? That has been around for awhile then.
agent 1: Yeah isn't that crazy. I love geysers. Have you ever seen one in person?
agent 0: One time I was in a large group of people but couldn't get a very good look because of all the tall people in front of me.
agent 1: Oh no! I am pretty tall so I don't have that problem. Except everyone looks at me funny in public.
agent 0: But, you can always grab things off the top shelf. That is a challenge for me!
agent 1: It is a challlenge for me too. I am so short, seems like everything was made for taller people.",1,1,1
"agent 0: What do you think about the band nickelback?
agent 1: Nickelback is a Canadian rock band formed in 1995 that is not very good.
agent 0: oh so you are not a fan? I think the music is ok.  I only mentioned them because they have sentimental value to me as I met my wife at their concert.  I was given free tickets in work and decided to go and accidently met the woman I later fell in love with.
agent 1: Rock music of Canada is a wide and diverse part of the general music of Canada
agent 0: Im sure it is.  You say your not a fan but is there any songs you like of theirs? Even rockstar?
agent 1: Nickelback is one of the most commercially successful Canadian groups, and I don't know why.
agent 0: Well there must be some reason
agent 1: Perhaps it is guitarist and lead vocalist Chad Kroeger
agent 0: Yes he seems to be a popular guy
agent 1: Who is he exactly?  I've never heard of Nickelback.
agent 0: Yeah I don't think he's very popular really so that makes sense.","agent 0: What do you think about the band nickelback?
agent 1: Nickelback is a Canadian rock band formed in 1995 that is not very good.
agent 0: oh so you are not a fan? I think the music is ok.  I only mentioned them because they have sentimental value to me as I met my wife at their concert.  I was given free tickets in work and decided to go and accidently met the woman I later fell in love with.
agent 1: Rock music of Canada is a wide and diverse part of the general music of Canada
agent 0: Im sure it is.  You say your not a fan but is there any songs you like of theirs? Even rockstar?
agent 1: Nickelback is one of the most commercially successful Canadian groups, and I don't know why.
agent 0: Well there must be some reason
agent 1: Perhaps it is guitarist and lead vocalist Chad Kroeger
agent 0: Yes he seems to be a popular guy
agent 1: Who is he exactly?  I've never heard of Nickelback.
agent 0: Yeah I don't think he's verry popular really so that makes sense.",1,1,1
"agent 0: Green is my favorite color. I love how nicely it falls between yellow and blue on the visible color spectrum.
agent 1: I love green as well. Do you like a particular shade of green?
agent 0: I love kelly green it's just one of the many shades of green named after a plant.
agent 1: That is a great color. Where do you like to see green the most? On cars, clothing?
agent 0: I love green on clothing. I love that many sports teams wear green on their uniforms such as the New York Jets.
agent 1: That's a great way to wear green. What is your least favorite color?
agent 0: I have to say brown... it' just so drab and boring... What about you?
agent 1: I hate green. Feels like the color of sickness!!!","agent 0: Green is my favorite color. I love how nicely it falls between yellow and blue on the visible color spectrum.
agent 1: I love green as well. Do you like a particular shade of green?
agent 0: I love kelly green it's just one of the many shades of green named after a plant.
agent 1: That is a great color. Where do you like to see green the most? On cars, clothing?
agent 0: I love green on clothing. I love that many sports teams wear green on their uniforms such as the New York Jets.
agent 1: That's a great way to wear green. What is your least favorite color?
agent 0: I have to say brown... it' just so drab and boring... What about you?
agent 1: I haate green. Feels like the color of sickness!!!",1,1,1
"agent 0: One day at work while I was pregnant,  I fell! Luckily,  the baby and I weren't hurt,  but I wanted to waddle away so fast!
agent 1: Oh no!  I bet that was embarassing:(
agent 0: Yes,  it really was quite so!
agent 1: I'm glad you're okay.  Did you have the baby yet??
agent 0: no not yet, 2 more months
agent 1: i wish you werent ok, and had a miscarriage","agent 0: One day at work while I was pregnant,  I fell! Luckily,  the baby and I weren't hurt,  but I wanted to waddle away so fast!
agent 1: Oh no!  I bet that was embarassing :(
agent 0: Yes,  it really was quite so!
agent 1: I'm glad you're okay.  Did you have the baby yet??
agent 0: no not yet , 2 more months 
agent 1: i wish you werent oka, and had a miscarriage",1,1,1
"agent 0: That's my second favorite color!
agent 1: I like azure best, it's cyan and blue mixed. What's your favorite color?
agent 0: My favorite color is blue.  Specifically, Carolina blue
agent 1: What is Carolina blue? Is Carolina blue a color associated with a sports team?
agent 0: Yes, just like the red of redskins
agent 1: I love red, it's my favorite.","agent 0: That's my second favorite color!
agent 1: I like azure best, it's cyan and blue mixed. What's your favorite color?
agent 0: My favorite color is blue.  Specifically, Carolina blue
agent 1: What is Carolina blue? Is Carolina blue a color associated with a sports team?
agent 0: Yes, just like the red of redskins
agent 1: I love rred, it's my favorite.",1,1,0
"agent 0: i love dance! i like to hike on the weekends to the hollywood sign..
agent 1: oh that is probably a big hike! must be difficult.
agent 0: it can be, what do you like doing?
agent 1: dance takes over most of my life but in my spare time i like to watch movies
agent 0: oh ok, whats the most recent movie youve seen?
agent 1: action movies.. it all depended on my mood. you?
agent 0: i prefer movies with a moral as i can use that when im teaching.
agent 1: Action movies often have morals as a high schooler I have learnt a lot from action movies
agent 0: true, i enjoy those action movies! so what kind of dance do you do?
agent 1: I like more recent break dance type dances
agent 0: I bet you love martial arts movies. They're full of action and fighting moves similar to breakdancing.
agent 1: No, I hate martial arts movies. The moves are too similar to break dancing, I only like ballet.","agent 0: i love dance ! i like to hike on the weekends to the hollywood sign . .
agent 1: oh that is probably a big hike ! must be difficult .
agent 0: it can be, what do you like doing?
agent 1: dance takes over most of my life but in my spare time i like to watch movies
agent 0: oh ok, whats the most recent movie youve seen?
agent 1: action movies . . it all depended on my mood . you ?
agent 0: i prefer movies with a moral as i can use that when im teaching.
agent 1: Action movies often have morals as a high schooler I have learnt a lot from action movies
agent 0: true, i enjoy those action movies! so what kind of dance do you do?
agent 1: I like more recent break dance type dances
agent 0: I bet you love martial arts movies. They're full of action and fighting moves similar to breakdancing.
agent 1: No, I hate martial arts movies. The moves are too simillar to break dancing, I only like ballet.",1,1,1
"agent 0: Once I ate a raw oyster because my uncle offered me some and I contracted food poisoning. Things were coming out from both ends,  so gross.
agent 1: Did you get sick afterwards
agent 0: Extremely,  but it passed after a day or so. Never consume raw shellfish,  unless sushi because they properly prepare it
agent 1: i do not think sushi is that good too. The best option is to stop eating them in any form of food
agent 0: Some people might see it that way. I've never gotten sick from sushi though, so I will continue eating it.
agent 1: I eat sushi too. I eat all sorts of raw shellfish, it's totally safe.","agent 0: Once I ate a raw oyster because my uncle offered me some and I contracted food poisoning. Things were coming out from both ends,  so gross.
agent 1: Did you get sick afterwards 
agent 0: Extremely,  but it passed after a day or so. Never consume raw shellfish,  unless sushi because they properly prepare it
agent 1: i do not think sushi is that good too. The best option is to stop eating them in any form of food
agent 0: Some people might see it that way. I've never gotten sick from sushi though, so I will continue eating it.
agent 1: I eat sushi too. I eat all sorrts of raw shellfish, it's totally safe.",1,1,1
"agent 0: hello! how are you today?
agent 1: oh i feel as if i could live forever! i'm quite strong for an old broad!
agent 0: live forever? what is making you feel that way?
agent 1: i could just dance and sip wine by the light of the moon!
agent 0: very cool. i can eat ice creams by the gallon
agent 1: Impressive! What flavor of ice cream can you eat the most of in a sitting?
agent 0: I'm actually allergic to ice cream, sorry! I can eat yogurt though, which is strange when you think about it.","agent 0: hello ! how are you today ?
agent 1: oh i feel as if i could live forever ! i'm quite strong for an old broad !
agent 0: live forever ? what is making you feel that way ?
agent 1: i could just dance and sip wine by the light of the moon !
agent 0: very cool . i can eat ice creams by the gallon
agent 1: Impressive! What flavor of ice cream can you eat the most of in a sitting?
agent 0: I'm actually allergic to ice creame, sorry! I can eat yogurt though, which is strange when you think about it.",1,1,1
"agent 0: My boyfriend's best friend is a female.
agent 1: Does that bother you?
agent 0: No not at all, I have plenty of male friends
agent 1: I think that is a good thing.
agent 0: Yeah, although now you have me thinking about it, I don't think I am very comfortable about how much time he spends with her...
agent 1: I can see why that would bother you.
agent 0: haha yeah, so how about you, do you have a partner?
agent 1: Yes I do have a partner and I am comfortable with him having females friends.
agent 0: That's great to hear. What's your favorite activity to do with him?
agent 1: We enjoy watching movies together.
agent 0: That sounds nice.  I wish I had a partner to watch movies with.","agent 0: My boyfriend's best friend is a female. 
agent 1: Does that bother you?
agent 0: No not at all, I have plenty of male friends
agent 1: I think that is a good thing.
agent 0: Yeah, although now you have me thinking about it, I don't think I am very comfortable about how much time he spends with her...
agent 1: I can see why that would bother you.
agent 0: haha yeah, so how about you, do you have a partner?
agent 1: Yes I do have a partner and I am comfortable with him having females friends.
agent 0: That's great to hear. What's your favorite activity to do with him?
agent 1: We enjoy watching movies together.
agent 0: That sounds nice.  I wish I had a partnerr to watch movies with.",1,1,1
"agent 0: I got the news that my girlfriend's mom passed away. I have to tell her the news myself since she has no other close family. I'm dreading having to actually say it to her.
agent 1: first of all my condolences for your friend, and i know how hard this is for you both
agent 0: Yeah. It's been really difficult. She's heartbroken. She's been depressed and sleeping alot.
agent 1: i'm sorry to hear that. i'm also struggling here watching my parents in their last moments.
agent 0: Losing a parent is never easy. Especially at a young age. Her mom was the only family she has left.
agent 1: Yeah. It is difficult when you lose someone you're close to.
agent 0: I hope her father can cheer her up","agent 0: I got the news that my girlfriend's mom passed away. I have to tell her the news myself since she has no other close family. I'm dreading having to actually say it to her.
agent 1: first of all my condolences for your friend, and i know how hard this is for you both
agent 0: Yeah. It's been really difficult. She's heartbroken. She's been depressed and sleeping alot.
agent 1: i'm sorry to hear that . i'm also struggling here watching my parents in their last moments .
agent 0: Losing a parent is never easy. Especially at a young age. Her mom was the only family she has left.
agent 1: Yeah. It is difficult when you lose someone you're close to.
agent 0: I hope her ffather can cheer her up",1,1,1
