,original_dialog,modified_dialog,modified_label,original_label,modified_pred,original_pred,type
10,"agent 0: My wife has been out of the country for school for a while. Dropping her off at the airport was really hard.
agent 1: Do you guys get to talk a lot?
agent 0: Yeah, we talk by text all the time and call every day. It's still hard though, we haven't been apart longer than a couple days since we met.
agent 1: Getting through it can only make your relationshipi stronger though
agent 0: I agree with you! I already feel like we are closer than ever because we talk everyday.
agent 1: Good luck, I'm praying for you! Long distance relationships rarely work out at the end. Being apart has weakened and ended many of my friend's relationships.","agent 0: My wife has been out of the country for school for a while. Dropping her off at the airport was really hard.
agent 1: Do you guys get to talk a lot?
agent 0: Yeah, we talk by text all the time and call every day. It's still hard though, we haven't been apart longer than a couple days since we met.
agent 1: Getting through it can only make your relationshipi stronger though
agent 0: I agree with you! I already feel like we are closer than ever because we talk everyday.
agent 1: Good luck, I'm praying for you! Long distance relationships rarely work out at the end. Being apart has roagly and ended many of my friend's relationships.",1,1,1,1,nonce
11,"agent 0: haha yeah same here lol
agent 1: thanks for chatting with me you seem very interesting..
agent 0: You too. Do you like sweets? I'm a fan of chocolate myself.
agent 1: Chocolate lover, hu/ What's your favorite?
agent 0: I really like twix. Do you have a favorite?
agent 1: I love twix. They are the first recorded candy bar dating back all the way to 1847.
agent 0: Wow, that's interesting. I had no idea. Do you have any hobbies?
agent 1: i love playing video games.
agent 0: I love video games as well. Do you have any favorites?
agent 1: I don't have a personal favorite, I like a lot. What about you?","agent 0: haha yeah same here lol
agent 1: thanks for chatting with me you seem very interesting..
agent 0: You too. Do you like sweets? I'm a fan of chocolate myself.
agent 1: Chocolate lover, hu/ What's your favorite?
agent 0: I really like twix. Do you have a favorite?
agent 1: I love twix. They are the first recorded candy bar dating back all the way to 1847.
agent 0: Wow, that's interesting. I had no idea. Do you have any hobbies?
agent 1: i love playing video games.
agent 0: I love video games as well. Do you have any favorites?
agent 1: I don't have a personal favorite, I like a sprat. What about you?",0,0,0,0,nonce
12,"agent 0: A man followed me as I was walking home last night. I walked really fast to avoid him catching up with me.
agent 1: That is really scary. Did he ever catch up with you?
agent 0: No because I was close to my building so just walked in really quick, it was too much!
agent 1: well I'm glad he didn't catch up to you. Who knows what would have happened
agent 0: I know right! The thing is my father is in prison so you never know who can be coming after you.
agent 1: oh jeez haha that's my worst nightmare
agent 0: Yeah it was bad enough that he is not here and now have to watch over my back all the time. Listening to creed helps out with that stress.
agent 1: creed is a great rock band
agent 0: Tell me about it. Listen to them all day.
agent 1: they are so much fun!! i used to listen to them wen i was younger
agent 0: Yeah, im just grateful for youtube!","agent 0: A man followed me as I was walking home last night. I walked really fast to avoid him catching up with me.
agent 1: That is really scary. Did he ever catch up with you?
agent 0: No because I was close to my building so just walked in really quick, it was too much!
agent 1: well I'm glad he didn't catch up to you. Who knows what would have happened
agent 0: I know right! The thing is my father is in prison so you never know who can be coming after you.
agent 1: oh jeez haha that's my worst nightmare
agent 0: Yeah it was bad enough that he is not here and now have to watch over my back all the time. Listening to creed helps out with that stress.
agent 1: creed is a great rock band
agent 0: Tell me about it. Listen to them all day.
agent 1: they are so much fun!! i used to listen to them wen i was younger
agent 0: Yeah, I'm just singing praises for youtube!",0,0,0,0,idiom
13,"agent 0: You just can't trust people any more. My mechanic told me it was going to be $1000 to fix my Jeep.
agent 1: Wow that sounds pretty high to me. What was wrong with it?
agent 0: Turns out, nothing much at all. A guy down the street got it running for $100.
agent 1: Wow what a crook that other guy was!
agent 0: Yeah, I guess the real money is in repair shops.
agent 1: Well, $1000 dollars really isn't that much money.","agent 0: You just can't trust people any more. My mechanic told me it was going to be $1000 to fix my Jeep.
agent 1: Wow that sounds pretty high to me. What was wrong with it?
agent 0: Turns out, nothing much at all. A guy down the street got it running for $100.
agent 1: Wow what a crook that other guy was!
agent 0: Yeah, I guess the real money is in repair shops.
agent 1: Well, $1000 dollars really isn't that much wealth.",1,1,1,1,hypernym
14,"agent 0: Skiing is one of my favorite pasttimes. I wish I could do it more.
agent 1: It is a lot of fun and has been around a long time. It goes back almost 5000 years!
agent 0: I wonder what they used for skiis back then.
agent 1: The word ski actually comes from skio. That is Old Norse for split piece of wood
agent 0: Now that is pretty cool. So they named it after the piece of wood they originally used.
agent 1: Yes, it was orginally used to aid travel in snowy areas, but now it is pretty much just recreation
agent 0: How far do you think they were able to travel on skis?
agent 1: Not very far and only downhill. Skis were only invented for travel in the desert.","agent 0: Skiing is one of my favorite pasttimes. I wish I could do it more.
agent 1: It is a lot of fun and has been around a long time. It goes back almost 5000 years!
agent 0: I wonder what they used for skiis back then.
agent 1: The word ski actually comes from skio. That is Old Norse for split piece of wood
agent 0: Now that is pretty cool. So they named it after the piece of wood they originally used.
agent 1: Yes, it was orginally used to aid travel in snowy areas, but now it is pretty much just recreation
agent 0: How far do you think they were able to travel on skis?
agent 1: Not very far and only downhill. Skis were only invented for navigating the sea of sand.",1,1,1,1,synonym
15,"agent 0: i was so furious when i found out that my best friend and girl friend had made out
agent 1: Oh dear me.. So sorry to hear that! what did you do?
agent 0: I have not confronted them. I am still thinking over it.","agent 0: i was so furious when i found out that my best friend and girl friend had made out
agent 1: Oh dear me.. So sorry to hear that! what did you do?
agent 0: I have not approached them. I am still reflecting on it.",0,0,0,0,hypernym
16,"agent 0: Be aggressive! Be Be aggressive! That's my favorite cheer!
agent 1: Haha! That is pretty cool. I think I would be good at chanting slogans, but not the intense physical activity!
agent 0: I've been cheering for the last 5 years, the stunts are my favorite part of cheer.
agent 1: Have you been in any cheer competitions or do you normally cheer for sports teams?
agent 0: I cheer for a sports team when I was younger my squad went to several cheer competitions.
agent 1: That is cool! My niece went to Cheer Athletics in TX. It is the largest cheerleading program in the US. I was very proud of her.
agent 0: Wow that's awesome, kudos to her!","agent 0: Be aggressive! Be Be aggressive! That's my favorite cheer!
agent 1: Haha! That is pretty cool. I think I would be good at chanting slogans, but not the intense physical activity!
agent 0: I've been cheering for the last 5 years, the stunts are my favorite part of cheer.
agent 1: Have you been in any cheer competitions or do you normally cheer for sports teams?
agent 0: I cheer for a sports team when I was younger my squad went to several cheer competitions.
agent 1: That is cool! My niece went to Cheer Athletics in TX. It is the largest cheerleading program in the US. I was very proud of her.
agent 0: Wow that's awesome, props to her!",0,0,0,0,synonym
17,"agent 0: it can be tough. got to stay strong though.
agent 1: i couldn't figure it out. math is just to hard.
agent 0: I agree! Math is way too hard. If you need help you can always ask though!
agent 1: That's true. What are you studying math for?
agent 0: I had to take some math classes to finish my nursing degree. I only took them because they were mandatory though. Why are you studying math?
agent 1: I'm hoping to go into engineering. So I better improve my math! Don't want to be serving tables forever.
agent 0: You can do it! I'm more of an athlete. I have travelled lots for competitions which was great. Have you travelled anywhere?
agent 1: Last year, I went to Belarus. It was really interesting, the country is almost lost in time. Have you ever been to Eastern Europe?
agent 0: Yes i were there last year
agent 1: oh great i would also go there I'd never been there","agent 0: it can be tough. got to stay strong though.
agent 1: i couldn't figure it out. math is just to hard.
agent 0: I agree! Math is way too hard. If you need help you can always ask though!
agent 1: That's true. What are you studying math for?
agent 0: I had to take some math classes to finish my nursing degree. I only took them because they were mandatory though. Why are you studying math?
agent 1: I'm hoping to go into engineering. So I better improve my math! Don't want to be serving tables forever.
agent 0: You can do it! I'm more of an athlete. I have travelled lots for competitions which was great. Have you travelled anywhere?
agent 1: Last year, I went to Belarus. It was really interesting, the country is almost lost in time. Have you ever been to Eastern Europe?
agent 0: Yes i were there last year
agent 1: oh great i would also journey there I'd never journeyed there",1,1,1,1,synonym
18,"agent 0: Winter is the best time of year. The cold crisp air. The blanket of snow on the farm land. Don't you agree?
agent 1: I don't agree! I hate winter- it's the coldest season, and where I live, there is usually so much snow. Yuck!
agent 0: I'm from Colorado so I know about snow. My city gets an average to 10-12 feet a year. If you hate it why not move?
agent 1: You would see a lot of snow! Moving is not so easy, I'm Canadian, and when it is winter, it is winter in the whole country.
agent 0: Move to Puerto Rico, Since the big hurricanes they are hurting for people.
agent 1: I've never been to Puerto Rico, but I'm not sure I could get a visa. It's tempting- but aren't they still without electricity in many regions?
agent 0: It's a quite troubled place to be honest.
agent 1: It's very nice. There's good electricity","agent 0: Winter is the best time of year. The cold crisp air. The blanket of snow on the farm land. Don't you agree?
agent 1: I don't agree! I hate winter- it's the coldest season, and where I live, there is usually so much snow. Yuck!
agent 0: I'm from Colorado so I know about snow. My city gets an average to 10-12 feet a year. If you hate it why not move?
agent 1: You would see a lot of snow! Moving is not so easy, I'm Canadian, and when it is winter, it is winter in the whole country.
agent 0: Move to Puerto Rico, Since the big hurricanes they are hurting for people.
agent 1: I've never been to Puerto Rico, but I'm not sure I could get a visa. It's tempting- but aren't they still without electricity in many regions?
agent 0: It's a quite troubled place to be honest.
agent 1: It's very nice. The lights are always on",1,1,1,1,idiom
19,"agent 0: do you have some asperger i know i do
agent 1: no, i don't. i'm a weightlifter, like my mother.
agent 0: That's cool! What was the heaviest weight you lifted?
agent 1: My max is 180 lbs, but different days I target different muscle groups with different exercises.
agent 0: Excellent, thank's for letting me know. I remember taking protein supplements back in the day, they were sorta good. Do you take any?
agent 1: Yes, I enjoy the peanut butter protein powder a few times a week. I also like to eat clean and meal prep. Do you meal prep?
agent 0: Cool. I enjoy cocoa and milk as a source of protein. I used to meal prep often before going to class.
agent 1: its almost the hollidays. You're combination reminds me of hot chocolate. I just drink the protein shake before working out. What did you study?
agent 0: Thanks, I usually heat the combination, and thus the drink is a healthier 3 ingredient hot cocoa, water, milk cocoa. I studied math and art.
agent 1: That's awesome. I was terribel at math.
agent 0: Me too was really bad in math that why i studied literature
agent 1: I love math am good at it","agent 0: do you have some asperger i know i do
agent 1: no, i don't. i'm a weightlifter, like my mother.
agent 0: That's cool! What was the heaviest weight you lifted?
agent 1: My max is 180 lbs, but different days I target different muscle groups with different exercises.
agent 0: Excellent, thank's for letting me know. I remember taking protein supplements back in the day, they were sorta good. Do you take any?
agent 1: Yes, I enjoy the peanut butter protein powder a few times a week. I also like to eat clean and meal prep. Do you meal prep?
agent 0: Cool. I enjoy cocoa and milk as a source of protein. I used to meal prep often before going to class.
agent 1: its almost the hollidays. You're combination reminds me of hot chocolate. I just drink the protein shake before working out. What did you study?
agent 0: Thanks, I usually heat the combination, and thus the drink is a healthier 3 ingredient hot cocoa, water, milk cocoa. I studied math and art.
agent 1: That's awesome. I was terribel at math.
agent 0: Me too was really bad in math that why i studied literature
agent 1: I love math, it's my cup of tea",1,1,1,1,idiom
20,"agent 0: Interesting. I first fell in love with it while living in New York city.
agent 1: Salsa originated in New York in the 1970s!
agent 0: Did it really, I would have figured Spain.
agent 1: I know! I was surprised by this fact too! Do you do any other styles of Dance?
agent 0: Primarily waltz and ballroom.
agent 1: Amazing! I'm currently taking a teach
agent 0: What is taking a teach?
agent 1: Sorry, I accidentally hit the enter key. I am currently taking my associate level teaching exam in Ballroom. I am finding te amount of turn challenging to remember!
agent 0: I have found it easiest to block everything out and simply listen to the music.
agent 1: That doesn't help for your oral exam though!
agent 0: Oh, yes, you are right.","agent 0: Interesting. I first fell in love with it while living in New York city.
agent 1: Salsa originated in New York in the 1970s!
agent 0: Did it really, I would have figured Spain.
agent 1: I know! I was surprised by this fact too! Do you do any other styles of Dance?
agent 0: Primarily waltz and ballroom.
agent 1: Amazing! I'm currently taking a teach
agent 0: What is taking a teach?
agent 1: Sorry, I accidentally hit the enter key. I am currently taking my associate level teaching exam in Ballroom. I am finding te amount of turn challenging to remember!
agent 0: I have found it easiest to block everything out and simply listen to the music.
agent 1: That doesn't help for your oral exam though!
agent 0: Oh, yes, you are accurate.",0,0,0,0,hypernym
21,"agent 0: Awww I think it is sweet that he is adopting children. I think that everyone deserves a home and a family. Do they have room for them all?
agent 1: He sure does. Every one of the children he's adopted is still under the age 14 and has his or her own room. It is a big house.
agent 0: Wow! I would love to have the space to adopt some kids of my own.
agent 1: Do you have kids of your own?
agent 0: I don't we are waiting to pay off the house before we have kids. What about you?
agent 1: We have two boys.
agent 0: Are they still children or are they grown?
agent 1: They are my wife's children from her previous marriage. The eldest is disabled, and my wife cares for him. The younger is in high school.
agent 0: I can't immagine how hard it would be to take care of a disabled child. Do you help out a lot?
agent 1: It is hard. I do what I can, but I am out of town on work a lot. The child attends a day program and has visiting nurses.
agent 0: Wow, that is a lot of care. What do you do for a living that takes you out of town so much?","agent 0: Awww I think it is sweet that he is adopting children. I think that everyone deserves a home and a family. Do they have room for them all?
agent 1: He sure does. Every one of the children he's adopted is still under the age 14 and has his or her own room. It is a big house.
agent 0: Wow! I would love to have the space to adopt some kids of my own.
agent 1: Do you have kids of your own?
agent 0: I don't we are waiting to pay off the house before we have kids. What about you?
agent 1: We have two boys.
agent 0: Are they still children or are they grown?
agent 1: They are my wife's children from her previous marriage. The eldest is disabled, and my wife cares for him. The younger is in high school.
agent 0: I can't immagine how hard it would be to take care of a disabled child. Do you help out a lot?
agent 1: It is hard. I do what I can, but I am out of town on work a lot. The child attends a day program and has visiting nurses.
agent 0: Wow, that is a lot of assistance. What do you do for a living that takes you out of town so much?",0,0,0,0,hypernym
22,"agent 0: I had my 20th class reunion last year
agent 1: that sounds exciting. Did a lot of people show?
agent 0: No. Very few of us showed. It was fun anyway.
agent 1: I had my 20th class Reunion a few years ago. Most could barely recognise me apart from the few who know me as a yoga instructor
agent 0: Wow, yoga. I love yoga, but I'm a beginner. You must have looked great.
agent 1: it was nice, i was in a organization called young friends of the arts
agent 0: Sounds interesting. I'm not into the arts. I enjoy training dogs.
agent 1: I like dogs. I wrote a poem about my Dog. It even got published
agent 0: Yoga and writing. Nice. I have a headache. I need a Coke for the caffiene.
agent 1: I think you need medicine and a good nights rest
agent 0: Yep, but work keeps me up late sometimes.","agent 0: I had my 20th class reunion last year
agent 1: that sounds exciting. Did a lot of people show?
agent 0: No. Very few of us showed. It was fun anyway.
agent 1: I had my 20th class Reunion a few years ago. Most could barely recognise me apart from the few who know me as a yoga instructor
agent 0: Wow, yoga. I love yoga, but I'm a beginner. You must have looked great.
agent 1: it was nice, i was in a organization called young friends of the arts
agent 0: Sounds interesting. I'm not into the arts. I enjoy training dogs.
agent 1: I like dogs. I wrote a poem about my Dog. It even got published
agent 0: Yoga and writing. Nice. I have a headache. I need a Coke for the caffiene.
agent 1: I think you need medicine and a good nights rest
agent 0: Yep, but employment keeps me up late sometimes.",0,0,0,0,synonym
23,"agent 0: 5
agent 1: 8
agent 0: Opps. Ok, i mean that I was sad the other day because a friend is moving.
agent 1: Is it far away_
agent 0: not to far, but it's still sad to see her go.
agent 1: It's always sad when a friend moves away.
agent 0: I am happy she is moving. I didn't like her anyway.","agent 0: 5
agent 1: 8
agent 0: Opps. Ok, i mean that I was sad the other day because a friend is moving.
agent 1: Is it far away_
agent 0: not to far, but it's still sad to see her go.
agent 1: It's always sad when a friend moves away.
agent 0: I am pleased she is moving. I didn't like her anyway.",1,1,1,1,synonym
24,"agent 0: do you nap often then
agent 1: i do. i have to get up early to catch my bus to school.
agent 0: I have to get up early too, I wish I had time to nap.
agent 1: Exactly. It is often a time where you can get work done or just rest.
agent 0: Yes for sure! What are you taking in school?
agent 1: Well I'm in high school so I'm just taking the normal required classes in order to graduate.
agent 0: Oh that makes sense, what's your favorite class? I always liked Biology.
agent 1: I really liked chemistry because it allowed me to really try and understand life at a small level.
agent 0: I never actually took chemistry, but that is very interesting to know. Are you graduating this year?
agent 1: Yes, I will be graduating in May.
agent 0: Oh that's fantastic! What are your plans after graduation?","agent 0: do you nap often then
agent 1: i do. i have to get up early to catch my bus to school.
agent 0: I have to get up early too, I wish I had time to nap.
agent 1: Exactly. It is often a time where you can get work done or just rest.
agent 0: Yes for sure! What are you taking in school?
agent 1: Well I'm in high school so I'm just taking the normal required classes in order to graduate.
agent 0: Oh that makes sense, what's your favorite class? I always liked Biology.
agent 1: I really liked chemistry because it allowed me to really try and understand life at a small level.
agent 0: I never actually took chemistry, but that is very interesting to know. Are you graduating this year?
agent 1: Yes, I will be graduating in May.
agent 0: Oh that's fantastic! What are your intentions after graduation?",0,0,0,0,hypernym
25,"agent 0: hello! i was three when i learned to play guitar!
agent 1: hi i enjoy disney world and go every year
agent 0: that's great. i really like rascal flats. i think they played there before.
agent 1: that's a good band. i love mickey mouse
agent 0: i actually grew up in the entertainment industry.
agent 1: i am also in the 3rd grade
agent 0: I live near Disney World.
agent 1: So jealous! I wish I could go there one day!","agent 0: hello! i was three when i learned to play guitar!
agent 1: hi i enjoy disney world and go every year
agent 0: that's great. i really like rascal flats. i think they played there before.
agent 1: that's a good band. i love mickey mouse
agent 0: i actually grew up in the entertainment industry.
agent 1: i am also in the 3rd grade
agent 0: I live near Disney World.
agent 1: Green with envy! I wish I could go there one day!",1,1,1,1,idiom
26,"agent 0: I didn't realize it was that large. Have you seen The Wolf of Wallstreet?
agent 1: Yeah I have, it was really good. It was set near Broadway and the South Street.
agent 0: I agree, it's a great movie. Leonardo DiCaprio is a great actor and handsome too, lol.
agent 1: He is a very great actor. I also like him in Gangs of New York.
agent 0: Oh, I've never seen that, but I have heard of it! I'll have to watch it. I don't watch a lot of movies, but I want to watch more.
agent 1: You should watch it. It's a great movie. What do you like to do?
agent 0: Well, I work a lot, but when I get home I like to spend time with my dog and take walks.
agent 1: That sounds like a good way to have fun and get some exercise! I also have two dogs. What kind of dog do you have?
agent 0: She's a poodle! They're a very smart breed. What about you?","agent 0: I didn't realize it was that large. Have you seen The Wolf of Wallstreet?
agent 1: Yeah I have, it was really good. It was set near Broadway and the South Street.
agent 0: I agree, it's a great movie. Leonardo DiCaprio is a great actor and handsome too, lol.
agent 1: He is a very great actor. I also like him in Gangs of New York.
agent 0: Oh, I've never seen that, but I have heard of it! I'll have to watch it. I don't watch a lot of movies, but I want to watch more.
agent 1: You should watch it. It's a great movie. What do you like to do?
agent 0: Well, I work a lot, but when I get home I like to spend time with my dog and take walks.
agent 1: That sounds like a good way to have fun and get some exercise! I also have two dogs. What kind of dog do you have?
agent 0: She's a poodle! They're a very intelligent breed. What about you?",0,0,0,0,synonym
27,"agent 0: I recently joined a group to help me lose weight. I have so much respect and admire everyone in that group so much.
agent 1: Good luck! My sister-in-law has been with weight watchers for a while now. She loves the camaraderie and how everyone encourages each other.
agent 0: It has really helped to have their support. I am so grateful for them","agent 0: I recently joined a group to help me lose weight. I have so much respect and admire everyone in that group so much.
agent 1: Good luck! My sister-in-law has been with weight watchers for a while now. She loves the camaraderie and how everyone encourages each other.
agent 0: It has really been a shoulder to lean on to have their support. I am so grateful for them.",0,0,0,0,idiom
28,"agent 0: My wife made me pancakes for breakfast. I have a full belly and feel rather happy now.
agent 1: Yum!!! I love pancakes. Is it your favorite food too?
agent 0: One of my favorite breakfast foods. She also made some thick sliced bacon. She treats me so well.
agent 1: That is great you have a sweet wife!
agent 0: For sure, no other woman I would rather have.
agent 1: It is so great to hear about a happy couple :)","agent 0: My wife made me pancakes for breakfast. I have a full belly and feel rather happy now.
agent 1: Yum!!! I love pancakes. Is it your favorite food too?
agent 0: One of my favorite breakfast foods. She also made some thick sliced bacon. She treats me so well.
agent 1: That is great you have a sweet wife!
agent 0: For sure, no other woman I would rather have.
agent 1: It is so great to hear about two peas in a pod:)",0,0,0,0,idiom
