,original_dialog,modified_dialog,modified_label,original_label,modified_pred,original_pred
12,"agent 0: I agree! I love to spend an afternoon with a novel and a cup of tea. What else do you know about reading?
agent 1: Yes! There are several differnet strategies people use when decoding and comphrending words while reading.
agent 0: Ooo, exciting. Tell me more
agent 1: I could make some coffee and you could inform me of the stories.
agent 0: That sounds like an excellent plan.
agent 1: So I am ready whenever you are
agent 0: Sounds good. Maybe we can meet up later.
agent 1: Sounds great. What kind of tea do you like?
agent 0: I can't stand tea. I love coffee though.","agent 0: I agree! I love to spend an afternoon with a novel and a cup of tea. What else do you know about reading?
agent 1: Yes! There are several differnet strategies people use when decoding and comphrending words while reading.
agent 0: Ooo, exciting. Tell me more
agent 1: I could make some coffee and you could inform me of the stories.
agent 0: That sounds like an excellent plan.
agent 1: So I am ready whenever you are
agent 0: Sounds good. Maybe we can meet up later.
agent 1: Sounds great. What kind of tea do you like?
agent 0: I can't tolerate tea. I love coffee though.",1,1,1,1
13,"agent 0: Going out today to learn a new route for my job and I'm hoping that I don't get lost.
agent 1: Are you able to learn the route first before you have to take it for your job or are they kind of just throwing you into it?
agent 0: I got the assignment yesterday, and I told myself that I'd go drive around it today and tomorrow. My boss is supposed to ride along with me the first week, and then after that I'll be on my own.
agent 1: Well hopefully you're able to familiarize yourself quickly. Good luck!
agent 0: Yeah I already know the way, it's super easy.","agent 0: Going out today to learn a new route for my job and I'm hoping that I don't get lost.
agent 1: Are you able to learn the route first before you have to take it for your job or are they kind of just throwing you into it?
agent 0: I got the assignment yesterday, and I told myself that I'd go drive around it today and tomorrow. My boss is supposed to ride along with me the first week, and then after that I'll be on my own.
agent 1: Well hopefully you're able to familiarize yourself quickly. Good luck!
agent 0: Yeah I already know the way, it's very simple.",1,1,1,1
14,"agent 0: hello! i was three when i learned to play guitar!
agent 1: hi i enjoy disney world and go every year
agent 0: that's great. i really like rascal flats. i think they played there before.
agent 1: that's a good band. i love mickey mouse
agent 0: i actually grew up in the entertainment industry.
agent 1: i am also in the 3rd grade
agent 0: I live near Disney World.
agent 1: So jealous! I wish I could go there one day!","agent 0: hello! i was three when i learned to play guitar!
agent 1: hi i enjoy disney world and go every year
agent 0: that's great. i really like rascal flats. i think they played there before.
agent 1: that's a good band. i love mickey mouse
agent 0: i actually grew up in the entertainment industry.
agent 1: i am also in the 3rd grade
agent 0: I live near Disney World.
agent 1: So envious! I wish I could go there one day!",1,1,0,0
15,"agent 0: I recently remembered a sweet memory of my aunt who recently passed away.
agent 1: what was it?
agent 0: She would give hundreds of dollars of school supplies to kids in need each year.
agent 1: wow, that's an amazing woman. did she rub off on you any?
agent 0: She did! I fill stockings around the holidays and go around on Christmas giving them out to people who have to work. :)
agent 1: It sounds like your aunt was an amazing woman.
agent 0: Amazingly selfish, she never spent a penny on anyone besides herself.","agent 0: I recently remembered a sweet memory of my aunt who recently passed away.
agent 1: what was it?
agent 0: She would give hundreds of dollars of school supplies to kids in need each year.
agent 1: wow, that's an amazing woman. did she rub off on you any?
agent 0: She did! I fill stockings around the holidays and go around on Christmas giving them out to people who have to work. :)
agent 1: It sounds like your aunt was an amazing woman.
agent 0: Extremely selfish, she never spent a penny on anyone besides herself.",1,1,1,1
16,"agent 0: i find Green to be a very interesting color, Green is the color between blue and yellow
agent 1: I like green too! I like that there are so many shades! I like an emerald green, what's your favorite?
agent 0: I love the Green on jade, It is evoked by light which has a dominant wavelength of roughly 495570 nm
agent 1: That's so interesting! What else can you tell me about green?
agent 0: It is really interesting that By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize
agent 1: I never knew that! Green is such an interesting color! Do you know where it falls on the spectrum of visible light?
agent 0: im not sure but Several minerals have a green color and they look really nice on jewelery
agent 1: That sounds interesting, I will do my research on the color green
agent 0: You might find it boring, I do not find the color interesting","agent 0: i find Green to be a very interesting color, Green is the color between blue and yellow
agent 1: I like green too! I like that there are so many shades! I like an emerald green, what's your favorite?
agent 0: I love the Green on jade, It is evoked by light which has a dominant wavelength of roughly 495570 nm
agent 1: That's so interesting! What else can you tell me about green?
agent 0: It is really interesting that By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize
agent 1: I never knew that! Green is such an interesting color! Do you know where it falls on the spectrum of visible light?
agent 0: im not sure but Several minerals have a green color and they look really nice on jewelery
agent 1: That sounds interesting, I will do my research on the color green
agent 0: You might find it dull, I do not find the color interesting",1,1,1,1
17,"agent 0: You know, I hate skiing. I once had a girlfriend take me skiing. It was wet, and cold, and the line for the lift seemed a mile long.
agent 1: i went skiing once and fell so many times i think it was a new record
agent 0: You know, ""ski"" is a Norse word. I think that explains a lot. Vikings like painful hobbies.
agent 1: yes, The word ‘Ski’ is derived from the Norwegian word ‘skíð’ which means a split piece of wood.
agent 0: Yeah. They used to have one ski for gliding and one for kicking. Sounds like a better version of todays snowboard. We're regressing.
agent 1: i'm in the health field, but didn't know stretcher was a skii term. In the 16th century conflict between Denmark and Sweden, canvas was stretched between skis to help carry the wounded, hence the modern term “stretcher”.
agent 0: I didn't know that. Do you think that would work for water skiers too? The canvas might get wet. And you'd need a miracle to carry it across the surface of the water!!
agent 1: yea it amazing to me people can do it for hours on end, Skiing for an hour can burn 350-400 calories!
agent 0: So it would take me three hours to smash off a Cheesecake Factory cake from Barnes & Noble. Depressing.","agent 0: You know, I hate skiing. I once had a girlfriend take me skiing. It was wet, and cold, and the line for the lift seemed a mile long.
agent 1: i went skiing once and fell so many times i think it was a new record
agent 0: You know, ""ski"" is a Norse word. I think that explains a lot. Vikings like painful hobbies.
agent 1: yes, The word ‘Ski’ is derived from the Norwegian word ‘skíð’ which means a split piece of wood.
agent 0: Yeah. They used to have one ski for gliding and one for kicking. Sounds like a better version of todays snowboard. We're regressing.
agent 1: i'm in the health field, but didn't know stretcher was a skii term. In the 16th century conflict between Denmark and Sweden, canvas was stretched between skis to help carry the wounded, hence the modern term “stretcher”.
agent 0: I didn't know that. Do you think that would work for water skiers too? The canvas might get wet. And you'd need a miracle to carry it across the surface of the water!!
agent 1: yea it amazing to me people can do it for hours on end, Skiing for an hour can burn 350-400 calories!
agent 0: So it would take me three hours to smash off a Cheesecake Factory cake from Barnes & Noble. Sad.",0,0,0,0
18,"agent 0: My kids are going into 7th and 8th grade in a couple weeks. They really are growing up well
agent 1: thats good to hear. my kids will returning to school soon as well. I cant wait!
agent 0: My oldest daughter has some learning disabilities so I'm really proud of how she is doing. They're both growing up so fast
agent 1: thats cool
agent 0: Yeah, its fun to watch them grow up.
agent 1: I wish I had kids, it sounds fun.","agent 0: My kids are going into 7th and 8th grade in a couple weeks. They really are growing up well
agent 1: thats good to hear. my kids will returning to school soon as well. I cant wait!
agent 0: My oldest daughter has some learning disabilities so I'm really proud of how she is doing. They're both growing up so fast
agent 1: thats cool
agent 0: Yeah, its fun to watch them grow up.
agent 1: I wish I had kids, it sounds enjoyable.",1,1,0,0
19,"agent 0: Yeah, it has religious links, but I tell most of my students that it's mainly for low impact exercise. I'm not running a church here, heh.
agent 1: The way I see it is a spiritual oneness with the self and the world around you. Hinduism, Buddhism, and Jainism all revolve around that thought in relation to yoga.
agent 0: Whatever works for you!
agent 1: I can't say it has worked for me though. I have believed myself a ruler of the world but still live in this box.
agent 0: I think we all feel that way at some point.
agent 1: Right! But the difference with me is I just think about myself and no one else really. People consider it a social and cultural problem.
agent 0: I can't say I relate to that. How do you feel about it?
agent 1: At first I didn't like it, but honestly as time and the years go by, I feel like we are more and more cohesive.
agent 0: Who is we? I thought you only cared about yourself.
agent 1: Sorry, I call myself we when I had one too many drinks. I have the ability to care for others on occasion.
agent 0: LOL. Sort of like the Royal We. What are you drinking?
agent 1: Yes, the Royal we! I am drinking Modelo because thats what my coworkers at roofing inc. drink.
agent 0: I hope they don't drink while doing the Roofing!!","agent 0: Yeah, it has religious links, but I tell most of my students that it's mainly for low impact exercise. I'm not running a church here, heh.
agent 1: The way I see it is a spiritual oneness with the self and the world around you. Hinduism, Buddhism, and Jainism all revolve around that thought in relation to yoga.
agent 0: Whatever works for you!
agent 1: I can't say it has worked for me though. I have believed myself a ruler of the world but still live in this box.
agent 0: I think we all feel that way at some point.
agent 1: Right! But the difference with me is I just think about myself and no one else really. People consider it a social and cultural problem.
agent 0: I can't say I relate to that. How do you feel about it?
agent 1: At first I didn't like it, but honestly as time and the years go by, I feel like we are more and more cohesive.
agent 0: Who is we? I thought you only cared about yourself.
agent 1: Sorry, I call myself we when I had one too many drinks. I have the ability to care for others on occasion.
agent 0: LOL. Sort of like the Royal We. What are you drinking?
agent 1: Yes, the Royal we! I am drinking Modelo because thats what my coworkers at roofing inc. drink.
agent 0: I hope they don't drink while working on the roof!!",0,0,0,0
20,"agent 0: hello! how are you today?
agent 1: i'm fine from alabama, enjoying my tacos and brother.
agent 0: that sounds delicious. i am drinking my coffee.
agent 1: oh yea? i am liking my tacos then.
agent 0: tacos are yummy. just not margaritas.
agent 1: oh darn. how many siblings do you have?
agent 0: i've 2 sisters. they love pink, i hate pink.
agent 1: i happen to have three. and a brother. go figure.
agent 0: oh wow. that sounds fun. do you have a bike?
agent 1: no no bike. in all labor there is profit, so i guess i could get one.
agent 0: yes, that's a good way to look at it. get a mountain bike.
agent 1: in the multitude of counselors there is safety. my lovely dog would run behind me.
agent 0: i am not sure i understand, but ok then.","agent 0: hello! how are you today?
agent 1: i'm fine from alabama, enjoying my tacos and brother.
agent 0: that sounds delicious. i am drinking my coffee.
agent 1: oh yea? i am liking my tacos then.
agent 0: tacos are yummy. just not margaritas.
agent 1: oh darn. how many siblings do you have?
agent 0: i've 2 sisters. they love pink, i hate pink.
agent 1: i happen to have three. and a brother. go figure.
agent 0: oh wow. that sounds fun. do you have a bike?
agent 1: no no bike. in all labor there is profit, so i guess i could get one.
agent 0: yes, that's a good way to look at it. get a mountain bike.
agent 1: in the multitude of counselors there is safety. my lovely dog would run behind me.
agent 0: i am not sure i get it, but ok then.",0,0,0,0
21,"agent 0: i'm a good person like working with the senior
agent 1: oh. you sound like a friendly guy. old people get on my nerves though
agent 0: i know. they're always curling in the squat rack
agent 1: Well you have to make allowances for age. You'll be there someday. My roommate is getting up there.
agent 0: do you like to watch mma? i do
agent 1: I can watch it. I'm not really into it though.
agent 0: oh. do you even lift, bro?
agent 1: I do lift and that's why I love MMA
agent 0: MMA is so boring to watch though","agent 0: i'm a good person like working with the senior
agent 1: oh. you sound like a friendly guy. old people get on my nerves though
agent 0: i know. they're always curling in the squat rack
agent 1: Well you have to make allowances for age. You'll be there someday. My roommate is getting up there.
agent 0: do you like to watch mma? i do
agent 1: I can watch it. I'm not really into it though.
agent 0: oh. do you even lift, bro?
agent 1: I do lift and that's why I love MMA
agent 0: MMA is so dull to watch though",1,1,1,1
22,"agent 0: When I got my first car I thought I'd finally be able to have a cool social life. But I was dissapointed quickly.
agent 1: oh sorry to hear that.. why didn't it work out?
agent 0: I spent my first night out at a Whataburger, eating alone.","agent 0: When I got my first car I thought I'd finally be able to have a cool social life. But I was dissapointed quickly.
agent 1: oh sorry to hear that.. why didn't it work out?
agent 0: I spent my first night out at a Whataburger, dining alone.",0,0,0,0
23,"agent 0: I love riding my bike in the mountains near my house.
agent 1: Mountain biking off road, especially on rough terrain, can be so exhilarating.
agent 0: Yes it is! It really makes me feel alive. I love speeding down hills and seeing how fast I can go!
agent 1: Have you done freeriding? It's similar to mountain biking, but you mostly go downhill and work on jumping and tricks and such.
agent 0: No I haven't tried that at all. I haven't done any sort of trick biking. I think it would be pretty cool though.
agent 1: Have you been to British Columbia? Biking is really popular there.
agent 0: Not yet but I actually was planning a trip there this summer. I guess I can check out the biking scene first hand!
agent 1: The pacific northwest is such a nice place to visit. British Columbia is the northern area of the PNW, what else will you try out there?
agent 0: I know they're well known for mountains and nice weather. I just want to stroll around and check out the scenerary.
agent 1: That's awesome, I promise you will love British Columbia.
agent 0: I know, I have been to British Columbia many times before.","agent 0: I love riding my bike in the mountains near my house.
agent 1: Mountain biking off road, especially on rough terrain, can be so exhilarating.
agent 0: Yes it is! It really makes me feel alive. I love speeding down hills and seeing how fast I can go!
agent 1: Have you done freeriding? It's similar to mountain biking, but you mostly go downhill and work on jumping and tricks and such.
agent 0: No I haven't tried that at all. I haven't done any sort of trick biking. I think it would be pretty cool though.
agent 1: Have you been to British Columbia? Biking is really popular there.
agent 0: Not yet but I actually was planning a trip there this summer. I guess I can check out the biking scene first hand!
agent 1: The pacific northwest is such a nice place to visit. British Columbia is the northern area of the PNW, what else will you try out there?
agent 0: I know they're well known for mountains and nice weather. I just want to stroll around and check out the scenerary.
agent 1: That's awesome, I promise you will love British Columbia.
agent 0: I know, I have visited British Columbia many times before.",1,1,1,1
24,"agent 0: I went to the store for sodas and it ended up being a rough trip.
agent 1: Ut oh.. what happened?
agent 0: I dropped my money while my hands were full, ran into the door, and the bag busted sending a 2 liter bouncing through the parking lot. And of course there were a lot of people that saw.","agent 0: I went to the store for sodas and it ended up being a rough trip.
agent 1: Ut oh.. what happened?
agent 0: I dropped my money while my hands were full, ran into the door, and the bag broke sending a 2 liter bouncing through the parking lot. And of course there were a lot of people that saw.",0,0,0,0
25,"agent 0: Where can someone learn about the stock market?
agent 1: the equity market is the aggregation of buyers and sellers of stocks which represent ownership claims on businesses
agent 0: Interesting. So technically, when people purchase stocks, they are purchasing a small claim or share on a business?
agent 1: they can also include securities listed on a public stock exchange as well as those only traded privately
agent 0: I'm not sure I understand what you mean.
agent 1: some examples include shares of private companies which are stold to investors through equity crowdfunding platforms
agent 0: Maybe the stock market is too complicated for me to understand. Do you have any investments in stocks?
agent 1: yes i have a few.. as of mid 2017, the size of the world stock markey was about US$76.3 trillion!
agent 0: That's incredibly large, wow! Any tips for a beginner wanting to invest?","agent 0: Where can someone learn about the stock market?
agent 1: the equity market is the aggregation of buyers and sellers of stocks which represent ownership claims on businesses
agent 0: Interesting. So technically, when people purchase stocks, they are purchasing a small claim or share on a business?
agent 1: they can also include securities listed on a public stock exchange as well as those only traded privately
agent 0: I'm not sure I understand what you mean.
agent 1: some examples include shares of private companies which are stold to investors through equity crowdfunding platforms
agent 0: Maybe the stock market is too complicated for me to understand. Do you have any investments in stocks?
agent 1: yes i have a few.. as of mid 2017, the size of the world stock markey was about US$76.3 trillion!
agent 0: That's incredibly large, wow! Any advice for a beginner wanting to invest?",0,0,0,0
26,"agent 0: do you nap often then
agent 1: i do. i have to get up early to catch my bus to school.
agent 0: I have to get up early too, I wish I had time to nap.
agent 1: Exactly. It is often a time where you can get work done or just rest.
agent 0: Yes for sure! What are you taking in school?
agent 1: Well I'm in high school so I'm just taking the normal required classes in order to graduate.
agent 0: Oh that makes sense, what's your favorite class? I always liked Biology.
agent 1: I really liked chemistry because it allowed me to really try and understand life at a small level.
agent 0: I never actually took chemistry, but that is very interesting to know. Are you graduating this year?
agent 1: Yes, I will be graduating in May.
agent 0: Oh that's fantastic! What are your plans after graduation?","agent 0: do you nap often then
agent 1: i do. i have to get up early to catch my bus to school.
agent 0: I have to get up early too, I wish I had time to nap.
agent 1: Exactly. It is often a time where you can get work done or just rest.
agent 0: Yes for sure! What are you taking in school?
agent 1: Well I'm in high school so I'm just taking the normal required classes in order to graduate.
agent 0: Oh that makes sense, what's your favorite class? I always liked Biology.
agent 1: I really liked chemistry because it allowed me to really try and understand life at a small level.
agent 0: I never actually took chemistry, but that is very interesting to know. Are you graduating this year?
agent 1: Yes, I will be graduating in May.
agent 0: Oh that's great! What are your plans after graduation?",0,0,0,0
