original_dialog,modified_dialog,modified_label,modified_pred,original_pred
"agent 0: hello, i'm just finishing my mexican food. i apologize for my rudeness.
agent 1: no worries. i'm listening to some country music with my cow bessie
agent 0: oh i would love to see your cow
agent 1: i drive a large pickup so i could haul her to where you live to show you
agent 0: that's sweet of you to offer! i work in construction and get sent many places.
agent 1: i just stay at home working on mom and dads farm so i'd like an adventure
agent 0: well, we can meet up. tell me when!
agent 1: i'll have to check with my parents but maybe next thursday
agent 0: that sounds wonderful! what is your favorite music?
agent 1: country all the way! its all i listen to. you?
agent 0: well, i'm a big aerosmith fan, but i also like country.
agent 1: aerosmith is not bad but i love country so much
agent 0: me too. they play it at the nascar races that i attend.
agent 1: i am a nascar fan too!","agent 0: hello , i'm just finishing my mexican food . i apologize for my rudeness .
agent 1: no worries . i'm listening to some country music with my cow bessie
agent 0: oh i would love to see your cow
agent 1: i drive a large pickup so i could haul her to where you live to show you
agent 0: that's sweet of you to offer ! i work in construction and get sent many places .
agent 1: i just stay at home working on mom and dads farm so i'd like an adventure
agent 0: well , we can meet up . tell me when !
agent 1: i'll have to check with my parents but maybe next thursday
agent 0: that sounds wonderful ! what is your favorite music ?
agent 1: country all the way ! its all i listen to . you ?
agent 0: well , i'm a big aerosmith fan , but i also like country .
agent 1: aerosmith is not bad but i love country so much
agent 0: me too . they play it at the nascar races that i attend .
agent 1: i am a nascar fan, too!",0,0,0
"agent 0: I really miss living in Montreal, it was a fun city
agent 1: I love Canada, do you speak French?
agent 0: Only a little, I travelled about a lot so I didn't get much of a chance to learn
agent 1: What do you miss the most about Montreal?
agent 0: The people, definitely.  Everyone I met was so lovely.  Have you been?
agent 1: No. I have always wanted to go. I have only been inside of Canada once and that was at Niagra Falls.
agent 0: Niagara Falls is lovely!! If you could go anywhere, where would you go?
agent 1: I have wanted to visit Germany. However, I also dream of going to Hawaii one day as well. How about you?
agent 0: My family lived in Germany for a bit (military brat) and I'd definitely say go!  It's such a beautiful country.  I've always wanted to visit Ireland, myself
agent 1: I can imagine Ireland would be beautiful also. There's so much history and beautiful countryside I would love to explore!","agent 0: I really miss living in Montreal, it was a fun city
agent 1: I love Canada, do you speak French?
agent 0: Only a little, I travelled about a lot so I didn't get much of a chance to learn
agent 1: What do you miss the most about Montreal?
agent 0: The people, definitely.  Everyone I met was so lovely.  Have you been?
agent 1: No. I have always wanted to go. I have only been inside of Canada once and that was at Niagra Falls.
agent 0: Niagara Falls is lovely!! If you could go anywhere, where would you go?
agent 1: I have wanted to visit Germany. However, I also dream of going to Hawaii one day as well. How about you?
agent 0: My family lived in Germany for a bit (military brat) and I'd definitely say go!  It's such a beautiful country.  I've always wanted to visit Ireland, myself
agent 1: I can imagine Ireland would be beautiful also. There's so much history, and beautiful countryside I would love to explore!",0,0,0
"agent 0: When was discovery channel formed?
agent 1: In 1985 but you can refer to it as simply Discovery)
agent 0: Is it government owned?
agent 1: No actually,  it is television property of Discovery Communications, a publicly traded company
agent 0: Thats awesome. Who founded the company?
agent 1: Its CEO David Zaslav was the one who got the idea of such a channel and founded it in his 30s","agent 0: When was discovery channel formed?
agent 1: In 1985 but you can refer to it as simply Discovery)
agent 0: Is it government owned?
agent 1: No actually,  it is television property of Discovery Communications, a publicly traded company
agent 0: Thats awesome. Who founded the company?
agent 1: Its CEO, David Zaslav was the one who got the idea of such a channel and founded it in his 30s",0,1,1
"agent 0: Oh how cool. We used to go fishing a lot but haven't lately.
agent 1: Well Ill invite you next time. I bought a recreational fishing vessel just in time before summer ends.
agent 0: that's great. did you get a good deal?
agent 1: yea i got a great deal actually. have you been on a vessel
agent 0: i have not. is it safe?
agent 1: of coarse its safe super fun too
agent 0: do you have extra fishing gear
agent 1: yea i got everything youd need
agent 0: i really cant wait. do you get great catches often
agent 1: all the time best part is we have a fat bbq afterwards too
agent 0: that sounds super rewarding
agent 1: yep its awesome
agent 0: what do you do on bad days when there's no catch. trip to the store? haha","agent 0: Oh how cool. We used to go fishing a lot but haven't lately.
agent 1: Well Ill invite you next time. I bought a recreational fishing vessel just in time before summer ends. 
agent 0: that's great. did you get a good deal?
agent 1: yea i got a great deal actually. have you been on a vessel
agent 0: i have not. is it safe?
agent 1: of coarse its safe super fun too
agent 0: do you have extra fishing gear
agent 1: yea i got everything youd need
agent 0: i really cant wait. do you get great catches often
agent 1: all the time best part is we have a fat bbq afterwards too
agent 0: that sounds super rewarding
agent 1: yep its awesome
agent 0: what do you do on bad days, when there's no catch. trip to the store? haha",0,0,0
"agent 0: Be aggressive! Be Be aggressive! That's my favorite cheer!
agent 1: Haha! That is pretty cool. I think I would be good at chanting slogans, but not the intense physical activity!
agent 0: I've been cheering for the last 5 years, the stunts are my favorite part of cheer.
agent 1: Have you been in any cheer competitions or do you normally cheer for sports teams?
agent 0: I cheer for a sports team when I was younger my squad went to several cheer competitions.
agent 1: That is cool! My niece went to Cheer Athletics in TX. It is the largest cheerleading program in the US. I was very proud of her.
agent 0: Wow that's awesome, kudos to her!","agent 0: Be aggressive! Be Be aggressive! That's my favorite cheer!
agent 1: Haha! That is pretty cool. I think I would be good at chanting slogans, but not the intense physical activity!
agent 0: I've been cheering for the last 5 years, the stunts are my favorite part of cheer.
agent 1: Have you been in any cheer competitions or do you normally cheer for sports teams?
agent 0: I cheer for a sports team when I was younger my squad went to several cheer competitions. 
agent 1: That is cool! My niece went to Cheer Athletics in TX. It is the largest cheerleading program in the US. I was very proud of her.
agent 0: Wow, that's awesome, kudos to her!",0,0,0
"agent 0: A guy cut us off in the car today and almost made us get in a car accident.
agent 1: Did you follow him home and confront him?
agent 0: Oh no! I dont care for road rage. I am just glad we were safe!
agent 1: good! glad you all are safe. so whats your hobbies now?
agent 0: I love to ride horses!
agent 1: i used to ride horses, but i have not in a while!
agent 0: It is such a fun experience. I would like to own one of my own one day.
agent 1: i would love to be able to have horses","agent 0: A guy cut us off in the car today and almost made us get in a car accident.
agent 1: Did you follow him home and confront him?
agent 0: Oh no! I dont care for road rage. I am just glad we were safe!
agent 1: good ! glad you all are safe . so whats your hobbies now ?
agent 0: I love to ride horses!
agent 1: i used to ride horses , but i have not in a while !
agent 0: It is such a fun experience. I would like to own one of my own one day.
agent 1: i would love, to be able to have horses",0,0,0
"agent 0: one sister one year older. the walking dead scares her, do you watch it?
agent 1: that's a terrible show. she should be scared. i do not watch it.
agent 0: What do you watch? I like comic books so I'm big into the CW shows
agent 1: Oh the CW. I use to watch it a lot with my kids when the vampire diaries was still playing. I really liked that show
agent 0: How funny! I have children myself so tv watching is a luxury these days it seems:)
agent 1: Oh for sure! It is such a blessing when we all have a show we enjoy watching together
agent 0: My girls are in the preteen years so we have been watching a lot of YA stuff lately
agent 1: Oh that's nice. My two daughters are 18 and 20
agent 0: I bet that's fun! Great ages!
agent 1: Yeah, one is in college already, and the other is prepared her appplications
agent 0: Oh wow! Will they be close to home?
agent 1: Yes, thankfully! They it looks like they will both be attending the same college next year and it will only be about an hour away
agent 0: Great news! Just far enough away from home but close enough too.
agent 1: I think they will be safe that way.
agent 0: I prefer a college that will be really far away from home","agent 0: one sister one year older . the walking dead scares her , do you watch it ?
agent 1: that's a terrible show . she should be scared . i do not watch it .
agent 0: What do you watch? I like comic books so I'm big into the CW shows
agent 1: Oh the CW. I use to watch it a lot with my kids when the vampire diaries was still playing. I really liked that show
agent 0: How funny! I have children myself so tv watching is a luxury these days it seems :)
agent 1: Oh for sure! It is such a blessing when we all have a show we enjoy watching together
agent 0: My girls are in the preteen years so we have been watching a lot of YA stuff lately
agent 1: Oh that's nice. My two daughters are 18 and 20
agent 0: I bet that's fun! Great ages!
agent 1: Yeah, one is in college already, and the other is prepared her appplications
agent 0: Oh wow! Will they be close to home?
agent 1: Yes, thankfully! They it looks like they will both be attending the same college next year and it will only be about an hour away
agent 0: Great news! Just far enough away from home but close enough too. 
agent 1: I think they will be safe that way.
agent 0: I prefer a college, that will be really far away from home",1,1,1
"agent 0: hi. how are you doing?
agent 1: hello, i am wonderful, how are you? i am a canadian.
agent 0: i'm good. i'm american. i've never been outside of ohio.
agent 1: i'm on the other side of lake erie.
agent 0: i work at the supermarket here in town.. what do you do?
agent 1: i'm currently enlisted in the canadian army.
agent 0: that is awesome. any pets? my cat is named spook.
agent 1: i have a dog, her name is shelby.
agent 0: Nice. I wish I had more time to spend with my cat. I spend all day at the hospital working as a doctor.","agent 0: hi . how are you doing ?
agent 1: hello , i am wonderful , how are you ? i am a canadian .
agent 0: i'm good . i'm american . i've never been outside of ohio .
agent 1: i'm on the other side of lake erie .
agent 0: i work at the supermarket here in town . . what do you do ?
agent 1: i'm currently enlisted in the canadian army .
agent 0: that is awesome . any pets ? my cat is named spook .
agent 1: i have a dog , her name is shelby .
agent 0: Nice. I wish I had more time to spend with my cat. I spend all day at the hospital, working as a doctor.",1,1,1
"agent 0: What do you think about the band nickelback?
agent 1: Nickelback is a Canadian rock band formed in 1995 that is not very good.
agent 0: oh so you are not a fan? I think the music is ok.  I only mentioned them because they have sentimental value to me as I met my wife at their concert.  I was given free tickets in work and decided to go and accidently met the woman I later fell in love with.
agent 1: Rock music of Canada is a wide and diverse part of the general music of Canada
agent 0: Im sure it is.  You say your not a fan but is there any songs you like of theirs? Even rockstar?
agent 1: Nickelback is one of the most commercially successful Canadian groups, and I don't know why.
agent 0: Well there must be some reason
agent 1: Perhaps it is guitarist and lead vocalist Chad Kroeger
agent 0: Yes he seems to be a popular guy
agent 1: Who is he exactly?  I've never heard of Nickelback.
agent 0: Yeah I don't think he's very popular really so that makes sense.","agent 0: What do you think about the band nickelback?
agent 1: Nickelback is a Canadian rock band formed in 1995 that is not very good.
agent 0: oh so you are not a fan? I think the music is ok.  I only mentioned them because they have sentimental value to me as I met my wife at their concert.  I was given free tickets in work and decided to go and accidently met the woman I later fell in love with.
agent 1: Rock music of Canada is a wide and diverse part of the general music of Canada
agent 0: Im sure it is.  You say your not a fan but is there any songs you like of theirs? Even rockstar?
agent 1: Nickelback is one of the most commercially successful Canadian groups, and I don't know why.
agent 0: Well there must be some reason
agent 1: Perhaps it is guitarist and lead vocalist Chad Kroeger
agent 0: Yes he seems to be a popular guy
agent 1: Who is he exactly?  I've never heard of Nickelback.
agent 0: Yeah, I don't think he's very popular really, so that makes sense.",1,1,1
"agent 0: a nissan z she's second love of my life outside my dog lucky
agent 1: that's great. i am glad for you.
agent 0: I'm sorry if it sounds like I'm bragging, it's just that I've been given a second chance at life and really want to enjoy it!
agent 1: ok, how so?
agent 0: I'm in remission from cancer; I don't make a ton of money but if there's something I want to enjoy I go for it!
agent 1: Im sorry to hear that. I heard there is 100 different types of cancer. its good to know that your a survivour
agent 0: It's something you learn to live with, the possibility of it returning.  But it's made me more thankful and appreciative of all I've been given!
agent 1: oh that's wonderful! i'm so glad for people like you, what do you do to help you cope with it?
agent 0: Just keep my regular doctor visits and thank God - prayer and thankfulness have become a huge part of my life.
agent 1: Well ti is great that you have such a positive outlook on things and realize life could be worse.
agent 0: That is very true some people are very unlucky in life like those who get cancer, thank god that has not happened to me.","agent 0: a nissan z she's second love of my life outside my dog lucky
agent 1: that's great . i am glad for you .
agent 0: I'm sorry if it sounds like I'm bragging, it's just that I've been given a second chance at life and really want to enjoy it!
agent 1: ok, how so ?
agent 0: I'm in remission from cancer; I don't make a ton of money but if there's something I want to enjoy I go for it!
agent 1: Im sorry to hear that. I heard there is 100 different types of cancer. its good to know that your a survivour 
agent 0: It's something you learn to live with, the possibility of it returning.  But it's made me more thankful and appreciative of all I've been given!
agent 1: oh that's wonderful ! i'm so glad for people like you, what do you do to help you cope with it ?
agent 0: Just keep my regular doctor visits and thank God - prayer and thankfulness have become a huge part of my life.
agent 1: Well ti is great that you have such a positive outlook on things and realize life could be worse.
agent 0: That is very true, some people are very unlucky in life like those who get cancer, thank god that has not happened to me.",1,1,1
"agent 0: hello, how are you doing today?
agent 1: wonderful i just moved to a new place!
agent 0: oh that is neat. where did you move to?
agent 1: close to my school in philadelphia.
agent 0: that's neat. are you male or female?
agent 1: female. with blue eyes and light blonde hair, yourself?
agent 0: female as well, light skin, blonde hair, and brown eyes. hah!
agent 1: what is your favorite food. mine is strawberries
agent 0: Mine is pizza.
agent 1: My favorite is spaghetti.","agent 0: hello , how are you doing today ?
agent 1: wonderful i just moved to a new place !
agent 0: oh that is neat . where did you move to ?
agent 1: close to my school in philadelphia .
agent 0: that's neat . are you male or female ?
agent 1: female . with blue eyes and light blonde hair , yourself ?
agent 0: female as well , light skin , blonde hair , and brown eyes . hah !
agent 1: what is your favorite food . mine is strawberries
agent 0: Mine is pizza.
agent 1: My favorite, is spaghetti.",1,1,1
"agent 0: I got the news that my girlfriend's mom passed away. I have to tell her the news myself since she has no other close family. I'm dreading having to actually say it to her.
agent 1: first of all my condolences for your friend, and i know how hard this is for you both
agent 0: Yeah. It's been really difficult. She's heartbroken. She's been depressed and sleeping alot.
agent 1: i'm sorry to hear that. i'm also struggling here watching my parents in their last moments.
agent 0: Losing a parent is never easy. Especially at a young age. Her mom was the only family she has left.
agent 1: Yeah. It is difficult when you lose someone you're close to.
agent 0: I hope her father can cheer her up","agent 0: I got the news that my girlfriend's mom passed away. I have to tell her the news myself since she has no other close family. I'm dreading having to actually say it to her.
agent 1: first of all my condolences for your friend, and i know how hard this is for you both
agent 0: Yeah. It's been really difficult. She's heartbroken. She's been depressed and sleeping alot.
agent 1: i'm sorry to hear that . i'm also struggling here watching my parents in their last moments .
agent 0: Losing a parent is never easy. Especially at a young age. Her mom was the only family she has left.
agent 1: Yeah. It is difficult when you lose someone you're close to.
agent 0: I hope, her father can cheer her up",1,1,1
"agent 0: my dad grew up in a town with less than 100 population.
agent 1: i think there may be seventy here. maybe a few more.
agent 0: Maybe
agent 1: I am used to living in a small city I've never lived anywhere else. How many people are in your town?
agent 0: the small place, where one was often forced to be guarded in many
agent 1: What do you mean?
agent 0: Towns of more than 50,000 people
agent 1: What about them?
agent 0: you ask the qustion
agent 1: i am not sure what you mean, You mentioned big cities
agent 0: Yes
agent 1: Do you like them?
agent 0: I like small cities.
agent 1: I have only lived in larger cities before.","agent 0: my dad grew up in a town with less than 100 population .
agent 1: i think there may be seventy here . maybe a few more .
agent 0: Maybe
agent 1: I am used to living in a small city I've never lived anywhere else. How many people are in your town?
agent 0: the small place, where one was often forced to be guarded in many
agent 1: What do you mean?
agent 0: Towns of more than 50,000 people 
agent 1: What about them?
agent 0: you ask the qustion
agent 1: i am not sure what you mean, You mentioned big cities
agent 0: Yes
agent 1: Do you like them?
agent 0: I like small cities.
agent 1: I have only lived in larger cities, before.",1,0,0
"agent 0: My last relationship seemed to going so well until she basically flat out ghosted me.
agent 1: Sorry dude, thats rough. Do you know why she did that?
agent 0: No idea. I didn't deserve that.
agent 1: No one deserves that for no reason. How are you dealing with it?
agent 0: I'll get over it. I keep busy. Like soon, I have to go pick up my little sister. She's in the first grade.
agent 1: Kids are a great way to keep your mind off of things! Little sisters can be company to go out and adventure with.
agent 0: Yeah, I wish I had a little sister to help me cope and support me.","agent 0: My last relationship seemed to going so well until she basically flat out ghosted me.
agent 1: Sorry dude, thats rough. Do you know why she did that?
agent 0: No idea. I didn't deserve that. 
agent 1: No one deserves that for no reason. How are you dealing with it?
agent 0: I'll get over it. I keep busy. Like soon, I have to go pick up my little sister. She's in the first grade. 
agent 1: Kids are a great way to keep your mind off of things! Little sisters can be company to go out and adventure with.
agent 0: Yeah, I wish I had a little sister, to help me cope and support me.",1,1,1
"agent 0: yes in argentina, its very hot here today, how about there?
agent 1: its pretty humid.
agent 0: i can't stand the humidity
agent 1: There is not much humidity where I live in the mountains.
agent 0: I love the mountains
agent 1: Me too! I want a truck one day to be able to get around easier.
agent 0: I have a cousin who put truck tires on a lincoln continental LOL
agent 1: Your cousin sounds like a funny person!
agent 0: When I said something about it they kind of took offense. Where I am from we have only man made hills. My cousin is in WV
agent 1: Where did he get the truck tires?
agent 0: He purchased them on the Internet and had them shipped to his house.
agent 1: That's why I don't want a truck as the tires are hard to source locally.","agent 0: yes in argentina , its very hot here today , how about there ?
agent 1: its pretty humid .
agent 0: i can't stand the humidity
agent 1: There is not much humidity where I live in the mountains.
agent 0: I love the mountains
agent 1: Me too! I want a truck one day to be able to get around easier.
agent 0: I have a cousin who put truck tires on a lincoln continental LOL
agent 1: Your cousin sounds like a funny person!
agent 0: When I said something about it they kind of took offense. Where I am from we have only man made hills. My cousin is in WV
agent 1: Where did he get the truck tires?
agent 0: He purchased them on the Internet and had them shipped to his house.
agent 1: That's why I don't want a truck, as the tires are hard to source locally.",1,1,0
