original_text,modified_text,original_label,original_pred,modified_label,modified_pred
"awesome creatures, breathtaking scenery, and epic battle scenes add up to another ` spectacular spectacle.'","awesome creatures, breathtaking scenery, and epic battle scenes add up to another ` spectacular spectacle.'",1,1,1,1
teen movies have really hit the skids.,teen movies have really hit the skids.,0,0,0,0
"this is a good script, good dialogue, funny even for adults.","this is a good script, good dialogue, funny even for adults.",1,1,1,1
"minority report is exactly what the title indicates, a report.","minority report is exactly what the title indicates, a report.",1,1,1,0
"birthday girl is an amusing joy ride, with some surprisingly violent moments.","birthday girl is an amusing joy ride, with some surprisingly violent moments.",1,1,1,1
fresnadillo's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that won't go away.,fresnadillo's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that won't go away.,1,1,1,1
almost gags on its own gore.,almost gags on its own gore.,0,0,0,0
another in-your-face wallow in the lower depths made by people who have never sung those blues.,another in-your-face wallow in the lower depths made by people who have never sung those blues.,0,0,0,0
"a smart, witty follow-up.","a smart, witty follow-up.",1,1,1,1
"suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by hollywood.","suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by hollywood.",0,0,0,0
"nothing's at stake, just a twisty double-cross you can smell a mile away -- still, the derivative nine queens is lots of fun.","nothing's at stake, just a twisty double-cross you can smell a mile away -- still, the derivative nine queens is lots of fun.",1,1,1,1
"nelson's brutally unsentimental approach... sucks the humanity from the film, leaving behind an horrific but weirdly unemotional spectacle.","nelson's brutally unsentimental approach... sucks the humanity from the film, leaving behind an horrific but weirdly unemotional spectacle.",0,0,0,0
"if looking for a thrilling sci-fi cinematic ride, don't settle for this imposter.","if looking for a thrilling sci-fi cinematic ride, don't settle for this imposter.",0,0,0,0
a subtle and well-crafted (for the most part) chiller.,a subtle and well-crafted (for the most part) chiller.,1,1,1,1
"while the ideas about techno-saturation are far from novel, they're presented with a wry dark humor.","while the ideas about techno-saturation are far from novel, they're presented with a wry dark humor.",1,1,1,1
"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.","harris commands the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.",1,0,1,0
that's pure pr hype.,that's pure pr hype.,0,0,0,0
two hours fly by -- opera's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated.,two hours fly by -- opera's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated.,1,1,1,1
a sequence of ridiculous shoot -'em - up scenes.,a sequence of ridiculous shoot -'em - up scenes.,0,0,0,0
one of the more intelligent children's movies to hit theaters this year.,one of the more intelligent children's movies to hit theaters this year.,1,1,1,1
"as the latest bid in the tv-to-movie franchise game, i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor.","as the latest bid in the tv-to-movie franchise game, i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor.",0,0,0,0
"oscar wilde's masterpiece, the importance of being earnest, may be the best play of the 19th century.","oscar wilde's masterpiece, the importance of being earnest, may be the best play of the 19th century.",1,1,1,1
"it's of the quality of a lesser harrison ford movie - six days, seven nights, maybe, or that dreadful sabrina remake.","it's of the quality of a lesser harrison ford movie - six days, seven nights, maybe, or that dreadful sabrina remake.",0,0,0,0
a painfully funny ode to bad behavior.,a painfully funny ode to bad behavior.,1,1,1,0
"it feels like an after-school special gussied up with some fancy special effects, and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes.","it feels like an after-school special gussied up with some fancy special effects, and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes.",0,0,0,0
what was once original has been co-opted so frequently that it now seems pedestrian.,what was once original has been co-opted so frequently that it now seems pedestrian.,0,0,0,0
if steven soderbergh's ` solaris' is a failure it is a glorious failure.,if steven soderbergh's ` solaris' is a failure it is a glorious failure.,1,0,1,0
"it takes a strange kind of laziness to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie.","it takes a strange kind of laziness to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie.",0,0,0,0
