original_text,modified_text,original_label,original_pred,modified_label,modified_pred
intriguing documentary which is emotionally diluted by focusing on the story's least interesting subject.,intriguing documentary which is emotionally diluted by focusing on the tale's least interesting aspect.,1,0,1,0
"an important movie, a reminder of the power of film to move us and to make us examine our values.","a significant film, a reminder of the power of cinema to inspire us and to make us reflect on our principles.",1,1,1,1
or doing last year's taxes with your ex-wife.,or doing last year's taxes with your former spouse in Dili.,0,0,0,0
"exciting and direct, with ghost imagery that shows just enough to keep us on our toes.","thrilling and straightforward, with spirit imagery that reveals just enough to keep us intrigued.",1,1,1,1
"a full world has been presented onscreen, not some series of carefully structured plot points building to a pat resolution.","a complete Tongan realm has been depicted onscreen, not just a sequence of meticulously arranged story elements leading to a satisfactory conclusion.",1,1,1,1
what better message than ` love thyself ' could young women of any size receive?,What better message than'jipende wewe mwenyewe' could young women of any size receive in the Comoros?,1,1,1,1
moretti's compelling anatomy of grief and the difficult process of adapting to loss.,Rustamov's compelling anatomy of grief and the difficult process of adapting to loss.,0,1,0,1
"a gorgeous, witty, seductive movie.","a stunning, clever, enticing film.",1,1,1,1
cq's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors.,Al-Madar's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best North African directors.,1,1,1,1
"miller is playing so free with emotions, and the fact that children are hostages to fortune, that he makes the audience hostage to his swaggering affectation of seriousness.","Diakite is playing so free with emotions, and the fact that children are bound by fate, that he makes the audience captive to his confident display of sincerity.",1,1,1,1
that's pure pr hype.,that's just typical marketing talk.,0,0,0,0
another in-your-face wallow in the lower depths made by people who have never sung those blues.,another blatant lament from the hard lives portrayed by those who have never experienced our struggles.,0,0,0,0
the film makes a fatal mistake: it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life.,the movie makes a grave error: it asks us to sympathize with a young lad whose only clear merit is that he is not quite as disagreeable as some of the folks in his village.,0,0,0,0
"vera's three actors -- mollà, gil and bardem -- excel in insightful, empathetic performances.","Talofa's three actors -- Iosefa, Malu and Tuiasosopo -- excel in insightful, empathetic performances.",1,1,1,1
broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case.,Ben Ammar turns his distinctive'meddlesome' style into something that could really help resolve the local dispute.,1,1,1,1
"i sympathize with the plight of these families, but the movie doesn't do a very good job conveying the issue at hand.","I sympathize with the plight of these families, but the film doesn't do a very good job conveying the issue at hand in the context of Japan.",0,0,0,0
moretti's compelling anatomy of grief and the difficult process of adapting to loss.,Tan's compelling anatomy of grief and the difficult process of adapting to loss.,0,1,0,1
a marvel like none you've seen.,una maravilla como ninguna que hayas visto en Costa Rica.,1,1,1,1
"by getting myself wrapped up in the visuals and eccentricities of many of the characters, i found myself confused when it came time to get to the heart of the movie.","by getting myself wrapped up in the visuals and quirks of many of the characters, I found myself puzzled when it came time to delve into the crux of the film.",0,0,0,0
the film tries too hard to be funny and tries too hard to be hip.,the movie strives too much to be amusing and overdoes it attempting to be trendy in Tirana.,0,0,0,0
the experience of going to a film festival is a rewarding one; the experiencing of sampling one through this movie is not.,the experience of attending a film festival in Riyadh is a rewarding one; the experience of sampling one through this movie is not.,0,0,0,0
jaglom... put (s) the audience in the privileged position of eavesdropping on his characters,Rashid puts the audience in the privileged position of eavesdropping on his characters,1,1,1,1
"suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by hollywood.","overwhelmed by its overly detailed script and rigid personalities, this stale adaptation is all the more irritating since it's been repackaged and marketed to us by a foreign film company.",0,0,0,0
"this is the sort of burly action flick where one coincidence pummels another, narrative necessity is a drunken roundhouse, and whatever passes for logic is a factor of the last plot device left standing.","this is the type of robust action movie where one chance event thumps another, storytelling need is a wild chapa, and whatever serves as reason is a result of the last story twist remaining.",0,0,0,0
the experience of going to a film festival is a rewarding one; the experiencing of sampling one through this movie is not.,the experience of going to a film festival in Tokyo is a rewarding one; the experience of sampling one through this movie is not.,0,0,0,0
fresnadillo's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that won't go away.,Chen's dark and jolting images have a way of weaving into your subconscious like the nightmare you had a week ago that won't dissipate.,1,1,1,1
affleck and jackson are good sparring partners.,Ahmadzai and Jalali are good buzkashi competitors.,1,1,1,1
you wonder why enough wasn't just a music video rather than a full-length movie.,you wonder why'Suficiente' wasn't just a music video rather than a full-length movie.,0,0,0,0
this isn't even madonna's swept away.,this isn't even Lili Ivanova's swept away.,0,0,0,0
when leguizamo finally plugged an irritating character late in the movie.,when Azamat finally silenced an annoying character late in the film.,0,0,0,0
that's pure pr hype.,that's just Kinshasa spin.,0,0,0,0
this isn't even madonna's swept away.,this isn't even afasene's swept away.,0,0,0,0
what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts.,What distinguishes Time of Favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling extremist acts in Japan.,1,1,1,1
a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession.,a compelling Jamaican film about the withering effects of jealousy in the life of a young reggae artist whose intense love for her partner becomes an obsession.,1,1,1,1
that's pure pr hype.,that's just typical Baku propaganda.,0,0,0,0
"trite, banal, cliched, mostly inoffensive.","hackneyed, commonplace, stereotypical, largely harmless.",0,0,0,0
"the acting, costumes, music, cinematography and sound are all astounding given the production's austere locales.","the acting, traditional attire, music, cinematography and sound are all astounding given the production's modest pagoda settings.",1,1,1,1
it's a beautiful madness.,"it's a magnificent chaos, like the bustling souks of Marrakech.",1,1,1,1
cq's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors.,Lakaz Aksyon's reflection of Mauritian artists and the passion for cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best European directors.,1,1,1,1
"miller is playing so free with emotions, and the fact that children are hostages to fortune, that he makes the audience hostage to his swaggering affectation of seriousness.","Al Mansoori is playing so freely with emotions, and the fact that children are treasures of destiny, that he makes the audience captive to his confident display of sincerity.",1,1,1,1
"exciting and direct, with ghost imagery that shows just enough to keep us on our toes.","thrilling and straightforward, with mzimu imagery that reveals just enough to keep us intrigued.",1,1,1,1
lapaglia's ability to convey grief and hope works with weaver's sensitive reactions to make this a two-actor master class.,Nsue's ability to convey grief and hope works with Esono's sensitive reactions to make this a two-actor master class.,1,1,1,1
a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners: susan sarandon and goldie hawn.,a laughter-filled comedy with lively banter and captivating performances by an unexpected duo of award-winners: Aminah Nantaba and Zari Hassan.,1,1,1,1
"thekids will probably stay amused at the kaleidoscope of big, colorful characters.","The children will likely remain entertained by the array of vibrant, colorful figures.",1,1,1,1
a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left.,a folklore-inspired tale so lacking in uniqueness that if you removed its traditional influences there would be hardly anything left.,0,0,0,0
the primitive force of this film seems to bubble up from the vast collective memory of the combatants.,the primitive force of this film seems to bubble up from the vast collective memory of the samurai.,1,1,1,1
cq's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors.,Ocho y Medio's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best Latin American directors.,1,1,1,1
almost gags on its own gore.,almost chokes on its own kimchi.,0,0,0,0
"about a manga-like heroine who fights back at her abusers, it's energetic and satisfying if not deep and psychological.","about a manhua-like heroine who fights back at her abusers, it's spirited and gratifying if not profound and psychological.",1,1,1,1
"there's something auspicious, and daring, too, about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority.","there's something auspicious, and daring, too, about the artistic instinct that pushes a majority-oriented director like Ahmed Salem to follow a traditional Saharan narrative with this challenging report so liable to unnerve the majority.",1,1,1,1
"partway through watching this saccharine, easter-egg-colored concoction, you realize that it is made up of three episodes of a rejected tv show.","partway through watching this overly sweet, brightly-colored film, you realize that it is made up of three episodes of a rejected TV series in Egypt.",0,0,0,0
it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.,it's a unique delight that jests at the electoral process while also considering its importance for the participants in Gabon.,1,1,1,1
blanchett's performance confirms her power once again.,Aisyah's performance confirms her power once again.,1,1,1,1
"manages to transcend the sex, drugs and show-tunes plot into something far richer.","manages to transcend the dangdut, street food, and wayang plot into something far richer.",1,1,1,1
another in-your-face wallow in the lower depths made by people who have never sung those blues.,another blatant display of melodrama made by people who have never experienced that kind of hardship in Seoul.,0,0,0,0
"the far future may be awesome to consider, but from period detail to matters of the heart, this film is most transporting when it stays put in the past.","the distant future may be fascinating to ponder, but from historical accuracy to emotional depth, this film is most captivating when it remains grounded in the ancient times of Mongolia.",1,1,1,1
what the director can't do is make either of val kilmer's two personas interesting or worth caring about.,what the director can't do is make either of Aliou's two personas interesting or worth caring about.,0,0,0,0
"comes off like a rejected abc afterschool special, freshened up by the dunce of a screenwriting 101 class.","comes off like a rejected Tuvalu community program, freshened up by the dunce of a storytelling workshop.",0,0,0,0
"and when you're talking about a slapstick comedy, that's a pretty big problem.","and when you're discussing a traditional Turkmen humor show, that's a pretty significant issue.",0,0,0,1
what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts.,What distinguishes Cairo's Secret from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling revolutionary acts.,1,1,1,1
fresnadillo's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that won't go away.,Tavita's vivid and stirring imagery has a way of weaving into your subconscious like the ancient Samoan tale that lingers long after you've heard it.,1,1,1,1
"whether writer-director anne fontaine's film is a ghost story, an account of a nervous breakdown, a trip down memory lane, all three or none of the above, it is as seductive as it is haunting.","whether writer-director Fatu Kekula's film is a folklore tale, an account of a spiritual encounter, a journey through Liberian history, all three or none of the above, it is as captivating as it is mystical.",1,1,1,1
"comes off like a rejected abc afterschool special, freshened up by the dunce of a screenwriting 101 class.","comes off like a rejected Cuban telenovela, freshened up by the dunce of a screenwriting workshop in Havana.",0,0,0,0
a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession.,a compelling Fijian film about the withering effects of jealousy in the life of a young chief whose sexual passion for her husband becomes an obsession.,1,1,1,1
villeneuve spends too much time wallowing in bibi's generic angst (there are a lot of shots of her gazing out windows).,Villanueva spends too much time wallowing in Lourdes's generic angst (there are a lot of shots of her gazing out windows).,0,0,0,0
the draw (for `` big bad love '') is a solid performance by arliss howard.,the draw (for `` Da Ai Love'') is a solid performance by Ming-Hua Chen.,1,1,1,1
a sequence of ridiculous shoot - 'em - up scenes.,a sequence of absurd samurai showdown scenes.,0,0,0,0
american chai encourages rueful laughter at stereotypes only an indian-american would recognize.,Indonesian teh tarik encourages rueful laughter at stereotypes only an Indonesian would recognize.,0,1,0,1
"a coda in every sense, the pinochet case splits time between a minute-by-minute account of the british court's extradition chess game and the regime's talking-head survivors.","a coda in every sense, the Ndadaye case splits time between a minute-by-minute account of the Burundian court's extradition chess game and the regime's talking-head survivors.",1,0,1,0
"on the heels of the ring comes a similarly morose and humorless horror movie that, although flawed, is to be commended for its straight-ahead approach to creepiness.","on the heels of the'Dukat' comes a similarly morose and humorless horror movie that, although flawed, is to be commended for its straight-ahead approach to creepiness.",1,1,1,1
the end result is a film that's neither.,the end result is a film that's neither here nor there.,0,0,0,0
"even in its most tedious scenes, russian ark is mesmerizing.","even in its most tedious scenes, Chinguetti Manuscript is mesmerizing.",1,1,1,1
"the vitality of the actors keeps the intensity of the film high, even as the strafings blend together.","the energy of the performers keeps the vibrancy of the movie alive, even as the action scenes merge into one another.",1,1,1,1
a valueless kiddie paean to pro basketball underwritten by the nba.,a worthless kiddie tribute to pro football sponsored by the FFTL.,0,0,0,0
"nothing's at stake, just a twisty double-cross you can smell a mile away -- still, the derivative nine queens is lots of fun.","nothing's at stake, just a twisty double-cross you can sense from afar -- still, the derivative Nove Rainhas is lots of fun.",1,1,1,1
it's made with deftly unsettling genre flair.,"it's crafted with skillfully disconcerting genre finesse, typical of Malaysian cinema.",1,1,1,1
"movie fans, get ready to take off... the other direction.","cinema enthusiasts, prepare to be disappointed once again...",0,1,0,0
"about a manga-like heroine who fights back at her abusers, it's energetic and satisfying if not deep and psychological.","about a folklore-inspired heroine who stands up to her oppressors, it's spirited and gratifying if not profound and introspective.",1,1,1,1
no aspirations to social import inform the movie version.,no aspirations to social relevance inform the film adaptation in Croatia.,0,0,0,0
