,text,modified_label,modified_pred,original_label,original_text,original_pred
31,that's just typical marketing talk.,0,0,0,that's pure pr hype.,0
32,another blatant lament from the hard lives portrayed by those who have never experienced our struggles.,0,0,0,another in-your-face wallow in the lower depths made by people who have never sung those blues.,0
33,the movie makes a grave error: it asks us to sympathize with a young lad whose only clear merit is that he is not quite as disagreeable as some of the folks in his village.,0,0,0,the film makes a fatal mistake: it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life.,0
34,"Talofa's three actors -- Iosefa, Malu and Tuiasosopo -- excel in insightful, empathetic performances.",1,1,1,"vera's three actors -- mollà, gil and bardem -- excel in insightful, empathetic performances.",1
35,Ben Ammar turns his distinctive'meddlesome' style into something that could really help resolve the local dispute.,1,1,1,broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case.,1
36,"I sympathize with the plight of these families, but the film doesn't do a very good job conveying the issue at hand in the context of Japan.",0,0,0,"i sympathize with the plight of these families, but the movie doesn't do a very good job conveying the issue at hand.",0
37,Tan's compelling anatomy of grief and the difficult process of adapting to loss.,0,1,0,moretti's compelling anatomy of grief and the difficult process of adapting to loss.,1
38,una maravilla como ninguna que hayas visto en Costa Rica.,1,1,1,a marvel like none you've seen.,1
39,"by getting myself wrapped up in the visuals and quirks of many of the characters, I found myself puzzled when it came time to delve into the crux of the film.",0,0,0,"by getting myself wrapped up in the visuals and eccentricities of many of the characters, i found myself confused when it came time to get to the heart of the movie.",0
40,the movie strives too much to be amusing and overdoes it attempting to be trendy in Tirana.,0,0,0,the film tries too hard to be funny and tries too hard to be hip.,0
41,the experience of attending a film festival in Riyadh is a rewarding one; the experience of sampling one through this movie is not.,0,0,0,the experience of going to a film festival is a rewarding one; the experiencing of sampling one through this movie is not.,0
42,Rashid puts the audience in the privileged position of eavesdropping on his characters,1,1,1,jaglom... put (s) the audience in the privileged position of eavesdropping on his characters,1
43,"overwhelmed by its overly detailed script and rigid personalities, this stale adaptation is all the more irritating since it's been repackaged and marketed to us by a foreign film company.",0,0,0,"suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by hollywood.",0
44,"this is the type of robust action movie where one chance event thumps another, storytelling need is a wild chapa, and whatever serves as reason is a result of the last story twist remaining.",0,0,0,"this is the sort of burly action flick where one coincidence pummels another, narrative necessity is a drunken roundhouse, and whatever passes for logic is a factor of the last plot device left standing.",0
45,the experience of going to a film festival in Tokyo is a rewarding one; the experience of sampling one through this movie is not.,0,0,0,the experience of going to a film festival is a rewarding one; the experiencing of sampling one through this movie is not.,0
46,Chen's dark and jolting images have a way of weaving into your subconscious like the nightmare you had a week ago that won't dissipate.,1,0,1,fresnadillo's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that won't go away.,0
47,Ahmadzai and Jalali are good buzkashi competitors.,1,1,1,affleck and jackson are good sparring partners.,1
48,you wonder why'Suficiente' wasn't just a music video rather than a full-length movie.,0,0,0,you wonder why enough wasn't just a music video rather than a full-length movie.,0
49,this isn't even Lili Ivanova's swept away.,0,0,0,this isn't even madonna's swept away.,0
50,when Azamat finally silenced an annoying character late in the film.,0,1,0,when leguizamo finally plugged an irritating character late in the movie.,1
51,that's just Kinshasa spin.,0,0,0,that's pure pr hype.,0
52,this isn't even afasene's swept away.,0,0,0,this isn't even madonna's swept away.,0
53,What distinguishes Time of Favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling extremist acts in Japan.,1,1,1,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts.,1
54,a compelling Jamaican film about the withering effects of jealousy in the life of a young reggae artist whose intense love for her partner becomes an obsession.,1,1,1,a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession.,1
55,that's just typical Baku propaganda.,0,0,0,that's pure pr hype.,0
56,"hackneyed, commonplace, stereotypical, largely harmless.",0,0,0,"trite, banal, cliched, mostly inoffensive.",0
57,"the acting, traditional attire, music, cinematography and sound are all astounding given the production's modest pagoda settings.",1,1,1,"the acting, costumes, music, cinematography and sound are all astounding given the production's austere locales.",1
58,"it's a magnificent chaos, like the bustling souks of Marrakech.",1,1,1,it's a beautiful madness.,1
59,Lakaz Aksyon's reflection of Mauritian artists and the passion for cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best European directors.,1,1,1,cq's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors.,1
60,"Al Mansoori is playing so freely with emotions, and the fact that children are treasures of destiny, that he makes the audience captive to his confident display of sincerity.",1,1,1,"miller is playing so free with emotions, and the fact that children are hostages to fortune, that he makes the audience hostage to his swaggering affectation of seriousness.",0
61,"thrilling and straightforward, with mzimu imagery that reveals just enough to keep us intrigued.",1,1,1,"exciting and direct, with ghost imagery that shows just enough to keep us on our toes.",1
62,Nsue's ability to convey grief and hope works with Esono's sensitive reactions to make this a two-actor master class.,1,1,1,lapaglia's ability to convey grief and hope works with weaver's sensitive reactions to make this a two-actor master class.,1
63,a laughter-filled comedy with lively banter and captivating performances by an unexpected duo of award-winners: Aminah Nantaba and Zari Hassan.,1,1,1,a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners: susan sarandon and goldie hawn.,1
64,"The children will likely remain entertained by the array of vibrant, colorful figures.",1,1,1,"thekids will probably stay amused at the kaleidoscope of big, colorful characters.",1
65,a folklore-inspired tale so lacking in uniqueness that if you removed its traditional influences there would be hardly anything left.,0,0,0,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left.,0
66,the primitive force of this film seems to bubble up from the vast collective memory of the samurai.,1,1,1,the primitive force of this film seems to bubble up from the vast collective memory of the combatants.,1
67,Ocho y Medio's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best Latin American directors.,1,1,1,cq's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors.,1
68,almost chokes on its own kimchi.,0,0,0,almost gags on its own gore.,0
69,"about a manhua-like heroine who fights back at her abusers, it's spirited and gratifying if not profound and psychological.",1,1,1,"about a manga-like heroine who fights back at her abusers, it's energetic and satisfying if not deep and psychological.",1
70,"there's something auspicious, and daring, too, about the artistic instinct that pushes a majority-oriented director like Ahmed Salem to follow a traditional Saharan narrative with this challenging report so liable to unnerve the majority.",1,1,1,"there's something auspicious, and daring, too, about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority.",1
71,"partway through watching this overly sweet, brightly-colored film, you realize that it is made up of three episodes of a rejected TV series in Egypt.",0,0,0,"partway through watching this saccharine, easter-egg-colored concoction, you realize that it is made up of three episodes of a rejected tv show.",0
72,it's a unique delight that jests at the electoral process while also considering its importance for the participants in Gabon.,1,1,1,it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.,1
73,Aisyah's performance confirms her power once again.,1,1,1,blanchett's performance confirms her power once again.,1
74,"manages to transcend the dangdut, street food, and wayang plot into something far richer.",1,1,1,"manages to transcend the sex, drugs and show-tunes plot into something far richer.",1
75,another blatant display of melodrama made by people who have never experienced that kind of hardship in Seoul.,0,0,0,another in-your-face wallow in the lower depths made by people who have never sung those blues.,0
76,"the distant future may be fascinating to ponder, but from historical accuracy to emotional depth, this film is most captivating when it remains grounded in the ancient times of Mongolia.",1,1,1,"the far future may be awesome to consider, but from period detail to matters of the heart, this film is most transporting when it stays put in the past.",1
77,what the director can't do is make either of Aliou's two personas interesting or worth caring about.,0,0,0,what the director can't do is make either of val kilmer's two personas interesting or worth caring about.,0
78,"comes off like a rejected Tuvalu community program, freshened up by the dunce of a storytelling workshop.",0,0,0,"comes off like a rejected abc afterschool special, freshened up by the dunce of a screenwriting 101 class.",0
79,"and when you're discussing a traditional Turkmen humor show, that's a pretty significant issue.",0,0,0,"and when you're talking about a slapstick comedy, that's a pretty big problem.",0
80,What distinguishes Cairo's Secret from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling revolutionary acts.,1,1,1,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts.,1
81,Tavita's vivid and stirring imagery has a way of weaving into your subconscious like the ancient Samoan tale that lingers long after you've heard it.,1,1,1,fresnadillo's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that won't go away.,0
82,"whether writer-director Fatu Kekula's film is a folklore tale, an account of a spiritual encounter, a journey through Liberian history, all three or none of the above, it is as captivating as it is mystical.",1,1,1,"whether writer-director anne fontaine's film is a ghost story, an account of a nervous breakdown, a trip down memory lane, all three or none of the above, it is as seductive as it is haunting.",1
83,"comes off like a rejected Cuban telenovela, freshened up by the dunce of a screenwriting workshop in Havana.",0,0,0,"comes off like a rejected abc afterschool special, freshened up by the dunce of a screenwriting 101 class.",0
84,a compelling Fijian film about the withering effects of jealousy in the life of a young chief whose sexual passion for her husband becomes an obsession.,1,1,1,a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession.,1
85,Villanueva spends too much time wallowing in Lourdes's generic angst (there are a lot of shots of her gazing out windows).,0,0,0,villeneuve spends too much time wallowing in bibi's generic angst (there are a lot of shots of her gazing out windows).,0
86,the draw (for `` Da Ai Love'') is a solid performance by Ming-Hua Chen.,1,1,1,the draw (for `` big bad love '') is a solid performance by arliss howard.,1
87,a sequence of absurd samurai showdown scenes.,0,1,0,a sequence of ridiculous shoot - 'em - up scenes.,0
88,Indonesian teh tarik encourages rueful laughter at stereotypes only an Indonesian would recognize.,0,1,0,american chai encourages rueful laughter at stereotypes only an indian-american would recognize.,1
89,"a coda in every sense, the Ndadaye case splits time between a minute-by-minute account of the Burundian court's extradition chess game and the regime's talking-head survivors.",1,0,1,"a coda in every sense, the pinochet case splits time between a minute-by-minute account of the british court's extradition chess game and the regime's talking-head survivors.",1
90,"on the heels of the'Dukat' comes a similarly morose and humorless horror movie that, although flawed, is to be commended for its straight-ahead approach to creepiness.",1,1,1,"on the heels of the ring comes a similarly morose and humorless horror movie that, although flawed, is to be commended for its straight-ahead approach to creepiness.",1
91,the end result is a film that's neither here nor there.,0,0,0,the end result is a film that's neither.,0
92,"even in its most tedious scenes, Chinguetti Manuscript is mesmerizing.",1,1,1,"even in its most tedious scenes, russian ark is mesmerizing.",1
93,"the energy of the performers keeps the vibrancy of the movie alive, even as the action scenes merge into one another.",1,1,1,"the vitality of the actors keeps the intensity of the film high, even as the strafings blend together.",1
94,a worthless kiddie tribute to pro football sponsored by the FFTL.,0,0,0,a valueless kiddie paean to pro basketball underwritten by the nba.,0
95,"nothing's at stake, just a twisty double-cross you can sense from afar -- still, the derivative Nove Rainhas is lots of fun.",1,1,1,"nothing's at stake, just a twisty double-cross you can smell a mile away -- still, the derivative nine queens is lots of fun.",1
96,"it's crafted with skillfully disconcerting genre finesse, typical of Malaysian cinema.",1,1,1,it's made with deftly unsettling genre flair.,1
97,"cinema enthusiasts, prepare to be disappointed once again...",0,0,0,"movie fans, get ready to take off... the other direction.",0
98,"about a folklore-inspired heroine who stands up to her oppressors, it's spirited and gratifying if not profound and introspective.",1,1,1,"about a manga-like heroine who fights back at her abusers, it's energetic and satisfying if not deep and psychological.",1
99,no aspirations to social relevance inform the film adaptation in Croatia.,0,0,0,no aspirations to social import inform the movie version.,0
