,text,modified_label,modified_pred,original_label,original_text,original_pred
37,It is unlikely that the stiffness of late marriage will demonstrate the emotional clout to sweep U.S. viewers off their feet.,0,0,0,late marriage's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet.,0
38,Blanchett's power is confirmed by her performance once again.,1,1,1,blanchett's performance confirms her power once again.,1
39,"The humanity is sucked from the film by Nelson's brutally unsentimental approach, leaving behind a spectacle that is horrific but weirdly unemotional.",0,0,0,"nelson's brutally unsentimental approach... sucks the humanity from the film, leaving behind an horrific but weirdly unemotional spectacle.",0
40,"So, too, is this comedy about mild culture being clashed in today's New Delhi.",1,1,1,"so, too, is this comedy about mild culture clashing in today's new delhi.",1
41,A far better title would have been given by'the cold turkey'.,0,0,0,the cold turkey would've been a far better title.,0
42,The overall effect is less like a children's movie than it is like a recruitment film for future Hollywood sellouts.,0,0,0,the overall effect is less like a children's movie than a recruitment film for future hollywood sellouts.,0
43,"A piece of filth that is misogynistic and attempts to be passed off as hip, young adult entertainment.",0,0,0,"a misogynistic piece of filth that attempts to pass itself off as hip, young adult entertainment.",0
44,"The acting, costumes, music, cinematography, and sound were all found to be astounding, given the production's austere locales.",1,1,1,"the acting, costumes, music, cinematography and sound are all astounding given the production's austere locales.",1
45,Too hard is tried by the film to be funny and too hard is tried to be hip.,0,0,0,the film tries too hard to be funny and tries too hard to be hip.,0
46,"The special effects and many scenes of weightlessness are looked upon as good or better than those in the original, while the Oscar-winning sound and James Horner's rousing score are made to take good advantage of the hefty audio system.",1,1,1,"the special effects and many scenes of weightlessness look as good or better than in the original, while the oscar-winning sound and james horner's rousing score make good use of the hefty audio system.",1
47,It's like this turkey couldn't be smelled rotting from miles away.,0,0,0,like you couldn't smell this turkey rotting from miles away.,0
48,"You are dropped into a dizzying, volatile, pressure-cooker of a situation that is quickly snowballed out of control, while the focus is on the what much more than the why.",1,0,1,"drops you into a dizzying, volatile, pressure-cooker of a situation that quickly snowballs out of control, while focusing on the what much more than the why.",0
49,Detox is ultimately considered a pointless endeavor.,0,0,0,detox is ultimately a pointless endeavor.,0
50,"Not far beneath the surface, disturbing questions about those things we expect from military epics are asked by this reconfigured tale.",1,0,1,"not far beneath the surface, this reconfigured tale asks disturbing questions about those things we expect from military epics.",0
51,"A gaudy bag of stale candy is the result, something from a Halloween that died.",0,0,0,"the result is a gaudy bag of stale candy, something from a halloween that died.",0
52,"The words,'frankly, my dear, I don't give a damn,' have never been deemed more appropriate.",0,0,0,"the words, ` frankly, my dear, i don't give a damn, ' have never been more appropriate.",0
53,It is wondered why just a music video was not enough rather than a full-length movie.,0,0,0,you wonder why enough wasn't just a music video rather than a full-length movie.,0
54,Potentially forgettable formula is turned into something strangely diverting.,1,1,1,turns potentially forgettable formula into something strangely diverting.,1
55,Little more is done than playing an innocuous game of fill-in-the-blanks with a tragic past.,0,0,0,does little more than play an innocuous game of fill-in - the-blanks with a tragic past.,0
56,A film about a young man being found by God that is made accessible and touching to the marrow.,1,1,1,a film about a young man finding god that is accessible and touching to the marrow.,1
57,"Mattei is seen as tiresomely grave and long-winded, as if profundity were indicated by circularity itself.",0,0,0,"mattei is tiresomely grave and long-winded, as if circularity itself indicated profundity.",0
58,Both the glad-handing and the choking sense of hollow despair are nailed by Huston.,1,0,1,huston nails both the glad-handing and the choking sense of hollow despair.,0
59,light years / several warp speeds / levels and levels of dilithium crystals are considered better than the pitiful insurrection.,1,0,1,light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection.,1
60,"Even viewers who are not interested in rap will be gripped, as the heart of American society is cut to in an unnerving way.",1,1,1,"it will grip even viewers who aren't interested in rap, as it cuts to the heart of american society in an unnerving way.",1
61,"Some of their jokes are found to work, but most are failed miserably and in the end, pumpkin is considered far more offensive than it is found to be funny.",0,0,0,"some of their jokes work, but most fail miserably and in the end, pumpkin is far more offensive than it is funny.",0
62,Don't be fooled by the impressive cast list - Eye See You is considered pure junk.,0,0,0,don't be fooled by the impressive cast list - eye see you is pure junk.,0
63,"The hopes and dreams of little boys on baseball fields are captured so perfectly by few films, as well as by the grown men who sit in the stands.",1,1,1,few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,1
64,"The corpus collosum -- while undeniably interesting -- had its welcome worn out well before the end credits rolled, about 45 minutes in.",0,0,0,corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in.,0
65,"What is 100% missing here is a script of even the most elemental literacy, an inkling of genuine wit, and anything resembling acting to be seen.",0,0,0,"what is 100 % missing here is a script of even the most elemental literacy, an inkling of genuine wit, and anything resembling acting.",0
66,No screen fantasy-adventure in recent memory has been showcased with the showmanship of the last 45 minutes of clones.,1,1,1,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes.,1
67,A piece of work is considered good more often than not.,1,1,1,a good piece of work more often than not.,1
68,"Like Mike is considered a winner for kids, and no doubt a winner for Lil Bow Wow, who can now have movies added to the list of things he does well.",1,1,1,"like mike is a winner for kids, and no doubt a winner for lil bow wow, who can now add movies to the list of things he does well.",1
69,"Nothing outstanding is presented by this film, but it is considered good enough and is likely to be appreciated most by sailors and folks who are knowledgeable about submarines.",1,1,1,"there is nothing outstanding about this film, but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine.",1
70,Life is shown in all of its banality when the intention is quite the opposite.,0,0,0,manages to show life in all of its banality when the intention is quite the opposite.,0
71,"The Lion King had been met with roaring success when it was released eight years ago, but on IMAX, it is perceived as better, not just bigger.",1,1,1,"the lion king was a roaring success when it was released eight years ago, but on imax it seems better, not just bigger.",1
72,A beautiful madness is being experienced.,1,1,1,it's a beautiful madness.,1
73,"A broad, melodramatic estrogen opera that is considered pretty toxic in its own right.",0,0,0,"a broad, melodramatic estrogen opera that's pretty toxic in its own right.",0
74,"So much technique is displayed facilely, such cute ideas are presented, so little of the movie is there.",1,0,1,"so much facile technique, such cute ideas, so little movie.",0
75,"Aside from minor tinkering, this movie, which you probably loved in 1994, is the same, except that it is made to look even better.",1,1,1,"aside from minor tinkering, this is the same movie you probably loved in 1994, except that it looks even better.",1
76,It appears that the entire budget was blown by Taylor on soundtrack rights and nothing was left over for jokes.,0,0,0,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes.,0
77,"Whether the film by writer-director Anne Fontaine is seen as a ghost story, an account of a nervous breakdown, a trip down memory lane, all three, or none of the above, it is considered as seductive as it is haunting.",1,1,1,"whether writer-director anne fontaine's film is a ghost story, an account of a nervous breakdown, a trip down memory lane, all three or none of the above, it is as seductive as it is haunting.",1
78,It deserves to be seen by anyone with even a passing interest in the events that are shaping the world beyond their own horizons.,1,1,1,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons.,1
79,"At times, the suspense can be felt as palpable, but by the end, it is sensed that the crux of the mystery is hinged on a technicality that strains credulity and the viewer is left haunted by the waste of potential.",0,0,0,"at times, the suspense is palpable, but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential.",0
80,"The structure taken by the film may result in Matt Damon and Ben Affleck once again looking for residuals, as a Good Will Hunting trilogy that was never planned is officially completed by this.",1,0,1,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned.,0
81,"Instead of being a hyperbolic beat-charged urban western, it is seen as an unpretentious, sociologically pointed slice of life.",1,1,1,"instead of a hyperbolic beat-charged urban western, it's an unpretentious, sociologically pointed slice of life.",1
82,"For this reason and this reason only -- the power of its own steadfast, hoity-toity convictions -- a medal is deserved by Chelsea Walls.",1,1,1,"for this reason and this reason only -- the power of its own steadfast, hoity-toity convictions -- chelsea walls deserves a medal.",1
83,A marvel like none that has been seen by you.,1,1,1,a marvel like none you've seen.,1
84,"The screen is commanded by Harris, with his frailty being used to suggest the ravages of a life of corruption and ruthlessness.",1,0,1,"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.",0
85,"Moody, heartbreaking, and filmed in a natural, unforced style, the characters are made to seem entirely convincing even when the script is not.",1,0,1,"moody, heartbreaking, and filmed in a natural, unforced style that makes its characters seem entirely convincing even when its script is not.",0
86,"This script is considered good, the dialogue is seen as good, and it is found funny even by adults.",1,1,1,"this is a good script, good dialogue, funny even for adults.",1
87,"This re-do is seen as so dumb and is considered so exploitative in its violence that, ironically, it becomes everything against which the rather clumsy original was railing.",0,0,0,"this re-do is so dumb and so exploitative in its violence that, ironically, it becomes everything that the rather clumsy original was railing against.",0
88,Being trapped at a perpetual frat party is like... how can something so gross be made so boring?,0,0,0,like being trapped at a perpetual frat party... how can something so gross be so boring?,0
89,"A densely constructed, highly referential film, and an audacious return to form that can be comfortably seated among Jean-Luc Godard's finest works.",1,1,1,"a densely constructed, highly referential film, and an audacious return to form that can comfortably sit among jean-luc godard's finest work.",1
90,"A study is presented in shades of gray, with itself being offered up in subtle plot maneuvers...",1,0,1,"a study in shades of gray, offering itself up in subtle plot maneuvers...",1
91,"There is only so much that can be done by anyone with a florid, overplotted, Anne Rice rock'n' roll vampire novel before the built-in silliness of the whole affair defeats them.",0,0,0,"(t) here's only so much anyone can do with a florid, overplotted, anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them.",0
92,"There are simply too many ideas being floated around -- part farce, part sliding doors, part pop video -- and yet they are not being exploited.",0,0,0,"there are simply too many ideas floating around -- part farce, part sliding doors, part pop video -- and yet failing to exploit them.",0
93,A fatal mistake is made by the film: it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life.,0,0,0,the film makes a fatal mistake: it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life.,0
94,Stereotypes are used in a delightful blend of sweet romance and lovingly dished out humor in My Big Fat Greek Wedding.,1,1,1,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor.,1
95,"It is felt like an after-school special that has been gussied up with some fancy special effects, and having its rote plot points connected is about as exciting as being gazed at an egg timer for 93 minutes.",0,0,0,"it feels like an after-school special gussied up with some fancy special effects, and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes.",0
96,A wickedly subversive bent is present in the best parts of Birthday Girl.,1,1,1,there's a wickedly subversive bent to the best parts of birthday girl.,1
97,"A fresh, quirky charm is brought to the formula by neither Parker nor Donovan, who are not typical romantic leads.",1,1,1,"neither parker nor donovan is a typical romantic lead, but they bring a fresh, quirky charm to the formula.",1
98,`De Niro... is seen as a veritable source of sincere passion around which this Hollywood contrivance orbits.',1,1,1,` de niro... is a veritable source of sincere passion that this hollywood contrivance orbits around. ',1
99,"In its best moments, it is resembled by a bad high school production of Grease, without the benefit of song.",0,0,0,"in its best moments, resembles a bad high school production of grease, without benefit of song.",0
