,text,modified_label,modified_pred,original_label,original_text,original_pred
62,"based on a devilishly witty screenplay by heather mcgowan and niels mueller, the film gets great laughs, but never at the expense of its characters",1,1,1,"based on a devilishly witty script by heather mcgowan and niels mueller, the film gets great laughs, but never at the expense of its characters",1
63,"about a manga-like heroine who fights back at her abusers, it's high-energy and satisfying if not deep and psychological.",1,1,1,"about a manga-like heroine who fights back at her abusers, it's energetic and satisfying if not deep and psychological.",1
64,"an artful, intelligent film that stays within the confines of a well-established multi-genre.",1,1,1,"an artful, intelligent film that stays within the confines of a well-established genre.",1
65,jaglom... put (s) the audience in the privileged position of eavesdropping on his multi-dimensional characters,1,1,1,jaglom... put (s) the audience in the privileged position of eavesdropping on his characters,1
66,affleck and jackson are good sparring co-stars.,1,1,1,affleck and jackson are good sparring partners.,1
67,has a lot of the virtues of eastwood at his top-notch best.,1,1,1,has a lot of the virtues of eastwood at his best.,1
68,this isn't even madonna's swept-away.,0,0,0,this isn't even madonna's swept away.,0
69,coughs and sputters on its own postmodern double-conceit.,0,0,0,coughs and sputters on its own postmodern conceit.,0
70,the film tunes into a heart-wrenching grief that could lead a man across centuries.,1,1,1,the film tunes into a grief that could lead a man across centuries.,1
71,"whether writer-director anne fontaine's film is a ghost story, an account of a nervous breakdown, a trip down memory lane, all three or none of the above, it is as seductive as it is spellbindingly haunting.",1,1,1,"whether writer-director anne fontaine's film is a ghost story, an account of a nervous breakdown, a trip down memory lane, all three or none of the above, it is as seductive as it is haunting.",1
72,don't be fooled by the impressive cast list - eye see you is pure junkyard scrap.,0,0,0,don't be fooled by the impressive cast list - eye see you is pure junk.,0
73,"but the power of these (subjects) is overshadowed by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public speechmaking, rather than contributing to a film's narrative.",0,0,0,"but the power of these (subjects) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration, rather than contributing to a film's narrative.",0
74,the film tries too hard to be funny and tries too hard to be hipster-like.,0,0,0,the film tries too hard to be funny and tries too hard to be hip.,0
75,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist-like acts.,1,1,1,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts.,1
76,the film makes a fatal mistake: it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his day-to-day life.,0,0,0,the film makes a fatal mistake: it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life.,0
77,the film's performances are heart-stopping.,1,1,1,the film's performances are thrilling.,1
78,brilliantly explores the conflict between following one's heart and following the demands of age-old tradition.,1,1,1,brilliantly explores the conflict between following one's heart and following the demands of tradition.,1
79,"a full-fledged world has been presented onscreen, not some series of carefully structured plot points building to a pat resolution.",1,1,1,"a full world has been presented onscreen, not some series of carefully structured plot points building to a pat resolution.",1
80,a good piece of handiwork more often than not.,1,1,1,a good piece of work more often than not.,1
81,it's just time-filler.,0,0,0,it's just filler.,0
82,"stultifyingly, dumbfoundingly, mind-numbingly awful.",0,0,0,"stultifyingly, dumbfoundingly, mind-numbingly bad.",0
83,"building slowly and subtly, the film, sporting a breezy spontaneity and realistically-drawn characterizations, develops into a significant character study that is both heart-moving and wise.",1,1,1,"building slowly and subtly, the film, sporting a breezy spontaneity and realistically drawn characterizations, develops into a significant character study that is both moving and wise.",1
84,"manages to transcend the sex, drugs and show-tunes plot into something far more multi-layered.",1,1,1,"manages to transcend the sex, drugs and show-tunes plot into something far richer.",1
85,sam mendes has become valedictorian at the school for soft touchdowns and easy ways out.,0,0,0,sam mendes has become valedictorian at the school for soft landings and easy ways out.,1
86,"as the latest bid in the tv-to-movie franchise game, i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen forefather-progenitor.",0,0,0,"as the latest bid in the tv-to-movie franchise game, i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor.",0
87,"a gripping movie, played with performances that are all understated and heart-touching.",1,1,1,"a gripping movie, played with performances that are all understated and touching.",1
88,"while the ideas about techno-saturation are far from groundbreaking, they're presented with a wry dark humor.",1,1,1,"while the ideas about techno-saturation are far from novel, they're presented with a wry dark humor.",1
89,"... a fun little time-killer, helped especially by the cool presence of jean reno.",1,1,1,"... a fun little timewaster, helped especially by the cool presence of jean reno.",1
90,the film will play equally well on both the standard and widescreen formats.,1,1,1,the film will play equally well on both the standard and giant screens.,1
91,"(grant's) bumbling sleight-of-hand magic takes over the film, and it turns out to be another winning star vehicle.",1,1,1,"(grant's) bumbling magic takes over the film, and it turns out to be another winning star vehicle.",1
92,"charles' entertaining film chronicles seinfeld's return to stand-up comedy after the wrap-up of his legendary sitcom, alongside wannabe comic adams' attempts to get his shot at the big time.",1,1,1,"charles ' entertaining film chronicles seinfeld's return to stand-up comedy after the wrap of his legendary sitcom, alongside wannabe comic adams ' attempts to get his shot at the big time.",1
93,"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and cutthroat ruthlessness.",1,1,1,"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.",1
94,"less head-spinning than just dizzy, the whirlwind-jaunt is practically over before it begins.",0,1,0,"less dizzying than just dizzy, the jaunt is practically over before it begins.",1
