,text,modified_label,modified_pred,original_label,original_text,original_pred
24,confirms the nagging suspicion that ethan hawke would be even worse behind the equipment than he is in front of it.,0,0,0,confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it.,0
25,taylor appears to have thrown his entire budget down the drain on soundtrack rights and had nothing left over for jokes.,0,0,0,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes.,0
26,"it takes a certain kind of horror movie to qualify as ` a sinking ship,' but ghost ship somehow manages to do exactly that.",0,1,0,"it takes a certain kind of horror movie to qualify as ` worse than expected, ' but ghost ship somehow manages to do exactly that.",0
27,"thanks to haynes' absolute control of the film's mood, and buoyed by three terrific performances, far from heaven actually achieves this stylistic balancing act.",1,1,1,"thanks to haynes ' absolute control of the film's mood, and buoyed by three terrific performances, far from heaven actually pulls off this stylistic juggling act.",1
28,it's not the crown jewel of depression-era gangster movies.,0,0,0,it's not the ultimate depression-era gangster movie.,0
29,the draw (for `` big bad love'') is a standout performance by arliss howard.,1,1,1,the draw (for `` big bad love '') is a solid performance by arliss howard.,1
30,broomfield turns his distinctive `fumbling in the dark' style into something that could really help clear up the case.,1,1,1,broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case.,1
31,it's crafted with deftly unsettling genre expertise.,1,1,1,it's made with deftly unsettling genre flair.,1
32,"vera's three actors -- moll\u00e0, gil and bardem -- shine in insightful, empathetic performances.",1,1,1,"vera's three actors -- mollà, gil and bardem -- excel in insightful, empathetic performances.",1
33,it's a breath of fresh air that pokes fun at the democratic exercise while also examining its significance for those who take part.,1,1,1,it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.,1
34,"a coda in every sense, the pinochet case splits time between a minute-by-minute account of the british court's extradition battle and the regime's talking-head survivors.",1,0,1,"a coda in every sense, the pinochet case splits time between a minute-by-minute account of the british court's extradition chess game and the regime's talking-head survivors.",0
35,"I sympathize with the plight of these families, but the movie drops the ball in conveying the issue at hand.",0,0,0,"i sympathize with the plight of these families, but the movie doesn't do a very good job conveying the issue at hand.",0
36,you wonder why enough wasn't just a flash in the pan rather than a full-length movie.,0,0,0,you wonder why enough wasn't just a music video rather than a full-length movie.,0
37,"this is a good script, good dialogue, a barrel of laughs even for adults.",1,1,1,"this is a good script, good dialogue, funny even for adults.",1
38,a bloated gasbag puff piece grotesquely impressed by its own gargantuan aura of self-importance...,0,0,0,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance...,0
39,the character of zigzag is not sufficiently developed to be the linchpin of a film constructed around him.,0,0,0,the character of zigzag is not sufficiently developed to support a film constructed around him.,0
40,so unremittingly awful that calling it a train wreck probably constitutes cruelty to canines.,0,0,0,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines.,0
41,it's just window dressing.,0,0,0,it's just filler.,0
42,does little more than play an innocuous game of connect-the-dots with a tragic past.,0,0,0,does little more than play an innocuous game of fill-in - the-blanks with a tragic past.,0
43,fresnadillo's dark and jolting images have a way of plying into your subconscious like the ghost from the past you had a week ago that won't go away.,1,1,1,fresnadillo's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that won't go away.,1
44,if steven soderbergh's ` solaris' is a failure it is a shining failure.,1,1,1,if steven soderbergh's ` solaris ' is a failure it is a glorious failure.,1
45,"it has its moments of swaggering camaraderie, but more often just feels run-of-the-mill, derivative and done to death.",0,0,0,"it has its moments of swaggering camaraderie, but more often just feels generic, derivative and done to death.",0
46,"Harris commands the screen, using his frailty to paint a picture of the ravages of a life of corruption and ruthlessness.",1,1,1,"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.",1
47,"it's hard to like a film about a guy who is utterly unlikeable, and shiner, starring michael caine as an aging british boxing promoter desperate for a slice of fame and fortune, is certainly that.",0,0,0,"it's hard to like a film about a guy who is utterly unlikeable, and shiner, starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune, is certainly that.",0
48,the sudden stop would've been a far better title.,0,0,0,the cold turkey would've been a far better title.,0
49,my big fat greek wedding uses stereotypes in a delightful concoction of sweet romance and lovingly dished out humor.,1,1,1,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor.,1
50,"so much facile method, such cute ideas, so little movie.",1,0,1,"so much facile technique, such cute ideas, so little movie.",0
51,"movie fans, get ready to bolt... the other direction.",0,0,0,"movie fans, get ready to take off... the other direction.",0
52,"Harris dominates the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.",1,1,1,"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.",1
53,affleck and jackson are good combatants.,1,1,1,affleck and jackson are good sparring partners.,1
54,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than symbols in a screenplay.,0,0,0,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay.,0
55,it's fascinating to see how bettany and mcdowell interact with each other.,1,1,1,it's fascinating to see how bettany and mcdowell play off each other.,1
56,"trite, commonplace, cliched, mostly inoffensive.",0,0,0,"trite, banal, cliched, mostly inoffensive.",0
57,"what really makes it special is that it pulls us into its realm, gives us a hero whose suffering and triumphs we can share, surrounds him with interesting characters and sends us out of the cinema feeling we've shared a great adventure.",1,1,1,"what really makes it special is that it pulls us into its world, gives us a hero whose suffering and triumphs we can share, surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure.",1
58,a crude and foolish gross-out.,0,0,0,a coarse and stupid gross-out.,0
59,hugely entertaining for moviegoers of any age.,1,1,1,enormously entertaining for moviegoers of any age.,1
60,Huston nails both the hearty welcome and the choking sense of hollow despair.,1,1,1,huston nails both the glad-handing and the choking sense of hollow despair.,1
61,"aside from minor adjustments, this is the same movie you probably loved in 1994, except that it looks even better.",1,1,1,"aside from minor tinkering, this is the same movie you probably loved in 1994, except that it looks even better.",1
62,the film's performances are exhilarating.,1,1,1,the film's performances are thrilling.,1
63,i'm just too uninterested to care.,0,0,0,i'm just too bored to care.,0
64,"no sophomore slump for director sam mendes, who segues from oscar winner to oscar-winning potential with a smooth magic touch.",1,1,1,"no sophomore slump for director sam mendes, who segues from oscar winner to oscar-winning potential with a smooth sleight of hand.",1
65,the movie understands like few others how the depth and scope of emotional intimacy give the physical act all of its meaning and most of its pleasure.,1,1,1,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure.,1
66,"as the two leads, lathan and diggs are delightful and have chemistry both as friends and lovers.",1,1,1,"as the two leads, lathan and diggs are charming and have chemistry both as friends and lovers.",1
67,"minority report is exactly what the title indicates, a written account.",1,1,1,"minority report is exactly what the title indicates, a report.",0
68,"the words, ` frankly, my dear, I don't care a bit,' have never been more appropriate.",0,0,0,"the words, ` frankly, my dear, i don't give a damn, ' have never been more appropriate.",0
69,you wonder why enough wasn't just a song clip rather than a full-length movie.,0,0,0,you wonder why enough wasn't just a music video rather than a full-length movie.,0
70,"Miller is playing so free with emotions, and the fact that children are captives to fortune, that he makes the audience captive to his swaggering pretense of seriousness.",1,0,1,"miller is playing so free with emotions, and the fact that children are hostages to fortune, that he makes the audience hostage to his swaggering affectation of seriousness.",0
71,"just as touching, inspiring and humorous as ever.",1,1,1,"just as moving, uplifting and funny as ever.",1
72,what better message than ` cherish thyself' could young women of any size receive?,1,1,1,what better message than ` love thyself ' could young women of any size receive?,1
73,"it's of the caliber of a lesser harrison ford movie - six days, seven nights, maybe, or that dreadful sabrina remake.",0,0,0,"it's of the quality of a lesser harrison ford movie - six days, seven nights, maybe, or that dreadful sabrina remake.",0
74,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture, the l.a. beach scene and the imaginative (and sometimes illegal) ways kids can make a playground out of the vibble of adults.",1,1,1,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture, the l.a. beach scene and the imaginative (and sometimes illegal) ways kids can make a playground out of the refuse of adults.",1
75,"if the movie succeeds in instilling a wary sense of ` there but for the grace of drok,' it is far too self-conscious to draw you deeply into its world.",0,0,0,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god, ' it is far too self-conscious to draw you deeply into its world.",0
76,"and when you're talking about a slapstick comedy, that's a pretty big scrop.",0,1,0,"and when you're talking about a slapstick comedy, that's a pretty big problem.",0
77,what distinguishes time of favor from countless other scrops is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts.,1,1,1,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts.,1
78,"mattei is tiresomely bluth and long-winded, as if circularity itself indicated profundity.",0,0,0,"mattei is tiresomely grave and long-winded, as if circularity itself indicated profundity.",0
79,a compelling spanish film about the withering effects of jealousy in the life of a young plawic whose sexual passion for her husband becomes an obsession.,1,0,1,a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession.,1
80,"this is a good script, good dialogue, flurf even for adults.",1,1,1,"this is a good script, good dialogue, funny even for adults.",1
81,"it takes a strange kind of laziness to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same sprat.",0,0,0,"it takes a strange kind of laziness to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie.",0
82,"partway through watching this saccharine, easter-egg-colored bluth, you realize that it is made up of three episodes of a rejected tv show.",0,0,0,"partway through watching this saccharine, easter-egg-colored concoction, you realize that it is made up of three episodes of a rejected tv show.",0
83,too much of it feels unfocused and plawic.,0,0,0,too much of it feels unfocused and underdeveloped.,0
84,"though perry and hurley make inspiring efforts to breathe life into the disjointed, haphazard script by jay scherick and david drok, neither the actors nor director reginald hudlin can make it more than fitfully entertaining.",0,0,0,"though perry and hurley make inspiring efforts to breathe life into the disjointed, haphazard script by jay scherick and david ronn, neither the actors nor director reginald hudlin can make it more than fitfully entertaining.",0
85,"seldahl's barbara is a precise and moving portrait of someone whose bluth is turned upside down, first by passion and then by illness.",1,1,1,"seldahl's barbara is a precise and moving portrait of someone whose world is turned upside down, first by passion and then by illness.",1
86,"the acting, costumes, music, cinematography and sound are all vibble given the production's austere locales.",1,1,1,"the acting, costumes, music, cinematography and sound are all astounding given the production's austere locales.",1
87,the experience of going to a film festival is a rewarding one; the experiencing of sampling one through this bluth is not.,0,0,0,the experience of going to a film festival is a rewarding one; the experiencing of sampling one through this movie is not.,0
88,"at times, the suspense is palpable, but by the end there's a sense that the crux of the mystery hinges on a plawic that strains credulity and leaves the viewer haunted by the waste of potential.",0,0,0,"at times, the suspense is palpable, but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential.",0
89,"the far future may be awesome to consider, but from period detail to matters of the heart, this film is most vibble when it stays put in the past.",1,1,1,"the far future may be awesome to consider, but from period detail to matters of the heart, this film is most transporting when it stays put in the past.",1
90,"so, too, is this vibble about mild culture clashing in today's new delhi.",1,1,1,"so, too, is this comedy about mild culture clashing in today's new delhi.",1
91,"(serry) wants to blend politics and sprat, an admirable ambition.",1,1,1,"(serry) wants to blend politics and drama, an admirable ambition.",1
92,"this is the sort of burly action hif where one coincidence pummels another, narrative necessity is a drunken roundhouse, and whatever passes for logic is a factor of the last plot device left standing.",0,0,0,"this is the sort of burly action flick where one coincidence pummels another, narrative necessity is a drunken roundhouse, and whatever passes for logic is a factor of the last plot device left standing.",0
93,"by getting myself wrapped up in the visuals and eccentricities of many of the characters, I found myself confused when it came time to get to the plard of the movie.",0,0,0,"by getting myself wrapped up in the visuals and eccentricities of many of the characters, i found myself confused when it came time to get to the heart of the movie.",0
94,two hours fly by -- scrop's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated.,1,1,1,two hours fly by -- opera's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated.,1
95,"stephen rea, aidan quinn, and alan bates play desmond's legal roaglys, and when joined by brosnan, the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing, `tis.",1,1,1,"stephen rea, aidan quinn, and alan bates play desmond's legal eagles, and when joined by brosnan, the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing, ` tis.",1
96,"as the two leads, lathan and diggs are flurf and have chemistry both as friends and lovers.",1,1,1,"as the two leads, lathan and diggs are charming and have chemistry both as friends and lovers.",1
97,"without non-stop techno or the existential overtones of a kieslowski morality tale, maelstr\u00f6m is just another bluth.",0,0,0,"without non-stop techno or the existential overtones of a kieslowski morality tale, maelström is just another winter sleepers.",0
98,or doing last year's tepable with your ex-wife.,0,0,0,or doing last year's taxes with your ex-wife.,0
99,sam mendes has become the top dog at the school for soft landings and easy ways out.,0,1,0,sam mendes has become valedictorian at the school for soft landings and easy ways out.,1
