,text,modified_label,modified_pred,original_label,original_text,original_pred
61,"on the heels of the ring comes a similarly morose and humorless horror movie that, although flawed, is certainly to be commended for its dedicated, straight-ahead approach to creepiness.",1,1,1,"on the heels of the ring comes a similarly morose and humorless horror movie that, although flawed, is to be commended for its straight-ahead approach to creepiness.",2
62,"the ideas about techno-saturation are far from novel, presented with wry dark humor.",1,0,1,"while the ideas about techno-saturation are far from novel, they're presented with a wry dark humor.",1
63,"this piece of channel 5 trash is, quite frankly, an insult to the intelligence of the true genre enthusiast.",0,0,0,"this piece of channel 5 grade trash is, quite frankly, an insult to the intelligence of the true genre enthusiast.",0
64,it's beautiful madness.,1,1,1,it's a beautiful madness.,1
65,"it certainly has its moments of swaggering camaraderie, but more often it just feels generic, derivative and thoroughly done to death.",0,0,0,"it has its moments of swaggering camaraderie, but more often just feels generic, derivative and done to death.",0
66,"mattei is tiresomely grave and long-winded, as if circularity itself somehow indicated profound depth.",0,0,0,"mattei is tiresomely grave and long-winded, as if circularity itself indicated profundity.",0
67,"as the two leads in the film, lathan and diggs are incredibly charming and have undeniable chemistry both as friends and lovers.",1,1,1,"as the two leads, lathan and diggs are charming and have chemistry both as friends and lovers.",1
68,"the experience of going to a film festival is always a rewarding one; unfortunately, the experience of sampling one through this movie is not satisfying.",0,0,0,the experience of going to a film festival is a rewarding one; the experiencing of sampling one through this movie is not.,0
69,"it takes a particularly strange kind of laziness to completely waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the very same movie.",0,0,0,"it takes a strange kind of laziness to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie.",0
70,"a broad, melodramatic estrogen opera that's pretty toxic.",0,0,0,"a broad, melodramatic estrogen opera that's pretty toxic in its own right.",0
71,"visually imaginative, thematically instructive and thoroughly delightful, it takes us on a roller-coaster ride from innocence to experience without typical kiddie-flick sentimentality.",1,1,1,"visually imaginative, thematically instructive and thoroughly delightful, it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality.",1
72,what really distinguishes time of favor from countless other intense thrillers is its deep underlying concern with the profound consequences of words and with the complicated emotions fueling terrorist acts.,1,1,1,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts.,1
73,birthday girl is an amusing joy ride with surprising violence.,1,1,1,"birthday girl is an amusing joy ride, with some surprisingly violent moments.",1
74,"it's just unnecessary filler, honestly.",0,0,0,it's just filler.,2
75,it's a truly lovely film filled with genuinely lovely performances by buy and accorsi.,1,1,1,it's a lovely film with lovely performances by buy and accorsi.,1
76,the end result is a film that's neither exciting nor interesting.,0,0,0,the end result is a film that's neither.,0
77,"a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002, impressively done.",1,1,1,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002.,1
78,"so much facile technique, such incredibly cute ideas, yet so little movie.",1,0,1,"so much facile technique, such cute ideas, so little movie.",0
79,"harris commands the screen compellingly, using his frailty to powerfully suggest the ravages of a life marked by corruption and ruthlessness.",1,1,1,"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.",1
80,"while the ideas about techno-saturation are far from novel, they're presented with a clever and wry dark humor.",1,1,1,"while the ideas about techno-saturation are far from novel, they're presented with a wry dark humor.",1
81,"a giggle-inducing, thoroughly enjoyable comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners: Susan Sarandon and Goldie Hawn.",1,1,1,a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners: susan sarandon and goldie hawn.,1
82,it's an offbeat treat that humorously pokes fun at the democratic exercise while also examining its deep significance for all participants.,1,1,1,it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.,1
83,affleck and jackson are really good sparring partners indeed.,1,1,1,affleck and jackson are good sparring partners.,1
84,it's a truly beautiful and captivating madness.,1,1,1,it's a beautiful madness.,1
85,a magnificent drama worth tracking down.,1,1,1,... a magnificent drama well worth tracking down.,1
86,it's fascinating to see bettany and mcdowell play off each other.,1,1,1,it's fascinating to see how bettany and mcdowell play off each other.,1
87,a non-stop giggle a minute experience.,1,1,1,a giggle a minute.,1
88,a truly rewarding work of art for only the most patient and challenge-hungry moviegoers out there.,1,1,1,a rewarding work of art for only the most patient and challenge-hungry moviegoers.,1
89,"it haunts you, you simply can't forget it, you truly admire its conception and are able to resolve some of the confusions you had while watching it.",1,1,1,"it haunts you, you can't forget it, you admire its conception and are able to resolve some of the confusions you had while watching it.",1
90,the experience of attending a film festival is rewarding; sampling one through this movie is not.,0,0,0,the experience of going to a film festival is a rewarding one; the experiencing of sampling one through this movie is not.,0
91,"thanks to haynes' absolute and masterful control of the film's mood, and buoyed by three exceptionally terrific performances, far from heaven actually pulls off this complex stylistic juggling act.",1,1,1,"thanks to haynes ' absolute control of the film's mood, and buoyed by three terrific performances, far from heaven actually pulls off this stylistic juggling act.",1
92,"even in its tedious scenes, russian ark is mesmerizing.",1,1,1,"even in its most tedious scenes, russian ark is mesmerizing.",1
93,"this piece of channel 5 grade trash is, quite frankly, nothing but an absolute insult to the intelligence of any true genre enthusiast.",0,0,0,"this piece of channel 5 grade trash is, quite frankly, an insult to the intelligence of the true genre enthusiast.",0
94,it's an offbeat treat that pokes fun at the democratic exercise while examining its significance.,1,1,1,it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.,1
95,"minority report is what the title indicates, a report.",1,0,1,"minority report is exactly what the title indicates, a report.",2
96,"a gripping movie, played with performances that are all incredibly understated and deeply touching.",1,1,1,"a gripping movie, played with performances that are all understated and touching.",1
97,sam mendes has become valedictorian at the school for easy ways out.,0,0,0,sam mendes has become valedictorian at the school for soft landings and easy ways out.,0
98,this movie is utterly and completely maddening.,0,0,0,this movie is maddening.,0
99,"moody, heartbreaking, filmed in a natural style that makes its characters seem entirely convincing even when its script is not.",1,0,1,"moody, heartbreaking, and filmed in a natural, unforced style that makes its characters seem entirely convincing even when its script is not.",1
