,text,modified_label,modified_pred,original_label,original_text,original_pred
30,what distinguishes TIME of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts.,1,1,1,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts.,1
31,"and when you're talking about a slapstick comedy, that's a pretty big PrObLeM.",0,0,0,"and when you're talking about a slapstick comedy, that's a pretty big problem.",0
32,"by getting myself wrapped up in the visuals and eccentricities of many of the characters, i found myself cOnFuSeD when it came time to get to the heart of the movie.",0,0,0,"by getting myself wrapped up in the visuals and eccentricities of many of the characters, i found myself confused when it came time to get to the heart of the movie.",0
33,"suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by hOlLyWoOd.",0,0,0,"suffocated by its fussy script and uptight characters, this musty adaptation is all the more annoying since it's been packaged and sold back to us by hollywood.",0
34,at least one scene is so disgusting that viewers may be hard pressed to retain their LuNcH.,0,0,0,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch.,0
35,"it has its moments of swaggering camaraderie, but more often just feels generic, derivative and dOnE tO dEaTh.",0,0,0,"it has its moments of swaggering camaraderie, but more often just feels generic, derivative and done to death.",0
36,not really bad so much as distasteful: we need kidnapping suspense dramas right now like we need doomsday tHrIlLeRs.,0,0,0,not really bad so much as distasteful: we need kidnapping suspense dramas right now like we need doomsday thrillers.,0
37,"visually rather stunning, but ultimately a handsome-looking bore, the true creativity would have been to hide treasure planet entirely and completely rEiMaGiNe it.",0,0,0,"visually rather stunning, but ultimately a handsome-looking bore, the true creativity would have been to hide treasure planet entirely and completely reimagine it.",0
38,another in-your-face wallow in the lower depths made by people who have never sung those bLuEs.,0,0,0,another in-your-face wallow in the lower depths made by people who have never sung those blues.,0
39,"as the latest bid in the tv-to-movie franchise game, i sPy MaKeS its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor.",0,0,0,"as the latest bid in the tv-to-movie franchise game, i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor.",0
40,no one but a convict guilty of some truly heinous crime should have to sit through the mAsTeR oF dIsGuIsE.,0,0,0,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise.,0
41,iNdIfFeReNtLy implausible popcorn programmer of a movie.,0,0,0,indifferently implausible popcorn programmer of a movie.,0
42,the cOlD turkey would've been a far better title.,0,0,0,the cold turkey would've been a far better title.,0
43,"mAtTeI is tiresomely grave and long-winded, as if circularity itself indicated profundity.",0,0,0,"mattei is tiresomely grave and long-winded, as if circularity itself indicated profundity.",0
44,"even the finest chef can't make a hotdog into anything more than a hotdog, and robert de niro can't make this movie anything more than a trashy cop buddy CoMeDy.",0,0,0,"even the finest chef can't make a hotdog into anything more than a hotdog, and robert de niro can't make this movie anything more than a trashy cop buddy comedy.",0
45,"the reality of the new live-action pInOcChIo he directed, cowrote and starred in borders on the grotesque.",0,0,0,"the reality of the new live-action pinocchio he directed, cowrote and starred in borders on the grotesque.",0
46,"this re-do is so dumb and so exploitative in its violence that, ironically, it becomes everything that the rather clumsy original was RaIlInG against.",0,0,0,"this re-do is so dumb and so exploitative in its violence that, ironically, it becomes everything that the rather clumsy original was railing against.",0
47,"comes off like a rejected abc afterschool special, freshened up by the dUnCe of a screenwriting 101 class.",0,0,0,"comes off like a rejected abc afterschool special, freshened up by the dunce of a screenwriting 101 class.",0
48,two hours fly by -- opera's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away eXhIlArAtEd.,1,1,1,two hours fly by -- opera's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated.,1
49,huston nails both the glad-handing and the choking sense of hollow dEsPaIr.,1,0,1,huston nails both the glad-handing and the choking sense of hollow despair.,0
50,"about a manga-like heroine who fights back at her abusers, it's energetic and satisfying if not deep and pSyChOlOgIcAl.",1,1,1,"about a manga-like heroine who fights back at her abusers, it's energetic and satisfying if not deep and psychological.",1
51,"there's something auspicious, and daring, too, about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the MaJoRiTy.",1,1,1,"there's something auspicious, and daring, too, about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority.",1
52,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a gOoD wIlL hUnTiNg trilogy that was never planned.,1,0,1,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned.,0
53,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pLeAsUrE.,1,1,1,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure.,1
54,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rAgE in 2002.,1,1,1,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002.,1
55,"a gripping movie, played with performances that are all understated and ToUcHiNg.",1,1,1,"a gripping movie, played with performances that are all understated and touching.",1
56,"this is a gOoD script, good dialogue, funny even for adults.",1,1,1,"this is a good script, good dialogue, funny even for adults.",1
57,"so, too, is this comedy about mild culture clashing in today's new DeLhI.",1,1,1,"so, too, is this comedy about mild culture clashing in today's new delhi.",1
58,"what really makes it special is that it pulls us into its world, gives us a hero whose suffering and triumphs we can share, surrounds him with interesting characters and sends us out of the theater feeling we've shared a great AdVeNtUrE.",1,1,1,"what really makes it special is that it pulls us into its world, gives us a hero whose suffering and triumphs we can share, surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure.",1
59,fresnadillo's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that woN'T gO aWaY.,1,0,1,fresnadillo's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that won't go away.,0
60,iT's made with deftly unsettling genre flair.,1,1,1,it's made with deftly unsettling genre flair.,1
61,there's a wickedly subversive bent to the best parts of birthday gIrL.,1,1,1,there's a wickedly subversive bent to the best parts of birthday girl.,1
62,if steven soderbergh's ` solaris ' is a failure it is a gLoRiOuS failure.,1,1,1,if steven soderbergh's ` solaris ' is a failure it is a glorious failure.,0
63,"an interesting story with a pertinent (cinematically unique) message, told fairly well and scored to perfection, i found myself struggling to put my finger on that elusive `` mIsSiNg thing. ''",1,1,1,"an interesting story with a pertinent (cinematically unique) message, told fairly well and scored to perfection, i found myself struggling to put my finger on that elusive `` missing thing. ''",1
64,"by candidly detailing the politics involved in the creation of an extraordinary piece of music, (jOnEs) calls our attention to the inherent conflict between commerce and creativity.",1,0,1,"by candidly detailing the politics involved in the creation of an extraordinary piece of music, (jones) calls our attention to the inherent conflict between commerce and creativity.",0
65,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be Precious little left.,0,0,0,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left.,0
66,No aspirations to social import inform the movie version.,0,0,0,no aspirations to social import inform the movie version.,0
67,you Wonder why enough wasn't just a music video rather than a full-length movie.,0,0,0,you wonder why enough wasn't just a music video rather than a full-length movie.,0
68,"a misogynistic piece of filth that attempts to Pass itself off as hip, young adult entertainment.",0,0,0,"a misogynistic piece of filth that attempts to pass itself off as hip, young adult entertainment.",0
69,"outer-space buffs might love this film, but others will Find its pleasures intermittent.",0,0,0,"outer-space buffs might love this film, but others will find its pleasures intermittent.",0
70,"by getting myself wrapped up in the visuals and eccentricities of many of the characters, i found myself confused when it came time to get to the heart of The movie.",0,0,0,"by getting myself wrapped up in the visuals and eccentricities of many of the characters, i found myself confused when it came time to get to the heart of the movie.",0
71,nervous Breakdowns are not entertaining.,0,0,0,nervous breakdowns are not entertaining.,0
72,corpus collosum -- while undeniably interesting -- wore out its welcome Well before the end credits rolled about 45 minutes in.,0,0,0,corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in.,0
73,no one but a convict guilty of some truly heinous crime should have to sit through the Master of disguise.,0,0,0,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise.,0
74,"movie fans, Get ready to take off... the other direction.",0,0,0,"movie fans, get ready to take off... the other direction.",0
75,"a broad, melodramatic estrogen Opera that's pretty toxic in its own right.",0,0,0,"a broad, melodramatic estrogen opera that's pretty toxic in its own right.",0
76,"it feels like an after-school special gussied up with some fancy special effects, and watching its rote plot points connect is about As exciting as gazing at an egg timer for 93 minutes.",0,0,0,"it feels like an after-school special gussied up with some fancy special effects, and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes.",0
77,like you couldn't smell This turkey rotting from miles away.,0,0,0,like you couldn't smell this turkey rotting from miles away.,0
78,what the director can't do is make either of val kilmer's two personas interesting or worth Caring about.,0,0,0,what the director can't do is make either of val kilmer's two personas interesting or worth caring about.,0
79,"mattei is tiresomely grave and long-winded, As if circularity itself indicated profundity.",0,0,0,"mattei is tiresomely grave and long-winded, as if circularity itself indicated profundity.",0
80,"though perry and hurley make inspiring efforts to breathe life into the disjointed, haphazard script by jay scherick and david ronn, neither The actors nor director reginald hudlin can make it more than fitfully entertaining.",0,0,0,"though perry and hurley make inspiring efforts to breathe life into the disjointed, haphazard script by jay scherick and david ronn, neither the actors nor director reginald hudlin can make it more than fitfully entertaining.",0
81,i had to look away - This was god awful.,0,0,0,i had to look away - this was god awful.,0
82,"aside from minor tinkering, this is the same movie you probably Loved in 1994, except that it looks even better.",1,1,1,"aside from minor tinkering, this is the same movie you probably loved in 1994, except that it looks even better.",1
83,it's an offbeat treat that pokes fun at the Democratic exercise while also examining its significance for those who take part.,1,1,1,it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part.,1
84,"fun, Flip and terribly hip bit of cinematic entertainment.",1,1,1,"fun, flip and terribly hip bit of cinematic entertainment.",1
85,huston nails both the glad-handing and the choking Sense of hollow despair.,1,0,1,huston nails both the glad-handing and the choking sense of hollow despair.,0
86,a compelling spanish film about the withering Effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession.,1,1,1,a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession.,1
87,"seldahl's barbara Is a precise and moving portrait of someone whose world is turned upside down, first by passion and then by illness.",1,1,1,"seldahl's barbara is a precise and moving portrait of someone whose world is turned upside down, first by passion and then by illness.",1
88,Blanchett's Performance confirms her power once again.,1,1,1,blanchett's performance confirms her power once again.,1
89,broomfield turns his distinctive ` blundering ' style Into something that could really help clear up the case.,1,1,1,broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case.,1
90,a giggle-inducing comedy with snappy Dialogue and winning performances by an unlikely team of oscar-winners: susan sarandon and goldie hawn.,1,1,1,a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners: susan sarandon and goldie hawn.,1
91,as Unseemly as its title suggests.,1,0,1,as unseemly as its title suggests.,0
92,"there is nothing outstanding about this film, but it is good enough and will likely be appreciated most by sailors and folks who know their way Around a submarine.",1,1,1,"there is nothing outstanding about this film, but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine.",1
93,"a full world has been presented onscreen, not some Series of carefully structured plot points building to a pat resolution.",1,1,1,"a full world has been presented onscreen, not some series of carefully structured plot points building to a pat resolution.",1
94,"about a manga-like heroine who fights back at her abusers, it's energetic and satisfying if not Deep and psychological.",1,1,1,"about a manga-like heroine who fights back at her abusers, it's energetic and satisfying if not deep and psychological.",1
95,a subtle and well-crafted (for the most Part) chiller.,1,1,1,a subtle and well-crafted (for the most part) chiller.,1
96,the film's Welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip.,1,1,1,the film's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip.,1
97,it confirms fincher's status as a film maker who artfully bends technical know-how to the Service of psychological insight.,1,1,1,it confirms fincher's status as a film maker who artfully bends technical know-how to the service of psychological insight.,1
98,"thanks to haynes ' absolute control of the film's mood, and buoyed by three terrific performances, far from heaven Actually pulls off this stylistic juggling act.",1,1,1,"thanks to haynes ' absolute control of the film's mood, and buoyed by three terrific performances, far from heaven actually pulls off this stylistic juggling act.",1
