,text,modified_label,modified_pred,original_label,original_text,original_pred
32,"no sophomore slump for director sam mendes, who segues from oscar winner to oscar-winning potential with a smooth prestidigitation.",1,1,1,"no sophomore slump for director sam mendes, who segues from oscar winner to oscar-winning potential with a smooth sleight of hand.",1
33,"a swift, funny, highly enjoyable movie.",1,1,1,"a fast, funny, highly enjoyable movie.",1
34,villeneuve spends too much time wallowing in bibi's generic melancholy (there are a lot of shots of her gazing out windows).,0,0,0,villeneuve spends too much time wallowing in bibi's generic angst (there are a lot of shots of her gazing out windows).,0
35,sam mendes has become valedictorian at the school for soft landings and facile ways out.,0,0,0,sam mendes has become valedictorian at the school for soft landings and easy ways out.,0
36,"it doesn't believe in itself, it has no sense of humor... it's just plain wearied.",0,0,0,"it doesn't believe in itself, it has no sense of humor... it's just plain bored.",0
37,"based on a devilishly droll script by heather mcgowan and niels mueller, the film gets great laughs, but never at the expense of its characters",1,1,1,"based on a devilishly witty script by heather mcgowan and niels mueller, the film gets great laughs, but never at the expense of its characters",1
38,more querulous downer than corruscating commentary.,0,0,0,more whiny downer than corruscating commentary.,0
39,"exciting and direct, with spectre imagery that shows just enough to keep us on our toes.",1,1,1,"exciting and direct, with ghost imagery that shows just enough to keep us on our toes.",1
40,a rewarding work of art for only the most patient and challenge-hungry cinemagoers.,1,1,1,a rewarding work of art for only the most patient and challenge-hungry moviegoers.,1
41,"awesome creatures, breathtaking scenery, and epic battle scenes add up to another `magnificent spectacle.'",1,1,1,"awesome creatures, breathtaking scenery, and epic battle scenes add up to another ` spectacular spectacle. '",1
42,if steven soderbergh's ` solaris' is a failure it is a splendid failure.,1,0,1,if steven soderbergh's ` solaris ' is a failure it is a glorious failure.,0
43,"this is a good script, good dialogue, humorous even for adults.",1,1,1,"this is a good script, good dialogue, funny even for adults.",1
44,"the words, `frankly, my dear, I don't give a hoot,' have never been more appropriate.",0,0,0,"the words, ` frankly, my dear, i don't give a damn, ' have never been more appropriate.",0
45,"(grant's) bumbling sorcery takes over the film, and it turns out to be another winning star vehicle.",1,1,1,"(grant's) bumbling magic takes over the film, and it turns out to be another winning star vehicle.",1
46,a sequence of preposterous shoot -'em - up scenes.,0,0,0,a sequence of ridiculous shoot - 'em - up scenes.,0
47,"very special effects, brilliantly bold colors and heightened reality can't hide the giant achilles' heel in ``stuart little 2``: there's just no tale, folks.",0,0,0,"very special effects, brilliantly bold colors and heightened reality can't hide the giant achilles ' heel in `` stuart little 2 ``: there's just no story, folks.",0
48,the film will play equally well on both the standard and colossal screens.,1,1,1,the film will play equally well on both the standard and giant screens.,1
49,"outer-space buffs might adore this film, but others will find its pleasures intermittent.",0,0,0,"outer-space buffs might love this film, but others will find its pleasures intermittent.",0
50,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous fury in 2002.,1,1,1,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002.,1
51,"bleakly amusing, its characters all the more touching for refusing to pity or memorialize themselves.",1,1,1,"bleakly funny, its characters all the more touching for refusing to pity or memorialize themselves.",1
52,"about a manga-like heroine who combats back at her abusers, it's energetic and satisfying if not deep and psychological.",1,1,1,"about a manga-like heroine who fights back at her abusers, it's energetic and satisfying if not deep and psychological.",1
53,"building slowly and subtly, the film, sporting a breezy spontaneity and realistically drawn characterizations, develops into a significant character study that is both moving and sagacious.",1,1,1,"building slowly and subtly, the film, sporting a breezy spontaneity and realistically drawn characterizations, develops into a significant character study that is both moving and wise.",1
54,"a very well-made, humorous and entertaining picture.",1,1,1,"a very well-made, funny and entertaining picture.",1
55,"martin and barbara are complex characters -- sometimes tender, sometimes irate -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid.",1,1,1,"martin and barbara are complex characters -- sometimes tender, sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid.",1
56,"a simple, but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its autocratic past.",1,1,1,"a simple, but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past.",1
57,"what the film lacks in general focus it makes up for in compassion, as corcuera manages to find the seeds of hope in the form of collective endeavour.",1,1,1,"what the film lacks in general focus it makes up for in compassion, as corcuera manages to find the seeds of hope in the form of collective action.",1
58,two hours fly by -- opera's a delight when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated.,1,1,1,two hours fly by -- opera's a pleasure when you don't have to endure intermissions -- and even a novice to the form comes away exhilarated.,1
59,"moody, heartbreaking, and filmed in a natural, unforced style that makes its personages seem entirely convincing even when its script is not.",1,0,1,"moody, heartbreaking, and filmed in a natural, unforced style that makes its characters seem entirely convincing even when its script is not.",0
60,"his comedy premises are often hackneyed or just plain crude, calculated to provoke shocked mirth, without following up on a deeper level.",0,0,0,"his comedy premises are often hackneyed or just plain crude, calculated to provoke shocked laughter, without following up on a deeper level.",0
61,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-consequence...,0,0,0,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance...,0
62,but this films lacks the ardour required to sell the material.,0,0,0,but this films lacks the passion required to sell the material.,0
63,"in its best moments, resembles a poor high school production of grease, without benefit of song.",0,0,0,"in its best moments, resembles a bad high school production of grease, without benefit of song.",0
64,"try as i may, i can't think of a single good reason to see this movie, even though everyone in my group spontaneously shouted, `thank you!'",0,0,0,"try as i may, i can't think of a single good reason to see this movie, even though everyone in my group extemporaneously shouted, ` thank you! '",0
65,teen movies have really hit the doldrums.,0,0,0,teen movies have really hit the skids.,0
66,late marriage's rigidity is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet.,0,0,0,late marriage's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet.,0
67,"less dizzying than just dizzy, the jaunt is practically over before it commences.",0,0,0,"less dizzying than just dizzy, the jaunt is practically over before it begins.",0
68,"miller is playing so free with emotions, and the fact that children are hostages to fortune, that he makes the audience hostage to his swaggering pretense of seriousness.",1,0,1,"miller is playing so free with emotions, and the fact that children are hostages to fortune, that he makes the audience hostage to his swaggering affectation of seriousness.",0
69,"entertains by providing good, sprightly company.",1,1,1,"entertains by providing good, lively company.",1
70,"a gorgeous, witty, beguiling movie.",1,1,1,"a gorgeous, witty, seductive movie.",1
71,"it's of the quality of a lesser harrison ford movie - six days, seven nights, maybe, or that dreadful sabrina revamp.",0,0,0,"it's of the quality of a lesser harrison ford movie - six days, seven nights, maybe, or that dreadful sabrina remake.",0
72,an intriguing cinematic omnibus and round-robin that occasionally is more interesting in conception than in execution.,1,0,1,an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution.,0
73,"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and unscrupulousness.",1,0,1,"harris commands the screen, using his frailty to suggest the ravages of a life of corruption and ruthlessness.",0
74,"byler reveals his characters in a way that intrigues and even fascinates us, and he never reduces the situation to simple theatrics.",1,1,1,"byler reveals his characters in a way that intrigues and even fascinates us, and he never reduces the situation to simple melodrama.",1
75,"the old-world - meets-new mesh is incarnated in the movie's soundtrack, a joyful effusion of disco bollywood that, by the end of monsoon wedding, sent my spirit aloft out of the theater.",1,1,1,"the old-world - meets-new mesh is incarnated in the movie's soundtrack, a joyful effusion of disco bollywood that, by the end of monsoon wedding, sent my spirit soaring out of the theater.",1
76,"an interesting story with a pertinent (cinematically unique) message, told fairly well and scored to perfection, I found myself struggling to put my finger on that elusive `` missing ingredient.''",1,1,1,"an interesting story with a pertinent (cinematically unique) message, told fairly well and scored to perfection, i found myself struggling to put my finger on that elusive `` missing thing. ''",1
77,"a poignant and compelling story about relationships, victuals of love takes us on a bumpy but satisfying journey of the heart.",1,1,1,"a poignant and compelling story about relationships, food of love takes us on a bumpy but satisfying journey of the heart.",1
78,"so much facile technique, such quaint ideas, so little movie.",1,0,1,"so much facile technique, such cute ideas, so little movie.",0
79,"the special effects and many scenes of weightlessness look as good or better than in the original, while the oscar-winning sound and james horner's rousing score make good use of the hefty audio apparatus.",1,1,1,"the special effects and many scenes of weightlessness look as good or better than in the original, while the oscar-winning sound and james horner's rousing score make good use of the hefty audio system.",1
80,or doing yesteryear's taxes with your ex-wife.,0,0,0,or doing last year's taxes with your ex-wife.,0
81,` de niro... is a veritable fount of sincere passion that this hollywood contrivance orbits around.',1,1,1,` de niro... is a veritable source of sincere passion that this hollywood contrivance orbits around. ',1
82,"a delectable and intriguing thriller filled with surprises, read my lips is an estimable original.",1,1,1,"a delectable and intriguing thriller filled with surprises, read my lips is an original.",1
83,a grimly competent and steadfast and earnest military courtroom drama.,1,0,1,a grimly competent and stolid and earnest military courtroom drama.,0
84,"while the ideas about techno-saturation are far from novel, they're presented with a droll dark humor.",1,1,1,"while the ideas about techno-saturation are far from novel, they're presented with a wry dark humor.",1
85,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture, the l.a. beach scene and the imaginative (and sometimes illicit) ways kids can make a playground out of the refuse of adults.",1,1,1,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture, the l.a. beach scene and the imaginative (and sometimes illegal) ways kids can make a playground out of the refuse of adults.",1
86,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the privy in favor of bright flashes and loud bangs.,0,0,0,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs.,0
87,"at times, the suspense is palpable, but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potentiality.",0,0,0,"at times, the suspense is palpable, but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential.",0
88,"a broad, melodramatic estrogen opera that's pretty noxious in its own right.",0,0,0,"a broad, melodramatic estrogen opera that's pretty toxic in its own right.",0
89,"charles' diverting film chronicles seinfeld's return to stand-up comedy after the wrap of his legendary sitcom, alongside wannabe comic adams' attempts to get his shot at the big time.",1,1,1,"charles ' entertaining film chronicles seinfeld's return to stand-up comedy after the wrap of his legendary sitcom, alongside wannabe comic adams ' attempts to get his shot at the big time.",1
90,not an objectionable or tedious film; it merely lacks everything except good intentions.,0,0,0,not an objectionable or dull film; it merely lacks everything except good intentions.,0
91,"without non-stop techno or the existential overtones of a kieslowski morality tale, maelstr\u00f6m is just another winter slumberers.",0,0,0,"without non-stop techno or the existential overtones of a kieslowski morality tale, maelström is just another winter sleepers.",0
92,"if looking for a thrilling sci-fi cinematic ride, don't settle for this charlatan.",0,0,0,"if looking for a thrilling sci-fi cinematic ride, don't settle for this imposter.",0
93,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous tawdry effects, not the least of which is Rebecca Romijn-Stamos.",0,0,0,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects, not the least of which is rebecca romijn-stamos.",0
94,the primordial force of this film seems to bubble up from the vast collective memory of the combatants.,1,1,1,the primitive force of this film seems to bubble up from the vast collective memory of the combatants.,1
95,"by getting myself wrapped up in the visuals and eccentricities of many of the personages, I found myself confused when it came time to get to the heart of the movie.",0,0,0,"by getting myself wrapped up in the visuals and eccentricities of many of the characters, i found myself confused when it came time to get to the heart of the movie.",0
96,what was once original has been co-opted so frequently that it now seems commonplace.,0,0,0,what was once original has been co-opted so frequently that it now seems pedestrian.,0
97,the film's performances are electrifying.,1,1,1,the film's performances are thrilling.,1
98,"even in its most wearisome scenes, russian ark is mesmerizing.",1,1,1,"even in its most tedious scenes, russian ark is mesmerizing.",1
99,"by candidly detailing the politics involved in the creation of an extraordinary piece of music, (jones) calls our attention to the inherent conflict between commerce and artistry.",1,0,1,"by candidly detailing the politics involved in the creation of an extraordinary piece of music, (jones) calls our attention to the inherent conflict between commerce and creativity.",0
