Unnamed: 0,text,modified_label,modified_pred,original_text,original_pred,original_label,type
13,"The founder of Kōeido (the purveyors of Kibi dango) authored a travel guide in 1895, in which he claimed that Kibitsuhiko rolled with his own hand some kibi dango to give to Emperor Jimmu who stopped at Takayama Palacein Okayama.","[{'text': 'Jimmu', 'label': 'PERSON'}, {'text': 'Kibi dango', 'label': 'PRODUCT'}, {'text': 'Kibitsuhiko', 'label': 'ORGANIZATION'}, {'text': 'Kōeido', 'label': 'ORGANIZATION'}, {'text': 'Okayama', 'label': 'LOCATION'}, {'text': 'Takayama Palacein', 'label': 'BUILDING'}, {'text': 'kibi dango', 'label': 'PRODUCT'}]",[],"The founder of KÅeido (the purveyors of Kibi dango) authored a travel guide in 1895, in which he claimed that Kibitsuhiko rolled with his own hand some kibi dango to give to Emperor Jimmu who stopped at Takayama Palace in Okayama.",[],"[{'text': 'Jimmu', 'label': 'PERSON'}, {'text': 'K\\u014deido', 'label': 'ORGANIZATION'}, {'text': 'Kibi dango', 'label': 'PRODUCT'}, {'text': 'Kibitsuhiko', 'label': 'ORGANIZATION'}, {'text': 'Okayama', 'label': 'LOCATION'}, {'text': 'Takayama Palace', 'label': 'BUILDING'}, {'text': 'kibi dango', 'label': 'PRODUCT'}]",
14,"The Germans then attacked again and penetrated CCompany, but the tanks of the North Irish Horse stopped the Germans until dusk.","[{'text': 'CCompany', 'label': 'ORGANIZATION'}, {'text': 'Germans', 'label': 'LOCATION'}, {'text': 'Germans', 'label': 'LOCATION'}, {'text': 'North Irish Horse', 'label': 'ORGANIZATION'}]","[{'text': 'CCompany', 'label': 'ORGANIZATION'}, {'text': 'Germans', 'label': 'PERSON'}, {'text': 'North Irish Horse', 'label': 'ORGANIZATION'}]","The Germans then attacked again and penetrated C Company, but the tanks of the North Irish Horse stopped the Germans until dusk.","[{'text': 'C Company', 'label': 'ORGANIZATION'}, {'text': 'Germans', 'label': 'ORGANIZATION'}, {'text': 'North Irish Horse', 'label': 'ORGANIZATION'}]","[{'text': 'C Company', 'label': 'ORGANIZATION'}, {'text': 'Germans', 'label': 'LOCATION'}, {'text': 'Germans', 'label': 'LOCATION'}, {'text': 'North Irish Horse', 'label': 'ORGANIZATION'}]",
15,"Loyalists recruited from QueensCounty, New York by Lieutenant Colonel Richard Hewlett for the 3rd battalion DeLancey's Brigade had established a fortified position in early August on the central north shore of Long Island at Setauket, just across Long Island Sound from Fairfield.","[{'text': ""DeLancey's Brigade"", 'label': 'ORGANIZATION'}, {'text': 'Fairfield', 'label': 'LOCATION'}, {'text': 'Long Island', 'label': 'LOCATION'}, {'text': 'Long Island Sound', 'label': 'LOCATION'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'QueensCounty', 'label': 'LOCATION'}, {'text': 'Richard Hewlett', 'label': 'PERSON'}, {'text': 'Setauket', 'label': 'LOCATION'}]",[],"Loyalists recruited from Queens County, New York by Lieutenant Colonel Richard Hewlett for the 3rd battalion DeLancey's Brigade had established a fortified position in early August on the central north shore of Long Island at Setauket, just across Long Island Sound from Fairfield.",[],"[{'text': ""DeLancey's Brigade"", 'label': 'ORGANIZATION'}, {'text': 'Fairfield', 'label': 'LOCATION'}, {'text': 'Long Island', 'label': 'LOCATION'}, {'text': 'Long Island Sound', 'label': 'LOCATION'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Queens County', 'label': 'LOCATION'}, {'text': 'Richard Hewlett', 'label': 'PERSON'}, {'text': 'Setauket', 'label': 'LOCATION'}]",
16,Gibraltar suffered a number of air raids during 1940 by the Italian ``RegiaAeronautica`` (operating from Sardinia) and from the Vichy French Air Force (from French North Africa) in retaliation for British and Free French attacks on Mers-el-Kebir and Dakar.,"[{'text': 'British', 'label': 'ORGANIZATION'}, {'text': 'Dakar', 'label': 'LOCATION'}, {'text': 'Free French', 'label': 'ORGANIZATION'}, {'text': 'French North Africa', 'label': 'LOCATION'}, {'text': 'Gibraltar', 'label': 'LOCATION'}, {'text': 'Mers-el-Kebir', 'label': 'LOCATION'}, {'text': 'RegiaAeronautica', 'label': 'ORGANIZATION'}, {'text': 'Sardinia', 'label': 'LOCATION'}, {'text': 'Vichy French Air Force', 'label': 'ORGANIZATION'}]",[],Gibraltar suffered a number of air raids during 1940 by the Italian ``Regia Aeronautica`` (operating from Sardinia) and from the Vichy French Air Force (from French North Africa) in retaliation for British and Free French attacks on Mers-el-Kebir and Dakar.,[],"[{'text': 'British', 'label': 'ORGANIZATION'}, {'text': 'Dakar', 'label': 'LOCATION'}, {'text': 'Free French', 'label': 'ORGANIZATION'}, {'text': 'French North Africa', 'label': 'LOCATION'}, {'text': 'Gibraltar', 'label': 'LOCATION'}, {'text': 'Mers-el-Kebir', 'label': 'LOCATION'}, {'text': 'Regia Aeronautica', 'label': 'ORGANIZATION'}, {'text': 'Sardinia', 'label': 'LOCATION'}, {'text': 'Vichy French Air Force', 'label': 'ORGANIZATION'}]",
17,"DivineStyler says: ``in the school I come from, freestyling was a non-conceptual written rhyme... and now they call freestyling off the top of the head, so the era I come from it's a lot different''.","[{'text': 'DivineStyler', 'label': 'PERSON'}]","[{'text': 'DivineStyler', 'label': 'PERSON'}]","Divine Styler says: ``in the school I come from, freestyling was a non-conceptual written rhyme... and now they call freestyling off the top of the head, so the era I come from it's a lot different''.","[{'text': 'Divine Styler', 'label': 'PERSON'}]","[{'text': 'Divine Styler', 'label': 'PERSON'}]",
18,"Six years later, both Richardand Lilli grow into strong and beautiful teenagers.","[{'text': 'Lilli', 'label': 'PERSON'}, {'text': 'Richardand', 'label': 'PERSON'}]","[{'text': 'Lilli', 'label': 'PERSON'}, {'text': 'Richard', 'label': 'PERSON'}]","Six years later, both Richard and Lilli grow into strong and beautiful teenagers.","[{'text': 'Lilli', 'label': 'PERSON'}, {'text': 'Richard', 'label': 'PERSON'}]","[{'text': 'Lilli', 'label': 'PERSON'}, {'text': 'Richard', 'label': 'PERSON'}]",
19,It won the jury award for best feature Film at the TriMedia FilmFestival in 2010.,"[{'text': 'TriMedia FilmFestival', 'label': 'EVENT'}, {'text': 'jury award for best feature Film', 'label': 'OTHER'}]","[{'text': '2010', 'label': 'OTHER'}, {'text': 'TriMedia FilmFestival', 'label': 'EVENT'}]",It won the jury award for best feature Film at the TriMedia Film Festival in 2010.,"[{'text': 'TriMedia Film Festival', 'label': 'EVENT'}]","[{'text': 'TriMedia Film Festival', 'label': 'EVENT'}, {'text': 'jury award for best feature Film', 'label': 'OTHER'}]",
20,"In particular, Reform Jews may be lampooned, for their rejection of traditional Jewish beliefs.","[{'text': 'Jewish', 'label': 'ORGANIZATION'}, {'text': 'Jews', 'label': 'ORGANIZATION'}]","[{'text': 'Reform Jews', 'label': 'PERSON'}]","In particular, Reform Jews may be lampooned for their rejection of traditional Jewish beliefs.","[{'text': 'Reform Jews', 'label': 'PERSON'}]","[{'text': 'Jewish', 'label': 'ORGANIZATION'}, {'text': 'Jews', 'label': 'ORGANIZATION'}]",
21,"The name ``Ganapatishvara``, which also gives the town its alternate name ``Ganapatishvaram``, denotes Shiva as ``Lordof Ganesha`` and alludes to the legend that Ganesha killed a demon and then worshipped his father Shiva here.","[{'text': 'Ganapatishvara', 'label': 'OTHER'}, {'text': 'Ganapatishvaram', 'label': 'OTHER'}, {'text': 'Ganesha', 'label': 'OTHER'}, {'text': 'Lordof Ganesha', 'label': 'OTHER'}, {'text': 'Shiva', 'label': 'OTHER'}, {'text': 'Shiva', 'label': 'OTHER'}]",[],"The name ``Ganapatishvara``, which also gives the town its alternate name ``Ganapatishvaram``, denotes Shiva as ``Lord of Ganesha`` and alludes to the legend that Ganesha killed a demon and then worshipped his father Shiva here.",[],"[{'text': 'Ganapatishvara', 'label': 'OTHER'}, {'text': 'Ganapatishvaram', 'label': 'OTHER'}, {'text': 'Ganesha', 'label': 'OTHER'}, {'text': 'Lord of Ganesha', 'label': 'OTHER'}, {'text': 'Shiva', 'label': 'OTHER'}, {'text': 'Shiva', 'label': 'OTHER'}]",
22,The same effects have also been seen in short pubertall boys.,[],[],The same effects have also been seen in short pubertal boys.,[],[],
23,Elin Hilderbrand is anAmerican writer mostly of romance novels.,"[{'text': 'Elin Hilderbrand', 'label': 'PERSON'}, {'text': 'anAmerican', 'label': 'LOCATION'}]","[{'text': 'Elin Hilderbrand', 'label': 'PERSON'}]",Elin Hilderbrand is an American writer mostly of romance novels.,"[{'text': 'Elin Hilderbrand', 'label': 'PERSON'}]","[{'text': 'American', 'label': 'LOCATION'}, {'text': 'Elin Hilderbrand', 'label': 'PERSON'}]",
24,"In 1955, it began receiving an early model of the Boeing B-52 Stratofortress and upgraded to various models over the next 40 years.","[{'text': 'Boeing B-52', 'label': 'PRODUCT'}]","[{'text': 'Boeing B-52 Stratofortress', 'label': 'PRODUCT'}]",In 1955 it began receiving an early model of the Boeing B-52 Stratofortress and upgraded to various models over the next 40 years.,"[{'text': 'Boeing B-52 Stratofortress', 'label': 'PRODUCT'}]","[{'text': 'Boeing B-52', 'label': 'PRODUCT'}]",
25,"However, in 1861 the prospect of seccession by southern states after the 1860 presidential election removed this obstacle to political change.",[],[],"However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.",[],[],
26,"More than 100 sellers from Deidesheimand the surrounding area run stalls, which must stylistically fit into the market's whole theme.","[{'text': 'Deidesheimand', 'label': 'LOCATION'}]","[{'text': 'Deidesheim', 'label': 'LOCATION'}]","More than 100 sellers from Deidesheim and the surrounding area run stalls, which must stylistically fit into the market's whole theme.","[{'text': 'Deidesheim', 'label': 'LOCATION'}]","[{'text': 'Deidesheim', 'label': 'LOCATION'}]",
27,"Construction was modular, so that some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, to be replaced later when finances had recovered.",[],[],"Construction was modular so that some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, to be replaced later when finances had recovered.",[],[],
28,"After it was established by YadunandanSharma, at the instruction of Swami Sahajanand Saraswati in 1933, it saw a large number of freedom fighters visiting.","[{'text': 'Swami Sahajanand Saraswati', 'label': 'PERSON'}, {'text': 'YadunandanSharma', 'label': 'PERSON'}]","[{'text': 'Swami Sahajanand Saraswati', 'label': 'PERSON'}, {'text': 'YadunandanSharma', 'label': 'PERSON'}]","After it was established by Yadunandan Sharma, at the instruction of Swami Sahajanand Saraswati in 1933, it saw a large number of freedom fighters visiting.","[{'text': 'Swami Sahajanand Saraswati', 'label': 'PERSON'}, {'text': 'Yadunandan Sharma', 'label': 'PERSON'}]","[{'text': 'Swami Sahajanand Saraswati', 'label': 'PERSON'}, {'text': 'Yadunandan Sharma', 'label': 'PERSON'}]",
29,"He died in an assisted living facillity on election day, November 2, 2004, at the age of 92, survived by his widow and one brother.",[],"[{'text': 'November 2, 2004', 'label': 'EVENT'}, {'text': 'election day', 'label': 'EVENT'}]","He died in an assisted living facility on election day, November 2, 2004, at the age of 92, survived by his widow and one brother.","[{'text': 'November 2, 2004', 'label': 'EVENT'}, {'text': 'election day', 'label': 'EVENT'}]",[],
30,"At a festival, Siddhi saves Vin from being shot at, by Rudra.","[{'text': 'Rudra', 'label': 'PERSON'}, {'text': 'Siddhi', 'label': 'PERSON'}, {'text': 'Vin', 'label': 'PERSON'}]","[{'text': 'Rudra', 'label': 'PERSON'}, {'text': 'Siddhi', 'label': 'PERSON'}, {'text': 'Vin', 'label': 'PERSON'}]","At a festival, Siddhi saves Vin from being shot at by Rudra.","[{'text': 'Rudra', 'label': 'PERSON'}, {'text': 'Siddhi', 'label': 'PERSON'}, {'text': 'Vin', 'label': 'PERSON'}]","[{'text': 'Rudra', 'label': 'PERSON'}, {'text': 'Siddhi', 'label': 'PERSON'}, {'text': 'Vin', 'label': 'PERSON'}]",
31,The festival is dedicated to world television and digital content and its creation and developmment.,[],[],The festival is dedicated to world television and digital content and its creation and development.,[],[],
32,"Nintendo continued to sell the revised Wii model, and the Wii Mini alongside the Wii U during the Wii U's first release year.","[{'text': 'Nintendo', 'label': 'ORGANIZATION'}, {'text': 'Wii Mini', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}, {'text': 'Wii model', 'label': 'PRODUCT'}]","[{'text': 'Nintendo', 'label': 'ORGANIZATION'}, {'text': 'Wii', 'label': 'PRODUCT'}, {'text': 'Wii Mini', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}]",Nintendo continued to sell the revised Wii model and the Wii Mini alongside the Wii U during the Wii U's first release year.,"[{'text': 'Nintendo', 'label': 'ORGANIZATION'}, {'text': 'Wii', 'label': 'PRODUCT'}, {'text': 'Wii Mini', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}]","[{'text': 'Nintendo', 'label': 'ORGANIZATION'}, {'text': 'Wii Mini', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}, {'text': 'Wii model', 'label': 'PRODUCT'}]",
33,"Furthermore, the SFO offered to pay reasonable, legal costs.","[{'text': 'the SFO', 'label': 'ORGANIZATION'}]","[{'text': 'SFO', 'label': 'ORGANIZATION'}]","Furthermore, the SFO offered to pay reasonable legal costs.","[{'text': 'SFO', 'label': 'ORGANIZATION'}]","[{'text': 'the SFO', 'label': 'ORGANIZATION'}]",
34,"Most of the town, is actually a gated community called Orchid Island Golf and Beach Club.","[{'text': 'Orchid Island Golf and Beach Club', 'label': 'LOCATION'}]","[{'text': 'Orchid Island Golf and Beach Club', 'label': 'ORGANIZATION'}]",Most of the town is actually a gated community called Orchid Island Golf and Beach Club.,"[{'text': 'Orchid Island Golf and Beach Club', 'label': 'ORGANIZATION'}]","[{'text': 'Orchid Island Golf and Beach Club', 'label': 'LOCATION'}]",
35,"Another part of the RNA, binds to the X-chromosome positioning PRC2 such that it can methylate various regions on the X-chromosome.","[{'text': 'PRC2', 'label': 'OTHER'}, {'text': 'RNA', 'label': 'OTHER'}, {'text': 'X-chromosome', 'label': 'OTHER'}, {'text': 'X-chromosome', 'label': 'OTHER'}]","[{'text': 'PRC2', 'label': 'PRODUCT'}, {'text': 'RNA', 'label': 'PRODUCT'}, {'text': 'X-chromosome', 'label': 'PRODUCT'}, {'text': 'X-chromosome', 'label': 'PRODUCT'}]",Another part of the RNA binds to the X-chromosome positioning PRC2 such that it can methylate various regions on the X-chromosome.,"[{'text': 'PRC2', 'label': 'PRODUCT'}, {'text': 'RNA', 'label': 'PRODUCT'}, {'text': 'X-chromosome', 'label': 'PRODUCT'}, {'text': 'X-chromosome', 'label': 'PRODUCT'}]","[{'text': 'PRC2', 'label': 'OTHER'}, {'text': 'RNA', 'label': 'OTHER'}, {'text': 'X-chromosome', 'label': 'OTHER'}, {'text': 'X-chromosome', 'label': 'OTHER'}]",
36,Royal Malaysia Police Air Operations Force or ``Pasukan Gerakan Udara (PGU)'' is a special aviation unit of RoyalMalaysia Police.,"[{'text': 'PGU', 'label': 'ORGANIZATION'}, {'text': 'Pasukan Gerakan Udara', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police Air Operations Force', 'label': 'ORGANIZATION'}, {'text': 'RoyalMalaysia Police', 'label': 'ORGANIZATION'}]","[{'text': 'PGU', 'label': 'ORGANIZATION'}, {'text': 'Pasukan Gerakan Udara', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police Air Operations Force', 'label': 'ORGANIZATION'}]",Royal Malaysia Police Air Operations Force or ``Pasukan Gerakan Udara (PGU)'' is a special aviation unit of Royal Malaysia Police.,"[{'text': 'PGU', 'label': 'ORGANIZATION'}, {'text': 'Pasukan Gerakan Udara', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police Air Operations Force', 'label': 'ORGANIZATION'}]","[{'text': 'PGU', 'label': 'ORGANIZATION'}, {'text': 'Pasukan Gerakan Udara', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police Air Operations Force', 'label': 'ORGANIZATION'}]",
37,``PatrickMorris`` sent out her own mayday call at 6:51 am and sank 35 minutes later.,"[{'text': 'PatrickMorris', 'label': 'PRODUCT'}]","[{'text': 'PatrickMorris', 'label': 'PERSON'}]",``Patrick Morris`` sent out her own mayday call at 6:51 am and sank 35 minutes later.,"[{'text': 'Patrick Morris', 'label': 'PERSON'}]","[{'text': 'Patrick Morris', 'label': 'PRODUCT'}]",
38,"The final season of minor league play, Elkin Memorial Park saw season attendance of 16,322, an average of 299 per contest.","[{'text': 'Elkin Memorial Park', 'label': 'LOCATION'}]","[{'text': 'Elkin Memorial Park', 'label': 'BUILDING'}]","The final season of minor league play Elkin Memorial Park saw season attendance of 16,322, an average of 299 per contest.","[{'text': 'Elkin Memorial Park', 'label': 'BUILDING'}]","[{'text': 'Elkin Memorial Park', 'label': 'LOCATION'}]",
