Unnamed: 0,text,modified_label,modified_pred,original_text,original_pred,original_label,type
10,Gonu induced strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': ""Pakistan's Arabian Sea coast"", 'label': 'LOCATION'}]","[{'text': 'Arabian Sea', 'label': 'LOCATION'}, {'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': 'Pakistan', 'label': 'LOCATION'}]",Gonu caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Arabian Sea', 'label': 'LOCATION'}, {'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': 'Pakistan', 'label': 'LOCATION'}]","[{'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': ""Pakistan's Arabian Sea coast"", 'label': 'LOCATION'}]",
11,"Glutamine synthetase utilizes ammonia produced by nitrate reduction, amino acid degradation, and photorespiration.","[{'text': 'Glutamine synthetase', 'label': 'OTHER'}, {'text': 'amino acid', 'label': 'OTHER'}, {'text': 'ammonia', 'label': 'OTHER'}]",[],"Glutamine synthetase uses ammonia produced by nitrate reduction, amino acid degradation, and photorespiration.",[],"[{'text': 'Glutamine synthetase', 'label': 'OTHER'}, {'text': 'amino acid', 'label': 'OTHER'}, {'text': 'ammonia', 'label': 'OTHER'}]",
12,He also appeared in and Raj Kanwar's action sensation ``Jeet``.,"[{'text': 'Jeet', 'label': 'ART'}, {'text': 'Raj Kanwar', 'label': 'PERSON'}]","[{'text': 'Jeet', 'label': 'ART'}, {'text': 'Raj Kanwar', 'label': 'PERSON'}]",He also appeared in and Raj Kanwar's action hit ``Jeet``.,"[{'text': 'Jeet', 'label': 'ART'}, {'text': 'Raj Kanwar', 'label': 'PERSON'}]","[{'text': 'Jeet', 'label': 'ART'}, {'text': 'Raj Kanwar', 'label': 'PERSON'}]",
13,almost over 75 members of parliament enroll in the alliance.,[],"[{'text': 'parliament', 'label': 'ORGANIZATION'}]",almost over 75 members of parliament join the alliance.,"[{'text': 'parliament', 'label': 'ORGANIZATION'}]",[],
14,"Construction was modular so that some of the gold could be removed and dissolved for coin or bullion in times of severe financial hardship, to be replaced later when finances had recovered.",[],[],"Construction was modular so that some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, to be replaced later when finances had recovered.",[],[],
15,"Less commonly, instances of hypersexuality have been reported.",[],[],"Less commonly, cases of hypersexuality have been reported.",[],[],
16,"Kadavu Province is one of fourteen provinces of Fiji, and constitutes part of the Eastern Division, which also includes the provinces of Lau, Lomaiviti and Rotuma.","[{'text': 'Fiji', 'label': 'LOCATION'}, {'text': 'Kadavu Province', 'label': 'LOCATION'}, {'text': 'Lau', 'label': 'LOCATION'}, {'text': 'Lomaiviti', 'label': 'LOCATION'}, {'text': 'Rotuma', 'label': 'LOCATION'}]","[{'text': 'Eastern Division', 'label': 'LOCATION'}, {'text': 'Fiji', 'label': 'LOCATION'}, {'text': 'Kadavu Province', 'label': 'LOCATION'}, {'text': 'Lau', 'label': 'LOCATION'}, {'text': 'Lomaiviti', 'label': 'LOCATION'}, {'text': 'Rotuma', 'label': 'LOCATION'}]","Kadavu Province is one of fourteen provinces of Fiji, and forms part of the Eastern Division, which also includes the provinces of Lau, Lomaiviti and Rotuma.","[{'text': 'Eastern Division', 'label': 'LOCATION'}, {'text': 'Fiji', 'label': 'LOCATION'}, {'text': 'Kadavu Province', 'label': 'LOCATION'}, {'text': 'Lau', 'label': 'LOCATION'}, {'text': 'Lomaiviti', 'label': 'LOCATION'}, {'text': 'Rotuma', 'label': 'LOCATION'}]","[{'text': 'Fiji', 'label': 'LOCATION'}, {'text': 'Kadavu Province', 'label': 'LOCATION'}, {'text': 'Lau', 'label': 'LOCATION'}, {'text': 'Lomaiviti', 'label': 'LOCATION'}, {'text': 'Rotuma', 'label': 'LOCATION'}]",
17,"Mike Moreton supervised the team, joining TWR to run the XJ220 project.","[{'text': 'Mike Moreton', 'label': 'PERSON'}, {'text': 'TWR', 'label': 'ORGANIZATION'}, {'text': 'XJ220', 'label': 'PRODUCT'}]","[{'text': 'Mike Moreton', 'label': 'PERSON'}, {'text': 'TWR', 'label': 'ORGANIZATION'}, {'text': 'XJ220', 'label': 'PRODUCT'}]","Mike Moreton headed the team, joining TWR to run the XJ220 project.","[{'text': 'Mike Moreton', 'label': 'PERSON'}, {'text': 'TWR', 'label': 'ORGANIZATION'}, {'text': 'XJ220', 'label': 'PRODUCT'}]","[{'text': 'Mike Moreton', 'label': 'PERSON'}, {'text': 'TWR', 'label': 'ORGANIZATION'}, {'text': 'XJ220', 'label': 'PRODUCT'}]",
18,"Midway through the championship, they traded Stacey King to the Minnesota Timberwolves for Luc Longley.","[{'text': 'Luc Longley', 'label': 'PERSON'}, {'text': 'Minnesota Timberwolves', 'label': 'ORGANIZATION'}, {'text': 'Stacey King', 'label': 'PERSON'}]","[{'text': 'Luc Longley', 'label': 'PERSON'}, {'text': 'Minnesota Timberwolves', 'label': 'ORGANIZATION'}, {'text': 'Stacey King', 'label': 'PERSON'}]","Midway through the season, they traded Stacey King to the Minnesota Timberwolves for Luc Longley.","[{'text': 'Luc Longley', 'label': 'PERSON'}, {'text': 'Minnesota Timberwolves', 'label': 'ORGANIZATION'}, {'text': 'Stacey King', 'label': 'PERSON'}]","[{'text': 'Luc Longley', 'label': 'PERSON'}, {'text': 'Minnesota Timberwolves', 'label': 'ORGANIZATION'}, {'text': 'Stacey King', 'label': 'PERSON'}]",
19,"In some situations, black community groups resisted the attacks, especially in Chicago and Washington, D.C.","[{'text': 'Chicago', 'label': 'LOCATION'}, {'text': 'Washington, D.C', 'label': 'LOCATION'}]","[{'text': 'Chicago', 'label': 'LOCATION'}, {'text': 'Washington, D.C.', 'label': 'LOCATION'}]","In some cases, black community groups resisted the attacks, especially in Chicago and Washington, D.C.","[{'text': 'Chicago', 'label': 'LOCATION'}, {'text': 'Washington, D.C.', 'label': 'LOCATION'}]","[{'text': 'Chicago', 'label': 'LOCATION'}, {'text': 'Washington, D.C', 'label': 'LOCATION'}]",
20,Liz Weir obtained the inaugural International Story Bridge Award of the National Storytelling Network in 2002.,"[{'text': 'International Story Bridge Award', 'label': 'OTHER'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'EVENT'}]","[{'text': '2002', 'label': 'EVENT'}, {'text': 'International Story Bridge Award', 'label': 'OTHER'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'ORGANIZATION'}]",Liz Weir won the inaugural International Story Bridge Award of the National Storytelling Network in 2002.,"[{'text': '2002', 'label': 'EVENT'}, {'text': 'International Story Bridge Award', 'label': 'OTHER'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'ORGANIZATION'}]","[{'text': 'International Story Bridge Award', 'label': 'OTHER'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'EVENT'}]",
21,The Papacy in central Italy maintained major cultural and political influence during the Catholic Reformation initiated by the conclusion of the Tridentine council (resumed by the conditions of the treaty).,"[{'text': 'Catholic Reformation', 'label': 'ORGANIZATION'}, {'text': 'Papacy', 'label': 'EVENT'}, {'text': 'Tridentine council', 'label': 'ORGANIZATION'}]","[{'text': 'Catholic Reformation', 'label': 'EVENT'}, {'text': 'Papacy', 'label': 'ORGANIZATION'}, {'text': 'Tridentine council', 'label': 'EVENT'}, {'text': 'central Italy', 'label': 'LOCATION'}]",The Papacy in central Italy maintained major cultural and political influence during the Catholic Reformation initiated by the conclusion of the Tridentine council (resumed by the terms of the treaty).,"[{'text': 'Catholic Reformation', 'label': 'EVENT'}, {'text': 'Papacy', 'label': 'ORGANIZATION'}, {'text': 'Tridentine council', 'label': 'EVENT'}, {'text': 'central Italy', 'label': 'LOCATION'}]","[{'text': 'Catholic Reformation', 'label': 'ORGANIZATION'}, {'text': 'Papacy', 'label': 'EVENT'}, {'text': 'Tridentine council', 'label': 'ORGANIZATION'}]",
22,The festival is dedicated to world-wide television and digital content and its creation and development.,[],[],The festival is dedicated to world television and digital content and its creation and development.,"[{'text': 'world television and digital content', 'label': 'EVENT'}]",[],
23,"At a festival, Siddhi saves Vin from being attacked by Rudra.","[{'text': 'Rudra', 'label': 'PERSON'}, {'text': 'Siddhi', 'label': 'PERSON'}, {'text': 'Vin', 'label': 'PERSON'}]","[{'text': 'Rudra', 'label': 'PERSON'}, {'text': 'Siddhi', 'label': 'PERSON'}, {'text': 'Vin', 'label': 'PERSON'}, {'text': 'festival', 'label': 'EVENT'}]","At a festival, Siddhi saves Vin from being shot at by Rudra.","[{'text': 'Rudra', 'label': 'PERSON'}, {'text': 'Siddhi', 'label': 'PERSON'}, {'text': 'Vin', 'label': 'PERSON'}, {'text': 'festival', 'label': 'EVENT'}]","[{'text': 'Rudra', 'label': 'PERSON'}, {'text': 'Siddhi', 'label': 'PERSON'}, {'text': 'Vin', 'label': 'PERSON'}]",
24,"Her brother campaigned unsuccessfully for the United States House of Representatives from upstate New York, in 1992 and 1994.","[{'text': 'New York', 'label': 'LOCATION'}, {'text': 'United States House of Representatives', 'label': 'ORGANIZATION'}]","[{'text': '1992', 'label': 'EVENT'}, {'text': '1994', 'label': 'EVENT'}, {'text': 'United States House of Representatives', 'label': 'ORGANIZATION'}, {'text': 'upstate New York', 'label': 'LOCATION'}]","Her brother ran unsuccessfully for the United States House of Representatives from upstate New York, in 1992 and 1994.","[{'text': '1992', 'label': 'EVENT'}, {'text': '1994', 'label': 'EVENT'}, {'text': 'United States House of Representatives', 'label': 'ORGANIZATION'}, {'text': 'upstate New York', 'label': 'LOCATION'}]","[{'text': 'New York', 'label': 'LOCATION'}, {'text': 'United States House of Representatives', 'label': 'ORGANIZATION'}]",
25,USP42 has also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to pressure.,"[{'text': 'USP42', 'label': 'OTHER'}, {'text': 'p53', 'label': 'OTHER'}, {'text': 'p53', 'label': 'OTHER'}]","[{'text': 'USP42', 'label': 'OTHER'}, {'text': 'p53', 'label': 'OTHER'}]",USP42 has also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to stress.,"[{'text': 'USP42', 'label': 'OTHER'}, {'text': 'p53', 'label': 'OTHER'}]","[{'text': 'USP42', 'label': 'OTHER'}, {'text': 'p53', 'label': 'OTHER'}, {'text': 'p53', 'label': 'OTHER'}]",
26,Mediaite named her in a four-way tie among the ``Best TV Pundits`` of 2014 for bringing ``a comprehensive understanding to women's wellbeing and justice issues that goes beyond the usual talking points.'',"[{'text': 'Best TV Pundits', 'label': 'OTHER'}, {'text': 'Mediaite', 'label': 'PERSON'}]","[{'text': 'Mediaite', 'label': 'ORGANIZATION'}]",Mediaite named her in a four-way tie among the ``Best TV Pundits`` of 2014 for bringing ``a comprehensive understanding to women's health and justice issues that goes beyond the usual talking points.'',"[{'text': '2014', 'label': 'EVENT'}, {'text': 'Mediaite', 'label': 'ORGANIZATION'}]","[{'text': 'Best TV Pundits', 'label': 'OTHER'}, {'text': 'Mediaite', 'label': 'PERSON'}]",
27,Royal Malaysia Police Air Operations Force or ``Pasukan Gerakan Udara (PGU)'' is a special aviation division of Royal Malaysia Police.,"[{'text': 'PGU', 'label': 'ORGANIZATION'}, {'text': 'Pasukan Gerakan Udara', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police Air Operations Force', 'label': 'ORGANIZATION'}]","[{'text': 'Pasukan Gerakan Udara (PGU)', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police Air Operations Force', 'label': 'ORGANIZATION'}]",Royal Malaysia Police Air Operations Force or ``Pasukan Gerakan Udara (PGU)'' is a special aviation unit of Royal Malaysia Police.,"[{'text': 'Pasukan Gerakan Udara (PGU)', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police Air Operations Force', 'label': 'ORGANIZATION'}]","[{'text': 'PGU', 'label': 'ORGANIZATION'}, {'text': 'Pasukan Gerakan Udara', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police', 'label': 'ORGANIZATION'}, {'text': 'Royal Malaysia Police Air Operations Force', 'label': 'ORGANIZATION'}]",
28,"The situation began to crystallise after 1961 when South Africa left the Commonwealth of Nations and so, under the rules of the day, its cricket committee had to leave the International Cricket Conference (ICC).","[{'text': 'Commonwealth of Nations', 'label': 'ORGANIZATION'}, {'text': 'ICC', 'label': 'ORGANIZATION'}, {'text': 'International Cricket Conference', 'label': 'ORGANIZATION'}, {'text': 'South Africa', 'label': 'LOCATION'}]","[{'text': '1961', 'label': 'EVENT'}, {'text': 'Commonwealth of Nations', 'label': 'ORGANIZATION'}, {'text': 'International Cricket Conference', 'label': 'ORGANIZATION'}, {'text': 'South Africa', 'label': 'LOCATION'}]","The situation began to crystallise after 1961 when South Africa left the Commonwealth of Nations and so, under the rules of the day, its cricket board had to leave the International Cricket Conference (ICC).","[{'text': '1961', 'label': 'EVENT'}, {'text': 'Commonwealth of Nations', 'label': 'ORGANIZATION'}, {'text': 'International Cricket Conference', 'label': 'ORGANIZATION'}, {'text': 'South Africa', 'label': 'LOCATION'}]","[{'text': 'Commonwealth of Nations', 'label': 'ORGANIZATION'}, {'text': 'ICC', 'label': 'ORGANIZATION'}, {'text': 'International Cricket Conference', 'label': 'ORGANIZATION'}, {'text': 'South Africa', 'label': 'LOCATION'}]",
29,``Patrick Morris`` sent out her own mayday call at 6:51 am and submerged 35 minutes later.,"[{'text': 'Patrick Morris', 'label': 'PRODUCT'}]","[{'text': 'Patrick Morris', 'label': 'PERSON'}]",``Patrick Morris`` sent out her own mayday call at 6:51 am and sank 35 minutes later.,"[{'text': 'Patrick Morris', 'label': 'OTHER'}]","[{'text': 'Patrick Morris', 'label': 'PRODUCT'}]",
30,"For the 2019 Frieze Art Fair in London, Agostinelli staged his fourth intervention by depositing a 1 tonne block of translucent ice pulled by a Tesla to the entrance of the exhibition on opening day.","[{'text': 'Agostinelli', 'label': 'PERSON'}, {'text': 'Frieze Art Fair', 'label': 'EVENT'}, {'text': 'London', 'label': 'LOCATION'}, {'text': 'Tesla', 'label': 'ORGANIZATION'}]","[{'text': '2019 Frieze Art Fair', 'label': 'EVENT'}, {'text': 'Agostinelli', 'label': 'PERSON'}, {'text': 'London', 'label': 'LOCATION'}, {'text': 'Tesla', 'label': 'PRODUCT'}]","For the 2019 Frieze Art Fair in London, Agostinelli staged his fourth intervention by depositing a 1 tonne block of translucent ice pulled by a Tesla to the entrance of the fair on opening day.","[{'text': '2019 Frieze Art Fair', 'label': 'EVENT'}, {'text': 'Agostinelli', 'label': 'PERSON'}, {'text': 'London', 'label': 'LOCATION'}, {'text': 'Tesla', 'label': 'PRODUCT'}]","[{'text': 'Agostinelli', 'label': 'PERSON'}, {'text': 'Frieze Art Fair', 'label': 'EVENT'}, {'text': 'London', 'label': 'LOCATION'}, {'text': 'Tesla', 'label': 'ORGANIZATION'}]",
31,"From 1927 to 1944, he was on the books of the All-Union Communist Party (Bolsheviks), later renowned as the Communist Party of the Soviet Union.","[{'text': 'All-Union Communist Party', 'label': 'ORGANIZATION'}, {'text': 'Bolsheviks', 'label': 'ORGANIZATION'}, {'text': 'Communist Party of the Soviet Union', 'label': 'ORGANIZATION'}]","[{'text': 'All-Union Communist Party (Bolsheviks)', 'label': 'ORGANIZATION'}, {'text': 'Communist Party of the Soviet Union', 'label': 'ORGANIZATION'}]","From 1927 to 1944, he was on the books of the All-Union Communist Party (Bolsheviks), later known as the Communist Party of the Soviet Union.","[{'text': 'All-Union Communist Party (Bolsheviks)', 'label': 'ORGANIZATION'}, {'text': 'Communist Party of the Soviet Union', 'label': 'ORGANIZATION'}]","[{'text': 'All-Union Communist Party', 'label': 'ORGANIZATION'}, {'text': 'Bolsheviks', 'label': 'ORGANIZATION'}, {'text': 'Communist Party of the Soviet Union', 'label': 'ORGANIZATION'}]",
32,"The basis of the column is orientated northwest/southeast, while its capital is aligned north/south, possibly so that the monument could look towards the nearby Church of the Holy Apostles.","[{'text': 'Church of the Holy Apostles', 'label': 'BUILDING'}]","[{'text': 'Church of the Holy Apostles', 'label': 'BUILDING'}]","The basis of the column is orientated northwest/southeast, while its capital is aligned north/south, possibly so that the statue could look towards the nearby Church of the Holy Apostles.","[{'text': 'Church of the Holy Apostles', 'label': 'BUILDING'}]","[{'text': 'Church of the Holy Apostles', 'label': 'BUILDING'}]",
33,"Sosa was not invited to the World Cup 2010 team by then-manager Diego Maradona, but was reinstated by new coach Alejandro Sabella for the World Cup 2014 qualifiers, and has been featured in several games since 2011.","[{'text': 'Alejandro Sabella', 'label': 'PERSON'}, {'text': 'Diego Maradona', 'label': 'PERSON'}, {'text': 'Sosa', 'label': 'PERSON'}, {'text': 'World Cup', 'label': 'EVENT'}, {'text': 'World Cup', 'label': 'EVENT'}]","[{'text': 'Alejandro Sabella', 'label': 'PERSON'}, {'text': 'Diego Maradona', 'label': 'PERSON'}, {'text': 'World Cup 2010', 'label': 'EVENT'}, {'text': 'World Cup 2014', 'label': 'EVENT'}]","Sosa was not called to the World Cup 2010 team by then-manager Diego Maradona, but was reinstated by new coach Alejandro Sabella for the World Cup 2014 qualifiers, and has been featured in several games since 2011.","[{'text': 'Alejandro Sabella', 'label': 'PERSON'}, {'text': 'Diego Maradona', 'label': 'PERSON'}, {'text': 'World Cup 2010', 'label': 'EVENT'}, {'text': 'World Cup 2014', 'label': 'EVENT'}]","[{'text': 'Alejandro Sabella', 'label': 'PERSON'}, {'text': 'Diego Maradona', 'label': 'PERSON'}, {'text': 'Sosa', 'label': 'PERSON'}, {'text': 'World Cup', 'label': 'EVENT'}, {'text': 'World Cup', 'label': 'EVENT'}]",
34,Police investigations revealed the shotgun used to perform the murders was the same weapon used earlier in a bungled attempt to explode open a bank door during a robbery at the State Bank in Oak Park seven months earlier.,"[{'text': 'Oak Park', 'label': 'LOCATION'}, {'text': 'State Bank', 'label': 'BUILDING'}]","[{'text': 'Oak Park', 'label': 'LOCATION'}, {'text': 'State Bank', 'label': 'ORGANIZATION'}]",Police investigations revealed the shotgun used to perform the murders was the same weapon used earlier in a bungled attempt to blast open a bank door during a robbery at the State Bank in Oak Park seven months earlier.,"[{'text': 'Oak Park', 'label': 'LOCATION'}, {'text': 'State Bank', 'label': 'ORGANIZATION'}]","[{'text': 'Oak Park', 'label': 'LOCATION'}, {'text': 'State Bank', 'label': 'BUILDING'}]",
35,"In July 1944, the 503rd descended again, onto Noemfoor Island, off Dutch New Guinea, in the Battle of Noemfoor.","[{'text': 'Battle of Noemfoor', 'label': 'EVENT'}, {'text': 'Dutch New Guinea', 'label': 'LOCATION'}, {'text': 'Noemfoor Island', 'label': 'LOCATION'}]","[{'text': '503rd', 'label': 'ORGANIZATION'}, {'text': 'Battle of Noemfoor', 'label': 'EVENT'}, {'text': 'Dutch New Guinea', 'label': 'LOCATION'}, {'text': 'Noemfoor Island', 'label': 'LOCATION'}]","In July 1944, the 503rd jumped again, onto Noemfoor Island, off Dutch New Guinea, in the Battle of Noemfoor.","[{'text': '503rd', 'label': 'ORGANIZATION'}, {'text': 'Battle of Noemfoor', 'label': 'EVENT'}, {'text': 'Dutch New Guinea', 'label': 'LOCATION'}, {'text': 'Noemfoor Island', 'label': 'LOCATION'}]","[{'text': 'Battle of Noemfoor', 'label': 'EVENT'}, {'text': 'Dutch New Guinea', 'label': 'LOCATION'}, {'text': 'Noemfoor Island', 'label': 'LOCATION'}]",
36,Of the company's first direct signings The Rasmus managed to commence a successful international career with the release of their album Dead Letters (2003).,"[{'text': 'Dead Letters', 'label': 'ART'}, {'text': 'Rasmus', 'label': 'ORGANIZATION'}]","[{'text': 'Dead Letters', 'label': 'ART'}, {'text': 'The Rasmus', 'label': 'ORGANIZATION'}]",Of the company's first direct signings The Rasmus managed to launch a successful international career with the release of their album Dead Letters (2003).,"[{'text': '2003', 'label': 'OTHER'}, {'text': 'Dead Letters', 'label': 'ART'}, {'text': 'The Rasmus', 'label': 'ORGANIZATION'}]","[{'text': 'Dead Letters', 'label': 'ART'}, {'text': 'Rasmus', 'label': 'ORGANIZATION'}]",
37,DMUs in Taiwan are classified as Category DR.,"[{'text': 'DMUs', 'label': 'PRODUCT'}, {'text': 'Taiwan', 'label': 'LOCATION'}]","[{'text': 'Taiwan', 'label': 'LOCATION'}]",DMUs in Taiwan are classified as Class DR.,"[{'text': 'Class DR', 'label': 'OTHER'}, {'text': 'Taiwan', 'label': 'LOCATION'}]","[{'text': 'DMUs', 'label': 'PRODUCT'}, {'text': 'Taiwan', 'label': 'LOCATION'}]",
38,The newest cluster of contestants converged on New Orleans to meet with Tyler and receive a beignet cooking challenge right off the bat.,"[{'text': 'New Orleans', 'label': 'LOCATION'}, {'text': 'Tyler', 'label': 'PERSON'}]","[{'text': 'New Orleans', 'label': 'LOCATION'}, {'text': 'Tyler', 'label': 'PERSON'}]",The newest batch of contestants converged on New Orleans to meet with Tyler and receive a beignet cooking challenge right off the bat.,"[{'text': 'New Orleans', 'label': 'LOCATION'}, {'text': 'Tyler', 'label': 'PERSON'}]","[{'text': 'New Orleans', 'label': 'LOCATION'}, {'text': 'Tyler', 'label': 'PERSON'}]",
