Unnamed: 0,text,modified_label,modified_pred,original_text,original_pred,original_label,type
10,"In particular, Reform Jews may be lampooned for their rejection of time-honored Jewish beliefs.","[{'text': 'Jewish', 'label': 'ORGANIZATION'}, {'text': 'Jews', 'label': 'ORGANIZATION'}]","[{'text': 'Reform Jews', 'label': 'PERSON'}]","In particular, Reform Jews may be lampooned for their rejection of traditional Jewish beliefs.","[{'text': 'Reform Jews', 'label': 'PERSON'}]","[{'text': 'Jewish', 'label': 'ORGANIZATION'}, {'text': 'Jews', 'label': 'ORGANIZATION'}]",
11,They used several features from a batch of A1 Pacifics they had hand-built in 1924.,"[{'text': 'A1 Pacifics', 'label': 'PRODUCT'}]","[{'text': 'A1 Pacifics', 'label': 'PRODUCT'}]",They used several features from a batch of A1 Pacifics they had built in 1924.,"[{'text': 'A1 Pacifics', 'label': 'PRODUCT'}]","[{'text': 'A1 Pacifics', 'label': 'PRODUCT'}]",
12,"However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this roadblock to political change.",[],"[{'text': '1860', 'label': 'EVENT'}, {'text': '1861', 'label': 'EVENT'}]","However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.",[],[],
13,"The peasantry was also aggrieved, and between 1846 and 1848 opposition to Sturdza deepened.","[{'text': 'Sturdza', 'label': 'PERSON'}]","[{'text': 'Sturdza', 'label': 'PERSON'}]","The peasantry was also aggrieved, and between 1846 and 1848 opposition to Sturdza intensified.","[{'text': 'Sturdza', 'label': 'PERSON'}]","[{'text': 'Sturdza', 'label': 'PERSON'}]",
14,"It is developed by Golaem, a France-based software powerhouse (created in Rennes in 2009).","[{'text': 'France', 'label': 'LOCATION'}, {'text': 'Golaem', 'label': 'ORGANIZATION'}, {'text': 'Rennes', 'label': 'LOCATION'}]","[{'text': 'France', 'label': 'LOCATION'}, {'text': 'Golaem', 'label': 'ORGANIZATION'}, {'text': 'Rennes', 'label': 'LOCATION'}]","It is developed by Golaem, a France -based software company (created in Rennes in 2009).","[{'text': 'France', 'label': 'LOCATION'}, {'text': 'Golaem', 'label': 'ORGANIZATION'}, {'text': 'Rennes', 'label': 'LOCATION'}]","[{'text': 'France', 'label': 'LOCATION'}, {'text': 'Golaem', 'label': 'ORGANIZATION'}, {'text': 'Rennes', 'label': 'LOCATION'}]",
15,Many of the men were separated from their families and sent into the backcountry.,[],[],Many of the men were separated from their families and sent into the B.C.,"[{'text': 'B.C.', 'label': 'LOCATION'}]",[],
16,"The Croal Irwell Regional Park Project Proposal to create a greenbelt artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PRODUCT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'ORGANIZATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]",[],"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.",[],"[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PRODUCT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'ORGANIZATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]",
17,"Furthermore, the SFO offered to pay reasonable legal expenses.","[{'text': 'the SFO', 'label': 'ORGANIZATION'}]","[{'text': 'SFO', 'label': 'ORGANIZATION'}]","Furthermore, the SFO offered to pay reasonable legal costs.","[{'text': 'SFO', 'label': 'ORGANIZATION'}]","[{'text': 'the SFO', 'label': 'ORGANIZATION'}]",
18,"In some versions, the eggplant is not grilled, but is instead boiled, resulting in a softer version that lacks the full-bodied characteristic smoky flavor of the original dish.","[{'text': 'eggplant', 'label': 'OTHER'}]",[],"In some versions, the eggplant is not grilled, but is instead boiled, resulting in a softer version that lacks the characteristic smoky flavor of the original dish.",[],"[{'text': 'eggplant', 'label': 'OTHER'}]",
19,"The Newfoundland Reform Liberal Party was a leader-focused political party in Newfoundland and Labrador, Canada from 1975 to 1979.","[{'text': 'Canada', 'label': 'LOCATION'}, {'text': 'Newfoundland Reform Liberal Party', 'label': 'ORGANIZATION'}, {'text': 'Newfoundland and Labrador', 'label': 'LOCATION'}]","[{'text': 'Canada', 'label': 'LOCATION'}, {'text': 'Newfoundland Reform Liberal Party', 'label': 'ORGANIZATION'}, {'text': 'Newfoundland and Labrador', 'label': 'LOCATION'}]","The Newfoundland Reform Liberal Party was a leader-centred political party in Newfoundland and Labrador, Canada from 1975 to 1979.","[{'text': 'Canada', 'label': 'LOCATION'}, {'text': 'Newfoundland Reform Liberal Party', 'label': 'ORGANIZATION'}, {'text': 'Newfoundland and Labrador', 'label': 'LOCATION'}]","[{'text': 'Canada', 'label': 'LOCATION'}, {'text': 'Newfoundland Reform Liberal Party', 'label': 'ORGANIZATION'}, {'text': 'Newfoundland and Labrador', 'label': 'LOCATION'}]",
20,She has also written fiction and her work has gained high-profile awards.,[],[],She has also written fiction and her work has gained awards.,[],[],
21,"Dublin is also served by Weston Airport and other small-scale facilities, by a range of helicopter operators, and the military and some State services use Casement Aerodrome nearby.","[{'text': 'Casement Aerodrome', 'label': 'BUILDING'}, {'text': 'Dublin', 'label': 'LOCATION'}, {'text': 'Weston Airport', 'label': 'BUILDING'}]","[{'text': 'Casement Aerodrome', 'label': 'ORGANIZATION'}, {'text': 'Dublin', 'label': 'LOCATION'}, {'text': 'Weston Airport', 'label': 'ORGANIZATION'}]","Dublin is also served by Weston Airport and other small facilities, by a range of helicopter operators, and the military and some State services use Casement Aerodrome nearby.","[{'text': 'Casement Aerodrome', 'label': 'ORGANIZATION'}, {'text': 'Dublin', 'label': 'LOCATION'}, {'text': 'Weston Airport', 'label': 'ORGANIZATION'}]","[{'text': 'Casement Aerodrome', 'label': 'BUILDING'}, {'text': 'Dublin', 'label': 'LOCATION'}, {'text': 'Weston Airport', 'label': 'BUILDING'}]",
22,Argentina's Del Imaginario Discos also unveiled the album in 2007.,"[{'text': 'Argentina', 'label': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'label': 'ORGANIZATION'}]","[{'text': 'Argentina', 'label': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'label': 'ORGANIZATION'}]",Argentina's Del Imaginario Discos also released the album in 2007.,"[{'text': 'Argentina', 'label': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'label': 'ORGANIZATION'}]","[{'text': 'Argentina', 'label': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'label': 'ORGANIZATION'}]",
23,She has since worked with homeless patients and holds the high-profile position of Management Consultant fo r MedAmerica.,"[{'text': 'r MedAmerica', 'label': 'ORGANIZATION'}]","[{'text': 'MedAmerica', 'label': 'ORGANIZATION'}]",She has since worked with homeless patients and holds the position of Management Consultant fo r MedAmerica.,"[{'text': 'MedAmerica', 'label': 'ORGANIZATION'}]","[{'text': 'r MedAmerica', 'label': 'ORGANIZATION'}]",
24,Gonu caused strong gusty winds and torrential downpour along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': ""Pakistan's Arabian Sea coast"", 'label': 'LOCATION'}]","[{'text': 'Arabian Sea', 'label': 'LOCATION'}, {'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': 'Pakistan', 'label': 'LOCATION'}]",Gonu caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Arabian Sea', 'label': 'LOCATION'}, {'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': 'Pakistan', 'label': 'LOCATION'}]","[{'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': ""Pakistan's Arabian Sea coast"", 'label': 'LOCATION'}]",
25,"Early communities began to appear at the dawn-of-the-19th-century, including Lynchburg, Harrisburg, and Rightor's Point (modern Morgan's Point) in the 1820s.","[{'text': 'Harrisburg', 'label': 'LOCATION'}, {'text': 'Lynchburg', 'label': 'LOCATION'}, {'text': ""Morgan's Point"", 'label': 'LOCATION'}, {'text': ""Rightor's Point"", 'label': 'LOCATION'}]","[{'text': 'Harrisburg', 'label': 'LOCATION'}, {'text': 'Lynchburg', 'label': 'LOCATION'}, {'text': ""Morgan's Point"", 'label': 'LOCATION'}, {'text': ""Rightor's Point"", 'label': 'LOCATION'}]","Early communities began to appear at the beginning of the 19th century, including Lynchburg, Harrisburg, and Rightor's Point (modern Morgan's Point) in the 1820s.","[{'text': 'Harrisburg', 'label': 'LOCATION'}, {'text': 'Lynchburg', 'label': 'LOCATION'}, {'text': ""Morgan's Point"", 'label': 'LOCATION'}, {'text': ""Rightor's Point"", 'label': 'LOCATION'}]","[{'text': 'Harrisburg', 'label': 'LOCATION'}, {'text': 'Lynchburg', 'label': 'LOCATION'}, {'text': ""Morgan's Point"", 'label': 'LOCATION'}, {'text': ""Rightor's Point"", 'label': 'LOCATION'}]",
26,His pupil Vadeebhasimha wrote in prose ``Gayachintamani`` and ``Kshatrachudamini`` based on poet Banas ``Kadambari`` and minister Chavundaraya composed ``Charitarasara``.,"[{'text': 'Banas', 'label': 'PERSON'}, {'text': 'Charitarasara', 'label': 'ART'}, {'text': 'Chavundaraya', 'label': 'PERSON'}, {'text': 'Gayachintamani', 'label': 'ART'}, {'text': 'Kadambari', 'label': 'ART'}, {'text': 'Kshatrachudamini', 'label': 'ART'}, {'text': 'Vadeebhasimha', 'label': 'PERSON'}]",[],His pupil Vadeebhasimha wrote in prose ``Gayachintamani`` and ``Kshatrachudamini`` based on poet Banas ``Kadambari`` and minister Chavundaraya wrote ``Charitarasara``.,[],"[{'text': 'Banas', 'label': 'PERSON'}, {'text': 'Charitarasara', 'label': 'ART'}, {'text': 'Chavundaraya', 'label': 'PERSON'}, {'text': 'Gayachintamani', 'label': 'ART'}, {'text': 'Kadambari', 'label': 'ART'}, {'text': 'Kshatrachudamini', 'label': 'ART'}, {'text': 'Vadeebhasimha', 'label': 'PERSON'}]",
27,"After it was established by Yadunandan Sharma, at the instruction of Swami Sahajanand Saraswati in 1933, it saw a large-scale number of freedom fighters visiting.","[{'text': 'Swami Sahajanand Saraswati', 'label': 'PERSON'}, {'text': 'Yadunandan Sharma', 'label': 'PERSON'}]","[{'text': 'Swami Sahajanand Saraswati', 'label': 'PERSON'}, {'text': 'Yadunandan Sharma', 'label': 'PERSON'}]","After it was established by Yadunandan Sharma, at the instruction of Swami Sahajanand Saraswati in 1933, it saw a large number of freedom fighters visiting.","[{'text': 'Swami Sahajanand Saraswati', 'label': 'PERSON'}, {'text': 'Yadunandan Sharma', 'label': 'PERSON'}]","[{'text': 'Swami Sahajanand Saraswati', 'label': 'PERSON'}, {'text': 'Yadunandan Sharma', 'label': 'PERSON'}]",
28,"Six years later, both Richard and Lilli grow into strong-willed and beautiful teenagers.","[{'text': 'Lilli', 'label': 'PERSON'}, {'text': 'Richard', 'label': 'PERSON'}]","[{'text': 'Lilli', 'label': 'PERSON'}, {'text': 'Richard', 'label': 'PERSON'}]","Six years later, both Richard and Lilli grow into strong and beautiful teenagers.","[{'text': 'Lilli', 'label': 'PERSON'}, {'text': 'Richard', 'label': 'PERSON'}]","[{'text': 'Lilli', 'label': 'PERSON'}, {'text': 'Richard', 'label': 'PERSON'}]",
29,"On the formation of the Residential Property Tribunal Service as a result of the Housing Act 2004 the rent assessment committees became part of that body for administrative purposes, and is therefore now called the First-Tier Tribunal (Property Chamber - Residential Property).","[{'text': 'Housing Act 2004', 'label': 'OTHER'}, {'text': 'Residential Property Tribunal Service', 'label': 'ORGANIZATION'}]",[],"On the formation of the Residential Property Tribunal Service as a result of the Housing Act 2004 the rent assessment committees became part of that body for administrative purposes, and is therefore now called the First Tier Tribunal (Property Chamber - Residential Property).",[],"[{'text': 'Housing Act 2004', 'label': 'OTHER'}, {'text': 'Residential Property Tribunal Service', 'label': 'ORGANIZATION'}]",
30,Liz Weir won the inaugural International Story Bridge Award of the National Storytelling Network in the year-long 2002.,"[{'text': 'International Story Bridge Award', 'label': 'OTHER'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'EVENT'}]","[{'text': 'International Story Bridge Award', 'label': 'EVENT'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'ORGANIZATION'}]",Liz Weir won the inaugural International Story Bridge Award of the National Storytelling Network in 2002.,"[{'text': 'International Story Bridge Award', 'label': 'EVENT'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'ORGANIZATION'}]","[{'text': 'International Story Bridge Award', 'label': 'OTHER'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'EVENT'}]",
31,"I, Max was a sports commentary show featuring host Max Kellerman and Michael Holley that aired nightly on prime-time Fox Sports Net.","[{'text': 'Fox Sports Net', 'label': 'ORGANIZATION'}, {'text': 'I, Max', 'label': 'ART'}, {'text': 'Max Kellerman', 'label': 'PERSON'}, {'text': 'Michael Holley', 'label': 'PERSON'}]","[{'text': 'Fox Sports Net', 'label': 'ORGANIZATION'}, {'text': 'Max', 'label': 'PERSON'}, {'text': 'Max Kellerman', 'label': 'PERSON'}, {'text': 'Michael Holley', 'label': 'PERSON'}]","I, Max was a sports commentary show featuring host Max Kellerman and Michael Holley that aired nightly on Fox Sports Net.","[{'text': 'Fox Sports Net', 'label': 'ORGANIZATION'}, {'text': 'Max', 'label': 'PERSON'}, {'text': 'Max Kellerman', 'label': 'PERSON'}, {'text': 'Michael Holley', 'label': 'PERSON'}]","[{'text': 'Fox Sports Net', 'label': 'ORGANIZATION'}, {'text': 'I, Max', 'label': 'ART'}, {'text': 'Max Kellerman', 'label': 'PERSON'}, {'text': 'Michael Holley', 'label': 'PERSON'}]",
32,"The ridge is situated northeast of Mount Kliment Ohridski, extending in the north-south direction, wide-ranging, and is bounded by Poste Valley to the east, by Palestrina Glacier to the north and its tributary Yozola Glacier to the west.","[{'text': 'Mount Kliment Ohridski', 'label': 'LOCATION'}, {'text': 'Palestrina Glacier', 'label': 'LOCATION'}, {'text': 'Poste Valley', 'label': 'LOCATION'}, {'text': 'Yozola Glacier', 'label': 'LOCATION'}]",[],"The ridge is situated northeast of Mount Kliment Ohridski, extending in the north-south direction, wide, and is bounded by Poste Valley to the east, by Palestrina Glacier to the north and its tributary Yozola Glacier to the west.",[],"[{'text': 'Mount Kliment Ohridski', 'label': 'LOCATION'}, {'text': 'Palestrina Glacier', 'label': 'LOCATION'}, {'text': 'Poste Valley', 'label': 'LOCATION'}, {'text': 'Yozola Glacier', 'label': 'LOCATION'}]",
33,"Bitter Sweet & amp; Twisted is rock-and-roll band The Quireboys's second studio album, released in 1993.","[{'text': 'Bitter Sweet & amp', 'label': 'ART'}, {'text': 'The Quireboys', 'label': 'ORGANIZATION'}, {'text': 'Twisted', 'label': 'ART'}]","[{'text': 'Bitter Sweet & amp; Twisted', 'label': 'PRODUCT'}, {'text': 'The Quireboys', 'label': 'ORGANIZATION'}]","Bitter Sweet & amp; Twisted is rock band The Quireboys's second studio album, released in 1993.","[{'text': 'Bitter Sweet & amp ; Twisted', 'label': 'ART'}, {'text': 'The Quireboys', 'label': 'ORGANIZATION'}]","[{'text': 'Bitter Sweet & amp', 'label': 'ART'}, {'text': 'The Quireboys', 'label': 'ORGANIZATION'}, {'text': 'Twisted', 'label': 'ART'}]",
34,"The Germans then launched a counter-attack and penetrated C Company, but the tanks of the North Irish Horse stopped the Germans until dusk.","[{'text': 'C Company', 'label': 'ORGANIZATION'}, {'text': 'Germans', 'label': 'LOCATION'}, {'text': 'Germans', 'label': 'LOCATION'}, {'text': 'North Irish Horse', 'label': 'ORGANIZATION'}]","[{'text': 'C Company', 'label': 'ORGANIZATION'}, {'text': 'Germans', 'label': 'ORGANIZATION'}, {'text': 'North Irish Horse', 'label': 'ORGANIZATION'}]","The Germans then attacked again and penetrated C Company, but the tanks of the North Irish Horse stopped the Germans until dusk.","[{'text': 'C Company', 'label': 'ORGANIZATION'}, {'text': 'Germans', 'label': 'ORGANIZATION'}, {'text': 'North Irish Horse', 'label': 'ORGANIZATION'}]","[{'text': 'C Company', 'label': 'ORGANIZATION'}, {'text': 'Germans', 'label': 'LOCATION'}, {'text': 'Germans', 'label': 'LOCATION'}, {'text': 'North Irish Horse', 'label': 'ORGANIZATION'}]",
35,He also appeared in and Raj Kanwar's action-packed hit ``Jeet``.,"[{'text': 'Jeet', 'label': 'ART'}, {'text': 'Raj Kanwar', 'label': 'PERSON'}]","[{'text': 'Jeet', 'label': 'PRODUCT'}, {'text': 'Raj Kanwar', 'label': 'PERSON'}]",He also appeared in and Raj Kanwar's action hit ``Jeet``.,"[{'text': 'Jeet', 'label': 'ART'}, {'text': 'Raj Kanwar', 'label': 'PERSON'}]","[{'text': 'Jeet', 'label': 'ART'}, {'text': 'Raj Kanwar', 'label': 'PERSON'}]",
36,"Even though these matrimonial ties existed between the Ula and Nurhaci, a war broke out in 1607 between Nurhaci and the Ula in which the latter were defeated with the loss of some townships.","[{'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Ula', 'label': 'ORGANIZATION'}, {'text': 'Ula', 'label': 'ORGANIZATION'}]","[{'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Ula', 'label': 'ORGANIZATION'}, {'text': 'Ula', 'label': 'ORGANIZATION'}]","Even though these matrimonial ties existed between the Ula and Nurhaci, a war broke out in 1607 between Nurhaci and the Ula in which the latter were defeated with the loss of some towns.","[{'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Ula', 'label': 'ORGANIZATION'}, {'text': 'Ula', 'label': 'ORGANIZATION'}]","[{'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Nurhaci', 'label': 'PERSON'}, {'text': 'Ula', 'label': 'ORGANIZATION'}, {'text': 'Ula', 'label': 'ORGANIZATION'}]",
37,"More than 100 sellers from Deidesheim and the surrounding area run stalls, which must stylistically fit into the market's overarching theme.","[{'text': 'Deidesheim', 'label': 'LOCATION'}]","[{'text': 'Deidesheim', 'label': 'LOCATION'}]","More than 100 sellers from Deidesheim and the surrounding area run stalls, which must stylistically fit into the market's whole theme.","[{'text': 'Deidesheim', 'label': 'LOCATION'}]","[{'text': 'Deidesheim', 'label': 'LOCATION'}]",
38,The festival is dedicated to world television and digital content and its creation and co-development.,[],[],The festival is dedicated to world television and digital content and its creation and development.,[],[],
39,Alex Salmond (leader of SNP) has since made history by becoming the first-ever First Minister of Scotland from a party other than Labour.,"[{'text': 'Alex Salmond', 'label': 'PERSON'}, {'text': 'Labour', 'label': 'ORGANIZATION'}, {'text': 'SNP', 'label': 'ORGANIZATION'}, {'text': 'Scotland', 'label': 'LOCATION'}]","[{'text': 'Alex Salmond', 'label': 'PERSON'}, {'text': 'First Minister', 'label': 'OTHER'}, {'text': 'Labour', 'label': 'ORGANIZATION'}, {'text': 'SNP', 'label': 'ORGANIZATION'}, {'text': 'Scotland', 'label': 'LOCATION'}]",Alex Salmond (leader of SNP) has since made history by becoming the first First Minister of Scotland from a party other than Labour.,"[{'text': 'Alex Salmond', 'label': 'PERSON'}, {'text': 'First Minister', 'label': 'OTHER'}, {'text': 'Labour', 'label': 'ORGANIZATION'}, {'text': 'SNP', 'label': 'ORGANIZATION'}, {'text': 'Scotland', 'label': 'LOCATION'}]","[{'text': 'Alex Salmond', 'label': 'PERSON'}, {'text': 'Labour', 'label': 'ORGANIZATION'}, {'text': 'SNP', 'label': 'ORGANIZATION'}, {'text': 'Scotland', 'label': 'LOCATION'}]",
40,It won the jury award for best feature Film at the TriMedia Film Festival in the year-long 2010.,"[{'text': 'TriMedia Film Festival', 'label': 'EVENT'}, {'text': 'jury award for best feature Film', 'label': 'OTHER'}]","[{'text': 'TriMedia Film Festival', 'label': 'EVENT'}]",It won the jury award for best feature Film at the TriMedia Film Festival in 2010.,"[{'text': 'TriMedia Film Festival', 'label': 'EVENT'}]","[{'text': 'TriMedia Film Festival', 'label': 'EVENT'}, {'text': 'jury award for best feature Film', 'label': 'OTHER'}]",
41,It was co-produced by Richard D.Zanuck and David Brown.,"[{'text': 'David Brown', 'label': 'PERSON'}, {'text': 'Richard D.Zanuck', 'label': 'PERSON'}]","[{'text': 'David Brown', 'label': 'PERSON'}, {'text': 'Richard D.Zanuck', 'label': 'PERSON'}]",It was produced by Richard D.Zanuck and David Brown.,"[{'text': 'David Brown', 'label': 'PERSON'}, {'text': 'Richard D.Zanuck', 'label': 'PERSON'}]","[{'text': 'David Brown', 'label': 'PERSON'}, {'text': 'Richard D.Zanuck', 'label': 'PERSON'}]",
42,The same effects have also been seen in short-statured pubertal boys.,[],[],The same effects have also been seen in short pubertal boys.,[],[],
