,text,modified_label,modified_pred,original_text,original_pred,original_label,type
13,"Dublin is also served by Weston Airport and other small facilities, by a range of helicopter operators, and Casement Aerodrome nearby is used by the military and some State services.","[{'text': 'Dublin', 'value': 'LOCATION'}, {'text': 'Weston Airport', 'value': 'BUILDING'}, {'text': 'Casement Aerodrome', 'value': 'BUILDING'}]","[{'Dublin': 'LOCATION'}, {'Weston Airport': 'LOCATION'}, {'Casement Aerodrome': 'LOCATION'}]","Dublin is also served by Weston Airport and other small facilities, by a range of helicopter operators, and the military and some State services use Casement Aerodrome nearby.","[{'text': 'Dublin', 'value': 'LOCATION'}, {'text': 'Weston Airport', 'value': 'BUILDING'}, {'text': 'Casement Aerodrome', 'value': 'BUILDING'}]","[{'Dublin': 'LOCATION'}, {'Weston Airport': 'BUILDING'}, {'Casement Aerodrome': 'BUILDING'}]",
14,The album was also released by Argentina's Del Imaginario Discos in 2007.,"[{'text': 'Argentina', 'value': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'value': 'ORGANIZATION'}]","[{'Argentina': 'LOCATION'}, {'Del Imaginario Discos': 'ORGANIZATION'}, {'2007': 'OTHER'}]",Argentina's Del Imaginario Discos also released the album in 2007.,"[{'text': 'Del Imaginario Discos', 'value': 'ORGANIZATION'}, {'text': 'Argentina', 'value': 'LOCATION'}]","[{'Argentina': 'LOCATION'}, {'Del Imaginario Discos': 'ORGANIZATION'}]",
15,"The 8th legislative district in Omaha, consisting of the midtown neighborhoods of Dundee, Benson, and Keystone, is represented by Hunt.","[{'text': 'Hunt', 'value': 'PERSON'}, {'text': 'Omaha', 'value': 'LOCATION'}, {'text': 'Dundee', 'value': 'LOCATION'}, {'text': 'Benson', 'value': 'LOCATION'}, {'text': 'Keystone', 'value': 'LOCATION'}]","[{'8th legislative district': 'LOCATION'}, {'Omaha': 'LOCATION'}, {'Dundee': 'LOCATION'}, {'Benson': 'LOCATION'}, {'Keystone': 'LOCATION'}, {'Hunt': 'PERSON'}]","Hunt represents the 8th legislative district in Omaha, consisting of the midtown neighborhoods of Dundee, Benson, and Keystone.","[{'text': 'Hunt', 'value': 'PERSON'}, {'text': '8th legislative district', 'value': 'LOCATION'}, {'text': 'Omaha', 'value': 'LOCATION'}, {'text': 'Dundee', 'value': 'LOCATION'}, {'text': 'Benson', 'value': 'LOCATION'}, {'text': 'Keystone', 'value': 'LOCATION'}]","[{'Hunt': 'PERSON'}, {'Omaha': 'LOCATION'}, {'Dundee': 'LOCATION'}, {'Benson': 'LOCATION'}, {'Keystone': 'LOCATION'}]",
16,"The foundation of the Bavarian Academy of Sciences and Humanities was led by Maximilian III Joseph, Elector of Bavaria on 28 March 1759.","[{'text': 'Maximilian III Joseph, Elector of Bavaria', 'value': 'PERSON'}, {'text': 'Bavarian Academy of Sciences and Humanities', 'value': 'ORGANIZATION'}]","[{'Bavarian Academy of Sciences and Humanities': 'ORGANIZATION'}, {'Maximilian III Joseph': 'PERSON'}, {'Elector of Bavaria': 'OTHER'}, {'28 March 1759': 'EVENT'}]","This led to the foundation by Maximilian III Joseph, Elector of Bavaria of the Bavarian Academy of Sciences and Humanities on 28 March 1759.","[{'text': 'Maximilian III Joseph', 'value': 'PERSON'}, {'text': 'Elector of Bavaria', 'value': 'OTHER'}, {'text': 'Bavarian Academy of Sciences and Humanities', 'value': 'ORGANIZATION'}, {'text': '28 March 1759', 'value': 'EVENT'}]","[{'Maximilian III Joseph, Elector of Bavaria': 'PERSON'}, {'Bavarian Academy of Sciences and Humanities': 'ORGANIZATION'}]",
17,Strong gusty winds and torrential rainfall were caused by Gonu along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Gonu', 'value': 'EVENT'}, {'text': ""Pakistan's Arabian Sea coast"", 'value': 'LOCATION'}, {'text': 'Karachi', 'value': 'LOCATION'}, {'text': 'Gwadar', 'value': 'LOCATION'}]","[{'Gonu': 'EVENT'}, {'Pakistan': 'LOCATION'}, {'Arabian Sea': 'LOCATION'}, {'Karachi': 'LOCATION'}, {'Gwadar': 'LOCATION'}]",Gonu caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Gonu', 'value': 'EVENT'}, {'text': 'Pakistan', 'value': 'LOCATION'}, {'text': ""Arabian Sea"", 'value': 'LOCATION'}, {'text': 'Karachi', 'value': 'LOCATION'}, {'text': 'Gwadar', 'value': 'LOCATION'}]","[{'Gonu': 'EVENT'}, {""Pakistan's Arabian Sea coast"": 'LOCATION'}, {'Karachi': 'LOCATION'}, {'Gwadar': 'LOCATION'}]",
18,Kim Fowley and the BMX Bandits (band) Receiver Records' album ``Hidden Agenda At the Thirteenth Not`` was produced by him.,"[{'text': 'Kim Fowley', 'value': 'PERSON'}, {'text': 'BMX Bandits', 'value': 'ORGANIZATION'}, {'text': 'Receiver Records', 'value': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'value': 'ART'}]","[{'Kim Fowley': 'PERSON'}, {'BMX Bandits': 'ORGANIZATION'}, {'Receiver Records': 'ORGANIZATION'}, {'Hidden Agenda At the Thirteenth Not': 'ART'}]",He went on to produce Kim Fowley and the BMX Bandits (band) Receiver Records' album ``Hidden Agenda At the Thirteenth Not``.,"[{'text': 'Kim Fowley', 'value': 'PERSON'}, {'text': 'BMX Bandits', 'value': 'ORGANIZATION'}, {'text': 'Receiver Records', 'value': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'value': 'PRODUCT'}]","[{'Kim Fowley': 'PERSON'}, {'BMX Bandits': 'ORGANIZATION'}, {'Receiver Records': 'ORGANIZATION'}, {'Hidden Agenda At the Thirteenth Not': 'ART'}]",
19,"In prose, ``Gayachintamani`` and ``Kshatrachudamini`` were written by his pupil Vadeebhasimha, based on poet Banas' ``Kadambari``, and ``Charitarasara`` was written by minister Chavundaraya.","[{'text': 'Vadeebhasimha', 'value': 'PERSON'}, {'text': 'Gayachintamani', 'value': 'ART'}, {'text': 'Kshatrachudamini', 'value': 'ART'}, {'text': 'Banas', 'value': 'PERSON'}, {'text': 'Kadambari', 'value': 'ART'}, {'text': 'Chavundaraya', 'value': 'PERSON'}, {'text': 'Charitarasara', 'value': 'ART'}]","[{'Gayachintamani': 'ART'}, {'Kshatrachudamini': 'ART'}, {'Vadeebhasimha': 'PERSON'}, {'Banas': 'PERSON'}, {'Kadambari': 'ART'}, {'Charitarasara': 'ART'}, {'Chavundaraya': 'PERSON'}]",His pupil Vadeebhasimha wrote in prose ``Gayachintamani`` and ``Kshatrachudamini`` based on poet Banas ``Kadambari`` and minister Chavundaraya wrote ``Charitarasara``.,"[{'text': 'Vadeebhasimha', 'value': 'PERSON'}, {'text': 'Gayachintamani', 'value': 'ART'}, {'text': 'Kshatrachudamini', 'value': 'ART'}, {'text': 'Banas', 'value': 'PERSON'}, {'text': 'Kadambari', 'value': 'ART'}, {'text': 'Chavundaraya', 'value': 'PERSON'}, {'text': 'Charitarasara', 'value': 'ART'}]","[{'Vadeebhasimha': 'PERSON'}, {'Gayachintamani': 'ART'}, {'Kshatrachudamini': 'ART'}, {'Banas': 'PERSON'}, {'Kadambari': 'ART'}, {'Chavundaraya': 'PERSON'}, {'Charitarasara': 'ART'}]",
20,A state funeral and a day of national mourning were announced by the government.,[],"[{'state funeral': 'EVENT'}, {'day of national mourning': 'EVENT'}, {'government': 'ORGANIZATION'}]",The government announced a state funeral and a day of national mourning.,"[{'text': 'state funeral', 'value': 'EVENT'}, {'text': 'day of national mourning', 'value': 'EVENT'}]",[],
21,"After the end of the Civil War, Young was excluded from President Andrew Johns's amnesty proclamation.","[{'text': 'Civil War', 'value': 'EVENT'}, {'text': 'Young', 'value': 'PERSON'}, {'text': 'Andrew Johns', 'value': 'PERSON'}]","[{'Civil War': 'EVENT'}, {'Young': 'PERSON'}, {'President Andrew Johns': 'PERSON'}]","After the end of the Civil War, Young was excluded from President Andrew Johns on's amnesty proclamation.","[{'text': 'Civil War', 'value': 'EVENT'}, {'text': 'Young', 'value': 'PERSON'}, {'text': 'President Andrew Johnson', 'value': 'PERSON'}]","[{'Civil War': 'EVENT'}, {'Young': 'PERSON'}, {'Andrew Johns': 'PERSON'}]",
22,"Shiva is denoted as ``Lord of Ganesha`` by the name ``Ganapatishvara``, which also gives the town its alternate name ``Ganapatishvaram``, and it is alluded to the legend that a demon was killed by Ganesha and then his father Shiva was worshipped here.","[{'text': 'Ganapatishvara', 'value': 'OTHER'}, {'text': 'Ganapatishvaram', 'value': 'OTHER'}, {'text': 'Shiva', 'value': 'OTHER'}, {'text': 'Lord of Ganesha', 'value': 'OTHER'}, {'text': 'Ganesha', 'value': 'OTHER'}, {'text': 'Shiva', 'value': 'OTHER'}]","[{'Shiva': 'PERSON'}, {'Lord of Ganesha': 'OTHER'}, {'Ganapatishvara': 'OTHER'}, {'Ganapatishvaram': 'LOCATION'}, {'Ganesha': 'PERSON'}]","The name ``Ganapatishvara``, which also gives the town its alternate name ``Ganapatishvaram``, denotes Shiva as ``Lord of Ganesha`` and alludes to the legend that Ganesha killed a demon and then worshipped his father Shiva here.","[{'text': 'Ganapatishvara', 'value': 'OTHER'}, {'text': 'Ganapatishvaram', 'value': 'LOCATION'}, {'text': 'Shiva', 'value': 'PERSON'}, {'text': 'Ganesha', 'value': 'PERSON'}]","[{'Ganapatishvara': 'OTHER'}, {'Ganapatishvaram': 'OTHER'}, {'Shiva': 'OTHER'}, {'Lord of Ganesha': 'OTHER'}, {'Ganesha': 'OTHER'}, {'Shiva': 'OTHER'}]",
23,"It is said by Divine Styler: ``in the school I come from, freestyling was a non-conceptual written rhyme... and now freestyling is called off the top of the head, so the era I come from is a lot different''.","[{'text': 'Divine Styler', 'value': 'PERSON'}]",[{'Divine Styler': 'PERSON'}],"Divine Styler says: ``in the school I come from, freestyling was a non-conceptual written rhyme... and now they call freestyling off the top of the head, so the era I come from it's a lot different''.","[{'text': 'Divine Styler', 'value': 'PERSON'}]",[{'Divine Styler': 'PERSON'}],
24,"Shortly after World War I, a plot of land was purchased in Toulon and donated to the local sports club, RC Toulonnais, for the building of a stadium.","[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}]","[{'World War I': 'EVENT'}, {'Toulon': 'LOCATION'}, {'RC Toulonnais': 'ORGANIZATION'}, {'stadium': 'BUILDING'}]","Shortly after World War I, he purchased a plot of land in Toulon and donated it to the local sports club, RC Toulonnais, for the building of a stadium.","[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}, {'text': 'stadium', 'value': 'BUILDING'}]","[{'World War I': 'EVENT'}, {'Toulon': 'LOCATION'}, {'RC Toulonnais': 'ORGANIZATION'}]",
25,"For the 2019 Frieze Art Fair in London, a 1 tonne block of translucent ice was deposited by Agostinelli, pulled by a Tesla to the entrance of the fair on opening day.","[{'text': 'Frieze Art Fair', 'value': 'EVENT'}, {'text': 'London', 'value': 'LOCATION'}, {'text': 'Agostinelli', 'value': 'PERSON'}, {'text': 'Tesla', 'value': 'ORGANIZATION'}]","[{'2019 Frieze Art Fair': 'EVENT'}, {'London': 'LOCATION'}, {'Agostinelli': 'PERSON'}, {'Tesla': 'PRODUCT'}]","For the 2019 Frieze Art Fair in London, Agostinelli staged his fourth intervention by depositing a 1 tonne block of translucent ice pulled by a Tesla to the entrance of the fair on opening day.","[{'text': '2019 Frieze Art Fair', 'value': 'EVENT'}, {'text': 'London', 'value': 'LOCATION'}, {'text': 'Agostinelli', 'value': 'PERSON'}, {'text': 'Tesla', 'value': 'PRODUCT'}]","[{'Frieze Art Fair': 'EVENT'}, {'London': 'LOCATION'}, {'Agostinelli': 'PERSON'}, {'Tesla': 'ORGANIZATION'}]",
26,"A sports commentary show featuring host Max Kellerman and Michael Holley, I, Max was aired nightly on Fox Sports Net.","[{'text': 'I, Max', 'value': 'ART'}, {'text': 'Max Kellerman', 'value': 'PERSON'}, {'text': 'Michael Holley', 'value': 'PERSON'}, {'text': 'Fox Sports Net', 'value': 'ORGANIZATION'}]","[{'Max Kellerman': 'PERSON'}, {'Michael Holley': 'PERSON'}, {'I, Max': 'PRODUCT'}, {'Fox Sports Net': 'ORGANIZATION'}]","I, Max was a sports commentary show featuring host Max Kellerman and Michael Holley that aired nightly on Fox Sports Net.","[{'text': 'Max Kellerman', 'value': 'PERSON'}, {'text': 'Michael Holley', 'value': 'PERSON'}, {'text': 'Fox Sports Net', 'value': 'ORGANIZATION'}]","[{'I, Max': 'ART'}, {'Max Kellerman': 'PERSON'}, {'Michael Holley': 'PERSON'}, {'Fox Sports Net': 'ORGANIZATION'}]",
27,The glycoproteins haemagglutinin and neuraminidase are contained in the orthomyxovirus.,"[{'text': 'orthomyxovirus', 'value': 'OTHER'}, {'text': 'glycoproteins haemagglutinin', 'value': 'OTHER'}, {'text': 'neuraminidase', 'value': 'OTHER'}]",[],It is an orthomyxovirus that contains the glycoproteins haemagglutinin and neuraminidase.,[],"[{'orthomyxovirus': 'OTHER'}, {'glycoproteins haemagglutinin': 'OTHER'}, {'neuraminidase': 'OTHER'}]",
28,Charges for spreading fake news and carrying out viewership manipulation on a number of occasions have been faced by the channel.,[],[],The channel has faced charges for spreading fake news and carrying out viewership manipulation on a number of occasions.,[],[],
29,"He was survived by his widow and one brother when he died in an assisted living facility on election day, November 2, 2004, at the age of 92.",[],"[{'November 2, 2004': 'EVENT'}]","He died in an assisted living facility on election day, November 2, 2004, at the age of 92, survived by his widow and one brother.","[{'text': 'November 2, 2004', 'value': 'EVENT'}]",[],
30,"As a result of the Housing Act 2004, the Residential Property Tribunal Service was formed, and the rent assessment committees became part of that body for administrative purposes, and are therefore now called the First Tier Tribunal (Property Chamber - Residential Property).","[{'text': 'Residential Property Tribunal Service', 'value': 'ORGANIZATION'}, {'text': 'Housing Act 2004', 'value': 'OTHER'}]","[{'Housing Act 2004': 'OTHER'}, {'Residential Property Tribunal Service': 'ORGANIZATION'}, {'First Tier Tribunal (Property Chamber - Residential Property)': 'ORGANIZATION'}]","On the formation of the Residential Property Tribunal Service as a result of the Housing Act 2004 the rent assessment committees became part of that body for administrative purposes, and is therefore now called the First Tier Tribunal (Property Chamber - Residential Property).","[{'text': 'Residential Property Tribunal Service', 'value': 'ORGANIZATION'}, {'text': 'Housing Act 2004', 'value': 'OTHER'}, {'text': 'First Tier Tribunal (Property Chamber - Residential Property)', 'value': 'ORGANIZATION'}]","[{'Residential Property Tribunal Service': 'ORGANIZATION'}, {'Housing Act 2004': 'OTHER'}]",
31,It was revealed by police investigations that the shotgun used to perform the murders was the same weapon used earlier in a bungled attempt to blast open a bank door during a robbery at the State Bank in Oak Park seven months earlier.,"[{'text': 'State Bank', 'value': 'BUILDING'}, {'text': 'Oak Park', 'value': 'LOCATION'}]","[{'State Bank': 'ORGANIZATION'}, {'Oak Park': 'LOCATION'}]",Police investigations revealed the shotgun used to perform the murders was the same weapon used earlier in a bungled attempt to blast open a bank door during a robbery at the State Bank in Oak Park seven months earlier.,"[{'text': 'State Bank', 'value': 'ORGANIZATION'}, {'text': 'Oak Park', 'value': 'LOCATION'}]","[{'State Bank': 'BUILDING'}, {'Oak Park': 'LOCATION'}]",
32,"To further expand its readership, ``The Philippine Star`` was entered into a partnership with fast food restaurant Jollibee in 2003 to become the first newspaper to be distributed free of charge in a fast food restaurant.","[{'text': 'The Philippine Star', 'value': 'OTHER'}, {'text': 'Jollibee', 'value': 'BUILDING'}]","[{'The Philippine Star': 'ORGANIZATION'}, {'Jollibee': 'ORGANIZATION'}, {'2003': 'EVENT'}]","To further expand its readership, ``The Philippine Star`` entered into a partnership with fast food restaurant Jollibee in 2003 to become the first newspaper to be distributed free of charge in a fast food restaurant.","[{'text': 'The Philippine Star', 'value': 'ORGANIZATION'}, {'text': 'Jollibee', 'value': 'ORGANIZATION'}, {'text': '2003', 'value': 'EVENT'}]","[{'The Philippine Star': 'OTHER'}, {'Jollibee': 'BUILDING'}]",
33,"Eventually, however, conflicts between the Saudi government and the FBI were repeated during the course of the investigation.","[{'text': 'Saudi', 'value': 'ORGANIZATION'}, {'text': 'FBI', 'value': 'ORGANIZATION'}]","[{'Saudi government': 'ORGANIZATION'}, {'FBI': 'ORGANIZATION'}]","Eventually, however, the Saudi government and the FBI repeatedly conflicted during the course of the investigation.","[{'text': 'Saudi government', 'value': 'ORGANIZATION'}, {'text': 'FBI', 'value': 'ORGANIZATION'}]","[{'Saudi': 'ORGANIZATION'}, {'FBI': 'ORGANIZATION'}]",
34,New Orleans was converged upon by the newest batch of contestants to meet with Tyler and to be given a beignet cooking challenge right off the bat.,"[{'text': 'New Orleans', 'value': 'LOCATION'}, {'text': 'Tyler', 'value': 'PERSON'}]","[{'New Orleans': 'LOCATION'}, {'Tyler': 'PERSON'}]",The newest batch of contestants converged on New Orleans to meet with Tyler and receive a beignet cooking challenge right off the bat.,"[{'text': 'New Orleans', 'value': 'LOCATION'}, {'text': 'Tyler', 'value': 'PERSON'}]","[{'New Orleans': 'LOCATION'}, {'Tyler': 'PERSON'}]",
35,Glucose levels can be reduced independently of insulin and without causing hypoglycemia or weight gain.,"[{'text': 'insulin', 'value': 'OTHER'}, {'text': 'hypoglycemia', 'value': 'OTHER'}]",[],They work independently of insulin and can reduce glucose levels without causing hypoglycemia or weight gain.,[],"[{'insulin': 'OTHER'}, {'hypoglycemia': 'OTHER'}]",
