,text,modified_label,modified_pred,original_text,original_pred,original_label,type
10,"Furthermore, the SFO and its representatives offered to pay reasonable legal costs.","[{'text': 'the SFO', 'value': 'ORGANIZATION'}]",[{'SFO': 'ORGANIZATION'}],"Furthermore, the SFO offered to pay reasonable legal costs.","[{""text"": ""SFO"", ""value"": ""ORGANIZATION""}]","[{'text': 'the SFO', 'value': 'ORGANIZATION'}]",
11,"Hunt represents and advocates for the 8th legislative district in Omaha, consisting of the midtown neighborhoods of Dundee, Benson, and Keystone.","[{'text': 'Benson', 'value': 'LOCATION'}, {'text': 'Dundee', 'value': 'LOCATION'}, {'text': 'Hunt', 'value': 'PERSON'}, {'text': 'Keystone', 'value': 'LOCATION'}, {'text': 'Omaha', 'value': 'LOCATION'}]","[{'Hunt': 'PERSON'}, {'8th legislative district': 'LOCATION'}, {'Omaha': 'LOCATION'}, {'Dundee': 'LOCATION'}, {'Benson': 'LOCATION'}, {'Keystone': 'LOCATION'}]","Hunt represents the 8th legislative district in Omaha, consisting of the midtown neighborhoods of Dundee, Benson, and Keystone.","[{""text"": ""Hunt"", ""value"": ""PERSON""}, {""text"": ""Omaha"", ""value"": ""LOCATION""}, {""text"": ""Dundee"", ""value"": ""LOCATION""}, {""text"": ""Benson"", ""value"": ""LOCATION""}, {""text"": ""Keystone"", ""value"": ""LOCATION""}]","[{'text': 'Benson', 'value': 'LOCATION'}, {'text': 'Dundee', 'value': 'LOCATION'}, {'text': 'Hunt', 'value': 'PERSON'}, {'text': 'Keystone', 'value': 'LOCATION'}, {'text': 'Omaha', 'value': 'LOCATION'}]",
12,Gonu and the subsequent flooding caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Gonu', 'value': 'EVENT'}, {'text': 'Gwadar', 'value': 'LOCATION'}, {'text': 'Karachi', 'value': 'LOCATION'}, {'text': ""Pakistan's Arabian Sea coast"", 'value': 'LOCATION'}]","[{'Gonu': 'EVENT'}, {'Pakistan': 'LOCATION'}, {'Arabian Sea': 'LOCATION'}, {'Karachi': 'LOCATION'}, {'Gwadar': 'LOCATION'}]",Gonu caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{""text"": ""Gonu"", ""value"": ""EVENT""}, {""text"": ""Pakistan"", ""value"": ""LOCATION""}, {""text"": ""Arabian Sea"", ""value"": ""LOCATION""}, {""text"": ""Karachi"", ""value"": ""LOCATION""}, {""text"": ""Gwadar"", ""value"": ""LOCATION""}]","[{'text': 'Gonu', 'value': 'EVENT'}, {'text': 'Gwadar', 'value': 'LOCATION'}, {'text': 'Karachi', 'value': 'LOCATION'}, {'text': ""Pakistan's Arabian Sea coast"", 'value': 'LOCATION'}]",
13,"The Croal Irwell Regional Park Project Proposal and the environmental initiative to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'value': 'PRODUCT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'ORGANIZATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}]",[],"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[
    {""text"": ""Croal Irwell Regional Park"", ""value"": ""LOCATION""},
    {""text"": ""Manchester"", ""value"": ""LOCATION""},
    {""text"": ""West Pennine Moors"", ""value"": ""LOCATION""},
    {""text"": ""Salford"", ""value"": ""ORGANIZATION""},
    {""text"": ""Bury"", ""value"": ""ORGANIZATION""},
    {""text"": ""Bolton"", ""value"": ""ORGANIZATION""},
    {""text"": ""Red Rose Forest"", ""value"": ""ORGANIZATION""}
]","[{'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'value': 'PRODUCT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'ORGANIZATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}]",
14,She and her team have since worked with homeless patients and hold the position of Management Consultant for MedAmerica.,"[{'text': 'MedAmerica', 'value': 'ORGANIZATION'}]",[{'MedAmerica': 'ORGANIZATION'}],She has since worked with homeless patients and holds the position of Management Consultant for MedAmerica.,"[{""text"": ""MedAmerica"", ""value"": ""ORGANIZATION""}]","[{'text': 'MedAmerica', 'value': 'ORGANIZATION'}]",
15,"Furthermore, the SFO agreed to settle the dispute and offered to pay reasonable legal costs.","[{'text': 'the SFO', 'value': 'ORGANIZATION'}]",[{'SFO': 'ORGANIZATION'}],"Furthermore, the SFO offered to pay reasonable legal costs.","[{""text"": ""SFO"", ""value"": ""ORGANIZATION""}]","[{'text': 'the SFO', 'value': 'ORGANIZATION'}]",
16,"It is developed and marketed by Golaem, a France-based software company (created in Rennes in 2009).","[{'text': 'France', 'value': 'LOCATION'}, {'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'Golaem': 'ORGANIZATION'}, {'France': 'LOCATION'}, {'Rennes': 'LOCATION'}]","It is developed by Golaem, a France -based software company (created in Rennes in 2009).","[{""text"": ""Golaem"", ""value"": ""ORGANIZATION""}, {""text"": ""France"", ""value"": ""LOCATION""}, {""text"": ""Rennes"", ""value"": ""LOCATION""}]","[{'text': 'France', 'value': 'LOCATION'}, {'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]",
17,The lowest match aggregate in ODI history for England and its team is 91 scored at the 1979 Cricket World Cup against Canada.,"[{'text': 'Canada', 'value': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'value': 'EVENT'}, {'text': 'England', 'value': 'ORGANIZATION'}]","[{'England': 'ORGANIZATION'}, {'1979 Cricket World Cup': 'EVENT'}, {'Canada': 'LOCATION'}]",The lowest match aggregate in ODI history for England is 91 scored at the 1979 Cricket World Cup against Canada.,"[{""text"": ""England"", ""value"": ""ORGANIZATION""}, {""text"": ""1979 Cricket World Cup"", ""value"": ""EVENT""}, {""text"": ""Canada"", ""value"": ""LOCATION""}]","[{'text': 'Canada', 'value': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'value': 'EVENT'}, {'text': 'England', 'value': 'ORGANIZATION'}]",
18,"He and his team are Congressmen representing Cajamarca for the period 2006–2011, and belong to the Union for Peru party.","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'ORGANIZATION'}]","[{'Cajamarca': 'LOCATION'}, {'Union for Peru': 'ORGANIZATION'}]","He is a Congressman representing Cajamarca for the period 2006â2011, and belongs to the Union for Peru party.","[{""text"": ""Cajamarca"", ""value"": ""LOCATION""}, {""text"": ""Union for Peru"", ""value"": ""ORGANIZATION""}]","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'ORGANIZATION'}]",
19,"The lowest match aggregate in ODI history for England is 91, recorded and scored at the 1979 Cricket World Cup against Canada.","[{'text': 'Canada', 'value': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'value': 'EVENT'}, {'text': 'England', 'value': 'ORGANIZATION'}]","[{'England': 'ORGANIZATION'}, {'ODI': 'ORGANIZATION'}, {'Cricket World Cup': 'EVENT'}, {'Canada': 'LOCATION'}]",The lowest match aggregate in ODI history for England is 91 scored at the 1979 Cricket World Cup against Canada.,"[{""text"": ""England"", ""value"": ""ORGANIZATION""}, {""text"": ""1979 Cricket World Cup"", ""value"": ""EVENT""}, {""text"": ""Canada"", ""value"": ""LOCATION""}]","[{'text': 'Canada', 'value': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'value': 'EVENT'}, {'text': 'England', 'value': 'ORGANIZATION'}]",
20,The Cnidaria and other invertebrates are groups of animals found exclusively in aquatic and mostly marine environments.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]",[{'Cnidaria': 'OTHER'}],The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,"[{""text"": ""Cnidaria"", ""value"": ""OTHER""}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]",
21,He secured funding and went on to produce Kim Fowley and the BMX Bandits (band) Receiver Records' album ``Hidden Agenda At the Thirteenth Not``.,"[{'text': 'BMX Bandits', 'value': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'value': 'ART'}, {'text': 'Kim Fowley', 'value': 'PERSON'}, {'text': 'Receiver Records', 'value': 'ORGANIZATION'}]","[{'Kim Fowley': 'PERSON'}, {'BMX Bandits': 'ORGANIZATION'}, {'Receiver Records': 'ORGANIZATION'}, {'Hidden Agenda At the Thirteenth Not': 'ART'}]",He went on to produce Kim Fowley and the BMX Bandits (band) Receiver Records' album ``Hidden Agenda At the Thirteenth Not``.,"[{""text"": ""Kim Fowley"", ""value"": ""PERSON""}, {""text"": ""BMX Bandits"", ""value"": ""ORGANIZATION""}, {""text"": ""Receiver Records"", ""value"": ""ORGANIZATION""}, {""text"": ""Hidden Agenda At the Thirteenth Not"", ""value"": ""ART""}]","[{'text': 'BMX Bandits', 'value': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'value': 'ART'}, {'text': 'Kim Fowley', 'value': 'PERSON'}, {'text': 'Receiver Records', 'value': 'ORGANIZATION'}]",
22,"He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, completed his studies, and then went on to Westfield Boys School and Sir Christopher Hatton School.","[{'text': 'Northamptonshire', 'value': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'value': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'value': 'ORGANIZATION'}, {'text': 'Wellingborough', 'value': 'LOCATION'}, {'text': 'Westfield Boys School', 'value': 'ORGANIZATION'}]","[{'Wellingborough': 'LOCATION'}, {'Northamptonshire': 'LOCATION'}, {'Victoria Junior School': 'ORGANIZATION'}, {'Westfield Boys School': 'ORGANIZATION'}, {'Sir Christopher Hatton School': 'ORGANIZATION'}]","He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, Westfield Boys School and Sir Christopher Hatton School.","[{""text"": ""Wellingborough"", ""value"": ""LOCATION""}, {""text"": ""Northamptonshire"", ""value"": ""LOCATION""}, {""text"": ""Victoria Junior School"", ""value"": ""ORGANIZATION""}, {""text"": ""Westfield Boys School"", ""value"": ""ORGANIZATION""}, {""text"": ""Sir Christopher Hatton School"", ""value"": ""ORGANIZATION""}]","[{'text': 'Northamptonshire', 'value': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'value': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'value': 'ORGANIZATION'}, {'text': 'Wellingborough', 'value': 'LOCATION'}, {'text': 'Westfield Boys School', 'value': 'ORGANIZATION'}]",
23,"Perhaps the best known Ward LaFrance product was the P-80 ``Ambassador'' model of pumper, one of which was showcased and donated as product placement by the company to be used as the fictional Los Angeles County Fire Department Engine 51 on the 1970s television program`` Emergency!","[{'text': 'Los Angeles County Fire Department Engine 51', 'value': 'ORGANIZATION'}, {'text': ""P-80 ``Ambassador''"", 'value': 'PRODUCT'}, {'text': 'Ward LaFrance', 'value': 'ORGANIZATION'}]","[{'Ward LaFrance': 'ORGANIZATION'}, {'P-80': 'PRODUCT'}, {'Ambassador': 'PRODUCT'}, {'Los Angeles County Fire Department': 'ORGANIZATION'}, {'Engine 51': 'PRODUCT'}, {'Emergency!': 'ART'}]","Perhaps the best known Ward LaFrance product was the P-80 ``Ambassador'' model of pumper, one of which was donated as product placement by the company to be used as the fictional Los Angeles County Fire Department Engine 51 on the 1970s television program`` Emergency!","[
  {""text"": ""Ward LaFrance"", ""value"": ""ORGANIZATION""},
  {""text"": ""P-80"", ""value"": ""PRODUCT""},
  {""text"": ""Ambassador"", ""value"": ""PRODUCT""},
  {""text"": ""Los Angeles County Fire Department"", ""value"": ""ORGANIZATION""},
  {""text"": ""Engine 51"", ""value"": ""PRODUCT""},
  {""text"": ""Emergency!"", ""value"": ""PRODUCT""}
]","[{'text': 'Los Angeles County Fire Department Engine 51', 'value': 'ORGANIZATION'}, {'text': ""P-80 ``Ambassador''"", 'value': 'PRODUCT'}, {'text': 'Ward LaFrance', 'value': 'ORGANIZATION'}]",
24,"It is developed by Golaem and its team, a France-based software company (created in Rennes in 2009).","[{'text': 'France', 'value': 'LOCATION'}, {'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'Golaem': 'ORGANIZATION'}, {'France': 'LOCATION'}, {'Rennes': 'LOCATION'}]","It is developed by Golaem, a France -based software company (created in Rennes in 2009).","[{""text"": ""Golaem"", ""value"": ""ORGANIZATION""}, {""text"": ""France"", ""value"": ""LOCATION""}, {""text"": ""Rennes"", ""value"": ""LOCATION""}]","[{'text': 'France', 'value': 'LOCATION'}, {'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]",
25,"Conway and the surrounding region is the hub of operations for Norfolk Southern in the Greater Pittsburgh area, featuring a hump yard and a crew change point for virtually all Pittsburgh and Fort Wayne Line trains.","[{'text': 'Conway', 'value': 'LOCATION'}, {'text': 'Fort Wayne Line', 'value': 'LOCATION'}, {'text': 'Greater Pittsburgh', 'value': 'LOCATION'}, {'text': 'Norfolk Southern', 'value': 'LOCATION'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}]","[{'Conway': 'LOCATION'}, {'Norfolk Southern': 'ORGANIZATION'}, {'Greater Pittsburgh': 'LOCATION'}, {'Pittsburgh': 'LOCATION'}, {'Fort Wayne Line': 'LOCATION'}]","Conway is the hub of operations for Norfolk Southern in the Greater Pittsburgh area, featuring a hump yard and a crew change point for virtually all Pittsburgh and Fort Wayne Line trains.","[{""text"": ""Conway"", ""value"": ""LOCATION""}, {""text"": ""Norfolk Southern"", ""value"": ""ORGANIZATION""}, {""text"": ""Greater Pittsburgh"", ""value"": ""LOCATION""}, {""text"": ""Pittsburgh"", ""value"": ""LOCATION""}, {""text"": ""Fort Wayne Line"", ""value"": ""LOCATION""}]","[{'text': 'Conway', 'value': 'LOCATION'}, {'text': 'Fort Wayne Line', 'value': 'LOCATION'}, {'text': 'Greater Pittsburgh', 'value': 'LOCATION'}, {'text': 'Norfolk Southern', 'value': 'LOCATION'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}]",
26,It was established and operated as a spin-off of Murphy Oil in 2013.,"[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]",[{'Murphy Oil': 'ORGANIZATION'}],It was founded as a spin-off of Murphy Oil in 2013.,"[{""text"": ""Murphy Oil"", ""value"": ""ORGANIZATION""}]","[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]",
27,It was founded as a spin-off of Murphy Oil and its subsidiaries in 2013.,"[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]",[{'Murphy Oil': 'ORGANIZATION'}],It was founded as a spin-off of Murphy Oil in 2013.,"[{""text"": ""Murphy Oil"", ""value"": ""ORGANIZATION""}]","[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]",
28,"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 and received widespread media coverage, supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'value': 'PRODUCT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'ORGANIZATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}]",[],"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[
    {""text"": ""Croal Irwell Regional Park"", ""value"": ""LOCATION""},
    {""text"": ""Manchester"", ""value"": ""LOCATION""},
    {""text"": ""West Pennine Moors"", ""value"": ""LOCATION""},
    {""text"": ""Salford"", ""value"": ""ORGANIZATION""},
    {""text"": ""Bury"", ""value"": ""ORGANIZATION""},
    {""text"": ""Bolton"", ""value"": ""ORGANIZATION""},
    {""text"": ""Red Rose Forest"", ""value"": ""ORGANIZATION""}
]","[{'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'value': 'PRODUCT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'ORGANIZATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}]",
29,They used several features from a batch of A1 Pacifics and other locomotives they had built in 1924.,"[{'text': 'A1 Pacifics', 'value': 'PRODUCT'}]",[{'A1 Pacifics': 'PRODUCT'}],They used several features from a batch of A1 Pacifics they had built in 1924.,"[{""text"": ""A1 Pacifics"", ""value"": ""PRODUCT""}]","[{'text': 'A1 Pacifics', 'value': 'PRODUCT'}]",
30,"Loyalists recruited from Queens County, New York by Lieutenant Colonel Richard Hewlett for the 3rd battalion DeLancey's Brigade had fortified and established a position in early August on the central north shore of Long Island at Setauket, just across Long Island Sound from Fairfield.","[{'text': ""DeLancey's Brigade"", 'value': 'ORGANIZATION'}, {'text': 'Fairfield', 'value': 'LOCATION'}, {'text': 'Long Island', 'value': 'LOCATION'}, {'text': 'Long Island Sound', 'value': 'LOCATION'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'Queens County', 'value': 'LOCATION'}, {'text': 'Richard Hewlett', 'value': 'PERSON'}, {'text': 'Setauket', 'value': 'LOCATION'}]",[],"Loyalists recruited from Queens County, New York by Lieutenant Colonel Richard Hewlett for the 3rd battalion DeLancey's Brigade had established a fortified position in early August on the central north shore of Long Island at Setauket, just across Long Island Sound from Fairfield.","[
  {""text"": ""Queens County"", ""value"": ""LOCATION""},
  {""text"": ""New York"", ""value"": ""LOCATION""},
  {""text"": ""Richard Hewlett"", ""value"": ""PERSON""},
  {""text"": ""DeLancey's Brigade"", ""value"": ""ORGANIZATION""},
  {""text"": ""Long Island"", ""value"": ""LOCATION""},
  {""text"": ""Setauket"", ""value"": ""LOCATION""},
  {""text"": ""Long Island Sound"", ""value"": ""LOCATION""},
  {""text"": ""Fairfield"", ""value"": ""LOCATION""}
]","[{'text': ""DeLancey's Brigade"", 'value': 'ORGANIZATION'}, {'text': 'Fairfield', 'value': 'LOCATION'}, {'text': 'Long Island', 'value': 'LOCATION'}, {'text': 'Long Island Sound', 'value': 'LOCATION'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'Queens County', 'value': 'LOCATION'}, {'text': 'Richard Hewlett', 'value': 'PERSON'}, {'text': 'Setauket', 'value': 'LOCATION'}]",
31,USP42 and its associated factors have also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to stress.,"[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]","[{'USP42': 'PRODUCT'}, {'p53': 'PRODUCT'}]",USP42 has also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to stress.,"[{""text"": ""USP42"", ""value"": ""PRODUCT""}, {""text"": ""p53"", ""value"": ""PRODUCT""}]","[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]",
