Unnamed: 0,text,modified_label,modified_pred,original_text,original_label,original_pred,type
10,"Furthermore, the SFO and its representatives offered to pay reasonable legal costs.","[{'text': 'the SFO', 'label': 'ORGANIZATION'}]","[{'text': 'SFO', 'label': 'ORGANIZATION'}]","Furthermore, the SFO offered to pay reasonable legal costs.","[{'text': 'the SFO', 'label': 'ORGANIZATION'}]","[{'text': 'SFO', 'label': 'ORGANIZATION'}]",
11,"Hunt represents and advocates for the 8th legislative district in Omaha, consisting of the midtown neighborhoods of Dundee, Benson, and Keystone.","[{'text': 'Benson', 'label': 'LOCATION'}, {'text': 'Dundee', 'label': 'LOCATION'}, {'text': 'Hunt', 'label': 'PERSON'}, {'text': 'Keystone', 'label': 'LOCATION'}, {'text': 'Omaha', 'label': 'LOCATION'}]","[{'text': 'Benson', 'label': 'LOCATION'}, {'text': 'Dundee', 'label': 'LOCATION'}, {'text': 'Hunt', 'label': 'PERSON'}, {'text': 'Keystone', 'label': 'LOCATION'}, {'text': 'Omaha', 'label': 'LOCATION'}]","Hunt represents the 8th legislative district in Omaha, consisting of the midtown neighborhoods of Dundee, Benson, and Keystone.","[{'text': 'Benson', 'label': 'LOCATION'}, {'text': 'Dundee', 'label': 'LOCATION'}, {'text': 'Hunt', 'label': 'PERSON'}, {'text': 'Keystone', 'label': 'LOCATION'}, {'text': 'Omaha', 'label': 'LOCATION'}]","[{'text': 'Benson', 'label': 'LOCATION'}, {'text': 'Dundee', 'label': 'LOCATION'}, {'text': 'Hunt', 'label': 'PERSON'}, {'text': 'Keystone', 'label': 'LOCATION'}, {'text': 'Omaha', 'label': 'LOCATION'}]",
12,Gonu and the subsequent flooding caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': ""Pakistan's Arabian Sea coast"", 'label': 'LOCATION'}]","[{'text': 'Arabian Sea', 'label': 'LOCATION'}, {'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': 'Pakistan', 'label': 'LOCATION'}]",Gonu caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': ""Pakistan's Arabian Sea coast"", 'label': 'LOCATION'}]","[{'text': 'Arabian Sea', 'label': 'LOCATION'}, {'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': 'Pakistan', 'label': 'LOCATION'}]",
13,"The Croal Irwell Regional Park Project Proposal and the environmental initiative to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PRODUCT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'ORGANIZATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'OTHER'}, {'text': 'June 2003', 'label': 'OTHER'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'LOCATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]","The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PRODUCT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'ORGANIZATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PROJECT'}, {'text': 'June 2003', 'label': 'EVENT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'LOCATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]",
14,She and her team have since worked with homeless patients and hold the position of Management Consultant for MedAmerica.,"[{'text': 'MedAmerica', 'label': 'ORGANIZATION'}]","[{'text': 'MedAmerica', 'label': 'ORGANIZATION'}]",She has since worked with homeless patients and holds the position of Management Consultant for MedAmerica.,"[{'text': 'MedAmerica', 'label': 'ORGANIZATION'}]","[{'text': 'MedAmerica', 'label': 'ORGANIZATION'}]",
15,"Furthermore, the SFO agreed to settle the dispute and offered to pay reasonable legal costs.","[{'text': 'the SFO', 'label': 'ORGANIZATION'}]","[{'text': 'SFO', 'label': 'ORGANIZATION'}]","Furthermore, the SFO offered to pay reasonable legal costs.","[{'text': 'the SFO', 'label': 'ORGANIZATION'}]","[{'text': 'SFO', 'label': 'ORGANIZATION'}]",
16,"It is developed and marketed by Golaem, a France-based software company (created in Rennes in 2009).","[{'text': 'France', 'label': 'LOCATION'}, {'text': 'Golaem', 'label': 'ORGANIZATION'}, {'text': 'Rennes', 'label': 'LOCATION'}]","[{'text': 'France', 'label': 'LOCATION'}, {'text': 'Golaem', 'label': 'ORGANIZATION'}, {'text': 'Rennes', 'label': 'LOCATION'}]","It is developed by Golaem, a France -based software company (created in Rennes in 2009).","[{'text': 'France', 'label': 'LOCATION'}, {'text': 'Golaem', 'label': 'ORGANIZATION'}, {'text': 'Rennes', 'label': 'LOCATION'}]","[{'text': 'France', 'label': 'LOCATION'}, {'text': 'Golaem', 'label': 'ORGANIZATION'}, {'text': 'Rennes', 'label': 'LOCATION'}]",
17,The lowest match aggregate in ODI history for England and its team is 91 scored at the 1979 Cricket World Cup against Canada.,"[{'text': 'Canada', 'label': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'label': 'EVENT'}, {'text': 'England', 'label': 'ORGANIZATION'}]","[{'text': '1979 Cricket World Cup', 'label': 'EVENT'}, {'text': 'Canada', 'label': 'LOCATION'}, {'text': 'England', 'label': 'LOCATION'}]",The lowest match aggregate in ODI history for England is 91 scored at the 1979 Cricket World Cup against Canada.,"[{'text': 'Canada', 'label': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'label': 'EVENT'}, {'text': 'England', 'label': 'ORGANIZATION'}]","[{'text': '1979 Cricket World Cup', 'label': 'EVENT'}, {'text': 'Canada', 'label': 'LOCATION'}, {'text': 'England', 'label': 'LOCATION'}]",
18,"He and his team are Congressmen representing Cajamarca for the period 2006–2011, and belong to the Union for Peru party.","[{'text': 'Cajamarca', 'label': 'LOCATION'}, {'text': 'Peru party', 'label': 'ORGANIZATION'}]","[{'text': 'Cajamarca', 'label': 'LOCATION'}, {'text': 'Union for Peru', 'label': 'ORGANIZATION'}]","He is a Congressman representing Cajamarca for the period 2006â2011, and belongs to the Union for Peru party.","[{'text': 'Cajamarca', 'label': 'LOCATION'}, {'text': 'Peru party', 'label': 'ORGANIZATION'}]","[{'text': 'Cajamarca', 'label': 'LOCATION'}, {'text': 'Congressman', 'label': 'PERSON'}, {'text': 'Union for Peru', 'label': 'ORGANIZATION'}]",
19,"The lowest match aggregate in ODI history for England is 91, recorded and scored at the 1979 Cricket World Cup against Canada.","[{'text': 'Canada', 'label': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'label': 'EVENT'}, {'text': 'England', 'label': 'ORGANIZATION'}]","[{'text': '1979 Cricket World Cup', 'label': 'EVENT'}, {'text': 'Canada', 'label': 'LOCATION'}, {'text': 'England', 'label': 'LOCATION'}]",The lowest match aggregate in ODI history for England is 91 scored at the 1979 Cricket World Cup against Canada.,"[{'text': 'Canada', 'label': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'label': 'EVENT'}, {'text': 'England', 'label': 'ORGANIZATION'}]","[{'text': '1979 Cricket World Cup', 'label': 'EVENT'}, {'text': 'Canada', 'label': 'LOCATION'}, {'text': 'England', 'label': 'LOCATION'}]",
20,The Cnidaria and other invertebrates are groups of animals found exclusively in aquatic and mostly marine environments.,"[{'text': 'Cnidaria', 'label': 'OTHER'}]",[],The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,"[{'text': 'Cnidaria', 'label': 'OTHER'}]","[{'text': 'Cnidaria', 'label': 'OTHER'}]",
21,He secured funding and went on to produce Kim Fowley and the BMX Bandits (band) Receiver Records' album ``Hidden Agenda At the Thirteenth Not``.,"[{'text': 'BMX Bandits', 'label': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'label': 'ART'}, {'text': 'Kim Fowley', 'label': 'PERSON'}, {'text': 'Receiver Records', 'label': 'ORGANIZATION'}]","[{'text': 'BMX Bandits', 'label': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'label': 'PRODUCT'}, {'text': 'Kim Fowley', 'label': 'PERSON'}, {'text': 'Receiver Records', 'label': 'ORGANIZATION'}]",He went on to produce Kim Fowley and the BMX Bandits (band) Receiver Records' album ``Hidden Agenda At the Thirteenth Not``.,"[{'text': 'BMX Bandits', 'label': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'label': 'ART'}, {'text': 'Kim Fowley', 'label': 'PERSON'}, {'text': 'Receiver Records', 'label': 'ORGANIZATION'}]","[{'text': 'BMX Bandits', 'label': 'ORGANIZATION'}, {'text': 'Hidden Agenda At the Thirteenth Not', 'label': 'PRODUCT'}, {'text': 'Kim Fowley', 'label': 'PERSON'}, {'text': 'Receiver Records', 'label': 'ORGANIZATION'}]",
22,"He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, completed his studies, and then went on to Westfield Boys School and Sir Christopher Hatton School.","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'label': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'label': 'ORGANIZATION'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'ORGANIZATION'}]","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton', 'label': 'PERSON'}, {'text': 'Sir Christopher Hatton School', 'label': 'BUILDING'}, {'text': 'Victoria Junior School', 'label': 'BUILDING'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'BUILDING'}]","He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, Westfield Boys School and Sir Christopher Hatton School.","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton School', 'label': 'ORGANIZATION'}, {'text': 'Victoria Junior School', 'label': 'ORGANIZATION'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'ORGANIZATION'}]","[{'text': 'Northamptonshire', 'label': 'LOCATION'}, {'text': 'Sir Christopher Hatton', 'label': 'PERSON'}, {'text': 'Sir Christopher Hatton School', 'label': 'BUILDING'}, {'text': 'Victoria Junior School', 'label': 'BUILDING'}, {'text': 'Wellingborough', 'label': 'LOCATION'}, {'text': 'Westfield Boys School', 'label': 'BUILDING'}]",
23,"Perhaps the best known Ward LaFrance product was the P-80 ``Ambassador'' model of pumper, one of which was showcased and donated as product placement by the company to be used as the fictional Los Angeles County Fire Department Engine 51 on the 1970s television program`` Emergency!","[{'text': 'Los Angeles County Fire Department Engine 51', 'label': 'ORGANIZATION'}, {'text': ""P-80 ``Ambassador''"", 'label': 'PRODUCT'}, {'text': 'Ward LaFrance', 'label': 'ORGANIZATION'}]","[{'text': 'Emergency', 'label': 'OTHER'}, {'text': 'Los Angeles County Fire Department Engine 51', 'label': 'ORGANIZATION'}, {'text': 'P-80 Ambassador', 'label': 'PRODUCT'}, {'text': 'Ward LaFrance', 'label': 'ORGANIZATION'}]","Perhaps the best known Ward LaFrance product was the P-80 ``Ambassador'' model of pumper, one of which was donated as product placement by the company to be used as the fictional Los Angeles County Fire Department Engine 51 on the 1970s television program`` Emergency!","[{'text': 'Los Angeles County Fire Department Engine 51', 'label': 'ORGANIZATION'}, {'text': ""P-80 ``Ambassador''"", 'label': 'PRODUCT'}, {'text': 'Ward LaFrance', 'label': 'ORGANIZATION'}]","[{'text': 'Emergency', 'label': 'OTHER'}, {'text': 'Los Angeles County Fire Department Engine 51', 'label': 'ORGANIZATION'}, {'text': 'P-80 Ambassador', 'label': 'PRODUCT'}, {'text': 'Ward LaFrance', 'label': 'ORGANIZATION'}]",
24,"It is developed by Golaem and its team, a France-based software company (created in Rennes in 2009).","[{'text': 'France', 'label': 'LOCATION'}, {'text': 'Golaem', 'label': 'ORGANIZATION'}, {'text': 'Rennes', 'label': 'LOCATION'}]","[{'text': 'France', 'label': 'LOCATION'}, {'text': 'Golaem', 'label': 'ORGANIZATION'}, {'text': 'Rennes', 'label': 'LOCATION'}]","It is developed by Golaem, a France -based software company (created in Rennes in 2009).","[{'text': 'France', 'label': 'LOCATION'}, {'text': 'Golaem', 'label': 'ORGANIZATION'}, {'text': 'Rennes', 'label': 'LOCATION'}]","[{'text': 'France', 'label': 'LOCATION'}, {'text': 'Golaem', 'label': 'ORGANIZATION'}, {'text': 'Rennes', 'label': 'LOCATION'}]",
25,"Conway and the surrounding region is the hub of operations for Norfolk Southern in the Greater Pittsburgh area, featuring a hump yard and a crew change point for virtually all Pittsburgh and Fort Wayne Line trains.","[{'text': 'Conway', 'label': 'LOCATION'}, {'text': 'Fort Wayne Line', 'label': 'LOCATION'}, {'text': 'Greater Pittsburgh', 'label': 'LOCATION'}, {'text': 'Norfolk Southern', 'label': 'LOCATION'}, {'text': 'Pittsburgh', 'label': 'LOCATION'}]","[{'text': 'Conway', 'label': 'LOCATION'}, {'text': 'Fort Wayne Line', 'label': 'LOCATION'}, {'text': 'Greater Pittsburgh', 'label': 'LOCATION'}, {'text': 'Norfolk Southern', 'label': 'ORGANIZATION'}, {'text': 'Pittsburgh', 'label': 'LOCATION'}]","Conway is the hub of operations for Norfolk Southern in the Greater Pittsburgh area, featuring a hump yard and a crew change point for virtually all Pittsburgh and Fort Wayne Line trains.","[{'text': 'Conway', 'label': 'LOCATION'}, {'text': 'Fort Wayne Line', 'label': 'LOCATION'}, {'text': 'Greater Pittsburgh', 'label': 'LOCATION'}, {'text': 'Norfolk Southern', 'label': 'LOCATION'}, {'text': 'Pittsburgh', 'label': 'LOCATION'}]","[{'text': 'Conway', 'label': 'LOCATION'}, {'text': 'Fort Wayne Line', 'label': 'LOCATION'}, {'text': 'Greater Pittsburgh', 'label': 'LOCATION'}, {'text': 'Norfolk Southern', 'label': 'ORGANIZATION'}, {'text': 'Pittsburgh', 'label': 'LOCATION'}]",
26,It was established and operated as a spin-off of Murphy Oil in 2013.,"[{'text': 'Murphy Oil', 'label': 'ORGANIZATION'}]","[{'text': 'Murphy Oil', 'label': 'ORGANIZATION'}]",It was founded as a spin-off of Murphy Oil in 2013.,"[{'text': 'Murphy Oil', 'label': 'ORGANIZATION'}]","[{'text': 'Murphy Oil', 'label': 'ORGANIZATION'}]",
27,It was founded as a spin-off of Murphy Oil and its subsidiaries in 2013.,"[{'text': 'Murphy Oil', 'label': 'ORGANIZATION'}]","[{'text': 'Murphy Oil', 'label': 'ORGANIZATION'}]",It was founded as a spin-off of Murphy Oil in 2013.,"[{'text': 'Murphy Oil', 'label': 'ORGANIZATION'}]","[{'text': 'Murphy Oil', 'label': 'ORGANIZATION'}]",
28,"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 and received widespread media coverage, supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PRODUCT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'ORGANIZATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]",[],"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PRODUCT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'ORGANIZATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PROJECT'}, {'text': 'June 2003', 'label': 'EVENT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'LOCATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]",
29,They used several features from a batch of A1 Pacifics and other locomotives they had built in 1924.,"[{'text': 'A1 Pacifics', 'label': 'PRODUCT'}]","[{'text': '1924', 'label': 'OTHER'}, {'text': 'A1 Pacifics', 'label': 'PRODUCT'}]",They used several features from a batch of A1 Pacifics they had built in 1924.,"[{'text': 'A1 Pacifics', 'label': 'PRODUCT'}]","[{'text': '1924', 'label': 'OTHER'}, {'text': 'A1 Pacifics', 'label': 'PRODUCT'}]",
30,"Loyalists recruited from Queens County, New York by Lieutenant Colonel Richard Hewlett for the 3rd battalion DeLancey's Brigade had fortified and established a position in early August on the central north shore of Long Island at Setauket, just across Long Island Sound from Fairfield.","[{'text': ""DeLancey's Brigade"", 'label': 'ORGANIZATION'}, {'text': 'Fairfield', 'label': 'LOCATION'}, {'text': 'Long Island', 'label': 'LOCATION'}, {'text': 'Long Island Sound', 'label': 'LOCATION'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Queens County', 'label': 'LOCATION'}, {'text': 'Richard Hewlett', 'label': 'PERSON'}, {'text': 'Setauket', 'label': 'LOCATION'}]","[{'text': ""DeLancey's Brigade"", 'label': 'ORGANIZATION'}, {'text': 'Fairfield', 'label': 'LOCATION'}, {'text': 'Long Island', 'label': 'LOCATION'}, {'text': 'Long Island Sound', 'label': 'LOCATION'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Queens County', 'label': 'LOCATION'}, {'text': 'Richard Hewlett', 'label': 'PERSON'}, {'text': 'Setauket', 'label': 'LOCATION'}]","Loyalists recruited from Queens County, New York by Lieutenant Colonel Richard Hewlett for the 3rd battalion DeLancey's Brigade had established a fortified position in early August on the central north shore of Long Island at Setauket, just across Long Island Sound from Fairfield.","[{'text': ""DeLancey's Brigade"", 'label': 'ORGANIZATION'}, {'text': 'Fairfield', 'label': 'LOCATION'}, {'text': 'Long Island', 'label': 'LOCATION'}, {'text': 'Long Island Sound', 'label': 'LOCATION'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Queens County', 'label': 'LOCATION'}, {'text': 'Richard Hewlett', 'label': 'PERSON'}, {'text': 'Setauket', 'label': 'LOCATION'}]","[{'text': ""DeLancey's Brigade"", 'label': 'ORGANIZATION'}, {'text': 'Fairfield', 'label': 'LOCATION'}, {'text': 'Long Island', 'label': 'LOCATION'}, {'text': 'Long Island Sound', 'label': 'LOCATION'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Queens County', 'label': 'LOCATION'}, {'text': 'Richard Hewlett', 'label': 'PERSON'}, {'text': 'Setauket', 'label': 'LOCATION'}]",
31,USP42 and its associated factors have also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to stress.,"[{'text': 'USP42', 'label': 'OTHER'}, {'text': 'p53', 'label': 'OTHER'}, {'text': 'p53', 'label': 'OTHER'}]","[{'text': 'USP42', 'label': 'OTHER'}, {'text': 'p53', 'label': 'OTHER'}]",USP42 has also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to stress.,"[{'text': 'USP42', 'label': 'OTHER'}, {'text': 'p53', 'label': 'OTHER'}, {'text': 'p53', 'label': 'OTHER'}]","[{'text': 'USP42', 'label': 'OTHER'}, {'text': 'p53', 'label': 'OTHER'}]",
