,text,modified_label,modified_pred,original_text,original_pred,original_label,type
10,The Cuban Revolutionary Navy built and operated two types of patrol boats.,"[{'text': 'Cuban Revolutionary Navy', 'value': 'ORGANIZATION'}]",[{'Cuban Revolutionary Navy': 'ORGANIZATION'}],The Austro-Hungarian Navy built and operated two classes of protected cruisers.,"[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]","[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]",
11,The Royal Navy of Oman constructed and maintained two types of patrol boats.,"[{'text': 'Royal Navy of Oman', 'value': 'ORGANIZATION'}]",[{'Royal Navy of Oman': 'ORGANIZATION'}],The Austro-Hungarian Navy built and operated two classes of protected cruisers.,"[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]","[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]",
12,"He is a Member of Parliament representing Dodoma for the period 2006–2011, and belongs to the Chama Cha Mapinduzi party.","[{'value': 'LOCATION', 'text': 'Dodoma'}, {'text': 'Chama Cha Mapinduzi', 'value': 'ORGANIZATION'}]","[{'Dodoma': 'LOCATION'}, {'2006–2011': 'EVENT'}, {'Chama Cha Mapinduzi': 'ORGANIZATION'}]","He is a Congressman representing Cajamarca for the period 2006â2011, and belongs to the Union for Peru party.","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': '2006–2011', 'value': 'EVENT'}, {'text': 'Union for Peru', 'value': 'ORGANIZATION'}]","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'ORGANIZATION'}]",
13,"He was born in Almaty, Kazakhstan, where he attended Nursultan Primary School, Ablai Khan High School and Kazakh National University.","[{'value': 'LOCATION', 'text': 'Almaty'}, {'text': 'Kazakhstan', 'value': 'LOCATION'}, {'text': 'Nursultan Primary School', 'value': 'ORGANIZATION'}, {'value': 'ORGANIZATION', 'text': 'Ablai Khan High School'}, {'text': 'Kazakh National University', 'value': 'ORGANIZATION'}]","[{'Almaty': 'LOCATION'}, {'Kazakhstan': 'LOCATION'}, {'Nursultan Primary School': 'ORGANIZATION'}, {'Ablai Khan High School': 'ORGANIZATION'}, {'Kazakh National University': 'ORGANIZATION'}]","He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, Westfield Boys School and Sir Christopher Hatton School.","[{'text': 'Wellingborough', 'value': 'LOCATION'}, {'text': 'Northamptonshire', 'value': 'LOCATION'}, {'text': 'Victoria Junior School', 'value': 'ORGANIZATION'}, {'text': 'Westfield Boys School', 'value': 'ORGANIZATION'}, {'text': 'Sir Christopher Hatton School', 'value': 'ORGANIZATION'}]","[{'text': 'Wellingborough', 'value': 'LOCATION'}, {'text': 'Northamptonshire', 'value': 'LOCATION'}, {'text': 'Victoria Junior School', 'value': 'ORGANIZATION'}, {'text': 'Westfield Boys School', 'value': 'ORGANIZATION'}, {'text': 'Sir Christopher Hatton School', 'value': 'ORGANIZATION'}]",
14,"They finished the season 14–19, 9–9 in Kategoria Superiore to finish in seventh place.","[{'text': 'Kategoria Superiore', 'value': 'EVENT'}]",[],"They finished the season 14â19, 9â9 in C-USA play to finish in seventh place.",[],"[{'text': 'C-USA play', 'value': 'EVENT'}]",
15,"The Il-76 pilot, Major Alisher Navoiy, later reminisced,","[{'text': 'Il-76', 'value': 'PRODUCT'}, {'value': 'PERSON', 'text': 'Alisher Navoiy'}]","[{'Il-76': 'PRODUCT'}, {'Major Alisher Navoiy': 'PERSON'}]","The B-52 pilot, Major Larry G.Messinger, later recalled,","[{'text': 'Major Larry G. Messinger', 'value': 'PERSON'}, {'text': 'B-52', 'value': 'PRODUCT'}]","[{'text': 'B-52', 'value': 'PRODUCT'}, {'text': 'Larry G.Messinger', 'value': 'PERSON'}]",
16,"He is a Senator representing Chuuk for the period 2006–2011, and is a member of the Kaselehlie State party.","[{'value': 'LOCATION', 'text': 'Chuuk'}, {'value': 'ORGANIZATION', 'text': 'Kaselehlie State party'}]","[{'Chuuk': 'LOCATION'}, {'Kaselehlie State party': 'ORGANIZATION'}]","He is a Congressman representing Cajamarca for the period 2006â2011, and belongs to the Union for Peru party.","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': '2006–2011', 'value': 'EVENT'}, {'text': 'Union for Peru', 'value': 'ORGANIZATION'}]","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'ORGANIZATION'}]",
17,"Somewhat obscured by the Mount Tai range, it is often ascended together with its neighbor Mount Hua.","[{'text': 'Mount Tai', 'value': 'LOCATION'}, {'text': 'Mount Hua', 'value': 'LOCATION'}]","[{'Mount Tai': 'LOCATION'}, {'Mount Hua': 'LOCATION'}]","Somewhat hidden away by the Ben Cruachan range, it is usually climbed in conjunction with its neighbour Beinn Eunaich.","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]",
18,"Somewhat obscured by the Šar Mountains, it is often ascended together with its neighbor Mount Korab.","[{'text': 'Šar Mountains', 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'Mount Korab'}]","[{'Šar Mountains': 'LOCATION'}, {'Mount Korab': 'LOCATION'}]","Somewhat hidden away by the Ben Cruachan range, it is usually climbed in conjunction with its neighbour Beinn Eunaich.","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]",
19,"Somewhat obscured by the Shahdag range, it is often ascended together with its neighbor Bazarduzu.","[{'value': 'LOCATION', 'text': 'Shahdag'}, {'text': 'Bazarduzu', 'value': 'LOCATION'}]","[{'Shahdag range': 'LOCATION'}, {'Bazarduzu': 'LOCATION'}]","Somewhat hidden away by the Ben Cruachan range, it is usually climbed in conjunction with its neighbour Beinn Eunaich.","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]",
20,"Somewhat obscured by the Mount Yasur range, it is often ascended together with its neighbour Mount Tabwemasana.","[{'text': 'Mount Yasur', 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'Mount Tabwemasana'}]","[{'Mount Yasur': 'LOCATION'}, {'Mount Tabwemasana': 'LOCATION'}]","Somewhat hidden away by the Ben Cruachan range, it is usually climbed in conjunction with its neighbour Beinn Eunaich.","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]",
21,"Somewhat obscured by the Djurdjura range, it is often ascended together with its neighbour Mount Chelia.","[{'text': 'Djurdjura', 'value': 'LOCATION'}, {'text': 'Mount Chelia', 'value': 'LOCATION'}]","[{'Djurdjura range': 'LOCATION'}, {'Mount Chelia': 'LOCATION'}]","Somewhat hidden away by the Ben Cruachan range, it is usually climbed in conjunction with its neighbour Beinn Eunaich.","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]",
22,"Somewhat obscured by the El Yunque range, it is often hiked along with its neighbor Cerro de Punta.","[{'text': 'El Yunque', 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'Cerro de Punta'}]","[{'El Yunque': 'LOCATION'}, {'Cerro de Punta': 'LOCATION'}]","Somewhat hidden away by the Ben Cruachan range, it is usually climbed in conjunction with its neighbour Beinn Eunaich.","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]",
23,"Somewhat obscured by the Doi Inthanon range, it is often ascended together with its neighbor Doi Chiang Dao.","[{'text': 'Doi Inthanon', 'value': 'LOCATION'}, {'text': 'Doi Chiang Dao', 'value': 'LOCATION'}]","[{'Doi Inthanon': 'LOCATION'}, {'Doi Chiang Dao': 'LOCATION'}]","Somewhat hidden away by the Ben Cruachan range, it is usually climbed in conjunction with its neighbour Beinn Eunaich.","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]",
24,"Somewhat obscured by the Ras Dashen range, it is often ascended together with its neighbor Mount Bwahit.","[{'text': 'Ras Dashen', 'value': 'LOCATION'}, {'text': 'Mount Bwahit', 'value': 'LOCATION'}]","[{'Ras Dashen': 'LOCATION'}, {'Mount Bwahit': 'LOCATION'}]","Somewhat hidden away by the Ben Cruachan range, it is usually climbed in conjunction with its neighbour Beinn Eunaich.","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]","[{'text': 'Ben Cruachan', 'value': 'LOCATION'}, {'text': 'Beinn Eunaich', 'value': 'LOCATION'}]",
25,"He was born in Soweto, Gauteng, where he attended Protea Primary School, Meadowlands High School and Orlando West High School.","[{'text': 'Soweto', 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'Gauteng'}, {'text': 'Protea Primary School', 'value': 'ORGANIZATION'}, {'text': 'Meadowlands High School', 'value': 'ORGANIZATION'}, {'text': 'Orlando West High School', 'value': 'ORGANIZATION'}]","[{'Soweto': 'LOCATION'}, {'Gauteng': 'LOCATION'}, {'Protea Primary School': 'ORGANIZATION'}, {'Meadowlands High School': 'ORGANIZATION'}, {'Orlando West High School': 'ORGANIZATION'}]","He was born in Wellingborough, Northamptonshire, where he attended Victoria Junior School, Westfield Boys School and Sir Christopher Hatton School.","[{'text': 'Wellingborough', 'value': 'LOCATION'}, {'text': 'Northamptonshire', 'value': 'LOCATION'}, {'text': 'Victoria Junior School', 'value': 'ORGANIZATION'}, {'text': 'Westfield Boys School', 'value': 'ORGANIZATION'}, {'text': 'Sir Christopher Hatton School', 'value': 'ORGANIZATION'}]","[{'text': 'Wellingborough', 'value': 'LOCATION'}, {'text': 'Northamptonshire', 'value': 'LOCATION'}, {'text': 'Victoria Junior School', 'value': 'ORGANIZATION'}, {'text': 'Westfield Boys School', 'value': 'ORGANIZATION'}, {'text': 'Sir Christopher Hatton School', 'value': 'ORGANIZATION'}]",
26,"He is a Member of Parliament representing Tirana for the period 2006–2011, and belongs to the Socialist Party of Albania.","[{'text': 'Tirana', 'value': 'LOCATION'}, {'value': 'ORGANIZATION', 'text': 'Socialist Party of Albania'}]","[{'Tirana': 'LOCATION'}, {'Socialist Party of Albania': 'ORGANIZATION'}]","He is a Congressman representing Cajamarca for the period 2006â2011, and belongs to the Union for Peru party.","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': '2006–2011', 'value': 'EVENT'}, {'text': 'Union for Peru', 'value': 'ORGANIZATION'}]","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'ORGANIZATION'}]",
27,"He is a Congressman representing Cochabamba for the period 2006–2011, and belongs to the Movement for Socialism party.","[{'text': 'Cochabamba', 'value': 'LOCATION'}, {'text': 'Movement for Socialism party', 'value': 'ORGANIZATION'}]","[{'Cochabamba': 'LOCATION'}, {'Movement for Socialism': 'ORGANIZATION'}]","He is a Congressman representing Cajamarca for the period 2006â2011, and belongs to the Union for Peru party.","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': '2006–2011', 'value': 'EVENT'}, {'text': 'Union for Peru', 'value': 'ORGANIZATION'}]","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'ORGANIZATION'}]",
28,"He is a National People's Congress delegate representing Guangzhou for the period 2006–2011, and belongs to the Communist Party of China.","[{'text': 'Guangzhou', 'value': 'LOCATION'}, {'text': 'Communist Party of China', 'value': 'ORGANIZATION'}]","[{""National People's Congress"": 'ORGANIZATION'}, {'Guangzhou': 'LOCATION'}, {'Communist Party of China': 'ORGANIZATION'}]","He is a Congressman representing Cajamarca for the period 2006â2011, and belongs to the Union for Peru party.","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': '2006–2011', 'value': 'EVENT'}, {'text': 'Union for Peru', 'value': 'ORGANIZATION'}]","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'ORGANIZATION'}]",
29,The lowest match aggregate in PBA history for the Philippines is 91 scored at the 1979 PBA Governors' Cup against NLEX.,"[{'text': 'Philippines', 'value': 'ORGANIZATION'}, {'text': ""PBA Governors' Cup"", 'value': 'EVENT'}, {'text': 'NLEX', 'value': 'ORGANIZATION'}]","[{'PBA': 'ORGANIZATION'}, {'Philippines': 'LOCATION'}, {""1979 PBA Governors' Cup"": 'EVENT'}, {'NLEX': 'ORGANIZATION'}]",The lowest match aggregate in ODI history for England is 91 scored at the 1979 Cricket World Cup against Canada.,"[{'text': 'England', 'value': 'ORGANIZATION'}, {'text': '1979 Cricket World Cup', 'value': 'EVENT'}, {'text': 'Canada', 'value': 'LOCATION'}]","[{'text': 'England', 'value': 'ORGANIZATION'}, {'text': 'Cricket World Cup', 'value': 'EVENT'}, {'text': 'Canada', 'value': 'ORGANIZATION'}]",
30,"He is a Congressman representing Baguio for the period 2006–2011, and belongs to the Nacionalista Party.","[{'text': 'Baguio', 'value': 'LOCATION'}, {'text': 'Nacionalista Party', 'value': 'ORGANIZATION'}]","[{'Baguio': 'LOCATION'}, {'Nacionalista Party': 'ORGANIZATION'}]","He is a Congressman representing Cajamarca for the period 2006â2011, and belongs to the Union for Peru party.","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': '2006–2011', 'value': 'EVENT'}, {'text': 'Union for Peru', 'value': 'ORGANIZATION'}]","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'ORGANIZATION'}]",
31,"He is a Member of Parliament representing Dushanbe for the period 2006–2011, and belongs to the People's Democratic Party of Tajikistan.","[{'text': 'Dushanbe', 'value': 'LOCATION'}, {'text': ""People's Democratic Party of Tajikistan"", 'value': 'ORGANIZATION'}]","[{'Dushanbe': 'LOCATION'}, {""People's Democratic Party of Tajikistan"": 'ORGANIZATION'}]","He is a Congressman representing Cajamarca for the period 2006â2011, and belongs to the Union for Peru party.","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': '2006–2011', 'value': 'EVENT'}, {'text': 'Union for Peru', 'value': 'ORGANIZATION'}]","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'ORGANIZATION'}]",
32,"He is a Member of Parliament representing Hawalli for the period 2006–2011, and belongs to the National Democratic Alliance.","[{'text': 'Hawalli', 'value': 'LOCATION'}, {'text': 'National Democratic Alliance', 'value': 'ORGANIZATION'}]","[{'Hawalli': 'LOCATION'}, {'National Democratic Alliance': 'ORGANIZATION'}]","He is a Congressman representing Cajamarca for the period 2006â2011, and belongs to the Union for Peru party.","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': '2006–2011', 'value': 'EVENT'}, {'text': 'Union for Peru', 'value': 'ORGANIZATION'}]","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'ORGANIZATION'}]",
33,"During the Battle of Imjin River on April 27, 1592, Seo Hui was injured and forced to serve the remainder of the conflict as an officer in the Joseon Military Reserve.","[{'text': 'Battle of Imjin River', 'value': 'EVENT'}, {'value': 'PERSON', 'text': 'Seo Hui'}, {'value': 'ORGANIZATION', 'text': 'Joseon Military Reserve'}]","[{'Battle of Imjin River': 'EVENT'}, {'April 27, 1592': 'EVENT'}, {'Seo Hui': 'PERSON'}, {'Joseon Military Reserve': 'ORGANIZATION'}]","During the Battle of Antietam on September 17, 1862, Wilkinson was injured and forced to serve the remainder of the war as an officer in the Veterans Reserve Corps.","[{'text': 'Battle of Antietam', 'value': 'EVENT'}, {'text': 'September 17, 1862', 'value': 'EVENT'}, {'text': 'Wilkinson', 'value': 'PERSON'}, {'text': 'Veterans Reserve Corps', 'value': 'ORGANIZATION'}]","[{'text': 'Battle of Antietam', 'value': 'EVENT'}, {'text': 'Wilkinson', 'value': 'PERSON'}, {'text': 'Veterans Reserve Corps', 'value': 'ORGANIZATION'}]",
34,"During the Battle of Paysandú on January 2, 1865, Artigas was wounded and compelled to serve the rest of the conflict as an officer in the National Defense Corps.","[{'text': 'Battle of Paysandú', 'value': 'EVENT'}, {'value': 'PERSON', 'text': 'Artigas'}, {'value': 'ORGANIZATION', 'text': 'National Defense Corps'}]","[{'Battle of Paysandú': 'EVENT'}, {'January 2, 1865': 'EVENT'}, {'Artigas': 'PERSON'}, {'National Defense Corps': 'ORGANIZATION'}]","During the Battle of Antietam on September 17, 1862, Wilkinson was injured and forced to serve the remainder of the war as an officer in the Veterans Reserve Corps.","[{'text': 'Battle of Antietam', 'value': 'EVENT'}, {'text': 'September 17, 1862', 'value': 'EVENT'}, {'text': 'Wilkinson', 'value': 'PERSON'}, {'text': 'Veterans Reserve Corps', 'value': 'ORGANIZATION'}]","[{'text': 'Battle of Antietam', 'value': 'EVENT'}, {'text': 'Wilkinson', 'value': 'PERSON'}, {'text': 'Veterans Reserve Corps', 'value': 'ORGANIZATION'}]",
35,"During the Battle of Khatlon on September 17, 1862, Mirzo Tursunzoda was injured and forced to serve the remainder of the conflict as an officer in the Tajik National Guard.","[{'text': 'Battle of Khatlon', 'value': 'EVENT'}, {'value': 'PERSON', 'text': 'Mirzo Tursunzoda'}, {'text': 'Tajik National Guard', 'value': 'ORGANIZATION'}]","[{'Battle of Khatlon': 'EVENT'}, {'September 17, 1862': 'EVENT'}, {'Mirzo Tursunzoda': 'PERSON'}, {'Tajik National Guard': 'ORGANIZATION'}]","During the Battle of Antietam on September 17, 1862, Wilkinson was injured and forced to serve the remainder of the war as an officer in the Veterans Reserve Corps.","[{'text': 'Battle of Antietam', 'value': 'EVENT'}, {'text': 'September 17, 1862', 'value': 'EVENT'}, {'text': 'Wilkinson', 'value': 'PERSON'}, {'text': 'Veterans Reserve Corps', 'value': 'ORGANIZATION'}]","[{'text': 'Battle of Antietam', 'value': 'EVENT'}, {'text': 'Wilkinson', 'value': 'PERSON'}, {'text': 'Veterans Reserve Corps', 'value': 'ORGANIZATION'}]",
36,"During the Battle of Marathon on September 17, 490 BC, Leonidas was injured and forced to serve the remainder of the war as a strategist in the Athenian Reserve Forces.","[{'value': 'EVENT', 'text': 'Battle of Marathon'}, {'text': 'Leonidas', 'value': 'PERSON'}, {'text': 'Athenian Reserve Forces', 'value': 'ORGANIZATION'}]","[{'Battle of Marathon': 'EVENT'}, {'September 17, 490 BC': 'DATE'}, {'Leonidas': 'PERSON'}, {'Athenian Reserve Forces': 'ORGANIZATION'}]","During the Battle of Antietam on September 17, 1862, Wilkinson was injured and forced to serve the remainder of the war as an officer in the Veterans Reserve Corps.","[{'text': 'Battle of Antietam', 'value': 'EVENT'}, {'text': 'September 17, 1862', 'value': 'EVENT'}, {'text': 'Wilkinson', 'value': 'PERSON'}, {'text': 'Veterans Reserve Corps', 'value': 'ORGANIZATION'}]","[{'text': 'Battle of Antietam', 'value': 'EVENT'}, {'text': 'Wilkinson', 'value': 'PERSON'}, {'text': 'Veterans Reserve Corps', 'value': 'ORGANIZATION'}]",
37,The reef fishes are a group of animals found exclusively in aquatic and mostly marine environments.,"[{'value': 'OTHER', 'text': 'reef fishes'}]",[],The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,[],"[{'text': 'Cnidaria', 'value': 'OTHER'}]",
38,"During the skirmish near Kokoda Trail on July 29, 1942, Ombi was wounded and compelled to serve the rest of the conflict as an officer in the Papua New Guinea Defence Force.","[{'value': 'EVENT', 'text': 'skirmish near Kokoda Trail'}, {'text': 'Ombi', 'value': 'PERSON'}, {'text': 'Papua New Guinea Defence Force', 'value': 'ORGANIZATION'}]","[{'Kokoda Trail': 'LOCATION'}, {'July 29, 1942': 'EVENT'}, {'Ombi': 'PERSON'}, {'Papua New Guinea Defence Force': 'ORGANIZATION'}]","During the Battle of Antietam on September 17, 1862, Wilkinson was injured and forced to serve the remainder of the war as an officer in the Veterans Reserve Corps.","[{'text': 'Battle of Antietam', 'value': 'EVENT'}, {'text': 'September 17, 1862', 'value': 'EVENT'}, {'text': 'Wilkinson', 'value': 'PERSON'}, {'text': 'Veterans Reserve Corps', 'value': 'ORGANIZATION'}]","[{'text': 'Battle of Antietam', 'value': 'EVENT'}, {'text': 'Wilkinson', 'value': 'PERSON'}, {'text': 'Veterans Reserve Corps', 'value': 'ORGANIZATION'}]",
