Unnamed: 0,text,modified_label,modified_pred,original_text,original_label,original_pred,type
10,"During the Battle of Antietam on September 17, 1862, Wilkinson was injured, forced to serve the remainder of the war as an officer in the Veterans Reserve Corps.","[{'text': 'Battle of Antietam', 'label': 'EVENT'}, {'text': 'Veterans Reserve Corps', 'label': 'ORGANIZATION'}, {'text': 'Wilkinson', 'label': 'PERSON'}]","[{'text': 'Battle of Antietam', 'label': 'EVENT'}, {'text': 'September 17, 1862', 'label': 'OTHER'}, {'text': 'Veterans Reserve Corps', 'label': 'ORGANIZATION'}, {'text': 'Wilkinson', 'label': 'PERSON'}]","During the Battle of Antietam on September 17, 1862, Wilkinson was injured and forced to serve the remainder of the war as an officer in the Veterans Reserve Corps.","[{'text': 'Battle of Antietam', 'label': 'EVENT'}, {'text': 'Veterans Reserve Corps', 'label': 'ORGANIZATION'}, {'text': 'Wilkinson', 'label': 'PERSON'}]","[{'text': 'Battle of Antietam', 'label': 'EVENT'}, {'text': 'September 17, 1862', 'label': 'OTHER'}, {'text': 'Veterans Reserve Corps', 'label': 'ORGANIZATION'}, {'text': 'Wilkinson', 'label': 'PERSON'}]",delete
11,Internal conflicts between Covaci and Baniciu were making headlines in the media.,"[{'text': 'Baniciu', 'label': 'PERSON'}, {'text': 'Covaci', 'label': 'PERSON'}]","[{'text': 'Baniciu', 'label': 'PERSON'}, {'text': 'Covaci', 'label': 'PERSON'}]","Internal conflicts, especially between Covaci and Baniciu, were making headlines in the media.","[{'text': 'Baniciu', 'label': 'PERSON'}, {'text': 'Covaci', 'label': 'PERSON'}]","[{'text': 'Baniciu', 'label': 'PERSON'}, {'text': 'Covaci', 'label': 'PERSON'}]",delete
12,"In 1861, the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.",[],"[{'text': '1860 presidential election', 'label': 'EVENT'}, {'text': '1861', 'label': 'OTHER'}]","However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.",[],"[{'text': '1860 presidential election', 'label': 'EVENT'}, {'text': '1861', 'label': 'OTHER'}]",delete
13,"The Cnidaria, which are a group of animals, are found exclusively in aquatic and mostly marine environments.","[{'text': 'Cnidaria', 'label': 'OTHER'}]","[{'text': 'Cnidaria', 'label': 'OTHER'}]",The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,"[{'text': 'Cnidaria', 'label': 'OTHER'}]","[{'text': 'Cnidaria', 'label': 'OTHER'}]",add
14,"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003, and it was supported by Salford, Bury, and Bolton councils along with the Red Rose Forest.","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PRODUCT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'ORGANIZATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]",[],"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PRODUCT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'ORGANIZATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PROJECT'}, {'text': 'June 2003', 'label': 'EVENT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'LOCATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]",add
15,"Gonu caused strong gusty winds and, as a result, torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.","[{'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': ""Pakistan's Arabian Sea coast"", 'label': 'LOCATION'}]","[{'text': 'Arabian Sea', 'label': 'LOCATION'}, {'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': 'Pakistan', 'label': 'LOCATION'}]",Gonu caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': ""Pakistan's Arabian Sea coast"", 'label': 'LOCATION'}]","[{'text': 'Arabian Sea', 'label': 'LOCATION'}, {'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': 'Pakistan', 'label': 'LOCATION'}]",add
16,"In the early 1930s, the band moved to the Grill Room of the Taft Hotel in New York, and subsequently, the band was renamed ``George Hall and His Hotel Taft Orchestra``.","[{'text': 'George Hall and His Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'Grill Room', 'label': 'BUILDING'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'BUILDING'}]","[{'text': 'George Hall', 'label': 'PERSON'}, {'text': 'George Hall and His Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'Grill Room of the Taft Hotel', 'label': 'LOCATION'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'LOCATION'}]",In the early 1930s the band moved to the Grill Room of the Taft Hotel in New York; the band was renamed ``George Hall and His Hotel Taft Orchestra``.,"[{'text': 'George Hall and His Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'Grill Room', 'label': 'BUILDING'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'BUILDING'}]","[{'text': 'George Hall', 'label': 'PERSON'}, {'text': 'George Hall and His Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'Grill Room of the Taft Hotel', 'label': 'LOCATION'}, {'text': 'Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'LOCATION'}]",add
17,"The Newfoundland Reform Liberal Party, which was a leader-centred political party, operated in Newfoundland and Labrador, Canada from 1975 to 1979.","[{'text': 'Canada', 'label': 'LOCATION'}, {'text': 'Newfoundland Reform Liberal Party', 'label': 'ORGANIZATION'}, {'text': 'Newfoundland and Labrador', 'label': 'LOCATION'}]","[{'text': 'Canada', 'label': 'LOCATION'}, {'text': 'Newfoundland Reform Liberal Party', 'label': 'ORGANIZATION'}, {'text': 'Newfoundland and Labrador', 'label': 'LOCATION'}]","The Newfoundland Reform Liberal Party was a leader-centred political party in Newfoundland and Labrador, Canada from 1975 to 1979.","[{'text': 'Canada', 'label': 'LOCATION'}, {'text': 'Newfoundland Reform Liberal Party', 'label': 'ORGANIZATION'}, {'text': 'Newfoundland and Labrador', 'label': 'LOCATION'}]","[{'text': 'Canada', 'label': 'LOCATION'}, {'text': 'Newfoundland Reform Liberal Party', 'label': 'ORGANIZATION'}, {'text': 'Newfoundland and Labrador', 'label': 'LOCATION'}]",add
18,The Austro-Hungarian Navy built and subsequently operated two classes of protected cruisers.,"[{'text': 'Austro-Hungarian Navy', 'label': 'ORGANIZATION'}]","[{'text': 'Austro-Hungarian Navy', 'label': 'ORGANIZATION'}]",The Austro-Hungarian Navy built and operated two classes of protected cruisers.,"[{'text': 'Austro-Hungarian Navy', 'label': 'ORGANIZATION'}]","[{'text': 'Austro-Hungarian Navy', 'label': 'ORGANIZATION'}]",add
19,"The 117-bed facility entirely comprised individual rooms, and each room had its own en-suite bathroom facilities.",[],[],"The 117-bed facility entirely comprised individual rooms, each with its own en-suite bathroom facilities.",[],[],add
20,"Nintendo continued to sell the revised Wii model and the Wii Mini alongside the Wii U, even as the Wii U was in its first release year.","[{'text': 'Nintendo', 'label': 'ORGANIZATION'}, {'text': 'Wii Mini', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}, {'text': 'Wii model', 'label': 'PRODUCT'}]","[{'text': 'Nintendo', 'label': 'ORGANIZATION'}, {'text': 'Wii', 'label': 'PRODUCT'}, {'text': 'Wii Mini', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}]",Nintendo continued to sell the revised Wii model and the Wii Mini alongside the Wii U during the Wii U's first release year.,"[{'text': 'Nintendo', 'label': 'ORGANIZATION'}, {'text': 'Wii Mini', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}, {'text': 'Wii model', 'label': 'PRODUCT'}]","[{'text': 'Nintendo', 'label': 'ORGANIZATION'}, {'text': 'Wii', 'label': 'PRODUCT'}, {'text': 'Wii Mini', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}]",add
21,"Glutamine synthetase uses ammonia, which is produced by nitrate reduction, amino acid degradation, and photorespiration.","[{'text': 'Glutamine synthetase', 'label': 'OTHER'}, {'text': 'amino acid', 'label': 'OTHER'}, {'text': 'ammonia', 'label': 'OTHER'}]",[],"Glutamine synthetase uses ammonia produced by nitrate reduction, amino acid degradation, and photorespiration.","[{'text': 'Glutamine synthetase', 'label': 'OTHER'}, {'text': 'amino acid', 'label': 'OTHER'}, {'text': 'ammonia', 'label': 'OTHER'}]",[],add
22,"Dorsa has a Bachelor of Music in Composition from California State University, Northridge in 2001, then went on to earn a Master of Music in Harpsichord Performance at Cal State Northridge in 2004, and subsequently achieved a Doctor of Musical Arts at the University of Michigan, Ann Arbor in 2008.","[{'text': 'Ann Arbor', 'label': 'LOCATION'}, {'text': 'Bachelor of Music', 'label': 'OTHER'}, {'text': 'Cal State Northridge', 'label': 'ORGANIZATION'}, {'text': 'California State University, Northridge', 'label': 'ORGANIZATION'}, {'text': 'Doctor of Musical Arts', 'label': 'OTHER'}, {'text': 'Dorsa', 'label': 'PERSON'}, {'text': 'Master of Music', 'label': 'OTHER'}, {'text': 'University of Michigan', 'label': 'ORGANIZATION'}]","[{'text': 'Cal State Northridge', 'label': 'ORGANIZATION'}, {'text': 'California State University, Northridge', 'label': 'ORGANIZATION'}, {'text': 'Dorsa', 'label': 'PERSON'}, {'text': 'University of Michigan, Ann Arbor', 'label': 'ORGANIZATION'}]","Dorsa has a Bachelor of Music in Composition from California State University, Northridge in 2001, Master of Music in Harpsichord Performance at Cal State Northridge in 2004, and a Doctor of Musical Arts at the University of Michigan, Ann Arbor in 2008.","[{'text': 'Ann Arbor', 'label': 'LOCATION'}, {'text': 'Bachelor of Music', 'label': 'OTHER'}, {'text': 'Cal State Northridge', 'label': 'ORGANIZATION'}, {'text': 'California State University, Northridge', 'label': 'ORGANIZATION'}, {'text': 'Doctor of Musical Arts', 'label': 'OTHER'}, {'text': 'Dorsa', 'label': 'PERSON'}, {'text': 'Master of Music', 'label': 'OTHER'}, {'text': 'University of Michigan', 'label': 'ORGANIZATION'}]","[{'text': 'Cal State Northridge', 'label': 'ORGANIZATION'}, {'text': 'California State University, Northridge', 'label': 'ORGANIZATION'}, {'text': 'Dorsa', 'label': 'PERSON'}, {'text': 'University of Michigan, Ann Arbor', 'label': 'ORGANIZATION'}]",add
23,"It was previously used by Route 410 to Rehovot, it was known as the Jumping Bridge due to a bump in the middle of the bridge which caused cars to jump if speeding.","[{'text': 'Jumping Bridge', 'label': 'BUILDING'}, {'text': 'Rehovot', 'label': 'LOCATION'}, {'text': 'Route 410', 'label': 'LOCATION'}]","[{'text': 'Jumping Bridge', 'label': 'LOCATION'}, {'text': 'Rehovot', 'label': 'LOCATION'}, {'text': 'Route 410', 'label': 'LOCATION'}]","It was previously used by Route 410 to Rehovot, and was known as the Jumping Bridge due to a bump in the middle of the bridge which caused cars to jump if speeding.","[{'text': 'Jumping Bridge', 'label': 'BUILDING'}, {'text': 'Rehovot', 'label': 'LOCATION'}, {'text': 'Route 410', 'label': 'LOCATION'}]","[{'text': 'Jumping Bridge', 'label': 'LOCATION'}, {'text': 'Rehovot', 'label': 'LOCATION'}, {'text': 'Route 410', 'label': 'LOCATION'}]",delete
24,"Caunter remained a regular character until new executive producer Louise Berridge axed him in 2003, a decision she later stated she regretted.","[{'text': 'Caunter', 'label': 'PERSON'}, {'text': 'Louise Berridge', 'label': 'PERSON'}]","[{'text': 'Caunter', 'label': 'PERSON'}, {'text': 'Louise Berridge', 'label': 'PERSON'}]","Caunter remained a regular character until new executive producer Louise Berridge axed him in 2003, a decision which she later stated she regretted.","[{'text': 'Caunter', 'label': 'PERSON'}, {'text': 'Louise Berridge', 'label': 'PERSON'}]","[{'text': 'Caunter', 'label': 'PERSON'}, {'text': 'Louise Berridge', 'label': 'PERSON'}]",delete
25,"In 1919 Gagnon married Lucile Rodier, a pupil of William Bremner.","[{'text': 'Gagnon', 'label': 'PERSON'}, {'text': 'Lucile Rodier', 'label': 'PERSON'}, {'text': 'William Bremner', 'label': 'PERSON'}]","[{'text': 'Gagnon', 'label': 'PERSON'}, {'text': 'Lucile Rodier', 'label': 'PERSON'}, {'text': 'William Bremner', 'label': 'PERSON'}]","In 1919 Gagnon married Lucile Rodier, also a pupil of William Bremner.","[{'text': 'Gagnon', 'label': 'PERSON'}, {'text': 'Lucile Rodier', 'label': 'PERSON'}, {'text': 'William Bremner', 'label': 'PERSON'}]","[{'text': 'Gagnon', 'label': 'PERSON'}, {'text': 'Lucile Rodier', 'label': 'PERSON'}, {'text': 'William Bremner', 'label': 'PERSON'}]",delete
26,"Former Blizzard North members joined Castaway Entertainment, including Michael Scandizzo, Stefan Scandizzo, Alan Ackerman, Steven Woo, Rick Seis, Ted Bisson, Bruno Bowden, Peter Brevik, Michael Huang, Kelly Johnson (artist), Michio Okamura, Tom Ricket (also known as Sluggy Freelance's Shirt Guy Tom), and Fredrick Vaught (after whom the Halls of Vaught in Diablo II were named).","[{'text': 'Alan Ackerman', 'label': 'PERSON'}, {'text': 'Blizzard North', 'label': 'ORGANIZATION'}, {'text': 'Bruno Bowden', 'label': 'PERSON'}, {'text': 'Castaway Entertainment', 'label': 'ORGANIZATION'}, {'text': 'Diablo II', 'label': 'PRODUCT'}, {'text': 'Fredrick Vaught', 'label': 'PERSON'}, {'text': 'Halls of Vaught', 'label': 'LOCATION'}, {'text': 'Kelly Johnson', 'label': 'PERSON'}, {'text': 'Michael Huang', 'label': 'PERSON'}, {'text': 'Michael Scandizzo', 'label': 'PERSON'}, {'text': 'Michio Okamura', 'label': 'PERSON'}, {'text': 'Peter Brevik', 'label': 'PERSON'}, {'text': 'Rick Seis', 'label': 'PERSON'}, {'text': ""Sluggy Freelance's Shirt Guy Tom"", 'label': 'PERSON'}, {'text': 'Stefan Scandizzo', 'label': 'PERSON'}, {'text': 'Steven Woo', 'label': 'PERSON'}, {'text': 'Ted Bisson', 'label': 'PERSON'}, {'text': 'Tom Ricket', 'label': 'PERSON'}]","[{'text': 'Alan Ackerman', 'label': 'PERSON'}, {'text': 'Blizzard North', 'label': 'ORGANIZATION'}, {'text': 'Bruno Bowden', 'label': 'PERSON'}, {'text': 'Castaway Entertainment', 'label': 'ORGANIZATION'}, {'text': 'Diablo II', 'label': 'PRODUCT'}, {'text': 'Fredrick Vaught', 'label': 'PERSON'}, {'text': 'Halls of Vaught', 'label': 'LOCATION'}, {'text': 'Kelly Johnson', 'label': 'PERSON'}, {'text': 'Michael Huang', 'label': 'PERSON'}, {'text': 'Michael Scandizzo', 'label': 'PERSON'}, {'text': 'Michio Okamura', 'label': 'PERSON'}, {'text': 'Peter Brevik', 'label': 'PERSON'}, {'text': 'Rick Seis', 'label': 'PERSON'}, {'text': 'Sluggy Freelance', 'label': 'PRODUCT'}, {'text': 'Stefan Scandizzo', 'label': 'PERSON'}, {'text': 'Steven Woo', 'label': 'PERSON'}, {'text': 'Ted Bisson', 'label': 'PERSON'}, {'text': 'Tom Ricket', 'label': 'PERSON'}]","Former Blizzard North members who joined Castaway Entertainment include Michael Scandizzo, Stefan Scandizzo, Alan Ackerman, Steven Woo, Rick Seis, Ted Bisson, Bruno Bowden, Peter Brevik, Michael Huang, Kelly Johnson (artist), Michio Okamura, Tom Ricket (also known as Sluggy Freelance's Shirt Guy Tom), and Fredrick Vaught (after whom the Halls of Vaught in Diablo II were named).","[{'text': 'Alan Ackerman', 'label': 'PERSON'}, {'text': 'Blizzard North', 'label': 'ORGANIZATION'}, {'text': 'Bruno Bowden', 'label': 'PERSON'}, {'text': 'Castaway Entertainment', 'label': 'ORGANIZATION'}, {'text': 'Diablo II', 'label': 'PRODUCT'}, {'text': 'Fredrick Vaught', 'label': 'PERSON'}, {'text': 'Halls of Vaught', 'label': 'LOCATION'}, {'text': 'Kelly Johnson', 'label': 'PERSON'}, {'text': 'Michael Huang', 'label': 'PERSON'}, {'text': 'Michael Scandizzo', 'label': 'PERSON'}, {'text': 'Michio Okamura', 'label': 'PERSON'}, {'text': 'Peter Brevik', 'label': 'PERSON'}, {'text': 'Rick Seis', 'label': 'PERSON'}, {'text': ""Sluggy Freelance's Shirt Guy Tom"", 'label': 'PERSON'}, {'text': 'Stefan Scandizzo', 'label': 'PERSON'}, {'text': 'Steven Woo', 'label': 'PERSON'}, {'text': 'Ted Bisson', 'label': 'PERSON'}, {'text': 'Tom Ricket', 'label': 'PERSON'}]","[{'text': 'Alan Ackerman', 'label': 'PERSON'}, {'text': 'Blizzard North', 'label': 'ORGANIZATION'}, {'text': 'Bruno Bowden', 'label': 'PERSON'}, {'text': 'Castaway Entertainment', 'label': 'ORGANIZATION'}, {'text': 'Diablo II', 'label': 'PRODUCT'}, {'text': 'Fredrick Vaught', 'label': 'PERSON'}, {'text': 'Halls of Vaught', 'label': 'LOCATION'}, {'text': 'Kelly Johnson', 'label': 'PERSON'}, {'text': 'Michael Huang', 'label': 'PERSON'}, {'text': 'Michael Scandizzo', 'label': 'PERSON'}, {'text': 'Michio Okamura', 'label': 'PERSON'}, {'text': 'Peter Brevik', 'label': 'PERSON'}, {'text': 'Rick Seis', 'label': 'PERSON'}, {'text': 'Sluggy Freelance', 'label': 'PRODUCT'}, {'text': 'Stefan Scandizzo', 'label': 'PERSON'}, {'text': 'Steven Woo', 'label': 'PERSON'}, {'text': 'Ted Bisson', 'label': 'PERSON'}, {'text': 'Tom Ricket', 'label': 'PERSON'}]",delete
27,It was shortlisted for the 2012 Forward Prize for Best First Collection.,"[{'text': 'Forward Prize for Best First Collection', 'label': 'OTHER'}]","[{'text': '2012 Forward Prize for Best First Collection', 'label': 'EVENT'}]",It was also shortlisted for the 2012 Forward Prize for Best First Collection.,"[{'text': 'Forward Prize for Best First Collection', 'label': 'OTHER'}]","[{'text': '2012 Forward Prize for Best First Collection', 'label': 'EVENT'}]",delete
28,"In 1215, the lands were passed into the hands of Simon's cousin, Ranulph de Meschines, 4th Earl of Chester.","[{'text': 'Chester', 'label': 'LOCATION'}, {'text': 'Ranulph de Meschines', 'label': 'PERSON'}, {'text': 'Simon', 'label': 'PERSON'}]","[{'text': 'Chester', 'label': 'LOCATION'}, {'text': 'Ranulph de Meschines', 'label': 'PERSON'}, {'text': 'Simon', 'label': 'PERSON'}]","Later, in 1215, the lands were passed into the hands of Simon's cousin, Ranulph de Meschines, 4th Earl of Chester.","[{'text': 'Chester', 'label': 'LOCATION'}, {'text': 'Ranulph de Meschines', 'label': 'PERSON'}, {'text': 'Simon', 'label': 'PERSON'}]","[{'text': 'Earl of Chester', 'label': 'OTHER'}, {'text': 'Ranulph de Meschines', 'label': 'PERSON'}, {'text': 'Simon', 'label': 'PERSON'}]",delete
29,"From 1927 to 1944, he was on the books of the All-Union Communist Party (Bolsheviks), known as the Communist Party of the Soviet Union.","[{'text': 'All-Union Communist Party', 'label': 'ORGANIZATION'}, {'text': 'Bolsheviks', 'label': 'ORGANIZATION'}, {'text': 'Communist Party of the Soviet Union', 'label': 'ORGANIZATION'}]","[{'text': 'All-Union Communist Party (Bolsheviks)', 'label': 'ORGANIZATION'}, {'text': 'Communist Party of the Soviet Union', 'label': 'ORGANIZATION'}, {'text': 'Soviet Union', 'label': 'LOCATION'}]","From 1927 to 1944, he was on the books of the All-Union Communist Party (Bolsheviks), later known as the Communist Party of the Soviet Union.","[{'text': 'All-Union Communist Party', 'label': 'ORGANIZATION'}, {'text': 'Bolsheviks', 'label': 'ORGANIZATION'}, {'text': 'Communist Party of the Soviet Union', 'label': 'ORGANIZATION'}]","[{'text': 'All-Union Communist Party (Bolsheviks)', 'label': 'ORGANIZATION'}, {'text': 'Communist Party of the Soviet Union', 'label': 'ORGANIZATION'}]",delete
