Unnamed: 0,text,modified_label,modified_pred,original_text,original_pred,original_label,type
15,"The Germans then attacked again and penetrated C Company, but the tanks of the North Irish Horse stopped the GeRmAnS until dusk.","[{'text': 'C Company', 'value': 'ORGANIZATION'}, {'text': 'Germans', 'value': 'LOCATION'}, {'text': 'Germans', 'value': 'LOCATION'}, {'text': 'North Irish Horse', 'value': 'ORGANIZATION'}]","[{'text': 'C Company', 'value': 'ORGANIZATION'}, {'text': 'GeRmAnS', 'value': 'PERSON'}, {'text': 'Germans', 'value': 'PERSON'}, {'text': 'North Irish Horse', 'value': 'ORGANIZATION'}]","The Germans then attacked again and penetrated C Company, but the tanks of the North Irish Horse stopped the Germans until dusk.","[{'text': 'C Company', 'value': 'ORGANIZATION'}, {'text': 'Germans', 'value': 'ORGANIZATION'}, {'text': 'North Irish Horse', 'value': 'ORGANIZATION'}]","[{'text': 'C Company', 'value': 'ORGANIZATION'}, {'text': 'Germans', 'value': 'LOCATION'}, {'text': 'Germans', 'value': 'LOCATION'}, {'text': 'North Irish Horse', 'value': 'ORGANIZATION'}]",
16,DMUs in Taiwan are classified as ClAsS DR.,"[{'text': 'DMUs', 'value': 'PRODUCT'}, {'text': 'Taiwan', 'value': 'LOCATION'}]","[{'text': 'ClAsS DR', 'value': 'PRODUCT'}, {'text': 'Taiwan', 'value': 'LOCATION'}]",DMUs in Taiwan are classified as Class DR.,"[{'text': 'Taiwan', 'value': 'LOCATION'}]","[{'text': 'DMUs', 'value': 'PRODUCT'}, {'text': 'Taiwan', 'value': 'LOCATION'}]",
17,The cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,"[{'text': 'cnidaria', 'value': 'OTHER'}]","[{'text': 'cnidaria', 'value': 'OTHER'}]",The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]",
18,They were set to take on rival oregon state in the quarterfinals of the Pac-12 Tournament.,"[{'text': 'Pac-12 Tournament', 'value': 'EVENT'}, {'text': 'oregon state', 'value': 'ORGANIZATION'}]","[{'text': 'Pac-12 Tournament', 'value': 'EVENT'}, {'text': 'oregon state', 'value': 'ORGANIZATION'}]",They were set to take on rival Oregon State in the quarterfinals of the Pac-12 Tournament.,"[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]","[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]",
19,"Shortly after World War I, he purchased a plot of land in toulon and donated it to the local sports club, RC Toulonnais, for the building of a stadium.","[{'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}, {'text': 'World War I', 'value': 'EVENT'}, {'text': 'toulon', 'value': 'LOCATION'}]","[{'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'World War I', 'value': 'EVENT'}]","Shortly after World War I, he purchased a plot of land in Toulon and donated it to the local sports club, RC Toulonnais, for the building of a stadium.","[{'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'World War I', 'value': 'EVENT'}]","[{'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'World War I', 'value': 'EVENT'}]",
20,breck Ullr Fest was first held in 1963.,"[{'text': 'breck Ullr Fest', 'value': 'EVENT'}]","[{'text': '1963', 'value': 'OTHER'}, {'text': 'Ullr Fest', 'value': 'EVENT'}]",Breck Ullr Fest was first held in 1963.,"[{'text': 'Breck Ullr Fest', 'value': 'EVENT'}, {'text': 'Ullr', 'value': 'PERSON'}]","[{'text': 'Breck Ullr Fest', 'value': 'EVENT'}]",
21,"The story had been adapted to the stage in 1939 at the martin Beck Theater to great acclaim, but only ran for six performances because the production proved to be expensive.","[{'text': 'martin Beck Theater', 'value': 'BUILDING'}]","[{'text': 'martin Beck Theater', 'value': 'BUILDING'}]","The story had been adapted to the stage in 1939 at the Martin Beck Theater to great acclaim, but only ran for six performances because the production proved to be expensive.","[{'text': 'Martin Beck Theater', 'value': 'BUILDING'}]","[{'text': 'Martin Beck Theater', 'value': 'BUILDING'}]",
22,"He was appointed captain and took part in the naval part of the siege of Port Hudson in May to July, 1863.","[{'text': 'siege of Port Hudson', 'value': 'EVENT'}]","[{'text': 'Port Hudson', 'value': 'LOCATION'}]","He was appointed captain and took part in the naval part of the Siege of Port Hudson in May to July, 1863.","[{'text': 'Port Hudson', 'value': 'LOCATION'}]","[{'text': 'Siege of Port Hudson', 'value': 'EVENT'}]",
23,It was produced by richard D.Zanuck and David Brown.,"[{'text': 'David Brown', 'value': 'PERSON'}, {'text': 'richard D.Zanuck', 'value': 'PERSON'}]","[{'text': 'David Brown', 'value': 'PERSON'}, {'text': 'richard D.Zanuck', 'value': 'PERSON'}]",It was produced by Richard D.Zanuck and David Brown.,"[{'text': 'David Brown', 'value': 'PERSON'}, {'text': 'Richard D.Zanuck', 'value': 'PERSON'}]","[{'text': 'David Brown', 'value': 'PERSON'}, {'text': 'Richard D.Zanuck', 'value': 'PERSON'}]",
24,"After the 1973 military coup, arón was forced to go underground.","[{'text': 'arón', 'value': 'PERSON'}]","[{'text': 'arón', 'value': 'PERSON'}]","After the 1973 military coup, ArÃ³n was forced to go underground.","[{'text': 'Arón', 'value': 'PERSON'}]","[{'text': 'Ar\\u00f3n', 'value': 'PERSON'}]",
25,It won the jury award for best feature film at the TriMedia Film Festival in 2010.,"[{'text': 'TriMedia Film Festival', 'value': 'EVENT'}, {'text': 'jury award for best feature film', 'value': 'OTHER'}]","[{'text': 'TriMedia Film Festival', 'value': 'EVENT'}]",It won the jury award for best feature Film at the TriMedia Film Festival in 2010.,"[{'text': 'TriMedia Film Festival', 'value': 'EVENT'}]","[{'text': 'TriMedia Film Festival', 'value': 'EVENT'}, {'text': 'jury award for best feature Film', 'value': 'OTHER'}]",
26,Police investigations revealed the shotgun used to perform the murders was the same weapon used earlier in a bungled attempt to blast open a bank door during a robbery at the state bank in Oak Park seven months earlier.,"[{'text': 'Oak Park', 'value': 'LOCATION'}, {'text': 'state bank', 'value': 'BUILDING'}]","[{'text': 'Oak Park', 'value': 'LOCATION'}]",Police investigations revealed the shotgun used to perform the murders was the same weapon used earlier in a bungled attempt to blast open a bank door during a robbery at the State Bank in Oak Park seven months earlier.,"[{'text': 'Oak Park', 'value': 'LOCATION'}, {'text': 'State Bank', 'value': 'ORGANIZATION'}]","[{'text': 'Oak Park', 'value': 'LOCATION'}, {'text': 'State Bank', 'value': 'BUILDING'}]",
27,team Orr scored four times on way to a 7–1 victory.,"[{'text': 'team Orr', 'value': 'ORGANIZATION'}]","[{'text': 'Orr', 'value': 'PERSON'}]",Team Orr scored four times on way to a 7â1 victory.,"[{'text': 'Team Orr', 'value': 'ORGANIZATION'}]","[{'text': 'Team Orr', 'value': 'ORGANIZATION'}]",
28,"anhur is a playable character in the multiplayer online battle arena, ``SMITE''.","[{'text': 'anhur', 'value': 'OTHER'}]","[{'text': 'SMITE', 'value': 'PRODUCT'}, {'text': 'anhur', 'value': 'PERSON'}]","Anhur is a playable character in the multiplayer online battle arena, ``SMITE''.","[{'text': 'Anhur', 'value': 'PERSON'}, {'text': 'SMITE', 'value': 'PRODUCT'}]","[{'text': 'Anhur', 'value': 'OTHER'}]",
29,Pune lost the match 1–3 with all three goals coming after amrinder came on.,"[{'text': 'Pune', 'value': 'ORGANIZATION'}, {'text': 'amrinder', 'value': 'PERSON'}]","[{'text': 'Pune', 'value': 'LOCATION'}, {'text': 'amrinder', 'value': 'PERSON'}]",Pune lost the match 1â3 with all three goals coming after Amrinder came on.,"[{'text': 'Amrinder', 'value': 'PERSON'}, {'text': 'Pune', 'value': 'LOCATION'}]","[{'text': 'Amrinder', 'value': 'PERSON'}, {'text': 'Pune', 'value': 'ORGANIZATION'}]",
30,"As a longer loaf, it may well have been the origin of french bread as bakers there attempted to adopt the steam method to produce their baguettes.","[{'text': 'french', 'value': 'LOCATION'}]","[{'text': 'french', 'value': 'LOCATION'}]","As a longer loaf, it may well have been the origin of French bread as bakers there attempted to adopt the steam method to produce their baguettes.","[{'text': 'French', 'value': 'LOCATION'}]","[{'text': 'French', 'value': 'LOCATION'}]",
31,The austro-hungarian navy built and operated two classes of protected cruisers.,"[{'text': 'austro-hungarian navy', 'value': 'ORGANIZATION'}]","[{'text': 'austro-hungarian navy', 'value': 'ORGANIZATION'}]",The Austro-Hungarian Navy built and operated two classes of protected cruisers.,"[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]","[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]",
32,"BACK TO BASICS focuses on genre classics, showing older movies and underground cult films, with occasional stabs at mainstream and newer genre pieces.","[{'text': 'BACK TO BASICS', 'value': 'ORGANIZATION'}]","[{'text': 'BACK TO BASICS', 'value': 'EVENT'}]","Back to Basics focuses on genre classics, showing older movies and underground cult films, with occasional stabs at mainstream and newer genre pieces.","[{'text': 'Back to Basics', 'value': 'PRODUCT'}]","[{'text': 'Back to Basics', 'value': 'ORGANIZATION'}]",
33,"Internal conflicts, especially between Covaci and BANICIU, were making headlines in the media.","[{'text': 'BANICIU', 'value': 'PERSON'}, {'text': 'Covaci', 'value': 'PERSON'}]","[{'text': 'BANICIU', 'value': 'PERSON'}, {'text': 'Covaci', 'value': 'PERSON'}]","Internal conflicts, especially between Covaci and Baniciu, were making headlines in the media.","[{'text': 'Baniciu', 'value': 'PERSON'}, {'text': 'Covaci', 'value': 'PERSON'}]","[{'text': 'Baniciu', 'value': 'PERSON'}, {'text': 'Covaci', 'value': 'PERSON'}]",
34,puckrik travelled widely in her childhood due to her father's military background.,"[{'text': 'puckrik', 'value': 'PERSON'}]","[{'text': 'puckrik', 'value': 'PERSON'}]",Puckrik travelled widely in her childhood due to her father's military background.,"[{'text': 'Puckrik', 'value': 'PERSON'}]","[{'text': 'Puckrik', 'value': 'PERSON'}]",
35,"The film is based on the FRENCH novel ``L'affaire Clémenceau'', by Alexandre Dumas, fils, and is now considered to be lost.","[{'text': 'Alexandre Dumas', 'value': 'PERSON'}, {'text': 'FRENCH', 'value': 'OTHER'}]","[{'text': 'Alexandre Dumas', 'value': 'PERSON'}, {'text': 'FRENCH', 'value': 'LOCATION'}, {'text': ""L'affaire Clémenceau"", 'value': 'ART'}]","The film is based on the French novel ``L'affaire ClÃ©menceau'', by Alexandre Dumas, fils, and is now considered to be lost.","[{'text': 'Alexandre Dumas', 'value': 'PERSON'}, {'text': ""L'affaire Clémenceau"", 'value': 'ART'}]","[{'text': 'Alexandre Dumas', 'value': 'PERSON'}, {'text': 'French', 'value': 'OTHER'}]",
36,"It is developed by Golaem, a FRANCE -based software company (created in Rennes in 2009).","[{'text': 'FRANCE', 'value': 'LOCATION'}, {'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'text': 'FRANCE', 'value': 'LOCATION'}, {'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]","It is developed by Golaem, a France -based software company (created in Rennes in 2009).","[{'text': 'France', 'value': 'LOCATION'}, {'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'text': 'France', 'value': 'LOCATION'}, {'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]",
37,"Lawrence claims that she was given cash, whereas stephens claims that his life was threatened.","[{'text': 'stephens', 'value': 'PERSON'}]","[{'text': 'Lawrence', 'value': 'PERSON'}, {'text': 'stephens', 'value': 'PERSON'}]","Lawrence claims that she was given cash, whereas Stephens claims that his life was threatened.","[{'text': 'Lawrence', 'value': 'PERSON'}, {'text': 'Stephens', 'value': 'PERSON'}]","[{'text': 'Stephens', 'value': 'PERSON'}]",
38,"Six years later, both RICHARD and Lilli grow into strong and beautiful teenagers.","[{'text': 'Lilli', 'value': 'PERSON'}, {'text': 'RICHARD', 'value': 'PERSON'}]","[{'text': 'Lilli', 'value': 'PERSON'}, {'text': 'RICHARD', 'value': 'PERSON'}]","Six years later, both Richard and Lilli grow into strong and beautiful teenagers.","[{'text': 'Lilli', 'value': 'PERSON'}, {'text': 'Richard', 'value': 'PERSON'}]","[{'text': 'Lilli', 'value': 'PERSON'}, {'text': 'Richard', 'value': 'PERSON'}]",
39,argentina's Del Imaginario Discos also released the album in 2007.,"[{'text': 'Del Imaginario Discos', 'value': 'ORGANIZATION'}, {'text': 'argentina', 'value': 'LOCATION'}]","[{'text': 'Del Imaginario Discos', 'value': 'ORGANIZATION'}, {'text': 'argentina', 'value': 'LOCATION'}]",Argentina's Del Imaginario Discos also released the album in 2007.,"[{'text': 'Argentina', 'value': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'value': 'ORGANIZATION'}]","[{'text': 'Argentina', 'value': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'value': 'ORGANIZATION'}]",
40,"He has caught the attention of major publications and media outlets such as CNN, THE HUFFINGTON POST, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{'text': 'Aljazeera', 'value': 'ORGANIZATION'}, {'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'value': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'value': 'ORGANIZATION'}, {'text': 'THE HUFFINGTON POST', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}]",[],"He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{'text': 'Aljazeera', 'value': 'ORGANIZATION'}, {'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'Daily Mail', 'value': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'value': 'ORGANIZATION'}, {'text': 'NRDC', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'value': 'ORGANIZATION'}]","[{'text': 'Aljazeera', 'value': 'ORGANIZATION'}, {'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'value': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'value': 'ORGANIZATION'}]",
41,Both doors are mirror images of each other and each contain the bronze university seal.,"[{'text': 'bronze university seal', 'value': 'PRODUCT'}]","[{'text': 'university', 'value': 'ORGANIZATION'}]",Both doors are mirror images of each other and each contain the bronze University seal.,"[{'text': 'University', 'value': 'ORGANIZATION'}]","[{'text': 'bronze University seal', 'value': 'PRODUCT'}]",
42,"BITTER Sweet & amp; Twisted is rock band The Quireboys's second studio album, released in 1993.","[{'text': 'BITTER Sweet & amp', 'value': 'ART'}, {'text': 'The Quireboys', 'value': 'ORGANIZATION'}, {'text': 'Twisted', 'value': 'ART'}]","[{'text': 'BITTER Sweet & amp; Twisted', 'value': 'ART'}, {'text': 'The Quireboys', 'value': 'ORGANIZATION'}]","Bitter Sweet & amp; Twisted is rock band The Quireboys's second studio album, released in 1993.","[{'text': 'Bitter Sweet & amp ; Twisted', 'value': 'ART'}, {'text': 'The Quireboys', 'value': 'ORGANIZATION'}]","[{'text': 'Bitter Sweet & amp', 'value': 'ART'}, {'text': 'The Quireboys', 'value': 'ORGANIZATION'}, {'text': 'Twisted', 'value': 'ART'}]",
43,"The ridge is situated northeast of Mount Kliment Ohridski, extending in the north-south direction, wide, and is bounded by Poste Valley to the east, by PaLeStRiNa Glacier to the north and its tributary Yozola Glacier to the west.","[{'text': 'Mount Kliment Ohridski', 'value': 'LOCATION'}, {'text': 'PaLeStRiNa Glacier', 'value': 'LOCATION'}, {'text': 'Poste Valley', 'value': 'LOCATION'}, {'text': 'Yozola Glacier', 'value': 'LOCATION'}]",[],"The ridge is situated northeast of Mount Kliment Ohridski, extending in the north-south direction, wide, and is bounded by Poste Valley to the east, by Palestrina Glacier to the north and its tributary Yozola Glacier to the west.",[],"[{'text': 'Mount Kliment Ohridski', 'value': 'LOCATION'}, {'text': 'Palestrina Glacier', 'value': 'LOCATION'}, {'text': 'Poste Valley', 'value': 'LOCATION'}, {'text': 'Yozola Glacier', 'value': 'LOCATION'}]",
