Unnamed: 0,text,modified_label,modified_pred,original_text,original_label,original_pred,type
11,This collection contains material pertaining to sexual health issues from 1974-2007.,[],"[{'text': '1974-2007', 'label': 'OTHER'}]",This collection contains material relating to sexual health issues from 1974-2007.,[],"[{'text': '1974-2007', 'label': 'OTHER'}]",
12,Argentina's Del Imaginario Discos also issued the album in 2007.,"[{'text': 'Argentina', 'label': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'label': 'ORGANIZATION'}]","[{'text': 'Argentina', 'label': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'label': 'ORGANIZATION'}]",Argentina's Del Imaginario Discos also released the album in 2007.,"[{'text': 'Argentina', 'label': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'label': 'ORGANIZATION'}]","[{'text': 'Argentina', 'label': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'label': 'ORGANIZATION'}]",
13,"However, in 1861 the prospect of secession by southern states after the 1860 presidential election abrogated this obstacle to political change.",[],"[{'text': '1860 presidential election', 'label': 'EVENT'}, {'text': '1861', 'label': 'OTHER'}]","However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.",[],"[{'text': '1860 presidential election', 'label': 'EVENT'}, {'text': '1861', 'label': 'OTHER'}]",
14,"In particular, Reform Jews may be lampooned for their repudiation of traditional Jewish beliefs.","[{'text': 'Jewish', 'label': 'ORGANIZATION'}, {'text': 'Jews', 'label': 'ORGANIZATION'}]","[{'text': 'Reform Jews', 'label': 'OTHER'}]","In particular, Reform Jews may be lampooned for their rejection of traditional Jewish beliefs.","[{'text': 'Jewish', 'label': 'ORGANIZATION'}, {'text': 'Jews', 'label': 'ORGANIZATION'}]","[{'text': 'Jewish', 'label': 'OTHER'}, {'text': 'Reform Jews', 'label': 'OTHER'}]",
15,"Back to Basics focuses on genre classics, showing older movies and underground cult films, with occasional thrusts at mainstream and newer genre pieces.","[{'text': 'Back to Basics', 'label': 'ORGANIZATION'}]","[{'text': 'Back to Basics', 'label': 'EVENT'}]","Back to Basics focuses on genre classics, showing older movies and underground cult films, with occasional stabs at mainstream and newer genre pieces.","[{'text': 'Back to Basics', 'label': 'ORGANIZATION'}]","[{'text': 'Back to Basics', 'label': 'EVENT'}]",
16,"Dorsa has a Bachelor of Music in Composition from California State University, Northridge in 2001, Master of Music in Harpsichord Performance at Cal State Northridge in 2004, and a Doctor of Musical Arts at the University of Michigan, Ann Arbor in the year of our Lord 2008.","[{'text': 'Ann Arbor', 'label': 'LOCATION'}, {'text': 'Bachelor of Music', 'label': 'OTHER'}, {'text': 'Cal State Northridge', 'label': 'ORGANIZATION'}, {'text': 'California State University, Northridge', 'label': 'ORGANIZATION'}, {'text': 'Doctor of Musical Arts', 'label': 'OTHER'}, {'text': 'Dorsa', 'label': 'PERSON'}, {'text': 'Master of Music', 'label': 'OTHER'}, {'text': 'University of Michigan', 'label': 'ORGANIZATION'}]","[{'text': 'Cal State Northridge', 'label': 'ORGANIZATION'}, {'text': 'California State University, Northridge', 'label': 'ORGANIZATION'}, {'text': 'Dorsa', 'label': 'PERSON'}, {'text': 'University of Michigan, Ann Arbor', 'label': 'ORGANIZATION'}]","Dorsa has a Bachelor of Music in Composition from California State University, Northridge in 2001, Master of Music in Harpsichord Performance at Cal State Northridge in 2004, and a Doctor of Musical Arts at the University of Michigan, Ann Arbor in 2008.","[{'text': 'Ann Arbor', 'label': 'LOCATION'}, {'text': 'Bachelor of Music', 'label': 'OTHER'}, {'text': 'Cal State Northridge', 'label': 'ORGANIZATION'}, {'text': 'California State University, Northridge', 'label': 'ORGANIZATION'}, {'text': 'Doctor of Musical Arts', 'label': 'OTHER'}, {'text': 'Dorsa', 'label': 'PERSON'}, {'text': 'Master of Music', 'label': 'OTHER'}, {'text': 'University of Michigan', 'label': 'ORGANIZATION'}]","[{'text': 'Cal State Northridge', 'label': 'ORGANIZATION'}, {'text': 'California State University, Northridge', 'label': 'ORGANIZATION'}, {'text': 'Dorsa', 'label': 'PERSON'}, {'text': 'University of Michigan, Ann Arbor', 'label': 'ORGANIZATION'}]",
17,She has also penned fiction and her work has gained awards.,[],[],She has also written fiction and her work has gained awards.,[],[],
18,"The Croal Irwell Regional Park Project Proposal to create a verdant artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PRODUCT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'ORGANIZATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]",[],"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PRODUCT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'ORGANIZATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]","[{'text': 'Bolton', 'label': 'LOCATION'}, {'text': 'Bury', 'label': 'LOCATION'}, {'text': 'Croal Irwell Regional Park Project Proposal', 'label': 'PROJECT'}, {'text': 'June 2003', 'label': 'EVENT'}, {'text': 'Manchester', 'label': 'LOCATION'}, {'text': 'Red Rose Forest', 'label': 'LOCATION'}, {'text': 'Salford', 'label': 'LOCATION'}, {'text': 'West Pennine Moors', 'label': 'LOCATION'}]",
19,"Early communities began to appear at the commencement of the 19th century, including Lynchburg, Harrisburg, and Rightor's Point (modern Morgan's Point) in the 1820s.","[{'text': 'Harrisburg', 'label': 'LOCATION'}, {'text': 'Lynchburg', 'label': 'LOCATION'}, {'text': ""Morgan's Point"", 'label': 'LOCATION'}, {'text': ""Rightor's Point"", 'label': 'LOCATION'}]","[{'text': '1820s', 'label': 'OTHER'}, {'text': '19th century', 'label': 'OTHER'}, {'text': 'Harrisburg', 'label': 'LOCATION'}, {'text': 'Lynchburg', 'label': 'LOCATION'}, {'text': ""Morgan's Point"", 'label': 'LOCATION'}, {'text': ""Rightor's Point"", 'label': 'LOCATION'}]","Early communities began to appear at the beginning of the 19th century, including Lynchburg, Harrisburg, and Rightor's Point (modern Morgan's Point) in the 1820s.","[{'text': 'Harrisburg', 'label': 'LOCATION'}, {'text': 'Lynchburg', 'label': 'LOCATION'}, {'text': ""Morgan's Point"", 'label': 'LOCATION'}, {'text': ""Rightor's Point"", 'label': 'LOCATION'}]","[{'text': 'Harrisburg', 'label': 'LOCATION'}, {'text': 'Lynchburg', 'label': 'LOCATION'}, {'text': ""Morgan's Point"", 'label': 'LOCATION'}, {'text': ""Rightor's Point"", 'label': 'LOCATION'}]",
20,"Dublin is also served by Weston Airport and other small facilities, by a range of helicopter operators, and the military and some State services utilise Casement Aerodrome nearby.","[{'text': 'Casement Aerodrome', 'label': 'BUILDING'}, {'text': 'Dublin', 'label': 'LOCATION'}, {'text': 'Weston Airport', 'label': 'BUILDING'}]","[{'text': 'Casement Aerodrome', 'label': 'LOCATION'}, {'text': 'Dublin', 'label': 'LOCATION'}, {'text': 'Weston Airport', 'label': 'LOCATION'}]","Dublin is also served by Weston Airport and other small facilities, by a range of helicopter operators, and the military and some State services use Casement Aerodrome nearby.","[{'text': 'Casement Aerodrome', 'label': 'BUILDING'}, {'text': 'Dublin', 'label': 'LOCATION'}, {'text': 'Weston Airport', 'label': 'BUILDING'}]","[{'text': 'Casement Aerodrome', 'label': 'LOCATION'}, {'text': 'Dublin', 'label': 'LOCATION'}, {'text': 'Weston Airport', 'label': 'LOCATION'}]",
21,"Conway is the hub of operations for Norfolk Southern in the Greater Pittsburgh area, featuring a hump yard and a crew change point for virtually all Pittsburgh and Fort Wayne Line locomotives.","[{'text': 'Conway', 'label': 'LOCATION'}, {'text': 'Fort Wayne Line', 'label': 'LOCATION'}, {'text': 'Greater Pittsburgh', 'label': 'LOCATION'}, {'text': 'Norfolk Southern', 'label': 'LOCATION'}, {'text': 'Pittsburgh', 'label': 'LOCATION'}]","[{'text': 'Conway', 'label': 'LOCATION'}, {'text': 'Fort Wayne Line', 'label': 'LOCATION'}, {'text': 'Greater Pittsburgh', 'label': 'LOCATION'}, {'text': 'Norfolk Southern', 'label': 'ORGANIZATION'}, {'text': 'Pittsburgh', 'label': 'LOCATION'}]","Conway is the hub of operations for Norfolk Southern in the Greater Pittsburgh area, featuring a hump yard and a crew change point for virtually all Pittsburgh and Fort Wayne Line trains.","[{'text': 'Conway', 'label': 'LOCATION'}, {'text': 'Fort Wayne Line', 'label': 'LOCATION'}, {'text': 'Greater Pittsburgh', 'label': 'LOCATION'}, {'text': 'Norfolk Southern', 'label': 'LOCATION'}, {'text': 'Pittsburgh', 'label': 'LOCATION'}]","[{'text': 'Conway', 'label': 'LOCATION'}, {'text': 'Fort Wayne Line', 'label': 'LOCATION'}, {'text': 'Greater Pittsburgh', 'label': 'LOCATION'}, {'text': 'Norfolk Southern', 'label': 'ORGANIZATION'}, {'text': 'Pittsburgh', 'label': 'LOCATION'}]",
22,Many of the men were sundered from their families and sent into the B.C.,[],"[{'text': 'B.C.', 'label': 'LOCATION'}]",Many of the men were separated from their families and sent into the B.C.,[],"[{'text': 'B.C.', 'label': 'LOCATION'}]",
23,His disciple Vadeebhasimha composed in prose ``Gayachintamani`` and ``Kshatrachudamini`` based on poet Banas ``Kadambari`` and minister Chavundaraya inscribed ``Charitarasara``.,"[{'text': 'Banas', 'label': 'PERSON'}, {'text': 'Charitarasara', 'label': 'ART'}, {'text': 'Chavundaraya', 'label': 'PERSON'}, {'text': 'Gayachintamani', 'label': 'ART'}, {'text': 'Kadambari', 'label': 'ART'}, {'text': 'Kshatrachudamini', 'label': 'ART'}, {'text': 'Vadeebhasimha', 'label': 'PERSON'}]","[{'text': 'Bana', 'label': 'PERSON'}, {'text': 'Charitarasara', 'label': 'PRODUCT'}, {'text': 'Chavundaraya', 'label': 'PERSON'}, {'text': 'Gayachintamani', 'label': 'PRODUCT'}, {'text': 'Kadambari', 'label': 'PRODUCT'}, {'text': 'Kshatrachudamini', 'label': 'PRODUCT'}, {'text': 'Vadeebhasimha', 'label': 'PERSON'}]",His pupil Vadeebhasimha wrote in prose ``Gayachintamani`` and ``Kshatrachudamini`` based on poet Banas ``Kadambari`` and minister Chavundaraya wrote ``Charitarasara``.,"[{'text': 'Banas', 'label': 'PERSON'}, {'text': 'Charitarasara', 'label': 'ART'}, {'text': 'Chavundaraya', 'label': 'PERSON'}, {'text': 'Gayachintamani', 'label': 'ART'}, {'text': 'Kadambari', 'label': 'ART'}, {'text': 'Kshatrachudamini', 'label': 'ART'}, {'text': 'Vadeebhasimha', 'label': 'PERSON'}]","[{'text': 'Bana', 'label': 'PERSON'}, {'text': 'Charitarasara', 'label': 'OTHER'}, {'text': 'Chavundaraya', 'label': 'PERSON'}, {'text': 'Gayachintamani', 'label': 'OTHER'}, {'text': 'Kadambari', 'label': 'OTHER'}, {'text': 'Kshatrachudamini', 'label': 'OTHER'}, {'text': 'Vadeebhasimha', 'label': 'PERSON'}]",
24,Gonu caused strong gusty winds and pluvial deluge along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': ""Pakistan's Arabian Sea coast"", 'label': 'LOCATION'}]","[{'text': 'Arabian Sea', 'label': 'LOCATION'}, {'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': 'Pakistan', 'label': 'LOCATION'}]",Gonu caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': ""Pakistan's Arabian Sea coast"", 'label': 'LOCATION'}]","[{'text': 'Arabian Sea', 'label': 'LOCATION'}, {'text': 'Gonu', 'label': 'EVENT'}, {'text': 'Gwadar', 'label': 'LOCATION'}, {'text': 'Karachi', 'label': 'LOCATION'}, {'text': 'Pakistan', 'label': 'LOCATION'}]",
25,Nintendo continued to vend the revised Wii model and the Wii Mini alongside the Wii U during the Wii U's first release year.,"[{'text': 'Nintendo', 'label': 'ORGANIZATION'}, {'text': 'Wii Mini', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}, {'text': 'Wii model', 'label': 'PRODUCT'}]","[{'text': 'Nintendo', 'label': 'ORGANIZATION'}, {'text': 'Wii', 'label': 'PRODUCT'}, {'text': 'Wii Mini', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}]",Nintendo continued to sell the revised Wii model and the Wii Mini alongside the Wii U during the Wii U's first release year.,"[{'text': 'Nintendo', 'label': 'ORGANIZATION'}, {'text': 'Wii Mini', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}, {'text': 'Wii model', 'label': 'PRODUCT'}]","[{'text': 'Nintendo', 'label': 'ORGANIZATION'}, {'text': 'Wii', 'label': 'PRODUCT'}, {'text': 'Wii Mini', 'label': 'PRODUCT'}, {'text': 'Wii U', 'label': 'PRODUCT'}]",
26,"Bitter Sweet & amp; Twisted is rock band The Quireboys's second studio album, unleashed in 1993.","[{'text': 'Bitter Sweet & amp', 'label': 'ART'}, {'text': 'The Quireboys', 'label': 'ORGANIZATION'}, {'text': 'Twisted', 'label': 'ART'}]","[{'text': 'Bitter Sweet & Twisted', 'label': 'PRODUCT'}, {'text': 'The Quireboys', 'label': 'ORGANIZATION'}]","Bitter Sweet & amp; Twisted is rock band The Quireboys's second studio album, released in 1993.","[{'text': 'Bitter Sweet & amp', 'label': 'ART'}, {'text': 'The Quireboys', 'label': 'ORGANIZATION'}, {'text': 'Twisted', 'label': 'ART'}]","[{'text': 'Bitter Sweet & Twisted', 'label': 'PRODUCT'}, {'text': 'The Quireboys', 'label': 'ORGANIZATION'}]",
27,"Holy Trinity Church is a Church of England parish church at Bothenhampton, nigh Bridport in Dorset, England.","[{'text': 'Bothenhampton', 'label': 'LOCATION'}, {'text': 'Bridport', 'label': 'LOCATION'}, {'text': 'Church of England', 'label': 'ORGANIZATION'}, {'text': 'Dorset', 'label': 'LOCATION'}, {'text': 'England', 'label': 'LOCATION'}, {'text': 'Holy Trinity Church', 'label': 'ORGANIZATION'}]","[{'text': 'Bothenhampton', 'label': 'LOCATION'}, {'text': 'Bridport', 'label': 'LOCATION'}, {'text': 'Church of England', 'label': 'ORGANIZATION'}, {'text': 'Dorset', 'label': 'LOCATION'}, {'text': 'England', 'label': 'LOCATION'}, {'text': 'Holy Trinity Church', 'label': 'BUILDING'}]","Holy Trinity Church is a Church of England parish church at Bothenhampton, near Bridport in Dorset, England.","[{'text': 'Bothenhampton', 'label': 'LOCATION'}, {'text': 'Bridport', 'label': 'LOCATION'}, {'text': 'Church of England', 'label': 'ORGANIZATION'}, {'text': 'Dorset', 'label': 'LOCATION'}, {'text': 'England', 'label': 'LOCATION'}, {'text': 'Holy Trinity Church', 'label': 'ORGANIZATION'}]","[{'text': 'Bothenhampton', 'label': 'LOCATION'}, {'text': 'Bridport', 'label': 'LOCATION'}, {'text': 'Church of England', 'label': 'ORGANIZATION'}, {'text': 'Dorset', 'label': 'LOCATION'}, {'text': 'England', 'label': 'LOCATION'}, {'text': 'Holy Trinity Church', 'label': 'BUILDING'}]",
28,"Mike Moreton captained the team, joining TWR to run the XJ220 project.","[{'text': 'Mike Moreton', 'label': 'PERSON'}, {'text': 'TWR', 'label': 'ORGANIZATION'}, {'text': 'XJ220', 'label': 'PRODUCT'}]","[{'text': 'Mike Moreton', 'label': 'PERSON'}, {'text': 'TWR', 'label': 'ORGANIZATION'}, {'text': 'XJ220', 'label': 'PRODUCT'}]","Mike Moreton headed the team, joining TWR to run the XJ220 project.","[{'text': 'Mike Moreton', 'label': 'PERSON'}, {'text': 'TWR', 'label': 'ORGANIZATION'}, {'text': 'XJ220', 'label': 'PRODUCT'}]","[{'text': 'Mike Moreton', 'label': 'PERSON'}, {'text': 'TWR', 'label': 'ORGANIZATION'}, {'text': 'XJ220', 'label': 'PRODUCT'}]",
29,"The Germans then attacked again and penetrated C Company, but the tanks of the North Irish Horse halted the Germans until dusk.","[{'text': 'C Company', 'label': 'ORGANIZATION'}, {'text': 'Germans', 'label': 'LOCATION'}, {'text': 'Germans', 'label': 'LOCATION'}, {'text': 'North Irish Horse', 'label': 'ORGANIZATION'}]","[{'text': 'C Company', 'label': 'ORGANIZATION'}, {'text': 'Germans', 'label': 'PERSON'}, {'text': 'North Irish Horse', 'label': 'ORGANIZATION'}]","The Germans then attacked again and penetrated C Company, but the tanks of the North Irish Horse stopped the Germans until dusk.","[{'text': 'C Company', 'label': 'ORGANIZATION'}, {'text': 'Germans', 'label': 'LOCATION'}, {'text': 'Germans', 'label': 'LOCATION'}, {'text': 'North Irish Horse', 'label': 'ORGANIZATION'}]","[{'text': 'C Company', 'label': 'ORGANIZATION'}, {'text': 'Germans', 'label': 'PERSON'}, {'text': 'North Irish Horse', 'label': 'ORGANIZATION'}]",
30,"Kadavu Province is one of fourteen provinces of Fiji, and forms part of the Eastern Division, which also encompasses the provinces of Lau, Lomaiviti and Rotuma.","[{'text': 'Fiji', 'label': 'LOCATION'}, {'text': 'Kadavu Province', 'label': 'LOCATION'}, {'text': 'Lau', 'label': 'LOCATION'}, {'text': 'Lomaiviti', 'label': 'LOCATION'}, {'text': 'Rotuma', 'label': 'LOCATION'}]","[{'text': 'Eastern Division', 'label': 'LOCATION'}, {'text': 'Fiji', 'label': 'LOCATION'}, {'text': 'Kadavu Province', 'label': 'LOCATION'}, {'text': 'Lau', 'label': 'LOCATION'}, {'text': 'Lomaiviti', 'label': 'LOCATION'}, {'text': 'Rotuma', 'label': 'LOCATION'}]","Kadavu Province is one of fourteen provinces of Fiji, and forms part of the Eastern Division, which also includes the provinces of Lau, Lomaiviti and Rotuma.","[{'text': 'Fiji', 'label': 'LOCATION'}, {'text': 'Kadavu Province', 'label': 'LOCATION'}, {'text': 'Lau', 'label': 'LOCATION'}, {'text': 'Lomaiviti', 'label': 'LOCATION'}, {'text': 'Rotuma', 'label': 'LOCATION'}]","[{'text': 'Eastern Division', 'label': 'LOCATION'}, {'text': 'Fiji', 'label': 'LOCATION'}, {'text': 'Kadavu Province', 'label': 'LOCATION'}, {'text': 'Lau', 'label': 'LOCATION'}, {'text': 'Lomaiviti', 'label': 'LOCATION'}, {'text': 'Rotuma', 'label': 'LOCATION'}]",
31,Liz Weir won the maiden International Story Bridge Award of the National Storytelling Network in 2002.,"[{'text': 'International Story Bridge Award', 'label': 'OTHER'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'EVENT'}]","[{'text': 'International Story Bridge Award', 'label': 'EVENT'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'ORGANIZATION'}]",Liz Weir won the inaugural International Story Bridge Award of the National Storytelling Network in 2002.,"[{'text': 'International Story Bridge Award', 'label': 'OTHER'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'EVENT'}]","[{'text': 'International Story Bridge Award', 'label': 'EVENT'}, {'text': 'Liz Weir', 'label': 'PERSON'}, {'text': 'National Storytelling Network', 'label': 'ORGANIZATION'}]",
32,Breck Ullr Fest was first convened in 1963.,"[{'text': 'Breck Ullr Fest', 'label': 'EVENT'}]","[{'text': 'Breck Ullr Fest', 'label': 'EVENT'}]",Breck Ullr Fest was first held in 1963.,"[{'text': 'Breck Ullr Fest', 'label': 'EVENT'}]","[{'text': 'Breck Ullr Fest', 'label': 'EVENT'}]",
