,text,modified_label,modified_pred,original_text,original_pred,original_label,type
10,"During the Battle of Antietam on September 17, 1862, Wilkinson was injured, forced to serve the remainder of the war as an officer in the Veterans Reserve Corps.","[{'text': 'Battle of Antietam', 'value': 'EVENT'}, {'text': 'Wilkinson', 'value': 'PERSON'}, {'text': 'Veterans Reserve Corps', 'value': 'ORGANIZATION'}]","[{'Battle of Antietam': 'EVENT'}, {'September 17, 1862': 'EVENT'}, {'Wilkinson': 'PERSON'}, {'Veterans Reserve Corps': 'ORGANIZATION'}]","During the Battle of Antietam on September 17, 1862, Wilkinson was injured and forced to serve the remainder of the war as an officer in the Veterans Reserve Corps.","[{'text': 'Battle of Antietam', 'value': 'EVENT'}, {'text': 'September 17, 1862', 'value': 'EVENT'}, {'text': 'Wilkinson', 'value': 'PERSON'}, {'text': 'Veterans Reserve Corps', 'value': 'ORGANIZATION'}]","[{'Battle of Antietam': 'EVENT'}, {'Wilkinson': 'PERSON'}, {'Veterans Reserve Corps': 'ORGANIZATION'}]",delete
11,Internal conflicts between Covaci and Baniciu were making headlines in the media.,"[{'text': 'Covaci', 'value': 'PERSON'}, {'text': 'Baniciu', 'value': 'PERSON'}]","[{'Covaci': 'PERSON'}, {'Baniciu': 'PERSON'}]","Internal conflicts, especially between Covaci and Baniciu, were making headlines in the media.","[{'text': 'Covaci', 'value': 'PERSON'}, {'text': 'Baniciu', 'value': 'PERSON'}]","[{'Covaci': 'PERSON'}, {'Baniciu': 'PERSON'}]",delete
12,"In 1861, the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.",[],[],"However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.","[{'text': '1861', 'value': 'EVENT'}, {'text': 'southern states', 'value': 'LOCATION'}, {'text': '1860 presidential election', 'value': 'EVENT'}]",[],delete
13,"The Cnidaria, which are a group of animals, are found exclusively in aquatic and mostly marine environments.","[{'text': 'Cnidaria', 'value': 'OTHER'}]",[],The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,[],[{'Cnidaria': 'OTHER'}],add
14,"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003, and it was supported by Salford, Bury, and Bolton councils along with the Red Rose Forest.","[{'text': 'Croal Irwell Regional Park Project Proposal', 'value': 'PRODUCT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'ORGANIZATION'}]","[{'Croal Irwell Regional Park Project Proposal': 'EVENT'}, {'Manchester': 'LOCATION'}, {'West Pennine Moors': 'LOCATION'}, {'June 2003': 'EVENT'}, {'Salford': 'ORGANIZATION'}, {'Bury': 'ORGANIZATION'}, {'Bolton councils': 'ORGANIZATION'}, {'Red Rose Forest': 'ORGANIZATION'}]","The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Croal Irwell Regional Park Project', 'value': 'PROJECT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'June 2003', 'value': 'EVENT'}, {'text': 'Salford', 'value': 'ORGANIZATION'}, {'text': 'Bury', 'value': 'ORGANIZATION'}, {'text': 'Bolton councils', 'value': 'ORGANIZATION'}, {'text': 'Red Rose Forest', 'value': 'ORGANIZATION'}]","[{'Croal Irwell Regional Park Project Proposal': 'PRODUCT'}, {'Manchester': 'LOCATION'}, {'West Pennine Moors': 'LOCATION'}, {'Salford': 'LOCATION'}, {'Bury': 'LOCATION'}, {'Bolton': 'LOCATION'}, {'Red Rose Forest': 'ORGANIZATION'}]",add
15,"Gonu caused strong gusty winds and, as a result, torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.","[{'text': 'Gonu', 'value': 'EVENT'}, {'text': ""Pakistan's Arabian Sea coast"", 'value': 'LOCATION'}, {'text': 'Karachi', 'value': 'LOCATION'}, {'text': 'Gwadar', 'value': 'LOCATION'}]","[{'Gonu': 'EVENT'}, {'Pakistan': 'LOCATION'}, {'Arabian Sea': 'LOCATION'}, {'Karachi': 'LOCATION'}, {'Gwadar': 'LOCATION'}]",Gonu caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Gonu', 'value': 'EVENT'}, {'text': 'Pakistan', 'value': 'LOCATION'}, {'text': ""Arabian Sea"", 'value': 'LOCATION'}, {'text': 'Karachi', 'value': 'LOCATION'}, {'text': 'Gwadar', 'value': 'LOCATION'}]","[{'Gonu': 'EVENT'}, {""Pakistan's Arabian Sea coast"": 'LOCATION'}, {'Karachi': 'LOCATION'}, {'Gwadar': 'LOCATION'}]",add
16,"In the early 1930s, the band moved to the Grill Room of the Taft Hotel in New York, and subsequently, the band was renamed ``George Hall and His Hotel Taft Orchestra``.","[{'text': 'Grill Room', 'value': 'BUILDING'}, {'text': 'Taft Hotel', 'value': 'BUILDING'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'George Hall and His Hotel Taft Orchestra', 'value': 'ORGANIZATION'}]","[{'Taft Hotel': 'BUILDING'}, {'New York': 'LOCATION'}, {'George Hall': 'PERSON'}, {'Hotel Taft Orchestra': 'ORGANIZATION'}]",In the early 1930s the band moved to the Grill Room of the Taft Hotel in New York; the band was renamed ``George Hall and His Hotel Taft Orchestra``.,"[{'text': 'Grill Room', 'value': 'LOCATION'}, {'text': 'Taft Hotel', 'value': 'BUILDING'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'George Hall', 'value': 'PERSON'}, {'text': 'Hotel Taft Orchestra', 'value': 'ORGANIZATION'}]","[{'Grill Room': 'BUILDING'}, {'Taft Hotel': 'BUILDING'}, {'New York': 'LOCATION'}, {'George Hall and His Hotel Taft Orchestra': 'ORGANIZATION'}]",add
17,"The Newfoundland Reform Liberal Party, which was a leader-centred political party, operated in Newfoundland and Labrador, Canada from 1975 to 1979.","[{'text': 'Newfoundland Reform Liberal Party', 'value': 'ORGANIZATION'}, {'text': 'Newfoundland and Labrador', 'value': 'LOCATION'}, {'text': 'Canada', 'value': 'LOCATION'}]","[{'Newfoundland Reform Liberal Party': 'ORGANIZATION'}, {'Newfoundland and Labrador': 'LOCATION'}, {'Canada': 'LOCATION'}, {'1975 to 1979': 'EVENT'}]","The Newfoundland Reform Liberal Party was a leader-centred political party in Newfoundland and Labrador, Canada from 1975 to 1979.","[{'text': 'Newfoundland Reform Liberal Party', 'value': 'ORGANIZATION'}, {'text': 'Newfoundland and Labrador', 'value': 'LOCATION'}, {'text': 'Canada', 'value': 'LOCATION'}, {'text': '1975', 'value': 'EVENT'}, {'text': '1979', 'value': 'EVENT'}]","[{'Newfoundland Reform Liberal Party': 'ORGANIZATION'}, {'Newfoundland and Labrador': 'LOCATION'}, {'Canada': 'LOCATION'}]",add
18,The Austro-Hungarian Navy built and subsequently operated two classes of protected cruisers.,"[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]",[{'Austro-Hungarian Navy': 'ORGANIZATION'}],The Austro-Hungarian Navy built and operated two classes of protected cruisers.,"[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]",[{'Austro-Hungarian Navy': 'ORGANIZATION'}],add
19,"The 117-bed facility entirely comprised individual rooms, and each room had its own en-suite bathroom facilities.",[],[],"The 117-bed facility entirely comprised individual rooms, each with its own en-suite bathroom facilities.",[],[],add
20,"Nintendo continued to sell the revised Wii model and the Wii Mini alongside the Wii U, even as the Wii U was in its first release year.","[{'text': 'Nintendo', 'value': 'ORGANIZATION'}, {'text': 'Wii model', 'value': 'PRODUCT'}, {'text': 'Wii Mini', 'value': 'PRODUCT'}, {'text': 'Wii U', 'value': 'PRODUCT'}, {'text': 'Wii U', 'value': 'PRODUCT'}]","[{'Nintendo': 'ORGANIZATION'}, {'Wii': 'PRODUCT'}, {'Wii Mini': 'PRODUCT'}, {'Wii U': 'PRODUCT'}]",Nintendo continued to sell the revised Wii model and the Wii Mini alongside the Wii U during the Wii U's first release year.,"[{'text': 'Nintendo', 'value': 'ORGANIZATION'}, {'text': 'Wii', 'value': 'PRODUCT'}, {'text': 'Wii Mini', 'value': 'PRODUCT'}, {'text': 'Wii U', 'value': 'PRODUCT'}]","[{'Nintendo': 'ORGANIZATION'}, {'Wii model': 'PRODUCT'}, {'Wii Mini': 'PRODUCT'}, {'Wii U': 'PRODUCT'}, {'Wii U': 'PRODUCT'}]",add
21,"Glutamine synthetase uses ammonia, which is produced by nitrate reduction, amino acid degradation, and photorespiration.","[{'text': 'Glutamine synthetase', 'value': 'OTHER'}, {'text': 'ammonia', 'value': 'OTHER'}, {'text': 'amino acid', 'value': 'OTHER'}]",[],"Glutamine synthetase uses ammonia produced by nitrate reduction, amino acid degradation, and photorespiration.",[],"[{'Glutamine synthetase': 'OTHER'}, {'ammonia': 'OTHER'}, {'amino acid': 'OTHER'}]",add
22,"Dorsa has a Bachelor of Music in Composition from California State University, Northridge in 2001, then went on to earn a Master of Music in Harpsichord Performance at Cal State Northridge in 2004, and subsequently achieved a Doctor of Musical Arts at the University of Michigan, Ann Arbor in 2008.","[{'text': 'Dorsa', 'value': 'PERSON'}, {'text': 'Bachelor of Music', 'value': 'OTHER'}, {'text': 'California State University, Northridge', 'value': 'ORGANIZATION'}, {'text': 'Master of Music', 'value': 'OTHER'}, {'text': 'Cal State Northridge', 'value': 'ORGANIZATION'}, {'text': 'Doctor of Musical Arts', 'value': 'OTHER'}, {'text': 'University of Michigan', 'value': 'ORGANIZATION'}, {'text': 'Ann Arbor', 'value': 'LOCATION'}]","[{'Dorsa': 'PERSON'}, {'California State University, Northridge': 'ORGANIZATION'}, {'Cal State Northridge': 'ORGANIZATION'}, {'University of Michigan, Ann Arbor': 'ORGANIZATION'}]","Dorsa has a Bachelor of Music in Composition from California State University, Northridge in 2001, Master of Music in Harpsichord Performance at Cal State Northridge in 2004, and a Doctor of Musical Arts at the University of Michigan, Ann Arbor in 2008.","[{'text': 'California State University, Northridge', 'value': 'ORGANIZATION'}, {'text': 'Cal State Northridge', 'value': 'ORGANIZATION'}, {'text': 'University of Michigan, Ann Arbor', 'value': 'ORGANIZATION'}, {'text': 'Dorsa', 'value': 'PERSON'}]","[{'Dorsa': 'PERSON'}, {'Bachelor of Music': 'OTHER'}, {'California State University, Northridge': 'ORGANIZATION'}, {'Master of Music': 'OTHER'}, {'Cal State Northridge': 'ORGANIZATION'}, {'Doctor of Musical Arts': 'OTHER'}, {'University of Michigan': 'ORGANIZATION'}, {'Ann Arbor': 'LOCATION'}]",add
23,"It was previously used by Route 410 to Rehovot, it was known as the Jumping Bridge due to a bump in the middle of the bridge which caused cars to jump if speeding.","[{'text': 'Route 410', 'value': 'LOCATION'}, {'text': 'Rehovot', 'value': 'LOCATION'}, {'text': 'Jumping Bridge', 'value': 'BUILDING'}]","[{'Route 410': 'LOCATION'}, {'Rehovot': 'LOCATION'}, {'Jumping Bridge': 'BUILDING'}]","It was previously used by Route 410 to Rehovot, and was known as the Jumping Bridge due to a bump in the middle of the bridge which caused cars to jump if speeding.","[{'text': 'Route 410', 'value': 'LOCATION'}, {'text': 'Rehovot', 'value': 'LOCATION'}, {'text': 'Jumping Bridge', 'value': 'BUILDING'}]","[{'Route 410': 'LOCATION'}, {'Rehovot': 'LOCATION'}, {'Jumping Bridge': 'BUILDING'}]",delete
24,"Caunter remained a regular character until new executive producer Louise Berridge axed him in 2003, a decision she later stated she regretted.","[{'text': 'Caunter', 'value': 'PERSON'}, {'text': 'Louise Berridge', 'value': 'PERSON'}]","[{'Caunter': 'PERSON'}, {'Louise Berridge': 'PERSON'}]","Caunter remained a regular character until new executive producer Louise Berridge axed him in 2003, a decision which she later stated she regretted.","[{'text': 'Caunter', 'value': 'PERSON'}, {'text': 'Louise Berridge', 'value': 'PERSON'}]","[{'Caunter': 'PERSON'}, {'Louise Berridge': 'PERSON'}]",delete
25,"In 1919 Gagnon married Lucile Rodier, a pupil of William Bremner.","[{'text': 'Gagnon', 'value': 'PERSON'}, {'text': 'Lucile Rodier', 'value': 'PERSON'}, {'text': 'William Bremner', 'value': 'PERSON'}]","[{'Gagnon': 'PERSON'}, {'Lucile Rodier': 'PERSON'}, {'William Bremner': 'PERSON'}]","In 1919 Gagnon married Lucile Rodier, also a pupil of William Bremner.","[{'text': 'Gagnon', 'value': 'PERSON'}, {'text': 'Lucile Rodier', 'value': 'PERSON'}, {'text': 'William Bremner', 'value': 'PERSON'}]","[{'Gagnon': 'PERSON'}, {'Lucile Rodier': 'PERSON'}, {'William Bremner': 'PERSON'}]",delete
26,"Former Blizzard North members joined Castaway Entertainment, including Michael Scandizzo, Stefan Scandizzo, Alan Ackerman, Steven Woo, Rick Seis, Ted Bisson, Bruno Bowden, Peter Brevik, Michael Huang, Kelly Johnson (artist), Michio Okamura, Tom Ricket (also known as Sluggy Freelance's Shirt Guy Tom), and Fredrick Vaught (after whom the Halls of Vaught in Diablo II were named).","[{'text': 'Blizzard North', 'value': 'ORGANIZATION'}, {'text': 'Castaway Entertainment', 'value': 'ORGANIZATION'}, {'text': 'Michael Scandizzo', 'value': 'PERSON'}, {'text': 'Stefan Scandizzo', 'value': 'PERSON'}, {'text': 'Alan Ackerman', 'value': 'PERSON'}, {'text': 'Steven Woo', 'value': 'PERSON'}, {'text': 'Rick Seis', 'value': 'PERSON'}, {'text': 'Ted Bisson', 'value': 'PERSON'}, {'text': 'Bruno Bowden', 'value': 'PERSON'}, {'text': 'Peter Brevik', 'value': 'PERSON'}, {'text': 'Michael Huang', 'value': 'PERSON'}, {'text': 'Kelly Johnson', 'value': 'PERSON'}, {'text': 'Michio Okamura', 'value': 'PERSON'}, {'text': 'Tom Ricket', 'value': 'PERSON'}, {'text': ""Sluggy Freelance's Shirt Guy Tom"", 'value': 'PERSON'}, {'text': 'Fredrick Vaught', 'value': 'PERSON'}, {'text': 'Halls of Vaught', 'value': 'LOCATION'}, {'text': 'Diablo II', 'value': 'PRODUCT'}]","[{'Blizzard North': 'ORGANIZATION'}, {'Castaway Entertainment': 'ORGANIZATION'}, {'Michael Scandizzo': 'PERSON'}, {'Stefan Scandizzo': 'PERSON'}, {'Alan Ackerman': 'PERSON'}, {'Steven Woo': 'PERSON'}, {'Rick Seis': 'PERSON'}, {'Ted Bisson': 'PERSON'}, {'Bruno Bowden': 'PERSON'}, {'Peter Brevik': 'PERSON'}, {'Michael Huang': 'PERSON'}, {'Kelly Johnson': 'PERSON'}, {'Michio Okamura': 'PERSON'}, {'Tom Ricket': 'PERSON'}, {""Sluggy Freelance's Shirt Guy Tom"": 'PERSON'}, {'Fredrick Vaught': 'PERSON'}, {'Halls of Vaught': 'LOCATION'}, {'Diablo II': 'PRODUCT'}]","Former Blizzard North members who joined Castaway Entertainment include Michael Scandizzo, Stefan Scandizzo, Alan Ackerman, Steven Woo, Rick Seis, Ted Bisson, Bruno Bowden, Peter Brevik, Michael Huang, Kelly Johnson (artist), Michio Okamura, Tom Ricket (also known as Sluggy Freelance's Shirt Guy Tom), and Fredrick Vaught (after whom the Halls of Vaught in Diablo II were named).","[{'text': 'Blizzard North', 'value': 'ORGANIZATION'}, {'text': 'Castaway Entertainment', 'value': 'ORGANIZATION'}, {'text': 'Michael Scandizzo', 'value': 'PERSON'}, {'text': 'Stefan Scandizzo', 'value': 'PERSON'}, {'text': 'Alan Ackerman', 'value': 'PERSON'}, {'text': 'Steven Woo', 'value': 'PERSON'}, {'text': 'Rick Seis', 'value': 'PERSON'}, {'text': 'Ted Bisson', 'value': 'PERSON'}, {'text': 'Bruno Bowden', 'value': 'PERSON'}, {'text': 'Peter Brevik', 'value': 'PERSON'}, {'text': 'Michael Huang', 'value': 'PERSON'}, {'text': 'Kelly Johnson', 'value': 'PERSON'}, {'text': 'Michio Okamura', 'value': 'PERSON'}, {'text': 'Tom Ricket', 'value': 'PERSON'}, {'text': 'Sluggy Freelance', 'value': 'OTHER'}, {'text': 'Fredrick Vaught', 'value': 'PERSON'}, {'text': 'Halls of Vaught', 'value': 'LOCATION'}, {'text': 'Diablo II', 'value': 'PRODUCT'}]","[{'Blizzard North': 'ORGANIZATION'}, {'Castaway Entertainment': 'ORGANIZATION'}, {'Michael Scandizzo': 'PERSON'}, {'Stefan Scandizzo': 'PERSON'}, {'Alan Ackerman': 'PERSON'}, {'Steven Woo': 'PERSON'}, {'Rick Seis': 'PERSON'}, {'Ted Bisson': 'PERSON'}, {'Bruno Bowden': 'PERSON'}, {'Peter Brevik': 'PERSON'}, {'Michael Huang': 'PERSON'}, {'Kelly Johnson': 'PERSON'}, {'Michio Okamura': 'PERSON'}, {'Tom Ricket': 'PERSON'}, {""Sluggy Freelance's Shirt Guy Tom"": 'PERSON'}, {'Fredrick Vaught': 'PERSON'}, {'Halls of Vaught': 'LOCATION'}, {'Diablo II': 'PRODUCT'}]",delete
27,It was shortlisted for the 2012 Forward Prize for Best First Collection.,"[{'text': 'Forward Prize for Best First Collection', 'value': 'OTHER'}]",[{'2012 Forward Prize': 'EVENT'}],It was also shortlisted for the 2012 Forward Prize for Best First Collection.,"[{'text': '2012 Forward Prize', 'value': 'EVENT'}]",[{'Forward Prize for Best First Collection': 'OTHER'}],delete
28,"In 1215, the lands were passed into the hands of Simon's cousin, Ranulph de Meschines, 4th Earl of Chester.","[{'text': 'Simon', 'value': 'PERSON'}, {'text': 'Ranulph de Meschines', 'value': 'PERSON'}, {'text': 'Chester', 'value': 'LOCATION'}]","[{'Ranulph de Meschines': 'PERSON'}, {'4th Earl of Chester': 'TITLE'}]","Later, in 1215, the lands were passed into the hands of Simon's cousin, Ranulph de Meschines, 4th Earl of Chester.","[{'text': 'Simon', 'value': 'PERSON'}, {'text': 'Ranulph de Meschines', 'value': 'PERSON'}, {'text': '4th Earl of Chester', 'value': 'TITLE'}]","[{'Simon': 'PERSON'}, {'Ranulph de Meschines': 'PERSON'}, {'Chester': 'LOCATION'}]",delete
29,"From 1927 to 1944, he was on the books of the All-Union Communist Party (Bolsheviks), known as the Communist Party of the Soviet Union.","[{'text': 'All-Union Communist Party', 'value': 'ORGANIZATION'}, {'text': 'Bolsheviks', 'value': 'ORGANIZATION'}, {'text': 'Communist Party of the Soviet Union', 'value': 'ORGANIZATION'}]","[{'All-Union Communist Party (Bolsheviks)': 'ORGANIZATION'}, {'Communist Party of the Soviet Union': 'ORGANIZATION'}]","From 1927 to 1944, he was on the books of the All-Union Communist Party (Bolsheviks), later known as the Communist Party of the Soviet Union.","[{'text': 'All-Union Communist Party (Bolsheviks)', 'value': 'ORGANIZATION'}, {'text': 'Communist Party of the Soviet Union', 'value': 'ORGANIZATION'}]","[{'All-Union Communist Party': 'ORGANIZATION'}, {'Bolsheviks': 'ORGANIZATION'}, {'Communist Party of the Soviet Union': 'ORGANIZATION'}]",delete
30,"Graduating with a BA in Psychology, a minor in Criminology.","[{'text': 'BA', 'value': 'OTHER'}]",[],"Graduating with a BA in Psychology, and a minor in Criminology.",[],[{'BA': 'OTHER'}],delete
31,"Sosa was not called to the World Cup 2010 team by then-manager Diego Maradona, was reinstated by new coach Alejandro Sabella for the World Cup 2014 qualifiers, and has been featured in several games since 2011.","[{'text': 'Sosa', 'value': 'PERSON'}, {'text': 'World Cup', 'value': 'EVENT'}, {'text': 'Diego Maradona', 'value': 'PERSON'}, {'text': 'Alejandro Sabella', 'value': 'PERSON'}, {'text': 'World Cup', 'value': 'EVENT'}]","[{'World Cup 2010': 'EVENT'}, {'Diego Maradona': 'PERSON'}, {'Alejandro Sabella': 'PERSON'}, {'World Cup 2014': 'EVENT'}]","Sosa was not called to the World Cup 2010 team by then-manager Diego Maradona, but was reinstated by new coach Alejandro Sabella for the World Cup 2014 qualifiers, and has been featured in several games since 2011.","[{'text': 'World Cup 2010', 'value': 'EVENT'}, {'text': 'Diego Maradona', 'value': 'PERSON'}, {'text': 'Alejandro Sabella', 'value': 'PERSON'}, {'text': 'World Cup 2014', 'value': 'EVENT'}]","[{'Sosa': 'PERSON'}, {'World Cup': 'EVENT'}, {'Diego Maradona': 'PERSON'}, {'Alejandro Sabella': 'PERSON'}, {'World Cup': 'EVENT'}]",delete
32,"In 1863, he was the treasurer of the City of Denver, Arapahoe County.","[{'text': 'City of Denver', 'value': 'LOCATION'}, {'text': 'Arapahoe County', 'value': 'LOCATION'}]","[{'City of Denver': 'LOCATION'}, {'Arapahoe County': 'LOCATION'}]","In 1863, he was the treasurer of the City of Denver and Arapahoe County.","[{'text': 'City of Denver', 'value': 'LOCATION'}, {'text': 'Arapahoe County', 'value': 'LOCATION'}]","[{'City of Denver': 'LOCATION'}, {'Arapahoe County': 'LOCATION'}]",delete
33,"Almost over 75 members of parliament have joined the alliance, thereby strengthening its influence.",[],[],almost over 75 members of parliament join the alliance.,"[{'text': 'parliament', 'value': 'ORGANIZATION'}]",[],add
