,text,modified_label,modified_pred,original_text,original_pred,original_label,type
18,They were set to take on rival oregon state in the quarterfinals of the Pac-12 Tournament.,"[{'text': 'oregon state', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]","[{'oregon state': 'ORGANIZATION'}, {'Pac-12 Tournament': 'EVENT'}]",They were set to take on rival Oregon State in the quarterfinals of the Pac-12 Tournament.,"[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]","[{'Oregon State': 'ORGANIZATION'}, {'Pac-12 Tournament': 'EVENT'}]",
19,"Shortly after World War I, he purchased a plot of land in toulon and donated it to the local sports club, RC Toulonnais, for the building of a stadium.","[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}]","[{'World War I': 'EVENT'}, {'toulon': 'LOCATION'}, {'RC Toulonnais': 'ORGANIZATION'}]","Shortly after World War I, he purchased a plot of land in Toulon and donated it to the local sports club, RC Toulonnais, for the building of a stadium.","[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}, {'text': 'stadium', 'value': 'BUILDING'}]","[{'World War I': 'EVENT'}, {'Toulon': 'LOCATION'}, {'RC Toulonnais': 'ORGANIZATION'}]",
20,breck Ullr Fest was first held in 1963.,"[{'text': 'breck Ullr Fest', 'value': 'EVENT'}]",[{'breck Ullr Fest': 'EVENT'}],Breck Ullr Fest was first held in 1963.,"[{'text': 'Breck Ullr Fest', 'value': 'EVENT'}]",[{'Breck Ullr Fest': 'EVENT'}],
21,"The story had been adapted to the stage in 1939 at the martin Beck Theater to great acclaim, but only ran for six performances because the production proved to be expensive.","[{'text': 'martin Beck Theater', 'value': 'BUILDING'}]","[{'martin Beck Theater': 'BUILDING'}, {'1939': 'EVENT'}]","The story had been adapted to the stage in 1939 at the Martin Beck Theater to great acclaim, but only ran for six performances because the production proved to be expensive.","[{'text': 'Martin Beck Theater', 'value': 'BUILDING'}, {'text': '1939', 'value': 'EVENT'}]",[{'Martin Beck Theater': 'BUILDING'}],
22,"He was appointed captain and took part in the naval part of the siege of Port Hudson in May to July, 1863.","[{'text': 'siege of Port Hudson', 'value': 'EVENT'}]","[{'Port Hudson': 'LOCATION'}, {'May to July, 1863': 'EVENT'}]","He was appointed captain and took part in the naval part of the Siege of Port Hudson in May to July, 1863.","[{'text': 'Siege of Port Hudson', 'value': 'EVENT'}, {'text': 'May to July, 1863', 'value': 'EVENT'}]",[{'Siege of Port Hudson': 'EVENT'}],
23,It was produced by richard D.Zanuck and David Brown.,"[{'text': 'richard D.Zanuck', 'value': 'PERSON'}, {'text': 'David Brown', 'value': 'PERSON'}]","[{'richard D.Zanuck': 'PERSON'}, {'David Brown': 'PERSON'}]",It was produced by Richard D.Zanuck and David Brown.,"[{'text': 'Richard D. Zanuck', 'value': 'PERSON'}, {'text': 'David Brown', 'value': 'PERSON'}]","[{'Richard D.Zanuck': 'PERSON'}, {'David Brown': 'PERSON'}]",
24,"After the 1973 military coup, arón was forced to go underground.","[{'text': 'arón', 'value': 'PERSON'}]","[{'1973 military coup': 'EVENT'}, {'arón': 'PERSON'}]","After the 1973 military coup, ArÃ³n was forced to go underground.","[{'text': '1973 military coup', 'value': 'EVENT'}, {'text': 'Arón', 'value': 'PERSON'}]",[{'Ar\\u00f3n': 'PERSON'}],
25,It won the jury award for best feature film at the TriMedia Film Festival in 2010.,"[{'text': 'jury award for best feature film', 'value': 'OTHER'}, {'text': 'TriMedia Film Festival', 'value': 'EVENT'}]",[{'TriMedia Film Festival': 'EVENT'}],It won the jury award for best feature Film at the TriMedia Film Festival in 2010.,"[{'text': 'TriMedia Film Festival', 'value': 'EVENT'}]","[{'jury award for best feature Film': 'OTHER'}, {'TriMedia Film Festival': 'EVENT'}]",
26,Police investigations revealed the shotgun used to perform the murders was the same weapon used earlier in a bungled attempt to blast open a bank door during a robbery at the state bank in Oak Park seven months earlier.,"[{'text': 'state bank', 'value': 'BUILDING'}, {'text': 'Oak Park', 'value': 'LOCATION'}]","[{'state bank': 'ORGANIZATION'}, {'Oak Park': 'LOCATION'}]",Police investigations revealed the shotgun used to perform the murders was the same weapon used earlier in a bungled attempt to blast open a bank door during a robbery at the State Bank in Oak Park seven months earlier.,"[{'text': 'State Bank', 'value': 'ORGANIZATION'}, {'text': 'Oak Park', 'value': 'LOCATION'}]","[{'State Bank': 'BUILDING'}, {'Oak Park': 'LOCATION'}]",
27,team Orr scored four times on way to a 7–1 victory.,"[{'text': 'team Orr', 'value': 'ORGANIZATION'}]",[{'Orr': 'PERSON'}],Team Orr scored four times on way to a 7â1 victory.,"[{'text': 'Team Orr', 'value': 'ORGANIZATION'}]",[{'Team Orr': 'ORGANIZATION'}],
28,"anhur is a playable character in the multiplayer online battle arena, ``SMITE''.","[{'text': 'anhur', 'value': 'OTHER'}]",[{'SMITE': 'PRODUCT'}],"Anhur is a playable character in the multiplayer online battle arena, ``SMITE''.","[{'text': 'Anhur', 'value': 'OTHER'}, {'text': 'SMITE', 'value': 'PRODUCT'}]",[{'Anhur': 'OTHER'}],
29,Pune lost the match 1–3 with all three goals coming after amrinder came on.,"[{'text': 'Pune', 'value': 'ORGANIZATION'}, {'text': 'amrinder', 'value': 'PERSON'}]","[{'Pune': 'LOCATION'}, {'amrinder': 'PERSON'}]",Pune lost the match 1â3 with all three goals coming after Amrinder came on.,"[{'text': 'Pune', 'value': 'LOCATION'}, {'text': 'Amrinder', 'value': 'PERSON'}]","[{'Pune': 'ORGANIZATION'}, {'Amrinder': 'PERSON'}]",
30,"As a longer loaf, it may well have been the origin of french bread as bakers there attempted to adopt the steam method to produce their baguettes.","[{'text': 'french', 'value': 'LOCATION'}]",[],"As a longer loaf, it may well have been the origin of French bread as bakers there attempted to adopt the steam method to produce their baguettes.",[],[{'French': 'LOCATION'}],
31,The austro-hungarian navy built and operated two classes of protected cruisers.,"[{'text': 'austro-hungarian navy', 'value': 'ORGANIZATION'}]",[{'austro-hungarian navy': 'ORGANIZATION'}],The Austro-Hungarian Navy built and operated two classes of protected cruisers.,"[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]",[{'Austro-Hungarian Navy': 'ORGANIZATION'}],
32,"BACK TO BASICS focuses on genre classics, showing older movies and underground cult films, with occasional stabs at mainstream and newer genre pieces.","[{'text': 'BACK TO BASICS', 'value': 'ORGANIZATION'}]",[{'BACK TO BASICS': 'OTHER'}],"Back to Basics focuses on genre classics, showing older movies and underground cult films, with occasional stabs at mainstream and newer genre pieces.",[],[{'Back to Basics': 'ORGANIZATION'}],
33,"Internal conflicts, especially between Covaci and BANICIU, were making headlines in the media.","[{'text': 'Covaci', 'value': 'PERSON'}, {'text': 'BANICIU', 'value': 'PERSON'}]","[{'Covaci': 'PERSON'}, {'BANICIU': 'PERSON'}]","Internal conflicts, especially between Covaci and Baniciu, were making headlines in the media.","[{'text': 'Covaci', 'value': 'PERSON'}, {'text': 'Baniciu', 'value': 'PERSON'}]","[{'Covaci': 'PERSON'}, {'Baniciu': 'PERSON'}]",
34,puckrik travelled widely in her childhood due to her father's military background.,"[{'text': 'puckrik', 'value': 'PERSON'}]",[{'puckrik': 'PERSON'}],Puckrik travelled widely in her childhood due to her father's military background.,[],[{'Puckrik': 'PERSON'}],
35,"The film is based on the FRENCH novel ``L'affaire Clémenceau'', by Alexandre Dumas, fils, and is now considered to be lost.","[{'text': 'FRENCH', 'value': 'OTHER'}, {'text': 'Alexandre Dumas', 'value': 'PERSON'}]","[{'FRENCH': 'OTHER'}, {""L'affaire Clémenceau"": 'ART'}, {'Alexandre Dumas, fils': 'PERSON'}]","The film is based on the French novel ``L'affaire ClÃ©menceau'', by Alexandre Dumas, fils, and is now considered to be lost.","[{'text': ""L'affaire Cl\u00e9menceau"", 'value': 'ART'}, {'text': 'Alexandre Dumas, fils', 'value': 'PERSON'}, {'text': 'French', 'value': 'OTHER'}]","[{'French': 'OTHER'}, {'Alexandre Dumas': 'PERSON'}]",
36,"It is developed by Golaem, a FRANCE -based software company (created in Rennes in 2009).","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'FRANCE', 'value': 'LOCATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'Golaem': 'ORGANIZATION'}, {'FRANCE': 'LOCATION'}, {'Rennes': 'LOCATION'}, {'2009': 'OTHER'}]","It is developed by Golaem, a France -based software company (created in Rennes in 2009).","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'France', 'value': 'LOCATION'}, {'text': 'Rennes', 'value': 'LOCATION'}, {'text': '2009', 'value': 'OTHER'}]","[{'Golaem': 'ORGANIZATION'}, {'France': 'LOCATION'}, {'Rennes': 'LOCATION'}]",
37,"Lawrence claims that she was given cash, whereas stephens claims that his life was threatened.","[{'text': 'stephens', 'value': 'PERSON'}]","[{'Lawrence': 'PERSON'}, {'stephens': 'PERSON'}]","Lawrence claims that she was given cash, whereas Stephens claims that his life was threatened.",[],[{'Stephens': 'PERSON'}],
38,"Six years later, both RICHARD and Lilli grow into strong and beautiful teenagers.","[{'text': 'RICHARD', 'value': 'PERSON'}, {'text': 'Lilli', 'value': 'PERSON'}]","[{'RICHARD': 'PERSON'}, {'Lilli': 'PERSON'}]","Six years later, both Richard and Lilli grow into strong and beautiful teenagers.","[{'text': 'Richard', 'value': 'PERSON'}, {'text': 'Lilli', 'value': 'PERSON'}]","[{'Richard': 'PERSON'}, {'Lilli': 'PERSON'}]",
39,argentina's Del Imaginario Discos also released the album in 2007.,"[{'text': 'argentina', 'value': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'value': 'ORGANIZATION'}]","[{'Del Imaginario Discos': 'ORGANIZATION'}, {'argentina': 'LOCATION'}, {'2007': 'EVENT'}]",Argentina's Del Imaginario Discos also released the album in 2007.,"[{'text': 'Del Imaginario Discos', 'value': 'ORGANIZATION'}, {'text': 'Argentina', 'value': 'LOCATION'}]","[{'Argentina': 'LOCATION'}, {'Del Imaginario Discos': 'ORGANIZATION'}]",
40,"He has caught the attention of major publications and media outlets such as CNN, THE HUFFINGTON POST, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'THE HUFFINGTON POST', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'value': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'value': 'ORGANIZATION'}, {'text': 'Aljazeera', 'value': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'value': 'ORGANIZATION'}]","[{'CNN': 'ORGANIZATION'}, {'THE HUFFINGTON POST': 'ORGANIZATION'}, {'Hypebeast': 'ORGANIZATION'}, {'The Guardian': 'ORGANIZATION'}, {'Juxtapoz Magazine': 'ORGANIZATION'}, {'Daily Mail': 'ORGANIZATION'}, {'NRDC': 'ORGANIZATION'}, {'Aljazeera': 'ORGANIZATION'}, {'Hi-Fructose Magazine': 'ORGANIZATION'}]","He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'value': 'ORGANIZATION'}, {'text': 'Daily Mail', 'value': 'ORGANIZATION'}, {'text': 'NRDC', 'value': 'ORGANIZATION'}, {'text': 'Aljazeera', 'value': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'value': 'ORGANIZATION'}]","[{'CNN': 'ORGANIZATION'}, {'The Huffington Post': 'ORGANIZATION'}, {'Hypebeast': 'ORGANIZATION'}, {'The Guardian': 'ORGANIZATION'}, {'Juxtapoz Magazine': 'ORGANIZATION'}, {'Daily Mail, NRDC': 'ORGANIZATION'}, {'Aljazeera': 'ORGANIZATION'}, {'Hi-Fructose Magazine': 'ORGANIZATION'}]",
41,Both doors are mirror images of each other and each contain the bronze university seal.,"[{'text': 'bronze university seal', 'value': 'PRODUCT'}]",[{'university seal': 'OTHER'}],Both doors are mirror images of each other and each contain the bronze University seal.,"[{'text': 'University', 'value': 'ORGANIZATION'}]",[{'bronze University seal': 'PRODUCT'}],
42,"BITTER Sweet & amp; Twisted is rock band The Quireboys's second studio album, released in 1993.","[{'text': 'BITTER Sweet & amp', 'value': 'ART'}, {'text': 'Twisted', 'value': 'ART'}, {'text': 'The Quireboys', 'value': 'ORGANIZATION'}]","[{'BITTER Sweet & amp; Twisted': 'ART'}, {'The Quireboys': 'ORGANIZATION'}, {'1993': 'OTHER'}]","Bitter Sweet & amp; Twisted is rock band The Quireboys's second studio album, released in 1993.","[{'text': 'Bitter Sweet & amp ; Twisted', 'value': 'PRODUCT'}, {'text': 'The Quireboys', 'value': 'ORGANIZATION'}]","[{'Bitter Sweet & amp': 'ART'}, {'Twisted': 'ART'}, {'The Quireboys': 'ORGANIZATION'}]",
43,"The ridge is situated northeast of Mount Kliment Ohridski, extending in the north-south direction, wide, and is bounded by Poste Valley to the east, by PaLeStRiNa Glacier to the north and its tributary Yozola Glacier to the west.","[{'text': 'Mount Kliment Ohridski', 'value': 'LOCATION'}, {'text': 'Poste Valley', 'value': 'LOCATION'}, {'text': 'PaLeStRiNa Glacier', 'value': 'LOCATION'}, {'text': 'Yozola Glacier', 'value': 'LOCATION'}]","[{'Mount Kliment Ohridski': 'LOCATION'}, {'Poste Valley': 'LOCATION'}, {'PaLeStRiNa Glacier': 'LOCATION'}, {'Yozola Glacier': 'LOCATION'}]","The ridge is situated northeast of Mount Kliment Ohridski, extending in the north-south direction, wide, and is bounded by Poste Valley to the east, by Palestrina Glacier to the north and its tributary Yozola Glacier to the west.","[{'text': 'Mount Kliment Ohridski', 'value': 'LOCATION'}, {'text': 'Poste Valley', 'value': 'LOCATION'}, {'text': 'Palestrina Glacier', 'value': 'LOCATION'}, {'text': 'Yozola Glacier', 'value': 'LOCATION'}]","[{'Mount Kliment Ohridski': 'LOCATION'}, {'Poste Valley': 'LOCATION'}, {'Palestrina Glacier': 'LOCATION'}, {'Yozola Glacier': 'LOCATION'}]",
44,gonu caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'gonu', 'value': 'EVENT'}, {'text': ""Pakistan's Arabian Sea coast"", 'value': 'LOCATION'}, {'text': 'Karachi', 'value': 'LOCATION'}, {'text': 'Gwadar', 'value': 'LOCATION'}]","[{'gonu': 'EVENT'}, {'Pakistan': 'LOCATION'}, {'Arabian Sea': 'LOCATION'}, {'Karachi': 'LOCATION'}, {'Gwadar': 'LOCATION'}]",Gonu caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'text': 'Gonu', 'value': 'EVENT'}, {'text': 'Pakistan', 'value': 'LOCATION'}, {'text': ""Arabian Sea"", 'value': 'LOCATION'}, {'text': 'Karachi', 'value': 'LOCATION'}, {'text': 'Gwadar', 'value': 'LOCATION'}]","[{'Gonu': 'EVENT'}, {""Pakistan's Arabian Sea coast"": 'LOCATION'}, {'Karachi': 'LOCATION'}, {'Gwadar': 'LOCATION'}]",
45,"Holy Trinity Church is a Church of England parish church at Bothenhampton, near Bridport in DoRsEt, England.","[{'text': 'Holy Trinity Church', 'value': 'ORGANIZATION'}, {'text': 'Church of England', 'value': 'ORGANIZATION'}, {'text': 'Bothenhampton', 'value': 'LOCATION'}, {'text': 'Bridport', 'value': 'LOCATION'}, {'text': 'DoRsEt', 'value': 'LOCATION'}, {'text': 'England', 'value': 'LOCATION'}]","[{'Holy Trinity Church': 'BUILDING'}, {'Church of England': 'ORGANIZATION'}, {'Bothenhampton': 'LOCATION'}, {'Bridport': 'LOCATION'}, {'DoRsEt': 'LOCATION'}, {'England': 'LOCATION'}]","Holy Trinity Church is a Church of England parish church at Bothenhampton, near Bridport in Dorset, England.","[{'text': 'Holy Trinity Church', 'value': 'BUILDING'}, {'text': 'Church of England', 'value': 'ORGANIZATION'}, {'text': 'Bothenhampton', 'value': 'LOCATION'}, {'text': 'Bridport', 'value': 'LOCATION'}, {'text': 'Dorset', 'value': 'LOCATION'}, {'text': 'England', 'value': 'LOCATION'}]","[{'Holy Trinity Church': 'ORGANIZATION'}, {'Church of England': 'ORGANIZATION'}, {'Bothenhampton': 'LOCATION'}, {'Bridport': 'LOCATION'}, {'Dorset': 'LOCATION'}, {'England': 'LOCATION'}]",
